ID,Rank,Rarity_Score,Attributes,Background,Clothes,Earring,Eyes,Fur,Hat,Mouth
6903,1108,255.1658779251603,6,Purple,Bandolier,None,Cyborg,Black,Irish Boho,Rage
2440,1109,255.04117870893103,6,Army Green,Navy Striped Tee,None,Angry,Brown,Police Motorcycle Helmet,Bored Unshaven Cigar
7510,1110,255.0265708387392,7,Orange,Wool Turtleneck,Silver Stud,Coins,Trippy,Commie Hat,Bored
8327,1111,255.00685994267863,6,Yellow,None,Gold Hoop,Bored,Cream,Commie Hat,Bored Unshaven Kazoo
6865,1112,254.9918787805622,4,Gray,None,None,Bloodshot,Gray,None,Bored Unshaven Kazoo
1252,1113,254.97710297667103,7,Purple,Admirals Coat,Gold Hoop,Bored,Brown,Irish Boho,Bored Unshaven
4795,1114,254.95469900153563,6,Orange,Leather Jacket,None,Crazy,Brown,Cowboy Hat,Bored Kazoo
1358,1115,254.9478063422615,7,Army Green,Tanktop,Silver Hoop,Bloodshot,Brown,Safari,Bored Party Horn
8703,1116,254.94340844553838,7,New Punk Blue,Tie Dye,Silver Stud,Cyborg,Blue,Commie Hat,Grin
4628,1117,254.93872571966116,6,Purple,Admirals Coat,None,Angry,Blue,Horns,Bored
2249,1118,254.8762756160355,6,Aquamarine,Vietnam Jacket,None,Bloodshot,Brown,Faux Hawk,Bored Unshaven Cigar
9662,1119,254.84848156966854,5,Gray,None,None,Sad,Noise,Laurel Wreath,Bored Cigarette
5948,1120,254.82809696692516,6,Orange,Prom Dress,None,Holographic,Brown,Halo,Phoneme Oh
1809,1121,254.74700559689475,6,Orange,Biker Vest,None,Cyborg,Noise,S&m Hat,Bored
9281,1122,254.564055303051,6,Gray,Kings Robe,Diamond Stud,Heart,Black,None,Bored Cigarette
8081,1123,254.48858862374388,6,Orange,Kings Robe,None,Coins,Brown,Stuntman Helmet,Bored
493,1124,254.4808423725935,7,Army Green,Sleeveless Logo T,Gold Hoop,Wide Eyed,Black,Beanie,Bored Unshaven Cigar
1483,1125,254.39493278037347,7,Yellow,Leather Punk Jacket,Gold Hoop,Bored,Brown,Safari,Grin Multicolored
6730,1126,254.34707080304898,7,Blue,Leather Punk Jacket,Silver Stud,X Eyes,Brown,Faux Hawk,Phoneme L
6053,1127,254.33926515883135,7,Yellow,Sailor Shirt,Silver Stud,Closed,Red,Laurel Wreath,Dumbfounded
8181,1128,254.30073494991913,6,Yellow,Bayc T Black,None,Bloodshot,Cream,Army Hat,Bored Kazoo
2205,1129,254.27274962982304,6,Orange,Hip Hop,None,Robot,Dark Brown,Girl's Hair Pink,Jovial
9432,1130,254.1795654568645,6,Yellow,Bayc T Red,None,Zombie,Pink,Bayc Hat Black,Bored Pipe
3324,1131,254.15481997313162,7,Purple,Sailor Shirt,Gold Stud,Sad,Blue,Bowler,Bored Unshaven Cigar
5329,1132,254.13744883039345,6,New Punk Blue,Space Suit,None,Sad,Gray,Fez,Bored Cigar
8941,1133,253.92890085952516,6,Yellow,Biker Vest,None,Laser Eyes,Brown,Cowboy Hat,Bored Unshaven Cigarette
3287,1134,253.87915170156614,4,Purple,None,None,Robot,Death Bot,None,Grin Gold Grill
6191,1135,253.85264384993738,7,Blue,Leather Jacket,Silver Hoop,Sad,Cheetah,Short Mohawk,Bored Unshaven Cigar
4091,1136,253.82646881461304,6,Yellow,Lab Coat,None,Closed,Dark Brown,Bowler,Bored Party Horn
4110,1137,253.79854461016347,6,Orange,Hip Hop,None,Eyepatch,Dark Brown,Irish Boho,Bored Cigar
7864,1138,253.77590045232785,5,New Punk Blue,None,None,Eyepatch,Black,Commie Hat,Bored Unshaven Kazoo
8476,1139,253.7450350664918,7,Yellow,Hawaiian,Diamond Stud,Closed,Brown,Fisherman's Hat,Grin Gold Grill
3469,1140,253.6791499935494,6,Army Green,Leather Jacket,None,X Eyes,Brown,Laurel Wreath,Bored Unshaven
1273,1141,253.66430779800965,6,Army Green,Tuxedo Tee,None,Hypnotized,Golden Brown,Spinner Hat,Grin Multicolored
5185,1142,253.60699396479905,6,Aquamarine,Smoking Jacket,None,Closed,Robot,Laurel Wreath,Bored Unshaven
3818,1143,253.54749448859874,6,Orange,Admirals Coat,None,Bored,Robot,Bowler,Bored
3502,1144,253.51299322609617,5,Blue,None,None,Holographic,Black,Bandana Blue,Discomfort
3006,1145,253.48738891744188,6,Blue,Bayc T Black,None,Bloodshot,Robot,Horns,Bored Unshaven Cigar
8157,1146,253.4363377503059,6,New Punk Blue,Puffy Vest,None,Bloodshot,Noise,Bayc Hat Red,Rage
4076,1147,253.37785665813405,7,New Punk Blue,Tuxedo Tee,Gold Hoop,Cyborg,Cheetah,Irish Boho,Bored Cigarette
2994,1148,253.3506491830736,6,Blue,None,Gold Hoop,Laser Eyes,Brown,Irish Boho,Dumbfounded
9256,1149,253.34070751155062,6,Orange,None,Gold Hoop,Heart,Golden Brown,Bayc Flipped Brim,Bored Kazoo
2039,1150,253.34001766080527,6,Gray,Caveman Pelt,None,Heart,Pink,Bandana Blue,Bored Unshaven Cigarette
384,1151,253.0916833420252,7,Orange,Prom Dress,Gold Hoop,Sleepy,Robot,Stuntman Helmet,Bored Unshaven
4549,1152,253.07330272316716,7,Army Green,Navy Striped Tee,Gold Stud,Closed,Cream,Fisherman's Hat,Grin Diamond Grill
4515,1153,252.975307160826,7,Blue,Black Holes T,Diamond Stud,X Eyes,Pink,Bunny Ears,Jovial
1475,1154,252.90842690980665,6,Orange,Leather Punk Jacket,None,Robot,Black,Sushi Chef Headband,Grin Multicolored
5511,1155,252.86853993536064,6,New Punk Blue,Bayc T Black,None,Closed,Brown,Ww2 Pilot Helm,Bored Cigar
348,1156,252.72931002389245,6,New Punk Blue,Sailor Shirt,None,Bloodshot,Red,Baby's Bonnet,Grin Gold Grill
4243,1157,252.7255648452325,5,Blue,Leather Punk Jacket,None,Sad,Robot,None,Bored Party Horn
952,1158,252.7238267269976,6,Yellow,Bone Tee,None,Blindfold,Dark Brown,Girl's Hair Short,Grin Multicolored
2971,1159,252.65832955887407,5,Army Green,Vietnam Jacket,None,Bored,Blue,None,Bored Unshaven Kazoo
4393,1160,252.58126739963868,6,Aquamarine,Sleeveless Logo T,None,Coins,Cheetah,Prussian Helmet,Tongue Out
7532,1161,252.5120405243549,7,Aquamarine,Striped Tee,Gold Hoop,Wide Eyed,Brown,Trippy Captain's Hat,Grin
3364,1162,252.45161733495092,7,Blue,Tuxedo Tee,Silver Hoop,Bored,Brown,Bayc Hat Black,Grin Diamond Grill
2157,1163,252.4108663616055,6,Gray,Blue Dress,None,Angry,Dark Brown,Spinner Hat,Tongue Out
8916,1164,252.32997363407196,6,Purple,Bandolier,None,Scumbag,Black,Vietnam Era Helmet,Bored Bubblegum
9932,1165,252.14993022312322,7,Army Green,Biker Vest,Silver Hoop,Bored,Cream,Bowler,Grin Diamond Grill
2664,1166,252.0386575417765,7,Army Green,Navy Striped Tee,Silver Stud,Wide Eyed,Black,Bayc Hat Red,Grin Multicolored
6664,1167,252.01942598692608,5,Yellow,Tweed Suit,None,X Eyes,Tan,None,Bored Unshaven Cigar
5815,1168,251.63479047208665,6,Purple,Sleeveless Logo T,Silver Stud,Eyepatch,Pink,None,Bored Unshaven Cigar
8970,1169,251.61254044325756,7,Yellow,Pimp Coat,Silver Stud,Blindfold,Blue,Fisherman's Hat,Bored Cigarette
2526,1170,251.47123615269766,5,Army Green,Rainbow Suspenders,None,Robot,Red,None,Grin Gold Grill
856,1171,251.46784141500834,6,Aquamarine,Navy Striped Tee,None,Hypnotized,White,Sushi Chef Headband,Grin Multicolored
7391,1172,251.46674686587403,5,New Punk Blue,None,None,Zombie,Brown,Fisherman's Hat,Bored Unshaven Kazoo
212,1173,251.43397042047044,7,Orange,Pimp Coat,Diamond Stud,Closed,Cream,Army Hat,Bored
6706,1174,251.3637697866711,7,Purple,Toga,Silver Hoop,Bloodshot,Dark Brown,Trippy Captain's Hat,Bored
3224,1175,251.27467284592132,6,Blue,Black Holes T,None,Eyepatch,Black,Laurel Wreath,Bored Cigarette
2539,1176,251.2530016350051,7,Orange,Navy Striped Tee,Diamond Stud,Robot,Cream,Bandana Blue,Bored Unshaven
4779,1177,251.20291244677256,7,Purple,Leather Jacket,Silver Hoop,Holographic,Black,S&m Hat,Phoneme Wah
4356,1178,251.11828173831213,5,Orange,None,None,Bloodshot,Robot,Bayc Hat Red,Bored Unshaven Pipe
2020,1179,251.0226192079556,7,Gray,Bayc T Black,Gold Stud,Bored,Tan,Horns,Bored Unshaven Cigar
2806,1180,250.9906503355877,6,Orange,Striped Tee,Gold Hoop,Scumbag,Golden Brown,None,Bored Kazoo
5761,1181,250.9781628147809,6,Gray,Navy Striped Tee,None,Closed,Gray,Ww2 Pilot Helm,Bored Bubblegum
8633,1182,250.974847260353,4,Orange,None,None,Scumbag,Trippy,None,Dumbfounded
605,1183,250.9361883305609,6,Orange,Rainbow Suspenders,None,Bored,Tan,King's Crown,Grin
8125,1184,250.8440245922809,5,New Punk Blue,Stunt Jacket,None,X Eyes,Dark Brown,None,Grin Diamond Grill
5280,1185,250.81828006346768,6,Orange,Navy Striped Tee,None,Closed,Cream,Faux Hawk,Bored Unshaven Cigar
7038,1186,250.79821247416322,6,Orange,Pimp Coat,None,Scumbag,Golden Brown,Vietnam Era Helmet,Grin
1086,1187,250.7014290746588,6,Army Green,Prom Dress,Silver Hoop,Blindfold,Dark Brown,None,Bored Cigar
7080,1188,250.66615583216688,6,Gray,Bayc T Red,None,Sleepy,Black,Baby's Bonnet,Bored Cigar
9291,1189,250.65548961044723,6,Gray,Black T,None,Laser Eyes,Golden Brown,Beanie,Jovial
9816,1190,250.49953208970538,5,Army Green,None,None,Angry,Cream,Fisherman's Hat,Bored Unshaven Kazoo
3752,1191,250.46304074362482,6,Yellow,Stunt Jacket,None,Robot,Gray,Girl's Hair Pink,Phoneme  ooo
1739,1192,250.34873958628017,7,Aquamarine,Bone Necklace,Gold Stud,Bored,Tan,Laurel Wreath,Bored
4792,1193,250.3420141607121,6,Aquamarine,Toga,None,Laser Eyes,Dark Brown,Halo,Bored Unshaven
8988,1194,250.3265176072711,7,Orange,Bayc T Black,Silver Hoop,Coins,Gray,Prussian Helmet,Phoneme Wah
1362,1195,250.15496281537378,7,Orange,Tanktop,Silver Stud,Wide Eyed,Pink,Halo,Bored Party Horn
6814,1196,250.1100439493926,7,New Punk Blue,Guayabera,Diamond Stud,Bored,Cheetah,Girl's Hair Pink,Bored Unshaven Cigarette
4710,1197,250.08319455066388,7,Aquamarine,Sleeveless T,Gold Stud,Robot,Noise,Prussian Helmet,Bored
9379,1198,249.99923464977326,6,New Punk Blue,Black T,None,Crazy,Black,Police Motorcycle Helmet,Bored Unshaven Pipe
363,1199,249.96303172786347,6,Orange,Black T,None,Wide Eyed,Robot,Laurel Wreath,Grin
2307,1200,249.90353368280967,6,Gray,Black Holes T,None,Sad,White,Baby's Bonnet,Bored Cigar
8889,1201,249.86242997710653,7,Blue,Caveman Pelt,Silver Stud,Sad,Cheetah,Army Hat,Grin Multicolored
3890,1202,249.80109748489764,6,Orange,Sleeveless T,None,Holographic,Tan,Bandana Blue,Bored
7609,1203,249.7359959495754,6,New Punk Blue,Black Holes T,None,Zombie,Dark Brown,King's Crown,Dumbfounded
5783,1204,249.72417983891373,6,Yellow,Caveman Pelt,None,Heart,Dark Brown,Halo,Bored Party Horn
5442,1205,249.68699742184705,7,Yellow,Bayc T Red,Silver Stud,Heart,Death Bot,Fisherman's Hat,Phoneme L
31,1206,249.67031812758546,7,Yellow,Black Holes T,Silver Hoop,Eyepatch,Dmt,Party Hat 2,Bored Unshaven
3506,1207,249.6116806879507,6,Blue,Cowboy Shirt,None,Closed,Black,Girl's Hair Pink,Small Grin
6264,1208,249.5799256186648,5,Purple,Admirals Coat,None,Sad,Black,None,Tongue Out
2104,1209,249.5154742453951,6,Aquamarine,Wool Turtleneck,None,Heart,Black,Prussian Helmet,Grin Multicolored
7327,1210,249.45559068894408,6,Yellow,Rainbow Suspenders,None,Eyepatch,Noise,Baby's Bonnet,Bored Unshaven
6567,1211,249.44905994393076,6,Purple,Caveman Pelt,None,Sad,Cheetah,King's Crown,Bored
3146,1212,249.44453555542407,6,Orange,Black Holes T,None,Sleepy,Death Bot,Bayc Flipped Brim,Bored Pipe
8663,1213,249.3698681134545,7,Army Green,Space Suit,Silver Hoop,Bored,Red,Baby's Bonnet,Phoneme  ooo
636,1214,249.10739404379208,6,Army Green,Cowboy Shirt,None,Zombie,Dmt,Safari,Dumbfounded
9547,1215,249.07194584068694,7,Orange,Caveman Pelt,Gold Stud,X Eyes,Brown,Spinner Hat,Discomfort
3231,1216,249.0579497900948,7,Yellow,Striped Tee,Silver Stud,Sleepy,Tan,Bayc Hat Red,Grin Multicolored
1989,1217,249.00590679647695,6,Orange,None,Cross,Sunglasses,Dark Brown,Vietnam Era Helmet,Grin Multicolored
7246,1218,248.96653093116564,6,Army Green,Lumberjack Shirt,None,3d,Cheetah,Beanie,Grin Diamond Grill
3782,1219,248.82039667509213,6,Yellow,Rainbow Suspenders,None,Sunglasses,Dmt,Safari,Jovial
2240,1220,248.80468723299307,6,Aquamarine,Bayc T Black,None,Sleepy,Noise,Party Hat 2,Dumbfounded
9805,1221,248.71973940490275,7,Yellow,Sailor Shirt,Gold Hoop,Cyborg,Cream,Cowboy Hat,Phoneme Oh
2676,1222,248.63009317383919,6,New Punk Blue,Prison Jumpsuit,None,Robot,Cheetah,Spinner Hat,Grin Multicolored
6685,1223,248.294022899122,6,Aquamarine,Tanktop,None,Closed,Gray,Trippy Captain's Hat,Bored Unshaven
1630,1224,248.16058009827526,7,Purple,Sleeveless T,Diamond Stud,Bloodshot,Cheetah,Bowler,Bored Pipe
290,1225,248.12736296881914,6,Purple,Stunt Jacket,None,Angry,Gray,Safari,Bored Cigar
6365,1226,248.11380361171646,7,Army Green,Striped Tee,Diamond Stud,Crazy,Robot,Party Hat 1,Dumbfounded
1372,1227,248.076882502632,6,Gray,Leather Punk Jacket,None,Eyepatch,Brown,Bayc Hat Red,Tongue Out
5756,1228,247.99866529753317,6,Army Green,Space Suit,None,Sunglasses,Gray,Spinner Hat,Rage
1133,1229,247.9911738711296,6,Yellow,Tie Dye,None,Bored,Zombie,Ww2 Pilot Helm,Rage
4282,1230,247.93626906728642,6,Yellow,Rainbow Suspenders,None,Eyepatch,Tan,Bandana Blue,Bored
7467,1231,247.8924289573702,7,Army Green,Admirals Coat,Silver Hoop,Bored,Golden Brown,Bayc Hat Black,Bored
3628,1232,247.8213405110846,6,Blue,Rainbow Suspenders,None,Sleepy,Tan,Ww2 Pilot Helm,Phoneme Oh
2161,1233,247.77383406552678,5,Orange,Sleeveless Logo T,None,Sad,Dark Brown,None,Bored Kazoo
85,1234,247.59201881557905,6,Blue,Admirals Coat,None,Bloodshot,Tan,Bowler,Grin
6918,1235,247.53291522029886,6,Purple,Lumberjack Shirt,None,Zombie,Dark Brown,King's Crown,Dumbfounded
9601,1236,247.44732968948853,6,Purple,Prison Jumpsuit,Silver Hoop,Hypnotized,Blue,None,Bored Party Horn
9798,1237,247.4063958254874,7,Orange,Leather Jacket,Silver Hoop,Wide Eyed,Golden Brown,Laurel Wreath,Bored
23,1238,247.325071295008,5,Aquamarine,None,None,Bored,Trippy,Beanie,Bored Pipe
3310,1239,247.26581185652424,6,Aquamarine,Toga,None,Sad,Tan,Beanie,Bored Kazoo
8594,1240,247.2634229983507,6,Gray,Lumberjack Shirt,None,Bloodshot,Cheetah,Seaman's Hat,Grin Diamond Grill
1141,1241,247.10780645438913,7,Blue,Kings Robe,Silver Hoop,3d,Zombie,Beanie,Bored
8538,1242,247.0424195280776,7,New Punk Blue,Guayabera,Silver Hoop,Holographic,White,Horns,Discomfort
507,1243,247.03169373477056,6,Gray,Black T,None,Eyepatch,Death Bot,Girl's Hair Pink,Bored Unshaven Cigarette
9962,1244,246.96373983858092,7,Aquamarine,Caveman Pelt,Silver Hoop,Closed,Brown,Sushi Chef Headband,Grin Multicolored
1018,1245,246.93343695534662,7,Gray,Stunt Jacket,Diamond Stud,Zombie,Cream,Irish Boho,Phoneme  ooo
9260,1246,246.86173438231162,7,Army Green,Bayc T Red,Gold Stud,3d,Dark Brown,Baby's Bonnet,Discomfort
4416,1247,246.83769533312264,6,Army Green,Cowboy Shirt,None,3d,Golden Brown,Girl's Hair Pink,Bored Unshaven Cigarette
1305,1248,246.7712319958517,6,Aquamarine,Tie Dye,None,Closed,Cream,King's Crown,Bored Unshaven
4867,1249,246.73665067644546,6,Blue,Biker Vest,None,Eyepatch,Golden Brown,Laurel Wreath,Bored Cigarette
3828,1250,246.7120012128057,6,New Punk Blue,Guayabera,None,Heart,Golden Brown,Safari,Bored Unshaven Pipe
9502,1251,246.70628793053336,6,Yellow,Bone Tee,None,Coins,White,Horns,Bored Unshaven Cigar
8646,1252,246.70486226048723,7,Army Green,Hawaiian,Cross,Bored,Black,Sea Captain's Hat,Bored Bubblegum
4838,1253,246.69721061655795,6,Purple,Smoking Jacket,None,Closed,Dark Brown,Laurel Wreath,Phoneme Vuh
6845,1254,246.69541647104214,6,Yellow,Biker Vest,None,Sleepy,Red,Fez,Bored Kazoo
1253,1255,246.69480951889113,5,Orange,Hawaiian,None,Zombie,Dark Brown,None,Bored Unshaven Bubblegum
4096,1256,246.65421201987706,7,Yellow,Tanktop,Silver Stud,Heart,Dmt,Prussian Helmet,Phoneme Vuh
7669,1257,246.63664726175008,6,Orange,Bayc T Red,None,Bloodshot,Zombie,Prussian Helmet,Phoneme Oh
7880,1258,246.62011032007658,7,Orange,Lab Coat,Gold Stud,3d,Golden Brown,Seaman's Hat,Bored Bubblegum
6953,1259,246.55010331119448,6,New Punk Blue,Space Suit,None,Holographic,Cream,Bayc Hat Black,Bored Cigarette
4492,1260,246.3592498473257,6,New Punk Blue,Cowboy Shirt,None,Scumbag,Tan,Spinner Hat,Small Grin
2720,1261,246.2358590880146,6,Yellow,Prom Dress,None,3d,Gray,Ww2 Pilot Helm,Bored Unshaven
7018,1262,246.23425668861324,5,Blue,None,None,Laser Eyes,Golden Brown,Baby's Bonnet,Bored Unshaven
5605,1263,246.1217771421387,6,Army Green,Bone Necklace,None,Cyborg,Black,Bayc Flipped Brim,Phoneme L
8826,1264,246.12125940185112,7,Yellow,Bandolier,Silver Stud,Holographic,Tan,Baby's Bonnet,Grin
6761,1265,246.05509038448747,6,Yellow,Lab Coat,None,Zombie,Robot,Ww2 Pilot Helm,Bored
1558,1266,246.0512021098675,6,Yellow,Sailor Shirt,None,Cyborg,Dark Brown,Police Motorcycle Helmet,Bored Unshaven Cigarette
9157,1267,246.03169074920396,5,New Punk Blue,Bayc T Red,None,Bored,Cream,None,Bored Kazoo
809,1268,246.02502556483475,7,Blue,Tuxedo Tee,Gold Stud,Heart,White,Bandana Blue,Bored
2001,1269,245.98334491535152,7,Aquamarine,Hip Hop,Silver Stud,X Eyes,Dark Brown,Irish Boho,Tongue Out
9881,1270,245.9090020335576,7,Aquamarine,Cowboy Shirt,Gold Hoop,Bored,Death Bot,Army Hat,Phoneme Vuh
3870,1271,245.8968989348311,6,Army Green,Biker Vest,None,Crazy,Cream,Fez,Grin Diamond Grill
8268,1272,245.8841829323101,6,Gray,Work Vest,None,Sleepy,Cream,Bowler,Bored Party Horn
8666,1273,245.78148741248484,7,Army Green,Smoking Jacket,Diamond Stud,Coins,Pink,Girl's Hair Pink,Bored Unshaven
940,1274,245.56347526016148,6,Gray,Rainbow Suspenders,None,Bloodshot,Black,Sushi Chef Headband,Grin Multicolored
3100,1275,245.46029127342183,7,Yellow,Sailor Shirt,Silver Hoop,Bored,Brown,Laurel Wreath,Jovial
2657,1276,245.44205092775522,7,Aquamarine,Prison Jumpsuit,Silver Stud,Cyborg,Pink,Bunny Ears,Bored Cigarette
5187,1277,245.38523991094553,6,Orange,Smoking Jacket,None,Blindfold,Black,Party Hat 2,Tongue Out
6592,1278,245.36639898177495,6,Orange,Black T,None,Heart,Blue,Vietnam Era Helmet,Bored Party Horn
1760,1279,245.24159070156867,6,Gray,Pimp Coat,None,Bloodshot,Black,Bayc Hat Red,Bored
2617,1280,245.09327011766072,7,Yellow,Sleeveless T,Cross,3d,Brown,Party Hat 1,Grin
8636,1281,245.02674166411518,6,New Punk Blue,Pimp Coat,None,Wide Eyed,Brown,Baby's Bonnet,Dumbfounded
7267,1282,245.02633149849174,7,Purple,Rainbow Suspenders,Silver Stud,Closed,Golden Brown,Bandana Blue,Bored Unshaven
9896,1283,245.0200475215207,6,Aquamarine,Pimp Coat,None,Sad,Brown,Prussian Helmet,Bored Unshaven
4871,1284,244.98684968729947,6,New Punk Blue,Prom Dress,None,Bored,Dark Brown,Bayc Hat Red,Phoneme  ooo
3525,1285,244.9790203423764,7,Purple,Sleeveless Logo T,Silver Stud,Bored,Noise,Faux Hawk,Bored Unshaven
2149,1286,244.95652035773756,6,New Punk Blue,Black Holes T,None,Hypnotized,Brown,Girl's Hair Pink,Small Grin
1276,1287,244.9364175024887,7,Blue,Sailor Shirt,Cross,Holographic,White,Seaman's Hat,Grin
3719,1288,244.9233112752412,7,Blue,Biker Vest,Silver Stud,Holographic,Death Bot,Beanie,Phoneme  ooo
8289,1289,244.9131633899915,7,Aquamarine,Bone Necklace,Cross,Angry,Dark Brown,Bayc Flipped Brim,Phoneme L
7891,1290,244.90100119866707,6,Blue,Stunt Jacket,None,Bloodshot,Brown,Trippy Captain's Hat,Bored
242,1291,244.87971794133523,7,Blue,Bone Necklace,Cross,Eyepatch,White,Sushi Chef Headband,Bored Unshaven
90,1292,244.87191930125982,7,Army Green,Tweed Suit,Silver Hoop,Hypnotized,Golden Brown,Prussian Helmet,Grin
3734,1293,244.84810061511638,6,New Punk Blue,Prom Dress,None,Sad,Brown,Cowboy Hat,Bored Cigar
3435,1294,244.7861487753681,6,Aquamarine,Wool Turtleneck,None,Bored,Black,King's Crown,Discomfort
8145,1295,244.78336580439543,6,New Punk Blue,Caveman Pelt,None,Bored,Red,Short Mohawk,Bored Party Horn
4254,1296,244.77334123352875,7,Gray,Kings Robe,Gold Stud,Eyepatch,Brown,Beanie,Bored Unshaven
9410,1297,244.77004790241963,7,Aquamarine,Space Suit,Silver Stud,Angry,Brown,Stuntman Helmet,Phoneme Vuh
3738,1298,244.75150771356783,5,Orange,Stunt Jacket,None,Angry,Pink,None,Grin Diamond Grill
7123,1299,244.61584625240278,6,Purple,Vietnam Jacket,None,Bored,Cream,Party Hat 1,Bored Bubblegum
4343,1300,244.59745822996618,6,Aquamarine,Navy Striped Tee,None,Closed,Cream,Trippy Captain's Hat,Dumbfounded
7321,1301,244.48518485213071,7,Gray,Tie Dye,Gold Stud,Scumbag,Red,Commie Hat,Phoneme L
6396,1302,244.47720597268864,6,Army Green,Rainbow Suspenders,None,Crazy,Dark Brown,Irish Boho,Bored Cigar
4876,1303,244.46575911539733,6,Army Green,Tweed Suit,None,Bored,Zombie,Bayc Hat Red,Phoneme  ooo
9564,1304,244.378600283775,7,Blue,Black T,Diamond Stud,Sunglasses,Death Bot,Fisherman's Hat,Phoneme L
4377,1305,244.3542223925012,6,Gray,Kings Robe,None,Sunglasses,Brown,Bayc Flipped Brim,Bored Unshaven
8880,1306,244.30287414604976,5,Gray,None,None,Crazy,Brown,Party Hat 1,Grin Gold Grill
424,1307,244.2272761762183,7,Yellow,Hawaiian,Gold Hoop,3d,Golden Brown,Halo,Grin Gold Grill
8904,1308,244.16215730750335,6,Army Green,Striped Tee,None,Wide Eyed,Pink,S&m Hat,Grin Diamond Grill
123,1309,244.1588941923677,6,New Punk Blue,Black Holes T,None,Coins,White,Spinner Hat,Bored Cigar
2019,1310,244.1473487455858,7,New Punk Blue,Leather Punk Jacket,Diamond Stud,Hypnotized,Dark Brown,Cowboy Hat,Phoneme  ooo
3582,1311,244.14590430228506,6,Aquamarine,Bone Tee,None,Wide Eyed,Zombie,Cowboy Hat,Grin Gold Grill
6773,1312,244.14214622161876,7,Aquamarine,Tanktop,Silver Stud,Coins,Gray,Bandana Blue,Bored Unshaven Cigarette
4665,1313,243.9048357873045,6,Yellow,Toga,None,3d,Cheetah,Cowboy Hat,Grin Gold Grill
8926,1314,243.82926715294596,6,New Punk Blue,Caveman Pelt,None,3d,Black,Bandana Blue,Phoneme Vuh
8535,1315,243.82020374457906,6,Orange,Hawaiian,None,Closed,Robot,Beanie,Grin Diamond Grill
8757,1316,243.78202638316043,5,Yellow,Prom Dress,None,Bloodshot,Dark Brown,None,Grin Gold Grill
8948,1317,243.76894854156433,7,Orange,Navy Striped Tee,Diamond Stud,Cyborg,Brown,Commie Hat,Bored Unshaven Cigarette
6987,1318,243.7652065887012,6,New Punk Blue,Kings Robe,None,Angry,Pink,Bowler,Bored
7451,1319,243.7192156700163,6,Orange,Smoking Jacket,Silver Hoop,Bloodshot,Brown,None,Bored Unshaven Bubblegum
5196,1320,243.69047363553844,6,Army Green,Service,Gold Stud,Bored,Blue,None,Grin Gold Grill
353,1321,243.655162416722,6,Aquamarine,Black Holes T,None,Bored,Tan,Bandana Blue,Tongue Out
464,1322,243.63646425351445,7,Orange,Bone Tee,Gold Hoop,Scumbag,Tan,Seaman's Hat,Bored Cigar
5978,1323,243.61434011441963,6,Blue,Admirals Coat,None,Eyepatch,Cream,Seaman's Hat,Bored Unshaven
6121,1324,243.56299718793008,5,Army Green,None,None,Blindfold,Dark Brown,Irish Boho,Bored Kazoo
9862,1325,243.53758456806193,6,Army Green,Blue Dress,None,Angry,Blue,Police Motorcycle Helmet,Bored Unshaven
3773,1326,243.53460843375524,7,New Punk Blue,Wool Turtleneck,Gold Stud,Bloodshot,Pink,King's Crown,Bored
3864,1327,243.49762832734066,6,Army Green,Black Holes T,None,Bored,Noise,Fisherman's Hat,Bored Bubblegum
3561,1328,243.44251007966733,5,Purple,Bayc T Black,None,Sad,Dark Brown,None,Bored Unshaven Bubblegum
499,1329,243.42637000758387,6,New Punk Blue,Sleeveless T,None,Robot,Brown,Cowboy Hat,Grin Diamond Grill
623,1330,243.42540387136958,7,Orange,Cowboy Shirt,Cross,Bored,Pink,Horns,Grin
2540,1331,243.40456331705008,7,Army Green,Tanktop,Diamond Stud,Eyepatch,Golden Brown,Seaman's Hat,Bored Pipe
569,1332,243.3982173479043,6,Orange,Sleeveless Logo T,None,Scumbag,Tan,S&m Hat,Phoneme Wah
9806,1333,243.39305118546116,5,Orange,Toga,None,Heart,Cream,None,Bored Kazoo
2902,1334,243.3042680309444,6,Orange,Sailor Shirt,None,Sunglasses,Cheetah,King's Crown,Grin
4386,1335,243.29976464867957,6,Army Green,Bone Necklace,None,Sunglasses,Death Bot,Safari,Phoneme Oh
3413,1336,243.2607987902373,6,Orange,Pimp Coat,None,Wide Eyed,Black,Girl's Hair Short,Bored Cigarette
4648,1337,243.2266488825526,6,Army Green,Pimp Coat,None,Bloodshot,Brown,Horns,Discomfort
8406,1338,243.2197864457431,7,Yellow,Cowboy Shirt,Silver Stud,Holographic,Dark Brown,Fez,Jovial
9723,1339,243.18488173956717,6,New Punk Blue,Sleeveless T,None,Sad,Brown,King's Crown,Small Grin
2015,1340,243.08826868991463,5,Yellow,Bone Tee,None,Coins,Brown,None,Bored Unshaven Bubblegum
894,1341,243.02291449576506,6,Aquamarine,Rainbow Suspenders,None,Hypnotized,Brown,Ww2 Pilot Helm,Bored Cigarette
7259,1342,243.0167823959687,6,Orange,Striped Tee,None,Sunglasses,Red,Irish Boho,Bored Party Horn
4894,1343,242.99140160006252,6,New Punk Blue,Kings Robe,None,Angry,Brown,Beanie,Small Grin
1388,1344,242.98429565266522,7,Aquamarine,Tuxedo Tee,Silver Stud,Bored,Black,Commie Hat,Grin Diamond Grill
