ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Cloth,Eyes,Head,Mouth
2321,TezLynx #2321,499,164.3356922818337,6,Jet,Green_Green_Eye,Admiral,StarFrame,PilotCap,Smile
3103,TezLynx #3103,500,164.3014583363344,6,BoyBlue,Brown_Green_Eye,PoloGreen,HeartGlass,WildWest,Rose
285,TezLynx #285,501,164.2588286246229,6,CarnationPink,Brown_Red_Eye,Admiral,ReadingGlassGrey,RedMohawk,Cuban
2654,TezLynx #2654,502,164.1314794396148,6,BoyBlue,Green_Blue_Eye,Monk,ReadingGlassBlue,Bycocket,Cigar
1880,TezLynx #1880,503,164.08525221969836,5,RoyalPurple,Green_Green_Eye,RomanToga,,CowboyHat,Snarling
596,TezLynx #596,504,164.03753062636105,6,QuickSilver,Blue_Red_Eye,TeeCoverallYellow,AviatorGrey,Beret,Snarling
423,TezLynx #423,505,163.86654759491103,6,BoyBlue,Blue_Green_Eye,PoliceVest,StarFrame,AsianHat,Snarling
2487,TezLynx #2487,506,163.8212856766076,6,QuickSilver,Blue_Red_Eye,Admiral,AviatorPurple,Chef,Pizza
3027,TezLynx #3027,507,163.78037346112623,6,CarnationPink,CyborgGreen,PoloBlue,AviatorPurple,Bycocket,Bubblegum
2872,TezLynx #2872,508,163.74074410350437,6,MadderLake,CyborgGreen,Jersey,HalfframeOrange,TopHat,Cigar
3167,TezLynx #3167,509,163.65456315145482,6,Jet,Brown_Blue_Eye,MrJ,HalfframeOrange,ElfHat,SmokingPipe
3140,TezLynx #3140,510,163.50660723482378,6,BlueSky,Green_Green_Eye,PoloBlue,3DGlass,Fez,Angry
117,TezLynx #117,511,163.49212717919792,6,BlackCurrant,Blue_Blue_Eye,TankTopYellow,HalfframePurple,Beret,Smile
578,TezLynx #578,512,163.39534448582984,6,BlackCurrant,Brown_Green_Eye,Jersey,AviatorPurple,PropHat,Angry
2077,TezLynx #2077,513,163.32728085036032,6,CrimsonRed,Green_Green_Eye,BikerJacket,SkiGogglesGreen,BlueBeanie,SmokingPipe
2519,TezLynx #2519,514,163.30844134033939,6,Maize,Blue_Blue_Eye,BikerJacket,RoundGlass,ElfHat,Angry
505,TezLynx #505,515,163.30139047092717,6,QuickSilver,Green_Blue_Eye,Suit,AviatorGrey,UncleSam,Joint
1950,TezLynx #1950,516,163.24710138926034,6,BlueSky,CyborgGreen,HoodieGreen,PinkShades,GreenPunk,Fish
14,TezLynx #14,517,163.24035454872407,6,CrimsonRed,ZombieLynx,Naked,AviatorGrey,Bycocket,ZombieMouth
2457,TezLynx #2457,518,163.22760551081967,6,CrimsonRed,Brown_Red_Eye,HoodieGreen,SkiGogglesPurple,Beret,WoodenPipe
1881,TezLynx #1881,519,163.05075706237815,6,TerraGold,Blue_Blue_Eye,TankTopYellow,ReadingGlassGrey,Beret,Smile
235,TezLynx #235,520,163.01361286584114,6,Jet,Blue_Red_Eye,PrisonSuit,AviatorGrey,Beret,Playful
3219,TezLynx #3219,521,162.93497386576308,5,BoyBlue,Brown_Blue_Eye,BikerJacket,,CustodianHelmet,Playful
2573,TezLynx #2573,522,162.7836319228578,6,BlackCurrant,Blue_Blue_Eye,RastaTop,AviatorGrey,BrownBeanie,Angry
2015,TezLynx #2015,523,162.78033170987115,6,Maize,Blue_Red_Eye,MrJ,HeartGlass,AsianHat,Pizza
2185,TezLynx #2185,524,162.76743602937987,6,BoyBlue,Blue_Blue_Eye,PoloBlack,SkiGogglesRed,BlueBeanie,Fish
2811,TezLynx #2811,525,162.75706992082823,5,Jet,Green_Red_Eye,RomanToga,,GreenMohawk,Cigar
2726,TezLynx #2726,526,162.69892066414297,6,TerraGold,Blue_Blue_Eye,PoloBlue,Sunglass,PilotCap,Fish
2411,TezLynx #2411,527,162.47731680036065,6,Jet,Green_Blue_Eye,RastaTop,SkiGogglesRed,PurpleBeanie,Pizza
2305,TezLynx #2305,528,162.4372546072461,5,Bittersweet,Green_Red_Eye,RomanToga,,GreenMohawk,Cigar
46,TezLynx #46,529,162.20434896169004,6,CarnationPink,Green_Blue_Eye,BikerJacket,SkiGogglesRed,GreenBeanie,Bubblegum
171,TezLynx #171,530,162.13779627690081,6,BlackCurrant,Blue_Blue_Eye,HoodieRed,PinkShades,PropHat,Fish
1949,TezLynx #1949,531,161.90736813672584,6,SunGlow,Blue_Green_Eye,Jersey,HalfframeGreen,TopHat,Cigar
575,TezLynx #575,532,161.8494749975413,6,QuickSilver,CyborgBlue,VestGreen,PinkShades,RedPunk,Joint
108,TezLynx #108,533,161.6307281382704,6,Inchworm,Brown_Red_Eye,Suit,SkiGogglesGreen,Beret,SmokingPipe
2831,TezLynx #2831,534,161.5596231082506,6,TerraGold,Blue_Blue_Eye,PoloBlue,HalfframePurple,CowboyHat,Fish
3306,TezLynx #3306,535,161.54682660072146,6,BlueSky,CyborgGreen,SlevelessTeeGreen,ReadingGlassGrey,GreenMohawk,Rose
59,TezLynx #59,536,161.4598783092546,6,BlueSky,Brown_Blue_Eye,HoodieBlue,Sunglass,ElfHat,Fish
2638,TezLynx #2638,537,161.10191531912034,6,BlueSaphire,Brown_Blue_Eye,BikerJacket,SkiGogglesPurple,SeaCapt,Bubblegum
3133,TezLynx #3133,538,161.0402580644846,6,VioletBlue,Blue_Blue_Eye,RastaTop,PinkShades,PilotCap,Cigar
343,TezLynx #343,539,160.96951626304977,6,TerraGold,Brown_Red_Eye,BikerJacket,PinkShades,AsianHat,Cuban
2142,TezLynx #2142,540,160.8062900743296,6,TerraGold,Blue_Green_Eye,Jersey,PinkShades,TopHat,Pizza
2033,TezLynx #2033,541,160.63981435891517,5,CrimsonRed,Brown_Green_Eye,Jersey,,CustodianHelmet,Bubblegum
143,TezLynx #143,542,160.58000614931424,6,SeaGreen,Brown_Red_Eye,Monk,AviatorPurple,UncleSam,Angry
2221,TezLynx #2221,543,160.56599711792285,6,MadderLake,Brown_Blue_Eye,Admiral,StarFrame,StrippedBeanie,Cuban
3017,TezLynx #3017,544,160.53679113025342,6,RoyalPurple,Green_Green_Eye,RastaTop,HeartGlass,TopHat,Playful
315,TezLynx #315,545,160.49518584752335,6,MadderLake,CyborgBlue,TeeCoverallYellow,AviatorPurple,StrippedBeanie,Fish
2622,TezLynx #2622,546,160.34093109097876,6,SeaGreen,Brown_Red_Eye,RastaTop,AviatorGrey,Pirate,Angry
202,TezLynx #202,547,160.2698358255545,6,BlueSky,Green_Green_Eye,Monk,SkiGogglesPurple,Bycocket,SmokingPipe
38,TezLynx #38,548,160.15719607490465,6,BlueSky,Brown_Green_Eye,Army,HalfframePurple,TopHat,Cuban
2094,TezLynx #2094,549,160.11747863636978,6,Maize,Blue_Red_Eye,VestBrown,RoundGlass,Beret,Cigar
2085,TezLynx #2085,550,160.02059226533999,6,BlueSky,Brown_Green_Eye,TeeGrey,3DGlass,TopHat,SmokingPipe
2794,TezLynx #2794,551,159.9617392001025,6,BoyBlue,Brown_Blue_Eye,RastaTop,SkiGogglesPurple,PurpleBeanie,SmokingPipe
3143,TezLynx #3143,552,159.95198043458663,5,SeaGreen,Green_Green_Eye,PoliceVest,,WildWest,Smile
2562,TezLynx #2562,553,159.9504614912533,6,Bittersweet,Blue_Red_Eye,PoliceVest,HalfframeOrange,CowboyHat,Angry
2902,TezLynx #2902,554,159.9354577309231,6,BoyBlue,Green_Blue_Eye,RastaTop,HeartGlass,GreenMohawk,SmokingPipe
557,TezLynx #557,555,159.8033758625587,6,ElectricViolet,Blue_Red_Eye,Army,StarFrame,CustodianHelmet,WoodenPipe
3174,TezLynx #3174,556,159.69877422526193,6,VioletBlue,CosmicLynx,Monk,AviatorPurple,PurplePunk,Cigar
2834,TezLynx #2834,557,159.64550830765984,6,BoyBlue,Blue_Green_Eye,Sailor,StarFrame,PurpleBeanie,Joint
2254,TezLynx #2254,558,159.56294870198758,6,QuickSilver,Blue_Green_Eye,Sailor,3DGlass,StrippedBeanie,Snarling
2084,TezLynx #2084,559,159.45226265802214,6,BlueSky,LavaLynx,Monk,HalfframeGreen,CustodianHelmet,SmokingPipe
56,TezLynx #56,560,159.38719063663032,6,ElectricViolet,Blue_Green_Eye,Jersey,Sunglass,CowboyHat,Cuban
2918,TezLynx #2918,561,159.2667634260039,6,OliveGreen,CosmicLynx,Monk,RoundGlass,PoliceCap,Angry
2655,TezLynx #2655,562,159.23188679761344,5,QuickSilver,CosmicLynx,PoliceVest,ReadingGlassGrey,,Angry
193,TezLynx #193,563,159.1962486551556,6,MadderLake,Blue_Blue_Eye,RastaTop,HeartGlass,PurpleBeanie,Smile
2417,TezLynx #2417,564,158.9842788976767,6,VioletBlue,Green_Red_Eye,Jersey,AviatorGrey,CowboyHat,Playful
2604,TezLynx #2604,565,158.8533848695629,6,BlueSaphire,Brown_Red_Eye,Army,RoundGlass,PropHat,Snarling
3156,TezLynx #3156,566,158.70099397362745,6,BlackCurrant,Brown_Red_Eye,BikerJacket,PinkShades,SeaCapt,Smile
2243,TezLynx #2243,567,158.66399425096742,6,ElectricViolet,Brown_Blue_Eye,Admiral,AviatorGrey,RedMohawk,Snarling
2863,TezLynx #2863,568,158.59520775037402,6,SunGlow,Blue_Green_Eye,VestGreen,HeartGlass,BlueBeanie,Rose
2518,TezLynx #2518,569,158.524025210837,6,CarnationPink,ZombieLynx,Sailor,Sunglass,PropHat,ZombieMouth
2293,TezLynx #2293,570,158.50249632664196,6,SeaGreen,Green_Blue_Eye,SlevelessTeeRed,3DGlass,WildWest,WoodenPipe
68,TezLynx #68,571,157.9874439953204,6,BlueSaphire,Green_Green_Eye,HoodieRed,3DGlass,PurpleBeanie,Pizza
2844,TezLynx #2844,572,157.9525798981677,6,Jet,Blue_Blue_Eye,Army,SkiGogglesPurple,Fez,Angry
3313,TezLynx #3313,573,157.9133201948543,6,CrimsonRed,LavaLynx,VestGreen,AviatorGrey,UncleSam,SmokingPipe
2814,TezLynx #2814,574,157.8108552387501,6,ElectricViolet,CyborgGreen,SlevelessTeeGreen,StarFrame,PropHat,Joint
472,TezLynx #472,575,157.74687513900108,6,SunGlow,Brown_Blue_Eye,SlevelessTeeRed,HalfframeGreen,GreenPunk,Fish
2773,TezLynx #2773,576,157.66067191369868,6,OliveGreen,Brown_Red_Eye,Jersey,AviatorGrey,ElfHat,Cigar
2076,TezLynx #2076,577,157.65797177871107,6,SunGlow,Green_Red_Eye,SlevelessTeeRed,HalfframePurple,BlueMohawk,Fish
2247,TezLynx #2247,578,157.50276107100228,6,ElectricViolet,CyborgGreen,Monk,ReadingGlassBlue,PropHat,Snarling
2698,TezLynx #2698,579,157.45541184172953,6,Tangerine,Brown_Blue_Eye,BikerJacket,HalfframeOrange,CowboyHat,Cigar
2695,TezLynx #2695,580,157.42712582533974,6,QuickSilver,Green_Red_Eye,HoodieBlue,3DGlass,BrownBeanie,Angry
2525,TezLynx #2525,581,157.27065834329537,6,OliveGreen,Blue_Red_Eye,BikerJacket,RoundGlass,AsianHat,Smile
3325,TezLynx #3325,582,156.96603059884504,6,Jet,Blue_Red_Eye,PoliceVest,RoundGlass,Sombrero,Angry
2401,TezLynx #2401,583,156.9110443496845,6,BlackCurrant,Green_Green_Eye,Jersey,RoundGlass,BrownBeanie,Cigar
2175,TezLynx #2175,584,156.74817020457405,6,BlueSky,LavaLynx,PoloBlack,AviatorGrey,Bycocket,Smile
422,TezLynx #422,585,156.74813296676098,5,Bittersweet,Brown_Green_Eye,PoloBlack,PixelGlass,,Snarling
3315,TezLynx #3315,586,156.7195264052579,6,BoyBlue,CosmicLynx,Monk,ReadingGlassBlue,SeaCapt,Snarling
2176,TezLynx #2176,587,156.57122188161358,6,Jet,Brown_Blue_Eye,RastaTop,ReadingGlassGrey,BlueBeanie,SmokingPipe
2369,TezLynx #2369,588,156.4577166748639,6,RoyalPurple,LavaLynx,SlevelessTeeGreen,3DGlass,SeaCapt,Angry
2762,TezLynx #2762,589,156.25018968579747,6,Tangerine,CyborgGreen,Tux,ReadingGlassBlue,Bycocket,SmokingPipe
11,TezLynx #11,590,156.1285247807774,6,CrimsonRed,ZombieLynx,PoloGreen,SkiGogglesRed,Fez,ZombieMouth
172,TezLynx #172,591,156.10909825683763,6,Tangerine,Brown_Red_Eye,Sailor,HalfframePurple,UncleSam,Cigar
2849,TezLynx #2849,592,156.0461196159438,6,Jet,Brown_Blue_Eye,BikerJacket,Sunglass,GreenBeanie,Angry
2634,TezLynx #2634,593,155.7808474133017,6,Jet,Green_Green_Eye,BikerJacket,SkiGogglesRed,AsianHat,Cigar
2324,TezLynx #2324,594,155.7082000856649,6,BlueSky,ZombieLynx,PoloGreen,StarFrame,Fez,ZombieMouth
3101,TezLynx #3101,595,155.5623952637407,6,BoyBlue,Brown_Blue_Eye,Army,SkiGogglesPurple,PurpleBeanie,WoodenPipe
24,TezLynx #24,596,155.38782364983487,6,BlueSaphire,Green_Red_Eye,TeeCoverallWhite,HalfframePurple,TopHat,Fish
406,TezLynx #406,597,155.33604737064564,6,TerraGold,CyborgGreen,PrisonSuit,HalfframeGreen,Bycocket,SmokingPipe
2024,TezLynx #2024,598,155.30624605263196,6,Inchworm,Brown_Blue_Eye,RastaTop,HalfframeOrange,RedPunk,Pizza
2549,TezLynx #2549,599,155.2937468914489,6,MadderLake,Blue_Green_Eye,Sailor,3DGlass,RedMohawk,Angry
3215,TezLynx #3215,600,155.13616315012922,6,ElectricViolet,Blue_Green_Eye,VestGreen,SkiGogglesPurple,ElfHat,Rose
2678,TezLynx #2678,601,155.04430494165442,6,Tangerine,Brown_Green_Eye,HoodieBlue,HalfframeGreen,TopHat,Rose
469,TezLynx #469,602,155.018541461292,6,MadderLake,CosmicLynx,VestBrown,AviatorGrey,Ushanka,Joint
2953,TezLynx #2953,603,154.9564177860447,6,CrimsonRed,Green_Green_Eye,Naked,3DGlass,PurpleBeanie,Smile
537,TezLynx #537,604,154.72757727287598,6,SeaGreen,LavaLynx,Naked,SkiGogglesRed,UncleSam,Bubblegum
3178,TezLynx #3178,605,154.71162294788223,5,CarnationPink,Brown_Red_Eye,BikerJacket,,PilotCap,Cigar
2235,TezLynx #2235,606,154.6711418279441,6,ElectricViolet,ZombieLynx,HoodieRed,SkiGogglesRed,Tricorne,ZombieMouth
1958,TezLynx #1958,607,154.55579248153438,6,RoyalPurple,Blue_Green_Eye,TankTopOrange,SkiGogglesPurple,AsianHat,Fish
2949,TezLynx #2949,608,154.5232016169612,6,BlueSaphire,Blue_Red_Eye,Army,RoundGlass,RedPunk,Snarling
2714,TezLynx #2714,609,154.3013432068181,6,TerraGold,Brown_Green_Eye,Suit,SkiGogglesGreen,BlueBeanie,Fish
2055,TezLynx #2055,610,154.25307211780893,6,TerraGold,LavaLynx,SlevelessTeePurple,PinkShades,RedMohawk,Rose
358,TezLynx #358,611,154.2226683478255,6,SunGlow,CyborgGreen,HoodieGreen,ReadingGlassBlue,UncleSam,Angry
2579,TezLynx #2579,612,154.13488455877376,6,MadderLake,CyborgGreen,TankTopYellow,HalfframeGreen,StrippedBeanie,Fish
2206,TezLynx #2206,613,153.970569493387,6,Inchworm,ZombieLynx,HoodieGreen,SkiGogglesPurple,Bycocket,ZombieMouth
3278,TezLynx #3278,614,153.9566054975803,6,Maize,Brown_Blue_Eye,TeeBlue,StarFrame,BrownBeanie,Fish
2671,TezLynx #2671,615,153.9323617544438,6,OliveGreen,LavaLynx,Suit,PinkShades,CowboyHat,Rose
164,TezLynx #164,616,153.88606696977584,6,TerraGold,Green_Green_Eye,PoloBlue,SkiGogglesRed,Sombrero,Fish
484,TezLynx #484,617,153.83544697493275,6,QuickSilver,ZombieLynx,HoodieBlue,PinkShades,Tricorne,ZombieMouth
3218,TezLynx #3218,618,153.8100272801237,6,BlueSky,CyborgBlue,TeeCoverallWhite,ReadingGlassGrey,StrippedBeanie,Joint
211,TezLynx #211,619,153.79252629150233,6,MadderLake,Blue_Blue_Eye,SlevelessTeeRed,3DGlass,BlueBeanie,Playful
2944,TezLynx #2944,620,153.77791897981677,6,MadderLake,Green_Red_Eye,RastaTop,ReadingGlassBlue,SeaCapt,Playful
3107,TezLynx #3107,621,153.72862178081544,6,Tangerine,Green_Red_Eye,SlevelessTeeGreen,3DGlass,ElfHat,Pizza
2366,TezLynx #2366,622,153.68363413831236,6,RoyalPurple,Green_Green_Eye,HoodieBlue,RoundGlass,PurplePunk,Fish
1900,TezLynx #1900,623,153.5467019604902,6,Inchworm,Green_Red_Eye,RastaTop,AviatorPurple,Chef,Pizza
2709,TezLynx #2709,624,153.49540716923863,6,BlueSaphire,Brown_Blue_Eye,Jersey,Sunglass,StrippedBeanie,SmokingPipe
418,TezLynx #418,625,153.30505051550955,6,BlackCurrant,Blue_Blue_Eye,SlevelessTeeRed,3DGlass,PurplePunk,Smile
2014,TezLynx #2014,626,153.2854118487814,6,TerraGold,Brown_Green_Eye,SlevelessTeePurple,StarFrame,CustodianHelmet,Joint
2994,TezLynx #2994,627,152.76689798152594,6,QuickSilver,CyborgBlue,Sailor,StarFrame,TopHat,Bubblegum
479,TezLynx #479,628,152.68935421979808,6,MadderLake,Brown_Red_Eye,Army,SkiGogglesPurple,TopHat,Bubblegum
3021,TezLynx #3021,629,152.57467756123646,6,BlackCurrant,CyborgBlue,Monk,PinkShades,AsianHat,Bubblegum
2281,TezLynx #2281,630,152.5711787038957,6,CarnationPink,ZombieLynx,Sailor,HalfframePurple,PilotCap,ZombieMouth
2266,TezLynx #2266,631,152.50709029037336,6,Jet,Blue_Blue_Eye,RastaTop,AviatorGrey,StrippedBeanie,SmokingPipe
3148,TezLynx #3148,632,152.47668776337682,6,RoyalPurple,Green_Blue_Eye,SlevelessTeeGreen,ReadingGlassGrey,PoliceCap,Rose
3090,TezLynx #3090,633,152.46406408139856,6,BoyBlue,Blue_Blue_Eye,Jersey,HalfframeOrange,StrippedBeanie,Smile
1934,TezLynx #1934,634,152.24225304301143,6,QuickSilver,Green_Red_Eye,VestGreen,SkiGogglesPurple,PilotCap,Rose
129,TezLynx #129,635,151.74524797925287,6,BlueSaphire,Brown_Blue_Eye,TeeCoverallYellow,StarFrame,CowboyHat,Fish
1908,TezLynx #1908,636,151.64818785780136,6,CarnationPink,Brown_Green_Eye,TeeBlue,HalfframePurple,WildWest,Joint
2412,TezLynx #2412,637,151.646655706633,6,BlueSaphire,Green_Green_Eye,VestBrown,AviatorPurple,PilotCap,Fish
355,TezLynx #355,638,151.60417342783285,6,Tangerine,Green_Red_Eye,Suit,3DGlass,GreenPunk,WoodenPipe
3092,TezLynx #3092,639,151.56581264946084,6,BlackCurrant,Brown_Green_Eye,VestBrown,PinkShades,RedPunk,Fish
3220,TezLynx #3220,640,151.557563764618,6,BlackCurrant,Brown_Blue_Eye,RastaTop,AviatorGrey,Sombrero,WoodenPipe
2070,TezLynx #2070,641,151.49354596504335,6,SeaGreen,CyborgGreen,TeeBlue,Sunglass,SeaCapt,Joint
2906,TezLynx #2906,642,151.465462084105,6,CrimsonRed,Green_Blue_Eye,PoloRed,AviatorGrey,Pirate,Joint
2112,TezLynx #2112,643,151.4187684304329,6,ElectricViolet,Brown_Blue_Eye,TeeBlue,AviatorGrey,BlueMohawk,Fish
2747,TezLynx #2747,644,151.33789002635726,6,OliveGreen,Brown_Green_Eye,TeeCoverallWhite,HalfframeGreen,PurplePunk,Fish
2103,TezLynx #2103,645,151.31003154924613,6,BoyBlue,Blue_Blue_Eye,TeeGrey,AviatorPurple,Bycocket,Angry
3136,TezLynx #3136,646,151.12771987969555,6,QuickSilver,Green_Red_Eye,TeeGrey,Sunglass,UncleSam,WoodenPipe
2399,TezLynx #2399,647,151.08349797830292,6,QuickSilver,ZombieLynx,Sailor,RoundGlass,BlueMohawk,ZombieMouth
3093,TezLynx #3093,648,151.03691037443275,6,Jet,Brown_Green_Eye,Sailor,SkiGogglesGreen,Chef,Rose
2392,TezLynx #2392,649,151.0315335521689,6,Maize,CyborgBlue,TankTopYellow,StarFrame,Sombrero,Rose
2125,TezLynx #2125,650,151.01621562663743,6,BoyBlue,Blue_Red_Eye,PrisonSuit,SkiGogglesRed,TopHat,Rose
3314,TezLynx #3314,651,150.94745140063702,5,BlackCurrant,Brown_Red_Eye,Jersey,,PilotCap,Cuban
2912,TezLynx #2912,652,150.69781512483223,6,Maize,ZombieLynx,LabCoat,ReadingGlassBlue,WildWest,ZombieMouth
3260,TezLynx #3260,653,150.50684875628843,6,BoyBlue,Blue_Green_Eye,TankTopOrange,ReadingGlassBlue,BlueMohawk,Joint
2937,TezLynx #2937,654,150.49269193688366,6,Jet,Blue_Red_Eye,RastaTop,SkiGogglesPurple,Sombrero,Snarling
3124,TezLynx #3124,655,150.47752402227397,6,Jet,Blue_Green_Eye,SlevelessTeeRed,PinkShades,GreenPunk,Rose
99,TezLynx #99,656,150.25321704595663,6,Tangerine,Blue_Green_Eye,Jersey,SkiGogglesGreen,Chef,Smile
2597,TezLynx #2597,657,150.16606159337866,5,SunGlow,LavaLynx,VestGreen,,UncleSam,Cigar
2554,TezLynx #2554,658,149.91610043456186,6,Bittersweet,Blue_Red_Eye,Suit,StarFrame,Pirate,Rose
3245,TezLynx #3245,659,149.90704747744698,6,BoyBlue,CyborgBlue,LabCoat,StarFrame,WildWest,Cigar
2261,TezLynx #2261,660,149.77551365657587,6,CrimsonRed,CosmicLynx,TeeBlue,HalfframeGreen,BrownBeanie,Cuban
3190,TezLynx #3190,661,149.6962898075275,6,Maize,CyborgBlue,PoloGreen,AviatorPurple,Fez,Pizza
3193,TezLynx #3193,662,149.63267486114742,6,TerraGold,ZombieLynx,TeeBlue,HeartGlass,WildWest,ZombieMouth
3049,TezLynx #3049,663,149.56546022986535,6,VioletBlue,CosmicLynx,Sailor,SkiGogglesGreen,GreenBeanie,Bubblegum
2817,TezLynx #2817,664,149.525958947638,6,BlueSaphire,Blue_Green_Eye,Army,ReadingGlassGrey,Chef,Snarling
3292,TezLynx #3292,665,149.5084933317731,6,Bittersweet,Green_Green_Eye,RastaTop,HalfframePurple,Chef,Smile
2368,TezLynx #2368,666,149.30446056237918,6,Jet,Brown_Red_Eye,Suit,StarFrame,PurplePunk,Fish
2730,TezLynx #2730,667,149.26889720872552,6,OliveGreen,Green_Blue_Eye,TankTopYellow,ReadingGlassGrey,TopHat,Fish
2008,TezLynx #2008,668,149.25698597173255,5,QuickSilver,Brown_Red_Eye,Army,,Pirate,Cigar
2134,TezLynx #2134,669,149.21694092471688,6,Bittersweet,Blue_Red_Eye,HoodieRed,SkiGogglesPurple,PilotCap,Rose
17,TezLynx #17,670,149.21437323868858,6,BlueSaphire,CyborgBlue,PoloGreen,HalfframeGreen,Ushanka,Smile
2097,TezLynx #2097,671,149.16516310183806,6,SunGlow,Green_Red_Eye,TankTopYellow,3DGlass,BlueBeanie,SmokingPipe
2755,TezLynx #2755,672,149.1194245788642,6,BlueSky,Brown_Blue_Eye,PoloBlue,AviatorGrey,Sombrero,Rose
3132,TezLynx #3132,673,149.1144911696079,6,BlueSky,CosmicLynx,HoodieRed,HalfframePurple,RedPunk,Cuban
2276,TezLynx #2276,674,149.07613198412687,6,Jet,ZombieLynx,TeeGrey,RoundGlass,WildWest,ZombieMouth
559,TezLynx #559,675,149.07028574493648,6,RoyalPurple,Brown_Red_Eye,TankTopYellow,3DGlass,BlueBeanie,SmokingPipe
2440,TezLynx #2440,676,149.0209775218022,6,BlueSky,Brown_Blue_Eye,Army,ReadingGlassGrey,StrippedBeanie,Snarling
3176,TezLynx #3176,677,148.9357495827467,6,BlueSky,CyborgBlue,SlevelessTeeRed,HalfframePurple,WildWest,Snarling
2784,TezLynx #2784,678,148.90997674168,6,Jet,Green_Blue_Eye,TeeCoverallWhite,ReadingGlassBlue,TopHat,Rose
229,TezLynx #229,679,148.83097157411774,6,Maize,ZombieLynx,TeeGrey,AviatorGrey,WildWest,ZombieMouth
1888,TezLynx #1888,680,148.69573380525995,6,CrimsonRed,ZombieLynx,SlevelessTeePurple,Sunglass,BrownBeanie,ZombieMouth
335,TezLynx #335,681,148.68687727737944,6,OliveGreen,ZombieLynx,PoloRed,HeartGlass,WildWest,ZombieMouth
2685,TezLynx #2685,682,148.60162116611235,6,QuickSilver,Blue_Blue_Eye,Army,HeartGlass,Chef,Smile
2173,TezLynx #2173,683,148.55853634647605,6,MadderLake,Blue_Green_Eye,Army,HeartGlass,SeaCapt,Pizza
2158,TezLynx #2158,684,148.5007235582549,6,Jet,Green_Blue_Eye,Jersey,HalfframeOrange,StrippedBeanie,Snarling
363,TezLynx #363,685,148.39268883100613,6,OliveGreen,CyborgGreen,Monk,SkiGogglesPurple,GreenBeanie,Bubblegum
138,TezLynx #138,686,148.30050241664355,6,QuickSilver,CyborgBlue,PoloBlack,ReadingGlassBlue,Fez,Smile
179,TezLynx #179,687,148.29578032403924,6,Bittersweet,Brown_Green_Eye,TeeCoverallYellow,3DGlass,PilotCap,WoodenPipe
1862,TezLynx #1862,688,148.15486329965893,6,SunGlow,CosmicLynx,PoloRed,SkiGogglesPurple,BrownBeanie,Cuban
2442,TezLynx #2442,689,148.13498617996703,6,TerraGold,Green_Blue_Eye,Army,PinkShades,Sombrero,Snarling
2536,TezLynx #2536,690,148.05584349168893,6,BlackCurrant,Brown_Blue_Eye,TeeGrey,Sunglass,Bycocket,Smile
3,TezLynx #3,691,148.02655636541695,6,CrimsonRed,Green_Red_Eye,SlevelessTeePurple,Sunglass,Chef,Rose
2630,TezLynx #2630,692,147.9496439220396,6,TerraGold,Brown_Blue_Eye,HoodieBlue,SkiGogglesRed,UncleSam,Angry
3061,TezLynx #3061,693,147.89531152117095,6,QuickSilver,ZombieLynx,HoodieBlue,Sunglass,PoliceCap,ZombieMouth
1968,TezLynx #1968,694,147.87625005869555,6,QuickSilver,Blue_Green_Eye,Monk,Sunglass,PropHat,Smile
2282,TezLynx #2282,695,147.85471417566168,6,Inchworm,CyborgBlue,HoodieRed,HeartGlass,CustodianHelmet,WoodenPipe
2746,TezLynx #2746,696,147.85321196890115,6,SeaGreen,Green_Blue_Eye,VestBrown,RoundGlass,GreenMohawk,Fish
3294,TezLynx #3294,697,147.84849301212782,6,TerraGold,Green_Green_Eye,VestGreen,ReadingGlassGrey,UncleSam,Playful
539,TezLynx #539,698,147.79448291893482,6,SeaGreen,Green_Red_Eye,TankTopOrange,3DGlass,SeaCapt,Snarling
3275,TezLynx #3275,699,147.74713792740954,6,OliveGreen,Blue_Red_Eye,PoloBlack,HalfframeGreen,UncleSam,Snarling
3318,TezLynx #3318,700,147.74443816097954,6,BlueSaphire,Blue_Red_Eye,Naked,SkiGogglesRed,GreenBeanie,Rose
2498,TezLynx #2498,701,147.70717337755923,6,OliveGreen,Brown_Green_Eye,PrisonSuit,SkiGogglesRed,PilotCap,Rose
2769,TezLynx #2769,702,147.7067430643982,6,OliveGreen,CyborgGreen,TeeBlue,Sunglass,Tricorne,Cigar
3083,TezLynx #3083,703,147.67204980498965,6,TerraGold,CyborgBlue,Sailor,Sunglass,StrippedBeanie,Smile
1902,TezLynx #1902,704,147.63154320474462,6,OliveGreen,CyborgBlue,SlevelessTeePurple,HalfframeOrange,Tricorne,Angry
470,TezLynx #470,705,147.5085887081884,6,Bittersweet,Brown_Green_Eye,PoloGreen,RoundGlass,UncleSam,SmokingPipe
3181,TezLynx #3181,706,147.37151300728067,6,BoyBlue,Blue_Blue_Eye,Tux,HalfframeOrange,Chef,Fish
3164,TezLynx #3164,707,147.28149786193453,6,CarnationPink,ZombieLynx,VestGreen,SkiGogglesPurple,PoliceCap,ZombieMouth
239,TezLynx #239,708,147.1535072484073,6,BoyBlue,Green_Blue_Eye,VestBrown,HeartGlass,Pirate,Joint
504,TezLynx #504,709,147.11686968671873,6,Tangerine,Green_Red_Eye,LabCoat,AviatorPurple,CowboyHat,Joint
