ID,Name,Rank,Rarity_Score,Attributes,Background,Beak Color,Chest,Clothes,Eye,Feathers,Glasses,Hat,Holding In Beak,Holding In Foot,One of One
9981,Parrotz #9981,783,150.4501778933583,10,80s Retro Palm,White,Titanic Movie Necklace,Hoodie,Hypnotised,Cyan Blue,Monocle,Panama,Cigar,Magic Lamp,
6990,Parrotz #6990,784,150.4371915962968,10,Matrix,White,Gemstone Necklace,SleevlessShirt,Angry,Dark Blue,Monocle,Trapper Hat,Cigar,Indiana Jones Whip,
3430,Parrotz #3430,785,150.3980904760469,10,Disco Lights,White over Black,Titanic Movie Necklace,SleevlessShirt,Demonic,Dark Blue,Eye Patch,Turban,Pizza,Thanos Gauntlet,
7952,Parrotz #7952,786,150.32010798430326,10,Equations,Light Green,Titanic Movie Necklace,Tuxido,Sleepy,Yellow,Heart Sunglasses,Ruffled Feathers,Pipe,Magic Lamp,
9105,Parrotz #9105,787,150.31210945468263,10,Snow,Black,Diamond Necklace,SleevlessShirt,Basic,Blue,Monocle,Halo,Pipe,Indiana Jones Whip,
707,Parrotz #707,788,150.27927523360864,10,Snow,White,Gold Chain,Tuxido,Sleepy,Yellow,Heart Sunglasses,Halo,Lollipop Candy,Cash,
8580,Parrotz #8580,789,150.2655362045259,10,Equations,White,Gold Chain,SleevlessShirt,Sleepy,Purple,Monocle,Beret,Nose Ring,Magic Lamp,
5381,Parrotz #5381,790,150.18095302854456,10,Checker Tunnel,Red,Tie,Military Jacket,Angry,Blue,Monocle,Crown,Lollipop Candy,Axe Hammer,
410,Parrotz #410,791,150.17752382945028,10,Pyramid Palm Sun,Light Green,Yoda Necklace,Leather Biker Jacket,Demonic,Blue,Rayban Sunglasses,Panama,Cigar,Golden Cobra Cane,
826,Parrotz #826,792,150.1651430736842,10,Bills,Orange,Gold Chain,Hoodie,Demonic,Orange,Monocle,Top Hat,Cigar,Cash,
1339,Parrotz #1339,793,150.13182419372336,10,Equations,Black,Gemstone Necklace,Picasso Shirt,Confused,Blue,Heart Sunglasses,Boat Captain,Knife,Axe Hammer,
9708,Parrotz #9708,794,150.11593227125718,10,Snow,White,Gemstone Necklace,SleevlessShirt,Basic,Purple,Rayban Sunglasses,Trapper Hat,Lollipop Candy,Saber,
3149,Parrotz #3149,795,150.10427675899004,10,Energy,Black,Diamond Necklace,Military Jacket,Basic,Cyan Blue,Heart Sunglasses,Boat Captain,Whistle,Golden Cobra Cane,
6979,Parrotz #6979,796,150.08804965485197,10,Pyramid Palm Sun,Black,Tie,SleevlessShirt,Hypnotised,Dark Blue,Deal With It Glasses,Straw Hat,Nose Ring,Magic Lamp,
6185,Parrotz #6185,797,150.07541884377548,10,80s Retro Palm,White,Diamond Necklace,Hoodie,Angry,Red,Heart Sunglasses,Straw Hat,Lollipop Candy,Saber,
250,Parrotz #250,798,150.03896946020564,10,Sun Palm Beach,White,Pharaoh Necklace,Tuxido,Sleepy,Green,Eye Patch,Boater,Knife,Map,
906,Parrotz #906,799,150.0277472567617,10,80s Retro Palm,White,Bowtie,Picasso Shirt,Sleepy,Black,Rayban Sunglasses,Vizor,Nose Ring,Indiana Jones Whip,
4211,Parrotz #4211,800,149.9355993275311,10,Pyramid Palm Sun,Red,Gold Chain,Hoodie,Angry,Orange,Rayban Sunglasses,Boat Captain,Lollipop Candy,Map,
5080,Parrotz #5080,801,149.88351747642577,10,Bills,White over Black,Pharaoh Necklace,SleevlessShirt,Surprised,Blue,Deal With It Glasses,Top Hat,Lollipop Candy,Cash,
4726,Parrotz #4726,802,149.8461228113583,10,Red Lasers,Black,Bamboo Necklace,Picasso Shirt,Angry,Green,Heart Sunglasses,Boater,Lollipop Candy,Dice,
5964,Parrotz #5964,803,149.79733907038639,10,Bills,Orange,Tie,Picasso Shirt,Basic,Yellow,Monocle,Top Hat,Pipe,Axe Hammer,
4441,Parrotz #4441,804,149.7907906453302,10,Bills,White,Pharaoh Necklace,Picasso Shirt,Sleepy,Blue,Rayban Sunglasses,Top Hat,Whistle,Map,
7019,Parrotz #7019,805,149.74958942946887,10,Sun Palm Beach,Light Green,Pharaoh Necklace,Picasso Shirt,Demonic,Blue,Rayban Sunglasses,Straw Hat,Knife,Map,
498,Parrotz #498,806,149.74937583196692,10,Rome,Red,Yoda Necklace,SleevlessShirt,Demonic,Green,Rayban Sunglasses,Boater,Pipe,Thanos Gauntlet,
5304,Parrotz #5304,807,149.67814135597828,10,Rome,Orange,Pharaoh Necklace,Tuxido,Demonic,Orange,Deal With It Glasses,Mortar Board,Nose Ring,Telescope,
7387,Parrotz #7387,808,149.63509049341357,10,Checker Tunnel,Black,Gemstone Necklace,HawaianShirt,Red Glow,Red,Steampunk Glasses,Backwards Hat,Knife,Map,
9690,Parrotz #9690,809,149.60993587402956,10,Checker Tunnel,Black,Titanic Movie Necklace,Tuxido,Confused,Green,Eye Patch,Space Helmet,Gold Token,Thanos Gauntlet,
4980,Parrotz #4980,810,149.58150777747414,10,Boom,White,Bowtie,Military Jacket,Surprised,Black,Steampunk Glasses,Disco Hair,Cigar,Saber,
5150,Parrotz #5150,811,149.53581542155052,10,Equations,Orange,Gemstone Necklace,HawaianShirt,Hypnotised,Yellow,Monocle,Backwards Hat,Lollipop Candy,Magic Lamp,
1829,Parrotz #1829,812,149.5078326555595,10,Pyramid Palm Sun,White,Gemstone Necklace,Hoodie,Basic,Purple,Steampunk Glasses,Beret,Pipe,Magic Lamp,
2882,Parrotz #2882,813,149.4747165294387,10,Matrix,White,Pharaoh Necklace,Military Jacket,Sleepy,Black,Heart Sunglasses,Ruffled Feathers,Nose Ring,Cash,
5007,Parrotz #5007,814,149.38870177557703,10,Disco Lights,White over Black,Bowtie,SleevlessShirt,Angry,Cyan Blue,Monocle,Vizor,Gold Token,Thanos Gauntlet,
5188,Parrotz #5188,815,149.37398924225653,10,Red Lasers,White,Gemstone Necklace,Tuxido,Hypnotised,Yellow,Eye Patch,Backwards Hat,Gold Token,Map,
9391,Parrotz #9391,816,149.36511876709898,10,Palm Road,White,Gold Chain,Picasso Shirt,Sleepy,Black,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Indiana Jones Whip,
144,Parrotz #144,817,149.30577595381754,10,Sequence,White over Black,Pharaoh Necklace,HawaianShirt,Basic,Green,Steampunk Glasses,Newsboy,Pipe,Thanos Gauntlet,
9468,Parrotz #9468,818,149.28949722287018,10,Sun Palm Beach,White,Titanic Movie Necklace,Hoodie,Demonic,Yellow,Monocle,Cowboy Hat,Pizza,Magic Lamp,
2447,Parrotz #2447,819,149.18906871825928,10,Red Lasers,Black,Pharaoh Necklace,Tuxido,Basic,Yellow,Steampunk Glasses,Newsboy,Whistle,Golden Cobra Cane,
2574,Parrotz #2574,820,149.17823600200637,10,Snow,White,Bowtie,HawaianShirt,Hypnotised,Blue,Deal With It Glasses,Cowboy Hat,Cigar,Map,
7184,Parrotz #7184,821,149.17058843822127,10,Sequence,White,Pharaoh Necklace,Picasso Shirt,Demonic,Red,Eye Patch,Backwards Hat,Lollipop Candy,Thanos Gauntlet,
8585,Parrotz #8585,822,149.1563531733686,10,Checker Tunnel,Black,Gemstone Necklace,SleevlessShirt,Red Glow,Black,Steampunk Glasses,Ruffled Feathers,Whistle,Map,
4422,Parrotz #4422,823,149.13871268192926,10,Storm,Black,Gemstone Necklace,Hoodie,Hypnotised,Red,Heart Sunglasses,Straw Hat,Gold Token,Telescope,
6858,Parrotz #6858,824,149.0674039235011,10,Starbursts,Orange,Bowtie,Military Jacket,Red Glow,Black,Monocle,Disco Hair,Lollipop Candy,Saber,
263,Parrotz #263,825,149.02400532233105,10,Sequence,Orange,Bamboo Necklace,Hoodie,Sleepy,Cyan Blue,Deal With It Glasses,Boat Captain,Nose Ring,Cash,
63,Parrotz #63,826,148.9302062593365,10,Sequence,Orange,Bamboo Necklace,Picasso Shirt,Demonic,Dark Blue,Rayban Sunglasses,Boater,Pipe,Axe Hammer,
5461,Parrotz #5461,827,148.92721566740144,10,Wave,White,Yoda Necklace,HawaianShirt,Red Glow,Red,Neon Party Glasses,Crown,Gold Token,Telescope,
1554,Parrotz #1554,828,148.91484093305155,10,Palm Road,White,Bowtie,SleevlessShirt,Demonic,Black,Monocle,Backwards Hat,Nose Ring,Thanos Gauntlet,
1801,Parrotz #1801,829,148.91480779870142,10,Bills,Black,Pharaoh Necklace,SleevlessShirt,Sleepy,Dark Blue,Eye Patch,Turban,Joint,Saber,
7897,Parrotz #7897,830,148.88855493912436,10,Sun Palm Beach,White over Black,Gemstone Necklace,Hoodie,Basic,Black,Deal With It Glasses,Disco Hair,Lollipop Candy,Saber,
7461,Parrotz #7461,831,148.85871298009664,10,Sequence,White over Black,Gold Chain,Picasso Shirt,Surprised,White,Monocle,Ruffled Feathers,Gold Token,Thanos Gauntlet,
3159,Parrotz #3159,832,148.81153184040272,10,Matrix,Black,Bamboo Necklace,Picasso Shirt,Red Glow,Green,Rayban Sunglasses,Ruffled Feathers,Gold Token,Magic Lamp,
7442,Parrotz #7442,833,148.80686471344174,10,Snow,White,Gemstone Necklace,SleevlessShirt,Surprised,Red,Monocle,Halo,Lollipop Candy,Thanos Gauntlet,
2569,Parrotz #2569,834,148.80001200687425,10,Disco Lights,White,Gemstone Necklace,Military Jacket,Confused,Black,Monocle,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
7965,Parrotz #7965,835,148.6900060980795,10,Sequence,Black,Diamond Necklace,Hoodie,Demonic,Blue,Eye Patch,Newsboy,Nose Ring,Cash,
6594,Parrotz #6594,836,148.65991480215163,10,Pyramid Palm Sun,White over Black,Gemstone Necklace,SleevlessShirt,Basic,Green,Heart Sunglasses,Ruffled Feathers,Joint,Magic Lamp,
472,Parrotz #472,837,148.58078260576303,10,Sequence,Orange,Gemstone Necklace,Tuxido,Sleepy,Cyan Blue,Rayban Sunglasses,Vizor,Pipe,Magic Lamp,
6675,Parrotz #6675,838,148.55590044880157,10,Boom,Orange,Yoda Necklace,Tuxido,Demonic,Orange,Rayban Sunglasses,Backwards Hat,Whistle,Indiana Jones Whip,
7172,Parrotz #7172,839,148.48653301705602,10,Bills,White over Black,Yoda Necklace,Tuxido,Confused,Green,Rayban Sunglasses,Halo,Lollipop Candy,Thanos Gauntlet,
3559,Parrotz #3559,840,148.45875850074663,10,Snow,White,Gold Chain,Picasso Shirt,Hypnotised,Yellow,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Cash,
6407,Parrotz #6407,841,148.43836990590384,10,80s Retro Palm,White over Black,Bamboo Necklace,SleevlessShirt,Demonic,Green,Neon Party Glasses,Boat Captain,Whistle,Saber,
7339,Parrotz #7339,842,148.4159990943281,10,Boom,Black,Gemstone Necklace,Hoodie,Angry,Dark Blue,Heart Sunglasses,Mortar Board,Pipe,Axe Hammer,
9396,Parrotz #9396,843,148.28909462533102,10,Energy,White,Tie,SleevlessShirt,Angry,Yellow,Steampunk Glasses,Panama,Gold Token,Cash,
394,Parrotz #394,844,148.27941970002342,10,Red Lasers,White,Tie,SleevlessShirt,Demonic,Cyan Blue,Heart Sunglasses,Turban,Gold Token,Magic Lamp,
3122,Parrotz #3122,845,148.2727345978028,10,Rome,White,Yoda Necklace,HawaianShirt,Demonic,Dark Blue,Rayban Sunglasses,Backwards Hat,Cigar,Indiana Jones Whip,
5030,Parrotz #5030,846,148.2701615790762,10,Sun Palm Beach,Black,Pharaoh Necklace,SleevlessShirt,Surprised,Black,Deal With It Glasses,Space Helmet,Lollipop Candy,Axe Hammer,
8805,Parrotz #8805,847,148.1190032634069,10,Starbursts,Light Green,Gold Chain,SleevlessShirt,Basic,Black,Heart Sunglasses,Vizor,Cigar,Map,
8975,Parrotz #8975,848,148.06788494095008,10,Bills,Orange,Pharaoh Necklace,HawaianShirt,Hypnotised,Purple,Neon Party Glasses,Party Hat,Joint,Cash,
7998,Parrotz #7998,849,148.0338692583287,10,Bills,White,Bowtie,Picasso Shirt,Angry,Blue,Heart Sunglasses,Vizor,Lollipop Candy,Indiana Jones Whip,
4691,Parrotz #4691,850,148.0080014102504,10,Palm Road,Light Green,Bowtie,Hoodie,Sleepy,Red,Steampunk Glasses,Viking Hat,Pipe,Indiana Jones Whip,
734,Parrotz #734,851,147.96031373874877,10,Red Lasers,Black,Pharaoh Necklace,Leather Biker Jacket,Confused,Yellow,Neon Party Glasses,Trapper Hat,Lollipop Candy,Golden Cobra Cane,
7272,Parrotz #7272,852,147.9463868884282,10,Rome,Red,Yoda Necklace,Leather Biker Jacket,Red Glow,Blue,Heart Sunglasses,Disco Hair,Lollipop Candy,Dice,
7105,Parrotz #7105,853,147.9393808624814,10,Boom,Orange,Diamond Necklace,Military Jacket,Confused,Red,Monocle,Backwards Hat,Pipe,Golden Cobra Cane,
7703,Parrotz #7703,854,147.91517477320744,10,Boom,White over Black,Gemstone Necklace,Hoodie,Demonic,Cyan Blue,Rayban Sunglasses,Mortar Board,Joint,Map,
5494,Parrotz #5494,855,147.89350458918807,10,Pyramid Palm Sun,Light Green,Yoda Necklace,SleevlessShirt,Basic,White,Steampunk Glasses,Top Hat,Nose Ring,Indiana Jones Whip,
771,Parrotz #771,856,147.87116959703354,10,Starbursts,White over Black,Gold Chain,Picasso Shirt,Red Glow,Blue,Monocle,Vizor,Knife,Dice,
4806,Parrotz #4806,857,147.86042523544066,10,Sun Palm Beach,Red,Gemstone Necklace,Leather Biker Jacket,Sleepy,Red,Steampunk Glasses,Backwards Hat,Pipe,Golden Cobra Cane,
8964,Parrotz #8964,858,147.81242256644867,10,Sequence,Red,Gemstone Necklace,HawaianShirt,Sleepy,Cyan Blue,Deal With It Glasses,Trapper Hat,Pipe,Cash,
9371,Parrotz #9371,859,147.7972827281617,10,Palm Road,Light Green,Bamboo Necklace,Military Jacket,Basic,Cyan Blue,Steampunk Glasses,Turban,Joint,Telescope,
8662,Parrotz #8662,860,147.7131448876002,10,Bills,White,Gemstone Necklace,SleevlessShirt,Surprised,Dark Blue,Rayban Sunglasses,Backwards Hat,Pizza,Golden Cobra Cane,
9449,Parrotz #9449,861,147.70057757765554,10,Pyramid Palm Sun,Orange,Bowtie,Tuxido,Demonic,White,Eye Patch,Mortar Board,Joint,Thanos Gauntlet,
5719,Parrotz #5719,862,147.69431086417893,10,Palm Road,White,Diamond Necklace,HawaianShirt,Basic,Blue,Rayban Sunglasses,Beret,Pipe,Magic Lamp,
8759,Parrotz #8759,863,147.67740869164277,10,Checker Tunnel,Black,Tie,HawaianShirt,Demonic,Black,Heart Sunglasses,Ruffled Feathers,Pizza,Telescope,
223,Parrotz #223,864,147.6616604781917,10,Equations,Black,Tie,Tuxido,Red Glow,Black,Steampunk Glasses,Halo,Lollipop Candy,Axe Hammer,
8014,Parrotz #8014,865,147.6279297105032,10,Energy,Orange,Gold Chain,Picasso Shirt,Surprised,Purple,Steampunk Glasses,Boater,Knife,Thanos Gauntlet,
8694,Parrotz #8694,866,147.58047331655624,10,Bills,White,Tie,Hoodie,Demonic,Dark Blue,Eye Patch,Backwards Hat,Pipe,Indiana Jones Whip,
6741,Parrotz #6741,867,147.50399343046553,10,Red Lasers,White over Black,Bowtie,HawaianShirt,Demonic,Cyan Blue,Steampunk Glasses,Boater,Pizza,Indiana Jones Whip,
3030,Parrotz #3030,868,147.48941800343414,10,Starbursts,White,Pharaoh Necklace,Tuxido,Sleepy,Black,Rayban Sunglasses,Party Hat,Nose Ring,Thanos Gauntlet,
5628,Parrotz #5628,869,147.45740458479008,10,Boom,Black,Diamond Necklace,Tuxido,Hypnotised,Black,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Map,
2910,Parrotz #2910,870,147.4195162750382,10,Sun Palm Beach,White over Black,Pharaoh Necklace,Hoodie,Demonic,Orange,Monocle,Cowboy Hat,Knife,Map,
575,Parrotz #575,871,147.40088763933696,10,Red Lasers,White over Black,Tie,Military Jacket,Surprised,Green,Rayban Sunglasses,Ruffled Feathers,Knife,Telescope,
5244,Parrotz #5244,872,147.39760848240363,10,Boom,Black,Pharaoh Necklace,Leather Biker Jacket,Hypnotised,White,Eye Patch,Trapper Hat,Nose Ring,Dice,
5688,Parrotz #5688,873,147.3956390207323,10,Matrix,Light Green,Yoda Necklace,Military Jacket,Red Glow,Green,Rayban Sunglasses,Mortar Board,Lollipop Candy,Cash,
4462,Parrotz #4462,874,147.3792759009958,10,Red Lasers,Light Green,Diamond Necklace,Leather Biker Jacket,Basic,Green,Neon Party Glasses,Boat Captain,Whistle,Dice,
3032,Parrotz #3032,875,147.34332704051639,10,Red Lasers,Black,Tie,Leather Biker Jacket,Surprised,Blue,Eye Patch,Space Helmet,Gold Token,Saber,
1190,Parrotz #1190,876,147.33823866225032,10,Disco Lights,Orange,Tie,Hoodie,Confused,Purple,Steampunk Glasses,Disco Hair,Knife,Golden Cobra Cane,
8024,Parrotz #8024,877,147.3241167188124,10,Glitch,Light Green,Bamboo Necklace,Military Jacket,Angry,Green,Rayban Sunglasses,Party Hat,Lollipop Candy,Axe Hammer,
2979,Parrotz #2979,878,147.2784548235748,10,Starbursts,Light Green,Tie,Military Jacket,Red Glow,Orange,Steampunk Glasses,Straw Hat,Pizza,Thanos Gauntlet,
6830,Parrotz #6830,879,147.2498545896635,10,Snow,White,Diamond Necklace,Tuxido,Red Glow,Green,Rayban Sunglasses,Turban,Lollipop Candy,Dice,
6413,Parrotz #6413,880,147.2411499674999,10,Checker Tunnel,White,Pharaoh Necklace,SleevlessShirt,Sleepy,Blue,Steampunk Glasses,Viking Hat,Knife,Dice,
9620,Parrotz #9620,881,147.22397549993627,10,Wave,Red,Bowtie,Tuxido,Red Glow,Purple,Monocle,Crown,Whistle,Golden Cobra Cane,
5162,Parrotz #5162,882,147.1284490463821,10,Bills,Black,Tie,HawaianShirt,Confused,Green,Steampunk Glasses,Top Hat,Lollipop Candy,Indiana Jones Whip,
1960,Parrotz #1960,883,147.0783874812938,10,Checker Tunnel,Black,Diamond Necklace,SleevlessShirt,Surprised,Red,Steampunk Glasses,Crown,Nose Ring,Magic Lamp,
7617,Parrotz #7617,884,147.0529695070853,10,Snow,Black,Pharaoh Necklace,Military Jacket,Hypnotised,Cyan Blue,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
1847,Parrotz #1847,885,147.0372746682616,10,Snow,White,Titanic Movie Necklace,SleevlessShirt,Sleepy,Purple,Monocle,Cowboy Hat,Cigar,Saber,
2619,Parrotz #2619,886,146.99096204513324,10,Red Lasers,Black,Diamond Necklace,Picasso Shirt,Confused,Purple,Heart Sunglasses,Viking Hat,Lollipop Candy,Magic Lamp,
9602,Parrotz #9602,887,146.91672349283533,10,Bills,Orange,Gold Chain,Hoodie,Sleepy,Purple,Neon Party Glasses,Mortar Board,Nose Ring,Axe Hammer,
8164,Parrotz #8164,888,146.9164792531164,10,Wave,Black,Tie,Military Jacket,Angry,Purple,Neon Party Glasses,Trapper Hat,Lollipop Candy,Saber,
863,Parrotz #863,889,146.9058511317594,10,Bills,Light Green,Bamboo Necklace,SleevlessShirt,Sleepy,White,Deal With It Glasses,Backwards Hat,Cigar,Dice,
8169,Parrotz #8169,890,146.8953311517141,10,Pyramid Palm Sun,White,Yoda Necklace,Leather Biker Jacket,Demonic,Cyan Blue,Steampunk Glasses,Boat Captain,Joint,Saber,
1282,Parrotz #1282,891,146.8673492732695,10,Wave,White,Bowtie,HawaianShirt,Demonic,Purple,Eye Patch,Beret,Gold Token,Cash,
955,Parrotz #955,892,146.85247241064164,10,Bills,White,Diamond Necklace,Picasso Shirt,Red Glow,Cyan Blue,Monocle,Straw Hat,Pizza,Axe Hammer,
1207,Parrotz #1207,893,146.81025956272345,10,Red Lasers,White over Black,Gemstone Necklace,SleevlessShirt,Red Glow,Blue,Heart Sunglasses,Mortar Board,Whistle,Saber,
6895,Parrotz #6895,894,146.7996989737631,10,Palm Road,Black,Yoda Necklace,Military Jacket,Basic,Orange,Rayban Sunglasses,Turban,Cigar,Golden Cobra Cane,
234,Parrotz #234,895,146.76522367595138,10,Storm,Orange,Tie,Hoodie,Angry,Yellow,Eye Patch,Vizor,Pizza,Telescope,
9409,Parrotz #9409,896,146.75511393984505,10,Pyramid Palm Sun,Black,Titanic Movie Necklace,SleevlessShirt,Basic,Orange,Rayban Sunglasses,Disco Hair,Joint,Magic Lamp,
4043,Parrotz #4043,897,146.6948185892108,10,Wave,Red,Bowtie,Hoodie,Confused,Purple,Heart Sunglasses,Top Hat,Pipe,Golden Cobra Cane,
7109,Parrotz #7109,898,146.67861272406256,10,Bills,Black,Pharaoh Necklace,SleevlessShirt,Sleepy,Dark Blue,Deal With It Glasses,Mortar Board,Pizza,Thanos Gauntlet,
1789,Parrotz #1789,899,146.59532487393946,10,Boom,White,Gemstone Necklace,Hoodie,Basic,Black,Monocle,Vizor,Lollipop Candy,Indiana Jones Whip,
1592,Parrotz #1592,900,146.58050946147054,10,Pyramid Palm Sun,White,Tie,SleevlessShirt,Surprised,Cyan Blue,Deal With It Glasses,Top Hat,Knife,Map,
4188,Parrotz #4188,901,146.49857335571292,10,Snow,Orange,Gold Chain,Picasso Shirt,Sleepy,Purple,Monocle,Halo,Cigar,Telescope,
9395,Parrotz #9395,902,146.47284122611467,10,Red Lasers,Black,Pharaoh Necklace,Military Jacket,Red Glow,Red,Monocle,Viking Hat,Pizza,Map,
1903,Parrotz #1903,903,146.43228126534387,10,Matrix,White over Black,Titanic Movie Necklace,SleevlessShirt,Red Glow,Red,Rayban Sunglasses,Viking Hat,Lollipop Candy,Telescope,
9800,Parrotz #9800,904,146.4188946142774,10,Disco Lights,Black,Tie,HawaianShirt,Angry,Green,Rayban Sunglasses,Mortar Board,Pipe,Dice,
695,Parrotz #695,905,146.38958056569263,10,Starbursts,White over Black,Gemstone Necklace,Military Jacket,Basic,Yellow,Steampunk Glasses,Mortar Board,Lollipop Candy,Map,
9324,Parrotz #9324,906,146.35247330369126,10,Matrix,Black,Pharaoh Necklace,Hoodie,Confused,Purple,Deal With It Glasses,Boat Captain,Knife,Thanos Gauntlet,
3700,Parrotz #3700,907,146.29560194072468,10,Rome,Orange,Bowtie,Hoodie,Hypnotised,Dark Blue,Heart Sunglasses,Panama,Nose Ring,Indiana Jones Whip,
8599,Parrotz #8599,908,146.28648513208546,10,80s Retro Palm,Orange,Yoda Necklace,Picasso Shirt,Surprised,Blue,Neon Party Glasses,Party Hat,Whistle,Golden Cobra Cane,
990,Parrotz #990,909,146.28442635222535,10,Red Lasers,Light Green,Gemstone Necklace,Military Jacket,Demonic,Dark Blue,Neon Party Glasses,Ruffled Feathers,Knife,Saber,
20,Parrotz #20,910,146.28139175552818,10,Starbursts,Black,Bowtie,Picasso Shirt,Red Glow,Green,Eye Patch,Turban,Pipe,Magic Lamp,
5707,Parrotz #5707,911,146.27972210193667,10,Energy,White over Black,Gemstone Necklace,Hoodie,Hypnotised,Dark Blue,Rayban Sunglasses,Top Hat,Nose Ring,Dice,
5609,Parrotz #5609,912,146.25424266759603,10,Sequence,White,Tie,Military Jacket,Red Glow,Green,Neon Party Glasses,Trapper Hat,Pipe,Telescope,
8270,Parrotz #8270,913,146.18004389864822,10,Sequence,White,Tie,HawaianShirt,Sleepy,Dark Blue,Heart Sunglasses,Beret,Pipe,Dice,
5242,Parrotz #5242,914,146.16814029333383,10,Pyramid Palm Sun,White,Titanic Movie Necklace,Hoodie,Demonic,Cyan Blue,Monocle,Vizor,Gold Token,Magic Lamp,
8908,Parrotz #8908,915,146.12439723283558,10,Snow,White,Titanic Movie Necklace,SleevlessShirt,Surprised,Green,Monocle,Halo,Pipe,Thanos Gauntlet,
8273,Parrotz #8273,916,146.10803022366972,10,Rome,Light Green,Bamboo Necklace,SleevlessShirt,Demonic,Blue,Deal With It Glasses,Panama,Nose Ring,Dice,
3145,Parrotz #3145,917,146.07622692617528,10,Red Lasers,Orange,Gemstone Necklace,Tuxido,Red Glow,Dark Blue,Rayban Sunglasses,Boat Captain,Joint,Golden Cobra Cane,
4566,Parrotz #4566,918,146.06749974796224,10,Checker Tunnel,Light Green,Tie,Picasso Shirt,Angry,Cyan Blue,Rayban Sunglasses,Trapper Hat,Lollipop Candy,Saber,
2267,Parrotz #2267,919,146.04746858544758,10,Pyramid Palm Sun,Black,Titanic Movie Necklace,Picasso Shirt,Surprised,Yellow,Monocle,Mortar Board,Whistle,Telescope,
8895,Parrotz #8895,920,146.04654458086443,10,Pyramid Palm Sun,White over Black,Yoda Necklace,Military Jacket,Surprised,White,Neon Party Glasses,Turban,Nose Ring,Dice,
2418,Parrotz #2418,921,146.0421336412161,10,Matrix,Black,Diamond Necklace,Leather Biker Jacket,Angry,Green,Steampunk Glasses,Boat Captain,Pipe,Telescope,
9505,Parrotz #9505,922,146.0314909662559,10,Palm Road,Light Green,Pharaoh Necklace,Leather Biker Jacket,Sleepy,Green,Steampunk Glasses,Top Hat,Nose Ring,Indiana Jones Whip,
6468,Parrotz #6468,923,146.03066981960012,10,Storm,Black,Tie,Military Jacket,Hypnotised,Green,Monocle,Party Hat,Cigar,Magic Lamp,
8360,Parrotz #8360,924,146.0296169514532,10,Matrix,Light Green,Gemstone Necklace,HawaianShirt,Demonic,Black,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
7604,Parrotz #7604,925,145.94224337694763,10,80s Retro Palm,Black,Gold Chain,SleevlessShirt,Surprised,Dark Blue,Deal With It Glasses,Trapper Hat,Knife,Map,
684,Parrotz #684,926,145.93662629143623,10,Wave,White,Pharaoh Necklace,Leather Biker Jacket,Basic,White,Steampunk Glasses,Crown,Knife,Telescope,
4928,Parrotz #4928,927,145.84702065329333,10,Wave,White,Bowtie,SleevlessShirt,Surprised,Red,Deal With It Glasses,Backwards Hat,Knife,Saber,
7352,Parrotz #7352,928,145.84034914583222,10,Starbursts,White,Gold Chain,Hoodie,Angry,Blue,Rayban Sunglasses,Turban,Joint,Axe Hammer,
7076,Parrotz #7076,929,145.83221971061405,10,Equations,Orange,Gold Chain,Picasso Shirt,Red Glow,White,Eye Patch,Straw Hat,Gold Token,Saber,
1792,Parrotz #1792,930,145.78671176843517,10,Pyramid Palm Sun,White,Gemstone Necklace,HawaianShirt,Surprised,Cyan Blue,Monocle,Viking Hat,Knife,Map,
8653,Parrotz #8653,931,145.77857005097945,10,Boom,Black,Tie,SleevlessShirt,Angry,Blue,Neon Party Glasses,Newsboy,Pizza,Thanos Gauntlet,
7937,Parrotz #7937,932,145.75163071356948,10,Bills,White,Yoda Necklace,Picasso Shirt,Sleepy,Blue,Steampunk Glasses,Party Hat,Nose Ring,Indiana Jones Whip,
6492,Parrotz #6492,933,145.7444631094444,10,Storm,Black,Gold Chain,Military Jacket,Sleepy,Orange,Heart Sunglasses,Trapper Hat,Whistle,Dice,
1230,Parrotz #1230,934,145.73867995234212,10,Bills,Light Green,Tie,Picasso Shirt,Basic,Purple,Monocle,Cowboy Hat,Nose Ring,Golden Cobra Cane,
2704,Parrotz #2704,935,145.72564635611903,10,Sequence,Red,Gold Chain,Picasso Shirt,Surprised,Yellow,Steampunk Glasses,Backwards Hat,Nose Ring,Saber,
5128,Parrotz #5128,936,145.6986173336863,10,Glitch,White over Black,Bamboo Necklace,Picasso Shirt,Surprised,Blue,Neon Party Glasses,Ruffled Feathers,Knife,Map,
7283,Parrotz #7283,937,145.68642799845065,10,Bills,Orange,Gold Chain,HawaianShirt,Basic,Blue,Neon Party Glasses,Turban,Pipe,Golden Cobra Cane,
2905,Parrotz #2905,938,145.6192616569073,10,Red Lasers,Red,Bowtie,Picasso Shirt,Demonic,Red,Steampunk Glasses,Space Helmet,Whistle,Telescope,
