ID,Name,Rank,Rarity_Score,Alpha,Attributes,Axel Mount,Background,Base Neck,Beta,Cheek Shield,Chest,Core Drive,Crest,Delta,Ears,Energy,Equipment,Firepower,Gamma,Head,Jaw nut,K9 Matrix,Lower Jaw,Neck,Nose,Prosternum,Psi,Shield Strength,Sigma,Single Body,Snout,Speed,Tech,Throat,Vision Tech,Withers,Zeta
2267,Mekatron K9 #2267,1539,1440.972638498336,,26,Oldmauve,Jasmine,WhitechipBN,,Timberwolf,Andromeda,HiveDrive,Zeb2C,Delta,Savagetech,17,EMPMissile,14,,OalienH,Independence,20,Mekatech,PinksN,ColNetwork,PinksPST,,15,,,MajBParticleGenerator,06,21,LeopT,EvG,XirdaliumW,
2340,Mekatron K9 #2340,1540,1440.9551620194727,,26,Amberalloy,WeezyBlue,BoloniumBN,,PunkShield,Cargonite,EngineBajaor,NaniteC,Delta,Brmex,19,ArmorCrackerMK3,18,,ByzaniumH,JsJMSTech,20,Sharlet,OceanaN,JMSlabs,BrowneePST,,14,,,StandardGeneratorM5,09,11,SteelblueT,Solomerc,NetherW,
5476,Mekatron K9 #5476,1541,1440.5671232794195,,26,Persianpink,Irispurple,ChlorophyteBN,,Darktorquoise,Oceana,EngineAphacentauri,DarktechC,,Hightech,22,EMPMissile,11,,ZebH,Oxblood,13,RegenTech,DesertSquadN,ScarletN1,PlatedPST,Psi,12,,,GeneratorM1,16,14,AtiumT,EvGHappy,AtiumW,
5163,Mekatron K9 #5163,1542,1439.9706903577187,,25,Carribiangreen,Khakidark,ByzaniumBN,,OceanicCase,Cobaltblue,EngineAphacentauri,,,CrysalEmerald,12,ArmorCrackerMK4,11,,ElectricindigoH,JsGunMetal,12,Bevertech,AndromedaN,JesonPak2,GobPST,Psi,15,,,AngelLabs,17,18,ColorsT,Solomerc,DusteezW,
3450,Mekatron K9 #3450,1543,1439.6891627166585,,26,Royalyellow,Rust,NoneBN,,PunkShield,Electricindigo,AMHDrive,CobaltblueC,,Goblin,19,Phoenixflame,17,,AtiumH,Goblin,13,Sabertooth,CobaltblueN,BakerLimited,ScarletPST,,19,,,MekaGenMk1,08,17,PlatedT,Evangry,MustardW,Zeeta
1128,Mekatron K9 #1128,1544,1439.3659967397552,,25,Carribiangreen,Lavender,PlatedBN,,Darkgreen,Techno,FieldInjection,GobC,,Sand,14,DACannon,25,Gamma,DarktechH,Mektech,22,MetaCor,SavageN,JesonPak1,AlientechPST,,14,,,NeutronReactor,11,16,CapT,EvGAnger,,
471,Mekatron K9 #471,1545,1439.3549773963234,,25,RMDMount,Keylime,ByzaniumBN,Beta,Laserlemon,Atium,FieldInjection,NaniteC,,Ivory,21,ClokedTorpedo,12,,LeopH,JsScarlet,09,Bevertech,PlatedN,NGtechmodel3,OceanPST,,12,,,MekaGenMk1,16,25,ByzaniumT,DarkShade,,
436,Mekatron K9 #436,1546,1439.123354378932,,26,EmraldMount,Celadon,CobaltblueBN,Beta,SpikeyMk2,Cargonite,ByhzinianCore,CodedC,,Scratched,16,ClokedTorpedo,23,,AlientechH,Glaucous,08,Phoenix,OceanaN,RastorNose,BurgundyPST,,16,,,Prussgreen,15,19,BrowneeT,MultiVision,PinksW,
1373,Mekatron K9 #1373,1547,1439.1159809664287,,26,TOMount,Xanadu,CoddedBN,,Darktech,Pinks,ByhzinianCore,NaniteC,,Lavender,16,Turret,12,Gamma,NetherH,JsScarlet,18,Bevertech,PinksN,Fiberwheels,RustPSt,,19,,,MajBParticleGenerator,16,16,OceanaT,Forcelabs,BurgundyW,
4531,Mekatron K9 #4531,1548,1439.0494660322265,,26,Greymetal,Zomp,CrazytechBN,,Sandybrown,DesertSquad,ReactorCoreDrive,ByzaniumC,,Pearlesence,21,PlasmaCannon,08,,Zeb2H,Independence,14,Lemtangtech,Bolonium,MegaCOre,CrazytechPST,,22,Sigma,,Patspowergen,22,21,SavageT,Pearlvision,BrowneeW,
5264,Mekatron K9 #5264,1549,1438.6722880540567,,26,AGMount,Hanblue,RustBN,,Darktech,Byzanium,EngineBajaor,ElectricindigoC,,Doubleplated,14,Chronitron Cannon,17,,ByzaniumH,Plated,22,Curvedbayo,WhitechipN,ScarletN1,PinksPST,Psi,13,,,AndromedaBeta,14,14,NaniteT,TrippleRed,XirdaliumW,
5423,Mekatron K9 #5423,1550,1438.5968200680338,,26,AGMount,WeezyBlue,SteelblueBN,,Darkgreen,Bolonium,HaddarHyperCore,DusteezC,,Orangered,20,RailGun,09,,DesertSquadH,Gunmetal,13,Jeggernaut,SnowyN,BakerLimited,BurgundyPST,Psi,09,,,NeutronReactor,08,12,SavageT,TrippleRed,XirdaliumW,
1393,Mekatron K9 #1393,1551,1438.551519147565,,26,EmraldMount,SacramentoStategreen,XirdliumBN,,OceanicCase,Cargonite,Mk4Antimater,Zeb2C,,Lavender,17,CoreBuster,18,Gamma,ByzaniumH,Labrynth,07,MetaCor,VizorianN,NazixCube,CobaltbluePST,,17,,,BinarySystemCoreMK4,09,07,OceanaT,Mystique,XirdaliumW,
240,Mekatron K9 #240,1552,1438.1129671610004,Alpha,25,AGMount,Zomp,CrazytechBN,,Darktech,Nanite,Model25486Core,GunC,,Doubleplated,12,Chronitron Cannon,12,,TritH,Independence,24,MetaCor,,BlacksiteLabs,GobPST,,10,,,StandardMekaGenMk5,17,13,ByzaniumT,EvRHappy,ElectricindigoW,
2501,Mekatron K9 #2501,1553,1438.07825107155,,26,TOMount,Erin,VenBN,,Darkgreen,Oceana,ReactorCoreDrive,ScarletC,Delta,Whitechip,14,InvisibleTurret,15,,ZebH,Aeroal,21,Titanforge,ElectricindigoN,JesonPak3,AtiumPST,,06,,,StandardGeneratorM5,10,12,NaniteT,Evangry,AtiumW,
5428,Mekatron K9 #5428,1554,1438.0243717426333,,26,Scarlet,Yellowgreen,TritBN,,Darktech,Leop,FussionDrive,VizorianC,,Lavender,22,SideHeadBusterGen3,08,,CargoniteH,Rusteez,19,slyaluminum,VizorianN,MegaCOre,SteelbluePST,Psi,12,,,RefractiveGenerator,17,13,PinksT,TrippleRed,PlatedW,
473,Mekatron K9 #473,1555,1437.7106035651493,,25,LaserMount,Italianskyblue,GunBN,Beta,SpikeyMk2,Nether,Protomatter,TritC,,Copper,12,ConcealedPhaser,12,,CodedH,Oxblood,05,slyaluminum,Blues,Crimson,NanitePST,,15,,,StandardParticleGenerator,16,16,ScarletT,Passive,,
3519,Mekatron K9 #3519,1556,1437.692629482733,,26,Aero,Darkturquoise,BoloniumBN,,Firebrick,Plated,TacheonReactor,RustC,,Brushedmetal,18,SidePlasmaBeamer,19,,GoGH,Imperialred,17,Assimilated,Bolonium,Crimson,PinksPST,,15,,,Navytech,10,15,PinksT,Juggernaut,ScarletW,Zeeta
5274,Mekatron K9 #5274,1557,1437.5537145419107,,26,LaserMount,Persiangreen,BoloniumBN,,Timberwolf,Nanite,ThoronPlasma,XirdaliumC,,Scarlet,18,ArmorCracker,10,,AtiumH,Jonquil,13,Brighttech,CobaltblueN,ColNetwork,DusteezPST,Psi,12,,,RefractiveGenerator,17,12,GunT,AlekseiRedEye,RustW,
3171,Mekatron K9 #3171,1558,1437.2883760019151,,25,SaphireMount,Taupe,OceanBN,,Jade,Cargonite,NutrenoReactor,DusteezC,,Doubleplated,18,,10,,GoGH,JsBluend,12,Jeggernaut,GoGN,BakerLimited,PinksPST,,14,,,GeneratorM1,20,10,NaniteT,Kizzylabs,CobaltblueW,Zeeta
4384,Mekatron K9 #4384,1559,1436.9523774866907,,26,KillerMount,Fieryrose,SteelblueBN,,Blush,Cobaltblue,NutrenoReactor,BoloniumC,,AviraPurple,13,ArmorCrackerMK2,16,,VizorianH,JsBluend,08,ForceJet,PlatedN,JBGroupSense,BrowneePST,,16,Sigma,,CornitronParticleGenerator,17,21,CargoniteT,Solomerc,TritW,
193,Mekatron K9 #193,1560,1436.9403337930903,Alpha,26,Scarlet,Fieryrose,CrazytechBN,,Sandybrown,Xirdalium,ReactorCoreDrive,XirdaliumC,,Panishviridian,24,ClokedTorpedo,19,,Skylane,Aeroal,19,Sharlet,NaniteN,GhostTech,TigerPST,,19,,,CornitronParticleGenerator,10,22,CapT,Evangry,PlatedW,
4471,Mekatron K9 #4471,1561,1436.8253262804276,,26,Deeprose,Icterine,MustardBN,,PunkShield,Atium,EngineBajaor,GunC,,Proximitysensor,13,SidePlasmaBeamer,19,,GobH,Goblin,18,Mekabin,GobN,JesonPak3,ChlorophytePST,,15,Sigma,,SuperCharger,20,13,NetherT,Eagle,VizoW,
2460,Mekatron K9 #2460,1562,1436.7563200834477,,25,WeaponsMount,Mandarin,DarkTechBN,,Darkgreen,Oceana,Photomatter,BrowneeC,Delta,Plasmanix,13,CoreBuster,10,,MidnightBlueMetalH,Chiptech,12,Lemtangtech,PlatedN,SilionMTech,,,16,,,StandardCooler,11,07,BrowneeT,Peace,DesertSquadW,
3273,Mekatron K9 #3273,1563,1436.7080892852716,,26,Onyx,Rosered,PinksBN,,Jade,Burgundy,ThoronPlasma,ScarletC,,Cargonite,13,Phoenixflame,12,,TritH,Chiptech,23,GreenFurry,NaniteN,JesonPak2,CapPST,,15,,,IndieGeneratorM4,18,10,TritrT,Passive,GobW,Zeeta
4290,Mekatron K9 #4290,1564,1436.4244613444403,,26,LauncherMount,Russianviolet,TritBN,,HyperJet,Trit,HiveDrive,LeopC,,Cordovian,16,SidePlasmaBeamerGen4,17,,AndromedaH,Andromeda,08,Titanforge,SnowyN,NGtechmodel3,CrazytechPST,,19,Sigma,,MekaGenMk1,22,20,AlientechT,Garethtech,CodedW,
3179,Mekatron K9 #3179,1565,1436.089277926048,,26,Sepia,RadicalRed,OceanBN,,Darktech,Andromeda,SolDrive,ChlorophyteC,,Goblin,11,InvisibleTurret,18,,XirdaliumHXirdaliumH,JsScarlet,23,Soltech,ColorsN,JMSlabs,CobaltbluePST,,12,,,StandardCooler,06,08,DusteezT,MultiVision,BluesW,Zeeta
3503,Mekatron K9 #3503,1566,1435.3803699022462,,26,Persianpink,Mandarin,SteelblueBN,,Purple,Cargonite,AMHDrive,GunC,,CrysalEmerald,16,ClokedTorpedo,19,,GobH,Aeroal,08,LittleJoy,VizorianN,ScarletN1,OceanPST,,16,,,OldGeneralCorpReplacement,13,14,DusteezT,Peace,SnowyW,Zeeta
2333,Mekatron K9 #2333,1567,1435.2650124434515,,25,Sepia,RadicalRed,PlatedBN,,Brightyellow,Nanite,StabilizingCore,FlC,Delta,Pearlesence,07,ClokedTorpedo,11,,OceanaH,Jdtech,05,Honolu,TritN,CanvortLabs,,,20,,,StandardCooler,19,19,ElectricindigoT,TrippleRed,DesertSquadW,
5249,Mekatron K9 #5249,1568,1435.101420439574,,26,MekaMount,Blueflakes,NoneBN,,HeatShieldGenerator,Whitechip,Photomatter,GoGC,,Sand,09,ConcealedPhaser,14,,TritH,JsEncorp,13,Ridgedtooth,SteelblueN,JMSlabs,ChlorophytePST,Psi,17,,,IndieGeneratorM4,14,09,PinksT,EvGHappy,BrowneeW,
4399,Mekatron K9 #4399,1569,1435.0434850773029,,26,Peach,Acidgreen,BoloniumBN,,PunkShield,Vizorian,MatterEngine,AtiumC,,Chartreuse,13,SideHeadBuster,16,,LeopH,Gunmetal,11,slyaluminum,DarktechN,CanvortLabs,XtzPST,,19,Sigma,,IndieGeneratorM4,12,09,TechnoT,Passive,GunW,
2617,Mekatron K9 #2617,1570,1435.0275835556681,,19,Amberalloy,Pink,,,Laserlemon,,ByhzinianCore,,,Doubleplated,11,CoreBuster,15,,,Darktech,18,Sharlet,,CanvortLabs,,,20,,Atium,ParticleGeneratorGen2,21,15,,EvR,,Zeeta
3209,Mekatron K9 #3209,1571,1434.9481114976936,,25,BlueHexMount,QuickSilver,OceanBN,,PunkShield,Vizorian,NebulaPlasma,GobC,,Panishviridian,19,InvisibleTurret,14,,CodedH,JsPMSTech,14,Titanforge,ChlorophyteN,Starzlab,GoGPST,,18,,,StandardMekaGenMk3,10,22,,Garethtech,MustardW,Zeeta
1288,Mekatron K9 #1288,1572,1434.8676439318165,,25,BrightMount,Taupe,CrazytechBN,,OceanicCase,Nether,SolDrive,PinksC,,Brownee,23,,20,Gamma,DusteezH,Goblin,15,Curvedbayo,TritN,NazixCube,VizoPST,,10,,,GayaCorp,18,10,FlT,EvbStern,DesertSquadW,
2368,Mekatron K9 #2368,1573,1434.5878392563254,,26,Peach,Erin,CobaltblueBN,,DoubleLayerdShield,Brownee,NutrenoReactor,ScarletC,Delta,Panishviridian,09,ArmorCrackerMK3,09,,VizorianH,Gunmetal,08,Ghost,MustardN,GhostTech,CrazytechPST,,23,,,GayanNetwork,20,17,DesertSquadT,EvRHappy,TigerW,
1162,Mekatron K9 #1162,1574,1433.9396399700788,,26,LauncherMount,Viridian,NetherBN,,Darktorquoise,Nether,Photomatter,NaniteC,,Proximitysensor,11,ConcealedPhaser,15,Gamma,OceanaH,Chiptech,11,Lemtangtech,ColorsN,Crimson,AndromedaPST,,14,,,Orangtech,08,10,ScarletT,Solomerc,ChlorophyteW,
479,Mekatron K9 #479,1575,1433.8288949123855,,26,TOMount,Irispurple,MustardBN,Beta,Teal,Pinks,Overchargedreactor,SteelblueC,,Plates,11,SideCanon1,18,,GoGH,Plated,22,Phoenix,MustardN,JBGroupSense,GobPST,,17,,,Goblin,15,17,GobT,TrippleRed,PinksW,
415,Mekatron K9 #415,1576,1433.5292283262738,,26,Deeprose,RadicalRed,ChlorophyteBN,Beta,Favulous,DesertSquad,HyperCharged,VenC,,Brownee,20,CloakedPhotonCanon,22,,MidnightBlueMetalH,JsGunMetal,06,Brighttech,SteelblueN,Ringtechmodel2,SavagePST,,14,,,OldGeneralCorpReplacement,14,08,ElectricindigoT,BlueEye,PlatedW,
3204,Mekatron K9 #3204,1577,1433.4438324845178,,26,SaphireMount,Keylime,GunBN,,Darkgreen,Nether,HyperStabalizing,BurgundyC,,Amberlin,19,ArmorCrackerMK3,16,,Zeb2H,JsAzt,21,Bevertech,AlientechN,BlacksiteLabs,AtiumPST,,20,,,MajBParticleGenerator,13,10,PinksT,EvbSad,OceanW,Zeeta
3461,Mekatron K9 #3461,1578,1433.4406890954372,,26,YBMount,Russianviolet,ScarletBN,,Timberwolf,Andromeda,MatterEngine,BrowneeC,,Chartreuse,18,ClokedTorpedo,23,,DusteezH,Aeroal,20,Lemtangtech,SteelblueN,JesonPak2,GobPST,,14,,,NanobotGenerator,18,17,NetherT,Mystique,VizoW,Zeeta
1344,Mekatron K9 #1344,1579,1433.2101148733213,,26,Deeprose,YellowOrange,DarkTechBN,,Darkgreen,Steelblue,StabilizingCore,CobaltblueC,,Brownee,18,PositronRG,24,Gamma,NaniteH,Paradisepink,22,MetaCor,VizorianN,HashCorp,XiradiumPST,,17,,,StandardCooler,07,17,NetherT,EvbSad,AndromedaW,
2498,Mekatron K9 #2498,1580,1432.6617367742358,,26,Onyx,Italianskyblue,CrazytechBN,,DoubleLayerdShield,Rust,ReactorCoreDrive,AtiumC,Delta,Brmex,23,SidePlasmaBeamerGen4,18,,SavageH,JsGunMetal,10,Jeggernaut,BrowneeN,GhostTech,MustardPST,,10,,,Regengenerator,12,11,LeopT,EvR,ByzaniumW,
223,Mekatron K9 #223,1581,1432.1332035491853,Alpha,25,KillerMount,Blueflakes,SteelblueBN,,Brushedcu,Steelblue,EngineBajaor,NetherC,,Neochrome,06,,11,,MidnightBlueMetalH,JsScarlet,17,Shimmer,ByzaniumN,NGtechmodel3,DesertSquadPST,,16,,,StandardGeneratorM5,13,19,SteelblueT,EvGHappy,SnowyW,
2215,Mekatron K9 #2215,1582,1431.5109106332511,,26,RedOx,Windsortan,LeopBN,,Eminance,Cobaltblue,ReinforcedDeuterium,RustC,Delta,Savagetech,15,Chronitron Cannon,15,,NaniteH,JsScarlet,18,Honolu,GoGN,ScarletN1,TritPST,,19,,,HalleyTwinHeated,13,16,Blues,Astratech,SnowyW,
5415,Mekatron K9 #5415,1583,1431.0216915508609,,26,Deepskyblue,DarkBrown,LeopBN,,Eminance,Whitechip,FieldInjection,ByzaniumC,,Scratched,24,CoreBuster,24,,GoGH,JsAzt,17,Curvedbayo,SteelblueN,HashCorp,BrowneePST,Psi,12,,,SuperCharger,12,13,CobaltblueT,EvbHappy,ElectricindigoW,
3307,Mekatron K9 #3307,1584,1431.0150142685372,,25,MekaMount,Jade,CobaltblueBN,,PunkShield,Steelblue,MatterEngine,SavageC,,Andromeda,07,,12,,SavageH,Goblin,15,Titanforge,VenN,BlacksiteLabs,ByzaniumPST,,14,,,PlasmaDisruptorGenerator,15,20,PinksT,EvbSad,XirdaliumW,Zeeta
2444,Mekatron K9 #2444,1585,1430.9460628051704,,25,Deeprose,Acidgreen,NaniteBN,,Jazzberry,Xirdalium,NutrenoReactor,ChlorophyteC,Delta,Primeblue,08,ClokedTorpedo,18,,DusteezH,Independence,15,Honolu,,JesonPak1,DesertSquadPST,,17,,,StandardCooler,17,19,ScarletT,Evangry,ByzaniumW,
4424,Mekatron K9 #4424,1586,1430.0118870405267,,26,PlutonianMount,Byzantium,ScarletBN,,SpikeyMk4,Burgundy,ReactorCoreDrive,CobaltblueC,,Brmex,14,SideHeadBuster,15,,DesertSquadH,Keppel,17,Lemtangtech,GunN,GayaModelX,SteelbluePST,,12,Sigma,,HarleyquinGeneratorM2,09,14,BoloniumT,PinkEye,NetherW,
1268,Mekatron K9 #1268,1587,1429.5766238602673,,26,CanonMount,Macaroni&Cheese,ChlorophyteBN,,Laserlemon,Dusteez,ReactorCoreDrive,ChlorophyteC,,Pearlesence,10,SidePlasmaBeamerM2,17,Gamma,PinksH,Mektech,13,Alienirisblue,ScarletN,BakerLimited,SnowyPST,,13,,,AlphaLabs,16,13,GunT,EvRStern,LeopW,
4324,Mekatron K9 #4324,1588,1429.2160729088412,,26,Deepskyblue,Oldburgundy,CobaltblueBN,,Eminance,Dusteez,Mk4Antimater,CobaltblueC,,Savagetech,09,CoreBuster,11,,SnowyH,JsScarlet,11,Mekatech,Nether,JesonPak2,CargonitePST,,18,Sigma,,IndieGeneratorM4,18,23,XtzT,EvR,MustardW,
3238,Mekatron K9 #3238,1589,1428.9314721007881,,26,PlutonianMount,RadicalRed,OceanBN,,Jade,Techno,EngineBajaor,TechnoC,,Savagetech,11,ClokedTorpedo,21,,TritH,Rusteez,23,Assimilated,ScarletN,Valiant,XiradiumPST,,10,,,AngelLabs,19,10,DarkTechT,RedCrimson,BluesW,Zeeta
2418,Mekatron K9 #2418,1590,1428.7491535260463,,26,Greymetal,Tangerine,ByzaniumBN,,Laserlemon,Rust,FussionDrive,Zeb2C,Delta,Primeblue,18,ConcealedPhaser,10,,TritH,Heliotrope,16,Alienirisblue,DusteezN,NazixCube,PinksPST,,17,,,MajBParticleGenerator,10,16,XiraliumT,EvGAnger,SteelblueW,
4144,Mekatron K9 #4144,1591,1428.6375374564043,,26,Peach,Vegasgold,XirdliumBN,,OceanicCase,Steelblue,DualInjection,BluesC,,Mystique,07,DACannon,15,,GunH,Lapis,12,Shimmer,Techno,ScarletN1,GoGPST,,17,Sigma,,SuperCharger,20,11,CapT,RedCrimson,OceanW,
3302,Mekatron K9 #3302,1592,1428.5321619418778,,26,Royalyellow,Fieryrose,DarkTechBN,,Laserlemon,Brownee,Photomatter,ScarletC,,Hightech,08,BlueRayTurret,16,,StarStripeH,Chiptech,18,Doubleedged,Techno,AeroTechz,PinksPST,,10,,,StandardMekaGenMk5,20,17,AndromedaT,EvRStern,XirdaliumW,Zeeta
1289,Mekatron K9 #1289,1593,1428.3582091233657,,26,LaserMount,Rosered,BoloniumBN,,Rufous,Scarlet,ByhzinianCore,ColorsC,,Pearlesence,18,PositronCannon,16,Gamma,ZebH,Chiptech,14,MetaCor,PlatedN,Crimson,VizoPST,,22,,,Superaqua,11,09,TechnoT,Passive,WhitechipW,
1411,Mekatron K9 #1411,1594,1428.3393961448978,,26,Deepskyblue,Khakidark,ChlorophyteBN,,Darktech,Byzanium,Protomatter,XtzC,,Blue,17,ConcealedPhaser,19,Gamma,XirdaliumHXirdaliumH,Aeroal,19,Ridgedtooth,SnowyN,RastorNose,PlatedPST,,19,,,HarleyquinGeneratorM2,06,12,LeopT,Eagle,PinksW,
3280,Mekatron K9 #3280,1595,1428.0414444270616,,26,SaphireMount,Icterine,ZebBN,,Superpink,Alientech,StabilizingCore,XirdaliumC,,Orangered,14,ClokedTorpedo,20,,Skylane,JsGunMetal,13,slyaluminum,PinksN,NGtech,MustardPST,,19,,,NeutronReactor,19,16,DarkTechT,EvGAnger,PinksW,Zeeta
1345,Mekatron K9 #1345,1596,1427.7611737892462,,26,LaserMount,Rosered,DarkTechBN,,Darkgreen,Pinks,NutrenoReactor,CodedC,,Gold,14,CloakedPhotonCanon,10,Gamma,NaniteH,JsScarlet,13,Brighttech,SnowyN,JesonPak2,VizoPST,,12,,,Shimmer,07,13,RustT,EvR,TritW,
3407,Mekatron K9 #3407,1597,1427.7379945374155,,26,RMDMount,Seagreen,CrazytechBN,,Jade,Byzanium,Mk4Antimater,SnowyC,,Plasmanix,19,ConcealedPhaser,13,,TribandH,Plated,20,Aero_ora,DarktechN,JMSlabs,CargonitePST,,11,,,StandardCooler,14,23,TechnoT,BuyangLabs,PinksW,Zeeta
4514,Mekatron K9 #4514,1598,1427.7089145446348,,26,BrightMount,Queenblue,AetherBN,,Purple,Rust,Photomatter,NetherC,,Plates,19,ConcealedPhaser,19,,NaniteH,Oxblood,14,Datacrunch,CobaltblueN,SellaWorks,BoloniumPST,,20,Sigma,,MegaElectroConductor,20,09,BoloniumT,EvbHappy,XirdaliumW,
5214,Mekatron K9 #5214,1599,1427.2805333471413,,26,Royalyellow,Xanadu,ScarletBN,,Dazzled,Savage,Model25486Core,TritC,,Doubleplated,19,InvisibleTurret,20,,BluesH,Mektech,11,Shimmer,GobN,NazixCube,ByzaniumPST,Psi,16,,,BrCopper,22,11,AndromedaT,Passive,ScarletW,
5315,Mekatron K9 #5315,1600,1426.4196135289299,,26,Greymetal,Zaffre,DesertSquadBN,,Dazzled,Dusteez,Protomatter,DesertSquadC,,Gold,07,PlasmaCannon,17,,LeopH,Heliotrope,17,Curvedbayo,DarktechN,JBGroupSense,OceanPST,Psi,18,,,Prussgreen,09,09,GoGT,Forcelabs,LeopW,
2127,Mekatron K9 #2127,1601,1425.8273736340009,,26,Peach,Mandarin,NetherBN,,Purple,Andromeda,Overchargedreactor,CobaltblueC,Delta,Novalie,21,ArmorCrackerMK3,14,,TribandH,Outrageous,16,KissofDeath,Techno,BakerLimited,RustPSt,,20,,,Brnztec,16,14,AndromedaT,EvG,SteelblueW,
3243,Mekatron K9 #3243,1602,1425.7104924365522,,26,Persianpink,Zomp,RustBN,,PunkShield,Trit,TacheonReactor,TritC,,Plasmanix,18,ArmorCrackerMK3,14,,MidnightBlueMetalH,Andromeda,12,Doubleedged,GunN,PJSNCorpNose,LeopPST,,20,,,StandardMekaGenMk3,24,07,AtiumT,DarkShade,AtiumW,Zeeta
5485,Mekatron K9 #5485,1603,1425.6462617863567,,26,Aero,Khakidark,SavageBN,,Rufous,Whitechip,ThoronPlasma,LeopC,,Andromeda,09,ClokedTorpedo,20,,CargoniteH,Andromeda,22,Phoenix,DesertSquadN,ScarletN1,TritPST,Psi,14,,,ExoticParticleGenerator,13,17,AlientechT,EvbStern,CobaltblueW,
1134,Mekatron K9 #1134,1604,1425.2652121389735,,25,DiveMount,SacramentoStategreen,TritBN,,Sandybrown,Xirdalium,Model25486Core,,,Plasmanix,09,SideHeadBusterGen2,10,Gamma,SecretCodeH,Glaucous,21,Jeggernaut,WhitechipN,BlacksiteLabs,FlPST,,14,,,TechParticleGenMk5,15,15,BurgundyT,Juggernaut,CobaltblueW,
1205,Mekatron K9 #1205,1605,1424.2878362580734,,25,Onyx,Neonorange,ScarletBN,,MicroTopedoBay,Electricindigo,HyperStabalizing,SteelblueC,,Plasmanix,19,ConcealedPhaser,22,Gamma,GunH,JsPMSTech,19,slyaluminum,TigerN,BlacksiteLabs,CapPST,,19,,,MajBParticleGenerator,13,23,ElectricindigoT,RedCrimson,,
4338,Mekatron K9 #4338,1606,1424.0632765577186,,26,Sepia,Gainsboro,MustardBN,,HeatShieldGenerator,Bolonium,HyperCharged,LeopC,,Copper,21,SidePlasmaBeamerM2,17,,AtiumH,JsXTech,16,LittleJoy,RustN,NazixCube,PlatedPST,,17,Sigma,,FlameRingCore,18,10,LeopT,EvRStern,AlientechW,
5547,Mekatron K9 #5547,1607,1423.927866367935,,26,Sepia,Byzantium,PlatedBN,,Darkgreen,Burgundy,ReactorCoreDrive,ChlorophyteC,,Neochrome,25,SideHeadBusterGen3,21,,SecretCodeH,JsGunMetal,18,Sharlet,GoGN,JesonPak3,GobPST,Psi,18,,,ExoticParticleGenerator,23,13,CapT,Astratech,CobaltblueW,
2464,Mekatron K9 #2464,1608,1423.4634187476227,,26,LauncherMount,GreenLizard,CrazytechBN,,Cordovian,Nanite,Mk4Antimater,GobC,Delta,Lavender,20,CoreBuster,13,,ZebH,Gunmetal,24,Deepocean,NaniteN,NazixCube,CrazytechPST,,14,,,TechParticleGenMk5,10,07,DusteezT,Astratech,BluesW,
4330,Mekatron K9 #4330,1609,1422.7915387721494,,26,Amberalloy,Celadon,SteelblueBN,,HeatShieldGenerator,DesertSquad,EngineAphacentauri,DusteezC,,Ivory,11,ConcealedPhaser,14,,XirdaliumHXirdaliumH,JsScarlet,08,Shimmer,TritN,HashCorp,BluesPST,,06,Sigma,,OldGeneralCorpReplacement,15,07,GobT,Garethtech,BurgundyW,
2514,Mekatron K9 #2514,1610,1422.7802184643954,,26,Amberalloy,Jasmine,DesertSquadBN,,HeatShieldGenerator,Atium,NutrenoReactor,GobC,Delta,Brushedmetal,24,ArmorCrackerMK2,09,,TritH,Darktech,20,Deepocean,ScarletN,RedMater,DesertSquadPST,,19,,,OldGeneralCorpReplacement,17,14,AtiumT,EvGHappy,ElectricindigoW,
1487,Mekatron K9 #1487,1611,1421.9552182495195,,26,Scarlet,Viridian,VizoBN,,Sandybrown,Xtz,ReinforcedDeuterium,MustardC,,CrysalEmerald,17,ArmorCrackerMK3,14,Gamma,ZebH,JsEncorp,08,Ridgedtooth,SnowyN,Crimson,GunPST,,18,,,Navytech,22,09,CobaltblueT,Eagle,GoGW,
1286,Mekatron K9 #1286,1612,1421.935398121424,,26,AGMount,Lavender,SnowyBN,,Sinopia,Savage,Photomatter,VizorianC,,Lavender,16,InvisibleTurret,20,Gamma,OalienH,Mektech,09,Phoenix,BrowneeN,Valiant,GoGPST,,08,,,Goblin,13,16,PlatedT,EvGAnger,SteelblueW,
2367,Mekatron K9 #2367,1613,1421.8868612895521,,26,Sepia,Macaroni&Cheese,ScarletBN,,Flax,Mustard,ThoronPlasma,GoGC,Delta,Panishviridian,13,InvisibleTurret,06,,TritH,JsAzt,12,Bevertech,AlientechN,NazixCube,XiradiumPST,,18,,,BinarySystemCoreMK4,12,10,Mustard6,Mystique,Zeb2W,
1371,Mekatron K9 #1371,1614,1421.7939688689644,,26,Amberalloy,Italianskyblue,NetherBN,,Darkgreen,Gun,FussionDrive,CobaltblueC,,Neochrome,21,GreenRayTurret,22,Gamma,AtiumH,Andromeda,12,Brighttech,PinksN,ScarletN1,ScarletPST,,16,,,StandardMekaGenMk3,15,18,PlatedT,EvRStern,AlientechW,
5376,Mekatron K9 #5376,1615,1421.6279174220706,,26,KillerMount,Maroon,VenBN,,Dazzled,Pinks,Mk4Antimater,ElectricindigoC,,Andromeda,15,SideHeadBuster,12,,NaniteH,JsEncorp,22,MetaCor,SnowyN,JesonPak2,TritPST,Psi,18,,,ExoticParticleGenerator,17,10,TritrT,EvGAnger,WhitechipW,
