ID,Name,Rank,Rarity_Score,Animal-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Expression-Scores,Eyewear-Scores,Headwear-Scores
1385,eat. There was,753,155.0449827183984,3,1,6,96,11,12,,22
2401,flung his fifteen,753,155.0449827183984,3,1,6,96,11,12,,22
1318,Thousand Useful Things,755,154.93116131430875,3,2,6,4,48,32,21,36
345,"it? No, comrades,",756,154.90473623047106,3,1,24,4,28,32,,60
34,through the farm,757,154.81507084990844,3,1,6,4,12,10,,115
1746,"of the quarry,",758,154.4266196611305,3,2,23,24,11,27,24,37
1079,all were asked,759,154.42281358797857,3,2,6,4,88,11,19,17
887,up hurriedly. Everyone,760,154.3351565397454,3,1,6,7,15,60,,60
2743,were just getting,761,153.80691303487896,3,2,11,4,13,88,19,10
1447,"and suddenly, at",762,153.79493351342273,3,2,49,24,23,11,21,17
2700,Napoleon. They were,763,153.7740888772943,3,1,31,9,88,10,,8
867,"Unfortunately, the uproar",764,153.45238179627006,3,1,24,8,23,32,,60
1668,at least they,765,153.3617776488751,3,1,31,8,88,11,,8
1930,be content with,766,153.2520331963496,3,2,11,12,27,58,19,17
1429,Napoleon decreed that,767,153.18780270817436,3,2,7,7,44,28,4,55
2734,two legs. No,768,153.15918187091393,3,2,7,9,73,17,30,10
289,on this earth,769,153.12417442281105,3,1,6,9,12,58,,60
2927,something resembling a,770,152.7494440003151,3,10,18,12,73,35,,
2798,had declared himself,771,152.69819064708952,3,10,22,4,100,11,,
1072,rebellion was caused,772,152.6578097037906,3,2,15,8,68,38,4,11
1119,of dangers. In,773,152.54941891153192,3,2,22,8,30,10,19,55
1846,not only took,774,152.5085100001547,3,1,7,12,44,28,,55
1480,should do if,775,152.40073752568193,3,2,20,24,44,17,30,10
2474,Jones's day. On,776,152.3522941240746,3,1,22,4,103,11,4,
1606,with a kind,777,151.8732903042152,3,2,18,9,12,14,30,60
2112,even to raise,778,151.81751258296384,3,1,20,29,28,60,,8
1680,"Out of spite,",779,151.7717294087776,3,2,6,12,42,42,30,11
936,Pre-eminent among the,780,151.76502874107507,3,2,31,4,11,66,19,11
1232,be suppressed. There,781,151.39562516247364,3,2,20,24,42,20,19,17
1046,it seemed as,782,151.32025968086725,3,1,22,24,24,38,,36
1915,out. The mechanical,783,151.0123220441853,3,1,31,7,11,11,,83
1898,and Pilkington said.,784,150.88872695123968,3,2,20,4,58,38,4,17
2636,they understood very,785,150.85799214017734,3,2,18,8,11,66,30,9
783,"from our noses,",786,150.85136165844781,3,2,23,4,23,58,24,10
2628,assembly which was,787,150.83630245265604,3,1,6,7,23,88,19,
1669,the outlook of,788,150.66741522695605,3,1,27,24,73,12,,8
444,hatched into chickens?,789,150.63687585977465,3,2,22,4,12,88,4,11
2417,dog by throwing,790,150.6143532810637,3,1,11,96,15,12,,9
433,calves? Every drop,791,150.59660571159156,3,2,18,7,12,14,81,10
521,brick round their,792,150.4724116662173,3,2,18,9,11,29,19,55
2283,"end, almost too",793,150.3299458781835,3,1,27,4,12,17,,83
2733,"at last, and",794,150.14105882259048,3,2,6,4,11,88,24,8
1978,rheumy eyes. She,795,150.07423147904828,3,2,22,4,27,58,19,10
1173,the cellars of,796,150.06444305204712,3,1,6,9,30,88,,10
2784,sharp enough to,797,149.9926235608871,3,2,23,4,11,42,24,37
1981,"Jones, who was",798,149.98474762505595,3,2,20,7,73,11,19,11
1859,too clever for,799,149.8103367034141,3,2,6,12,88,20,4,11
2439,had been defeated,800,149.65664607538227,3,1,15,4,68,35,,20
41,a strange dream,801,149.58187101599802,3,2,23,4,28,11,19,55
1142,to make a,802,149.3757637779944,3,1,31,4,12,58,,37
342,afford a decent,803,149.20748125584007,3,2,20,12,15,42,4,48
1736,recovery. By the,804,149.14718818281276,3,2,11,12,30,14,19,55
1433,besides supplying every,805,149.14165348409853,3,2,15,4,23,66,24,8
2951,beings did not,806,148.9140427483214,3,2,27,4,13,60,19,18
2036,"animal without cause.""",807,148.9120532167133,3,1,7,4,100,12,19,
2090,shocking crimes. There,808,148.61886448007795,3,2,31,9,44,14,24,18
1401,skull had already,809,148.6100179780379,3,1,11,96,15,10,,9
1086,us. Today we,810,147.89355584634407,3,2,31,8,44,20,19,18
2178,spread a contrary,811,147.82297590991774,3,1,6,7,30,88,,10
1530,nose and feeding,812,147.82076835604744,3,2,20,8,58,32,4,18
2892,toast. A large,813,147.73043148549533,3,2,31,7,13,60,21,8
216,mare who drew,814,147.51026665882839,3,1,6,4,30,17,,83
257,you have heard,815,147.50075415673172,3,2,6,4,103,11,4,10
1214,"Moses, who was",816,147.48097338010257,3,2,27,4,28,34,24,22
2222,best they could,816,147.48097338010257,3,2,27,4,28,34,24,22
1143,nearly to the,818,147.11804294467905,3,1,6,7,23,20,,83
816,Beasts of every,819,146.94289199090008,3,2,24,9,23,17,30,36
1755,and took to,820,146.9352697817072,3,1,6,7,73,17,,37
2794,it was cruel,820,146.9352697817072,3,1,6,7,73,17,,37
2723,and with his,822,146.782740480342,3,2,6,27,13,66,4,22
1522,"buildings wanted roofing,",823,146.76596206562388,3,1,6,24,73,29,,8
2976,strained himself against,824,146.7406134910267,3,1,11,8,100,10,,11
2236,ever ceased to,825,146.6375475104131,3,1,7,29,73,20,,11
836,and as for,826,146.56732409431132,3,2,7,4,28,60,19,20
2637,animals believed him.,827,146.5641575376389,3,2,18,7,12,11,30,60
2967,which began: Animal,828,146.229434743469,3,2,31,12,15,29,30,22
2770,But the luxuries,829,146.2236245892209,3,2,6,4,24,66,30,8
2151,a large wreath,830,146.20928852642425,3,1,20,7,88,20,4,
1802,"hole."" Terrified, the",831,146.12446078756528,3,1,23,4,88,14,,10
1700,preparations had been,832,146.0800337808204,3,2,7,8,73,17,24,10
1344,should have a,833,146.07163155020788,3,1,15,4,88,20,,11
306,much food as,834,146.02610721441764,3,2,20,4,12,11,81,9
2152,when the pellets,835,146.0156152624509,3,2,49,4,44,27,4,10
2308,to the main,836,145.98286805557646,3,1,23,8,28,60,,20
1582,He was indefatigable,837,145.8507179020236,3,2,20,24,12,42,19,20
430,that milk which,838,145.79296696295918,3,1,11,4,28,58,,37
1394,under cover of,839,145.71191902509753,3,2,6,4,103,10,4,10
2410,that Snowball had,839,145.71191902509753,3,2,6,4,103,10,4,10
1430,"understand, but would",841,145.59790213283353,3,1,11,4,88,27,,8
2449,"other pigs, on",841,145.59790213283353,3,1,11,4,88,27,,8
1666,"cent, three hundred",843,145.4907018914165,3,2,6,8,30,58,24,11
1004,better or worse,844,145.47007959256453,3,2,6,9,23,11,4,83
860,it right through,845,145.25960313980306,3,1,23,9,11,11,,83
2123,the flimsy white,846,145.1716984314861,3,2,20,29,15,46,19,8
1879,animals trooped into,847,145.15701763357546,3,1,7,4,100,10,,17
2050,"""Impossible!"" cried Napoleon.",848,145.12163679252077,3,1,18,27,68,14,,10
566,remainder of your,849,145.09079571701326,3,2,23,4,30,20,4,55
2171,and Clover. These,850,145.0718472433576,3,1,49,29,12,11,,37
1959,making sugar on,851,144.79509912991068,3,1,7,8,27,88,,8
1120,the ancient style,852,144.24288059482842,3,1,6,4,30,88,,9
25,"up to bed,",853,144.05211214652286,3,2,6,4,23,88,4,10
2194,"of the field,",854,143.972031520843,3,1,31,12,42,42,,9
2949,our health. Milk,855,143.82465655592134,3,1,20,4,23,60,30,
2009,trying to turn,856,143.7697005047564,3,1,27,4,48,46,,11
1382,the hospital at,857,143.49333880754514,3,1,6,9,23,14,,83
968,"very round cheeks,",858,143.44307073207878,3,2,18,4,68,11,24,9
849,in tremendous unison.,859,143.22177700013503,3,2,49,7,15,42,4,18
2884,"barley, it was",860,143.21084182869959,3,2,6,8,48,60,4,9
179,he saw nothing,861,143.20277191363846,3,2,6,12,11,17,81,8
1934,the duty of,862,143.15633788859762,3,1,11,4,100,10,,11
2245,admiration. Clover warned,863,143.1183083635603,3,1,11,7,48,60,,10
1987,"sheep had returned,",864,143.10973971408728,3,2,7,27,12,14,19,55
48,they should all,865,143.10324054092115,3,2,6,12,15,12,81,9
44,to communicate it,866,143.08686658455412,3,1,6,4,30,60,,36
544,"soul, for the",867,142.97087980465332,3,1,31,7,30,12,,55
2377,"skips, ""a most",868,142.80863659790043,3,2,31,4,11,28,24,36
787,"shall rust forever,",869,142.79228969285435,3,1,6,4,23,66,,36
1069,the late summer,870,142.42193172894812,3,2,6,4,27,66,21,9
2183,point of coming,871,142.13332911451587,3,1,6,4,30,11,,83
2105,"the farmhouse, and",872,142.08546446990843,3,10,20,4,68,35,,
4,Chapter I,873,142.07078099330644,3,2,6,9,12,32,19,55
2708,for further orders,874,141.3962684448369,3,1,7,4,,60,4,60
1343,were edible. For,875,141.32271161308083,3,1,31,24,23,38,,18
637,was taken at,876,141.1599291896481,3,10,24,4,,88,,10
472,lives we lead,877,141.09683206858676,3,2,6,4,23,58,30,11
1785,triumph if the,878,141.07748555274424,3,2,31,9,28,17,30,17
2385,be handed over,879,141.02551674596404,3,1,20,29,30,20,,36
741,memory for generations.,880,140.99827194826725,3,1,49,4,13,58,,9
1821,all day in,881,140.99675063766554,3,2,6,4,88,20,4,10
2860,"dogs, and of",881,140.99675063766554,3,2,6,4,88,20,4,10
1397,But it was,883,140.99303947343952,3,2,22,8,30,20,4,48
152,"came Muriel, the",884,140.9453795624473,3,2,49,4,23,42,4,10
167,a tail to,885,140.90072858247763,3,1,31,8,15,20,,60
291,any animal now,886,140.89488522195134,3,1,7,4,28,11,,83
163,some cynical remark–for,887,140.76395545579143,3,1,15,8,68,34,,9
1158,long tail and,888,140.67739786565576,3,1,22,24,12,38,,37
1019,"county. Indeed, he",889,140.56183848407122,3,2,23,24,44,20,4,17
2360,"any purpose."" Frightened",890,140.50006669108936,3,1,24,29,30,42,,8
1705,be a difficult,891,140.4809512860968,3,1,49,4,12,58,,9
1955,He took his,892,140.42759351453532,3,1,6,7,15,88,,17
2986,the sheep burst,893,140.42555819457843,3,2,6,4,88,12,4,18
1190,under cover of,894,140.41331235442954,3,2,18,12,44,46,4,8
2197,had been disinterred,894,140.41331235442954,3,2,18,12,44,46,4,8
451,"Clover, where are",896,140.31919677426004,3,1,6,4,30,12,81,
1132,"for animals, and",897,140.2810174729452,3,1,15,12,68,17,,22
591,all lies. Man,898,140.15959081149555,3,2,7,4,12,17,81,11
701,dream to you.,899,140.1391562618552,3,2,6,8,27,58,24,8
925,that it was,900,140.09468667388182,3,2,7,7,30,66,4,18
2030,that these orders,901,140.06047838017517,3,1,6,27,,60,30,10
828,they had begun,902,139.96838759992144,3,1,6,4,27,58,,37
1064,utter before. At,903,139.91717148747418,3,2,23,24,58,11,4,11
2380,set forth his,904,139.8802210990672,3,1,15,4,11,42,,60
225,"white mane, hoping",905,139.81025457269934,3,10,6,4,103,11,,
1531,hated it more,906,139.8086146429671,3,2,6,27,23,29,24,22
2555,to break up,906,139.8086146429671,3,2,6,27,23,29,24,22
2837,the air was,908,139.6829265023239,3,2,6,4,73,11,19,18
200,wandering from side,909,139.63310314915162,3,1,20,4,28,58,,22
1452,on Sunday mornings,910,139.53231318018064,3,2,22,8,12,14,19,55
1254,Fifth Commandment was,911,139.52874061156365,3,1,7,12,73,32,,9
2265,"of twig, and",911,139.52874061156365,3,1,7,12,73,32,,9
969,"twinkling eyes, nimble",913,139.4052566778377,3,1,7,4,103,10,,8
1740,as to the,914,139.34225261072794,3,1,6,4,73,27,,22
230,of all came,915,138.84453592737339,3,2,6,4,58,28,24,9
1098,"close quarters, lashed",916,138.56932180791344,3,2,18,24,30,32,19,8
1442,"a new decoration,",917,138.39788295497195,3,1,11,4,48,58,,10
1571,to learning the,918,138.33425783980857,3,2,11,12,44,35,19,9
2398,was to find,919,138.18420604096883,3,1,6,7,23,11,,83
2539,the front of,920,138.0835093298299,3,1,11,9,12,88,,10
2896,"Sixth Commandment, and",921,138.01423984135747,3,2,6,12,23,60,21,8
49,meet in the,922,137.77187258409305,3,1,22,4,30,38,,36
282,thought as I,923,137.68487624958627,3,2,15,4,23,58,19,9
1368,late he had,924,137.65076715178424,3,2,31,4,30,34,21,10
2384,the majority by,924,137.65076715178424,3,2,31,4,30,34,21,10
2959,in late February,926,137.59482187731487,3,1,20,4,30,17,,60
2919,him round to,927,137.4784379068654,3,10,7,4,100,12,,
972,was a brilliant,928,137.45687818893137,3,2,15,4,23,32,19,36
3,First Published 1945,929,137.44178282591102,3,1,7,4,11,11,96,
1256,were so clever,930,137.43597339859036,3,2,7,24,12,27,4,55
2871,sown with roots,931,137.4004630990646,3,1,6,9,44,11,,60
2656,"example, Squealer told",932,137.36848885594625,3,1,6,27,11,66,19,
1179,"dripping. ""War is",933,137.27165867221706,3,1,22,24,13,11,,60
1971,learning too much,934,137.18684576092826,3,1,31,7,24,20,,48
1055,"bicycle, flung it",935,137.15564304858046,3,2,6,24,48,14,19,17
467,have you ever,936,137.12273600808115,3,2,31,7,58,17,4,11
941,was breeding up,937,137.0651547705614,3,2,6,9,30,20,4,60
915,did not know,938,137.0133933924723,3,1,24,4,30,35,,37
1931,Except for Mollie,939,136.85152300255928,3,2,15,4,24,11,19,55
1897,the animals broke,940,136.75046124316165,3,2,18,9,48,38,4,10
2855,"heroic days, the",941,136.7280752429517,3,2,24,29,28,17,21,9
2600,Whymper visited the,942,136.71088121643194,3,2,11,12,44,34,19,9
2813,to say. It,943,136.66683996161473,3,2,6,4,24,28,30,37
1499,him. He carried,944,136.63646656485048,3,2,18,9,30,11,4,55
2413,were dismayed by,945,136.60870365326664,3,2,22,9,30,14,4,48
1154,"never been passed,",946,136.58408762802028,3,2,6,24,23,46,19,10
2820,The four young,947,136.46023481417203,3,1,6,4,23,66,30,
1517,"stupider animals, such",948,136.41419730531015,3,1,11,8,12,88,,10
2287,"stunned, was sprawling",949,136.39056665798873,3,10,6,4,23,88,,
193,had just lain,950,136.3793553036766,3,1,18,12,12,32,,55
1983,they were toppled,951,136.2621655243973,3,2,7,4,68,20,19,10
2330,as soon as,952,136.2296052972779,3,2,6,9,27,46,21,18
525,it not crystal,953,136.22822245912738,3,2,27,9,58,11,4,18
1371,about that all,954,136.1871191454926,3,1,20,8,68,14,19,
1581,which should be,955,136.1457115761069,3,1,6,4,42,28,,48
1791,Do you not,956,136.08296860718147,3,1,15,4,15,58,,37
1377,"great hoof, and",957,135.97690330799446,3,1,18,24,23,28,,36
1565,torn to pieces,958,135.8980690593708,3,2,31,4,30,38,4,20
269,be with you,959,135.77535341215716,3,1,7,4,,58,4,55
1434,the animals did,960,135.7665005769201,3,2,31,7,27,20,24,17
1110,up and Beasts,961,135.74947009079312,3,2,11,27,13,17,4,55
1832,The field beyond,962,135.7311510745449,3,1,6,8,44,11,,60
2568,his hoof at,963,135.65024713010453,3,2,7,9,58,12,4,37
2168,"stick, but every",964,135.63307502186584,3,1,31,9,11,17,,60
835,"of the words,",965,135.62437038027528,3,1,24,9,12,46,,37
415,our dung fertilises,966,135.56496816117064,3,2,23,12,15,20,21,37
112,the pigs and,967,135.4203214178045,3,1,27,9,13,42,,37
2824,been at fault.,968,135.3022556966147,3,1,31,7,28,32,30,
126,was a stout,969,135.11078399677942,3,2,22,9,30,10,19,36
2387,"came Napoleon himself,",970,134.78876554556538,3,1,20,9,68,11,19,
2929,words to express,971,134.7585308443546,3,1,24,8,15,60,,22
1822,"been, and food",972,134.73960048264772,3,1,11,27,30,42,,17
1317,any food by,973,134.56029327275817,3,2,6,8,27,46,21,18
2331,"been examined. ""There",974,134.53080430806116,3,2,6,4,48,11,21,36
45,to the other,975,134.46299254201801,3,1,15,4,12,88,,8
197,"their mother, filed",976,134.4436634800662,3,2,18,4,30,46,19,8
1163,drawing-room. It was,977,134.26624333612406,3,1,31,8,11,17,,60
1478,was in season,978,134.1871862304848,3,1,6,24,48,32,,17
185,of them usually,979,134.03021125074318,3,1,22,4,11,29,,60
1543,known that Napoleon,980,133.9809351055848,3,2,7,8,58,12,4,37
2530,of newspaper which,981,133.94971667661716,3,2,49,8,44,10,4,11
1863,"against beds, went",982,133.94012417934596,3,1,20,4,15,66,,22
613,suddenly caught sight,983,133.6565813684929,3,2,23,4,28,35,24,10
1922,have your lower,984,133.59795343448135,3,1,20,4,68,17,,17
2074,comrades and that,985,133.5327788904481,3,2,15,7,68,20,4,11
660,goes upon four,986,133.5054650463869,3,1,6,12,23,66,19,
2779,found that she,987,133.43420113332897,3,1,22,8,42,42,,11
2292,of licence and,988,133.42378784903048,3,2,11,8,73,20,4,10
42,on the previous,989,133.3466392839443,3,2,11,4,11,58,30,10
678,"alcohol, or smoke",990,133.31352748309416,3,2,20,4,28,17,19,37
154,"Benjamin, the donkey.",991,133.30413639024155,3,2,7,7,13,58,4,36
156,oldest animal on,992,133.11845209741256,3,2,15,8,58,11,24,8
1977,effect of promoting,993,133.11221142768846,3,2,24,4,12,58,4,22
2304,of something more,994,133.04731680210944,3,2,11,4,42,27,30,10
1639,"spinney, the drinking",995,133.03843790306334,3,1,11,24,11,32,,48
1901,a sheep confessed,996,132.99305794065944,3,2,6,27,42,27,4,17
2306,their meals in,997,132.92269066830895,3,1,31,29,30,17,19,
2454,harvest is more,998,132.8818618260178,3,1,31,29,27,14,24,
452,those four foals,999,132.87967945887462,3,2,7,7,23,28,4,55
2501,farmhouse. That was,1000,132.5848960072955,3,2,20,4,44,17,30,10
2585,Jones from the,1001,132.43004804187487,3,1,27,4,42,42,,9
1024,All the men,1002,132.3822561374881,3,2,6,4,11,88,4,10
691,brothers. No animal,1003,132.3720047024639,3,1,6,9,12,88,,9
2836,capitulated and went,1004,132.27991329219674,3,1,11,29,48,17,,20
1083,farm. A deputation,1005,132.2545059629932,3,2,6,7,12,42,19,37
305,given just so,1006,132.14960530597807,3,1,6,4,68,10,,37
417,there is not,1007,132.13418020293187,3,2,24,4,68,14,4,9
1711,might expect to,1008,132.11994520475287,3,2,15,4,27,38,21,18
497,the block within,1009,132.11312443395565,3,2,7,4,11,88,4,9
2341,to demand a,1010,132.1028416028416,3,10,31,7,13,66,,
1042,of dogs but,1011,132.07426468034734,3,1,6,24,48,11,,36
1790,flies out of,1012,131.992203083486,3,2,20,9,12,42,19,20
873,in the yard.,1013,131.96192308050055,3,2,23,4,27,17,4,48
1337,sheep to follow,1014,131.94555316188135,3,2,24,24,30,10,19,17
2395,would pay for,1015,131.93807097194284,3,2,6,12,11,29,30,36
1032,"Napoleon, was only",1016,131.7629005899942,3,2,20,4,28,38,24,8
238,she purred contentedly,1017,131.6529432703052,3,2,20,12,30,46,4,11
374,is stolen from,1018,131.4899203458646,3,2,27,12,30,17,30,8
2372,first blow took,1019,131.3917678327993,3,1,24,9,30,42,19,
1208,"breakfast, and then",1020,131.3133581675577,3,1,6,24,30,17,,48
1903,on Sundays. The,1021,131.25870315765818,3,2,6,9,24,20,4,60
1514,had hoped and,1022,131.1469301985991,3,2,6,9,24,11,24,48
825,wildest excitement. Almost,1023,130.92167504015706,3,2,20,9,28,35,19,10
2393,watered silk dress,1024,130.74925641410027,3,1,18,4,23,42,,36
2913,"expulsion of Jones,",1025,130.7489510436723,3,1,6,7,23,66,21,
1618,all flung down,1026,130.53226630740244,3,1,15,12,68,11,,17
209,"foreleg, and the",1027,130.4725439321832,3,2,6,12,15,58,21,10
759,"voice was hoarse,",1028,130.43985582403877,3,2,11,9,58,29,4,10
1709,listened first to,1029,130.36791551612222,3,1,20,8,30,10,,55
1508,enemy was running,1030,130.3654410741881,3,2,49,4,44,10,4,11
2918,his own shoulders.,1031,130.36136442903472,3,1,24,4,23,35,,37
557,as surely as,1032,130.35032130517897,3,2,6,4,12,58,30,11
450,"men. And you,",1033,130.29424520202693,3,2,6,4,12,20,24,55
606,four large rats,1034,130.28377101991012,3,2,7,4,58,20,24,8
537,own. Almost overnight,1035,130.03616209279642,3,1,27,4,11,58,,22
2696,"about the muzzle,",1036,129.99498907524006,3,2,6,4,88,11,4,8
2147,had killed another,1037,129.85079568294447,3,1,31,8,12,35,,37
1281,things being done,1038,129.83951224660143,3,2,11,4,73,20,4,10
633,I propose this,1039,129.77175156516932,3,2,7,4,23,58,21,8
2580,the momentary awkwardness,1040,129.69233798529513,3,10,6,9,88,11,,
2996,The wheat crop,1041,129.56850209082148,3,10,7,8,12,88,,
2726,"farmhouse, was in",1042,129.38035914773204,3,2,24,29,12,42,4,10
1712,two days' less,1043,129.31774603033946,3,2,18,7,42,11,24,18
496,lives out at,1044,129.06398768764254,3,2,20,4,12,17,19,48
2944,the little knoll,1045,129.01723601552877,3,2,6,7,24,20,4,60
2535,they could have,1046,128.96097890858042,3,2,6,7,27,66,4,10
2536,the yard of,1047,128.9054630564697,3,2,6,7,24,11,24,48
1185,upon Frederick. When,1048,128.87040664417245,3,1,27,4,15,58,,17
1167,"engage in trade,",1049,128.84111202818414,3,1,23,4,73,11,,10
1279,learn that even,1050,128.78699576271606,3,2,23,4,48,17,19,9
2290,pigs were given,1050,128.78699576271606,3,2,23,4,48,17,19,9
2062,"the farm, until",1052,128.5921692864527,3,1,11,4,44,42,,20
671,adopt his vices.,1053,128.5153093397626,3,1,18,9,12,34,,48
1635,terror of the,1053,128.5153093397626,3,1,18,9,12,34,,48
2910,ever. There were,1055,128.49870246122038,3,10,15,9,30,60,,
739,ago and have,1056,128.4761829107909,3,1,20,4,28,58,,10
996,"asleep, they held",1057,128.3648768198952,3,2,7,9,30,34,30,11
86,wise and benevolent,1058,128.31963836730327,3,10,27,4,68,14,,
1413,had almost faded,1059,128.27294821066033,3,2,22,8,13,38,21,17
2527,with windfalls. The,1060,128.2264088735346,3,1,6,29,30,46,,9
519,"old and toothless,",1061,128.0195818556153,3,1,27,4,58,27,4,
713,"little pig, my",1062,127.96384954120073,3,1,15,12,30,28,,36
1998,of Animalism to,1063,127.93981203876977,3,1,20,4,44,42,,10
2261,"in his mouth–no,",1064,127.88638169294231,3,1,6,9,58,10,,37
2335,Man His Own,1065,127.65834392724874,3,1,7,8,48,10,,48
1509,a hard worker,1066,127.57820460902244,3,1,31,27,30,12,,20
2436,All these rumours,1067,127.56122257900773,3,2,6,4,12,60,19,18
1799,round and round,1068,127.40829559637429,3,1,24,9,23,46,,17
2523,shock that Snowball's,1069,127.30889563252354,3,1,6,4,11,88,,10
1658,more beautiful in,1070,127.18040663484469,3,1,20,4,28,12,,55
1011,"and, when the",1071,127.15955763896783,3,1,7,9,73,20,,11
361,hundreds of sheep–and,1072,127.15945247634745,3,2,11,8,15,58,19,8
1555,take it in.,1073,127.15215095145149,3,1,11,24,30,46,,9
2623,should be poisoned.,1074,126.89124576524519,3,1,31,7,30,42,,9
426,have you given,1075,126.83749697308045,3,2,22,9,13,58,4,11
2216,little twinkling eyes.,1076,126.81668219373344,3,1,6,4,30,32,,48
286,may say that,1077,126.80713043125235,3,1,27,4,13,20,,55
573,future generations shall,1078,126.70646757440974,3,2,27,7,12,58,4,10
111,lay down behind,1079,126.62343485456582,3,2,11,9,13,42,21,22
151,After the horses,1080,126.59810870324199,3,2,6,12,30,38,21,11
2048,made all the,1081,126.55814839294439,3,2,6,29,48,20,4,11
1450,four pigs as,1082,126.47708888498352,3,2,20,24,27,35,4,8
1569,Every mouthful of,1083,126.41432431569028,3,2,15,4,48,14,19,17
1923,crate at the,1084,126.4010147016531,3,1,27,4,42,35,,10
1484,is to preserve,1085,126.2860305482623,3,2,7,4,42,28,19,17
2666,The blackbirds whistled,1086,126.2738421976332,3,1,18,7,12,34,,48
2161,lumbering trot and,1087,126.02537817726389,3,10,6,29,42,34,,
1654,and reared privately.,1088,125.91444179372208,3,2,11,27,24,17,21,18
1516,"was, as Squealer",1089,125.83423740958688,3,2,6,4,58,17,21,11
1112,"somebody, and tell",1090,125.83294662734595,3,2,20,24,23,14,19,17
653,remember always your,1091,125.83089973624442,3,1,15,4,12,66,21,
2546,only a moment,1092,125.6186139579108,3,1,6,4,73,27,,8
2686,"was green, Snowball",1093,125.6119614549441,3,2,11,27,24,17,21,18
1335,except a single,1094,125.50388487720464,3,2,31,9,44,11,4,17
116,"and Clover, came",1095,125.4104096107552,3,2,11,12,15,20,4,55
1206,"In sheer malignity,",1096,125.38013444374447,3,2,7,4,30,46,21,9
1264,Until now the,1097,125.37452111756836,3,1,11,27,27,35,,17
1426,of them would,1098,125.29527169340895,3,1,6,24,42,28,,18
1365,Mr. Frederick of,1099,125.06793044166892,3,1,6,4,73,17,,18
2861,the potato crop,1100,125.05668545291186,3,10,11,27,30,42,,
1515,of the Cowshed.,1101,125.05665240347322,3,1,27,12,30,27,,22
2537,and two geese,1101,125.05665240347322,3,1,27,12,30,27,,22
2515,Mr. Pilkington of,1103,124.94746537608604,3,2,23,8,44,10,24,8
1227,"was still recent,",1104,124.91809049683845,3,1,7,7,73,20,,11
851,"it, the dogs",1105,124.91300745835876,3,1,31,7,13,58,,8
1342,"boots, were too",1106,124.88770461636429,3,2,11,8,28,42,19,8
1825,"and, without speaking,",1107,124.88195232728079,3,1,23,9,27,10,,48
1364,"There, round the",1108,124.80085601970212,3,1,15,4,11,27,,60
882,darkness. The pellets,1109,124.79419846909066,3,1,7,4,23,28,,55
2965,called the Manor,1110,124.77763807827647,3,1,27,4,42,34,,10
2559,for any commercial,1111,124.76745067697081,3,2,31,4,24,42,4,11
2381,down as though,1112,124.76545010289094,3,1,6,4,73,17,,18
2992,this moment Napoleon,1113,124.70828625585435,3,1,23,29,15,14,,37
31,out there was,1114,124.69175501415832,3,2,23,7,58,14,4,9
1720,was much the,1115,124.61922185632844,3,2,31,24,12,20,19,10
304,"born, we are",1116,124.5696030078997,3,2,20,4,23,17,4,48
845,"few preliminary tries,",1117,124.5118615551601,3,1,6,4,30,60,,18
404,the animals. He,1118,124.51167706967209,3,2,11,4,28,32,30,11
2753,drank from the,1119,124.4516222574943,3,2,20,8,12,42,24,9
2611,in another part,1120,124.30414403346474,3,2,20,4,12,35,24,20
1088,such titles as,1121,124.28884201703069,3,1,31,8,44,17,,17
125,the straw. Clover,1122,124.08053988006644,3,2,23,7,12,46,19,8
79,beam. He was,1123,124.07292286182373,3,2,20,12,12,58,4,9
2698,and all the,1124,124.05077021845723,3,2,6,9,30,35,24,11
1584,They continued to,1125,123.98065901621266,3,2,22,7,13,60,4,9
2935,for every successful,1126,123.89297481122419,3,1,20,12,30,34,,22
293,about this that,1127,123.70078087371137,3,2,23,4,30,17,19,22
1309,situation was quite,1128,123.69289507287534,3,1,27,8,13,60,,9
2035,struck Clover. Without,1129,123.63813566939744,3,2,6,27,30,10,24,18
2964,sign that his,1130,123.61255806596753,3,10,20,4,68,17,,
2680,was smoothed over.,1131,123.56947057626968,3,1,15,4,30,60,,8
1138,took them up,1132,123.5579250033659,3,2,24,4,44,11,24,8
2143,begin the hay,1132,123.5579250033659,3,2,24,4,44,11,24,8
1080,for Jones. Jones,1134,123.55074961429115,3,1,11,24,12,58,,11
33,a fluttering all,1135,123.47809796092922,3,2,20,4,15,38,30,8
1734,"comrade, the mighty",1136,123.45853770177206,3,1,20,27,48,11,,10
2771,have done. The,1136,123.45853770177206,3,1,20,27,48,11,,10
1118,upon their tormentors.,1138,123.45224141791142,3,2,20,7,15,46,19,8
1047,the ground that,1139,123.39156707510256,3,2,6,7,48,38,4,11
1166,"them. And so,",1140,123.35239022978296,3,1,49,7,12,11,,37
2041,the farm buildings,1141,123.30937083748505,3,2,11,4,13,42,24,20
50,big barn as,1142,123.24571216364549,3,2,24,7,30,38,4,11
879,fly a charge,1143,123.21407347812632,3,2,23,8,12,58,4,9
1786,"as clothes, which",1144,123.10843358873574,3,1,24,9,23,11,,48
841,entire song by,1145,123.0685461871703,3,2,11,4,23,17,4,55
249,the back door.,1146,123.03500658559696,3,2,27,4,23,38,4,18
1012,rest for ever,1147,123.02625448655276,3,1,22,12,44,20,,17
