ID,Name,Rank,Rarity_Score,Attributes,Background,Clothes,Degen Level,Ear rings,Eyes,Fur color,Head,Hood,Legendary,Mouth,Mutation,Nose piercing,Object,Tattoo
268,Degen Fox #268,1097,223.1539363865,9,City red,T-shirt blue,Noob,5,5,red,Hair05 yellow,,,8,,,Rose,
1719,Degen Fox #1719,1098,223.0960019271,9,Party blue,Suit Black,Noob,2,04 blue,pink,Hair07 violet,,,2,,,Wine,
2676,Degen Fox #2676,1099,223.0645283871,8,Moon violet,Shirt short sleeve red,Noob,,08 sapphire,red,Cowboy hat pink,,,1,,,Rose,
3522,Degen Fox #3522,1100,223.0513454117,7,Bridge blue,T-shirt chips,Noob,,08 emerald,green,Cowboy hat pink,,,10,,,,
1657,Degen Fox #1657,1101,223.0059445617,7,Basic red,Bomber03,Noob,,01 green,Red tiger,Hair04 white,,,2,,,,
1519,Degen Fox #1519,1102,222.9172212818,9,Bridge violet,Shirt sculls,Noob,5,04 green,black,Hair06,,,2,,,Martini,
1163,Degen Fox #1163,1103,222.6759793692,8,City red,Jacket red,Noob,,05 spyral,red,Cylinder Hat,,,1,,5,,
2020,Degen Fox #2020,1104,222.6393337487,7,City blue,Golden vest,Noob,,08 btc,Red tiger,Hair01 pink,,,8,,,,
788,Degen Fox #788,1105,222.5980165205,6,Rays green,T-shirt Web,Noob,,Dollar glasses,red,,,,04 rainbow,,,,
4232,Degen Fox #4232,1106,222.5933833261,9,Bridge violet,Hawaii flowers,Noob,2,7,Red tiger,Hair02 grey,,,15 bored,,1,,
36,Degen Fox #36,1107,222.4224527134,8,City red,No sleeve black,Noob,,03 red,pink,Brain,,,04 rainbow,,,,2
290,Degen Fox #290,1108,222.3135446689,8,Basic red,Bomber02,Noob,,7,Red tiger,Hair05 blue,,,05 no tooth,,,Martini,
868,Degen Fox #868,1109,222.3070482265,8,Rays blue,Hoodie + hood 01,Noob,,03 red,Color,,Hood 01,,12,,1,,
3011,Degen Fox #3011,1110,222.2975218665,9,Bridge violet,T-shirt Web,Noob,3,02 blue,red,Hair02 grey,,,15 bored,,,Martini,
3035,Degen Fox #3035,1111,222.2396322648,7,Moon blue,Suit tartan,Noob,,08 sapphire,white,Hair08 blue,,,8,,,,
1897,Degen Fox #1897,1112,222.1465802304,9,Rays blue,T-shirt pink,Noob,4,02 color,Red tiger,Hair02 violet,,,8,,,Rose,
1147,Degen Fox #1147,1113,222.1302981954,9,Rays blue,No sleeve white,Noob,2,04 green,pink,Hair05 blue,,,2,,,Rose,
1754,Degen Fox #1754,1114,222.1061595485,7,Basic green,Bomber01,Noob,,08 dollar,Red tiger,,,,9,,4,,
2884,Degen Fox #2884,1115,222.0030429889,9,City blue,Hoodie berry,Noob,,7,white,Hair04 white,,,2,,4,Wine,
1130,Degen Fox #1130,1116,221.9086424152,7,City blue,Shirt short sleeve red,Noob,,04 green,red,WGMI,,,11 pipe,,,,
1980,Degen Fox #1980,1117,221.8723866185,7,Rays blue,T-shirt Eagle,Noob,,08 diamond,red,,,,14 candy,,,,2
4193,Degen Fox #4193,1118,221.8699360427,8,Basic blue,Jacket brown,Noob,,08 tezos,black,Cylinder Hat,,,10,,,Rose,
3490,Degen Fox #3490,1119,221.859247567,8,Rays red,Jacket black,Noob,,08 tezos,white,Knitted hat,,,8,,,Short,
3537,Degen Fox #3537,1120,221.8029995513,7,Moon violet,Shirt short sleeve red,Noob,,08 sapphire,violet,Cylinder Hat,,,14 candy,,,,
4323,Degen Fox #4323,1121,221.7694656111,7,Basic blue,T-shirt white,Noob,,04 green,pink,Hair08 red,,,7,,,,
305,Degen Fox #305,1122,221.7496127182,7,Moon violet,Hoodie + hood 02,Noob,,03 lazer,red,,Hood 03,,8,,,,
1375,Degen Fox #1375,1123,221.7043185189,8,Bridge blue,T-shirt Web,Noob,,05 spyral,pink,Knitted hat,,,1,,,Rose,
980,Degen Fox #980,1124,221.6893520547,7,Bridge violet,Suit Black,Noob,1,08 diamond,Red tiger,,,,14 candy,,,,
2753,Degen Fox #2753,1125,221.6621153135,7,Bridge violet,Hawaii flowers,Noob,,08 dollar,pink,Hair02 grey,,,12,,,,
2692,Degen Fox #2692,1126,221.6207275796,7,Moon blue,Classic Vest red,Noob,,03 lazer,red,HeadPhones,,,8,,,,
1790,Degen Fox #1790,1127,221.6190935857,8,Bridge blue,T-shirt white,Noob,,03 red,green,Brain,,,15 bored,,,,2
1955,Degen Fox #1955,1128,221.4876522191,9,Moon blue,T-shirt blue,Noob,4,03 green,pink,Hair06 violet,,,1,,,Wine,
4166,Degen Fox #4166,1129,221.4694877153,7,City blue,T-shirt chips,Noob,,01 green,violet,Helmet,,,3,,,,
2564,Degen Fox #2564,1130,221.4528512609,7,Bridge yellow,Shirt yellow,Noob,,08 dollar,black,Cylinder Hat,,,6,,,,
4181,Degen Fox #4181,1131,221.4418988138,8,Party blue,T-shirt white,Noob,,04 green,red,Hair07 blue,,,2,,,,wing
3944,Degen Fox #3944,1132,221.4337734574,7,Rays green,Hoodie berry,Noob,,08 diamond,Color,,,,6,,4,,
1254,Degen Fox #1254,1133,221.3733151091,8,Bridge yellow,T-shirt cards,Noob,,08 btc,Red tiger,Cowboy hat,,,12,,,Rose,
1583,Degen Fox #1583,1134,221.2840311187,7,Bridge yellow,Suit tartan,Noob,,05 hearts,Color,Panama hat,,,2,,,,
2102,Degen Fox #2102,1135,221.2695384382,6,Party red,Bomber01,Noob,,Pineapple glasses,green,,,,8,,,,
1617,Degen Fox #1617,1136,221.2486133139,8,Bridge violet,Hoodie + hood 03,Noob,,01 green,red,,Hood 03,,2,,,Short,
861,Degen Fox #861,1137,221.2348375801,8,Bridge yellow,Hoodie + hood 02,Noob,,04 blue,violet,,Hood 02,,8,,2,,
2018,Degen Fox #2018,1138,221.1870031767,8,Bridge violet,Shirt yellow,Noob,,08 diamond,red,Cowboy hat,,,12,,2,,
2806,Degen Fox #2806,1139,221.0715885369,7,Party red,Fur coat pink,Noob,,08 diamond,red,Hair04 white,,,2,,,,
1520,Degen Fox #1520,1140,220.912261629,8,Basic red,Hoodie golden,Noob,2,04 green,red,Hair05 yellow,,,7,,,,
1339,Degen Fox #1339,1141,220.892529797,9,Moon blue,Hoodie berry,Noob,1,04 green,green,Hair02 violet,,,10,,,Rose,
2491,Degen Fox #2491,1142,220.8815113774,7,Rays blue,Classic Vest,Noob,,Nerdy glasses,white,Knitted hat,,,2,,,,
490,Degen Fox #490,1143,220.7964011872,8,Basic green,T-shirt cards,Noob,2,01 green,Red tiger,,,,12,,4,,
193,Degen Fox #193,1144,220.7941319984,7,Rays red,Suit Black,Noob,,03 green,Color,WGMI,,,15 bored,,,,
3140,Degen Fox #3140,1145,220.7790288348,7,City blue,T-shirt Eagle,Noob,,08 onyx,Red tiger,Hair01 pink,,,8,,,,
1711,Degen Fox #1711,1146,220.7320562213,8,Rays red,T-shirt chips,Noob,,03 red,pink,Hair04 white,,,10,,,,2
2619,Degen Fox #2619,1147,220.6501093089,8,Basic green,Hoodie + hood 01,Noob,,03 red,green,,Hood 01,,2,,2,,
2759,Degen Fox #2759,1148,220.620038048,7,Moon violet,No sleeve white,Noob,,04 yellow,Red tiger,Hair06 violet,,,7,,,,
3575,Degen Fox #3575,1149,220.4770784997,7,Bridge violet,Turtleneck black,Noob,3,08 sapphire,red,,,,13 cigar,,,,
1415,Degen Fox #1415,1150,220.3667091025,8,Basic green,T-shirt cards,Noob,,08 sapphire,Red tiger,Cylinder Hat,,,04 rainbow,,,Rose,
1891,Degen Fox #1891,1151,220.2845251599,9,Party blue,Hawaii flowers,Noob,5,02 blue,Red tiger,Hair06,,,2,,4,,
2828,Degen Fox #2828,1152,220.2727697657,7,Bridge blue,Shirt short sleeve,Noob,,Heart glasses,Color,Knitted hat,,,1,,,,
3110,Degen Fox #3110,1153,220.1943059598,9,City red,Golden vest,Noob,,04 yellow,red,Panama hat green,,,9,,4,Short,
1011,Degen Fox #1011,1154,220.1430839352,7,Rays green,Jacket red,Noob,,Dollar glasses,pink,Cylinder Hat,,,8,,,,
434,Degen Fox #434,1155,220.1090551801,7,Basic blue,Jacket brown,Noob,5,08 onyx,green,,,,2,,,,
1848,Degen Fox #1848,1156,220.1015922848,7,Bridge violet,Jacket brown,Noob,,01 green,white,Cowboy hat pink,,,6,,,,
1702,Degen Fox #1702,1157,220.0577519127,7,Moon blue,Hawaii trees,Noob,,08 onyx,red,Hair02 grey,,,2,,,,
181,Degen Fox #181,1158,220.0287339696,8,Basic green,T-shirt blue,Noob,,02 color,green,Panama hat,,,10,,,,wing
1441,Degen Fox #1441,1159,219.9805563901,6,City blue,Fur coat leopard,Noob,,05 hearts,Color,,,,15 bored,,,,
841,Degen Fox #841,1160,219.9399652593,9,Rays red,T-shirt Eagle,Noob,2,03 green,green,Hair05 yellow,,,1,,4,,
2048,Degen Fox #2048,1161,219.8172004962,8,Rays blue,Fur coat leopard,Noob,,5,white,Hair05 blue,,,14 candy,,,Short,
2471,Degen Fox #2471,1162,219.7805438291,8,City red,Jacket red,Noob,,03 red,black,Hair01 orange,,,6,,,Short,
3180,Degen Fox #3180,1163,219.7645894882,6,Moon violet,Suit tartan,Noob,,Pineapple glasses,red,,,,9,,,,
3323,Degen Fox #3323,1164,219.7076536706,7,Bridge violet,Bulletproof pink,Noob,,01 green,red,Helmet,,,11 pipe,,,,
3163,Degen Fox #3163,1165,219.6697365528,9,Bridge blue,Shirt short sleeve,Noob,,02 color,green snake,Cowboy hat pink,,,3,,5,Rose,
1360,Degen Fox #1360,1166,219.6341582922,9,Basic red,Black,Noob,1,03 green,red,,,,05 no tooth,,5,Wine,
3089,Degen Fox #3089,1167,219.6255842788,9,Rays blue,Classic Vest red,Noob,2,04 blue,black,Hair06 violet,,,1,,,Rose,
687,Degen Fox #687,1168,219.5928493914,8,Party red,T-shirt Eagle,Noob,2,02 blue,black,Hair08 red,,,9,,,,
4115,Degen Fox #4115,1169,219.5882298348,9,Rays blue,Shirt short sleeve red,Noob,2,04 green,green,Hair01 pink,,,1,,,Martini,
1071,Degen Fox #1071,1170,219.464760073,7,Moon blue,Shirt roses,Noob,,03 lazer,pink,Helmet,,,9,,,,
3420,Degen Fox #3420,1171,219.4509902081,8,Basic green,Bathrobe 01,Noob,,04 yellow,green snake,HeadPhones,,,11 pipe,,5,,
3749,Degen Fox #3749,1172,219.4001487244,7,City blue,Suit Pineapple,Noob,,01 green,green snake,Hair04 black,,,8,,,,
1769,Degen Fox #1769,1173,219.3901737827,7,Bridge blue,Suit stripes,Noob,,01 blue,green,Hair08 red,,,12,,,,
122,Degen Fox #122,1174,219.3418953078,8,Moon violet,T-shirt Spots,Noob,,08 sapphire,green,Cylinder Hat,,,8,,4,,
2810,Degen Fox #2810,1175,219.2067455813,9,Rays blue,Hoodie + hood 03,Noob,,7,black,,Hood 03,,10,,1,Martini,
2203,Degen Fox #2203,1176,219.1791163641,7,Basic green,Jacket black,Noob,,05 hearts,Red tiger,Helmet,,,1,,,,
3538,Degen Fox #3538,1177,219.1510864621,9,Moon violet,T-shirt candles,Noob,4,04 blue,Red tiger,Hair06,,,8,,4,,
2727,Degen Fox #2727,1178,219.1331987212,7,Rays blue,Bulletproof,Noob,,Nerdy glasses,red,Knitted hat,,,8,,,,
1316,Degen Fox #1316,1179,219.1021826112,7,Rays blue,T-shirt casino,Noob,,05 spyral,Red tiger,Cylinder Hat,,,05 no tooth,,,,
2459,Degen Fox #2459,1180,218.9879481438,8,City red,T-shirt EYES,Noob,,08 dollar,white,Cowboy hat,,,10,,1,,
1004,Degen Fox #1004,1181,218.9216292176,8,Party red,Jacket black,Noob,,02 blue,Red tiger,Hair06,,,11 pipe,,4,,
1228,Degen Fox #1228,1182,218.9186296173,7,Party red,T-shirt cards,Noob,,08 sapphire,green,Cowboy hat,,,9,,,,
3348,Degen Fox #3348,1183,218.911324243,7,Basic green,Bathrobe 01,Noob,,03 red,white,Hair02 grey,,,7,,,,
2136,Degen Fox #2136,1184,218.8915936956,7,City blue,Classic Vest,Noob,,08 emerald,green,Brain,,,8,,,,
3701,Degen Fox #3701,1185,218.8744579736,8,Rays blue,Shirt roses,Noob,3,04 yellow,violet,Hair01 pink,,,12,,,,
510,Degen Fox #510,1186,218.8430038755,8,Party red,Golden vest,Noob,3,04 green,violet,Hair06,,,12,,,,
1187,Degen Fox #1187,1187,218.8000828501,8,Bridge yellow,Classic Vest red,Noob,,08 emerald,Red tiger,Knitted hat,,,15 bored,,1,,
41,Degen Fox #41,1188,218.7569140913,7,Basic green,Suit Black,Noob,,04 blue,green snake,Construction helmet,,,6,,,,
277,Degen Fox #277,1189,218.7298511085,8,Rays red,Hoodie + hood 01,Noob,,04 blue,violet,,Hood 01,,8,,,Wine,
4120,Degen Fox #4120,1190,218.5967603322,7,Basic red,Hoodie + hood 03,Noob,,03 red,violet,,Hood 02,,14 candy,,,,
2302,Degen Fox #2302,1191,218.5307021755,7,Party blue,Hoodie stripes,Noob,,03 green,Color,Hair01 orange,,,7,,,,
2000,Degen Fox #2000,1192,218.463221592,7,Bridge yellow,Hawaii Tommy,Noob,,08 ruby,pink,Hair04 black,,,1,,,,
355,Degen Fox #355,1193,218.4504669189,7,Rays blue,T-shirt flipit,Noob,,08 lazer,pink,,,,2,,,Short,
3792,Degen Fox #3792,1194,218.3770180281,7,Basic blue,Suit Pineapple,Noob,,05 spyral,pink,Helmet,,,12,,,,
547,Degen Fox #547,1195,218.2944169338,7,Rays green,T-shirt cards,Noob,,08 dollar,red,Hair01 pink,,,8,,,,
3474,Degen Fox #3474,1196,218.2848208895,7,Bridge yellow,Suit tartan,Noob,,08 onyx,white,Cylinder Hat,,,11 pipe,,,,
1720,Degen Fox #1720,1197,218.2010422336,8,Party red,Bomber01,Noob,,02 blue,red,Hair04 white,,,05 no tooth,,,Rose,
3578,Degen Fox #3578,1198,218.1745045061,7,Basic green,Vest red,Noob,,03 green,violet,Construction helmet,,,14 candy,,,,
1064,Degen Fox #1064,1199,218.0093978991,9,Basic red,Shirt short sleeve red,Noob,5,5,red,Hair02 violet,,,8,,,Short,
370,Degen Fox #370,1200,217.9536610289,7,Bridge violet,Hoodie golden,Noob,,08 dollar,black,Hair07 violet,,,2,,,,
2744,Degen Fox #2744,1201,217.951416145,7,Basic green,Hoodie + hood 02,Noob,,7,violet,,Hood 02,,14 candy,,,,
2051,Degen Fox #2051,1202,217.939778384,8,Rays blue,T-shirt Web,Noob,,03 green,black,Hair05 blue,,,13 cigar,,,Short,
2581,Degen Fox #2581,1203,217.9185595535,7,Basic red,Bulletproof,Noob,,08 ruby,Color,Hair06,,,10,,,,
1358,Degen Fox #1358,1204,217.9101097416,9,Bridge blue,Suit pink,Noob,,02 color,white,Hair07 violet,,,8,,4,Short,
891,Degen Fox #891,1205,217.899437774,7,Party red,Jacket brown,Noob,,08 sapphire,black,Knitted hat,,,6,,,,
2997,Degen Fox #2997,1206,217.8937600635,7,Bridge violet,Classic Vest red,Noob,,Pineapple glasses,red,Knitted hat,,,3,,,,
137,Degen Fox #137,1207,217.8069054463,7,Rays green,Suit tartan,Noob,,08 tezos,Color,Cylinder Hat,,,05 no tooth,,,,
2629,Degen Fox #2629,1208,217.7936949084,8,Rays green,Suit Black,Noob,1,04 blue,violet,Hair08 red,,,10,,,,
1396,Degen Fox #1396,1209,217.7367083088,7,Bridge blue,Shirt short sleeve red,Noob,,08 btc,red,Brain,,,3,,,,
3625,Degen Fox #3625,1210,217.7236868038,7,City blue,Hawaii trees,Noob,,Pineapple glasses,red,,,,10,,,Short,
3996,Degen Fox #3996,1211,217.7189342138,7,Bridge yellow,Bomber03,Noob,,03 lazer,green,Helmet,,,8,,,,
558,Degen Fox #558,1212,217.7017983825,8,Moon blue,Hoodie stripes,Noob,,08 tezos,Red tiger,Cylinder Hat,,,2,,4,,
1696,Degen Fox #1696,1213,217.5777597734,7,Bridge yellow,Shirt short sleeve,Noob,,08 btc,green,Hair05 yellow,,,15 bored,,,,
4102,Degen Fox #4102,1214,217.3947274727,8,Party blue,Jacket red,Noob,,06 red,red,Cowboy hat pink,,,8,,,Martini,
4156,Degen Fox #4156,1215,217.3356351439,6,Rays green,Suit tartan,Noob,,Pineapple glasses,Red tiger,,,,04 rainbow,,,,
3045,Degen Fox #3045,1216,217.3215686569,9,City red,T-shirt Spots,Noob,3,04 blue,black,Hair04 black,,,2,,5,,
3194,Degen Fox #3194,1217,217.1953397911,7,Rays red,T-shirt EYES,Noob,,08 onyx,white,Cylinder Hat,,,11 pipe,,,,
493,Degen Fox #493,1218,217.1339191235,8,Rays green,White,Noob,,04 blue,red,Hair07 violet,,,14 candy,,1,,
1503,Degen Fox #1503,1219,217.0530817587,8,Basic blue,Suit Black,Noob,,08 emerald,Red tiger,Cowboy hat,,,8,,1,,
3387,Degen Fox #3387,1220,217.045898349,9,Basic red,T-shirt Web,Noob,2,04 yellow,red,Hair05 blue,,,1,,2,,
1601,Degen Fox #1601,1221,217.0378263049,7,City red,,Noob,,Pineapple glasses,white,Hair02 violet,,,2,,1,,
1014,Degen Fox #1014,1222,216.9596657853,9,Basic red,T-shirt white,Noob,4,04 green,red,Hair08 red,,,2,,,Wine,
2230,Degen Fox #2230,1223,216.8494654306,9,City blue,T-shirt blue,Noob,1,03 green,Color,Hair01 orange,,,10,,,Rose,
108,Degen Fox #108,1224,216.6252918742,6,Rays red,T-shirt Eagle,Noob,,Heart glasses,red,,,,1,,,,
2659,Degen Fox #2659,1225,216.5434420468,7,Bridge violet,Shirt yellow,Noob,,01 blue,white,Hair01 pink,,,15 bored,,,,
3141,Degen Fox #3141,1226,216.5430587447,8,Moon violet,T-shirt blue,Noob,,03 green,black,Hair01 pink,,,13 cigar,,,Short,
2731,Degen Fox #2731,1227,216.3024610518,6,Basic red,T-shirt Eagle,Noob,,Heart glasses,Red tiger,,,,8,,,,
2070,Degen Fox #2070,1228,216.2757498828,7,Bridge violet,,Noob,2,08 sapphire,pink,Hair07 violet,,,05 no tooth,,,,
3666,Degen Fox #3666,1229,216.1832291425,8,Moon blue,Hoodie + hood 01,Noob,,7,green snake,,Hood 01,,10,,,Martini,
2297,Degen Fox #2297,1230,216.1368228693,7,Rays red,Bomber02,Noob,,08 btc,Red tiger,Hair05 yellow,,,2,,,,
3489,Degen Fox #3489,1231,216.0048589133,6,Rays red,Bulletproof pink,Noob,,08 btc,green,,,,15 bored,,,,
2981,Degen Fox #2981,1232,215.9822033103,9,Moon blue,Bomber01,Noob,,04 yellow,red,Hair06 violet,,,2,,5,Martini,
23,Degen Fox #23,1233,215.9763967362,7,Bridge blue,Fur coat pink,Noob,,08 lazer,white,,,,10,,,Wine,
4154,Degen Fox #4154,1234,215.9754853737,7,Moon blue,T-shirt casino,Noob,,08 ruby,pink,Hair07 violet,,,8,,,,
1979,Degen Fox #1979,1235,215.9378730606,7,Moon blue,T-shirt candles,Noob,,06 red,Red tiger,Hair06,,,04 rainbow,,,,
1077,Degen Fox #1077,1236,215.8285543326,9,Bridge blue,Bulletproof,Noob,1,04 green,Red tiger,Hair08 blue,,,8,,,Rose,
366,Degen Fox #366,1237,215.8187859275,7,Bridge violet,T-shirt cards,Noob,,01 blue,black,Hair05 blue,,,10,,,,
1399,Degen Fox #1399,1238,215.8105865782,6,Bridge yellow,Suit Pineapple,Noob,,05 hearts,pink,,,,1,,,,
1865,Degen Fox #1865,1239,215.7936979192,7,Moon violet,Suit stripes,Noob,,08 sapphire,red,Red,,,3,,,,
659,Degen Fox #659,1240,215.7517814004,6,Rays green,T-shirt Scratch,Noob,,05 spyral,Color,,,,2,,,,
3560,Degen Fox #3560,1241,215.7464681391,7,Party blue,T-shirt cards,Noob,,04 yellow,black,,,,2,,6,,
1381,Degen Fox #1381,1242,215.6448245497,8,Bridge yellow,Fur coat zebra,Noob,2,04 blue,Color,Hair08 blue,,,6,,,,
918,Degen Fox #918,1243,215.3746386985,6,Party red,Shirt colorful,Noob,,08 dollar,black,,,,12,,,,
577,Degen Fox #577,1244,215.343018717,8,Basic green,Bulletproof pink,Noob,,5,Red tiger,Hair01 pink,,,15 bored,,5,,
3397,Degen Fox #3397,1245,215.3294847069,9,Basic green,Shirt short sleeve,Noob,3,04 green,red,Hair08 blue,,,2,,,,2
1890,Degen Fox #1890,1246,215.2321434456,8,Basic red,Shirt colorful,Noob,5,04 yellow,Color,Hair06 violet,,,15 bored,,,,
2456,Degen Fox #2456,1247,215.1045160887,8,Moon violet,Suit Pineapple,Noob,4,04 yellow,Red tiger,Hair05 yellow,,,05 no tooth,,,,
1851,Degen Fox #1851,1248,215.0967531182,8,City blue,T-shirt white,Noob,,5,red,Panama hat green,,,3,,,,wing
1512,Degen Fox #1512,1249,215.0660898633,9,Party blue,T-shirt pink,Noob,,04 yellow,Red tiger,Hair01 orange,,,3,,1,Rose,
4055,Degen Fox #4055,1250,215.0630125971,8,Basic red,Shirt yellow,Noob,,04 blue,pink,Construction helmet,,,15 bored,,,Short,
242,Degen Fox #242,1251,215.0470767657,8,Bridge violet,Shirt roses,Noob,,04 yellow,pink,Hair07 black,,,05 no tooth,,1,,
1695,Degen Fox #1695,1252,215.0111419428,7,Bridge violet,No sleeve white,Noob,,08 tezos,Red tiger,Cowboy hat pink,,,2,,,,
1704,Degen Fox #1704,1253,214.9579047782,9,Party blue,Jacket brown,Noob,2,04 green,pink,Hair06,,,10,,,Rose,
4243,Degen Fox #4243,1254,214.9489959463,8,Bridge yellow,T-shirt white,Noob,,03 lazer,white,Cowboy hat,,,2,,,Rose,
1127,Degen Fox #1127,1255,214.9294549275,7,Basic blue,Suit Black,Noob,,08 emerald,pink,Hair05 yellow,,,10,,,,
4325,Degen Fox #4325,1256,214.8838579416,7,City blue,Suit White,Noob,,08 lazer,Red tiger,Knitted hat,,,12,,,,
222,Degen Fox #222,1257,214.8769636858,7,Bridge blue,No sleeve white,Noob,,08 tezos,pink,Cowboy hat pink,,,10,,,,
455,Degen Fox #455,1258,214.8530860379,8,Basic green,Turtleneck black,Noob,5,03 lazer,red,,,,8,,4,,
2484,Degen Fox #2484,1259,214.8247652783,7,Rays green,Hoodie golden,Noob,,01 green,Color,Hair01 pink,,,9,,,,
1158,Degen Fox #1158,1260,214.8112073165,6,Basic red,Fur coat pink,Noob,,05 spyral,green,,,,15 bored,,,,
1374,Degen Fox #1374,1261,214.742650094,8,Basic red,T-shirt Scratch,Noob,2,02 color,red,HeadPhones,,,15 bored,,,,
666,Degen Fox #666,1262,214.6992235576,7,Basic green,Classic Vest,Noob,,08 ruby,pink,Red,,,10,,,,
3786,Degen Fox #3786,1263,214.6640269216,7,Party blue,Hawaii flowers,Noob,,08 diamond,white,Cowboy hat,,,11 pipe,,,,
2453,Degen Fox #2453,1264,214.437991133,7,Basic green,Hawaii trees,Noob,,08 dollar,violet,Knitted hat,,,2,,,,
1917,Degen Fox #1917,1265,214.4336904243,8,Rays blue,T-shirt candles,Noob,,02 blue,Red tiger,Cylinder Hat,,,7,,1,,
481,Degen Fox #481,1266,214.3553844487,7,Party red,Hawaii flowers,Noob,,03 green,Red tiger,HeadPhones,,,7,,,,
3894,Degen Fox #3894,1267,214.3529431625,8,City blue,Hoodie + hood 01,Noob,,04 blue,violet,,Hood 03,,3,,4,,
985,Degen Fox #985,1268,214.3379354683,8,Bridge violet,T-shirt blue,Noob,,08 diamond,red,Cylinder Hat,,,15 bored,,2,,
1773,Degen Fox #1773,1269,214.288593729,7,Bridge yellow,Fur coat pink,Noob,,04 yellow,Color,WGMI,,,10,,,,
4100,Degen Fox #4100,1270,214.2222081256,7,Party red,Bomber02,Noob,,08 ruby,Red tiger,Knitted hat,,,9,,,,
1901,Degen Fox #1901,1271,214.21089842,8,Party red,T-shirt black,Noob,,7,white,,,,10,,2,,wing
879,Degen Fox #879,1272,214.1828242404,7,Rays green,Hawaii flowers,Noob,,04 yellow,white,Construction helmet,,,13 cigar,,,,
1096,Degen Fox #1096,1273,214.1060835106,8,Rays green,T-shirt blue,Noob,1,7,Red tiger,Hair02 grey,,,11 pipe,,,,
2983,Degen Fox #2983,1274,214.0815365805,7,City blue,Shirt roses,Noob,,08 onyx,Color,Knitted hat,,,12,,,,
2956,Degen Fox #2956,1275,214.0555999993,8,Basic red,T-shirt Spots,Noob,5,02 color,green,Hair08 blue,,,12,,,,
2647,Degen Fox #2647,1276,213.9609026525,8,Basic blue,Turtleneck green,Noob,5,03 red,green snake,Red,,,8,,,,
407,Degen Fox #407,1277,213.9365085029,8,Bridge violet,Shirt yellow,Noob,2,04 green,green snake,Hair08 red,,,12,,,,
2328,Degen Fox #2328,1278,213.8627383179,9,Bridge violet,Jacket red,Noob,2,03 green,pink,Hair07 black,,,2,,4,,
2246,Degen Fox #2246,1279,213.8586937839,8,Bridge violet,Shirt short sleeve red,Noob,3,04 blue,violet,Hair08 blue,,,15 bored,,,,
2586,Degen Fox #2586,1280,213.810199935,7,Party blue,Hoodie + hood 02,Noob,,02 color,violet,,Hood 02,,3,,,,
3389,Degen Fox #3389,1281,213.783833352,8,Bridge blue,Hoodie stripes,Noob,,08 tezos,Red tiger,Cylinder Hat,,,8,,,Wine,
1087,Degen Fox #1087,1282,213.7728728971,7,City blue,Suit pink,Noob,,08 tezos,red,Hair05 yellow,,,15 bored,,,,
1,Degen Fox #1,1283,213.6832201425,8,Party red,Vest red,Noob,,03 lazer,Red tiger,Cowboy hat,,,10,,,Wine,
4153,Degen Fox #4153,1284,213.64341208,8,Rays green,T-shirt casino,Noob,2,03 green,Color,Hair02 grey,,,13 cigar,,,,
2798,Degen Fox #2798,1285,213.6146130681,7,Basic green,Vest red,Noob,,5,white,Cowboy hat pink,,,7,,,,
3918,Degen Fox #3918,1286,213.5941394082,8,Basic blue,Fur coat pink,Noob,,08 btc,red,Knitted hat,,,10,,,Martini,
98,Degen Fox #98,1287,213.5868044946,7,Basic green,Suit stripes,Noob,,03 lazer,pink,Red,,,8,,,,
449,Degen Fox #449,1288,213.5752867775,7,Moon blue,Golden vest,Noob,,08 dollar,white,,,,10,,,Martini,
202,Degen Fox #202,1289,213.5183341213,9,Rays green,Classic Vest,Noob,2,02 blue,red,Hair05 yellow,,,12,,1,,
157,Degen Fox #157,1290,213.5020825604,7,City red,Jacket brown,Noob,,02 color,green,Hair02 grey,,,13 cigar,,,,
1286,Degen Fox #1286,1291,213.4612174651,8,Basic red,Suit tartan,Noob,,04 green,green,Construction helmet,,,12,,2,,
3357,Degen Fox #3357,1292,213.2673889342,7,Party blue,No sleeve white,Noob,,08 lazer,pink,Cylinder Hat,,,3,,,,
3437,Degen Fox #3437,1293,213.2280982135,7,Bridge blue,Shirt yellow,Noob,1,05 spyral,red,,,,10,,,,
420,Degen Fox #420,1294,213.2245867837,7,Basic green,T-shirt casino,Noob,,08 sapphire,Red tiger,Brain,,,2,,,,
1335,Degen Fox #1335,1295,213.205614215,8,City red,Bulletproof pink,Noob,,02 color,Red tiger,HeadPhones,,,8,,5,,
2855,Degen Fox #2855,1296,213.1683275586,8,Rays green,Shirt colorful,Noob,,04 blue,red,Brain,,,9,,,Short,
2996,Degen Fox #2996,1297,213.099576037,8,Bridge blue,Hoodie + hood 03,Noob,,03 green,black,,Hood 03,,13 cigar,,,Short,
3270,Degen Fox #3270,1298,213.0698935487,7,Basic blue,Shirt short sleeve red,Noob,,08 emerald,red,Hair01 orange,,,15 bored,,,,
2712,Degen Fox #2712,1299,213.0685748093,7,Basic green,T-shirt chips,Noob,,08 emerald,green,,,,1,,,Wine,
2522,Degen Fox #2522,1300,213.0446289308,8,Bridge violet,T-shirt Eagle,Noob,,04 green,violet,Hair05 blue,,,3,,,Short,
816,Degen Fox #816,1301,212.9982931326,8,Party red,Bulletproof pink,Noob,3,03 green,green snake,Hair02 violet,,,8,,,,
