ID,Name,Rank,Rarity_Score,Attributes,aura,body,bodydetails,botarms,botbody,boteyes,boteyescolor,botfoot,bothead,botpropulsion,details,energy,eyes,facemask,family,ground,hair,has_pet,head,jacket,lefthand,leftobjkt,posterfull,posterleft,posterright,shoes,trousers,unique,unique_tbot,wall,wallcolor,weapon
2170,とむやか (TOMUYAKA) #2170,355,436.9537474086939,26,fall,alpha,,model2,scalable,neutral,orange,digger,model2,Azure,warpaint,,determined,metaverseAddict,kabu,crossing,shonenHero,True,alpha,urban,bandage,hologram,,gamingContest,,lightningAzure,neojogger,,,brickinthewall,3,neokatana
860,はまろせ (HAMAROSE) #860,356,436.8058404950241,26,warfare,gamma,,model2,model2,neutral,pink,model1,delivery,Azure,wildBlue,,yob,CyberX,kabu,crossing,animecharacter,True,gamma,soldier,gambler,hacked,,,tcorpempire,buffalo,slacks,,,diagonals2,classic,negotiator
2728,ねらつ (NERATSU) #2728,357,436.78315993275294,15,oneup,bionic,,,,,,,,,,,exhausted,pirate,aki,citynights,,False,alpha,,,digitalGuitar,propaganda,,,hacker,kanemochi,,,tiles,3,slayer
752,つぬ (TSUNU) #752,358,436.28817516162155,26,hexa,beta,,model3,scalable,off,prismatic,model1,cap,Pink,neopiercing,,blackeye,,aki,crossing,adventurer,True,beta,salarymen,bandage,hoverboardModelX,,gamingContest,Generator,recycled,taskforce,,,lines2,3,handgun
2883,はさ (HASA) #2883,359,435.9694090450056,19,powerup,beta,ledgerkey,,,,,,,,neopiercing,atomic,exhausted,psycho,shibu,underground,,False,beta,savage,,,,play,propaganda2,kanemochi,taskforce,,,diagonals3,classic,DEW
2019,りめけほ (RIMEKEHO) #2019,360,435.95453992130774,26,firefly,beta,,model2,hornet,happy,pink,model3,delivery,blue,warrior,,beatdown,clubber,shibu,crossing,tousled,True,beta,,married,deliveryDrone,,mekaball,versusShow,heavymetal,neojogger,,,tiles,classic,telescopicbaton
3155,けひとほ (KEHITOHO) #3155,361,435.87787433496214,27,firefly,alpha,scars,model1,model1,neutral,orange,model1,model2,Orange,,fullPower,owl,glassesmodelY,kabu,lightSpot,samurai,True,alpha,elite,bandage,,,nftgallery,vote,ranger,elite,,,tiles,3,DEW
2043,えにき (ENIKI) #2043,362,435.8209316331186,20,firefly,beta,,,,,,,,,,dataMaster,bountyhunter,pirate,aki,lightSpot,dreadlocks,False,beta,kanemochi,gambler,hoverboardModelY,,mekaball,sewer,kanemochi,elite,,,neon,3,homingshuriken
2225,るりか (RURIKA) #2225,363,435.6742783626974,26,powerup,gamma,serialNumber,model3,scalable,uwu,azure,model2,delivery,prismatic,cybernetic,,doe,pirate,juku,road,punk,True,gamma,olympus,watch,,,mekaball,,neon,ranger,,,tiles,classic,neon
90,なてめ (NATEME) #90,364,435.2072311289324,26,powerup,alpha,scars,scrap,scalable,upset,pink,model3,model2,Pink,badboy,fullPower,determined,,shibu,slabs,mekaBallFan,True,alpha,rocker,married,,,wewantyou,,neo,neojogger,,,tiles,classic,bountyhunter
683,みたはよ (MITAHAYO) #683,365,435.1678138591002,28,stinking,beta,,electronGun,hornet,neutral,azure,model2,model2,prismatic,fanaticwhite,timeTraveler,upset,VR,juku,lightSpot,headbanger,True,beta,gunner,bandage,towerDefense,,mekaball,sewer,heavymetal,whiteevening,,,lines2,classic,sensei
1474,みぬち (MINUCHI) #1474,366,434.9977296718058,26,oneup,beta,,model2,model2,off,azure,wings,cap,Pink,upset,,upset,oni,juku,figurine,rooster,True,beta,salarymen,married,digitalGuitar,,wewantyou,,kanemochi,whiteevening,,,diagonals2,3,mekaBallFan
432,のわこか (NOWAKOKA) #432,367,434.44911336935445,27,mist,alpha,,scrap,model2,uwu,prismatic,model2,model3,blue,TCORPmember,fullPower,wry,CyberX,juku,crossing,barracuda,True,alpha,salarymen,,hacked,,play,nosmoking,chill,whiteevening,,,brickinthewall,3,slayer
2702,にた (NITA) #2702,368,434.4477074012955,28,mist,alpha,boosted,model2,scalable,upset,azure,wings,model1,Pink,Tattooed,timeTraveler,determined,talkieMono,kabu,slabs,,True,alpha,downjacket,baseballFan,enhancerPot,,freeTheTrooperz,propaganda2,lightningAzure,zebraAzure,,,diagonals1,classic,homingshuriken
1159,さはそ (SAHASO) #1159,369,434.3983220564243,19,borntobeastar,bionic,,,,,,,,,fanaticblack,,exhausted,,juku,wasteland,adventurer,False,gamma,blackSamurai,bandage,garbage,,play,tcorpempire,lightningAzure,adventurer,,,lines2,classic,bountyhunter
793,よせ (YOSE) #793,370,434.1974164115909,18,hexa,beta,,,,,,,,,Tattooed,,wry,soldier,aki,citynights,,False,beta,hoodie,,akiLaboratory,,gamingContest,propaganda2,pirate,slacks,,,tiles,3,homingshuriken
2529,なわふて (NAWAFUTE) #2529,371,434.122129605387,27,powerup,beta,ledgerkey,scrap,hornet,uwu,azure,model3,cap,Azure,,onFire,wicked,glassesmodelY,aki,sidewalk,engineer,True,beta,quarterback,married,hologram,,,sewer,recycled,zebraAzure,,,tiles,3,taser
584,つす (TSUSU) #584,372,434.0982267215166,18,mist,alpha,,,,,,,,,meka,,yob,bigBadMonocle,shibu,sidewalk,ninja,False,alpha,scientist,,daruma,,gamingContest,,heavymetal,slacks,,,neon,classic,holopunch
357,ひるみら (HIRUMIRA) #357,373,433.8229737916156,27,mist,alpha,,model1,model1,uwu,prismatic,digger,model2,blue,facetattoo,,upset,boaster,shibu,citynights,seducer,True,alpha,elite,neon,wip,,freeTheTrooperz,Generator,chill,neon,,,lines1,3,taser
2417,ねむ (NEMU) #2417,374,433.73118039897776,18,sakura,beta,vitalSignsMonitor,,,,,,,,Tattooed,,determined,judgeTrooperz,kabu,underground,,False,beta,ranger,,broke,,,versusShow,neon,pirate,,,lines2,classic,handgun
3160,まつ (MATSU) #3160,375,433.38824248080203,20,mist,gamma,huntingtrophy,,,,,,,,infected,intoTheSpotlight,god,bigBadMonocle,aki,citynights,seducer,False,gamma,,,garbage,,nftgallery,propaganda2,lightningPink,whiteevening,,,brickinthewall,3,holopunch
1903,わひるわ (WAHIRUWA) #1903,376,433.202741067263,27,fall,alpha,,model1,scalable,off,azure,model3,model2,Orange,fanaticblack,ballz,determined,talkiePoly,kabu,slabs,badguy,True,alpha,hobo,married,hacked,,,propaganda2,neon,ranger,,,diagonals2,3,blademaster
2010,えそけ (ESOKE) #2010,377,432.9425770884809,28,sakura,gamma,scars,scrap,model2,upset,azure,model2,cap,Orange,Tattooed,onFire,upset,boaster,kabu,path,barracuda,True,gamma,boxingHoodie,,towerDefense,,nftgallery,propaganda2,hacker,kanemochi,,,hexagrid,3,DEW
917,きろ (KIRO) #917,378,432.65403863334416,28,stinking,gamma,ledgerkey,scrap,scalable,upset,prismatic,wings,delivery,blue,warrior,onFire,wry,gasmask,juku,lightSpot,badguy,True,gamma,hobo,baseballFan,oldTV,,,Generator,buffalo,kanemochi,,,diagonals1,classic,antimatterCannon
984,よつ (YOTSU) #984,379,432.3922096706877,26,oneup,gamma,boosted,model1,hornet,uwu,orange,model2,model1,blue,mask,intoTheSpotlight,wry,,juku,crossing,independant,True,gamma,gunner,,,,nftgallery,propaganda2,recycled,zebraAzure,,,lines2,classic,neokatana
2332,えの (ENO) #2332,380,432.2404363113946,20,sakura,alpha,,,,,,,,,warrior,timeTraveler,upset,talkiePoly,juku,path,headbangerOrange,False,alpha,blackSamurai,,digitalGuitar,,jukuCableManagement,tcorpempire,oldfashioned,slacks,,,diagonals2,3,flail
1499,てほ (TEHO) #1499,381,431.2884867559577,26,borntobeastar,gamma,,electronGun,hornet,upset,orange,model1,model1,Pink,,,beatdown,injection,aki,wasteland,tousled,True,gamma,quarterback,neon,hoverboardModelY,,gamingContest,Generator,lightningAzure,ranger,,,neon,classic,bountyhunter
1021,まちよ (MACHIYO) #1021,382,431.06936926702735,27,mist,beta,vetofthegreatwar,scrap,model1,off,blue,model2,delivery,prismatic,TCORPmember,vilain,yob,VR,juku,underground,seducer,True,beta,ranger,,digitalGuitar,,,tcorpempire,lightningAzure,slacks,,,diagonals1,classic,handgun
1280,わへ (WAHE) #1280,383,430.9734232882441,26,sakura,beta,,model1,scalable,neutral,blue,digger,delivery,Orange,wildGreen,vilain,owl,tcityVice,kabu,path,barracuda,True,beta,olympus,married,,,play,,jumper,elite,,,diagonals1,classic,neon
1100,にろ (NIRO) #1100,384,430.67683811155223,26,firefly,beta,huntingtrophy,electronGun,hornet,happy,pink,wings,model3,prismatic,wildBlue,timeTraveler,3Dvision,clubber,juku,wasteland,,True,beta,neon,,deliveryDrone,,gamingContest,,lightningPink,taskforce,,,diagonals1,3,shotgun
684,さひさり (SAHISARI) #684,385,430.5100304550062,27,firefly,beta,huntingtrophy,model1,model2,uwu,orange,wings,cap,Pink,wildBlue,,blackeye,CyberX,juku,poorNeighbourhood,headbangerOrange,True,beta,neon,gambler,,,nftgallery,Generator,chill,kanemochi,,,diagonals1,3,neokatana
1480,ひく (HIKU) #1480,386,430.50695707484743,25,kimaster,beta,mutant,model1,scalable,uwu,prismatic,model2,model3,Pink,neopiercing,,beatdown,grillz,juku,sidewalk,unkempt,True,beta,,married,hoverboardModelY,,,,recycled,taskforce,,,diagonals3,3,telescopicbaton
2903,たはめ (TAHAME) #2903,387,430.32920478912075,28,charging,alpha,huntingtrophy,electronGun,model2,neutral,orange,model3,model1,prismatic,Tattooed,intoTheSpotlight,determined,pirate,aki,slabs,seducer,True,alpha,hacker,,hacked,,play,propaganda2,lightningAzure,adventurer,,,diagonals1,classic,holopunch
1907,かねる (KANERU) #1907,388,430.20287217516136,18,hexa,beta,vitalSignsMonitor,,,,,,,,,outOfPhase,doe,injection,shibu,path,unkempt,False,beta,boxingHoodie,,,,,propaganda2,golden,pirate,,,brickinthewall,3,sensei
691,てけるふ (TEKERUFU) #691,389,429.89917294586877,28,warfare,beta,,model3,model2,off,pink,model1,cap,prismatic,mutant,onFire,yob,talkiePoly,kabu,slabs,badguy,True,beta,urban,bandage,wip,,nftgallery,propaganda2,recycled,neojogger,,,brickinthewall,classic,bountyhunter
2851,りくへ (RIKUHE) #2851,390,429.86141555920875,25,firefly,bionic,,model3,model2,upset,orange,digger,cap,Azure,rockstar,,determined,glassesmodelY,kabu,wasteland,punk,True,gamma,soldier,,,,mekaball,nosmoking,kanemochi,ranger,,,hexagrid,3,holopunch
2008,いゆりむ (IYURIMU) #2008,391,429.78288563793495,27,fall,beta,piercing,model1,model2,neutral,azure,digger,cap,blue,runes,timeTraveler,blackeye,,kabu,slabs,unkempt,True,beta,downjacket,,deliveryDrone,,mekaball,sewer,neon,kanemochi,,,lines2,3,negotiator
1619,おくはち (OKUHACHI) #1619,392,429.6754720910964,26,powerup,beta,boosted,electronGun,model1,happy,azure,digger,model3,Orange,wildBlue,fullPower,beatdown,,kabu,poorNeighbourhood,tousled,True,beta,rocker,,,,Resistance,tcorpempire,buffalo,taskforce,,,brickinthewall,3,neokatana
1115,すしひは (SUSHIHIHA) #1115,393,428.81262361807217,24,powerup,gamma,vetofthegreatwar,model3,scalable,neutral,prismatic,model2,delivery,Pink,runes,,yob,bigBadMonocle,shibu,lightSpot,samurai,True,gamma,,,shibuTameshigiri,,,,oldfashioned,ranger,,,brickinthewall,3,thug
1851,つにし (TSUNISHI) #1851,394,428.75545368573813,22,borntobeastar,beta,serialNumber,,,,,,,,fanaticwhite,onFire,doe,grillz,aki,road,seducer,False,beta,scientist,watch,enhancerBar,,Resistance,streetsign,ranger,zebraAzure,,,lines2,classic,neokatana
2995,みろわ (MIROWA) #2995,395,428.75273133417596,26,powerup,gamma,,scrap,model1,happy,prismatic,model2,cap,prismatic,TCORPmember,onFire,beatdown,metaverseAddict,shibu,lightSpot,tousled,True,gamma,hobo,,shibuTameshigiri,,,vote,ranger,hacker,,,lines1,3,mekaBallFan
29,かぬかな (KANUKANA) #29,396,428.22968145629983,25,stinking,gamma,vetofthegreatwar,model3,model1,upset,blue,model1,delivery,blue,mask,,exhausted,,shibu,road,,True,gamma,soldier,wizard,broke,,wewantyou,,heavymetal,whiteevening,,,diagonals3,classic,bountyhunter
1704,にふ (NIFU) #1704,397,428.0251517298013,25,mist,alpha,,model3,scalable,neutral,azure,wings,delivery,Orange,mutant,,malicious,,shibu,crystals,badguy,True,alpha,salarymen,married,enhancerBar,,,vote,neo,hacker,,,hexagrid,3,antimatterCannon
1210,なやなり (NAYANARI) #1210,398,427.7134075431398,26,stinking,gamma,,model3,hornet,happy,orange,digger,model2,Orange,upset,intoTheSpotlight,yob,grillz,juku,wasteland,shonenHero,True,gamma,urban,,,,freeTheTrooperz,sewer,heavymetal,whiteevening,,,tiles,classic,flail
2850,なきひけ (NAKIHIKE) #2850,399,427.54167149684156,20,mist,beta,,,,,,,,,fanaticwhite,fullPower,beatdown,grillz,juku,lightSpot,adventurer,False,beta,,married,deliveryDrone,,jukuCableManagement,vote,ranger,pirate,,,diagonals1,classic,cyberneticLance
2148,れこむに (REKOMUNI) #2148,400,427.3291126576421,26,kimaster,gamma,scars,model3,model1,off,orange,wings,model2,Pink,,intoTheSpotlight,owl,,shibu,wasteland,dreadlocks,True,gamma,kanemochi,married,,,wewantyou,versusShow,recycled,taskforce,,,lines2,classic,amputated
1482,えちは (ECHIHA) #1482,401,427.28900726452997,26,warfare,gamma,scars,model1,scalable,neutral,azure,model1,delivery,Azure,warrior,,ultraInstinct,ninja,juku,slabs,,True,gamma,scientist,neon,wip,,gamingContest,,neon,zebraPink,,,diagonals1,3,cyberneticLance
792,ぬほ (NUHO) #792,402,427.1252221341774,19,warfare,alpha,securityguard,,,,,,,,Tattooed,intoTheSpotlight,wicked,grillz,aki,citynights,rooster,False,alpha,androidhunter,,,,,martialart,lightningPink,taskforce,,,neon,3,flail
142,ほす (HOSU) #142,403,426.95312300621316,24,hexa,gamma,vetofthegreatwar,electronGun,hornet,neutral,prismatic,digger,model2,prismatic,,nen,possessed,,shibu,lightSpot,thegoodoldbill,True,gamma,ranger,,,,gamingContest,,ranger,whiteevening,,,brickinthewall,3,blademaster
2464,しむ (SHIMU) #2464,404,426.91950383366634,27,warfare,beta,vetofthegreatwar,model2,model1,off,orange,model3,delivery,blue,infected,,possessed,grillz,juku,lightSpot,engineer,True,beta,boxingHoodie,married,enhancerPot,,,martialart,pirate,neojogger,,,diagonals2,3,neon
1621,つやほ (TSUYAHO) #1621,405,426.89322322596183,26,oneup,beta,,model1,model2,happy,pink,model3,model1,Pink,facetattoo,timeTraveler,malicious,talkiePoly,aki,figurine,barracuda,True,beta,urban,,hologram,,wewantyou,,buffalo,zebraPink,,,hexagrid,classic,sensei
2680,ちるこ (CHIRUKO) #2680,406,425.6514213711824,27,oneup,beta,,scrap,model2,happy,pink,model3,model2,Pink,facetattoo,intoTheSpotlight,tezosCollector,injection,juku,slabs,engineer,True,beta,ranger,,enhancerPot,,nftgallery,sewer,neon,kanemochi,,,diagonals1,3,shinken
2623,にそす (NISOSU) #2623,407,425.5435243476011,18,fall,alpha,,,,,,,,,mutant,,ultraInstinct,skullz,kabu,poorNeighbourhood,,False,alpha,truckdriver,gambler,kabuAmmo,,gamingContest,,recycled,adventurer,,,lines2,3,flail
1557,ゆせや (YUSEYA) #1557,408,425.4950319582628,25,hexa,alpha,cybernetics,electronGun,hornet,uwu,azure,model2,model2,Pink,mutant,ballz,yob,,juku,poorNeighbourhood,headbangerOrange,True,alpha,,gambler,,,,martialart,oldfashioned,taskforce,,,district,3,bat
1635,もたせ (MOTASE) #1635,409,425.2510359901381,21,warfare,alpha,vetofthegreatwar,,,,,,,,meka,fullPower,wicked,clubber,aki,sidewalk,implant,False,alpha,quarterback,,wip,,play,martialart,oldfashioned,hacker,,,brickinthewall,3,bountyhunter
2667,ゆすみぬ (YUSUMINU) #2667,410,425.2382036315681,26,powerup,alpha,,scrap,model1,uwu,pink,model1,model1,prismatic,Tattooed,,malicious,redorbluepills,aki,sidewalk,dreadlocks,True,alpha,ranger,wizard,broke,,,sewer,kanemochi,kanemochi,,,diagonals3,3,sensei
2436,しさ (SHISA) #2436,411,424.5635841377566,28,stinking,alpha,ledgerkey,model3,hornet,happy,pink,model3,cap,Pink,TCORPmember,fullPower,yob,oni,juku,slabs,samurai,True,alpha,,neon,wip,,Resistance,martialart,neon,taskforce,,,diagonals1,classic,shotgun
1471,にまみ (NIMAMI) #1471,412,424.5127449618585,26,firefly,gamma,scars,model1,model1,upset,blue,model3,model1,Orange,mutant,,doe,,aki,sidewalk,,True,gamma,urban,baseballFan,hologram,,gamingContest,vote,jumper,adventurer,,,neon,classic,cyberneticLance
962,へつふ (HETSUFU) #962,413,424.4855052044737,19,hexa,alpha,,,,,,,,,meka2,,oneEyed,tcityVice,kabu,crossing,thegoodoldbill,False,alpha,savage,bandage,broke,,,vote,chill,ranger,,,tiles,classic,atomicBow
1332,によ (NIYO) #1332,414,424.44811824148667,26,sakura,beta,,model2,model1,uwu,prismatic,model2,cap,Azure,facetattoo,nen,wicked,,shibu,citynights,badguy,True,beta,gunner,married,shibuTameshigiri,,,propaganda2,heavymetal,whiteevening,,,lines2,classic,DEW
1898,めやた (MEYATA) #1898,415,424.43128451685726,26,oneup,alpha,securityguard,model2,model1,neutral,blue,model3,model3,Azure,facetattoo,,upset,injection,juku,sidewalk,mekaBallFan,True,alpha,urban,,hacked,,,nosmoking,kanemochi,zebraPink,,,hexagrid,classic,sensei
331,やこの (YAKONO) #331,416,423.92697875451563,26,oneup,beta,,scrap,hornet,off,blue,wings,model3,blue,,ballz,oneEyed,CyberX,juku,road,tousled,True,beta,truckdriver,,deliveryDrone,,freeTheTrooperz,Generator,lightningPink,slacks,,,lines2,classic,slayer
2050,のとに (NOTONI) #2050,417,423.3484318669491,28,firefly,beta,securityguard,model2,scalable,happy,azure,model1,delivery,Orange,TCORPmember,intoTheSpotlight,wicked,talkieMono,aki,slabs,badguy,True,beta,neon,,hoverboardModelY,,wewantyou,sewer,recycled,taskforce,,,lines1,classic,cyberneticLance
2047,めてし (METESHI) #2047,418,423.22197736795266,23,oneup,gamma,,model2,model2,off,pink,model3,model2,Orange,cybernetic,,beatdown,tcityVice,juku,figurine,seducer,True,gamma,,,,,jukuCableManagement,,lightningPink,ranger,,,brickinthewall,classic,holopunch
1727,あらる (ARARU) #1727,419,423.2003021141321,25,powerup,alpha,ledgerkey,model2,model1,neutral,pink,wings,delivery,prismatic,facetattoo,outOfPhase,underTheInfluence,metaverse,kabu,lightSpot,,True,alpha,blackSamurai,wizard,,,,,oldfashioned,ranger,,,lines2,classic,shotgun
2750,めに (MENI) #2750,420,423.1402859549518,28,oneup,alpha,securityguard,model3,model2,happy,azure,model3,model1,Orange,runes,,owl,boaster,aki,slabs,implant,True,alpha,ranger,bandage,garbage,,wewantyou,vote,heavymetal,neon,,,diagonals1,classic,cyberneticLance
291,くはよ (KUHAYO) #291,421,423.07105593716005,19,warfare,gamma,,,,,,,,,fanaticwhite,outOfPhase,owl,clubber,shibu,citynights,animecharacter,False,gamma,scientist,cybernetic,,,,vote,jumper,elite,,,brickinthewall,3,homingshuriken
3124,せすつ (SESUTSU) #3124,422,423.04897793744954,26,powerup,beta,ledgerkey,model1,scalable,happy,blue,model3,model1,blue,mutant,intoTheSpotlight,exhausted,,kabu,slabs,engineer,True,beta,elite,,deliveryDrone,,,nosmoking,kanemochi,pirate,,,hexagrid,classic,amputated
2346,さきひわ (SAKIHIWA) #2346,423,422.81761135459055,24,sakura,alpha,,electronGun,scalable,neutral,prismatic,digger,model3,Orange,badboy,onFire,hawk,metaverse,kabu,wasteland,,True,alpha,blackSamurai,,,,,nosmoking,pirate,pirate,,,neon,classic,neon
1963,そこ (SOKO) #1963,424,422.41790141765625,27,warfare,beta,,model1,hornet,happy,orange,digger,model3,Pink,wildGreen,ballz,doe,CyberX,aki,citynights,thegoodoldbill,True,beta,savage,married,,,gamingContest,tcorpempire,oldfashioned,slacks,,,diagonals3,classic,antimatterCannon
3064,らせ (RASE) #3064,425,422.3701475983471,26,hexa,alpha,,model2,hornet,off,azure,model2,model2,blue,mask,fullPower,owl,redorbluepills,shibu,crossing,TPOPfan,True,alpha,savage,wizard,,,,martialart,heavymetal,pirate,,,diagonals2,3,shotgun
3058,にれゆろ (NIREYURO) #3058,426,422.28983929317593,23,borntobeastar,beta,huntingtrophy,scrap,hornet,upset,blue,digger,model2,Pink,,,wry,psycho,aki,road,,True,beta,salarymen,,daruma,,,,jumper,pirate,,,diagonals1,classic,bountyhunter
590,のめやめ (NOMEYAME) #590,427,422.21438027785405,28,hexa,beta,vetofthegreatwar,scrap,hornet,neutral,pink,digger,model3,blue,cybernetic,fullPower,determined,VR,kabu,lightSpot,unkempt,True,beta,downjacket,,hoverboardModelY,,freeTheTrooperz,nosmoking,lightningAzure,kanemochi,,,lines2,3,negotiator
1251,むてそ (MUTESO) #1251,428,421.83358777437525,18,powerup,alpha,,,,,,,,,fanaticwhite,,beatdown,bigBadMonocle,juku,crossing,thegoodoldbill,False,alpha,pirate,,enhancerPot,,,nosmoking,recycled,ranger,,,diagonals3,classic,golden
2500,りて (RITE) #2500,429,421.79942900390614,27,fall,beta,piercing,scrap,hornet,upset,azure,model3,model1,blue,TCORPmember,onFire,exhausted,VR,shibu,path,,True,beta,,gambler,broke,,Resistance,versusShow,neon,elite,,,tiles,classic,atomicBow
3197,ぬの (NUNO) #3197,430,421.4156191060524,28,oneup,alpha,scars,electronGun,model1,uwu,orange,model3,model1,Azure,Tattooed,vilain,owl,VR,kabu,wasteland,animecharacter,True,alpha,gunner,gambler,broke,,,nosmoking,recycled,zebraPink,,,tiles,3,sensei
713,れかみ (REKAMI) #713,431,420.8963353818779,23,powerup,gamma,securityguard,model1,scalable,upset,blue,model1,delivery,prismatic,neopiercing,,owl,golden,shibu,lightSpot,,True,gamma,,,,,freeTheTrooperz,,chill,ranger,,,hexagrid,classic,holopunch
2164,ときな (TOKINA) #2164,432,420.28992056983986,15,sakura,beta,,,,,,,,,Tattooed,,possessed,,kabu,lightSpot,,False,beta,savage,neon,,,,,golden,zebraAzure,,,lines1,3,thug
2468,そるれふ (SORUREFU) #2468,433,420.2529194991748,15,stinking,alpha,cybernetics,,,,,,,,,,determined,,aki,poorNeighbourhood,,False,alpha,crackhead,,enhancerPot,,,,chill,zebraAzure,,,diagonals2,3,holopunch
2760,やま (YAMA) #2760,434,420.2322812548451,15,hexa,beta,,,,,,,,,,,malicious,,juku,sidewalk,engineer,False,beta,downjacket,cybernetic,,,,,lightningPink,whiteevening,,,lines1,3,cyberneticLance
2437,さてま (SATEMA) #2437,435,420.13950632017094,20,kimaster,alpha,,,,,,,,,meka2,vilain,possessed,pirate,aki,wasteland,sensei,False,alpha,hacker,,hacked,,play,martialart,jumper,zebraPink,,,diagonals2,3,sensei
1149,うつへ (UTSUHE) #1149,436,419.93213843851936,26,fall,alpha,,electronGun,hornet,off,blue,model1,delivery,prismatic,rockstar,onFire,ultraInstinct,injection,aki,wasteland,barracuda,True,alpha,scientist,,,,Resistance,versusShow,kanemochi,whiteevening,,,diagonals3,classic,antimatterCannon
3174,りなほも (RINAHOMO) #3174,437,419.43808833726683,25,hexa,beta,,scrap,hornet,uwu,azure,wings,model1,Pink,,,3Dvision,glassesmodelY,shibu,underground,dreadlocks,True,beta,truckdriver,,deliveryDrone,,gamingContest,streetsign,recycled,adventurer,,,tiles,classic,taser
308,にて (NITE) #308,438,419.114824280867,19,powerup,beta,serialNumber,,,,,,,,cybernetic,onFire,wry,metaverse,juku,citynights,,False,beta,downjacket,,,,freeTheTrooperz,martialart,golden,taskforce,,,diagonals2,3,flail
982,うやら (UYARA) #982,439,419.0505440023416,19,firefly,gamma,,,,,,,,,,,underTheInfluence,grillz,kabu,path,headbangerOrange,False,gamma,downjacket,cybernetic,hacked,,mekaball,vote,neon,zebraPink,,,hexagrid,classic,antimatterCannon
1922,めれそ (MERESO) #1922,440,419.0416258187374,26,powerup,gamma,,model2,scalable,off,pink,model3,model2,Orange,wildBlue,,blackeye,grillz,aki,figurine,adventurer,True,gamma,truckdriver,bandage,,,freeTheTrooperz,sewer,lightningAzure,neon,,,diagonals2,classic,DEW
3048,つろそち (TSUROSOCHI) #3048,441,418.8455413649984,26,mist,gamma,,electronGun,model2,off,blue,wings,delivery,blue,neopiercing,,determined,,juku,path,implant,True,gamma,urban,married,hoverboardModelY,,jukuCableManagement,vote,recycled,kanemochi,,,hexagrid,classic,neon
2241,かみへ (KAMIHE) #2241,442,418.83678698750356,27,warfare,bionic,,model3,scalable,off,orange,wings,model1,Orange,runes,fullPower,owl,clubber,juku,figurine,thegoodoldbill,True,beta,hobo,watch,enhancerBar,,,versusShow,ranger,neojogger,,,hexagrid,3,thug
2186,ねさほ (NESAHO) #2186,443,418.7600259602977,25,warfare,gamma,,model2,scalable,neutral,pink,model3,delivery,Azure,rockstar,,hawk,redorbluepills,juku,citynights,headbanger,True,gamma,,gambler,enhancerBar,,,martialart,recycled,whiteevening,,,diagonals3,3,antimatterCannon
2327,ほつつみ (HOTSUTSUMI) #2327,444,418.59927027886215,19,powerup,alpha,,,,,,,,,neopiercing,,wry,VR,juku,sidewalk,seducer,False,alpha,boxingHoodie,wizard,,,nftgallery,vote,golden,slacks,,,diagonals2,classic,shinken
2081,およ (OYO) #2081,445,418.3655403214532,26,fall,beta,scars,model1,hornet,upset,orange,wings,cap,Orange,warrior,,wicked,grillz,kabu,sidewalk,,True,beta,urban,watch,hoverboardModelX,,freeTheTrooperz,,neon,zebraAzure,,,hexagrid,3,bountyhunter
1319,ろねみ (RONEMI) #1319,446,418.3490437478511,27,hexa,gamma,cybernetics,model2,scalable,neutral,azure,digger,model3,prismatic,,onFire,oneEyed,grillz,juku,slabs,samurai,True,gamma,downjacket,,hoverboardModelY,,nftgallery,versusShow,recycled,whiteevening,,,diagonals3,classic,homingshuriken
116,ほぬや (HONUYA) #116,447,417.9552436251897,26,hexa,alpha,,model3,scalable,uwu,prismatic,wings,model1,Azure,badboy,intoTheSpotlight,malicious,grillz,shibu,path,,True,alpha,urban,baseballFan,,,gamingContest,streetsign,neon,neon,,,diagonals1,classic,atomicBow
92,とわまひ (TOWAMAHI) #92,448,417.8123661458084,26,borntobeastar,gamma,,model3,scalable,happy,pink,model3,model3,Orange,Tattooed,,oneEyed,glassesmodelX,kabu,citynights,TPOPfan,True,gamma,quarterback,baseballFan,oldTV,,nftgallery,,kanemochi,pirate,,,diagonals2,3,cyberneticLance
461,えひしぬ (EHISHINU) #461,449,417.7695067437116,25,mist,beta,,model1,hornet,upset,prismatic,wings,delivery,blue,runes,intoTheSpotlight,hawk,pirate,aki,road,implant,True,beta,,,wip,,,Generator,lightningAzure,whiteevening,,,tiles,3,atomicBow
854,へたほつ (HETAHOTSU) #854,450,417.52650947082407,24,stinking,beta,,scrap,model2,neutral,prismatic,model3,model1,blue,,intoTheSpotlight,wry,talkiePoly,kabu,path,,True,beta,scientist,,,,Resistance,martialart,hacker,zebraAzure,,,kabu30Caliber,classic,neon
2252,さにふ (SANIFU) #2252,451,417.2330067124454,17,charging,alpha,,,,,,,,,warpaint,,upset,,kabu,road,tousled,False,alpha,soldier,gambler,,propaganda,,,oldfashioned,zebraPink,,,diagonals1,3,bat
102,ねさ (NESA) #102,452,416.95807418852735,21,sakura,bionic,,,,,,,,,Tattooed,onFire,upset,boaster,juku,slabs,headbanger,False,gamma,elite,gambler,oldTV,,nftgallery,vote,ranger,taskforce,,,district,classic,thug
2232,いろねね (IRONENE) #2232,453,416.64529642376795,27,oneup,alpha,,model2,scalable,happy,azure,wings,model1,Azure,wildBlue,onFire,oneEyed,talkiePoly,aki,sidewalk,implant,True,alpha,soldier,gambler,enhancerPot,,nftgallery,,buffalo,hacker,,,brickinthewall,3,taser
