ID,Name,Rank,Rarity_Score,Attributes-Scores,Background-Scores,BodyObj-Scores,CardBank-Scores,Class-Scores,ClothPattern-Scores,ClothesObj-Scores,Ear-Scores,Expression-Scores,Extra-Scores,FaceObj-Scores,FaceTex-Scores,Foreground-Scores,Hair-Scores,HandObj-Scores,HandObj2-Scores,Hat-Scores,HeadObj-Scores,LeftHand-Scores,LeftShoulder-Scores,Mouth-Scores,Nose-Scores,RightHand-Scores,RightShoulder-Scores,Skin-Scores,Smock-Scores,Tail-Scores,Team-Scores,Whiskers-Scores
1684,Tez Dozen Team ι #244,677,1807.140819811621,4,373,480,1,1,,,57,,,197,,140,,80,,146,,1,29,,,1,,197,,88,7,
3075,Tez Dozen Team μ #195,678,1806.324748961006,12,240,,4,1,210,,,,,560,,280,,93,,,,1,58,,,1,,336,,,7,
1096,Tez Dozen Team η #136,679,1806.1927524904509,28,672,,1,1,50,,,,336,67,,28,67,176,,44,88,1,36,53,,1,,57,,80,14,
3117,Tez Dozen Team μ #237,680,1805.8072182728679,5,420,480,1,1,176,,,,,,,176,,52,,258,,1,36,,,1,,186,,,7,
2819,Tez Dozen Team λ #419,681,1805.5254811899367,4,258,152,1,1,129,,,,176,78,,280,,120,,,,1,33,,,1,,280,,280,7,
2719,Tez Dozen Team λ #319,682,1804.901987984637,4,336,,1,1,,,,,240,61,,210,,108,,129,,1,186,,,1,,258,,258,7,
3057,Tez Dozen Team μ #177,683,1803.1166986387575,12,258,152,1,1,840,,,,,,,176,,93,,,,1,33,,,1,,224,,,7,
436,Tez Dozen Team δ #076,684,1802.0300380025133,5,840,,1,1,84,15,,88,,,,,,210,,81,134,4,33,124,,1,,40,,,28,108
234,Tez Dozen Team β #114,685,1801.518288081288,4,373,,1,35,,93,,,,186,,373,,81,,168,112,1,,,90,1,,134,,115,28,
598,Tez Dozen Team ε #118,686,1798.7541695258296,9,280,,1,1,81,5,,,840,,,38,,73,,,56,1,,48,64,1,,81,,129,14,70
2348,Tez Dozen Team κ #428,687,1795.9051818072867,5,210,63,1,1,129,,,,,124,,152,,240,,373,,4,197,129,,1,,105,,50,7,
632,Tez Dozen Team ε #152,688,1790.924928591239,9,146,,4,1,81,5,,,840,,,,,176,,,56,1,112,50,56,1,,50,,124,14,56
1068,Tez Dozen Team η #108,689,1790.658708792603,9,305,,1,1,160,,,,560,80,,38,53,176,,51,88,1,,56,,1,,112,,80,14,
1856,Tez Dozen Team ι #416,690,1789.2868175535646,4,280,336,1,1,,,60,,373,124,,129,,84,,186,,1,46,,,1,,152,,,7,
2006,Tez Dozen Team κ #086,691,1788.227987069307,5,50,,1,1,108,,,,420,140,,168,,,,168,,1,33,98,,1,57,105,,420,7,
1648,Tez Dozen Team ι #208,692,1787.3254352333443,9,240,280,4,1,,,60,,98,420,38,129,,67,,115,,1,26,,,1,,197,,88,7,
1920,Tez Dozen Team ι #480,693,1787.2653163840855,5,224,480,1,1,,,112,,176,,67,134,,98,,115,,1,108,,,1,,197,,54,7,
2330,Tez Dozen Team κ #410,694,1787.1615433636093,5,240,,1,1,168,,,,,,,67,,840,,176,,4,29,129,,1,,115,,,7,
1338,Tez Dozen Team θ #138,695,1787.025809191368,28,336,81,1,1,134,,112,,,64,76,152,,,,168,74,1,36,52,,3,336,112,,,14,
1659,Tez Dozen Team ι #219,696,1785.6925031062258,9,560,152,1,1,,,57,,197,34,140,146,,134,,115,,1,46,,,1,,124,,54,7,
213,Tez Dozen Team β #093,697,1784.5958798871989,5,50,,1,1,,134,,,,197,,373,,,,,112,1,,,112,1,,93,,672,28,
87,Tez Dozen Team α #087,698,1782.9930931795366,5,1120,,4,1,,15,,,,115,,,,54,,,108,4,,,,1,,101,,140,28,81
2101,Tez Dozen Team κ #181,699,1782.5428958916093,5,240,57,1,1,152,,,,224,108,,480,,101,,120,,1,81,101,,1,,96,,,7,
1086,Tez Dozen Team η #126,700,1781.8005376209355,28,280,,1,35,73,,,,560,86,,,61,42,,86,88,1,176,62,,1,57,57,,68,14,
178,Tez Dozen Team β #058,701,1781.4227048061455,4,50,,4,1,,134,,,,,,373,,186,,81,105,1,,,96,1,,40,,672,28,
3133,Tez Dozen Team μ #253,702,1780.32212207293,12,240,140,4,1,168,,,,,,,305,,98,,560,,1,,,,1,,240,,,7,
2489,Tez Dozen Team λ #089,703,1779.8657097222588,4,305,96,1,1,,,,,305,78,,176,,146,,93,,1,81,,,1,,480,,,7,
100,Tez Dozen Team α #100,704,1779.7378336472655,12,1120,,1,1,108,15,,,,168,,,,,,,115,1,,,,3,,96,,,28,108
3246,Tez Dozen Team μ #366,705,1779.2893871626704,12,240,224,1,1,,,,,,,,140,,,,672,,1,33,,,3,70,373,,,7,
3310,Tez Dozen Team μ #430,706,1778.833117053347,4,305,101,4,1,115,,,,,373,,152,,224,,,,4,112,,,1,34,336,,,7,
1270,Tez Dozen Team θ #070,707,1778.7405721992172,9,373,78,1,1,,,112,,,168,76,129,,480,,51,76,1,36,52,,1,,115,,,14,
2672,Tez Dozen Team λ #272,708,1778.5576917359003,4,305,96,1,1,,,,,,115,,168,,84,,560,,4,33,,,1,,280,,115,7,
2990,Tez Dozen Team μ #110,709,1777.611681835577,12,305,,1,1,98,,,,,480,,305,,224,,,,1,33,,,1,,305,,,7,
1859,Tez Dozen Team ι #419,710,1777.2019979138377,4,373,280,1,1,,,84,,,420,,129,,,,115,,1,36,,,3,105,160,,54,7,
2590,Tez Dozen Team λ #190,711,1775.539182708419,4,336,,1,1,129,,,,373,61,,210,,,,112,,1,58,,,1,105,373,,,7,
2504,Tez Dozen Team λ #104,712,1774.675995464766,5,280,,4,1,,,,,,129,,240,,93,,672,,4,37,,,1,,258,,39,7,
2417,Tez Dozen Team λ #017,713,1774.2869137611867,4,176,146,1,1,420,,,,,61,,176,,101,,120,,1,38,,,1,,480,,36,7,
3038,Tez Dozen Team μ #158,714,1774.1080263467186,5,480,140,4,1,168,,,,,,,280,,98,,420,,1,36,,,1,,129,,,7,
1796,Tez Dozen Team ι #356,715,1773.5910202792643,5,336,210,1,1,,,90,,,197,224,108,,,,210,,4,48,,,1,84,160,,84,7,
3008,Tez Dozen Team μ #128,716,1769.3381929647016,5,420,115,1,1,373,,,,,336,,186,,,,,,1,57,,,3,35,224,,,7,
3198,Tez Dozen Team μ #318,717,1768.0632861083805,4,258,115,1,1,336,,,,,134,,176,,146,,197,,4,,,,1,47,336,,,7,
1603,Tez Dozen Team ι #163,718,1767.8636018307066,4,420,305,1,1,,,168,,,224,,108,,93,,240,,4,36,,,1,,152,,,7,
3244,Tez Dozen Team μ #364,719,1767.1578557071869,5,240,,1,1,129,,,,,168,,140,,373,,240,,1,38,,,1,,420,,,7,
1949,Tez Dozen Team κ #029,720,1766.0958667980783,4,240,420,1,1,88,,,,,,,258,,,,373,,1,57,76,,3,57,124,,50,7,
1981,Tez Dozen Team κ #061,721,1765.3443778193152,4,480,36,1,1,88,,,,146,,,146,,101,,480,,1,67,81,,1,,120,,,7,
2729,Tez Dozen Team λ #329,722,1765.1235096812438,4,336,186,1,1,280,,,,,134,,152,,,,160,,1,71,,,3,57,258,,108,7,
248,Tez Dozen Team γ #008,723,1764.7598653607074,4,840,,1,1,152,15,,,,,,35,,,,,,4,81,112,,1,84,105,,168,28,129
415,Tez Dozen Team δ #055,724,1763.0577238085646,5,672,,1,1,129,5,,88,,,,,,186,,70,134,1,46,112,,1,,40,,,28,240
444,Tez Dozen Team δ #084,725,1762.5215349446598,9,50,,1,1,80,5,,98,840,,,129,,84,,,96,1,29,96,,1,,101,,,28,108
1735,Tez Dozen Team ι #295,726,1762.4520158115604,4,560,86,4,1,,,60,,373,124,,98,,88,,152,,1,45,,,1,,152,,,7,
704,Tez Dozen Team ε #224,727,1761.964726782505,5,373,,1,1,65,5,,,840,,,,,,,,56,1,74,49,50,1,,50,,124,14,46
3077,Tez Dozen Team μ #197,728,1760.8585939846955,5,373,101,1,1,,,,,146,,,168,,,,560,,1,112,,,1,84,197,,,7,
3309,Tez Dozen Team μ #429,729,1760.5234723375108,5,280,,4,1,336,,,,,112,,240,,,,210,,1,93,,,3,160,305,,,7,
2045,Tez Dozen Team κ #125,730,1759.4273680556098,5,50,63,4,1,98,,,,420,,,120,,129,,146,,1,61,140,,1,,88,,420,7,
1454,Tez Dozen Team ι #014,731,1757.8843016929484,5,280,258,4,1,,,168,,176,124,,134,,56,,240,,1,39,,,1,,197,,61,7,
405,Tez Dozen Team δ #045,732,1756.8082059207318,5,840,,1,1,,15,,98,,,,35,,258,,81,115,1,28,96,,1,,40,,,28,108
1582,Tez Dozen Team ι #142,733,1756.7504715481364,5,280,280,1,1,,,112,,,305,38,124,,,,140,,1,40,,,3,50,197,,168,7,
1620,Tez Dozen Team ι #180,734,1755.2060623959312,4,480,336,1,1,,,210,,,34,,134,,120,,240,,4,28,,,1,,152,,,7,
1432,Tez Dozen Team θ #232,735,1754.7525336269061,28,50,78,4,1,,,93,,840,64,76,28,,36,,168,76,1,26,51,,1,,112,,,14,
1208,Tez Dozen Team θ #008,736,1748.1116546044389,28,258,115,1,1,,,176,,480,61,68,74,,81,,36,63,1,33,51,,1,,197,,,14,
1795,Tez Dozen Team ι #355,737,1747.1302152268643,4,186,560,1,1,,,57,,,336,38,129,,65,,129,,4,26,,,1,,197,,,7,
2610,Tez Dozen Team λ #210,738,1744.8931324155942,5,336,,1,1,258,,,,,78,,305,,42,,197,,1,29,,,1,,480,,,7,
3257,Tez Dozen Team μ #377,739,1744.5168006990903,5,258,305,1,1,373,,,,,,,305,,,,210,,1,38,,,3,35,197,,,7,
1914,Tez Dozen Team ι #474,740,1744.4782682703926,4,258,560,1,1,,,90,,98,,67,152,,54,,186,,1,,,,1,,197,,61,7,
3142,Tez Dozen Team μ #262,741,1744.2562909671205,4,305,140,4,1,98,,,,,112,,146,,420,,258,,1,33,,,1,,210,,,7,
2928,Tez Dozen Team μ #048,742,1743.8428015929442,5,420,140,1,1,240,,,,,,,152,,101,,373,,1,39,,,1,,258,,,7,
3069,Tez Dozen Team μ #189,743,1742.9059532141316,5,373,336,1,1,168,,,,,134,,224,,,,,,1,176,,,3,86,224,,,7,
94,Tez Dozen Team α #094,744,1741.7832812907805,5,1120,,1,1,108,5,,,,,,,,,,,115,1,67,,,3,140,35,,,28,108
2911,Tez Dozen Team μ #031,745,1738.809716347527,55,373,,1,1,,,,,420,134,,168,,240,,,,1,,,,1,,336,,,7,
430,Tez Dozen Team δ #070,746,1738.796791508915,4,840,,1,1,93,15,,98,,,,,,43,,,115,4,29,120,,1,,101,,,28,240
2324,Tez Dozen Team κ #404,747,1736.336768634066,4,197,36,1,1,,,,,672,140,,129,,129,,160,,1,29,129,,1,,96,,,7,
3212,Tez Dozen Team μ #332,748,1736.114318652185,5,280,280,1,1,,,,,420,336,,146,,98,,,,1,28,,,1,,129,,,7,
2472,Tez Dozen Team λ #072,749,1736.004388852838,4,258,49,4,1,280,,,,240,61,,240,,54,,129,,1,67,,,1,,336,,,7,
2750,Tez Dozen Team λ #350,750,1734.7269031827445,5,336,,4,1,,,,,,373,,176,,129,,280,,4,98,,,1,,280,,36,7,
1785,Tez Dozen Team ι #345,751,1734.6265292115922,4,224,560,4,1,,,60,,,224,,134,,,,115,,1,48,,,3,47,210,,88,7,
2272,Tez Dozen Team κ #352,752,1733.2709199047902,4,560,36,1,1,134,,,,240,,,305,,,,140,,1,,84,,1,43,112,,60,7,
2121,Tez Dozen Team κ #201,753,1733.0337768618233,4,50,,4,1,,,,,420,134,,120,,129,,146,,1,36,140,,1,,115,,420,7,
1792,Tez Dozen Team ι #352,754,1733.0315642906837,4,480,,1,1,,,70,,,336,,152,,108,,240,,1,26,,,1,,197,,105,7,
2787,Tez Dozen Team λ #387,755,1732.4661881915629,5,280,,1,1,,,,,224,373,,210,,88,,120,,1,45,,,1,,373,,,7,
3270,Tez Dozen Team μ #390,756,1731.767036437537,12,373,101,1,1,,,,,,,,176,,373,,258,,4,,,,1,47,373,,,7,
1203,Tez Dozen Team θ #003,757,1731.1553976859627,28,336,81,4,1,,,105,,480,61,76,28,,,,168,74,1,37,62,,1,52,115,,,14,
407,Tez Dozen Team δ #047,758,1729.862242837322,5,672,,1,1,129,5,,146,,,,129,,,,,115,4,146,120,,1,74,63,,,28,86
2651,Tez Dozen Team λ #251,759,1729.2153974896391,5,258,,4,1,115,,,,,,,186,,129,,560,,1,48,,,1,,373,,36,7,
1999,Tez Dozen Team κ #079,760,1727.9386877723243,5,280,36,1,1,152,,,,280,108,,373,,112,,124,,1,45,88,,1,,108,,,7,
553,Tez Dozen Team ε #073,761,1727.3194520904801,4,373,,4,1,,5,,,840,,,,,67,,,64,1,,50,64,1,,57,,129,14,46
2935,Tez Dozen Team μ #055,762,1725.3586720383214,4,258,152,1,1,168,,,,,112,,197,,54,,420,,4,45,,,1,168,129,,,7,
1605,Tez Dozen Team ι #165,763,1725.261340408504,4,50,176,1,1,,,70,,420,34,,134,,96,,186,,1,,,,1,,58,,480,7,
2207,Tez Dozen Team κ #287,764,1724.3872774441654,4,280,,1,1,146,,,,373,,,152,,,,140,,1,45,86,,1,105,98,,280,7,
1936,Tez Dozen Team κ #016,765,1724.3323906376693,5,280,50,1,1,152,,,,373,134,,152,,146,,140,,1,38,129,,1,,108,,,7,
1633,Tez Dozen Team ι #193,766,1723.9253993368077,4,560,120,1,1,,,280,,,70,,140,,,,240,,1,58,,,3,47,134,,54,7,
1625,Tez Dozen Team ι #185,767,1723.643563718324,4,420,373,1,1,,,168,,,124,,115,,93,,240,,4,40,,,1,,129,,,7,
2966,Tez Dozen Team μ #086,768,1723.4948663354328,5,210,305,1,1,,,,,98,,,176,,98,,560,,1,57,,,1,,197,,,7,
2772,Tez Dozen Team λ #372,769,1723.4442948826274,12,224,,4,1,112,,,,,,,224,,210,373,129,,4,,,,1,,420,,,7,
2558,Tez Dozen Team λ #158,770,1723.1456753244086,5,176,,1,1,146,,,,,373,,210,,197,,88,,1,176,,,1,,336,,,7,
3104,Tez Dozen Team μ #224,771,1723.000875596742,4,258,140,4,1,98,,,,420,336,,197,,,,,,1,36,,,1,86,129,,,7,
2446,Tez Dozen Team λ #046,772,1722.8885773653358,4,186,,1,1,258,,,,146,,,210,,,,129,,1,73,,,1,186,480,,36,7,
2665,Tez Dozen Team λ #265,773,1721.8563981606694,4,336,115,4,1,,,,,152,146,,176,,84,,115,,1,57,,,1,,480,,36,7,
2709,Tez Dozen Team λ #309,774,1720.461760673776,4,224,152,1,1,305,,,,,78,,240,,,,93,,1,48,,,3,,280,,280,7,
14,Tez Dozen Team α #014,775,1719.7914707976581,9,210,,1,35,,5,,,,168,,373,,54,,168,108,1,67,,,1,140,68,,140,28,140
1452,Tez Dozen Team ι #012,776,1719.1309422410666,5,672,210,1,1,,,76,,,62,67,134,,80,,146,,1,46,,,1,,152,,54,7,
2546,Tez Dozen Team λ #146,777,1717.8690238456697,4,280,152,1,1,280,,,,,61,,197,,,,115,,4,160,,,1,84,258,,108,7,
2463,Tez Dozen Team λ #063,778,1717.6498133668597,12,258,,1,1,280,,,,,73,,336,,84,,,,4,98,,,1,,560,,,7,
1054,Tez Dozen Team η #094,779,1717.190263029348,5,336,,1,1,,,,,560,67,,35,57,176,,51,73,1,,56,,1,,210,,68,14,
2097,Tez Dozen Team κ #177,780,1717.148416079894,4,210,,4,35,,,,,480,,,146,,146,,146,,1,57,98,,1,168,210,,,7,
2670,Tez Dozen Team λ #270,781,1716.8917275152135,4,280,146,1,1,336,,,,,61,,240,,96,,,,4,73,,,1,,336,,129,7,
134,Tez Dozen Team β #014,782,1715.6195344330708,55,373,,1,1,,115,,,,,,,,,,,112,1,,,90,3,,93,840,,28,
1689,Tez Dozen Team ι #249,783,1715.1847043703774,4,197,258,1,1,,,84,,373,124,,98,,,,240,,1,108,,,1,84,129,,,7,
1974,Tez Dozen Team κ #054,784,1713.9166645761077,5,210,36,1,1,88,,,,480,124,,224,,101,,140,,1,,134,,1,,96,,60,7,
263,Tez Dozen Team γ #023,785,1713.8813621731354,4,840,,1,1,152,5,,,,,,,,81,,56,,1,81,124,,1,,35,,168,28,129
131,Tez Dozen Team β #011,786,1713.7849547479548,4,210,,1,35,,93,,,,186,,373,,81,,168,112,1,,,90,1,,210,,115,28,
185,Tez Dozen Team β #065,787,1712.992863542372,5,305,,1,1,,93,,,,,,,,,,81,105,1,58,,96,1,,93,840,,28,
3210,Tez Dozen Team μ #330,788,1712.8268989563483,5,176,,1,1,,,,,101,186,,480,,54,,373,,1,112,,,1,,210,,,7,
34,Tez Dozen Team α #034,789,1712.3345715443284,4,840,,1,1,63,15,,,,168,,,,,,,115,1,146,,,3,140,101,,,28,81
1438,Tez Dozen Team θ #238,790,1711.9516509066525,28,373,78,1,1,73,,93,,480,80,61,,,81,,56,74,1,37,62,,1,,112,,,14,
972,Tez Dozen Team η #012,791,1711.8866973883712,9,224,,1,1,160,,,,560,67,,124,67,,,86,78,1,,62,,1,57,115,,80,14,
3353,Tez Dozen Team μ #473,792,1711.4544295019232,4,258,115,4,1,305,,,,,,,152,,65,,197,,4,88,,,1,168,336,,,7,
1525,Tez Dozen Team ι #085,793,1711.148551837966,4,280,305,1,1,,,84,,240,140,,134,,73,,240,,1,,,,1,,197,,,7,
396,Tez Dozen Team δ #036,794,1709.4306000206304,4,672,,1,1,80,5,,146,,,,,,258,,,134,4,112,96,,1,,56,,,28,108
469,Tez Dozen Team δ #109,795,1705.904984510301,5,210,,4,35,,5,,88,672,,,35,,186,,,108,4,46,120,,1,,68,,,28,86
2675,Tez Dozen Team λ #275,796,1704.4654173672627,5,280,,1,1,,,,,280,61,,197,,,,336,,1,88,,,1,70,373,,,7,
3111,Tez Dozen Team μ #231,797,1704.2934680316926,12,305,,4,1,,,,,,160,,168,,,,480,,1,33,,,3,47,480,,,7,
3012,Tez Dozen Team μ #132,798,1703.8773123897902,4,305,,1,1,240,,,,,160,,146,,101,,373,,4,112,,,1,35,210,,,7,
2815,Tez Dozen Team λ #415,799,1703.5890157113888,12,336,96,1,1,,,,,,,,168,,280,,560,,4,38,,,1,,197,,,7,
2732,Tez Dozen Team λ #332,800,1703.5505616111923,12,210,,1,1,420,,,,,,,305,,81,,,,4,98,,,1,,280,,280,7,
3258,Tez Dozen Team μ #378,801,1703.5253648121422,5,197,224,1,1,,,,,,140,,420,,81,,373,,1,38,,,1,,210,,,7,
2390,Tez Dozen Team κ #470,802,1701.9961240793043,5,280,336,1,1,96,,,,224,,,146,,101,,186,,1,61,73,,1,,129,,50,7,
2511,Tez Dozen Team λ #111,803,1701.2243085241505,4,336,,1,1,,,,,197,115,,224,,63,,197,,1,33,,,1,,480,,36,7,
2541,Tez Dozen Team λ #141,804,1699.268761701753,4,112,88,4,1,,,,,305,,,186,,84,,120,,1,93,,,1,,560,,129,7,
1470,Tez Dozen Team ι #030,805,1698.0407684519996,5,672,120,4,1,,,70,,,34,38,108,,,,210,,1,36,,,1,105,176,,105,7,
2839,Tez Dozen Team λ #439,806,1697.8162530915354,4,197,,1,1,373,,,,,134,,186,,,,197,,1,37,,,3,34,258,,258,7,
2955,Tez Dozen Team μ #075,807,1697.6025103385282,4,240,210,1,1,98,,,,,,,197,,129,,420,,4,40,,,1,84,258,,,7,
2542,Tez Dozen Team λ #142,808,1697.2165890860674,12,210,,1,1,,,,,240,134,,176,,280,,,,1,71,,,1,,560,,,7,
2184,Tez Dozen Team κ #264,809,1696.6506441870838,4,336,36,4,1,,,,,560,,,258,,120,,115,,1,74,86,,1,,88,,,7,
3143,Tez Dozen Team μ #263,810,1695.9813771625256,12,373,101,4,1,176,,,,,197,,305,,,,,,1,,,,1,176,336,,,7,
3112,Tez Dozen Team μ #232,811,1695.873657517538,5,240,152,1,1,258,,,,,,,186,,240,,258,,1,36,,,1,,305,,,7,
409,Tez Dozen Team δ #049,812,1695.0283155576326,5,50,,1,1,80,5,,146,840,,,,,84,,,108,1,112,96,,1,,40,,,28,93
2824,Tez Dozen Team λ #424,813,1694.347193433805,5,258,,1,1,112,,,,,115,,176,,81,,280,,4,88,,,1,,560,,,7,
2408,Tez Dozen Team λ #008,814,1694.3159100092575,4,112,49,1,1,560,,,,,73,,240,,88,,112,,4,160,,,1,,280,,,7,
2948,Tez Dozen Team μ #068,815,1693.5985275363382,55,560,,1,1,,,,,258,,,152,,42,,373,,1,,,,1,,240,,,7,
276,Tez Dozen Team γ #036,816,1693.5083582054965,4,840,,1,1,152,5,,,,,,,,160,,,,1,81,124,,1,,50,,112,28,129
1351,Tez Dozen Team θ #151,817,1693.0102006511936,9,197,120,4,1,,,93,,480,168,,129,,101,,44,74,1,39,51,,1,,160,,,14,
3068,Tez Dozen Team μ #188,818,1692.9426565603444,12,373,152,1,1,,,,,,,,176,,81,,480,,1,30,,,1,,373,,,7,
1518,Tez Dozen Team ι #078,819,1692.5569622765913,4,186,305,1,35,,,61,,176,124,224,129,,84,,140,,1,,,,1,,210,,,7,
1804,Tez Dozen Team ι #364,820,1692.0063289139011,4,373,336,4,1,,,168,,,140,,112,,56,,240,,4,46,,,1,,197,,,7,
2715,Tez Dozen Team λ #315,821,1691.4931489560672,4,258,49,1,1,336,,,,,,,176,,,,197,,1,93,,,3,186,258,,115,7,
3025,Tez Dozen Team μ #145,822,1691.2022363858614,12,176,,4,1,305,,,,258,140,,134,,168,,,,1,,,,1,,480,,,7,
2154,Tez Dozen Team κ #234,823,1690.4829333880061,5,373,50,1,1,84,,,,,,,672,,,,197,,1,,115,,3,47,129,,,7,
2828,Tez Dozen Team λ #428,824,1689.7685938789562,5,112,,4,1,,,,,420,146,,176,,101,,160,,1,71,,,1,,480,,,7,
3032,Tez Dozen Team μ #152,825,1689.7036683656502,12,240,,1,1,,,,,,480,,140,,81,,480,,1,33,,,1,,210,,,7,
2993,Tez Dozen Team μ #113,826,1689.5977497797012,4,280,101,1,1,176,,,,,112,,134,,168,,480,,1,33,,,1,,186,,,7,
2660,Tez Dozen Team λ #260,827,1689.4891385652675,4,186,49,1,1,280,,,,,78,,140,,120,,197,,4,57,,,1,,280,,280,7,
1737,Tez Dozen Team ι #297,828,1687.5267768158774,4,280,336,1,1,,,67,,240,124,,129,,54,,305,,1,,,,1,,134,,,7,
1912,Tez Dozen Team ι #472,829,1686.5604597068475,9,224,305,1,1,,,61,,197,224,67,108,,,,140,,1,29,,,1,43,210,,54,7,
3318,Tez Dozen Team μ #438,830,1685.8449573357661,5,373,101,4,1,115,,,,,,,305,,,,373,,1,39,,,3,47,305,,,7,
3290,Tez Dozen Team μ #410,831,1685.8125643771664,5,280,152,1,1,197,,,,,,,176,,197,,480,,4,,,,1,50,129,,,7,
2977,Tez Dozen Team μ #097,832,1685.7552999068837,5,373,,1,1,373,,,,,,,186,,81,,240,,4,67,,,1,84,258,,,7,
2492,Tez Dozen Team λ #092,833,1685.2782768301972,4,258,49,1,1,305,,,,373,,,210,,,,88,,1,67,,,1,57,258,,,7,
1615,Tez Dozen Team ι #175,834,1684.8350335733378,4,373,168,1,35,,,,,176,,38,140,,88,,280,,1,108,,,1,,176,,84,7,
2475,Tez Dozen Team λ #075,835,1684.3431416067472,5,336,115,1,1,280,,,,,146,,140,,80,,,,1,88,,,1,,480,,,7,
114,Tez Dozen Team α #114,836,1684.2743976500524,55,1120,,1,1,,15,,,,,,,,,,,115,4,,,,1,,56,,146,28,140
2422,Tez Dozen Team λ #022,837,1683.9363640325669,4,280,,4,1,129,,,,,73,,240,,93,,258,,1,176,,,1,,373,,39,7,
402,Tez Dozen Team δ #042,838,1681.2416632612844,5,840,,1,1,80,15,,88,,,,105,,43,,,115,1,46,120,,1,,101,,,28,86
2340,Tez Dozen Team κ #420,839,1681.0645815303817,5,420,420,1,1,152,,,,,,,373,,36,,,,4,29,98,,1,,129,,,7,
3197,Tez Dozen Team μ #317,840,1680.8566914309629,4,197,115,4,1,115,,,,146,160,,197,,63,,210,,1,33,,,1,,420,,,7,
1839,Tez Dozen Team ι #399,841,1680.8536769675327,5,224,480,4,1,,,57,,,224,67,112,,,,115,,1,40,,,1,35,197,,105,7,
1578,Tez Dozen Team ι #138,842,1680.208006675836,4,280,258,1,1,,,168,,,224,,112,,,,240,,1,33,,,3,105,240,,,7,
1468,Tez Dozen Team ι #028,843,1679.5943728916611,5,186,336,1,1,,,210,,140,140,,124,,63,,240,,1,37,,,1,,129,,54,7,
2054,Tez Dozen Team κ #134,844,1678.8415152287507,4,258,50,1,1,152,,,,280,,,305,,280,,120,,1,,115,,1,,98,,,7,
2817,Tez Dozen Team λ #417,845,1678.1460974714726,5,224,,1,1,129,,,,,134,,305,,186,,112,,1,88,,,1,,480,,,7,
1692,Tez Dozen Team ι #252,846,1674.3715771590964,5,672,176,1,1,,,60,,,70,129,93,,,,140,,1,48,,,3,57,152,,54,7,
2656,Tez Dozen Team λ #256,847,1674.1195165771567,5,280,,1,1,,,,,176,224,,146,,240,,280,,1,29,,,1,,280,,,7,
1903,Tez Dozen Team ι #463,848,1673.9592511813566,4,373,305,1,1,,,61,,140,224,,93,,98,,186,,1,40,,,1,,134,,,7,
1865,Tez Dozen Team ι #425,849,1673.6276294765983,4,186,210,4,1,,,84,,,420,224,134,,,,,,4,37,,,1,50,197,,105,7,
1854,Tez Dozen Team ι #414,850,1672.1261470575002,4,280,280,1,1,,,84,,,336,,129,,84,,134,,1,29,,,1,,210,,88,7,
1504,Tez Dozen Team ι #064,851,1671.9811878047278,4,186,480,4,1,,,76,,,,224,134,,88,,129,,4,48,,,1,,197,,84,7,
2846,Tez Dozen Team λ #446,852,1671.6670096459188,12,560,,1,1,146,,,,,152,,210,,146,,,,1,58,,,1,,373,,,7,
323,Tez Dozen Team γ #083,853,1671.438443167247,5,50,,4,1,,5,,,,,,120,,210,,52,,4,38,93,,1,84,35,,840,28,96
470,Tez Dozen Team δ #110,854,1671.1970414929538,4,672,,1,1,,15,,98,,,,129,,160,,,108,4,112,124,,1,,101,,,28,108
1976,Tez Dozen Team κ #056,855,1670.9800209486737,4,240,36,1,1,146,,,,280,,,258,,,,373,,1,,101,,1,52,105,,60,7,
3029,Tez Dozen Team μ #149,856,1670.3037249926072,4,240,140,1,1,176,,,,,112,,210,,,,240,,1,67,,,3,160,305,,,7,
1307,Tez Dozen Team θ #107,857,1669.4589197069138,9,258,81,1,1,186,,124,,,,61,41,,,,197,74,1,37,51,,3,336,186,,,14,
1456,Tez Dozen Team ι #016,858,1669.360168707496,5,224,197,4,1,,,480,,98,34,,98,,43,,240,,1,40,,,1,,129,,61,7,
2925,Tez Dozen Team μ #045,859,1669.187780143805,5,210,,1,35,129,,,,258,197,,140,,373,,240,,1,,,,1,,68,,,7,
2402,Tez Dozen Team λ #002,860,1669.0215334993266,5,280,88,1,1,,,,,,78,,336,,,,480,,1,37,,,3,43,305,,,7,
2564,Tez Dozen Team λ #164,861,1668.2945289161885,5,210,96,1,35,,,,,373,,,176,,186,,,,1,176,,,1,186,210,,,7,
250,Tez Dozen Team γ #010,862,1668.1460634144769,5,672,,1,1,152,5,,,,,,120,,101,,81,,1,61,124,,1,,68,,112,28,129
2396,Tez Dozen Team κ #476,863,1666.8782659084295,4,840,36,1,1,88,,,,,,,152,,52,,160,,4,88,73,,1,,105,,50,7,
714,Tez Dozen Team ε #234,864,1666.3083211352948,5,197,,1,1,81,5,,,840,,,,,67,,,61,1,,50,50,1,,101,,129,14,56
1664,Tez Dozen Team ι #224,865,1664.3339977975838,4,420,373,1,1,,,168,,,140,,98,,81,,152,,1,29,,,1,,129,,54,7,
3139,Tez Dozen Team μ #259,866,1663.672650920631,5,197,,4,1,129,,,,,336,,176,,124,,336,,1,36,,,1,,305,,,7,
