ID,Name,Rank,Rarity_Score,Attributes-Scores,Bonding level-Scores,Breed-Scores,Breeding count-Scores,Eyes color-Scores,Friendliness-Scores,Fur color-Scores,Gender-Scores,Generation-Scores,Group-Scores,Intelligence-Scores,Obedience-Scores,Primary personality-Scores,Rarity tier-Scores,Secondary personality-Scores,Size-Scores,Status-Scores,Strength-Scores,Vitality-Scores
2191,Dogami #2191,1898,581.0531737718036,1,1,10,1,38,9,429,2,1,5,6,10,21,1,20,5,1,6,8
7320,Dogami #7320,1899,580.9069786777968,1,1,9,1,37,2,429,1,1,5,6,8,20,3,19,5,1,18,8
7200,Dogami #7200,1900,580.2136634541043,1,1,10,1,20,2,429,2,1,5,16,8,42,1,20,6,1,3,6
4712,Dogami #4712,1901,579.98416574169,1,1,10,1,20,2,429,1,1,5,6,28,20,12,22,5,1,3,6
113,Dogami #113,1902,579.9335222719898,1,1,9,1,12,2,429,1,1,5,10,8,54,1,19,6,1,3,8
889,Dogami #889,1903,579.8104886566128,1,1,9,1,20,20,404,2,1,4,10,8,20,3,48,6,1,6,8
7148,Dogami #7148,1904,579.4182184930331,1,1,9,1,78,2,361,2,1,5,6,5,46,1,19,6,1,18,12
2344,Dogami #2344,1905,578.9209193802078,1,1,10,1,20,28,404,2,1,3,4,8,21,1,50,6,1,3,10
4613,Dogami #4613,1906,578.4698718208004,1,1,10,1,19,2,404,2,1,3,16,10,48,12,21,5,1,12,5
7326,Ajax,1907,578.4408660363803,1,1,9,1,12,2,361,1,1,5,6,5,105,1,20,6,1,6,26
7651,Dogami #7651,1908,578.3320021667091,1,1,10,1,20,2,429,1,1,5,34,8,21,3,19,6,1,5,5
4598,Dogami #4598,1909,578.2791216317319,1,1,10,1,12,2,458,2,1,5,16,8,20,1,19,6,1,5,6
4199,Hairy Pawter,1910,578.2229384952636,1,1,9,1,38,15,429,1,1,4,4,8,20,1,19,5,1,6,6
1159,Dogami #1159,1911,577.9858120273143,1,1,10,1,19,2,327,2,1,5,6,14,110,3,52,5,1,5,8
3736,Dogami #3736,1912,577.8333604752529,1,1,10,1,12,2,404,2,1,5,4,8,18,1,19,5,1,72,6
7464,Dogami #7464,1913,577.469486650505,1,1,9,1,12,2,429,1,1,5,34,10,20,1,19,6,1,6,12
7680,Dogami #7680,1914,577.4045748745057,1,1,10,1,21,2,381,2,1,5,4,8,50,1,48,5,1,24,6
458,Dogami #458,1915,577.3984852078808,1,1,9,1,42,9,429,2,1,5,7,8,19,1,19,6,1,3,6
2642,Dogami #2642,1916,577.1503920163843,1,1,10,1,12,12,404,2,1,5,4,8,20,1,57,5,1,21,6
5258,Dogami #5258,1917,576.5884715774914,1,1,10,1,167,41,245,1,1,3,6,8,46,1,19,5,1,3,10
1952,Dogami #1952,1918,576.5410008232772,1,1,10,1,35,9,146,1,1,5,38,190,20,48,49,6,1,3,6
4129,Dogami #4129,1919,576.4505098559207,1,1,10,1,20,2,361,1,1,5,10,78,18,3,40,6,1,3,8
860,Dogami #860,1920,576.3048814908193,1,1,9,1,12,2,429,2,1,5,6,8,52,3,19,5,1,3,10
1543,Dogami #1543,1921,576.2325373701908,1,1,9,1,20,20,404,2,1,4,10,8,18,1,52,6,1,3,8
3590,Dogami #3590,1922,575.8910852297333,1,1,10,1,38,2,404,2,1,5,10,8,18,3,52,6,1,3,5
1483,Dogami #1483,1923,575.885440195363,1,1,10,1,12,9,404,1,1,5,4,8,47,3,22,6,1,24,8
857,Dogami #857,1924,575.7764457615392,1,1,10,1,12,2,429,2,1,3,10,10,51,1,19,5,1,5,6
5458,Dogami #5458,1925,575.4587696319028,1,1,9,1,105,2,264,2,1,5,12,8,112,3,19,5,1,6,12
2282,Muddy PawPaws,1926,575.4376220252573,1,1,9,1,42,2,229,2,1,5,6,8,52,1,89,5,1,24,90
7577,Dogami #7577,1927,575.409664023983,1,1,9,1,37,12,429,1,1,5,6,8,20,3,19,5,1,3,6
7239,Biscuit,1928,575.2742240784306,1,1,9,1,12,2,298,2,1,5,16,5,18,1,89,6,1,12,90
3303,Dogami #3303,1929,575.0769879217366,1,1,10,1,12,9,404,1,1,5,29,8,50,1,19,6,1,3,6
4988,Dogami #4988,1930,575.012759327697,1,1,9,1,118,2,298,2,1,5,4,5,20,3,19,5,1,24,49
4049,Dogami #4049,1931,574.7692077189716,1,1,10,1,50,2,404,1,1,3,6,8,20,1,21,6,1,24,6
6490,Dogami #6490,1932,574.0438371865448,1,1,10,1,43,15,404,2,1,5,4,8,18,1,19,5,1,19,10
3062,Dogami #3062,1933,573.9807772836033,1,1,10,1,20,143,286,1,1,3,4,8,21,12,40,6,1,3,6
7493,Dogami #7493,1934,573.4900360646618,1,1,10,1,38,15,404,1,1,5,6,8,21,1,19,6,1,20,8
3851,Dogami #3851,1935,573.1257065707919,1,1,9,1,21,20,404,1,1,4,7,10,20,1,44,6,1,6,8
3272,Chipie,1936,573.0156860250091,1,1,10,1,229,2,202,1,1,3,12,10,44,1,21,5,1,19,5
5570,Dogami #5570,1937,572.8935331832423,1,1,9,1,20,20,404,2,1,4,4,8,54,1,19,5,1,5,5
1518,Dogami #1518,1938,572.7377826664061,1,1,9,1,12,28,429,2,1,4,10,8,20,1,22,5,1,3,6
6347,Dogami #6347,1939,572.4947209291653,1,1,9,1,11,21,404,1,1,4,7,10,20,3,53,6,1,3,8
2794,Dogami #2794,1940,572.4463616767439,1,1,10,1,49,2,312,2,1,3,16,8,46,3,89,6,1,12,6
5653,Dogami #5653,1941,572.3554157143827,1,1,10,1,20,2,429,2,1,5,4,8,21,12,22,5,1,12,10
3638,Dogami #3638,1942,572.2206141449719,1,1,9,1,37,2,429,1,1,5,16,8,19,1,19,6,1,3,5
7856,Dogami #7856,1943,572.1472752371261,1,1,10,1,12,15,327,1,1,5,6,10,20,1,122,6,1,19,8
1221,Dogami #1221,1944,571.8948526685197,1,1,10,1,34,12,404,2,1,5,6,8,21,1,19,5,1,24,10
7457,Dogami #7457,1945,571.8916373562402,1,1,10,1,38,2,327,1,1,5,6,28,18,1,109,6,1,3,8
5821,Dogami #5821,1946,571.876789765866,1,1,10,1,19,15,381,1,1,5,4,8,46,1,18,5,1,21,26
6342,Anna Molly,1947,571.4136138261767,1,1,10,1,176,2,254,1,1,3,6,8,20,1,47,6,1,20,6
7335,Dogami #7335,1948,571.2467797046083,1,1,9,1,12,2,429,1,1,5,16,8,20,3,19,6,1,3,26
6788,Dogami #6788,1949,571.1013623890008,1,1,10,1,12,2,404,2,1,5,6,8,50,1,19,6,1,24,12
2568,Dogami #2568,1950,570.6820301517301,1,1,10,1,229,2,214,1,1,3,16,8,21,1,19,6,1,21,10
441,Dogami #441,1951,570.3894867353222,1,1,10,1,12,2,208,2,1,3,12,8,107,48,122,5,1,12,10
2375,Dogami #2375,1952,570.1833733913975,1,1,9,1,38,28,404,2,1,4,4,14,18,1,19,5,1,3,8
5879,Dogami #5879,1953,570.1820372291065,1,1,10,1,21,2,404,2,1,5,6,8,20,1,52,5,1,18,6
1482,Dogami #1482,1954,569.9514706861705,1,1,10,1,12,2,429,1,1,3,6,5,18,3,21,5,1,18,26
7158,Dogami #7158,1955,569.7990118159358,1,1,9,1,38,12,381,2,1,4,7,28,20,1,40,6,1,5,5
3502,Dogami #3502,1956,569.6776299409382,1,1,9,1,105,2,361,2,1,5,4,5,21,3,19,5,1,6,12
6390,Dogami #6390,1957,569.4075992595704,1,1,10,1,19,12,381,1,1,5,4,10,21,12,52,5,1,21,6
335,Dogami #335,1958,569.2444043218651,1,1,10,1,42,2,429,2,1,5,6,8,18,1,19,5,1,5,6
2354,Dogami #2354,1959,569.1673463640163,1,1,10,1,34,2,381,2,1,5,38,28,20,1,19,5,1,6,8
7294,Dogami #7294,1960,569.0668738548004,1,1,9,1,12,2,404,2,1,4,6,8,42,3,49,6,1,3,8
3593,Dogami #3593,1961,569.0560622571305,1,1,9,1,12,21,404,1,1,4,6,14,47,1,19,6,1,3,8
5973,Dogami #5973,1962,569.0332488345656,1,1,10,1,20,9,404,2,1,5,6,14,18,1,49,5,1,5,10
1280,Dogami #1280,1963,569.0185314505754,1,1,10,1,37,2,429,2,1,3,6,8,21,1,19,5,1,6,8
2190,Dogami #2190,1964,568.8673703752214,1,1,9,1,105,9,312,2,1,5,7,5,18,3,19,5,1,24,33
351,Dogami #351,1965,568.8037355531604,1,1,10,1,20,2,429,1,1,5,7,28,20,1,19,5,1,3,8
5791,Dogami #5791,1966,568.6892041928968,1,1,10,1,11,2,404,1,1,5,16,8,20,12,52,6,1,3,8
7890,Dogami #7890,1967,568.6252261170504,1,1,9,1,50,2,343,1,1,5,7,5,20,1,47,6,1,12,49
764,Dogami #764,1968,568.4268595126186,1,1,9,1,12,2,361,1,1,5,6,5,20,1,19,6,1,21,90
654,Dogami #654,1969,568.4023632037214,1,1,9,1,37,2,286,1,1,5,7,5,114,1,49,6,1,24,10
4231,Dogami #4231,1970,568.3782608708087,1,1,9,1,12,2,429,2,1,5,34,8,20,1,19,5,1,5,6
7288,Dogami #7288,1971,568.0980293974603,1,1,10,1,20,9,312,2,1,5,4,10,42,3,109,5,1,21,6
3287,Dogami #3287,1972,567.8706750948148,1,1,10,1,12,9,381,1,1,5,6,8,20,1,19,6,1,72,5
130,Dogami #130,1973,567.8223073624907,1,1,10,1,42,2,404,1,1,5,29,8,20,1,19,5,1,5,8
7023,Dogami #7023,1974,567.6512007197279,1,1,9,1,12,2,312,2,1,5,7,5,20,48,47,6,1,72,10
1608,Dogami #1608,1975,567.6165057527583,1,1,9,1,12,28,429,1,1,4,6,8,20,1,19,5,1,6,6
3042,Dogami #3042,1976,567.5914777221099,1,1,10,1,20,2,343,1,1,5,4,8,21,1,122,5,1,6,8
1601,Dogami #1601,1977,567.5712050135916,1,1,10,1,34,9,381,2,1,5,4,10,50,1,19,5,1,19,8
4033,Dogami #4033,1978,567.5160699225644,1,1,10,1,12,9,404,2,1,5,4,8,50,3,20,6,1,19,5
6711,Dogami #6711,1979,567.3777181836364,1,1,9,1,89,2,361,2,1,5,7,5,20,1,21,5,1,18,12
7161,Dogami #7161,1980,567.2005259695115,1,1,10,1,12,2,343,1,1,5,29,14,20,48,57,6,1,5,5
460,Dogami #460,1981,567.1892395962019,1,1,9,1,98,2,327,2,1,5,6,5,18,1,48,5,1,20,10
1062,Dogami #1062,1982,567.0625092815732,1,1,10,1,19,9,343,1,1,5,4,5,52,3,21,6,1,72,5
388,Dogami #388,1983,566.7330311029442,1,1,10,1,19,2,381,2,1,5,76,8,20,1,19,5,1,3,6
6536,Dogami #6536,1984,566.6473402653177,1,1,10,1,12,12,404,1,1,5,6,10,21,3,49,6,1,12,6
4003,Dogami #4003,1985,566.6108153623554,1,1,9,1,12,2,429,2,1,5,7,5,18,3,40,5,1,12,6
3206,Dogami #3206,1986,566.5027020953589,1,1,10,1,12,15,429,2,1,5,6,5,18,12,18,5,1,6,12
6503,Shelby,1987,566.4795512178872,1,1,9,1,12,2,429,1,1,5,10,8,20,1,44,5,1,3,6
5445,Dogami #5445,1988,566.2999517172387,1,1,10,1,11,2,429,2,1,5,29,10,20,1,19,6,1,5,8
5514,Dogami #5514,1989,566.2981790425981,1,1,10,1,12,2,327,1,1,5,38,8,112,3,21,6,1,3,8
1472,Dogami #1472,1990,566.18824216822,1,1,9,1,49,2,298,1,1,5,6,5,114,3,40,6,1,12,5
4293,Dogami #4293,1991,566.1437973242403,1,1,10,1,245,2,214,2,1,3,7,10,18,1,19,5,1,12,8
2294,Dogami #2294,1992,566.0398196516659,1,1,10,1,35,101,245,2,1,3,6,8,20,1,110,5,1,3,5
5428,Fudo,1993,565.5570517501844,1,1,10,1,34,15,404,1,1,5,4,10,20,3,19,5,1,20,5
5038,SUUUUUUUU,1994,565.3768510841559,1,1,10,1,20,15,404,2,1,3,4,8,19,1,48,5,1,3,12
4867,Dogami #4867,1995,565.2944081823676,1,1,10,1,11,21,404,2,1,3,6,8,18,1,53,5,1,3,8
6219,Dogami #6219,1996,564.8961075003448,1,1,10,1,12,2,404,1,1,5,38,14,20,12,20,5,1,3,8
4452,Dogami #4452,1997,564.3861438108944,1,1,10,1,38,12,312,2,1,5,4,8,107,1,19,6,1,24,6
4510,Dogami #4510,1998,564.3436839410807,1,1,10,1,21,2,404,1,1,5,4,8,44,3,21,6,1,19,6
7106,Dogami #7106,1999,564.1601546872567,1,1,9,1,19,12,404,2,1,4,6,8,21,1,49,5,1,6,5
3730,Dogami #3730,2000,564.1436711356707,1,1,10,1,12,2,404,1,1,3,10,8,44,3,19,5,1,24,8
2651,Dogami #2651,2001,564.1286221789546,1,1,10,1,35,9,404,1,1,5,6,10,21,1,19,5,1,20,6
2207,Kaguya,2002,563.9062633491861,1,1,9,1,19,15,429,1,1,4,6,8,21,3,19,6,1,5,6
1888,Dogami #1888,2003,563.5532593568113,1,1,9,1,42,2,312,1,1,5,12,5,49,1,40,6,1,19,49
4836,Dogami #4836,2004,563.2410274478444,1,1,9,1,49,2,327,1,1,5,6,5,110,1,19,6,1,5,8
1849,Dogami #1849,2005,562.8994918484498,1,1,10,1,11,2,429,1,1,3,16,8,20,1,19,6,1,18,8
6747,Dogami #6747,2006,562.8471961546311,1,1,10,1,20,2,404,1,1,3,7,8,47,1,19,5,1,19,5
7670,Dogami #7670,2007,562.7954741830871,1,1,9,1,98,2,361,1,1,5,6,5,20,1,21,5,1,5,12
6338,Dogami #6338,2008,562.4307466473479,1,1,10,1,21,2,429,2,1,3,12,5,18,1,19,6,1,20,6
3603,Dogami #3603,2009,562.4116345220142,1,1,10,1,12,2,404,2,1,5,4,10,47,1,19,6,1,24,6
4479,Dogami #4479,2010,562.3425479003655,1,1,10,1,19,9,429,2,1,5,6,8,18,3,19,6,1,12,5
6436,Dogami #6436,2011,562.2143577092893,1,1,10,1,20,41,286,1,1,3,4,8,114,1,47,5,1,3,8
2705,Dogami #2705,2012,561.9797532579719,1,1,10,1,20,9,381,1,1,5,4,10,48,1,19,5,1,12,26
6660,Dogami #6660,2013,561.9566626548881,1,1,10,1,20,2,312,1,1,3,29,8,21,1,109,6,1,24,5
1984,Dogami #1984,2014,561.7519232114429,1,1,10,1,12,2,361,1,1,5,4,8,19,3,89,6,1,19,12
1345,Alexandrine,2015,561.6911338582124,1,1,9,1,37,9,361,1,1,5,10,5,47,1,19,5,1,6,33
5552,Dogami #5552,2016,561.5671456742136,1,1,10,1,20,2,429,1,1,3,7,8,18,1,19,6,1,20,6
2093,elonmusk,2017,561.1285414614612,1,1,9,1,20,9,381,1,1,4,12,8,21,48,19,6,1,3,8
5406,Dogami #5406,2018,561.0592481197071,1,1,9,1,105,2,286,2,1,5,7,5,18,1,52,5,1,20,33
5723,Dogami #5723,2019,560.8731138018345,1,1,10,1,12,2,429,2,1,3,16,5,18,1,19,5,1,18,10
2360,Dogami #2360,2020,560.6674004165126,1,1,10,1,20,2,429,2,1,5,6,5,20,1,18,6,1,19,8
6500,Dogami #6500,2021,560.5104077192505,1,1,9,1,12,12,381,1,1,4,12,8,42,1,50,6,1,3,6
7568,Dogami #7568,2022,560.1460880782807,1,1,10,1,42,20,312,1,1,3,4,10,110,3,19,6,1,3,8
7957,Dogami #7957,2023,560.1342178176153,1,1,10,1,35,12,327,1,1,5,6,8,105,1,20,6,1,6,6
6702,Dogami #6702,2024,560.0351701814078,1,1,10,1,245,2,140,1,1,3,38,5,47,1,19,6,1,6,26
2324,Dogami #2324,2025,559.5369989241634,1,1,10,1,254,2,110,1,1,3,7,8,48,1,18,6,1,72,8
4506,Dogami #4506,2026,559.5129411326865,1,1,10,1,12,2,404,1,1,3,12,8,18,1,40,5,1,24,8
4947,Dogami #4947,2027,559.4145863693745,1,1,9,1,118,2,312,2,1,5,29,5,18,1,19,5,1,19,5
7442,Dogami #7442,2028,559.3933060732221,1,1,10,1,11,2,404,1,1,5,6,10,20,1,50,5,1,19,5
6953,Dogami #6953,2029,559.3569544786565,1,1,9,1,50,2,286,2,1,5,6,8,18,3,122,5,1,5,26
1456,Dogami #1456,2030,559.2559833405676,1,1,10,1,12,15,404,2,1,5,6,8,18,1,48,5,1,6,8
7324,Dogami #7324,2031,559.0604421491713,1,1,9,1,11,15,429,2,1,4,6,8,18,1,19,5,1,12,6
1501,Dogami #1501,2032,558.7069960874351,1,1,10,1,12,2,429,2,1,5,6,28,18,1,19,5,1,5,6
2639,Dogami #2639,2033,558.4893723738993,1,1,9,1,12,15,404,2,1,4,4,8,20,1,52,5,1,5,6
1556,Dogami #1556,2034,558.3404594887504,1,1,9,1,89,2,361,1,1,5,12,5,18,1,19,6,1,12,8
174,Dogami #174,2035,558.2985275004272,1,1,10,1,21,2,404,1,1,3,6,8,20,1,40,6,1,20,5
6523,Piesek,2036,558.1741431297721,1,1,10,1,42,12,361,2,1,5,4,8,18,1,53,6,1,21,6
7696,Dogami #7696,2037,557.5400469668231,1,1,9,1,12,12,343,2,1,5,4,5,19,3,19,5,1,19,90
1105,Dogami #1105,2038,557.0957332118267,1,1,9,1,98,2,245,2,1,5,29,8,20,1,110,5,1,6,6
5141,Dogami #5141,2039,557.0766699893898,1,1,10,1,37,2,140,2,1,3,171,5,21,1,110,5,1,6,33
3036,Dogami #3036,2040,556.7172265745859,1,1,10,1,229,2,214,2,1,3,6,5,20,1,22,6,1,21,6
6890,Dogami #6890,2041,556.6656777119947,1,1,10,1,35,2,312,1,1,5,4,14,20,12,109,6,1,6,10
5321,Dogami #5321,2042,556.5127378513184,1,1,10,1,20,2,381,1,1,5,38,28,18,1,22,6,1,5,8
6366,Dogami #6366,2043,556.4404953033614,1,1,9,1,105,9,298,1,1,5,6,5,21,1,40,5,1,12,26
6974,Dogami #6974,2044,556.4343546673855,1,1,9,1,12,12,404,2,1,4,10,8,44,1,21,6,1,6,6
4831,Dogami #4831,2045,556.2915696959377,1,1,10,1,11,2,404,2,1,5,4,8,49,3,18,5,1,18,6
6404,Zoey,2046,556.1289189946696,1,1,9,1,118,2,298,1,1,5,12,5,42,1,19,6,1,20,6
6609,Dogami #6609,2047,556.0179995582245,1,1,10,1,11,41,312,2,1,3,4,8,107,12,19,6,1,5,6
2855,Dogami #2855,2048,555.9743248126924,1,1,10,1,19,2,361,2,1,5,7,78,20,3,21,6,1,3,8
7238,Dogami #7238,2049,555.9415726708398,1,1,10,1,20,12,404,2,1,5,6,8,21,3,20,6,1,21,8
7327,Dogami #7327,2050,555.7746588730876,1,1,10,1,34,2,404,2,1,5,16,14,20,1,22,5,1,3,8
6363,Dogami #6363,2051,555.7008596674108,1,1,9,1,34,21,381,1,1,4,6,28,21,1,21,5,1,3,8
2834,Dogami #2834,2052,555.6749176392401,1,1,10,1,11,9,429,1,1,5,6,8,20,1,19,5,1,6,12
6158,Dogami #6158,2053,555.3568736458493,1,1,10,1,11,2,429,1,1,5,7,14,20,3,19,5,1,12,6
972,Dogami #972,2054,555.209776670425,1,1,9,1,37,2,361,2,1,5,12,5,18,3,40,6,1,19,26
2630,Dogami #2630,2055,554.6504878915168,1,1,10,1,12,2,343,2,1,5,38,78,18,1,19,6,1,5,5
7718,Dogami #7718,2056,554.3892856557727,1,1,10,1,38,2,298,1,1,5,4,8,114,1,19,6,1,24,12
2743,Dogami #2743,2057,554.3826096593859,1,1,10,1,12,15,404,1,1,5,4,8,20,3,19,6,1,24,12
6903,Dogami #6903,2058,554.2900379980101,1,1,9,1,40,2,264,2,1,5,10,5,19,48,19,5,1,24,90
3824,peanut,2059,554.1305649694926,1,1,10,1,20,2,312,2,1,3,4,8,44,1,109,5,1,18,6
3045,Dogami #3045,2060,553.9540412356491,1,1,9,1,89,2,312,1,1,5,7,5,52,12,19,6,1,12,12
4916,Dogami #4916,2061,553.9486017363816,1,1,10,1,11,28,381,1,1,3,6,14,18,3,52,5,1,3,6
7791,Dogami #7791,2062,553.4898141209969,1,1,10,1,12,2,404,2,1,5,16,8,20,1,49,6,1,3,6
5031,Dogami #5031,2063,553.2454125769241,1,1,9,1,11,9,429,2,1,5,12,8,18,1,21,5,1,5,6
1767,Dogami #1767,2064,553.1884021220542,1,1,10,1,35,15,312,2,1,3,4,14,112,1,20,5,1,3,6
1270,Dogami #1270,2065,553.0870108484596,1,1,10,1,20,9,404,2,1,5,7,28,20,3,19,5,1,3,8
179,Dogami #179,2066,552.9118616861928,1,1,10,1,12,2,429,2,1,3,16,5,21,1,21,6,1,5,12
908,Dogami #908,2067,552.5976887095894,1,1,10,1,21,2,404,2,1,5,34,8,20,3,19,5,1,5,6
23,Dogami #23,2068,552.1731123911956,1,1,10,1,20,9,404,2,1,5,4,10,21,3,19,5,1,5,26
5170,Dogami #5170,2069,552.1538842834196,1,1,10,1,35,2,381,1,1,5,6,8,48,12,19,6,1,3,5
3441,Dogami #3441,2070,552.1364221375729,1,1,10,1,20,2,404,2,1,5,38,8,18,1,19,6,1,3,6
1308,Dogami #1308,2071,551.7316485626139,1,1,10,1,11,2,343,1,1,5,4,10,18,1,101,6,1,21,8
1870,Dogami #1870,2072,551.6949012785847,1,1,9,1,78,2,361,1,1,5,16,5,20,3,19,5,1,12,6
5648,Dogami #5648,2073,551.1013491908094,1,1,10,1,21,2,361,2,1,5,6,78,20,1,21,5,1,3,5
3508,Dogami #3508,2074,551.0361803644017,1,1,10,1,35,2,381,2,1,5,16,8,44,1,19,5,1,5,8
3978,Dogami #3978,2075,550.7639858456108,1,1,10,1,34,21,404,1,1,3,4,8,21,1,19,6,1,3,5
5135,Dogami #5135,2076,550.721063492555,1,1,10,1,11,12,404,1,1,5,6,8,20,1,19,6,1,24,12
652,Dogami #652,2077,550.6956710264793,1,1,10,1,21,9,404,1,1,5,4,8,18,12,19,6,1,12,12
6011,Dogami #6011,2078,550.541532180514,1,1,10,1,21,2,404,2,1,5,34,10,20,1,18,5,1,3,6
6156,Dogami #6156,2079,549.6522057716916,1,1,10,1,20,12,404,1,1,5,6,8,19,1,19,5,1,18,10
3325,Dogami #3325,2080,549.342605307922,1,1,10,1,20,12,404,1,1,5,4,8,20,1,21,6,1,20,6
3563,Dogami #3563,2081,549.3219640149492,1,1,9,1,12,2,429,2,1,5,12,5,18,1,21,5,1,6,10
7713,Dogami #7713,2082,549.1994984225513,1,1,10,1,35,12,312,1,1,5,4,8,21,1,47,5,1,72,6
3555,Dogami #3555,2083,549.0839200212602,1,1,10,1,38,2,404,1,1,5,16,8,19,1,19,5,1,3,8
890,Dogami #890,2084,549.0351129649542,1,1,10,1,245,2,146,2,1,3,10,5,20,1,50,6,1,6,33
6261,Dogami #6261,2085,549.0033778352513,1,1,10,1,19,9,404,1,1,5,4,8,20,1,21,6,1,21,8
2905,Dogami #2905,2086,548.9768443437044,1,1,9,1,105,2,327,1,1,5,16,5,18,1,19,6,1,18,6
1749,Dogami #1749,2087,548.5274508400759,1,1,10,1,34,143,229,2,1,3,4,8,51,1,19,6,1,3,26
3888,Dogami #3888,2088,548.4508549936991,1,1,9,1,78,2,361,1,1,5,7,8,20,1,21,6,1,12,6
4994,Dogami #4994,2089,548.4300404965797,1,1,10,1,20,9,404,1,1,5,6,5,20,3,19,5,1,24,6
4699,Dogami #4699,2090,548.4186468538385,1,1,9,1,11,2,429,2,1,5,4,5,20,1,18,6,1,18,8
5050,Dogami #5050,2091,548.3547577410153,1,1,9,1,21,21,404,2,1,4,6,8,21,1,19,5,1,6,8
5389,Dogami #5389,2092,548.1524347592837,1,1,10,1,11,2,404,1,1,5,10,14,18,1,47,5,1,3,5
5386,Dogami #5386,2093,548.1469186060195,1,1,10,1,20,2,404,2,1,5,12,28,18,1,19,6,1,6,5
6246,Dogami #6246,2094,547.9606228115096,1,1,10,1,20,9,404,1,1,5,4,10,18,1,19,6,1,21,8
4149,Dogami #4149,2095,547.9295054643445,1,1,10,1,20,15,327,2,1,5,4,8,44,1,18,6,1,72,6
6834,Dogami #6834,2096,547.926097136829,1,1,10,1,12,2,404,2,1,5,29,14,20,3,22,6,1,3,8
7364,Dogami #7364,2097,547.7743409438164,1,1,10,1,11,12,404,1,1,5,6,8,20,3,19,5,1,20,12
5035,Dogami #5035,2098,547.6837449752976,1,1,10,1,34,2,343,1,1,5,10,8,18,3,89,6,1,3,5
4334,Max,2099,547.50907759326,1,1,10,1,20,15,404,2,1,5,4,8,19,1,19,6,1,19,6
3056,Dogami #3056,2100,547.3131036092387,1,1,10,1,42,2,361,1,1,5,29,28,21,1,19,5,1,5,8
1581,Dogami #1581,2101,547.2925912086222,1,1,10,1,11,2,404,2,1,5,6,8,49,3,19,5,1,6,6
4128,Dogami #4128,2102,547.2060851735181,1,1,10,1,43,9,381,1,1,5,6,8,21,1,19,6,1,18,6
7727,Dogami #7727,2103,547.110587771945,1,1,9,1,105,9,236,1,1,5,16,5,18,1,47,6,1,72,5
4817,Watbest,2104,547.0426928542798,1,1,10,1,21,101,286,1,1,3,4,14,20,12,52,5,1,3,5
6838,Dogami #6838,2105,546.9921558446762,1,1,10,1,12,2,429,1,1,5,4,8,21,1,18,6,1,12,6
2636,Dogami #2636,2106,546.9862900602182,1,1,10,1,20,2,404,1,1,5,10,28,18,1,19,5,1,3,10
4757,Brownie,2107,546.8870815232501,1,1,10,1,20,2,381,1,1,5,4,8,20,1,53,5,1,18,8
5262,Dogami #5262,2108,546.8200679446333,1,1,9,1,167,20,159,1,1,4,12,8,105,12,19,5,1,6,5
7795,Dogami #7795,2109,546.7960892381682,1,1,9,1,42,20,381,1,1,4,6,14,21,1,19,6,1,5,5
7798,Dogami #7798,2110,546.7620411411829,1,1,9,1,118,2,221,2,1,5,16,5,20,3,19,6,1,21,90
2347,Dogami #2347,2111,546.7323441666974,1,1,10,1,12,2,381,2,1,5,4,10,20,3,52,6,1,19,12
5928,Dogami #5928,2112,546.6421894193746,1,1,9,1,12,2,429,2,1,5,6,5,18,1,18,5,1,12,12
7902,Dogami #7902,2113,546.5909646894163,1,1,10,1,38,12,327,1,1,5,4,8,52,1,47,5,1,18,8
3019,Dogami #3019,2114,546.2068711602951,1,1,10,1,12,2,404,1,1,5,34,10,18,3,19,6,1,3,8
4896,Dogami #4896,2115,546.0254137146068,1,1,10,1,12,12,381,1,1,3,4,8,20,48,21,5,1,3,6
3693,Dogami #3693,2116,545.666827032358,1,1,10,1,12,20,381,2,1,3,4,8,51,3,19,5,1,3,12
2186,Dogami #2186,2117,545.5194696118466,1,1,10,1,12,2,404,2,1,5,34,8,19,3,21,5,1,3,8
6620,Dogami #6620,2118,545.4389060574872,1,1,10,1,12,2,404,2,1,5,34,8,20,3,19,5,1,3,8
4582,Dogami #4582,2119,545.1604544412094,1,1,10,1,12,12,404,1,1,5,4,8,21,1,21,6,1,21,8
515,Poutine,2120,545.1415401685183,1,1,10,1,19,15,381,1,1,3,4,8,51,3,19,6,1,3,10
852,Dogami #852,2121,544.9842686300864,1,1,9,1,20,20,404,1,1,4,6,8,20,3,19,6,1,6,6
3070,Dogami #3070,2122,544.9605822037447,1,1,10,1,11,2,429,1,1,3,7,5,20,3,19,6,1,12,5
6629,Dogami #6629,2123,544.8841035665803,1,1,10,1,20,9,404,1,1,5,6,14,20,1,19,6,1,12,6
1242,Cheddar,2124,544.7919441879908,1,1,9,1,19,21,404,1,1,4,7,8,18,3,19,5,1,5,8
1081,Dogami #1081,2125,544.5061729859103,1,1,10,1,19,9,404,1,1,5,4,10,21,1,19,6,1,19,5
5360,Dogami #5360,2126,544.3621119795024,1,1,10,1,42,2,381,1,1,5,7,28,19,3,19,6,1,3,8
4777,Dogami #4777,2127,543.536528430888,1,1,9,1,20,20,404,1,1,4,6,14,18,3,18,5,1,3,6
785,Dogami #785,2128,543.519435352497,1,1,10,1,12,2,404,2,1,5,34,8,19,3,20,5,1,3,6
