ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Coat,Eyes,Gear,Head,Mouth,Neck,Shirt,Special
5024,CyberKidz Club #5024,1791,519.6627846819,9,Snow,Scarlet,Sand Shawl,Wide,none,Ash Snapback,Stitched,Bud Pendant,none,
4574,CyberKidz Club #4574,1792,519.6504020588,9,Scarlet,Snow,none,Squint,Dual Katana,Lemon Dreads,Stitched,Triple Gold Necklace,Snow Tank,
460,CyberKidz Club #460,1793,519.5671356151,9,Lime,Lime,none,Wide,Kunai,Ash Snapback and Long Lemon Hair,Blank,Scarlet Bandanna,Citrus Tee,
1607,CyberKidz Club #1607,1794,519.351636757,9,Rose,Ash,none,Plain,Katana,Ash Dreads and EyePatch,Impressed,Love Pendant,none,
1569,CyberKidz Club #1569,1795,519.0071118635,9,Snow,Scarlet,Citrus Tracksuit,Faker,Aqua Shoulder Bag,Pattern Sand Bucket,Cthullu,none,none,
1924,CyberKidz Club #1924,1796,519.003082697,9,Snow,Mint,Snow Camo Jacket,Toon,none,Snow Snapback and Short Hazel Hair,Blank,Scarlet Bandanna,none,
3054,CyberKidz Club #3054,1797,518.8908598191,9,Aqua,Ash,none,Toon,Quiver,Scarlet Chanel,Stitched,Gold Necklace,Aqua Short T,
2883,CyberKidz Club #2883,1798,518.7550491815,9,Scarlet,Snow,Snow Tracksuit,Doubtful,Bullets,Hazel Curly,Cthullu,Orb Pendant,Aqua Tank,
2561,CyberKidz Club #2561,1799,518.6315359019,9,Rose,Carib,Desert Camo Jacket,Faker,none,Mint Fringe,Shark,Ova Pendant,Ash Flame Hawaiian,
3607,CyberKidz Club #3607,1800,518.6203806581,9,Grape,Mint,none,Toon,Aqua Shoulder Bag,Snow Snapback and Short Lemon Hair,Glad,none,Navy Flanel,
2988,CyberKidz Club #2988,1801,518.5771480252,9,Grape,Lime,none,Glad,none,Ash and Rose Snapback,Skelly,Bud Pendant,Snow Flame Hawaiian,
4069,CyberKidz Club #4069,1802,518.3949742597,9,Citrus,Hazel,Rose Parka,Confused,Snow Shoulder Bag,Mint Emo,Stitched,Scarlet Bandanna,Ash Sweater,
301,CyberKidz Club #301,1803,518.3041429445,9,Lime,Lazuli,none,Faker,Monkey Tail,Ash Ponytails and Scouter,Cthullu,none,none,
5297,CyberKidz Club #5297,1804,518.186815426,9,Snow,Ash,Merlot Cotton Sweater,Unimpressed,Snow Shoulder Bag,Ash Slick,Vampire,Sapphire Plates,none,
3778,CyberKidz Club #3778,1805,518.0578754362,9,Mint,Hazel,Rose Robe,Mad,Aqua Shoulder Bag,Hazel Dreads,Meh,Tanzanite Plates,Sand Striped,
13,CyberKidz Club #13,1806,518.050622085,9,Grape,Ash,none,Full of it,Suspenders,Carib Hanya,Surprised,none,Citrus Turtleneck,
2081,CyberKidz Club #2081,1807,517.8370407631,9,Citrus,Lazuli,none,Blink,Ash Shoulder Bag,Snow and Citrus Snapback,Orc,Ova Pendant,Ice Tee,
343,CyberKidz Club #343,1808,517.8193031445,9,Rose,Lemon,Grape Hoodie,Wide,Aqua Shoulder Bag,Scarlet Snapback and Short Hazel Hair,Stitched,Ova Pendant,none,
6663,CyberKidz Club #6663,1809,517.7735106333,9,Mint,Lazuli,Aviator Jacket,Glad,Lemon Shoulder Bag,Ash Ponytails,Vampire,Ash Bandanna,Sand V Neck,
6499,CyberKidz Club #6499,1810,517.7649250111,9,Lime,Ash,Snow Fake Fur Coat,Faker,Double Blades,Ash Chanel,Wavy,none,Sand Sweater,
4419,CyberKidz Club #4419,1811,517.7620312756,9,Mint,Ash,Forest Camo Jakcet,Enlightened,AK,Mint Hawk,Sad,Silver Necklace,Citrus Turtleneck,
5796,CyberKidz Club #5796,1812,517.7346623693,9,Mint,Citrus,Snow Tracksuit,Awkward,Pisto Holder,Snow Chanel,Wavy,Gold Necklace,Snow Sweater,
1626,CyberKidz Club #1626,1813,517.653037689,9,Grape,Scarlet,none,Plain,Yoga Mat,Ash Fro and Cyclops,Wavy,Love Pendant,none,
615,CyberKidz Club #615,1814,517.6294535228,9,Citrus,Carib,Scarlet Team Jacket,Confused,Aqua Shoulder Bag,Hazel Curly,Pup,Twitter Pendant,Snow Tee,
3796,CyberKidz Club #3796,1815,517.5461583493,9,Snow,Ash,Royal Cotton Sweater,Squint,Snow Shoulder Bag,Scarlet Snapback,Cthullu,Bubblegum Pendant,Ash Sweater,
2937,CyberKidz Club #2937,1816,517.5043273786,9,Lime,Lemon,Aqua Parka,Blink,none,Grape Slick,Poker Face,Orb Pendant,Citrus V Neck,
4534,CyberKidz Club #4534,1817,517.4993931792,9,Aqua,Ash,Snow Puffer,Awkward,Angel Wings,Snow Fringe,Meh,Triple Gold Necklace,none,
2752,CyberKidz Club #2752,1818,517.4992147716,9,Lemon,Ash,Aqua Parka,Mad,Bullets,Aqua Bowl,Shark,Planet Pendant,Snow and Ash Hawaiian,
4914,CyberKidz Club #4914,1819,517.493266034,9,Mint,Scarlet,Lime Hoodie,Glad,Pisto Holder,Snow Greaser,Vampire,Eagle Chestplate,Tan Tee,
4434,CyberKidz Club #4434,1820,517.4880248514,9,Lemon,Ash,Lemon Hoodie,Wide,Ash Shoulder Bag,Ash Snapback and Short Lemon Hair,Impressed,Orb Pendant,Scarlet Sweater,
5460,CyberKidz Club #5460,1821,517.4568898334,9,Scarlet,Snow,Desert Camo Jacket,Doubtful,none,Lemon Dreads,Stitched,Silver Necklace,Navy Turtleneck,
78,CyberKidz Club #78,1822,517.4300867257,9,Carib,Lazuli,none,Glad,none,Scarlet Snapback and Short Ash Hair,Turtle,none,Lemon Hawaiian,
687,CyberKidz Club #687,1823,517.3369014444,9,Lime,Lazuli,Scarlet Puffer,Squint,Quiver,Ash Bun,Impressed,none,Grape Short T,
4189,CyberKidz Club #4189,1824,517.2413547475,9,Lemon,Ash,Lime Parka,Blink,none,Snow Snapback and Long Ash Hair,Sad,Aqua Bandanna,Navy Turtleneck,
2694,CyberKidz Club #2694,1825,517.2142360637,9,Lemon,Lime,Tan Parka,Faker,Suspenders,Scarlet Slick,Blank,Planet Pendant,Rose and Scarlet Hawaiian,
6329,CyberKidz Club #6329,1826,516.9840875993,9,Aqua,Snow,Tan Shawl,Blink,none,Ash Snapback,Blank,Shroom Pendant,none,
2950,CyberKidz Club #2950,1827,516.9547475491,9,Grape,Hazel,Aqua Parka,Full of it,none,Scarlet Beanie,Vampire,none,Ash Sweater,
3044,CyberKidz Club #3044,1828,516.6210936052,9,Lime,Mint,Royal Cotton Sweater,Squint,none,Pattern Tan Bucket,Orc,none,none,
1170,CyberKidz Club #1170,1829,516.5645904278,9,Mint,Lazuli,Tan Cotton Sweater,Insomniac,Bulletproof Vest,Hazel Hawk,Wavy,Ova Pendant,Tan Striped,
2728,CyberKidz Club #2728,1830,516.5637343564,9,Carib,Scarlet,Ice Puffer,Unimpressed,none,Grape Fro,Impressed,none,Scarlet Flanel,
4874,CyberKidz Club #4874,1831,516.5372064785,9,Mint,Lemon,none,Glad,none,Ash Snapback and Short Ash Hair,Blank,Shroom Pendant,Citrus V Neck,
110,CyberKidz Club #110,1832,516.5060738936,9,Grape,Citrus,Royal Cotton Sweater,One Eyed,none,Ash Snapback,Wavy,Bone Necklace,none,
2524,CyberKidz Club #2524,1833,516.4752602653,9,Citrus,Lazuli,none,Squint,Monkey Tail,Ash Bucket,Indifferent,none,Snow Turtleneck,
4569,CyberKidz Club #4569,1834,516.3201308246,9,Carib,Scarlet,none,Insomniac,Bulletproof Vest,Nerdy Glasses,Vampire,none,Sand Sweater,
1973,CyberKidz Club #1973,1835,516.2737314034,9,Lemon,Lime,Lemon Windbreaker,Lol,Angel Wings,Mint Hawk,Vampire,Bone Necklace,Rose and Scarlet Hawaiian,
5895,CyberKidz Club #5895,1836,516.1619658314,9,Mint,Carib,Rose Robe,Lol,Dual Katana,Ash Snapback and Short Ash Hair,Impressed,none,Tan Tee,
6381,CyberKidz Club #6381,1837,516.0635727293,9,Mint,Snow,Tan Parka,Squint,none,Forest Camo Beanie,Glad,Twitter Pendant,none,
6273,CyberKidz Club #6273,1838,515.9577060122,9,Lime,Carib,none,Full of it,Devil Tail,Ash Fro,Surprised,Shroom Pendant,Snow Button Down and Aqua Tie,
4962,CyberKidz Club #4962,1839,515.8581870877,9,Lime,Ash,Carib Hoodie,One Eyed,RPG,Aqua Slick,Surprised,Shroom Pendant,Rose and Scarlet Hawaiian,
235,CyberKidz Club #235,1840,515.8578769179,9,Lime,Citrus,Jeans Jacket,Doubtful,none,Mint Slick,Blank,Underworld Pendant,Snow and Ash Hawaiian,
6377,CyberKidz Club #6377,1841,515.7533118183,9,Scarlet,Scarlet,Scarlet Hoodie,Mad,Trident,Hazel and Aqua Bandanna Axel,Cthullu,none,Ice Tee,
5595,CyberKidz Club #5595,1842,515.7481341363,9,Lime,Ash,Scarlet Robe,Lol,none,Lemon Fringe,Orc,Golden Beads,Citrus V Neck,
2185,CyberKidz Club #2185,1843,515.6671641803,9,Rose,Carib,Tan Cotton Sweater,Dead,Katana,Mint Ponytails,Blank,Silver Chain,Scarlet Striped,
4497,CyberKidz Club #4497,1844,515.6103347012,9,Mint,Lime,Grape Hoodie,Blink,none,Ash Snapback and Long Lemon Hair,Stitched,none,Sand Tee,
1723,CyberKidz Club #1723,1845,515.5030916847,9,Mint,Mint,none,Glad,Lemon Shoulder Bag,Snow Snapback and Short Hazel Hair,Poker Face,none,Scarlet Short T,
1834,CyberKidz Club #1834,1846,515.4553649683,9,Carib,Mint,Ash Hoodie,Faker,none,Snow Snapback,Stuck Out Tongue,Bud Pendant,none,
4140,CyberKidz Club #4140,1847,515.3588177165,9,Carib,Lazuli,Ice Tracksuit,Spider,none,Scarlet Curly,Surprised,Ash Bandanna,Lemon Hawaiian,
1282,CyberKidz Club #1282,1848,515.2595075932,9,Lime,Lime,Ice Tracksuit,Toon,none,Snow Beanie,Orc,Underworld Pendant,Snow Striped,
3343,CyberKidz Club #3343,1849,515.0967105064,9,Scarlet,Snow,Snow Camo Jacket,Enlightened,none,Scarlet Snapback and Long Ash Hair,Blank,none,none,
394,CyberKidz Club #394,1850,515.0553426966,9,Rose,Hazel,Citrus Hoodie,Lol,none,Pattern Ash Bucket,Meh,none,none,
3034,CyberKidz Club #3034,1851,514.6650689272,9,Rose,Mint,none,Lol,Guitar,Lemon Bun and Cyclops,Sad,Aqua Bandanna,none,
3871,CyberKidz Club #3871,1852,514.6328980992,9,Lemon,Hazel,Royal Shawl,Squint,none,Aqua Greaser,Turtle,none,Snow Button Down and Ash Tie,
231,CyberKidz Club #231,1853,514.6194835666,9,Scarlet,Mint,none,Full of it,Bulletproof Vest,Mint Curly,Pup,Ice Jewels,Sand Sweater,
428,CyberKidz Club #428,1854,514.5966170741,9,Scarlet,Snow,Lime Parka,Toon,Ash Shoulder Bag,Lemon Ponytails and Scouter,Surprised,Skull Pendant,none,
1145,CyberKidz Club #1145,1855,514.5714364191,9,Citrus,Carib,Ash Hoodie,Unimpressed,Yoga Mat,Snow Emo,Blank,Silver Necklace,Lemon Hawaiian,
5627,CyberKidz Club #5627,1856,514.5397698791,9,Rose,Ash,Ash Windbreaker,Squint,Dual Katana,Mint Slick,Beak,Gold Necklace,Sand Turtleneck,
226,CyberKidz Club #226,1857,514.5226875488,9,Citrus,Hazel,Jeans Jacket,Glad,AK,Mint Dreads,Glad,Orb Pendant,Snow Button Down and Aqua Tie,
5271,CyberKidz Club #5271,1858,514.3755911808,9,Snow,Lime,none,Unimpressed,Sharkfin,Snow Curly,Sad,none,Scarlet Tank,
4753,CyberKidz Club #4753,1859,514.2907122898,9,Lime,Ash,Suit,Full of it,AK,Snow Curly,Surprised,Bone Necklace,Mint V Neck,
5630,CyberKidz Club #5630,1860,514.2401335637,9,Aqua,Citrus,Scarlet Puffer,Faker,none,Grape Bowl,Wavy,Silver Beads,Citrus Striped,
269,CyberKidz Club #269,1861,514.2401123384,9,Aqua,Citrus,Scarlet Puffer,Glad,Bulletproof Vest,Scar,Poker Face,none,Navy Turtleneck,
6146,CyberKidz Club #6146,1862,514.2003548866,9,Carib,Citrus,none,Full of it,Sharkfin,Nightvision and Short Ash Hair,Glad,none,Tan Tee,
3769,CyberKidz Club #3769,1863,514.0213540094,9,Aqua,Scarlet,Racer Jacket,Insomniac,Bulletproof Vest,Hazel Chanel,Impressed,none,Ash Sweater,
4742,CyberKidz Club #4742,1864,513.9563942732,9,Lime,Scarlet,Snow Tracksuit,Full of it,Sharkfin,Snow Slick,Skelly,none,Scarlet Flanel,
2116,CyberKidz Club #2116,1865,513.947815205,9,Mint,Citrus,Desert Scarf,Lol,Pisto Holder,Ash Dreads,Surprised,none,Aqua Short T,
5816,CyberKidz Club #5816,1866,513.9380837168,9,Scarlet,Lime,Tan Cotton Sweater,Plain,Lemon Shoulder Bag,Aqua Hawk,Stitched,Silver Beads,Ash V Neck,
1741,CyberKidz Club #1741,1867,513.9132739157,9,Rose,Scarlet,none,Faker,none,Ash Dreads and EyePatch,Beak,none,none,
3535,CyberKidz Club #3535,1868,513.8381993044,9,Snow,Lazuli,Citrus Tracksuit,Toon,none,Mint Fro,Indifferent,Skull Pendant,Scarlet Flanel,
5980,CyberKidz Club #5980,1869,513.7253869156,9,Grape,Carib,Desert Camo Jacket,Doubtful,none,Ash Fringe,Wavy,none,Ash Tank,
3677,CyberKidz Club #3677,1870,513.6748173638,9,Citrus,Scarlet,Aqua Tracksuit,Enlightened,Devil Tail,Grape Chanel,Impressed,Orb Pendant,Ash Tee,
3957,CyberKidz Club #3957,1871,513.6035962909,9,Rose,Hazel,none,Wide,Devil Tail,Scarlet and Ash Beanie,Indifferent,none,none,
147,CyberKidz Club #147,1872,513.5962566807,9,Carib,Scarlet,none,Unimpressed,Kunai,Pattern Pink Bucket,Stuck Out Tongue,Twitter Pendant,Scarlet Sweater,
2216,CyberKidz Club #2216,1873,513.4265308933,9,Lime,Citrus,none,Enlightened,Bulletproof Vest,Hazel Ponytails,Vampire,Gold Chain,Tan Striped,
685,CyberKidz Club #685,1874,513.4056298767,9,Lemon,Lime,Citrus Hoodie,Wide,none,Snow Snapback and Short Hazel Hair,Blank,Scarlet Bandanna,Citrus Tee,
372,CyberKidz Club #372,1875,513.3802306388,9,Carib,Scarlet,Mint Robe,Enlightened,none,Snow Fringe,Impressed,Skull Pendant,Lemon Hawaiian,
5906,CyberKidz Club #5906,1876,513.3186820014,9,Carib,Citrus,Citrus Windbreaker,Full of it,none,Rose and Snow Snapback,Shark,none,Navy Tee,
489,CyberKidz Club #489,1877,513.2783240734,9,Aqua,Citrus,Aqua Parka,Lol,none,Lemon Long Fringe,Impressed,Eagle Chestplate,Citrus Turtleneck,
1918,CyberKidz Club #1918,1878,513.2330321974,9,Lime,Citrus,Tan Shawl,Dead,none,Ash Fringe,Indifferent,Aqua Bandanna,Scarlet Striped,
2309,CyberKidz Club #2309,1879,513.1705054811,9,Grape,Lemon,none,Wide,none,Lemon Emo,Impressed,Silver Chain,Scarlet Short T,
5135,CyberKidz Club #5135,1880,513.1085398901,9,Aqua,Ash,Snow Hoodie,Plain,none,Lemon and Ash Bandanna Axel,Sad,Underworld Pendant,none,
3743,CyberKidz Club #3743,1881,513.0969959105,9,Citrus,Lemon,Ice Windbreaker,Faker,none,Ash and Scarlet Bandanna Axel,Orc,none,none,
2816,CyberKidz Club #2816,1882,513.0725927809,9,Lemon,Snow,Royal Cotton Sweater,Toon,Dual Katana,Ice Snapback and Short Lemon Hair,Wavy,Bud Pendant,none,
5556,CyberKidz Club #5556,1883,512.73917333,9,Citrus,Ash,none,Confused,none,Ash and Scarlet Bandanna Axel,Glad,Planet Pendant,Citrus Tee,
818,CyberKidz Club #818,1884,512.7060136379,9,Lemon,Hazel,Scarlet Team Jacket,Full of it,none,Ash Dreads,Wavy,Twitter Pendant,Rose Turtleneck,
2368,CyberKidz Club #2368,1885,512.3108764148,9,Scarlet,Carib,Mint Robe,Unimpressed,Aqua Shoulder Bag,Scarlet Hawk,Drool,Aqua Bandanna,Grape Short T,
3052,CyberKidz Club #3052,1886,512.2125093182,9,Rose,Citrus,none,Unimpressed,none,Ash Emo,Poker Face,Love Pendant,Citrus Flanel,
837,CyberKidz Club #837,1887,512.1318378349,9,Carib,Lemon,Snow Fake Fur Coat,Enlightened,Bullets,Mint Greaser,Orc,none,none,
4443,CyberKidz Club #4443,1888,512.0597987444,9,Lime,Carib,Royal Shawl,Faker,Katana,Ash Ponytails and Shades,Blank,none,none,
262,CyberKidz Club #262,1889,512.0381604838,9,Lemon,Scarlet,Suit,Toon,none,Rose and Snow Snapback,Sad,none,Ice and Aqua Hawaiian,
2180,CyberKidz Club #2180,1890,512.0229755373,9,Aqua,Mint,Racer Jacket,EthHead,Snow Shoulder Bag,Hazel Greaser,Skelly,Bud Pendant,Mint Turtleneck,
1965,CyberKidz Club #1965,1891,511.9942043877,9,Carib,Hazel,Aqua Parka,Wide,Guitar,Pattern Pink Bucket,Blank,Scarlet Bandanna,Scarlet Striped,
3905,CyberKidz Club #3905,1892,511.9903060866,9,Carib,Carib,none,Plain,Monkey Tail,Lemon and Ash Bandanna Axel,Stuck Out Tongue,Shroom Pendant,Navy Tee,
94,CyberKidz Club #94,1893,511.8890474727,9,Rose,Citrus,none,Glad,AK,Aqua Fro,Stuck Out Tongue,Triple Gold Necklace,Scarlet Flanel,
6578,CyberKidz Club #6578,1894,511.8646098836,9,Lime,Hazel,Carib Hoodie,Glad,Dual Katana,Ash Emo,Glad,Orb Pendant,Tan Striped,
383,CyberKidz Club #383,1895,511.8280891046,9,Citrus,Scarlet,Scarlet Team Jacket,Enlightened,none,Snow Camo Beanie,Meh,Bud Pendant,none,
4909,CyberKidz Club #4909,1896,511.8187725749,9,Lemon,Ash,Citrus Hoodie,Glad,Katana,Ash Chanel,Poker Face,Shroom Pendant,Snow Flame Hawaiian,
2902,CyberKidz Club #2902,1897,511.7490527494,9,Grape,Mint,none,Toon,Guitar,Snow Hawk,Meh,Bud Pendant,Citrus Flanel,
2872,CyberKidz Club #2872,1898,511.7193609213,9,Carib,Snow,Desert Scarf,Plain,Guitar,Hazel Fringe,Blank,none,Snow Flame Hawaiian,
5784,CyberKidz Club #5784,1899,511.7169317152,9,Citrus,Mint,none,Awkward,none,Forest Camo Beanie,Surprised,Shroom Pendant,Sand V Neck,
1642,CyberKidz Club #1642,1900,511.6941889155,9,Mint,Carib,none,EthHead,AK,Scarlet Emo,Glad,Golden Beads,Snow Striped,
906,CyberKidz Club #906,1901,511.2767024736,9,Snow,Mint,Royal Shawl,Plain,Quiver,Aqua Slick,Orc,none,Snow Sweater,
3739,CyberKidz Club #3739,1902,511.1632788831,9,Lime,Citrus,Snow Camo Jacket,Wide,Dual Katana,Scarlet Snapback,Surprised,none,Ice Turtleneck,
1599,CyberKidz Club #1599,1903,511.1506280729,9,Lemon,Lime,Aqua Parka,Wide,Yoga Mat,Lemon Chanel,Glad,Tanzanite Plates,Grape Short T,
1432,CyberKidz Club #1432,1904,511.0869990231,9,Rose,Ash,Ash Windbreaker,Plain,none,Hazel Ponytails,Vampire,Love Pendant,Snow Button Down and Aqua Tie,
1663,CyberKidz Club #1663,1905,511.06894419,9,Rose,Hazel,Tan Shawl,Spider,AK,Lemon and Scarlet Bandanna Axel,Vampire,none,Cream Tee,
5813,CyberKidz Club #5813,1906,510.9336499667,9,Rose,Hazel,none,Wide,none,Snow Hawk and EyePatch,Impressed,Bud Pendant,Navy Turtleneck,
4556,CyberKidz Club #4556,1907,510.9047356081,9,Scarlet,Snow,Ice Windbreaker,Awkward,Yoga Mat,Grape Slick,Vampire,none,Citrus V Neck,
1417,CyberKidz Club #1417,1908,510.8995748201,9,Rose,Scarlet,none,Mad,none,Ice Snapback,Surprised,Shroom Pendant,Scarlet Turtleneck,
3337,CyberKidz Club #3337,1909,510.8657051873,9,Carib,Hazel,Rose Parka,Mad,Monkey Tail,Ash Fringe,Skelly,Shroom Pendant,Rose Turtleneck,
3423,CyberKidz Club #3423,1910,510.7458381376,9,Rose,Scarlet,Desert Camo Jacket,Plain,AK,Hazel Greaser,Glad,Aqua Bandanna,Ash Turtleneck,
2416,CyberKidz Club #2416,1911,510.639715749,9,Lime,Lime,none,Squint,AK,Hazel Dreads,Wavy,Aqua Bandanna,Scarlet Tee,
1162,CyberKidz Club #1162,1912,510.5473182706,9,Lemon,Lemon,none,Wide,Snow Shoulder Bag,Ash Ponytails and Shades,Impressed,Bubblegum Pendant,Mint Turtleneck,
5579,CyberKidz Club #5579,1913,510.4763375618,9,Citrus,Lazuli,Grape Hoodie,Faker,Lemon Shoulder Bag,Ash Snapback and Short Hazel Hair,Turtle,Orb Pendant,none,
1674,CyberKidz Club #1674,1914,510.4346617438,9,Snow,Snow,none,Glad,Suspenders,Ash Bucket,Stitched,none,Tan Turtleneck,
1877,CyberKidz Club #1877,1915,510.2363974773,9,Citrus,Scarlet,Mint Robe,One Eyed,Trident,Aqua Greaser,Sad,Planet Pendant,Rose and Scarlet Hawaiian,
5868,CyberKidz Club #5868,1916,510.1731481568,9,Mint,Carib,Snow Hoodie,Spider,none,Scarlet Slick,Blank,none,Snow Button Down and Aqua Tie,
2507,CyberKidz Club #2507,1917,510.1636008482,9,Carib,Ash,none,Dead,Monkey Tail,Ice Snapback,Impressed,none,Ice Tee,
5536,CyberKidz Club #5536,1918,510.1503283723,9,Mint,Snow,Desert Camo Jacket,Glad,Snow Shoulder Bag,Mint Long Fringe,Cthullu,none,Ice Striped,
853,CyberKidz Club #853,1919,509.9335632864,9,Grape,Hazel,none,EthHead,none,Scarlet Snapback and Short Ash Hair,Impressed,Triple Gold Necklace,Ice Tee,
5092,CyberKidz Club #5092,1920,509.7128358408,9,Lemon,Scarlet,Ice Windbreaker,Plain,AK,Lemon Emo,Blank,none,Cream Tee,
175,CyberKidz Club #175,1921,509.6191328682,9,Lime,Scarlet,Citrus Tracksuit,Wide,none,Carib Hanya,Stitched,none,none,
6345,CyberKidz Club #6345,1922,509.4440829554,9,Grape,Lazuli,Scarlet Puffer,Unimpressed,Suspenders,Lemon Bowl,Impressed,Silver Necklace,Sand Tee,
3593,CyberKidz Club #3593,1923,509.111748458,9,Aqua,Snow,Ocean Camo Jakcet,Blink,none,Hazel Emo,Glad,none,Rose and Scarlet Hawaiian,
2550,CyberKidz Club #2550,1924,509.0956862151,9,Grape,Hazel,Scarlet Puffer,One Eyed,none,Ash and Rose Snapback,Glad,Skull Pendant,none,
5523,CyberKidz Club #5523,1925,509.0308171368,9,Lemon,Lemon,none,Glad,Suspenders,Scarlet Snapback and Long Ash Hair,Impressed,Silver Chain,Sand Tee,
3907,CyberKidz Club #3907,1926,508.9748772807,9,Lemon,Hazel,Snow Windbreaker,Toon,Aqua Shoulder Bag,Snow Beanie,Pup,none,Ice and Aqua Hawaiian,
4284,CyberKidz Club #4284,1927,508.8513637621,9,Lime,Lemon,none,Confused,Devil Tail,Hazel Slick,Surprised,Bubblegum Pendant,Rose and Scarlet Hawaiian,
1191,CyberKidz Club #1191,1928,508.8221609264,9,Aqua,Ash,Lime Parka,Squint,Dual Katana,Ash Snapback and Long Ash Hair,Stitched,Ova Pendant,Citrus Tee,
4619,CyberKidz Club #4619,1929,508.7804027628,9,Citrus,Hazel,Snow Fake Fur Coat,Blink,Yoga Mat,Hazel and Aqua Bandanna Axel,Glad,none,Ice Tee,
271,CyberKidz Club #271,1930,508.735941452,9,Snow,Lime,Scarlet Team Jacket,Blink,Snow Shoulder Bag,Lemon Fro,Indifferent,none,Mint Striped,
5795,CyberKidz Club #5795,1931,508.6978817845,9,Snow,Hazel,Tan Parka,Blink,Ash Shoulder Bag,Grape Fro,Meh,Twitter Pendant,Snow Short T,
5161,CyberKidz Club #5161,1932,508.6246760409,9,Aqua,Hazel,Scarlet Puffer,Unimpressed,Monkey Tail,Aqua Long Fringe,Stuck Out Tongue,none,Navy Turtleneck,
2955,CyberKidz Club #2955,1933,508.5697561305,9,Grape,Lemon,Snow Puffer,Full of it,Pisto Holder,Grape Greaser,Glad,Bone Necklace,Cream Tee,
6336,CyberKidz Club #6336,1934,508.5677763483,9,Scarlet,Carib,Aviator Jacket,Lol,Aqua Shoulder Bag,Aqua Fro,Surprised,Bud Pendant,Snow Striped,
4250,CyberKidz Club #4250,1935,508.5602207134,9,Citrus,Mint,Scarlet Team Jacket,Plain,none,Aqua Emo,Indifferent,Bone Necklace,Scarlet Striped,
1926,CyberKidz Club #1926,1936,508.4954929702,9,Aqua,Lazuli,none,Insomniac,Monkey Tail,Ash Ponytails and Shades,Shark,none,Navy Turtleneck,
795,CyberKidz Club #795,1937,508.4702684441,9,Mint,Ash,none,EthHead,Trident,Aqua Long Fringe,Skelly,Gold Chain,Citrus Turtleneck,
3508,CyberKidz Club #3508,1938,508.4585012727,9,Grape,Scarlet,Rose Fake Fur Coat,Lol,Aqua Shoulder Bag,Grape Emo,Stitched,Gold Necklace,Snow Turtleneck,
4353,CyberKidz Club #4353,1939,508.3987682682,9,Rose,Carib,Carib Team Jacket,Glad,Guitar,Snow Bowl,Wavy,Orb Pendant,Ash Flame Hawaiian,
3678,CyberKidz Club #3678,1940,508.3615987892,9,Mint,Mint,none,Insomniac,Kunai,Snow Bowl,Stitched,Ice Jewels,Snow Flame Hawaiian,
3850,CyberKidz Club #3850,1941,508.3605524543,9,Lemon,Carib,Tan Cotton Sweater,Spider,Guitar,Ash Fro,Stuck Out Tongue,Shroom Pendant,Scarlet Sweater,
6167,CyberKidz Club #6167,1942,508.32320123,9,Snow,Lime,none,Mad,Katana,Mint Bowl,Wavy,none,Scarlet Tee,
3490,CyberKidz Club #3490,1943,508.1249488744,9,Mint,Citrus,Snow Hoodie,Toon,none,Nerdy Glasses,Orc,none,Ice Turtleneck,
1390,CyberKidz Club #1390,1944,508.0981308996,9,Citrus,Mint,Aviator Jacket,Squint,Katana,Pattern Pink Bucket,Drool,Ova Pendant,Ash Turtleneck,
5237,CyberKidz Club #5237,1945,508.0703453011,9,Carib,Citrus,Carib Team Jacket,Toon,none,Ash Saiyan,Surprised,Scarlet Bandanna,Aqua Short T,
2972,CyberKidz Club #2972,1946,508.0618127415,9,Snow,Snow,none,Awkward,none,Lemon Ponytails and Scouter,Stuck Out Tongue,none,Rose and Scarlet Hawaiian,
1855,CyberKidz Club #1855,1947,507.9577870881,9,Scarlet,Snow,Carib Team Jacket,Insomniac,Aqua Shoulder Bag,Mint Ponytails,Impressed,Love Pendant,Aqua Tee,
2272,CyberKidz Club #2272,1948,507.8899572833,9,Aqua,Lemon,Ice Tracksuit,Squint,none,Ash Snapback and Short Lemon Hair,Impressed,Shroom Pendant,Scarlet V Neck,
1959,CyberKidz Club #1959,1949,507.8616406038,9,Lime,Mint,none,Insomniac,Angel Wings,Rose and Snow Snapback,Turtle,Bone Necklace,none,
2338,CyberKidz Club #2338,1950,507.8365123192,9,Scarlet,Scarlet,none,Lol,none,Pattern Ice Bucket,Stitched,Bud Pendant,Scarlet Sweater,
2261,CyberKidz Club #2261,1951,507.8295250805,9,Rose,Mint,none,Plain,Sharkfin,Pattern Ice Bucket,Turtle,none,Snow Turtleneck,
510,CyberKidz Club #510,1952,507.7847344775,9,Scarlet,Carib,none,One Eyed,none,Citrus Beanie,Poker Face,none,Ice Tee,
2496,CyberKidz Club #2496,1953,507.7638781157,9,Mint,Scarlet,Scarlet Team Jacket,Squint,Angel Wings,Mint Fro,Turtle,Bone Necklace,none,
4174,CyberKidz Club #4174,1954,507.7192955186,9,Scarlet,Lazuli,Desert Scarf,Toon,Suspenders,Grape Greaser,Glad,Silver Chain,Scarlet Turtleneck,
