ID,Name,Rank,Rarity_Score,Agility,Alignment,Ancestor,Attributes,Background,Class,Dexterity,Fur,Gender,Head Accessory,Intelligence,Magic,Morality,Race,Rank,Strength,Weapon
1248,Bunny Knights #1248,396,2810.8122415628814,2,Friendly,366,15,Glacier,Hunter,5,Black,Male,Headband,2,,Evil,Bunny,589,1,Crossbow
1112,Bunny Knights #1112,397,2810.6312119189247,3,Stubborn,60,15,Blue,Enchanter,4,Tan,Male,,2,Ice,Good,Bunny,1240,1,Ice Wand
2415,Bunny Knights #2415,398,2810.2734877240264,2,Nostalgic,263,14,Mushroom,Hunter,4,Cowhide,Male,,2,,Good,Bunny,81,2,Emerald Bow
1563,Bunny Knights #1563,399,2809.59935348485,6,Offensive,471,14,Silver,Thief,1,Black,Male,,1,,Good,Bunny,1089,2,Dagger
1931,Bunny Knights #1931,400,2808.6455343219104,2,Confident,6,14,Pink,Squire,2,Grey,Female,,1,,Neutral,Bunny,630,5,Axe
870,Bunny Knights #870,401,2808.6197212749576,3,Confident,335,14,Blue,Hunter,3,Sunflower,Male,,3,,Good,Bunny,92,1,Emerald Bow
1378,Bunny Knights #1378,402,2807.986698164685,2,Emotional,471,16,Glacier,Acolyte,2,Ginger,Male,Straw Hat,5,Healing,Neutral,Bunny,545,1,Cross Wand
1861,Bunny Knights #1861,403,2807.9601986164935,2,Indecisive,492,14,Teal,Hunter,3,Light Grey,Male,,2,,Good,Bunny,472,3,Chakram
1675,Bunny Knights #1675,404,2807.6969687789738,1,Offensive,184,16,Blue,Apprentice,1,Ochre,Male,Apprentice Hood,6,Lightning,Good,Bunny,1177,2,Lightning Wand
2271,Bunny Knights #2271,405,2807.6513794566363,1,Emotional,86,14,Green,Squire,2,Ochre,Male,,2,,Evil,Bunny,770,5,Sword
1131,Bunny Knights #1131,406,2807.5628784620453,4,Pessimistic,159,14,Blue,Hunter,3,Ochre,Male,,2,,Neutral,Bunny,496,1,Bone Bow
2268,Bunny Knights #2268,407,2806.796689852005,4,Sensitive,348,15,Mushroom,Thief,2,Brown,Male,Sleeping Cap,1,,Good,Bunny,526,3,Short Sword
1691,Bunny Knights #1691,408,2806.3134765523255,2,Indecisive,97,15,Green,Enchanter,2,Yellow,Male,,4,Ice,Evil,Bunny,1225,2,Ice Wand
1158,Bunny Knights #1158,409,2806.1460354300675,1,Bold,103,16,Teal,Acolyte,2,Ginger,Male,Straw Hat,5,Healing,Good,Bunny,612,2,Cross Wand
1814,Bunny Knights #1814,410,2805.6930476105968,3,Stubborn,253,15,Glacier,Hunter,5,Tortilla,Female,Headband,1,,Neutral,Bunny,670,1,Slingshot
986,Bunny Knights #986,411,2805.2601714904513,2,Stubborn,68,14,Lavender,Squire,3,Cafe,Male,,1,,Neutral,Bunny,629,4,Axe
1998,Bunny Knights #1998,412,2805.1205661066547,5,Nostalgic,391,15,Glacier,Hunter,2,Light Grey,Male,Headband,1,,Good,Bunny,622,2,Crossbow
1446,Bunny Knights #1446,413,2804.5987873401355,2,Offensive,406,14,Glacier,Squire,4,Light Yellow,Female,,1,,Good,Bunny,562,3,Sword
1312,Bunny Knights #1312,414,2804.201493788346,5,Arrogant,141,14,Indigo,Thief,3,Ginger,Male,,1,,Good,Bunny,634,1,Iron Knuckle
1717,Bunny Knights #1717,415,2804.1818343910622,2,Charming,357,15,Pink,Enchanter,1,Light Yellow,Male,,5,Dark,Evil,Bunny,1065,2,Dark Wand
1415,Bunny Knights #1415,416,2803.3125734429573,1,Bold,361,16,Moss Green,Acolyte,3,Ochre,Female,Sleeping Cap,5,Healing,Evil,Bunny,712,1,Cross Wand
2050,Bunny Knights #2050,417,2803.1193168163086,4,Charming,32,14,Fawn,Thief,2,Pink,Male,,1,,Good,Bunny,566,3,Iron Knuckle
1808,Bunny Knights #1808,418,2802.929154851571,2,Bold,347,14,Fawn,Hunter,5,Cream,Female,,2,,Evil,Bunny,755,1,Boomerang
2115,Bunny Knights #2115,419,2802.8748732510358,2,Nostalgic,224,15,Lavender,Acolyte,1,Peanut,Female,,6,Marble,Good,Bunny,1010,1,Marble Cross Wand
1259,Bunny Knights #1259,420,2802.302901422828,1,Bold,351,14,Green,Hunter,4,Light Yellow,Male,,2,,Neutral,Bunny,717,3,Boomerang
2359,Bunny Knights #2359,421,2802.285683722562,1,Bold,63,14,Moss Green,Hunter,5,Sunflower,Male,,1,,Evil,Bunny,831,3,Bow
1051,Bunny Knights #1051,422,2802.2486952987547,3,Indecisive,103,14,Purple,Hunter,4,Lavender,Male,,2,,Good,Bunny,615,1,Bow
2313,Bunny Knights #2313,423,2801.9951691011706,2,Timid,489,15,Mushroom,Enchanter,1,White,Male,,6,Lightning,Evil,Bunny,1193,1,Lightning Wand
1671,Bunny Knights #1671,424,2801.808969883682,1,Offensive,383,15,Mushroom,Enchanter,2,White,Male,,5,Ice,Neutral,Bunny,1241,2,Ice Wand
1224,Bunny Knights #1224,425,2801.5560918654105,2,Bold,479,16,Blue,Acolyte,2,Ginger,Female,Sleeping Cap,5,Healing,Neutral,Bunny,691,1,Cross Wand
750,Bunny Knights #750,426,2801.460532084245,3,Nostalgic,420,14,Brandy Rose,Hunter,4,Light Grey,Male,,2,,Good,Bunny,639,1,Bow
2316,Bunny Knights #2316,427,2800.801233914439,2,Weird,479,15,Mushroom,Enchanter,1,Pink,Female,,5,Dark,Neutral,Bunny,1142,2,Dark Wand
2078,Bunny Knights #2078,428,2800.3606615518847,1,Indecisive,172,14,Indigo,Squire,4,Grey,Male,,2,,Good,Bunny,774,3,Sword
1127,Bunny Knights #1127,429,2800.328229384992,2,Pessimistic,212,14,Blue,Hunter,3,Tan,Female,,1,,Neutral,Bunny,762,4,Bow
1286,Bunny Knights #1286,430,2799.872229783603,1,Timid,270,16,Fawn,Enchanter,3,Cream,Male,Wizard Hat,5,Poison,Neutral,Bunny,812,1,Poison Wand
2436,Bunny Knights #2436,431,2799.482117152273,3,Offensive,429,15,Pink,Enchanter,1,Light Grey,Male,,5,Dark,Evil,Bunny,1186,1,Dark Wand
615,Bunny Knights #615,432,2799.0917746248583,1,Timid,212,15,Brandy Rose,Acolyte,1,Black,Male,,6,Marble,Evil,Bunny,1162,2,Marble Cross Wand
2188,Bunny Knights #2188,433,2799.0103554225484,5,Bold,442,14,Indigo,Hunter,2,White,Male,,2,,Neutral,Bunny,815,1,Boomerang
968,Bunny Knights #968,434,2798.985644006073,3,Loyal,370,14,Moss Green,Hunter,5,Light Grey,Male,,1,,Good,Bunny,804,1,Bow
2044,Bunny Knights #2044,435,2798.752864094078,1,Offensive,93,15,Mushroom,Enchanter,3,Grey,Male,,4,Dark,Evil,Bunny,1392,2,Dark Wand
1729,Bunny Knights #1729,436,2798.4528245163533,6,Confident,80,14,Brandy Rose,Thief,1,Tan,Male,,1,,Neutral,Bunny,1398,2,Dagger
1923,Bunny Knights #1923,437,2798.2651054448656,2,Nostalgic,398,15,Green,Enchanter,2,Cafe,Male,,4,Dark,Neutral,Bunny,1307,2,Dark Wand
2339,Bunny Knights #2339,438,2798.213883248396,4,Pessimistic,86,14,Teal,Hunter,4,White,Male,,1,,Neutral,Bunny,741,1,Boomerang
1512,Bunny Knights #1512,439,2797.9415652296934,2,Arrogant,384,15,Mushroom,Thief,3,Cream,Male,Hood,2,,Evil,Bunny,97,3,Earth Short Sword
1598,Bunny Knights #1598,440,2797.483408456494,3,Charming,469,14,Green,Thief,2,Tan,Male,,2,,Evil,Bunny,690,3,Iron Knuckle
2331,Bunny Knights #2331,441,2797.4295363379315,5,Arrogant,370,14,Fawn,Hunter,3,Grey,Male,,1,,Evil,Bunny,814,1,Boomerang
604,Bunny Knights #604,442,2797.196002276462,4,Confident,400,14,Moss Green,Squire,1,Chocolate,Male,,1,,Neutral,Bunny,1027,4,Axe
1677,Bunny Knights #1677,443,2796.760630222741,1,Nostalgic,270,15,Indigo,Enchanter,3,Gravel,Male,,4,Dark,Neutral,Bunny,1466,2,Dark Wand
1227,Bunny Knights #1227,444,2796.473568137703,2,Loyal,269,16,Indigo,Enchanter,2,Light Grey,Male,Wizard Hat,5,Poison,Good,Bunny,845,1,Poison Wand
568,Bunny Knights #568,445,2796.049487039771,3,Charming,406,15,Indigo,Hunter,5,White,Male,Headband,1,,Neutral,Bunny,985,1,Slingshot
1191,Bunny Knights #1191,446,2795.7305057500557,1,Sensitive,304,14,Indigo,Squire,4,Tortilla,Male,,2,,Good,Bunny,936,3,Axe
1182,Bunny Knights #1182,447,2794.414021144457,4,Timid,264,15,Lavender,Squire,3,Sunflower,Female,Brass Helmet,1,,Evil,Bunny,43,2,Earth Short Sword
2361,Bunny Knights #2361,448,2793.957850014438,1,Stubborn,376,14,Pink,Squire,3,Cream,Male,,1,,Good,Bunny,1166,5,Pitchfork
2499,Bunny Knights #2499,449,2792.241887660537,2,Loyal,91,14,Pink,Squire,2,Tortilla,Male,,2,,Evil,Bunny,1100,4,Pitchfork
1384,Bunny Knights #1384,450,2792.159865638129,6,Pessimistic,167,14,Green,Thief,1,Gravel,Male,,1,,Evil,Bunny,1635,2,Dagger
794,Bunny Knights #794,451,2792.035183056016,3,Machiavellian,417,14,Moss Green,Hunter,3,Cream,Male,,2,,Good,Bunny,786,2,Boomerang
1494,Bunny Knights #1494,452,2791.7666265331586,4,Charming,475,14,Silver,Squire,3,Ochre,Female,,1,,Good,Bunny,803,2,Pitchfork
1801,Bunny Knights #1801,453,2791.255073397661,3,Emotional,91,14,Blue,Hunter,4,Tan,Male,,1,,Neutral,Bunny,863,2,Bow
675,Bunny Knights #675,454,2791.14205986588,6,Arrogant,135,14,Blue,Thief,2,Light Grey,Male,,1,,Neutral,Bunny,1623,1,Crossbow
2324,Bunny Knights #2324,455,2790.821395918729,2,Offensive,323,15,Green,Acolyte,1,Ginger,Female,,6,Marble,Good,Bunny,1329,1,Marble Cross Wand
1798,Bunny Knights #1798,456,2790.721099806641,1,Machiavellian,269,14,Indigo,Squire,5,Peanut,Female,,1,,Neutral,Bunny,1197,3,Pitchfork
1497,Bunny Knights #1497,457,2790.5815624326333,2,Nostalgic,95,14,Teal,Squire,2,Peanut,Female,,1,,Neutral,Bunny,1182,5,Pitchfork
2468,Bunny Knights #2468,458,2790.5694134560226,4,Loyal,223,14,Fawn,Hunter,3,Sunflower,Male,,1,,Evil,Bunny,853,2,Bow
1759,Bunny Knights #1759,459,2790.267884435935,2,Machiavellian,469,15,Blue,Enchanter,2,Grey,Male,,5,Dark,Neutral,Bunny,1404,1,Dark Wand
2388,Bunny Knights #2388,460,2790.0102780191937,4,Weird,73,14,Silver,Hunter,3,Ginger,Male,,1,,Neutral,Bunny,881,2,Crossbow
835,Bunny Knights #835,461,2788.9859548551885,4,Nostalgic,312,14,Silver,Thief,2,Brown,Female,,1,,Neutral,Bunny,996,3,Dagger
807,Bunny Knights #807,462,2788.7152963571557,1,Arrogant,357,15,Blue,Enchanter,2,Brown,Male,,6,Dark,Evil,Bunny,1480,1,Dark Wand
515,Bunny Knights #515,463,2788.44710972012,1,Charming,249,15,Indigo,Acolyte,1,Light Grey,Male,,6,Marble,Good,Bunny,1486,2,Marble Cross Wand
757,Bunny Knights #757,464,2788.198636019403,2,Pessimistic,391,15,Indigo,Acolyte,1,Brown,Male,,6,Marble,Good,Bunny,1417,1,Marble Cross Wand
1314,Bunny Knights #1314,465,2787.867098306807,1,Friendly,87,14,Green,Squire,3,Peanut,Male,,1,,Evil,Bunny,1316,5,Short Sword
1522,Bunny Knights #1522,466,2787.689766133745,1,Bold,6,15,Indigo,Acolyte,1,Light Grey,Male,,6,Marble,Evil,Bunny,1514,2,Marble Cross Wand
1410,Bunny Knights #1410,467,2787.535305015156,2,Friendly,492,15,Green,Acolyte,1,Tan,Male,,5,Marble,Evil,Bunny,1505,2,Marble Cross Wand
2460,Bunny Knights #2460,468,2787.2696861543172,1,Arrogant,182,15,Glacier,Acolyte,2,Chocolate,Male,,6,Marble,Evil,Bunny,1481,1,Marble Cross Wand
849,Bunny Knights #849,469,2786.49841243326,2,Sensitive,302,15,Silver,Enchanter,1,White,Male,,4,Poison,Neutral,Bunny,1338,3,Poison Wand
1409,Bunny Knights #1409,470,2786.163096863001,5,Stubborn,402,14,Indigo,Thief,1,Cowhide,Female,,1,,Good,Bunny,1253,3,Short Sword
1242,Bunny Knights #1242,471,2786.0503413540887,1,Bold,159,14,Glacier,Hunter,5,Ochre,Male,,3,,Good,Bunny,1557,1,Crossbow
1046,Bunny Knights #1046,472,2785.6567682680907,1,Indecisive,124,14,Glacier,Squire,3,Light Grey,Male,,1,,Neutral,Bunny,1402,5,Pitchfork
558,Bunny Knights #558,473,2784.3500751295533,1,Loyal,351,14,Mushroom,Squire,3,Tan,Male,,1,,Evil,Bunny,1446,5,Pitchfork
2026,Bunny Knights #2026,474,2783.3896256012717,2,Nostalgic,333,14,Silver,Hunter,3,Peanut,Male,,2,,Good,Bunny,1151,3,Slingshot
1468,Bunny Knights #1468,475,2783.256230633182,3,Indecisive,302,14,Silver,Hunter,5,Light Grey,Male,,1,,Good,Bunny,1282,1,Slingshot
1796,Bunny Knights #1796,476,2783.252148937553,3,Machiavellian,182,15,Indigo,Acolyte,1,Cafe,Female,,2,Healing,Neutral,Bunny,1718,4,Cross Wand
1467,Bunny Knights #1467,477,2782.9685283397594,3,Indecisive,91,14,Lavender,Thief,2,Grey,Male,,1,,Evil,Bunny,1266,4,Crossbow
2039,Bunny Knights #2039,478,2782.418333667671,1,Machiavellian,282,14,Fawn,Squire,3,Cowhide,Male,,3,,Good,Bunny,1401,3,Short Sword
670,Bunny Knights #670,479,2781.919409084422,5,Machiavellian,199,14,Pink,Thief,3,Grey,Male,,1,,Evil,Bunny,1288,1,Dagger
2196,Bunny Knights #2196,480,2781.869780897867,2,Pessimistic,15,14,Blue,Squire,2,Grey,Male,,1,,Good,Bunny,1439,5,Short Sword
2070,Bunny Knights #2070,481,2781.288626319119,2,Indecisive,11,15,Pink,Squire,1,Yellow,Male,Golden Sleeping Hat,1,,Evil,Bunny,61,6,Earth Short Sword
2355,Bunny Knights #2355,482,2781.0165883179334,5,Stubborn,80,14,Green,Thief,1,Tan,Female,,1,,Good,Bunny,1428,3,Crossbow
951,Bunny Knights #951,483,2780.6470989378613,3,Pessimistic,199,14,Blue,Thief,1,Ochre,Female,,2,,Good,Bunny,1492,4,Dagger
607,Bunny Knights #607,484,2780.34924487357,4,Friendly,382,14,Purple,Thief,4,White,Male,,1,,Evil,Bunny,1274,1,Dagger
1142,Bunny Knights #1142,485,2779.312396331755,2,Timid,429,14,Mushroom,Hunter,5,Chocolate,Male,,2,,Neutral,Bunny,1504,1,Crossbow
2407,Bunny Knights #2407,486,2779.061525191396,2,Stubborn,383,14,Glacier,Thief,2,Gravel,Male,,1,,Neutral,Bunny,1560,5,Dagger
1308,Bunny Knights #1308,487,2778.8529286357675,2,Friendly,315,15,Fawn,Thief,5,Chocolate,Female,Sombrero,1,,Good,Bunny,105,2,Crossbow
545,Bunny Knights #545,488,2778.603493771282,2,Sensitive,56,14,Fawn,Hunter,4,Yellow,Male,,3,,Good,Bunny,1531,1,Crossbow
818,Bunny Knights #818,489,2777.3760918082316,4,Arrogant,171,15,Blue,Acolyte,1,Tortilla,Male,,3,Healing,Neutral,Bunny,1896,2,Cross Wand
1017,Bunny Knights #1017,490,2777.3105908927355,5,Stubborn,132,14,Glacier,Thief,3,Cream,Male,,1,,Neutral,Bunny,1449,1,Short Sword
2059,Bunny Knights #2059,491,2777.1797453924964,1,Pessimistic,15,15,Lavender,Acolyte,1,Chocolate,Male,,7,Healing,Evil,Bunny,1664,1,Cross Wand
523,Bunny Knights #523,492,2776.9839978040245,2,Offensive,481,15,Purple,Enchanter,2,Lavender,Female,,4,Poison,Evil,Bunny,1558,2,Poison Wand
2482,Bunny Knights #2482,493,2776.910144567729,2,Sensitive,475,14,Green,Hunter,4,Lavender,Male,,3,,Evil,Bunny,1592,1,Crossbow
663,Bunny Knights #663,494,2776.824572907759,3,Charming,224,14,Brandy Rose,Thief,3,White,Male,,1,,Neutral,Bunny,1247,3,Short Sword
822,Bunny Knights #822,495,2776.6486448130663,3,Loyal,449,15,Moss Green,Squire,2,Sunflower,Female,Brass Helmet,1,,Evil,Bunny,106,4,Iron Knuckle
1008,Bunny Knights #1008,496,2776.508982239245,4,Arrogant,229,14,Brandy Rose,Squire,2,Black,Male,,1,,Good,Bunny,37,3,Fire Sword
1582,Bunny Knights #1582,497,2775.4410645231396,3,Confident,96,15,Fawn,Acolyte,3,Cafe,Male,,3,Healing,Evil,Bunny,1834,1,Cross Wand
2124,Bunny Knights #2124,498,2775.3572353793247,3,Offensive,301,14,Blue,Squire,2,Black,Male,,1,,Neutral,Bunny,1555,4,Short Sword
940,Bunny Knights #940,499,2775.132479661624,2,Indecisive,489,14,Teal,Thief,5,Cafe,Female,,2,,Evil,Bunny,1653,1,Slingshot
612,Bunny Knights #612,500,2775.1080981504774,2,Offensive,65,15,Glacier,Enchanter,3,Yellow,Male,,3,Poison,Good,Bunny,1839,2,Poison Wand
1198,Bunny Knights #1198,501,2775.0899221792056,2,Loyal,164,14,Brandy Rose,Hunter,5,Tan,Male,,2,,Neutral,Bunny,1654,1,Slingshot
1980,Bunny Knights #1980,502,2775.028426366638,4,Offensive,56,14,Mushroom,Thief,1,Grey,Male,,2,,Neutral,Bunny,1532,3,Short Sword
1292,Bunny Knights #1292,503,2774.538573137136,2,Emotional,351,14,Moss Green,Hunter,4,Pink,Male,,3,,Neutral,Bunny,1669,1,Slingshot
650,Bunny Knights #650,504,2774.415136823954,1,Weird,497,15,Lavender,Acolyte,2,Cowhide,Male,,5,Healing,Neutral,Bunny,1497,2,Cross Wand
2045,Bunny Knights #2045,505,2773.97420291477,5,Offensive,230,14,Moss Green,Thief,2,Cream,Male,,2,,Good,Bunny,1641,1,Dagger
555,Bunny Knights #555,506,2773.7676597062796,1,Pessimistic,391,15,Blue,Enchanter,1,Pink,Male,,7,Poison,Neutral,Bunny,1771,1,Poison Wand
2306,Bunny Knights #2306,507,2773.521201350272,3,Nostalgic,89,14,Mushroom,Thief,3,Cafe,Female,,1,,Neutral,Bunny,1355,3,Dagger
587,Bunny Knights #587,508,2773.446488228511,4,Machiavellian,89,14,Teal,Squire,2,Ginger,Male,,1,,Good,Bunny,1436,3,Short Sword
796,Bunny Knights #796,509,2772.985170036267,1,Nostalgic,304,15,Indigo,Acolyte,1,Light Yellow,Male,,7,Healing,Good,Bunny,1787,1,Cross Wand
1304,Bunny Knights #1304,510,2772.729667184887,2,Charming,357,15,Lavender,Acolyte,3,Ochre,Male,,4,Healing,Good,Bunny,1704,1,Cross Wand
1725,Bunny Knights #1725,511,2772.7239747011713,4,Weird,221,15,Glacier,Squire,3,Ochre,Male,Sombrero,1,,Good,Bunny,103,2,Short Sword
572,Bunny Knights #572,512,2772.1095082004144,4,Arrogant,301,14,Teal,Thief,4,Ochre,Female,,1,,Good,Bunny,1576,1,Dagger
2065,Bunny Knights #2065,513,2771.8821557993833,1,Bold,442,15,Purple,Enchanter,2,Black,Female,,6,Poison,Neutral,Bunny,1562,1,Poison Wand
1316,Bunny Knights #1316,514,2771.5439614207417,2,Emotional,384,15,Fawn,Hunter,6,Yellow,Male,Sleeping Cap,1,,Neutral,Bunny,145,1,Air Crossbow
1157,Bunny Knights #1157,515,2771.473042201439,1,Weird,95,15,Purple,Enchanter,2,Gravel,Male,,5,Poison,Good,Bunny,1614,2,Poison Wand
2134,Bunny Knights #2134,516,2771.0327159958442,3,Friendly,398,14,Indigo,Hunter,5,Light Yellow,Male,,1,,Neutral,Bunny,1708,1,Slingshot
768,Bunny Knights #768,517,2770.5595827649036,1,Bold,282,15,Indigo,Enchanter,1,Cream,Female,,7,Poison,Neutral,Bunny,1902,1,Poison Wand
1482,Bunny Knights #1482,518,2770.20226840272,2,Charming,95,15,Fawn,Acolyte,2,Peanut,Male,,4,Healing,Good,Bunny,1755,2,Cross Wand
1247,Bunny Knights #1247,519,2770.14390710525,4,Pessimistic,390,14,Purple,Hunter,3,Tan,Male,,2,,Neutral,Bunny,1593,1,Slingshot
850,Bunny Knights #850,520,2769.853024465109,2,Loyal,135,15,Pink,Enchanter,1,Brown,Male,,5,Poison,Neutral,Bunny,1655,2,Poison Wand
798,Bunny Knights #798,521,2769.5238435254355,2,Friendly,10,14,Moss Green,Hunter,4,Cream,Male,,3,,Neutral,Bunny,1830,1,Slingshot
1795,Bunny Knights #1795,522,2769.3943765154054,3,Weird,20,14,Teal,Thief,3,Black,Male,,1,,Neutral,Bunny,1519,3,Dagger
628,Bunny Knights #628,523,2768.604194208067,4,Sensitive,253,15,Blue,Acolyte,3,Lavender,Male,,2,Healing,Neutral,Bunny,1977,1,Cross Wand
1466,Bunny Knights #1466,524,2768.4779286772964,1,Sensitive,323,15,Indigo,Acolyte,1,Light Yellow,Male,,5,Healing,Neutral,Bunny,1831,3,Cross Wand
2218,Bunny Knights #2218,525,2768.2257522802834,2,Weird,489,15,Green,Acolyte,1,Cafe,Female,,6,Healing,Good,Bunny,1658,1,Cross Wand
1326,Bunny Knights #1326,526,2768.1842458290057,3,Offensive,426,15,Indigo,Acolyte,2,White,Female,,4,Healing,Neutral,Bunny,1855,1,Cross Wand
2455,Bunny Knights #2455,527,2768.1537576063442,4,Indecisive,365,14,Pink,Hunter,2,Chocolate,Male,,2,,Good,Bunny,1634,2,Slingshot
1570,Bunny Knights #1570,528,2768.1303802433913,4,Pessimistic,294,14,Glacier,Thief,3,Tortilla,Male,,2,,Neutral,Bunny,1660,1,Slingshot
538,Bunny Knights #538,529,2767.8064783420027,5,Friendly,73,14,Green,Thief,1,Ochre,Male,,1,,Neutral,Bunny,1901,3,Slingshot
1983,Bunny Knights #1983,530,2767.6788638876374,5,Confident,308,14,Glacier,Thief,2,Yellow,Male,,1,,Evil,Bunny,1741,2,Slingshot
1997,Bunny Knights #1997,531,2767.551064225811,1,Stubborn,230,15,Teal,Acolyte,2,Light Yellow,Male,,5,Healing,Evil,Bunny,1721,2,Cross Wand
2297,Bunny Knights #2297,532,2767.208083696053,4,Stubborn,483,14,Lavender,Thief,3,Cream,Male,,1,,Neutral,Bunny,1607,2,Slingshot
1959,Bunny Knights #1959,533,2767.01599918186,4,Bold,66,14,Green,Thief,3,Yellow,Male,,1,,Neutral,Bunny,1615,2,Dagger
2249,Bunny Knights #2249,534,2767.0048965475967,2,Indecisive,390,15,Moss Green,Enchanter,2,Grey,Male,,4,Poison,Neutral,Bunny,1891,2,Poison Wand
1786,Bunny Knights #1786,535,2766.793029460061,5,Arrogant,497,14,Fawn,Thief,1,Light Grey,Male,,1,,Evil,Bunny,1946,3,Slingshot
1826,Bunny Knights #1826,536,2766.5560640868953,2,Offensive,442,15,Lavender,Acolyte,1,White,Male,,6,Healing,Neutral,Bunny,1699,1,Cross Wand
2075,Bunny Knights #2075,537,2765.759794724131,1,Loyal,374,15,Green,Enchanter,3,Cafe,Male,,5,Poison,Evil,Bunny,1822,1,Poison Wand
907,Bunny Knights #907,538,2765.5781545707578,1,Indecisive,223,15,Green,Acolyte,1,Yellow,Female,,6,Healing,Good,Bunny,1784,2,Cross Wand
1791,Bunny Knights #1791,539,2765.549667653047,2,Machiavellian,402,15,Moss Green,Acolyte,1,Pink,Male,,5,Healing,Neutral,Bunny,1773,2,Cross Wand
773,Bunny Knights #773,540,2765.439865522274,2,Emotional,211,16,Brandy Rose,Enchanter,2,Pink,Male,Golden Wizard Hat,4,Dark,Neutral,Bunny,59,2,Dark Wand
955,Bunny Knights #955,541,2765.2868773731107,1,Emotional,68,15,Blue,Enchanter,2,Cowhide,Male,,6,Poison,Evil,Bunny,1761,1,Poison Wand
943,Bunny Knights #943,542,2765.2679801023264,1,Nostalgic,360,15,Glacier,Acolyte,2,Cowhide,Male,,6,Healing,Neutral,Bunny,1749,1,Cross Wand
1223,Bunny Knights #1223,543,2764.9943220345745,4,Loyal,167,14,Fawn,Hunter,4,Ginger,Male,,1,,Good,Bunny,1799,1,Slingshot
1397,Bunny Knights #1397,544,2764.6521919546444,1,Emotional,124,15,Indigo,Acolyte,2,Ginger,Male,,5,Healing,Evil,Bunny,1821,2,Cross Wand
1601,Bunny Knights #1601,545,2764.623071763726,5,Arrogant,80,14,Blue,Thief,2,Yellow,Male,,1,,Evil,Bunny,1863,2,Slingshot
1515,Bunny Knights #1515,546,2764.596325071417,4,Weird,10,14,Mushroom,Hunter,4,Tan,Male,,1,,Neutral,Bunny,1817,1,Slingshot
1291,Bunny Knights #1291,547,2764.1813214910308,3,Emotional,60,14,Blue,Hunter,3,Light Yellow,Male,,2,,Good,Bunny,1685,2,Slingshot
1518,Bunny Knights #1518,548,2764.1660430209977,2,Stubborn,312,15,Glacier,Acolyte,1,Brown,Male,,5,Healing,Evil,Bunny,1825,2,Cross Wand
2060,Bunny Knights #2060,549,2763.4706219503387,2,Indecisive,430,15,Green,Acolyte,1,Cafe,Male,,5,Healing,Good,Bunny,1854,2,Cross Wand
1513,Bunny Knights #1513,550,2763.089349542642,1,Offensive,87,15,Mushroom,Acolyte,1,Yellow,Male,,6,Healing,Evil,Bunny,1887,2,Cross Wand
1217,Bunny Knights #1217,551,2762.9029689960007,5,Offensive,115,14,Fawn,Thief,1,Cafe,Female,,1,,Good,Bunny,109,3,Earth Short Sword
1516,Bunny Knights #1516,552,2762.623126163848,3,Sensitive,366,15,Indigo,Acolyte,1,Tan,Female,,5,Healing,Good,Bunny,1914,1,Cross Wand
1697,Bunny Knights #1697,553,2762.2705052064107,1,Arrogant,141,15,Indigo,Acolyte,2,Lavender,Female,,6,Healing,Neutral,Bunny,1871,1,Cross Wand
892,Bunny Knights #892,554,2761.7371315318487,1,Machiavellian,385,15,Indigo,Acolyte,1,Lavender,Male,,6,Healing,Good,Bunny,1951,2,Cross Wand
760,Bunny Knights #760,555,2761.620528038176,4,Nostalgic,288,14,Fawn,Thief,3,Chocolate,Female,,1,,Neutral,Bunny,1782,2,Slingshot
2281,Bunny Knights #2281,556,2761.4302600236656,3,Emotional,56,14,Mushroom,Hunter,4,Chocolate,Male,,1,,Neutral,Bunny,1819,2,Slingshot
1967,Bunny Knights #1967,557,2761.427125715332,1,Bold,365,15,Moss Green,Acolyte,2,Chocolate,Male,,5,Healing,Evil,Bunny,1958,2,Cross Wand
1001,Bunny Knights #1001,558,2760.5753544523845,3,Offensive,365,14,Mushroom,Hunter,4,Grey,Male,,1,,Evil,Bunny,1860,2,Slingshot
869,Bunny Knights #869,559,2760.1657346441666,2,Loyal,414,15,Blue,Acolyte,1,Black,Male,,6,Healing,Neutral,Bunny,1942,1,Cross Wand
981,Bunny Knights #981,560,2759.650070062855,3,Sensitive,25,14,Glacier,Squire,2,Lavender,Female,,1,,Neutral,Bunny,110,4,Earth Short Sword
551,Bunny Knights #551,561,2758.715834877084,2,Loyal,68,15,Green,Enchanter,2,Gravel,Male,,5,Poison,Good,Bunny,1992,1,Poison Wand
2173,Bunny Knights #2173,562,2758.361510901383,5,Arrogant,465,14,Glacier,Thief,1,Grey,Male,,1,,Good,Bunny,115,3,Earth Short Sword
1196,Bunny Knights #1196,563,2750.6996808119766,1,Friendly,485,14,Indigo,Squire,4,Yellow,Male,,1,,Evil,Bunny,131,4,Morning Star
1908,Bunny Knights #1908,564,2748.678577382771,5,Emotional,33,15,Glacier,Squire,2,Chocolate,Male,Brass Helmet,2,,Evil,Bunny,125,1,Pitchfork
613,Bunny Knights #613,565,2748.511003161477,1,Sensitive,281,16,Moss Green,Enchanter,2,Black,Male,Golden Wizard Hat,6,Dark,Neutral,Bunny,70,1,Dark Wand
1892,Bunny Knights #1892,566,2744.286979250786,3,Bold,27,14,Teal,Squire,2,Ochre,Female,,1,,Good,Bunny,132,4,Morning Star
