ID,Name,Rank,Rarity_Score,Attributes,Body,Celestial objects,Guest,Head,Object,Soil,Surroundings,Time of day,Weather
1722,Moment #1722,483,106.58510459066473,7,heart,ufo,caterpillar,8-ball,shovel,,dali elephants,night,
3755,Moment #3755,484,106.4874534584369,4,,,,bdsm love,,red carpet,bank,night,
3559,Moment #3559,485,106.43642120313365,6,t-shirt,,snowman,empty,,crosses,laser dish,night,
2611,Moment #2611,486,106.21487814543318,6,bow tie,,,nymb,rope ladder,christmas tree,human anthill,day,
1989,Moment #1989,487,106.20478059148488,7,buttons,,snowman,empty,,christmas tree,lighthouse,day,rain
348,Moment #0348,488,106.20418926901058,7,,sun,robot,empty,shovel,street light,,day,snow
152,Moment #0152,489,106.18557155337979,8,cross,baloons,caterpillar,empty,box,well,lighthouse,day,
627,Moment #0627,490,106.16743427764534,7,buttons,ufo,dog,cell,amanita,street light,,day,
3051,Moment #3051,491,106.11768563918703,7,,ufo,dog,cell,,street light,laser dish,day,snow
300,Moment #0300,492,105.99509102641893,6,,sputnik,dog,bunny ears,shovel,idols,,day,
3676,Moment #3676,493,105.97284762017105,6,sweater,,foggy,empty,,,billboard,night,rain
2040,Moment #2040,494,105.89307926612014,8,bow tie,moon,,empty,easel,tree,ferris wheel,day,rain
2827,Moment #2827,495,105.87651105544634,4,,baloons,,bdsm love,torch,,,day,
2742,Moment #2742,496,105.86011342457697,5,,,foggy,bdsm love,,phone booth,windmill,night,
458,Moment #0458,497,105.82945298687314,5,,ufo,,empty,torch,tree,,day,
4000,Moment #4000,498,105.82843589918808,6,cross,sputnik,lady,8-ball,,christmas tree,,day,
3395,Moment #3395,499,105.76598529681401,7,sweater,,dog,8-ball,microphone,tree,lighthouse,night,
331,Moment #0331,500,105.72441648384168,6,cross,,,bdsm love,box,crosses,laser dish,night,
3976,Moment #3976,501,105.56089135241022,6,,sun,lady,empty,shovel,phone booth,,day,
3315,Moment #3315,502,104.98449591762815,7,raincoat,sun,lady,empty,shovel,,human anthill,night,
3500,Moment #3500,503,104.96778664430157,6,raincoat,baloons,foggy,bandana black,sign,,,night,
3266,Moment #3266,504,104.91392358212441,5,sweater,,,cell,,fence,,day,snow
1750,Moment #1750,505,104.87530459661413,6,,,caterpillar,bandana red,box,headstone,bank,night,
3481,Moment #3481,506,104.72846010478197,5,,,,nymb,,fence,dali elephants,day,rain
3002,Moment #3002,507,104.7119926910214,7,bow tie,sputnik,mosquito,nymb,,headstone,ferris wheel,night,
1790,Moment #1790,508,104.6775268520713,5,6th sense,,,empty,,street light,,night,rain
2521,Moment #2521,509,104.60170643864333,8,raincoat,baloons,lady,empty,easel,,dali elephants,day,rain
3068,Moment #3068,510,104.46627098067269,6,,,mosquito,empty,amanita,well,factory,night,
2660,Moment #2660,511,104.43274897423443,8,cross,baloons,dog,empty,easel,,dali elephants,night,snow
3255,Moment #3255,512,104.3618359669715,6,bow tie,ufo,dog,,amanita,,factory,day,
3879,Moment #3879,513,104.35219048439782,8,t-shirt,,snowman,empty,microphone,tree,human anthill,night,rain
2951,Moment #2951,514,104.34853677626974,5,,baloons,,bdsm love,,fence,tornado,day,
3713,Moment #3713,515,104.34357361078656,7,raincoat,sputnik,caterpillar,cell,shovel,phone booth,,day,
3422,Moment #3422,516,104.2573326991747,7,t-shirt,sputnik,,tattoo,microphone,phone booth,,night,rain
3791,Moment #3791,517,104.20563656573394,7,buttons,moon,caterpillar,cell,easel,,tornado,day,
2007,Moment #2007,518,103.9483690050986,6,heart,,lady,8-ball,easel,,dali elephants,night,
34,Moment #0034,519,103.94521758337362,7,,ufo,foggy,zipmouth,shovel,,ferris wheel,day,snow
3782,Moment #3782,520,103.88547733749947,8,heart,baloons,lady,empty,sign,street light,,day,snow
3280,Moment #3280,521,103.86566095342647,7,bow tie,,,bdsm love,box,phone booth,bank,day,fog
3444,Moment #3444,522,103.83030634411527,7,,,caterpillar,tattoo,sign,headstone,bank,day,snow
3330,Moment #3330,523,103.78337977038929,5,alarm clock,,,bdsm love,,fence,human anthill,day,
696,Moment #0696,524,103.54837005363365,8,,baloons,dog,tattoo,box,phone booth,bank,night,rain
3572,Moment #3572,525,103.45525702939536,6,heart,sputnik,,bandana black,book,,tornado,night,
56,Moment #0056,526,103.4184511532923,6,,,,empty,amanita,crosses,ferris wheel,night,fog
1962,Moment #1962,527,103.38822884873598,8,raincoat,baloons,dog,tattoo,shovel,crosses,windmill,day,
3086,Moment #3086,528,103.3748099533367,8,buttons,moon,snowman,tattoo,easel,street light,,night,rain
3868,Moment #3868,529,103.34118674221243,5,cross,,,empty,microphone,red carpet,,night,
3474,Moment #3474,530,103.29878391077699,6,raincoat,baloons,robot,bandana red,,,ferris wheel,day,
3147,Moment #3147,531,103.25914103290806,8,raincoat,,mosquito,empty,rope ladder,tree,human anthill,night,snow
2871,Moment #2871,532,103.25897073335955,8,t-shirt,baloons,snowman,zipmouth,,crosses,human anthill,day,rain
1857,Moment #1857,533,102.96680575518565,8,buttons,baloons,caterpillar,empty,shovel,tree,tornado,night,
2340,Moment #2340,534,102.8847771626329,8,raincoat,baloons,mosquito,empty,box,street light,billboard,day,
3065,Moment #3065,535,102.87124573663979,7,bow tie,sputnik,,cell,easel,,human anthill,day,fog
3258,Moment #3258,536,102.7510797860291,7,,,mosquito,8-ball,sign,well,ferris wheel,night,rain
3872,Moment #3872,537,102.73813248002426,7,bow tie,sputnik,,empty,,street light,laser dish,day,rain
216,Moment #0216,538,102.69361570965916,7,bow tie,sputnik,foggy,empty,shovel,tree,,night,
2859,Moment #2859,539,102.69007328271441,5,,,,empty,shovel,red carpet,tornado,day,
385,Moment #0385,540,102.68966625099195,7,sweater,baloons,caterpillar,8-ball,,tree,tornado,night,
3123,Moment #3123,541,102.55964465285352,5,alarm clock,,,nymb,,fence,human anthill,night,
389,Moment #0389,542,102.55221236463284,7,alarm clock,,caterpillar,bunny ears,microphone,street light,dali elephants,day,
1835,Moment #1835,543,102.50739283281897,7,buttons,,lady,zipmouth,,headstone,ferris wheel,day,fog
2821,Moment #2821,544,102.41153898160843,6,,moon,lady,zipmouth,,fence,human anthill,night,
101,Moment #0101,545,102.29521082394703,7,t-shirt,ufo,snowman,cell,,tree,tornado,night,
2822,Moment #2822,546,102.2846331536908,7,t-shirt,,,glasses,shovel,tree,ferris wheel,day,fog
2291,Moment #2291,547,102.16590398219907,6,heart,,caterpillar,cell,,headstone,ferris wheel,night,
3159,Moment #3159,548,102.08409288043204,6,,baloons,lady,nymb,,crosses,laser dish,day,
1934,Moment #1934,549,102.06375670137723,7,t-shirt,moon,lady,nymb,book,,dali elephants,day,
203,Moment #0203,550,101.99911805247373,7,raincoat,baloons,robot,tattoo,,phone booth,,day,fog
312,Moment #0312,551,101.9768927159925,7,t-shirt,baloons,,empty,shovel,idols,,day,snow
3095,Moment #3095,552,101.9291731636166,6,cross,moon,,8-ball,box,idols,,night,
1744,Moment #1744,553,101.92263139883418,5,,,,8-ball,,christmas tree,tornado,day,fog
1999,Moment #1999,554,101.87023277778243,7,bow tie,,robot,zipmouth,shovel,phone booth,bank,day,
3349,Moment #3349,555,101.87017012112173,7,heart,moon,caterpillar,nymb,rope ladder,street light,,night,
302,Moment #0302,556,101.84791043490998,6,,,,tattoo,shovel,fence,bank,night,rain
2239,Moment #2239,557,101.82869588705131,8,bow tie,sputnik,mosquito,8-ball,,street light,human anthill,day,rain
3639,Moment #3639,558,101.37701558293489,4,,,snowman,empty,torch,,,night,
3685,Moment #3685,559,101.33913146602981,7,t-shirt,moon,snowman,tattoo,,well,windmill,night,
3912,Moment #3912,560,101.04581327707655,6,alarm clock,ufo,foggy,,,crosses,,day,fog
667,Moment #0667,561,100.96138915931093,8,cross,,mosquito,bunny ears,box,well,human anthill,day,rain
3436,Moment #3436,562,100.94360798885286,6,tie,ufo,,bunny ears,,well,dali elephants,night,
1944,Moment #1944,563,100.87017244097315,6,,ufo,dog,bandana black,,christmas tree,ferris wheel,day,
3250,Moment #3250,564,100.85669305315588,8,sweater,sputnik,robot,empty,box,street light,,day,rain
624,Moment #0624,565,100.66477254936979,8,,baloons,lady,bandana black,box,street light,windmill,night,snow
3111,Moment #3111,566,100.6009529572177,6,alarm clock,ufo,lady,,sign,,billboard,night,
1802,Moment #1802,567,100.56567648880352,6,cross,,foggy,tattoo,rope ladder,,human anthill,day,
2624,Moment #2624,568,100.55031391816436,4,,,,empty,,fence,billboard,day,
497,Moment #0497,569,100.53104093092507,5,,,,zipmouth,shovel,phone booth,laser dish,night,
2350,Moment #2350,570,100.51538196842293,7,raincoat,,robot,zipmouth,rope ladder,street light,,day,fog
237,Moment #0237,571,100.51199974191914,4,,,,empty,,christmas tree,laser dish,day,
446,Moment #0446,572,100.45159932043605,7,cross,,snowman,glasses,box,well,factory,night,
231,Moment #0231,573,100.44488854170353,8,bow tie,baloons,mosquito,empty,,well,ferris wheel,night,snow
2948,Moment #2948,574,100.42248749304069,6,tie,,lady,nymb,microphone,,tornado,day,
379,Moment #0379,575,100.40111217644147,7,,sputnik,snowman,nymb,book,,human anthill,day,fog
121,Moment #0121,576,100.39193796271628,5,alarm clock,,,empty,,fence,ferris wheel,night,
3235,Moment #3235,577,100.38770537805745,6,,sun,mosquito,zipmouth,,,human anthill,day,snow
2016,Moment #2016,578,100.36990093286833,7,tie,moon,,empty,easel,,lighthouse,day,snow
493,Moment #0493,579,100.3198765672403,3,,,,,sign,fence,,night,
2499,Moment #2499,580,100.18375356818571,6,buttons,,,tattoo,,christmas tree,windmill,day,snow
1952,Moment #1952,581,100.15404952028503,5,,moon,,empty,,idols,billboard,day,
2683,Moment #2683,582,100.13528379393848,6,,baloons,dog,bandana black,,christmas tree,lighthouse,day,
2107,Moment #2107,583,100.11854003342373,7,buttons,,caterpillar,tattoo,book,well,bank,day,
82,Moment #0082,584,100.11768566839868,8,buttons,,dog,zipmouth,shovel,tree,bank,night,rain
3674,Moment #3674,585,99.95845367915213,6,buttons,,,bandana red,,tree,ferris wheel,day,snow
3555,Moment #3555,586,99.93666265011728,6,bow tie,,foggy,glasses,,,windmill,day,rain
1769,Moment #1769,587,99.89612744663876,7,buttons,baloons,lady,bandana red,box,crosses,,night,
3148,Moment #3148,588,99.84778621398847,5,,,,empty,microphone,red carpet,human anthill,day,
2058,Moment #2058,589,99.80404033409161,6,bow tie,baloons,foggy,bunny ears,,headstone,,day,
3116,Moment #3116,590,99.67518296812727,4,raincoat,,,tattoo,,red carpet,,night,
1846,Moment #1846,591,99.53497350330682,3,,,,empty,torch,,,night,
568,Moment #0568,592,99.5188868597667,7,,moon,lady,bandana red,box,,bank,night,snow
3036,Moment #3036,593,99.41369058884298,7,,baloons,foggy,bunny ears,microphone,street light,human anthill,day,
1817,Moment #1817,594,99.29385666127696,7,raincoat,baloons,lady,empty,shovel,,laser dish,day,
90,Moment #0090,595,99.17192519038302,5,,,,8-ball,sign,,billboard,day,fog
398,Moment #0398,596,99.08696240749346,7,cross,ufo,,8-ball,shovel,phone booth,tornado,night,
2629,Moment #2629,597,99.04892637309143,8,cross,ufo,mosquito,zipmouth,shovel,headstone,,day,rain
191,Moment #0191,598,98.85292979194372,7,raincoat,baloons,,8-ball,microphone,well,ferris wheel,night,
3494,Moment #3494,599,98.8403950526827,5,,,lady,bandana red,rope ladder,,ferris wheel,night,
576,Moment #0576,600,98.82794726329175,7,t-shirt,,lady,nymb,,crosses,dali elephants,night,snow
2162,Moment #2162,601,98.81541572282123,6,cross,,foggy,empty,,well,factory,day,
395,Moment #0395,602,98.64093685254474,8,alarm clock,baloons,snowman,bunny ears,shovel,street light,human anthill,night,
2767,Moment #2767,603,98.59574659068797,5,,moon,,bandana black,microphone,,laser dish,day,
2824,Moment #2824,604,98.54139612005471,4,,,,zipmouth,,fence,factory,night,
122,Moment #0122,605,98.50242178615218,7,raincoat,baloons,,bandana black,sign,phone booth,,night,rain
3522,Moment #3522,606,98.48428107584134,8,raincoat,moon,snowman,empty,shovel,,lighthouse,day,snow
1915,Moment #1915,607,98.39832346689786,7,t-shirt,ufo,dog,zipmouth,,headstone,lighthouse,day,
2811,Moment #2811,608,98.39813328969271,8,buttons,baloons,mosquito,nymb,box,crosses,,night,snow
1928,Moment #1928,609,98.38271191941433,7,raincoat,,foggy,bunny ears,,street light,human anthill,day,snow
2374,Moment #2374,610,98.30712635804446,6,cross,,,empty,amanita,well,bank,night,
3341,Moment #3341,611,98.19923118848742,6,,sputnik,robot,nymb,easel,well,,night,
2080,Moment #2080,612,98.15848264832285,6,bow tie,,foggy,tattoo,box,headstone,,night,
675,Moment #0675,613,98.15226862376427,6,alarm clock,,,glasses,easel,well,windmill,day,
1966,Moment #1966,614,98.1105713766728,6,raincoat,,,empty,book,christmas tree,tornado,day,
3861,Moment #3861,615,98.02677988710043,6,,baloons,foggy,8-ball,box,,windmill,day,
2053,Moment #2053,616,98.00859991282417,6,heart,baloons,caterpillar,bandana red,,,,day,rain
1923,Moment #1923,617,97.9968355498621,5,,baloons,,empty,book,red carpet,,day,
655,Moment #0655,618,97.98364300527666,7,heart,sputnik,lady,,shovel,,ferris wheel,day,snow
3814,Moment #3814,619,97.8754509960124,6,,,mosquito,empty,amanita,crosses,tornado,day,
155,Moment #0155,620,97.75724028285602,8,t-shirt,ufo,dog,cell,box,street light,,night,snow
2413,Moment #2413,621,97.67425952803836,7,buttons,sputnik,,bunny ears,rope ladder,crosses,,night,rain
165,Moment #0165,622,97.65293212648812,6,,sun,,empty,box,street light,factory,night,
433,Moment #0433,623,97.60389747182876,7,t-shirt,,robot,8-ball,box,street light,,night,fog
288,Moment #0288,624,97.43367132569011,6,alarm clock,,robot,glasses,,well,windmill,day,
2075,Moment #2075,625,97.22097615422643,7,tie,sputnik,,tattoo,shovel,street light,bank,night,
2936,Moment #2936,626,97.20976920786418,6,bow tie,,foggy,empty,,,ferris wheel,night,fog
1737,Moment #1737,627,96.9960068946042,6,bow tie,,mosquito,bandana red,shovel,,lighthouse,night,
2385,Moment #2385,628,96.99596617826114,5,t-shirt,,foggy,zipmouth,,,tornado,night,
2290,Moment #2290,629,96.96542871992729,6,,sputnik,lady,bandana red,box,tree,,night,
3593,Moment #3593,630,96.91226303739914,6,,moon,mosquito,zipmouth,,christmas tree,ferris wheel,night,
1793,Moment #1793,631,96.89897907389205,6,,sun,,empty,shovel,street light,dali elephants,day,
2935,Moment #2935,632,96.89002433785294,8,buttons,baloons,,empty,sign,street light,ferris wheel,night,rain
2961,Moment #2961,633,96.82346529736401,6,cross,sputnik,foggy,empty,,headstone,,night,
1853,Moment #1853,634,96.79919699216484,6,cross,ufo,dog,tattoo,,idols,,day,
1719,Moment #1719,635,96.79328331646994,7,raincoat,moon,mosquito,bdsm love,,headstone,windmill,night,
2687,Moment #2687,636,96.74981799589524,5,,,foggy,bandana red,shovel,,,night,rain
2019,Moment #2019,637,96.70964177924928,6,,moon,lady,bunny ears,,street light,laser dish,night,
3588,Moment #3588,638,96.62223609603409,7,,sputnik,dog,tattoo,book,crosses,ferris wheel,day,
3581,Moment #3581,639,96.51584725277473,5,bow tie,,,bandana red,,headstone,ferris wheel,day,
3856,Moment #3856,640,96.50251668314931,6,raincoat,sputnik,snowman,bandana red,,street light,,night,
638,Moment #0638,641,96.4252104888866,7,tie,,lady,tattoo,shovel,well,human anthill,night,
3087,Moment #3087,642,96.37173484690435,6,,baloons,lady,8-ball,amanita,,,night,snow
3612,Moment #3612,643,96.3503405662556,5,,sun,robot,empty,,tree,,night,
2281,Moment #2281,644,96.25349923155287,6,bow tie,,,tattoo,shovel,idols,human anthill,day,
3894,Moment #3894,645,96.23605216178362,7,,ufo,robot,zipmouth,easel,headstone,,night,rain
2669,Moment #2669,646,96.21105561620895,7,bow tie,sputnik,caterpillar,bunny ears,box,,bank,night,
39,Moment #0039,647,96.19298008253264,6,cross,,,cell,book,christmas tree,,night,rain
179,Moment #0179,648,96.11353274612803,7,,ufo,caterpillar,nymb,sign,street light,ferris wheel,day,
1976,Moment #1976,649,96.09724392095761,7,sweater,baloons,robot,8-ball,,street light,ferris wheel,night,
3407,Moment #3407,650,96.06527345719519,7,raincoat,sputnik,dog,tattoo,,crosses,dali elephants,night,
2472,Moment #2472,651,96.03866850731022,5,,,mosquito,empty,easel,fence,,night,
2427,Moment #2427,652,95.98666796092331,7,alarm clock,sputnik,lady,zipmouth,shovel,,tornado,night,
2337,Moment #2337,653,95.92372103277685,7,sweater,ufo,,8-ball,shovel,tree,lighthouse,night,
3020,Moment #3020,654,95.8541001237499,7,tie,,snowman,empty,,well,bank,night,rain
2778,Moment #2778,655,95.74531728108917,7,,,dog,glasses,book,street light,dali elephants,night,fog
2657,Moment #2657,656,95.70966085619564,7,t-shirt,baloons,lady,empty,shovel,christmas tree,,night,
2945,Moment #2945,657,95.64609506726022,5,bow tie,,,bandana black,box,,laser dish,night,
641,Moment #0641,658,95.59163826814996,7,bow tie,ufo,,glasses,book,well,bank,day,
3911,Moment #3911,659,95.55065847252317,6,t-shirt,baloons,caterpillar,bandana red,,,human anthill,night,
2841,Moment #2841,660,95.54812241731824,6,raincoat,moon,,bandana black,amanita,street light,,day,
2127,Moment #2127,661,95.5060674509582,8,raincoat,,dog,bdsm love,shovel,crosses,human anthill,night,rain
306,Moment #0306,662,95.41322702394712,7,t-shirt,,dog,nymb,,tree,tornado,night,snow
57,Moment #0057,663,95.30804775462627,7,bow tie,,caterpillar,8-ball,box,phone booth,,night,rain
3736,Moment #3736,664,95.28117984934175,7,,baloons,dog,nymb,easel,headstone,bank,night,
3438,Moment #3438,665,95.21078826836052,6,tie,baloons,,tattoo,,headstone,lighthouse,night,
3871,Moment #3871,666,95.12421568332783,6,,ufo,caterpillar,bandana black,rope ladder,,dali elephants,night,
2884,Moment #2884,667,95.11086543122741,7,heart,sputnik,dog,glasses,,crosses,,day,rain
2825,Moment #2825,668,95.10032780206923,7,t-shirt,moon,robot,empty,book,headstone,,day,
2916,Moment #2916,669,94.95865446897363,7,buttons,moon,,bdsm love,sign,street light,lighthouse,day,
1970,Moment #1970,670,94.94222424753605,6,,baloons,caterpillar,tattoo,amanita,,human anthill,day,
46,Moment #0046,671,94.90956239470758,6,tie,,lady,empty,rope ladder,,lighthouse,night,
386,Moment #0386,672,94.7710899376865,5,sweater,,,zipmouth,,idols,human anthill,day,
400,Moment #0400,673,94.76209968170349,4,bow tie,sun,,,,,windmill,day,
2105,Moment #2105,674,94.70278261333138,6,alarm clock,,caterpillar,bunny ears,easel,well,,day,
2393,Moment #2393,675,94.67231151258,7,heart,ufo,dog,8-ball,,street light,lighthouse,day,
3816,Moment #3816,676,94.52698312109703,7,,ufo,,empty,rope ladder,tree,tornado,day,fog
3635,Moment #3635,677,94.5164957971445,6,cross,moon,caterpillar,empty,,idols,,day,
2761,Moment #2761,678,94.4984627000248,5,,sun,snowman,empty,book,,,day,
3367,Moment #3367,679,94.48753699962921,6,t-shirt,,mosquito,bandana black,,headstone,lighthouse,day,
1876,Moment #1876,680,94.44741820076354,8,cross,moon,snowman,nymb,shovel,street light,human anthill,day,
1859,Moment #1859,681,94.43596934812771,6,heart,,foggy,empty,box,tree,,night,
2270,Moment #2270,682,94.41507953329423,7,,sputnik,,zipmouth,box,well,lighthouse,day,snow
16,Moment #0016,683,94.40162758070834,7,heart,,snowman,bdsm love,,street light,bank,night,snow
2047,Moment #2047,684,94.30480674033011,7,raincoat,moon,robot,empty,,headstone,dali elephants,day,
3304,Moment #3304,685,94.21218087114087,8,buttons,moon,dog,empty,,crosses,windmill,night,rain
3272,Moment #3272,686,94.18157599107444,7,alarm clock,moon,,cell,shovel,well,ferris wheel,night,
2356,Moment #2356,687,94.18001984939862,6,,,dog,bandana black,easel,headstone,tornado,day,
3074,Moment #3074,688,94.14197802503824,8,,ufo,mosquito,bunny ears,box,tree,human anthill,night,rain
3740,Moment #3740,689,94.08325306111075,7,raincoat,sputnik,,tattoo,box,tree,tornado,night,
1738,Moment #1738,690,93.9912384256599,6,bow tie,,robot,zipmouth,,headstone,factory,night,
2921,Moment #2921,691,93.94488434874725,6,sweater,sun,,empty,,street light,human anthill,night,
3467,Moment #3467,692,93.81429303605807,7,raincoat,baloons,robot,bdsm love,,,lighthouse,night,snow
3161,Moment #3161,693,93.81255583141248,3,,,,glasses,,fence,,night,
2261,Moment #2261,694,93.81203218171099,7,heart,ufo,dog,nymb,shovel,,windmill,night,
77,Moment #0077,695,93.80203446311526,4,,,,bandana black,amanita,,factory,night,
3666,Moment #3666,696,93.79449579039347,5,heart,,,bandana black,sign,,dali elephants,day,
230,Moment #0230,697,93.77712297029541,6,t-shirt,,robot,,easel,street light,factory,night,
2589,Moment #2589,698,93.71764623329923,6,bow tie,baloons,,empty,book,idols,,day,
3878,Moment #3878,699,93.68771813672633,5,buttons,,,bdsm love,rope ladder,,billboard,night,
2573,Moment #2573,700,93.65982729699867,5,,sun,,zipmouth,microphone,street light,,night,
2407,Moment #2407,701,93.6121013335834,7,sweater,moon,dog,empty,,phone booth,factory,night,
2409,Moment #2409,702,93.6009539550699,7,raincoat,sputnik,,empty,sign,,windmill,night,snow
2854,Moment #2854,703,93.52429208010685,6,bow tie,,robot,cell,,well,lighthouse,night,
3754,Moment #3754,704,93.33780484265831,7,,moon,dog,bdsm love,shovel,,billboard,day,snow
588,Moment #0588,705,93.27937485320066,7,bow tie,,mosquito,nymb,,well,ferris wheel,day,snow
3688,Moment #3688,706,93.27712662992285,6,alarm clock,,robot,tattoo,,well,windmill,night,
2298,Moment #2298,707,93.21093798857765,7,bow tie,baloons,robot,empty,rope ladder,,ferris wheel,night,
2461,Moment #2461,708,93.16921734101035,7,tie,ufo,,bdsm love,shovel,crosses,human anthill,day,
19,Moment #0019,709,93.09878540325349,7,cross,moon,lady,empty,amanita,street light,,night,
2322,Moment #2322,710,93.07441932872047,4,,,caterpillar,bandana black,,,laser dish,night,
1760,Moment #1760,711,93.05389089903568,7,raincoat,ufo,snowman,glasses,sign,,human anthill,day,
3398,Moment #3398,712,92.96768056733646,7,alarm clock,,dog,cell,box,tree,ferris wheel,day,
3408,Moment #3408,713,92.91954227950725,5,,,foggy,8-ball,shovel,,factory,day,
3293,Moment #3293,714,92.90459000196647,8,,baloons,dog,empty,shovel,street light,dali elephants,night,fog
3433,Moment #3433,715,92.87375347829447,7,heart,baloons,dog,empty,,headstone,factory,day,
3396,Moment #3396,716,92.78447245699147,7,alarm clock,sputnik,,empty,rope ladder,well,,day,rain
2426,Moment #2426,717,92.74015477164161,6,cross,,,cell,amanita,street light,human anthill,day,
3371,Moment #3371,718,92.7324737141027,6,bow tie,moon,,bandana red,easel,,,day,rain
589,Moment #0589,719,92.72390419708506,7,,baloons,,cell,book,well,factory,day,rain
2084,Moment #2084,720,92.67861701098869,7,alarm clock,ufo,,bdsm love,,tree,factory,day,rain
2169,Moment #2169,721,92.64318863507458,6,raincoat,baloons,mosquito,bdsm love,,christmas tree,,night,
45,Moment #0045,722,92.59581856930994,5,,,foggy,zipmouth,,well,,night,fog
2136,Moment #2136,723,92.55296099887703,8,bow tie,baloons,mosquito,tattoo,shovel,street light,bank,night,
3278,Moment #3278,724,92.50930169717833,7,raincoat,moon,,bandana black,box,tree,dali elephants,night,
164,Moment #0164,725,92.48397748266376,7,cross,baloons,,empty,book,phone booth,dali elephants,night,
705,Moment #0705,726,92.47627189338986,7,bow tie,,robot,bdsm love,,street light,tornado,day,snow
218,Moment #0218,727,92.46308078161915,5,buttons,,,empty,,fence,bank,night,
2209,Moment #2209,728,92.44250887849063,6,,moon,robot,glasses,,headstone,factory,day,
2258,Moment #2258,729,92.42481702631342,5,,,,empty,microphone,,laser dish,day,fog
3431,Moment #3431,730,92.38130877229612,7,sweater,sputnik,,zipmouth,,well,human anthill,day,snow
2675,Moment #2675,731,92.378343319193,7,buttons,,robot,bdsm love,box,street light,tornado,day,
2118,Moment #2118,732,92.36521899313064,7,raincoat,ufo,,nymb,book,crosses,,day,fog
3277,Moment #3277,733,92.36336398171514,7,raincoat,ufo,snowman,8-ball,rope ladder,street light,,night,
2229,Moment #2229,734,92.36306805998947,8,cross,baloons,caterpillar,empty,box,street light,ferris wheel,day,
3715,Moment #3715,735,92.3349335205008,7,sweater,sputnik,dog,cell,book,street light,,day,
2704,Moment #2704,736,92.3275476928758,7,buttons,ufo,robot,bunny ears,,well,human anthill,day,
2882,Moment #2882,737,92.23987344756453,8,raincoat,baloons,lady,empty,microphone,street light,bank,day,
693,Moment #0693,738,92.233525998858,7,cross,,snowman,8-ball,box,tree,bank,day,
3709,Moment #3709,739,92.2285272009101,7,buttons,baloons,,glasses,box,street light,billboard,day,
2579,Moment #2579,740,92.19218977084836,4,,,snowman,zipmouth,,fence,,night,
240,Moment #0240,741,92.1877450228948,6,tie,,foggy,empty,,,human anthill,night,rain
3589,Moment #3589,742,92.1052356841287,7,,ufo,dog,8-ball,shovel,,dali elephants,day,fog
2874,Moment #2874,743,92.02067133527015,7,buttons,moon,dog,bandana black,,tree,lighthouse,day,
2296,Moment #2296,744,92.00811047403495,5,,ufo,foggy,nymb,rope ladder,,,night,
289,Moment #0289,745,91.96450136173266,6,raincoat,,robot,glasses,microphone,,tornado,day,
2714,Moment #2714,746,91.96216643522118,7,raincoat,ufo,foggy,empty,,,bank,day,rain
2133,Moment #2133,747,91.95879995912865,4,sweater,,,cell,,idols,,day,
425,Moment #0425,748,91.86228688718933,5,,,mosquito,cell,,phone booth,billboard,night,
2677,Moment #2677,749,91.83196767443386,6,heart,ufo,,empty,amanita,street light,,night,
3813,Moment #3813,750,91.59838858717923,6,heart,,mosquito,bandana black,,crosses,ferris wheel,night,
532,Moment #0532,751,91.56403275055436,6,cross,ufo,,empty,,crosses,laser dish,night,
350,Moment #0350,752,91.523888187109,5,buttons,,,empty,amanita,phone booth,,night,
137,Moment #0137,753,91.4013572959759,5,t-shirt,moon,,empty,,fence,,day,
2760,Moment #2760,754,91.35349905373921,5,,,,empty,shovel,red carpet,,day,snow
2474,Moment #2474,755,91.34343622554707,7,bow tie,,lady,zipmouth,shovel,,windmill,day,fog
3201,Moment #3201,756,91.2913382919315,8,buttons,moon,dog,empty,shovel,crosses,bank,day,
2152,Moment #2152,757,91.23135762484887,7,alarm clock,,,tattoo,box,street light,factory,night,fog
2306,Moment #2306,758,91.22730758321592,7,cross,,robot,empty,box,phone booth,bank,day,
3989,Moment #3989,759,91.19209336961332,7,buttons,,,bunny ears,book,headstone,human anthill,day,snow
126,Moment #0126,760,91.18316540418907,7,buttons,baloons,mosquito,bandana black,easel,crosses,,night,
2625,Moment #2625,761,91.11766695046073,5,,,lady,bunny ears,,christmas tree,,day,fog
2817,Moment #2817,762,91.0475616814295,7,t-shirt,sputnik,,empty,easel,crosses,,night,snow
3170,Moment #3170,763,91.03747846837135,7,,baloons,snowman,bunny ears,book,,ferris wheel,night,snow
2930,Moment #2930,764,91.0342525157287,7,sweater,ufo,,8-ball,microphone,,bank,day,rain
2188,Moment #2188,765,90.99962992423852,4,heart,,,bandana red,,headstone,,day,
3151,Moment #3151,766,90.96576981752342,6,t-shirt,baloons,foggy,tattoo,box,,,night,
2773,Moment #2773,767,90.96029196228513,7,raincoat,,caterpillar,cell,box,crosses,bank,night,
2366,Moment #2366,768,90.95776918105776,7,sweater,ufo,mosquito,cell,,headstone,,night,snow
60,Moment #0060,769,90.92421928787084,4,bow tie,sun,,cell,,,,night,
2266,Moment #2266,770,90.79583038190901,6,bow tie,,lady,empty,,idols,human anthill,night,
3695,Moment #3695,771,90.75890247944908,5,,,mosquito,empty,,idols,factory,night,
3126,Moment #3126,772,90.74118857615437,6,,,snowman,bandana red,shovel,street light,,night,fog
108,Moment #0108,773,90.72754590123091,7,bow tie,sputnik,lady,bandana black,,crosses,human anthill,night,
