ID,Name,Rank,Rarity_Score,Accessories,Attributes,Background,Body,Clothes,Face,Glasses,Hat,Legendary,Necklace,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
354,BFMC #354,270,229.4224710826868,,6,Dark Green 2,Green,Light Green Black Militar,Golden Teeth,Yellow,Horns On Fire,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/354.json,ipfs://QmeZUoGy3nvae6NopCke1hniqqYpHuqFyAzmwgiQjV1YuD,ipfs://QmdT9YXu4grwGrpD4ZgSgr5uYgFDCyVXhJYYkUfZ2yreA9,ipfs://QmQPgWNyvQZTTFNC2fnNpQmmhRLJ8MXquvDieMGVgcDHpu
366,BFMC #366,271,229.28321284979702,Bear,7,Yellow,Brown,Light Green And Dark Hoddie Jacket,Oh,Blue And Green,Blue Frenchie,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/366.json,ipfs://Qma9pVUdYyRRaAeZe2TmRPpJBroBbnbpkwBmQpxsZVZBKW,ipfs://QmWTbdGtzy8aernQH5u9dwyBDecZPLS48EAb9PoDLU6WWo,ipfs://QmRm4eSUtxSf5w4o57Zf39gdaBqfWtMTM9atwjPXqxgDJn
695,BFMC #695,272,229.16162754658333,,6,Orange,Brown,Purple,Oh Concerned,Yellow Aviator,Mummy,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/695.json,ipfs://QmT2zRZmCPo6KoPPsk3uDvfDd8BxScDe318CuiY4o9TutE,ipfs://QmYn5yseFv3C2tH6JsMXPVmwdHZQkGPzJMc5QxoBLCsbze,ipfs://QmSgenjP1Ae6hYfWh14s3kvJX7qwDFQVUPNKgN9bMs4b6P
2997,BFMC #2997,273,229.1152911456807,,5,Dark Green 2,Brown,Blue White Leafs,Knife,,Panda,,,ipfs://QmXBx9YS6gAy13YtXdGYuZ34A1YR6roMGLjmDFzrvmsoYs/2997.json,ipfs://QmXPXFcfictJUdNFiNMjDLse43GiKwvNsuxE75n9nVfpTw,ipfs://QmUwevuma4WYkn6NqqWQ6vzn3nQRURKbjdm3NPYz6DtmdF,ipfs://QmP7wbKVeTNKVGhL9ESwioa4onA1KggEttMwkzidsvfpcM
3391,BFMC #3391,274,229.0787891428604,Claws,7,Dark Green 1,Brown,Black Hoddie,Very Angry,Blue And Green,Crown,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/3391.json,ipfs://QmSZxrnGHZUE3sH63juzHjDcYn8R5ogbAbQZoPRUs8US9N,ipfs://QmSp3r9BPFZ3B8scRAeiLZibRwZAh5LvRUbjrWZo36rU2C,ipfs://QmZ66KMYaxZ7dpGbTUGwkU4vQa2iuAiTsDQ8s2FtNxB8gr
5015,BFMC #5015,275,229.0395045667064,,6,Dark Blue,Blue,Yellow Leafs,Smiling Braces,Yellow And Blue,Horns On Fire,,,ipfs://QmRjHYJ8aVCtyPm1TmG9x6ZK86cie4CiGonrhekKLDX75N/5015.json,ipfs://QmRt9xxPZjX3LWamTYa7TvKXkbJWCc6xZK4DSfmbrdTgXR,ipfs://QmXxe4Lov7DbNLs8Xa6Qmzso9CSQnRtiPFkJqfvNmPuniG,ipfs://QmVL3XiFVR1Vsj1UwA18MWCKU4iUnyEK9UCYNd2Fj7kakN
3709,BFMC #3709,276,228.99474709087994,,6,Light Blue,Orange,Cheetah,Smiling Braces,Green Aviator,Crown,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/3709.json,ipfs://QmXAd7K58Dafo6Hs6WLRCgHGKmoDMA4h8sxKfFeSHkDPbL,ipfs://QmSqnTnUP3NgTdNRKQEnhYMdJQV5iHKp3wgUsvbUeZNARm,ipfs://QmaqJaS27wCPUoixzToaSQvCoShbZbWL9jQCshSpzpBZDz
4304,BFMC #4304,277,228.91051081820694,,6,Light Green,Blue,Tank Top Brown,Angry Bubble Gum,,Soda Bomb,,Teeth,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4304.json,ipfs://QmYgghybfxS1mCYBornT7s94tCR2rLrZr4UscjgSFcfwHo,ipfs://Qmb15nadeKifcxTKi2p25TLw7yrhoiaBQdUBc77X5T26qA,ipfs://Qmf8GcSadncrVohCgmV2oX1r7LeShiv3cAeHe6CcGVvn4z
4334,BFMC #4334,278,228.8770654444413,,5,Dark Green 2,Brown,Purple Hoddie,Knife,,Blue Frenchie,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/4334.json,ipfs://QmVEtD8VQ4mEXdW5UECa1YbJQFWEKFBrAzJh2Xqdrj3N9V,ipfs://QmXPfEXQiGiGj9yWiD7GVG8f1wwreLVAAhRbFvN3azoYWy,ipfs://QmbMPBgFe3yCMJG5yWhfUgzFwS4czQwVDT2VLyn38KUeC1
3300,BFMC #3300,279,228.7269910117812,,6,Dark,Pink,Tank Top Militar,Angry Knife,Stylish Blue And Pink,,,Bitcoin Gold,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3300.json,ipfs://QmSiZuxajouqhFJ3WJXuKEwDt78wsBDLJvJrecvfdqVfPV,ipfs://QmSq2oTQYawCbtK4A3d8ya4jaQhD9T1mLwKo4L4KenXW9a,ipfs://QmNzUcM8hW8Hqtnmd7rQYiBsAF6R6akWn8Rp682nLbPJoY
3525,BFMC #3525,280,228.71660022912963,,6,Yellow,Green,Orange Hoddie,Smiling Cigarrete,Blue Stars,Green With Yellow Flower,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3525.json,ipfs://QmZytZFFFcYXvvPfnNj9RBxZXW7EWsqAZJKmmTZW3NqYx7,ipfs://QmPjdLPh2tYWN2usXcrhaQXJrtPZbYVCYYYmxJLucoGpXC,ipfs://QmaZbCccneuvbkBWA8RdR2ZHSZhXjLuLwko7V4KvpoMpBM
4565,BFMC #4565,281,228.4523218358696,Claws,6,Orange,Green,Purple,Cute,,Horns On Fire,,,ipfs://QmXBx9YS6gAy13YtXdGYuZ34A1YR6roMGLjmDFzrvmsoYs/4565.json,ipfs://QmWp3iBqoQsgQ7iBqjz42z5fSADfEHxiMxsj3W28djVU1G,ipfs://QmfVdyDbVRAFC1WgAaKYSpoECfyYLSbSYDznVXeEYzqhXf,ipfs://QmPokQyaxeiRmE4z81e1NUyroQ8TpCf6PXw54DsDXecRbT
3742,BFMC #3742,282,228.35951617299747,,6,Light Blue,Brown,Light Brown,Sad,Sun Glasses With Gold Details,Saint Patricks,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3742.json,ipfs://QmPtSzQgc6zYYtDkmn6D6TUd5PZvAbY3QUNHH95PBneTPH,ipfs://QmdjhdqWhwJCZm5y6Ee38fEjk16Bvuy4HtXpQhBZtuUNCt,ipfs://QmRLNQfdnt25AcsVWzjomvLor2L8EhdQXHTmkJu8d1QJJd
3398,BFMC #3398,283,228.27011932603676,,6,Dark Green 2,Orange,Light Brown,Teeth,Blue Stars,Santa Claus,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/3398.json,ipfs://QmRgznirKpMzgw4AWC2mTb1DzJuUKYyE4Pi1FXJCoq2DGj,ipfs://QmTLY3EBNjm1ff41M5zDLUkacquJSmMgYHCEWrNNSmGHRD,ipfs://QmRA4cGbwzLSXhtYpuekLdYtGUDFb45SffzciCmB3nezZd
1064,BFMC #1064,284,227.97033795460823,,5,Dark Green 1,Brown,Militar Hoddie,Smiling Teeth,,Red Frenchie,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/1064.json,ipfs://QmSpBp4KfC8qZTfuofBMb8ejy9ABDMhniQ1hESfBM37PKa,ipfs://QmY5JN4jTLFiPKoEkR6EaZ7rpDDh2MevGwVnfggPobLhGD,ipfs://QmWi8NWtQjwqFQpbCm3SiVrtzySPfLubqGkvZkrt1Ukn8d
3153,BFMC #3153,285,227.82338126284114,,5,Dark,Brown,Punk Dark Green Jacket,Knife,Yellow,,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3153.json,ipfs://QmaUqApLbE5rxBscsnSEmfn5G4aZ1Bd4Ad9iYJSvQXMa9D,ipfs://QmZZwBjnV2bPtBncfv1KiShiLEEAjE6UaSFSyQRxXfn6fK,ipfs://QmSUMrSjAWuDhiXDMXMWp6NKahYy69U5f1oTb4ggyHZqPz
3660,BFMC #3660,286,227.8174609658937,,6,Dark Blue,Green,Zebra Hoddie,Sad,,Elf 2,,Teeth,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3660.json,ipfs://Qmb3xxW6Jrtv7SC2PE5v8ASzi1k4CqKkqaHkAcvLoG91Vf,ipfs://QmZngxb6ryXFLRUQui7Cq2eJAB4Wvcx2Qu2YrQXRrmTcyR,ipfs://QmWFgvsNxicY8vcbRdTQC8fxQQjJC3N4RKxVMDS7Tq5hU6
238,BFMC #238,287,227.75166673936957,,7,Light,Brown,Militar Jacket,Sad,Sun Glasses,Crown,,Big Foot Gold,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/238.json,ipfs://QmdZvgy7ka367uDohqa2o9fq2mMo6fRiL5hN4jbjCyA8ae,ipfs://QmYcypit6okQTfPCYLWuzhE7DD2yExekS7Ne3fU5VDFrQd,ipfs://QmVNdhxEXa4rCRYwMyypr8CK3nvLA9GvM3j1pnaYwdv5Jf
3206,BFMC #3206,288,227.74586080840297,Clown Nose,6,Light Green,Brown,Militar Green Jacket,Upset,,Purple Pink Hearts Party,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3206.json,ipfs://QmQ93qKF365iAoLYfUVFVWKaqJ38co53ojzxjN6fdHcVUi,ipfs://QmcJfcWHEcy3L38SfsemdPauc4PZhaB7A3NzX8jrxq7sL1,ipfs://QmaCydGG8YtGkDNBiVBKvpvZUU8DQZwihyjVGshCdiVsjC
3134,BFMC #3134,289,227.61415708606467,,7,Dark,Brown,Tank Top Red,Bubble Gum,Sun Glasses,Soda Bomb,,Teeth,ipfs://Qma1bgfNc4Hyv5tZLkS7CBhRiTJbHiNd32apUwMBR2znAS/3134.json,ipfs://QmXUyf37HHQdotRNJNPrJJQ1REPTYiQk3oQvVTAmqsGHr2,ipfs://QmcBnkBbDRp8RbDxDjh1HW6tG6BbFyuaKTwUpBk9V3HBiX,ipfs://QmUShnZNb8wHqhJgC5QdLeNkv6KKYMJBKtkSu5nCvekWVV
215,BFMC #215,290,227.60738595769624,Bear,6,Orange,Brown,,Knife,Sun Glasses,Blue And Yellow With Horns On Fire,,,ipfs://QmaW3kyH4mnDAdWpXGDTuybKj98stG4ZJsGXBpQKpLCb8F/215.json,ipfs://Qmce9QJiKPaLSY9rmXApNPgatDAVQYiAnEAkP4o5wFyjBi,ipfs://QmXHCQU22ELRtKVqsK7q6yL4bLG9azVeEtqYm3GpiiT6eq,ipfs://QmNd1p66kus9GArSvHrmXpWncF2mdmeRuwf5J7hAUiH3HD
870,BFMC #870,291,227.57749267641157,,5,Dark Green 1,Green,Green Stars,Very Angry,,Pirate With Horns,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/870.json,ipfs://Qmb3jsyrsuZ6yExu1Trai9f4S27ewAgqySpW9AFDhGuV8M,ipfs://QmX7yXDKv91UEckhc7jgkfeRHXjBd3qpwLAiEor6iWF76k,ipfs://QmaEdN5uMBksaUJ57QRU1jcSMAWcgwNoByAQ9zVJ9Jy34s
1423,BFMC #1423,292,227.48838698621964,,5,Dark Green 1,Pink,Dark Militar Green Jacket,Angry Bubble Gum,,Navy,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/1423.json,ipfs://QmRM3BcMMZiTGVwvkAmWwb5frgUDt7jKyE74PVwCbh6ccu,ipfs://QmWwFBJ2sR9gEZGemhJaXbzEeKh4RAzt8Ms8vuSvVQjj4x,ipfs://QmdpqouP5HXAfQQhPyz8WfLRdRGZQuKNudrsnq3jLzJob3
3041,BFMC #3041,293,227.48101151881562,,6,Dark Green 1,Green,Light Green Jacket,Smiling,Yellow Aviator,Purple,,,ipfs://QmaW3kyH4mnDAdWpXGDTuybKj98stG4ZJsGXBpQKpLCb8F/3041.json,ipfs://QmfJw9EjBRikXwAkBqk5zf7Znmf7E7LS8pnUcYSxJbxTTa,ipfs://QmbxyT7N3qZ8cWJ5e5C4Fc1xozsjqcGnhAcQyeTWrYnsu4,ipfs://QmSmDmUE91wBHi4KNguEeBzrpmtm1mMfcyAEpPEqcUFtXZ
3431,BFMC #3431,294,227.4782747844882,,6,Dark Green 1,Brown,Light Green And Dark Hoddie Jacket,Smiling Bubble Gum,Yellow,Vietnamite,,,ipfs://Qma1bgfNc4Hyv5tZLkS7CBhRiTJbHiNd32apUwMBR2znAS/3431.json,ipfs://QmWaWLrriDUTDkvMytxzfVTbudKZM5K34UbsmMPjAW5UvE,ipfs://QmRib5pvbEK9EsxrsjoVofLrXJuYiVcHohNDqH9UeiDUkt,ipfs://QmcsZDdqzBdUVCCCDwbJUBQ4a8udecYD92MhAypXze9opz
4671,BFMC #4671,295,227.4173104752513,,7,Light Blue,Orange,Green,Angry Teeth,Yellow,Blue,,Big Foot Gold,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4671.json,ipfs://Qma8uu9C3Hc9vWjG3piDBjhKMCvKm1MH9JuKjnCwfMptjk,ipfs://QmbAsyPpXJSScJJyTwRrofThc4SKaiBRKreD3ig4Rcy8sK,ipfs://QmNVt2QrmyKRRETFZmUzxMwWV4eyvJcC3Y4jEb6zWWoZHh
956,BFMC #956,296,227.22065191067634,,5,Dark Green 2,Brown,Militar Hoddie,Very Angry Teeth,,Pink Ears,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/956.json,ipfs://Qme9ziyYt6Nvj1ZYhwYvVVetgxRWVKEdmh4BC6KQaxCEHZ,ipfs://QmYySB9wWe5EehvGvFzq1opXv5aGqmG7AZ3NYTj1ESjhdR,ipfs://QmSSgCXaGAgmJapDd76jbnotg85tLLK2YB6g1xPjcLGa7k
4173,BFMC #4173,297,227.15734228021546,Claws,6,Orange,Brown,Light Blue Militar,Knife,Yellow,,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/4173.json,ipfs://QmVVuptAbBk9smcMJzpE5HD3S6jHVHNrBQBFFqia3JKWWs,ipfs://QmWvbGd4xstjWtVKFSGLLC4fpFuW1U2ejp8iZXtuoi71As,ipfs://QmYiAs1NsCPmH7HWdEXW6Mmxevaz4uq5NW4wyjfZqazT3P
1111,BFMC #1111,298,227.07566281481166,Bear,7,Dark,Green,Black Hoddie,Calm Knife,Yellow Aviator,Blue And Yellow Party,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/1111.json,ipfs://QmePL6fmM5DkpdkwaMAt3EfnCykvvNc98akcMHNSYB3gt5,ipfs://Qma6SEDYvD1HfKTmnVthS5X4Mam5NDT5YSrukHqaDKhnNJ,ipfs://QmTuaG31vjezNXi41UXKBPh42VvpXXWAVzU5Qi1tQ9wt8a
2767,BFMC #2767,299,226.7275789719062,,6,Dark Green 2,Green,Green,Sad,Blue And Green,Elf 2,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/2767.json,ipfs://QmWRhJ2kB2YLtK2Z1KhigqvMdCpctZfTvzdWxhyfv6BHzD,ipfs://QmfWFxfXz2n4bMfrXFNGRbAMm4ifMbCXmAGq4dgR82GUix,ipfs://QmT8ydHMAZuUDJeeXHnLTAo1orvtgAbHiifM55o3Eg4HJ9
2477,BFMC #2477,300,226.71691021001382,,7,Orange,Brown,Light Blue Militar,Smiling Cigarrete,Blue And Green,Green Brain,,Bitcoin Gold,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2477.json,ipfs://QmSpKzsJAJajtJw2mphUXBDRkxzcFFkUUMYSq6pj1v2hrz,ipfs://QmWM3kLyie7LTyfhpDo4uRuXr2czrFqWGsdL61apPsaPTE,ipfs://QmRsBHj24LH3jHzyN6bt1VTEvf8qbrn44G1kfmZb6stDNP
3375,BFMC #3375,301,226.59478572941242,,6,Orange,Brown,Pink Flowers,Angry Teeth,Green Aviator,Vietinamite With Horns On Fire,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3375.json,ipfs://QmQPsPbHrGVdhq4JeeQuUWPHYKBeK3Hor7JWq2V9SCnb2F,ipfs://QmdHbY93fQ93jVP2psGwDnrkf34VMvSdwvvyb2W1DQ8AY9,ipfs://QmQPc23pJUDEvA4DVL7UtqgBExWSxJimnKLj3UPBZ6fFys
495,BFMC #495,302,226.51820083478236,Claws,7,Yellow,Brown,Purple Leafs,Sad,Green Aviator,Angel With Horns On Fire,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/495.json,ipfs://QmZaEyQT4GqeSefVrZq6gzGYVRd9kuSUEP4853itvfCKvs,ipfs://QmbyVgcBvxTEDCncjHMvrtV9L3zUeLPnm4REEi6do6sueA,ipfs://QmcrW44c8yZV6tK3RQZFHbM1JVQSfTMeoaFtSXCe6fur4i
2690,BFMC #2690,303,226.5115210826846,,5,Dark Green 1,Brown,Purple Militar Hoddie,Oh,,Viking,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/2690.json,ipfs://QmbF43a7upAgLMXH4CqEbGwKejxEFup7TS8vCVhFY2juZj,ipfs://QmfDvf8CKpXTGxJcd68DsU4mPYhesuMothojJNYhqc75sM,ipfs://QmQ1ScUABq3FnwPyBMdA7153nLnT3T6NQPn512VQREbKiw
3789,BFMC #3789,304,226.4976462865384,,6,Dark Green 2,Orange,Yellow,Angry,Thug Life,Navy,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3789.json,ipfs://QmeyvJFkmd7PZi17bnKgvVzoauRY2sUT1h1F2V6wAEEaQ1,ipfs://QmdvGFW5p3PkxDmNqWitKFxMcGewArmtAMHHmmGN7FQehJ,ipfs://QmVzSHtvbRntLnAcTa7DdocKVLtR7cHT6DaX9iLEg99HGx
3151,BFMC #3151,305,226.4684878329376,,6,Pink,Brown,Purple Leafs,Knife,Sun Glasses,Big Foot Hat,,,ipfs://QmXBx9YS6gAy13YtXdGYuZ34A1YR6roMGLjmDFzrvmsoYs/3151.json,ipfs://QmYF335MNWLoc3sM76GFSsLdMJ216nVabvwT4wF5kiUBA7,ipfs://QmTV4hdu913sxe9Pb1e4xS7Wg7C1Ye366SBnuBTark1Rfg,ipfs://QmXTabvfYo6Ka2PKMvCH7Cx8cUk7wYSYjB7mBWBEBM4tAg
4999,BFMC #4999,306,226.41480105597304,Claws,6,Dark,Pink,Yellow,Angry Knife,,Pink Ears,,,ipfs://QmRjHYJ8aVCtyPm1TmG9x6ZK86cie4CiGonrhekKLDX75N/4999.json,ipfs://QmNYPwXYDqDdxoyd53vxB1HmiaDF4RhAcBkowGorSCD5QH,ipfs://QmWehCLFZ3rDGY1GSuSXVpH1LRvBkuDKdjLdETeYkN8Kdg,ipfs://QmbzcMcnRZnu1cwHCx67pjZRi6z298dgJPB7b9mmkUnemS
3401,BFMC #3401,307,226.3793079014156,,6,Pink,Orange,Purple,Angry Teeth,Sun Glasses With Gold Details,Vietnamite,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3401.json,ipfs://QmQjpiBTCY1qJxqdy67MqCNmubpKfowUoPfBCtGutR9pxK,ipfs://QmU2HNqKxWzLQwDScB7aKhzkjQjEu4ptpYo5UiHYGcTJ3W,ipfs://QmSvBGDsxe1t7yXb1L69wq84VHMVzevTrWRbkFxnuwurxT
3330,BFMC #3330,308,226.0468139695753,,6,Light Blue,Brown,Light Green Jacket,Angry,,Navy,,Big Foot Gold,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/3330.json,ipfs://QmXdopo87PxXu1VjYKAvNifmyhhSYaN8cKMqbMTZo6tW33,ipfs://QmQ4stXP4Q56Ye9UqvZJpsh45NBWeRsWbNok3PL9Qnd7pn,ipfs://QmdQmCzWw2Wk88hV2apGpysDmCzt5Sj1CdZqwmFhTJzX6V
3168,BFMC #3168,309,226.00614682142253,,6,Dark,Brown,Basic Light,Knife Very Angry,,Vietinamite With Horns On Fire,,Teeth,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3168.json,ipfs://QmQvutD8kH4GTCH6AfDBytWYoCs6a8H5SLNMYQjhJbnrch,ipfs://QmZtEwNfMsyGAaCEEqunR95jTdKDyLn16mgkowhW2QZ29q,ipfs://QmWQQ8mLPBCQgmaQixC5mSgDR7A99MwmcYmJzmP3RSyLYv
1983,BFMC #1983,310,225.99257224376714,Triple Bear,6,Dark,Green,Light Green Black Militar,Angry,3D,,,,ipfs://Qma1bgfNc4Hyv5tZLkS7CBhRiTJbHiNd32apUwMBR2znAS/1983.json,ipfs://QmS2YBWGGTp4dAVr3Ti349WQjEZiWFvwqR4HuQSfQftE2T,ipfs://Qmbq1zks6urJXFUMzzxC3K2noyoBY4ZqbpbNqieDZ977Pf,ipfs://QmWrs4xnBtMqDHBkMcDRB8BoCbR1J6EA5TM8ks3bfG2rth
789,BFMC #789,311,225.97527891783068,Claws,6,Dark Green 2,Blue,Punk Dark Green Jacket,Curious,,Laurel Wreath,,,ipfs://QmPEs21wJwD979Y9oEgxuVURXNvz6uwp4VdxrReTonaFug/789.json,ipfs://QmVfPgZaaTZQpKgoeQKdx5pdyk6KrtDbiR8rVLrwUCVMSy,ipfs://QmUwas8Niit3YVJKZ96zk3LnK8D2eFpJ1tvo3hBuYjtvct,ipfs://QmNhhUCsHBAmCUjCcRZT5tFg5DgkQAes3RCBYoN6W6P3dg
1175,BFMC #1175,312,225.87676185860073,,6,Dark Green 2,Blue,Purple,Wow,,Blue And Yellow With Horns On Fire,,Teeth,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1175.json,ipfs://QmZeAMPcmrbho2YKzQEoDX3o9eQxdDrCmMWgc3xyu5LutB,ipfs://QmfJcjWyV7Lkjmt7Ereq25K4QT79C4nJVeCGWRuVnT3Lpp,ipfs://QmfRU1CM7wsCHgBw7dyHHbpEjUd7KsxpLN9rNHUCQ2HfET
1706,BFMC #1706,313,225.78316715418674,,6,Light Green,Brown,Orange Hoddie,Oh Concerned,Sun Glasses With Gold Details,Mummy,,,ipfs://QmQ4T8t6YCagp99WRQeyp6geoJ77NKnt5YkmBDUWKNwjD7/1706.json,ipfs://QmTFiCbDvQA8qDF8BHH9CqMw25RDD33fpXaJkhke2KtB7R,ipfs://QmV26fQ2QemkGs553DMQ4UvymAwJzD4Z4TmotCATuUYLAv,ipfs://QmbEQPA9k5sg8RXG1ipAZvrK4LbrJcWqwB4yYCS4DZrJtL
2104,BFMC #2104,314,225.76291019329975,,5,Dark Green 2,Brown,Tank Top Militar,Knife Very Angry,,Angel With Horns On Fire,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/2104.json,ipfs://QmTye4wT2oNCCca8kuwt2DRiQjUsQDokHL37yCGd1GpDW5,ipfs://QmeDVj75eMH6f6cR21hJcSCLXQ5PmoiMDXDBWj4MYE68PE,ipfs://QmTUi3tArcRqLufotWiYyFAf5PnBELD2tiHsECePfeB8uX
1543,BFMC #1543,315,225.72375070054258,,5,Light,Blue,Brown,Wow,,Santa Claus,,,ipfs://QmaW3kyH4mnDAdWpXGDTuybKj98stG4ZJsGXBpQKpLCb8F/1543.json,ipfs://QmaBMsvfHtR3iKX4ps8AVcU6nPiqV5Qpe52BgJ7yMLjTFK,ipfs://QmR7sQfb9CdYR6V37VNhrFAAoZL3UZ9vkztBAYMQyim1Ws,ipfs://QmbQnTRMgjZhWUbPYjXXtV63excB6jKKnBTPsX1brB9cWR
4066,BFMC #4066,316,225.70365289774577,Claws,6,Dark Blue,Brown,Black Hoddie,Upset,,Santa Claus,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/4066.json,ipfs://Qmbf2QX4byWEXWvEkUAQwCdQAyy3QxAJVipLxjuSSDUvd2,ipfs://QmTTKPN9kFfBTGq7oMq6u5e9BtVgdYPjzThxVAgNwiZBLs,ipfs://QmWk5NNQPHjLrcixHHXNS71STdtXVZmZh6ZkcL83prWEE3
1652,BFMC #1652,317,225.63851755104366,,6,Yellow,Brown,Pink Flowers,Sad,Sun Glasses,Vietinamite With Horns On Fire,,,ipfs://QmegzVCh2rWhWQ31KEzkPHw54BzDDvwmRJqXHvqyS6PKjc/1652.json,ipfs://QmT6CxFFrC2BDxvfHyNd1DW2uzXFap8AeJ3ZvNupqy6QTr,ipfs://QmTas6tbUUm29J16CURtLNeMQdFxb8YcxQQkfjbCViipPa,ipfs://QmbvJThfKhH5PJ21qLN2Y4FJwBCq2oNWpwaL7Erh68DVEa
1632,BFMC #1632,318,225.58787386041706,,6,Light,Pink,Brown Big Foot,Smiling Cigarrete,Yellow,Santa Claus,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1632.json,ipfs://Qme4ozL7XXTysmgBDuGoCipJCSivBjACsPM1d8PuDLgAzu,ipfs://QmRc7fim7udCHagh11oQRQYeL8ZxwZC7oLvs336M1LXTN1,ipfs://QmY3qPTjyuevZt6pCo2iHC4U5ZkWv1xiAoNhP4W7GgjZLj
4466,BFMC #4466,319,225.54562402192772,Bear,7,Light Green,Orange,Tank Top White,Angry,Yellow And Blue,Saint Patricks,,,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4466.json,ipfs://QmYS1FTDHjqQAsqaDpGJDdoakhjkRe95cn4oj4QGAauxyC,ipfs://QmccRCjzv8BDH85ybPW1UpNGcZagWjffGiyCRRk7fcZSat,ipfs://QmSsQGLe77XuC4jCXj91hsZUAmwuFNJixDuTzzdNzzVDfv
3974,BFMC #3974,320,225.51886658683912,,6,Dark,Blue,Tank Top White,Angry Knife,Yellow,Red Frenchie,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3974.json,ipfs://QmTPPypxv85g2nEuKni5fiRWA7cFm2gZKuDTxMLuJZGa3n,ipfs://QmV1UbuNfDvcZGHNuykQimF92ykEd3S8V1ADE9Bu6z4g4N,ipfs://QmRh2WsEaA84Y7br2KLN36WrGYGC8iEur8TnLTQkqgZX1k
