ID,Name,Rank,Rarity_Score,Attributes,Background,Bling,Eyes,Face,Filling,Hair,Head,Outfit,Special,Taco Dude
1057,TacoDudez #1057,151,329.1865222365,8,Special Blue,,Shades - Black,Mustache Fuzzy Brows - Brunette,Taco Filling 7,Extra Cheese,Construction Helmet,Zigzag Jumper - Yellow,,Bean Tortilla
693,TacoDudez #693,152,329.1739261612,8,Signature Blue,,Black Eye,Bandaged Shut,Taco Filling 3,Butterhead Lettuce,Bandaged Up,Prison Jumpsuit,,Corn Tortilla
374,TacoDudez #374,153,329.0984582834,8,Lilac,,Glasses - Black Rim,Clown Paint,Taco Filling 9,Extra Cheese,Backwards Cap - Green,Flower Dudez Tee,,Corn Tortilla
116,TacoDudez #116,154,328.914165522,8,Baby Blue,,Shutter Shades - Green,Beard Fuzzy Brows - Grey,Taco Filling 8,Purple Oak Lettuce,Viking Helmet W_Braids,Water Wings - Orange_,,Flour Tortilla
142,TacoDudez #142,155,328.7698625375,9,Green,Gold Bling,Glasses - Brown Rim,Mustache - Brunette,Taco Filling 3,Arugula,Beanie - Blue_Orange,Bow Tie - Purple,,Flour Tortilla
809,TacoDudez #809,156,328.5598130272,8,Yellow,,Steampunk Goggles,Beard Fuzzy Brows - Grey,Taco Filling 9,Cress,Hidden Leaf Headband,Sunset Tee,,Red Corn Tortilla
552,TacoDudez #552,157,328.2175286846,7,Special Gold,,,Mustache Fuzzy Brows - Blond,Taco Filling 9,Loose-Leaf Lettuce,Galaxy Hat,Tezos Tracksuit,,Seeded Tortilla 2
936,TacoDudez #936,158,328.1914839427,7,Orange,Gold Bling,3D Glasses,,Taco Filling 1,Cress,,Polo - Pattern Pink,,Seeded Tortilla
213,TacoDudez #213,159,327.5125567595,7,Baby Blue,,Spectacles - Black,Tatted Up,Taco Filling 3,Extra Cheese,,Zigzag Jumper - Red,,Kidney Bean Tortilla
813,TacoDudez #813,160,327.0772984074,8,Special Gold,,Shutter Shades - Pink,Stubble,Taco Filling 8,Dark Spinach,Cap - Not So Smiley,Plain Tee - White,,Red Corn Tortilla
618,TacoDudez #618,161,325.8796078208,8,Baby Blue,,Black Eye,Bubble Gum,Taco Filling 4,Loose-Leaf Lettuce,Top Hat,Camouflage Tee,,Bean Tortilla
961,TacoDudez #961,162,324.2743961353,8,Pink,Gold Bling,Sharingan,,Taco Filling 5,Extra Cheese,Burning Taco,Football Shirt - Blue,,Corn Tortilla
445,TacoDudez #445,163,323.8631355459,7,Orange,,Shades - Peace,,Taco Filling 8,Dark Spinach,Fly Buddy,Zigzag Jumper - Yellow,,Red Corn Tortilla
163,TacoDudez #163,164,323.8193253224,8,Orange,,Glasses - Black Rim,Stubble & Cigarette,Taco Filling 8,Purple Oak Lettuce,Backwards Cap - Red,Scarf Jumper - Red,,Kidney Bean Tortilla
1008,TacoDudez #1008,165,323.6554939181,8,Orange,,Shutter Shades - Red,Bandana - Green,Taco Filling 9,Classic Iceberg Lettuce,Beanie - Camouflage,Puffer Jacket - Black,,Flour Tortilla
468,TacoDudez #468,166,323.4823463649,8,Red,Gold Bling Max,Black Eye,,Taco Filling 8,Radicchio Lettuce,Cap,90S Tee,,Flour Tortilla
446,TacoDudez #446,167,323.0760362157,8,Blue,,Pineapple Party Shades,Beard Fuzzy Brows - Grey,Taco Filling 2,Butterhead Lettuce,Beanie - Black_Red,Polo - Pattern Red,,Almond Flour Tortilla
1000,TacoDudez #1000,168,323.0509183399,8,Forest Green,Silver Bling,,Beard - Blond,Taco Filling 8,Light Spinach,Headphones - Brown,Suit - Black,,Bean Tortilla
226,TacoDudez #226,169,322.8383451023,7,Forest Green,,Monocle - Gold,,Taco Filling 2,Light Spinach,Backwards Cap - Green,Bow Tie - Red,,Seeded Tortilla 2
1024,TacoDudez #1024,170,322.8136280257,8,Lilac,Gold Bling Max,Monocle - Gold,,Taco Filling 2,Light Spinach,Beanie - Yellow,Puffer Jacket - Green,,Corn Tortilla
152,TacoDudez #152,171,321.8815390658,8,Yellow,,Shades - Gold,Face Mask,Taco Filling 4,Arugula,Construction Helmet,Aquaflage Tee,,Wheat Tortilla
790,TacoDudez #790,172,321.7187283305,9,Pink,Gold Bling,Aviators - Blue,Big Beard - Blond,Taco Filling 10,Butterhead Lettuce,Tiny Top Hat - Green,Plain Tee - Yellow,,Bean Tortilla
522,TacoDudez #522,173,321.5308965387,8,Forest Green,,Glasses - Brown Rim,Mustache Fuzzy Brows - Brunette,Taco Filling 8,Cress,Floppy Hat - Kitty,Plain Tee - Green,,Flour Tortilla
679,TacoDudez #679,174,321.4274758454,8,Pink,,Spectacles - Clear,Beard - Blond,Taco Filling 8,Extra Cheese,Tiny Top Hat - Green,Flannel - Orange,,Almond Flour Tortilla
1075,TacoDudez #1075,175,321.322061748,7,Blue,Silver Bling Max,,Big Beard - Brunette,Taco Filling 2,Dark Spinach,,Suit - Black,,Bean Tortilla
952,TacoDudez #952,176,320.620190004,7,Baby Blue,,,Bandaged Shut,Taco Filling 9,Cress,Cap - Flames,Zigzag Jumper - Yellow,,Seeded Tortilla 2
960,TacoDudez #960,177,319.4504466658,9,Green,Gold Bling Max,Spectacles - Black,Beard - Brunette,Taco Filling 2,Dark Spinach,Beanie - Aquaflage,Skull Tee,,Kidney Bean Tortilla
180,TacoDudez #180,178,319.1922392501,8,Red,,Aviators - Blue,Mustache Fuzzy Brows - Blond,Taco Filling 4,Classic Iceberg Lettuce,Cap - Grumpy Sun,Reggae Tee,,Seeded Tortilla 2
26,TacoDudez #26,179,319.0611235184,8,Yellow,Silver Bling,Eye-Patch - Tezos,,Taco Filling 2,Dark Spinach,Tiny Top Hat - Pink,Suit - Funky Green,,Wheat Tortilla
161,TacoDudez #161,180,318.4356180512,8,Teal,,Spectacles - Black,Beard Fuzzy Brows - Grey,Taco Filling 8,Butterhead Lettuce,Bandaged Up,90S Tee,,Almond Flour Tortilla
475,TacoDudez #475,181,318.2235994647,9,Special Green,Gold Bling,Glasses - Brown Rim,Ketchup Spill,Taco Filling 10,Light Spinach,Sailor Cap,Hawaiian Shirt - Red,,Red Corn Tortilla
91,TacoDudez #91,182,318.0277953739,7,Red,,,Stubble & Cigarette,Taco Filling 8,Loose-Leaf Lettuce,Sombrero,Pacman Taco Tee,,Seeded Tortilla 2
700,TacoDudez #700,183,317.7123117676,7,Pink,,Shades - Peace,,Taco Filling 10,Extra Cheese,Bandaged Up,Suit - Joker Purple,,Seeded Tortilla 2
703,TacoDudez #703,184,317.2305142728,9,Teal,Silver Bling,Shades - Red,Big Beard - Blond,Taco Filling 8,Extra Cheese,Hidden Leaf Headband,Plain Tee - Blue,,Wheat Tortilla
368,TacoDudez #368,185,317.1735562152,8,Violet,,Shutter Shades - Green,Beard Fuzzy Brows - Grey,Taco Filling 7,Butterhead Lettuce,Bandaged Up,Suit - Funky Orange,,Seeded Tortilla
338,TacoDudez #338,186,316.4598034828,7,Pink,,,Bandaged Shut,Taco Filling 4,Classic Iceberg Lettuce,Headphones - Lumo Green,Hawaiian Shirt - Red,,Flour Tortilla
458,TacoDudez #458,187,315.820154851,8,Orange,Silver Bling,Sharingan,Stubble,Taco Filling 4,Purple Oak Lettuce,,Water Wings - Pink,,Kidney Bean Tortilla
820,TacoDudez #820,188,315.3052713168,8,Teal,,Shades - Black,Clown Paint,Taco Filling 6,Loose-Leaf Lettuce,Bandaged Up,Tetris Tee,,Bean Tortilla
878,TacoDudez #878,189,314.5362925491,8,Forest Green,,Black Eye,Mustache - Brunette,Taco Filling 2,Radicchio Lettuce,Tiny Top Hat - Green,Polo - Pattern Blue,,Kidney Bean Tortilla
345,TacoDudez #345,190,314.0388288985,7,Special Gold,,,Ketchup Spill,Taco Filling 10,Butterhead Lettuce,Bobble Hat -White_Blue,Polo - Mike O,,Wheat Tortilla
533,TacoDudez #533,191,313.9192516795,7,Signature Blue,,Eye-Patch,Worm Buddy,Taco Filling 9,Cress,,Zigzag Jumper - Red,,Corn Tortilla
785,TacoDudez #785,192,313.8876876007,8,Lilac,,Glasses - Black Rim,Cigarette,Taco Filling 2,Red Oak Lettuce,Top Hat,Bomber Jacket - Red,,Kidney Bean Tortilla
812,TacoDudez #812,193,313.771717336,8,Violet,,Spectacles - Brown,Face Mask,Taco Filling 5,Extra Cheese,Backwards Cap - Red,Scarf Jumper - Green,,Flour Tortilla
1033,TacoDudez #1033,194,313.4600276327,8,Blue,,Pineapple Party Shades,Fuzzy Brows - Black,Taco Filling 5,Cress,Headphones - Gold,Level Builder Tee,,Kidney Bean Tortilla
271,TacoDudez #271,195,313.1797818861,8,Lilac,,Shades - Red,Hipster _Stash,Taco Filling 10,Arugula,Sailor Cap,Messy Leopard Tee,,Corn Tortilla
595,TacoDudez #595,196,313.1218435055,8,Red,Gold Bling,Shutter Shades - Red,,Taco Filling 8,Loose-Leaf Lettuce,Jester Hat,Suit - Grey,,Seeded Tortilla
578,TacoDudez #578,197,312.6961042795,8,Lilac,Gold Bling,Spectacles - Brown,,Taco Filling 9,Loose-Leaf Lettuce,Headphones - Lumo Green,Puffer Jacket - Green,,Bean Tortilla
310,TacoDudez #310,198,312.5706087319,8,Orange,,Suspicious Eyes,Mustache Fuzzy Brows - Blond,Taco Filling 9,Arugula,Backwards Cap - Blue,Sunset Tee,,Red Corn Tortilla
563,TacoDudez #563,199,311.4723776673,8,Green,,Shades - Red,Stubble & Cigarette,Taco Filling 10,Loose-Leaf Lettuce,Tiny Top Hat - Green,Polo - Blue,,Corn Tortilla
127,TacoDudez #127,200,310.9543268187,8,Lilac,,Spectacles - Clear,Mustache - Brunette,Taco Filling 7,Cress,Headphones - Gold,Flannel - Red,,Bean Tortilla
191,TacoDudez #191,201,310.8621643072,8,Forest Green,,Shutter Shades - Green,Stubble,Taco Filling 3,Red Oak Lettuce,Sailor Cap,Tezos Pocket Tee,,Almond Flour Tortilla
914,TacoDudez #914,202,310.2965786295,8,Signature Blue,,Shades - Blue,Mustache - Brunette,Taco Filling 10,Extra Cheese,Bobble Hat - 90S,Suit - White,,Almond Flour Tortilla
1103,TacoDudez #1103,203,310.2391771956,7,Signature Blue,,,Stubble & Cigarette,Taco Filling 9,Cress,Bobble Hat -White_Blue,Flannel - Red,,Seeded Tortilla
762,TacoDudez #762,204,309.9557407278,8,Teal,,Steampunk Goggles,Cigarette,Taco Filling 4,Classic Iceberg Lettuce,Cap,Ketchup Tee,,Kidney Bean Tortilla
125,TacoDudez #125,205,309.7350080344,8,Red,Gold Bling,Shades - Gold,,Taco Filling 7,Loose-Leaf Lettuce,Bobble Hat - Xmas,D.U.D.E.S Tee,,Corn Tortilla
734,TacoDudez #734,206,309.7121709509,8,Special Blue,,Shades - Peace,Fuzzy Brows - Black,Taco Filling 10,Classic Iceberg Lettuce,Cap - Not So Smiley,Plain Tee - White,,Corn Tortilla
1091,TacoDudez #1091,207,309.2288456514,7,Green,,Sharingan,,Taco Filling 2,Cress,Beanie - Yellow,Camouflage Tee,,Almond Flour Tortilla
638,TacoDudez #638,208,309.2022197419,9,Special Blue,Gold Bling,Spectacles - Clear,Fuzzy Brows - Brunette,Taco Filling 7,Dark Spinach,Headphones - Black,Mustard Tee,,Red Corn Tortilla
157,TacoDudez #157,209,308.3407451653,7,Blue,,Pineapple Party Shades,,Taco Filling 10,Red Oak Lettuce,Jester Hat,Tezos Tracksuit,,Corn Tortilla
1025,TacoDudez #1025,210,308.1835246284,8,Yellow,,Eye-Patch - Tezos,Mustache Fuzzy Brows - Brunette,Taco Filling 10,Arugula,Beanie - Camouflage,Camouflage Tee,,Kidney Bean Tortilla
957,TacoDudez #957,211,307.9506040426,8,Signature Blue,,Glasses - Black Rim,Big Beard - Blond,Taco Filling 1,Red Oak Lettuce,Headphones - Brown,Suit - Joker Purple,,Red Corn Tortilla
527,TacoDudez #527,212,307.8719873951,8,Lilac,,Shades - Red,Big Beard - Blond,Taco Filling 6,Classic Iceberg Lettuce,Backwards Cap - Green,Reggae Tee,,Corn Tortilla
234,TacoDudez #234,213,307.5826412066,8,Orange,,Glasses - Black Rim,Bandana - Green,Taco Filling 5,Red Oak Lettuce,Fly Buddy,Skull Tee,,Red Corn Tortilla
935,TacoDudez #935,214,307.5000528226,8,Special Blue,,Shutter Shades - Pink,Big Beard - Grey,Taco Filling 10,Loose-Leaf Lettuce,Cap,Shark Attack Tee,,Flour Tortilla
732,TacoDudez #732,215,307.4324861066,8,Red,,Eye-Patch,Bubble Gum,Taco Filling 10,Classic Iceberg Lettuce,Floppy Hat - Kitty,60S Tee,,Wheat Tortilla
93,TacoDudez #93,216,307.2368084191,8,Baby Blue,,Shutter Shades - Blue,Beard Fuzzy Brows - Grey,Taco Filling 4,Red Oak Lettuce,Beanie - Blue_Orange,Shirt - Baby Blue,,Red Corn Tortilla
35,TacoDudez #35,217,307.0319260242,8,Red,,Aviators - Blue,Beard Fuzzy Brows - Grey,Taco Filling 3,Purple Oak Lettuce,Tiny Top Hat - Green,Zigzag Jumper - Green,,Corn Tortilla
763,TacoDudez #763,218,305.8576810363,8,Signature Blue,,Shutter Shades - Green,Mustache - Brunette,Taco Filling 7,Loose-Leaf Lettuce,Headphones - Brown,Suit - Blue_,,Corn Tortilla
696,TacoDudez #696,219,305.6604053501,7,Green,,,Bandaged Shut,Taco Filling 6,Cress,Beanie - 90S,Splatter Tee - Black,,Red Corn Tortilla
707,TacoDudez #707,220,305.5845992359,8,Yellow,,Spectacles - Black,Big Beard - Brunette,Taco Filling 8,Light Spinach,Tiny Top Hat - Pink,Polo - Pattern Red,,Flour Tortilla
430,TacoDudez #430,221,305.3303135956,8,Forest Green,Silver Bling Max,,Fuzzy Brows - Black,Taco Filling 4,Light Spinach,Propeller Hat,Suit - Blue_,,Kidney Bean Tortilla
893,TacoDudez #893,222,305.1262675712,7,Pink,,,Beard - Brunette,Taco Filling 7,Light Spinach,Floppy Hat - Kitty,Suit - Grey,,Corn Tortilla
754,TacoDudez #754,223,305.0706417625,8,Red,,Spectacles - Brown,Face Mask,Taco Filling 1,Extra Cheese,Hidden Leaf Headband,Leather Jacket - Brown,,Corn Tortilla
921,TacoDudez #921,224,304.9218791021,8,Orange,,Monocle,Fuzzy Brows - Black,Taco Filling 9,Dark Spinach,Propeller Hat,Galaxy Tee,,Almond Flour Tortilla
692,TacoDudez #692,225,304.6942185689,8,Pink,,Eye-Patch,Mustache Fuzzy Brows - Blond,Taco Filling 9,Butterhead Lettuce,Beanie - Camouflage,Waist Coat - Grey,,Wheat Tortilla
759,TacoDudez #759,226,304.2106383181,8,Lilac,Gold Bling,Suspicious Eyes,Ketchup Spill,Taco Filling 7,Classic Iceberg Lettuce,,Football Shirt - Red,,Red Corn Tortilla
302,TacoDudez #302,227,304.0209195416,7,Orange,,Monocle - Gold,,Taco Filling 9,Purple Oak Lettuce,Beanie - Black_Red,Suit - Grey,,Seeded Tortilla
1079,TacoDudez #1079,228,303.9930451128,8,Special Green,,Power Level Scanner,Bandana - Red,Taco Filling 6,Classic Iceberg Lettuce,Propeller Hat,Plain Tee - Black,,Corn Tortilla
107,TacoDudez #107,229,303.078255446,7,Green,,,Party Horn,Taco Filling 8,Classic Iceberg Lettuce,Burning Taco,Bow Tie - Red,,Flour Tortilla
303,TacoDudez #303,230,302.8390844345,7,Baby Blue,,,Fuzzy Brows - Brunette,Taco Filling 9,Red Oak Lettuce,Bobble Hat - 90S,Flannel - Orange,,Kidney Bean Tortilla
423,TacoDudez #423,231,302.7710235617,7,Green,,,Big Beard - Grey,Taco Filling 7,Extra Cheese,Beanie - Camouflage,D.U.D.E.S Tee,,Kidney Bean Tortilla
939,TacoDudez #939,232,302.7144968706,7,Red,,,Stubble & Cigarette,Taco Filling 1,Arugula,Cap - Not So Smiley,Splatter Tee - White,,Flour Tortilla
313,TacoDudez #313,233,302.5093859632,7,Pink,,,Bandana - Green,Taco Filling 5,Classic Iceberg Lettuce,Burning Taco,Suit - Joker Purple,,Bean Tortilla
448,TacoDudez #448,234,302.1566216792,7,Forest Green,,,Fuzzy Brows - Brunette,Taco Filling 8,Loose-Leaf Lettuce,Construction Helmet,Shirt - Pattern Orange,,Seeded Tortilla 2
114,TacoDudez #114,235,302.0555693567,8,Special Green,,Shutter Shades - Blue,Mustache Fuzzy Brows - Brunette,Taco Filling 10,Light Spinach,Beanie - Black_Red,Squid Game Tracksuit,,Seeded Tortilla
956,TacoDudez #956,236,301.8709346709,7,Violet,,,Party Horn,Taco Filling 1,Radicchio Lettuce,Cap - Flames,Suit - Funky Green,,Red Corn Tortilla
958,TacoDudez #958,237,301.6759838321,9,Signature Blue,Silver Bling,Shades - Black,Stubble,Taco Filling 8,Light Spinach,Backwards Cap - Blue,Aquaflage Tee,,Wheat Tortilla
740,TacoDudez #740,238,301.3078754059,7,Special Gold,,Spectacles - Black,,Taco Filling 4,Classic Iceberg Lettuce,Backwards Cap - Green,Puffer Jacket - Black,,Red Corn Tortilla
561,TacoDudez #561,239,301.0979299983,8,Special Green,,Spectacles - Black,Bandana - Red,Taco Filling 2,Purple Oak Lettuce,Tiny Top Hat - Green,Splatter Tee - Black,,Seeded Tortilla
290,TacoDudez #290,240,300.9054117901,7,Signature Blue,,,Party Horn,Taco Filling 1,Cress,Beanie - Gold Camo,Tezos Tracksuit,,Flour Tortilla
996,TacoDudez #996,241,300.484347999,7,Special Blue,,Spectacles - Brown,,Taco Filling 3,Light Spinach,Construction Helmet,90S Tee,,Wheat Tortilla
199,TacoDudez #199,242,300.2890119212,7,Special Gold,,,Tatted Up,Taco Filling 8,Extra Cheese,Bandaged Up,Tetris Tee,,Bean Tortilla
1067,TacoDudez #1067,243,300.058445857,8,Orange,,Shutter Shades - Green,Mustache - Blond,Taco Filling 8,Loose-Leaf Lettuce,Bandaged Up,Football Shirt - Green,,Corn Tortilla
36,TacoDudez #36,244,299.9192461677,8,Red,,Aviators - Orange,Big Beard - Brunette,Taco Filling 6,Butterhead Lettuce,Hidden Leaf Headband,Leather Jacket - Brown,,Bean Tortilla
15,TacoDudez #15,245,299.8363980927,8,Green,,3D Glasses,Beard - Brunette,Taco Filling 4,Dark Spinach,Beanie - Blue_Orange,Steampunk Jacket,,Red Corn Tortilla
149,TacoDudez #149,246,299.6525744052,8,Violet,Silver Bling,,Big Beard - Brunette,Taco Filling 8,Cress,Construction Helmet,Bomber Jacket - Red,,Bean Tortilla
1050,TacoDudez #1050,247,299.5360692535,8,Blue,,Shades - Blue,Mustache - Blond,Taco Filling 1,Classic Iceberg Lettuce,Construction Helmet,Tezos Pocket Tee,,Flour Tortilla
727,TacoDudez #727,248,299.5228152949,8,Baby Blue,,Shutter Shades - Blue,Party Horn,Taco Filling 10,Classic Iceberg Lettuce,Cap,Shirt - Baby Blue,,Bean Tortilla
780,TacoDudez #780,249,299.2283063428,8,Red,,Spectacles - Clear,Hipster _Stash,Taco Filling 6,Cress,Headphones - Gold,Pacman Taco Tee,,Corn Tortilla
815,TacoDudez #815,250,298.9892701384,8,Baby Blue,Silver Bling Max,,Ketchup Spill,Taco Filling 2,Purple Oak Lettuce,Cap - Not So Smiley,Mustard Tee,,Corn Tortilla
683,TacoDudez #683,251,298.280719039,8,Special Green,,Shutter Shades - Pink,Fuzzy Brows - Brunette,Taco Filling 1,Classic Iceberg Lettuce,Cap - Grumpy Sun,Ketchup Tee,,Almond Flour Tortilla
605,TacoDudez #605,252,298.2273593821,8,Yellow,,Monocle,Mustache Fuzzy Brows - Brunette,Taco Filling 8,Light Spinach,Sailor Cap,Skull Tee,,Red Corn Tortilla
435,TacoDudez #435,253,298.1292538643,9,Signature Blue,Gold Bling,Aviators - Blue,Bubble Gum,Taco Filling 1,Arugula,Dunce Cap,60S Tee,,Flour Tortilla
133,TacoDudez #133,254,298.003407252,8,Blue,,Eye-Patch - Tezos,Beard Fuzzy Brows - Blond,Taco Filling 2,Red Oak Lettuce,Dunce Cap,Camouflage Tee,,Corn Tortilla
722,TacoDudez #722,255,297.5979518602,8,Blue,Silver Bling Max,Steampunk Goggles,,Taco Filling 3,Red Oak Lettuce,Beanie - Blue_Orange,Scrubs,,Bean Tortilla
909,TacoDudez #909,256,297.2087055496,8,Green,Silver Bling,3D Glasses,Big Beard - Blond,Taco Filling 9,Radicchio Lettuce,,Splatter Tee - White,,Bean Tortilla
1071,TacoDudez #1071,257,297.1375822316,7,Green,,Steampunk Goggles,Tatted Up,Taco Filling 9,Arugula,,Puffer Jacket - Orange,,Flour Tortilla
507,TacoDudez #507,258,296.987541347,7,Yellow,,Aviators - Blue,,Taco Filling 3,Butterhead Lettuce,Bobble Hat - Yellow_Red,Suit - Joker Purple,,Almond Flour Tortilla
42,TacoDudez #42,259,296.8988148547,8,Teal,,Glasses - Black Rim,Bandana - Red,Taco Filling 4,Cress,Beanie - Yellow,Reggae Tee,,Corn Tortilla
787,TacoDudez #787,260,296.7826786164,6,Yellow,,,,Taco Filling 7,Purple Oak Lettuce,Floppy Hat - Kitty,Suit - Funky Green,,Wheat Tortilla
454,TacoDudez #454,261,296.6931455676,7,Baby Blue,Gold Bling,,,Taco Filling 4,Red Oak Lettuce,Backwards Cap - Blue,Scarf Jumper - Blue_Orange,,Kidney Bean Tortilla
193,TacoDudez #193,262,296.2700590701,8,Blue,,Monocle,Bandana - Red,Taco Filling 7,Purple Oak Lettuce,Tiny Top Hat - Pink,Three Tone Tee,,Kidney Bean Tortilla
487,TacoDudez #487,263,296.1646428241,8,Signature Blue,,Monocle,Bandana - Red,Taco Filling 1,Loose-Leaf Lettuce,Backwards Cap - Red,Galaxy Tee,,Flour Tortilla
369,TacoDudez #369,264,295.9130926037,8,Green,,Aviators - Orange,Clown Paint,Taco Filling 8,Light Spinach,Backwards Cap - Blue,Scarf Jumper - Red,,Seeded Tortilla 2
200,TacoDudez #200,265,295.6196513878,7,Special Gold,Gold Bling,,,Taco Filling 7,Cress,Headphones - Lumo Green,Leather Jacket - Brown,,Red Corn Tortilla
353,TacoDudez #353,266,295.5429819849,7,Blue,,,Tatted Up,Taco Filling 8,Red Oak Lettuce,Tiny Top Hat - Pink,Bomber Jacket - Red,,Seeded Tortilla
143,TacoDudez #143,267,295.3501023512,7,Red,,Shades - Gold,Bubble Gum,Taco Filling 5,Cress,,D.U.D.E.S Tee,,Red Corn Tortilla
3,TacoDudez #3,268,295.2105994529,8,Teal,,Monocle - Gold,Mustache - Brunette,Taco Filling 7,Light Spinach,Viking Helmet,Football Shirt - Blue,,Corn Tortilla
898,TacoDudez #898,269,295.1124306017,7,Green,,,Beard Fuzzy Brows - Blond,Taco Filling 6,Radicchio Lettuce,Bobble Hat -White_Blue,Zigzag Jumper - Blue,,Flour Tortilla
223,TacoDudez #223,270,294.900646345,7,Special Green,,Spectacles - Clear,,Taco Filling 4,Radicchio Lettuce,Beanie - Black_Red,Bow Tie - Red,,Wheat Tortilla
948,TacoDudez #948,271,294.7823759199,8,Blue,Gold Bling Max,Eye-Patch - Tezos,Beard - Blond,Taco Filling 7,Cress,,Pacman Taco Tee,,Corn Tortilla
576,TacoDudez #576,272,294.1893153429,9,Orange,Gold Bling,Aviators - Orange,Beard - Brunette,Taco Filling 7,Loose-Leaf Lettuce,Galaxy Hat,Galaxy Tee,,Flour Tortilla
981,TacoDudez #981,273,294.1578385411,8,Violet,,Glasses - Brown Rim,Stubble & Cigarette,Taco Filling 2,Radicchio Lettuce,Jester Hat,Three Tone Tee,,Corn Tortilla
94,TacoDudez #94,274,293.9796356422,8,Lilac,Silver Bling Max,Shades - Gold,Fuzzy Brows - Black,Taco Filling 10,Arugula,,Zigzag Jumper - Green,,Flour Tortilla
329,TacoDudez #329,275,293.7542030725,7,Orange,,Shutter Shades - Pink,Face Mask,Taco Filling 1,Loose-Leaf Lettuce,,Bow Tie - Red,,Wheat Tortilla
526,TacoDudez #526,276,293.6788196363,7,Special Blue,,,Bandana - Red,Taco Filling 10,Red Oak Lettuce,Cap - Not So Smiley,Water Wings - Pink,,Red Corn Tortilla
988,TacoDudez #988,277,293.6601845712,8,Baby Blue,Silver Bling Max,Aviators - Blue,,Taco Filling 8,Purple Oak Lettuce,Beanie - 90S,Puffer Jacket - Green,,Almond Flour Tortilla
864,TacoDudez #864,278,293.5930207077,8,Yellow,,Monocle - Gold,Big Beard - Blond,Taco Filling 9,Radicchio Lettuce,Sombrero,Scrubs,,Corn Tortilla
194,TacoDudez #194,279,293.4634673893,8,Violet,Silver Bling Max,Spectacles - Brown,,Taco Filling 3,Red Oak Lettuce,Backwards Cap - Green,Waist Coat - Blue,,Corn Tortilla
1076,TacoDudez #1076,280,293.3261218978,8,Green,,Spectacles - Brown,Beard - Brunette,Taco Filling 4,Light Spinach,Beanie - Yellow,Bow Tie - Green,,Bean Tortilla
567,TacoDudez #567,281,293.2946164285,8,Orange,Silver Bling Max,Glasses - Black Rim,,Taco Filling 1,Light Spinach,Hidden Leaf Headband,90S Tee,,Flour Tortilla
840,TacoDudez #840,282,292.7211657703,8,Teal,,Shutter Shades - Green,Beard - Blond,Taco Filling 6,Radicchio Lettuce,Backwards Cap - Red,Level Builder Tee,,Seeded Tortilla
745,TacoDudez #745,283,292.6575410197,7,Green,,,Worm Buddy,Taco Filling 8,Red Oak Lettuce,Beanie - Black_Red,Tezos Tracksuit,,Corn Tortilla
549,TacoDudez #549,284,292.5576083358,8,Orange,Silver Bling,,Mustache Fuzzy Brows - Blond,Taco Filling 8,Red Oak Lettuce,Hidden Leaf Headband,Bomber Jacket - Red,,Seeded Tortilla 2
1064,TacoDudez #1064,285,291.9413784908,6,Pink,,Shutter Shades - Pink,,Taco Filling 10,Classic Iceberg Lettuce,,Suit - Black,,Kidney Bean Tortilla
339,TacoDudez #339,286,291.8418851885,7,Special Green,,,Mustache - Brunette,Taco Filling 5,Butterhead Lettuce,Floppy Hat - Kitty,Waist Coat - Grey,,Wheat Tortilla
474,TacoDudez #474,287,291.5790976698,7,Signature Blue,,Spectacles - Clear,,Taco Filling 7,Arugula,Bobble Hat - Xmas,Suit - Funky Green,,Corn Tortilla
257,TacoDudez #257,288,291.4233039538,7,Violet,,Teary Eyes,Beard Fuzzy Brows - Blond,Taco Filling 4,Purple Oak Lettuce,,Bow Tie - Purple,,Kidney Bean Tortilla
1070,TacoDudez #1070,289,291.2677536232,8,Red,,Steampunk Goggles,Mustache - Blond,Taco Filling 5,Cress,Beanie - Blue_Orange,Skull Tee,,Almond Flour Tortilla
714,TacoDudez #714,290,291.1751364133,8,Baby Blue,,Shades - Black,Stubble,Taco Filling 2,Loose-Leaf Lettuce,Backwards Cap - Green,Pink Biker Tribute,,Flour Tortilla
249,TacoDudez #249,291,290.9605400589,8,Blue,,Glasses - Black Rim,Cigarette,Taco Filling 7,Butterhead Lettuce,Bobble Hat - 90S,Shark Attack Tee,,Kidney Bean Tortilla
460,TacoDudez #460,292,290.5905730849,7,Blue,,Suspicious Eyes,,Taco Filling 4,Radicchio Lettuce,Beanie - Gold Camo,Shirt - Baby Blue,,Wheat Tortilla
804,TacoDudez #804,293,290.532709588,8,Forest Green,,Glasses - Black Rim,Beard - Brunette,Taco Filling 5,Red Oak Lettuce,Beanie - Black_Red,Suit - Joker Purple,,Kidney Bean Tortilla
797,TacoDudez #797,294,290.336505229,8,Teal,,Teary Eyes,Fuzzy Brows - Black,Taco Filling 9,Cress,Headphones - Brown,Shirt - White Collar,,Bean Tortilla
2,TacoDudez #2,295,290.0733765504,8,Blue,Gold Bling,Eye-Patch - Tezos,,Taco Filling 6,Cress,Top Hat,Camouflage Tee,,Almond Flour Tortilla
529,TacoDudez #529,296,289.7358469871,7,Teal,,Monocle,,Taco Filling 1,Loose-Leaf Lettuce,Tiny Top Hat - Pink,Plain Tee - Green,,Seeded Tortilla
