ID,Name,Rank,Rarity_Score,Attributes,Bonding level,Breed,Breeding count,Eyes color,Friendliness,Fur color,Gender,Generation,Group,Intelligence,Obedience,Primary personality,Rarity tier,Secondary personality,Size,Status,Strength,Vitality
2472,Dogami #2472,1660,622.9685276454431,18,1,French Bulldog,0,Brown #5,11,Brindle #11,Male,Alpha,Non-Sporting,3,8,Devoted,Bronze,Naive,Small male,Puppy,3,4
7268,Matheo,1661,622.8739785618777,18,1,German Shepherd,0,Orange #5,3,Black & silver #5,Male,Alpha,Herding,7,5,Emotional,Gold,Dreamer,Small male,Puppy,3,5
7314,Dogami #7314,1662,622.8311631193345,18,1,Husky,0,Blue & brown #5,3,Grey & white #8,Female,Alpha,Working,8,3,Jolly,Silver,Adventurer,Medium female,Puppy,11,6
1967,Dogami #1967,1663,622.776882103227,18,1,French Bulldog,0,Black #3,5,Brindle #7,Male,Alpha,Non-Sporting,4,9,Cool,Bronze,Naive,Medium male,Puppy,4,7
4377,Winston,1664,622.5724101114807,18,1,French Bulldog,0,Black #5,5,Brindle #3,Male,Alpha,Non-Sporting,3,9,Gentle,Silver,Jolly,Large male,Puppy,4,7
7062,Dogami #7062,1665,622.477187030368,18,1,German Shepherd,0,Green #3,3,Black & silver #3,Female,Alpha,Herding,5,12,Playful,Bronze,Shy,Large female,Puppy,4,7
5298,Dogami #5298,1666,622.0901902984529,18,1,Labrador,0,Orange #3,7,Gold #2,Male,Alpha,Sporting,8,7,Brave,Bronze,Dramaqueen,Large male,Puppy,4,6
1669,Kuma,1667,621.9716798161055,18,1,Rottweiler,0,Grey #3,4,Matt black & tan #2,Male,Alpha,Working,3,7,Curious,Bronze,Devoted,Medium male,Puppy,7,4
7593,Dogami #7593,1668,621.7819466402649,18,1,German Shepherd,0,Brown #1,3,Black & silver #9,Male,Alpha,Herding,12,11,Funny,Silver,Devoted,Small male,Puppy,3,3
3414,Dogami #3414,1669,621.6137930757228,18,1,Rottweiler,0,Grey #2,4,Matt black & tan #5,Male,Alpha,Working,4,7,Shy,Silver,Stubborn,Small male,Puppy,10,3
3581,Dogami #3581,1670,621.4104370840108,18,1,French Bulldog,0,Black #5,9,Brindle #9,Female,Alpha,Non-Sporting,3,6,Needy,Bronze,Devoted,Medium female,Puppy,3,6
230,Dogami #230,1671,621.0091464994042,18,1,Toy Poodle,0,Brown #5,3,Apricot #2,Female,Alpha,Non-Sporting,4,9,Playful,Bronze,Leader,Medium female,Puppy,11,5
4109,Dogami #4109,1672,620.9447627388274,18,1,Golden Retriever,0,Orange #4,11,Light gold #4,Male,Alpha,Sporting,3,5,Charming,Bronze,Devoted,Large male,Puppy,5,6
6804,Dogami #6804,1673,620.6307622481747,18,1,Golden Retriever,0,Purple #1,11,Sand #8,Female,Alpha,Sporting,3,4,Shy,Bronze,Fashionista,Small female,Puppy,4,5
884,Dogami #884,1674,620.4828896377984,18,1,Shiba Inu,0,Orange #5,3,Sesame #1,Male,Alpha,Non-Sporting,10,3,Protector,Bronze,Jolly,Large male,Puppy,6,8
7711,Dogami #7711,1675,620.4082643083215,18,1,Rottweiler,0,Grey #4,3,Matt black & tan #5,Female,Alpha,Working,4,7,Jolly,Bronze,Precious,Medium female,Puppy,11,7
6758,Dogami #6758,1676,619.9033960538923,18,1,German Shepherd,0,Green #5,4,Black & silver #9,Female,Alpha,Herding,7,6,Stubborn,Bronze,Lazy,Large female,Puppy,3,3
3011,Dogami #3011,1677,619.7843779123215,18,1,Rottweiler,0,Brown #5,6,Matt black & tan #10,Male,Alpha,Working,3,6,Dreamer,Bronze,Brave,Large male,Puppy,5,5
4349,Dogami #4349,1678,619.3560025414829,18,1,French Bulldog,0,Brown #5,8,Brindle #9,Female,Alpha,Non-Sporting,3,10,Playful,Silver,Jolly,Small female,Puppy,3,5
3656,Dogami #3656,1679,619.347040305291,18,1,Toy Poodle,0,Black #4,3,Apricot #9,Female,Alpha,Non-Sporting,4,8,Talkative,Bronze,Foodie,Medium female,Puppy,8,4
5108,Dogami #5108,1680,619.1600824178682,18,1,French Bulldog,0,Brown #2,10,Brindle #9,Male,Alpha,Non-Sporting,3,5,Lazy,Silver,Curious,Medium male,Puppy,3,5
5538,Dogami #5538,1681,619.1042034824237,18,1,Rottweiler,0,Brown #5,4,Light black & tan #6,Female,Alpha,Working,3,3,Leader,Bronze,Gentle,Large female,Puppy,10,4
5483,Dogami #5483,1682,619.0014845541368,18,1,Rottweiler,0,Purple #3,3,Matt black & tan #11,Male,Alpha,Working,5,4,Gentle,Bronze,Devoted,Small male,Puppy,4,6
713,Dogami #713,1683,618.8703664565431,18,1,French Bulldog,0,Purple #4,8,Fawn #6,Male,Alpha,Non-Sporting,3,4,Emotional,Silver,Needy,Medium male,Puppy,3,10
5091,Dogami #5091,1684,618.6967302974502,18,1,French Bulldog,0,Purple #4,14,Black & white #1,Female,Alpha,Non-Sporting,3,5,Shy,Bronze,Fashionista,Large female,Puppy,3,8
2169,Dogami #2169,1685,618.3938341369333,18,1,Rottweiler,0,Grey #3,4,Matt black & tan #11,Female,Alpha,Working,5,6,Devoted,Silver,Foodie,Large female,Puppy,5,8
1940,Dogami #1940,1686,618.2614252261791,18,1,Shiba Inu,0,Orange #3,3,Sesame #1,Male,Alpha,Non-Sporting,11,3,Playful,Bronze,Lazy,Small male,Puppy,10,10
3933,CHEWBARKA,1687,618.2578775238053,18,1,German Shepherd,0,Black #1,3,Black & silver #9,Male,Alpha,Herding,7,9,Gentle,Bronze,Loyal,Small male,Puppy,3,3
619,Dogami #619,1688,618.1086385204462,18,1,Rottweiler,0,Brown #3,5,Light black & tan #2,Male,Alpha,Working,3,5,Cool,Silver,Funny,Medium male,Puppy,12,5
522,Dogami #522,1689,618.0392441504225,18,1,Golden Retriever,0,Black #5,5,Light gold #6,Female,Alpha,Sporting,5,9,Serious,Bronze,Naive,Medium female,Puppy,5,3
5751,Dogami #5751,1690,617.8949734914182,18,1,Husky,0,Blue & brown #4,3,Grey & white #1,Male,Alpha,Working,7,3,Shy,Gold,Playful,Large male,Puppy,11,13
2836,Dogami #2836,1691,617.8062346499746,18,1,French Bulldog,0,Brown #5,13,Fawn #1,Female,Alpha,Non-Sporting,3,5,Serious,Bronze,Excentric,Medium female,Puppy,4,9
7635,Dogami #7635,1692,617.6186808335173,18,1,German Shepherd,0,Orange #2,3,Black & silver #12,Female,Alpha,Herding,11,5,Jolly,Silver,Fashionista,Large female,Puppy,4,5
207,Dogami #207,1693,617.5892051424947,18,1,Labrador,0,Brown #5,9,Gold #11,Male,Alpha,Sporting,7,8,Naive,Silver,Fashionista,Large male,Puppy,3,4
1363,Dogami #1363,1694,617.3395046399121,18,1,Toy Poodle,0,Grey #1,3,White #4,Male,Alpha,Non-Sporting,10,4,Charming,Bronze,Curious,Medium male,Puppy,5,8
3712,Dogami #3712,1695,617.3211133714459,18,1,French Bulldog,0,Brown #3,8,Brindle #3,Male,Alpha,Non-Sporting,3,8,Charming,Silver,Funny,Small male,Puppy,3,4
7049,Dogami #7049,1696,616.9158165996594,18,1,Border Collie,0,Purple #1,3,Chocolate & white #3,Male,Alpha,Herding,8,9,Precious,Bronze,Curious,Medium male,Puppy,4,9
5925,Dogami #5925,1697,616.8538608816821,18,1,Shiba Inu,0,Brown #1,3,Sesame #1,Male,Alpha,Non-Sporting,12,3,Charming,Bronze,Loyal,Large male,Puppy,10,6
6766,Dogami #6766,1698,616.7940571488001,18,1,Labrador,0,Orange #2,8,Gold #2,Male,Alpha,Sporting,5,11,Precious,Bronze,Curious,Large male,Puppy,4,3
1004,Dogami #1004,1699,616.7219966964734,18,1,French Bulldog,0,Brown #1,5,Fawn #5,Male,Alpha,Non-Sporting,3,10,Excentric,Bronze,Funny,Large male,Puppy,3,8
1080,Dogami #1080,1700,616.6943481702901,18,1,Golden Retriever,0,Orange #2,10,Light gold #6,Female,Alpha,Sporting,3,9,Shy,Bronze,Naive,Large female,Puppy,4,6
2085,Dogami #2085,1701,616.6792235548558,18,1,Border Collie,0,Brown #1,4,Blue & white #3,Male,Alpha,Herding,6,7,Independent,Bronze,Protector,Large male,Puppy,5,9
6795,Dogami #6795,1702,616.5645264163159,18,1,Golden Retriever,0,Brown #4,5,Light gold #5,Female,Alpha,Sporting,3,7,Charming,Bronze,Stubborn,Large female,Puppy,5,3
7146,Dogami #7146,1703,615.5495970396406,18,1,French Bulldog,0,Brown #2,5,Brindle #7,Female,Alpha,Non-Sporting,3,10,Funny,Bronze,Lazy,Medium female,Puppy,4,7
1233,Dogami #1233,1704,615.365853740788,18,1,French Bulldog,0,Brown #2,6,Brindle #10,Female,Alpha,Non-Sporting,3,10,Playful,Silver,Funny,Medium female,Puppy,3,6
4465,Dogami #4465,1705,615.2381052680473,18,1,French Bulldog,0,Brown #2,4,Brindle #7,Female,Alpha,Non-Sporting,3,10,Devoted,Silver,Jolly,Large female,Puppy,4,5
3081,Dogami #3081,1706,615.2207342476386,18,1,Shiba Inu,0,Green #2,3,Sesame #1,Male,Alpha,Non-Sporting,7,3,Independent,Bronze,Charming,Small male,Puppy,6,9
5011,Dogami #5011,1707,614.8869490068815,18,1,Husky,0,Brown #2,3,Grey & white #7,Male,Alpha,Working,7,3,Funny,Bronze,Zen,Large male,Puppy,10,11
5564,Dogami #5564,1708,614.7435501712134,18,1,German Shepherd,0,Purple #5,3,Black & silver #12,Female,Alpha,Herding,7,5,Funny,Silver,Playful,Medium female,Puppy,4,5
3924,Dogami #3924,1709,614.6682478350033,18,1,Rottweiler,0,Orange #2,3,Light black & tan #2,Male,Alpha,Working,3,8,Naive,Silver,Loyal,Medium male,Puppy,8,5
2626,Dogami #2626,1710,614.6513490156094,18,1,French Bulldog,0,Grey #4,5,Fawn #8,Female,Alpha,Non-Sporting,3,9,Foodie,Bronze,Protector,Medium female,Puppy,3,6
263,Dogami #263,1711,614.4443834623097,18,1,Shiba Inu,0,Black #4,3,Sesame #1,Female,Alpha,Non-Sporting,11,3,Talkative,Bronze,Jolly,Medium female,Puppy,5,12
6928,Dogami #6928,1712,614.4080927605513,18,1,Labrador,0,Black #2,7,Gold #11,Female,Alpha,Sporting,8,4,Stubborn,Silver,Dreamer,Medium female,Puppy,3,6
1794,Dogami #1794,1713,614.2346646624014,18,1,German Shepherd,0,Orange #4,3,Silver #2,Female,Alpha,Herding,7,5,Naive,Diamond,Talkative,Medium female,Puppy,3,4
347,Dogami #347,1714,613.6996705168262,18,1,Golden Retriever,0,Black #3,9,Light gold #3,Female,Alpha,Sporting,3,10,Talkative,Silver,Emotional,Large female,Puppy,5,3
4951,Dogami #4951,1715,613.6682422036262,18,1,French Bulldog,0,Orange #4,12,Fawn #5,Female,Alpha,Non-Sporting,3,10,Adventurer,Bronze,Shy,Medium female,Puppy,5,7
7143,Dogami #7143,1716,613.6241970785962,18,1,French Bulldog,0,Orange #5,14,Fawn #9,Male,Alpha,Non-Sporting,3,9,Charming,Diamond,Dramaqueen,Small male,Puppy,3,7
5647,Dogami #5647,1717,613.3787662776858,18,1,French Bulldog,0,Brown #5,13,Fawn #5,Male,Alpha,Non-Sporting,5,9,Devoted,Silver,Funny,Medium male,Puppy,3,5
5147,Dogami #5147,1718,612.891452473804,18,1,Golden Retriever,0,Brown #5,5,Light gold #5,Male,Alpha,Sporting,3,5,Foodie,Silver,Stubborn,Medium male,Puppy,3,3
533,Dogami #533,1719,612.5899562998677,18,1,Golden Retriever,0,Orange #5,9,Light gold #6,Male,Alpha,Sporting,4,5,Needy,Silver,Lazy,Small male,Puppy,5,5
5792,Dogami #5792,1720,612.3653339486423,18,1,Husky,0,Blue & brown #3,3,Grey & white #4,Female,Alpha,Working,4,3,Emotional,Silver,Stubborn,Large female,Puppy,12,9
5869,Dogami #5869,1721,611.758730306355,18,1,French Bulldog,0,Grey #2,8,Fawn #4,Male,Alpha,Non-Sporting,3,10,Charming,Bronze,Cool,Small male,Puppy,3,4
2006,Dogami #2006,1722,611.7577577739951,18,1,Husky,0,Brown #5,3,Grey & white #8,Female,Alpha,Working,9,3,Cool,Silver,Precious,Medium female,Puppy,7,13
2998,Sakura,1723,611.6822015023843,18,1,Border Collie,0,Brown #5,3,Blue & white #3,Female,Alpha,Herding,10,9,Foodie,Bronze,Independent,Large female,Puppy,3,10
6437,Mordelon,1724,611.6258612211484,18,1,French Bulldog,0,Grey #3,12,Fawn #8,Female,Alpha,Non-Sporting,3,5,Funny,Silver,Playful,Small female,Puppy,3,8
5875,Dogami #5875,1725,611.4306962150359,18,1,French Bulldog,0,Brown #4,6,Brindle #11,Female,Alpha,Non-Sporting,3,5,Jolly,Bronze,Needy,Large female,Puppy,3,4
4030,Dogami #4030,1726,610.8634762804586,18,1,Labrador,0,Black #5,5,Gold #6,Female,Alpha,Sporting,4,4,Adventurer,Bronze,Playful,Small female,Puppy,3,5
1925,Dogami #1925,1727,610.8031998357817,18,1,Husky,0,Brown #5,4,Grey & white #10,Male,Alpha,Working,6,3,Shy,Silver,Protector,Large male,Puppy,11,13
2408,Dogami #2408,1728,610.609728368605,18,1,Husky,0,Blue & brown #4,3,Grey & white #3,Female,Alpha,Working,4,3,Talkative,Bronze,Curious,Large female,Puppy,6,11
403,Dogami #403,1729,610.5527662880431,18,1,French Bulldog,0,Brown #2,5,Brindle #3,Female,Alpha,Non-Sporting,3,6,Curious,Silver,Cool,Small female,Puppy,4,7
6134,Dogami #6134,1730,610.4710330344501,18,1,Golden Retriever,0,Black #3,11,Light gold #6,Male,Alpha,Sporting,4,8,Funny,Bronze,Talkative,Medium male,Puppy,6,4
1551,Dogami #1551,1731,610.4172411968582,18,1,Husky,0,Purple #2,3,Black & white #3,Male,Alpha,Working,8,3,Shy,Bronze,Talkative,Medium male,Puppy,6,6
5042,Dogami #5042,1732,609.9919858916516,18,1,German Shepherd,0,Brown #5,3,Silver #2,Male,Alpha,Herding,12,10,Precious,Bronze,Jolly,Large male,Puppy,4,3
672,Twix,1733,609.473303735351,18,1,French Bulldog,0,Orange #5,12,Fawn #5,Female,Alpha,Non-Sporting,3,8,Dramaqueen,Bronze,Needy,Small female,Puppy,3,8
1576,Dogami #1576,1734,609.3660222724372,18,1,Shiba Inu,0,Black #5,3,Sesame #1,Male,Alpha,Non-Sporting,12,3,Protector,Bronze,Shy,Large male,Puppy,6,6
7244,Dogami #7244,1735,609.341458887147,18,1,Husky,0,Blue & brown #1,3,Grey & white #4,Female,Alpha,Working,9,3,Jolly,Silver,Dreamer,Medium female,Puppy,4,9
7321,Napoleon,1736,608.9417143625728,18,1,Border Collie,0,Blue & brown #4,3,Chocolate & white #1,Female,Alpha,Herding,5,9,Dreamer,Gold,Zen,Medium female,Puppy,3,10
261,Dogami #261,1737,608.773541780029,18,1,Border Collie,0,Brown #5,4,Blue & white #7,Female,Alpha,Herding,4,8,Zen,Silver,Lazy,Large female,Puppy,5,11
7674,Dogami #7674,1738,608.6977655292659,18,1,German Shepherd,0,Black #1,3,Silver #2,Female,Alpha,Herding,11,4,Gentle,Bronze,Adventurer,Medium female,Puppy,3,4
5887,Dogami #5887,1739,608.6468027823764,18,1,German Shepherd,0,Orange #1,4,Black & silver #9,Female,Alpha,Herding,5,5,Lazy,Silver,Shy,Large female,Puppy,3,5
4469,Dogami #4469,1740,608.4692796011914,18,1,French Bulldog,0,Brown #1,5,Brindle #11,Female,Alpha,Non-Sporting,3,6,Funny,Bronze,Jolly,Medium female,Puppy,4,6
7205,Dogami #7205,1741,608.2547529229045,18,1,Border Collie,0,Blue & brown #1,3,Blue & white #7,Female,Alpha,Herding,6,7,Stubborn,Bronze,Foodie,Medium female,Puppy,5,6
4520,Dogami #4520,1742,608.2281358281316,18,1,Rottweiler,0,Grey #5,4,Matt black & tan #5,Male,Alpha,Working,5,6,Stubborn,Bronze,Charming,Large male,Puppy,9,6
920,Dogami #920,1743,608.0855936478781,18,1,Golden Retriever,0,Purple #1,8,Sand #1,Male,Alpha,Sporting,4,5,Foodie,Bronze,Leader,Medium male,Puppy,3,3
6875,Dogami #6875,1744,607.8670894341218,18,1,Toy Poodle,0,Purple #1,3,White #10,Male,Alpha,Non-Sporting,6,9,Charming,Bronze,Needy,Small male,Puppy,6,4
4503,Dogami #4503,1745,607.8410252769773,18,1,German Shepherd,0,Brown #5,3,Black & silver #7,Female,Alpha,Herding,11,12,Playful,Bronze,Devoted,Small female,Puppy,3,4
2850,Dogami #2850,1746,607.7933792625909,18,1,French Bulldog,0,Grey #4,10,Fawn #2,Male,Alpha,Non-Sporting,4,9,Foodie,Gold,Talkative,Medium male,Puppy,3,5
41,Dogami #41,1747,607.716679129455,18,1,French Bulldog,0,Brown #1,5,Brindle #10,Female,Alpha,Non-Sporting,4,8,Needy,Bronze,Lazy,Small female,Puppy,4,5
2323,Dogami #2323,1748,607.6971354900606,18,1,German Shepherd,0,Black #1,3,Black & silver #9,Female,Alpha,Herding,11,6,Needy,Silver,Stubborn,Large female,Puppy,4,6
6017,Dogami #6017,1749,607.6600361189985,18,1,German Shepherd,0,Orange #4,4,Black & silver #5,Male,Alpha,Herding,12,12,Funny,Bronze,Stubborn,Small male,Puppy,3,6
5779,Dogami #5779,1750,607.4698531277339,18,1,Golden Retriever,0,Orange #3,5,Light gold #3,Male,Alpha,Sporting,4,7,Talkative,Bronze,Precious,Large male,Puppy,5,3
3817,Dogami #3817,1751,607.2288663689542,18,1,Labrador,0,Black #3,4,Gold #6,Male,Alpha,Sporting,4,8,Shy,Bronze,Serious,Large male,Puppy,3,4
3378,Dogami #3378,1752,607.0880677491094,18,1,Golden Retriever,0,Brown #1,5,Light gold #4,Female,Alpha,Sporting,3,5,Playful,Bronze,Adventurer,Medium female,Puppy,4,6
3493,DYOR,1753,606.940073258257,18,1,Husky,0,Blue & brown #2,3,Grey & white #8,Female,Alpha,Working,9,3,Emotional,Bronze,Foodie,Small female,Puppy,7,9
6325,Dogami #6325,1754,606.9146813727224,18,1,French Bulldog,0,Purple #4,9,Fawn #3,Female,Alpha,Non-Sporting,3,9,Naive,Silver,Zen,Large female,Puppy,3,5
4889,Dogami #4889,1755,606.8323647204031,18,1,Husky,0,Blue & brown #2,4,Grey & white #11,Male,Alpha,Working,6,4,Excentric,Bronze,Jolly,Small male,Puppy,5,5
6674,Dogami #6674,1756,606.680925345574,18,1,Rottweiler,0,Orange #5,3,Light black & tan #2,Male,Alpha,Working,3,6,Independent,Silver,Funny,Small male,Puppy,8,5
4097,Loki,1757,606.6410051600279,18,1,German Shepherd,0,Black #3,3,Black & silver #2,Male,Alpha,Herding,13,7,Foodie,Gold,Talkative,Medium male,Puppy,5,7
539,Dogami #539,1758,606.219835545842,18,1,Husky,0,Green #5,3,Grey & white #4,Female,Alpha,Working,5,3,Needy,Bronze,Emotional,Small female,Puppy,8,13
2214,Dogami #2214,1759,606.1411710946244,18,1,Husky,0,Blue & brown #3,3,Grey & white #10,Female,Alpha,Working,7,3,Lazy,Gold,Dramaqueen,Large female,Puppy,8,7
3655,Dogami #3655,1760,605.9513180841877,18,1,German Shepherd,0,Brown #4,3,Silver #6,Male,Alpha,Herding,5,10,Zen,Silver,Gentle,Large male,Puppy,4,5
2649,Dogami #2649,1761,605.8967795761628,18,1,French Bulldog,0,Brown #5,14,Fawn #12,Male,Alpha,Non-Sporting,3,11,Protector,Bronze,Naive,Small male,Puppy,3,4
5837,Dogami #5837,1762,605.8543910596385,18,1,German Shepherd,0,Green #1,3,Black & silver #11,Female,Alpha,Herding,9,9,Loyal,Silver,Stubborn,Large female,Puppy,3,6
3263,Dogami #3263,1763,605.386147757012,18,1,Rottweiler,0,Brown #3,3,Light black & tan #10,Male,Alpha,Working,3,3,Emotional,Silver,Foodie,Small male,Puppy,12,8
2109,Dogami #2109,1764,604.9511625140718,18,1,Shiba Inu,0,Black #4,3,Sesame #1,Female,Alpha,Non-Sporting,12,3,Shy,Silver,Stubborn,Small female,Puppy,5,11
4460,Dogami #4460,1765,604.947673492938,18,1,German Shepherd,0,Orange #4,3,Silver #6,Female,Alpha,Herding,9,7,Devoted,Bronze,Talkative,Medium female,Puppy,3,3
6737,Dogami #6737,1766,604.8423530874072,18,1,Shiba Inu,0,Black #3,3,Sesame #1,Female,Alpha,Non-Sporting,12,3,Gentle,Bronze,Charming,Small female,Puppy,4,11
544,Dogami #544,1767,604.5274381736789,18,1,Border Collie,0,Green #3,3,Blue & white #3,Male,Alpha,Herding,11,5,Foodie,Bronze,Playful,Large male,Puppy,3,7
3584,Dogami #3584,1768,604.4272606647017,18,1,Husky,0,Blue & brown #5,3,Grey & white #6,Male,Alpha,Working,7,4,Dramaqueen,Bronze,Funny,Small male,Puppy,10,7
7175,Dogami #7175,1769,604.3147719827714,18,1,Rottweiler,0,Purple #1,3,Matt black & tan #5,Female,Alpha,Working,3,7,Foodie,Bronze,Serious,Small female,Puppy,10,7
5167,Dogami #5167,1770,604.006970349431,18,1,French Bulldog,0,Brown #3,4,Brindle #7,Male,Alpha,Non-Sporting,3,5,Devoted,Bronze,Gentle,Small male,Puppy,3,4
6826,Dogami #6826,1771,603.8671133620106,18,1,Rottweiler,0,Black #5,5,Matt black & tan #3,Female,Alpha,Working,3,4,Baddass,Bronze,Jolly,Medium female,Puppy,5,4
3867,Dogami #3867,1772,603.4941584112837,18,1,German Shepherd,0,Black #3,3,Black & silver #9,Male,Alpha,Herding,11,7,Naive,Bronze,Shy,Small male,Puppy,3,3
7185,Dogami #7185,1773,603.3291192507746,18,1,Rottweiler,0,Orange #5,6,Light black & tan #10,Female,Alpha,Working,4,4,Emotional,Bronze,Jolly,Large female,Puppy,11,9
6863,Dogami #6863,1774,603.2997837622057,18,1,Golden Retriever,0,Green #4,5,Light gold #6,Male,Alpha,Sporting,6,8,Talkative,Bronze,Jolly,Small male,Puppy,3,4
6837,Max,1775,602.3071514884746,18,1,French Bulldog,0,Purple #1,10,Fawn #4,Male,Alpha,Non-Sporting,3,4,Cool,Bronze,Brave,Small male,Puppy,3,3
1968,Dogami #1968,1776,602.249532018332,18,1,Golden Retriever,0,Black #3,11,Light gold #3,Male,Alpha,Sporting,3,8,Gentle,Bronze,Independent,Large male,Puppy,4,4
2168,Dogami #2168,1777,602.1912717745008,18,1,Rottweiler,0,Brown #5,5,Light black & tan #11,Male,Alpha,Working,3,3,Stubborn,Gold,Devoted,Small male,Puppy,12,9
7831,Barffffff,1778,602.1816596334182,18,1,German Shepherd,0,Orange #2,3,Silver #2,Male,Alpha,Herding,6,7,Lazy,Bronze,Adventurer,Medium male,Puppy,3,5
7027,Dogami #7027,1779,602.1255842326951,18,1,Rottweiler,0,Brown #1,6,Light black & tan #10,Female,Alpha,Working,3,5,Zen,Silver,Protector,Small female,Puppy,10,4
7968,Dogami #7968,1780,602.0268476159209,18,1,German Shepherd,0,Black #3,3,Black & silver #9,Female,Alpha,Herding,7,11,Gentle,Silver,Foodie,Large female,Puppy,3,4
6936,Dogami #6936,1781,601.6945100603036,18,1,Husky,0,Blue & brown #4,3,Grey & white #10,Female,Alpha,Working,6,3,Playful,Bronze,Shy,Large female,Puppy,4,11
2892,Dogami #2892,1782,601.6492200519025,18,1,Rottweiler,0,Grey #5,3,Matt black & tan #5,Female,Alpha,Working,3,8,Funny,Gold,Cool,Medium female,Puppy,6,8
6066,Dogami #6066,1783,600.8645071046592,18,1,Toy Poodle,0,Grey #4,3,Black #12,Male,Alpha,Non-Sporting,4,4,Dreamer,Bronze,Emotional,Medium male,Puppy,6,4
2179,Dogami #2179,1784,600.5607742903005,18,1,Labrador,0,Black #5,8,Gold #2,Female,Alpha,Sporting,5,6,Serious,Bronze,Adventurer,Large female,Puppy,4,6
791,Dogami #791,1785,600.5108779142612,18,1,Husky,0,Blue & brown #3,3,Grey & white #3,Female,Alpha,Working,9,3,Devoted,Silver,Cool,Large female,Puppy,9,11
4551,Dogami #4551,1786,600.4870058990532,18,1,Golden Retriever,0,Black #5,10,Gold #6,Female,Alpha,Sporting,4,10,Needy,Bronze,Naive,Large female,Puppy,4,5
4474,Dogami #4474,1787,600.3189901396428,18,1,Golden Retriever,0,Black #1,7,Light gold #4,Male,Alpha,Sporting,4,5,Playful,Silver,Charming,Medium male,Puppy,5,6
396,Jenji,1788,600.1505359964023,18,1,German Shepherd,0,Brown #3,3,Black & silver #9,Female,Alpha,Herding,8,5,Playful,Bronze,Protector,Medium female,Puppy,3,7
3355,Dogami #3355,1789,600.0890542960262,18,1,Border Collie,0,Brown #1,3,Blue & white #3,Male,Alpha,Herding,10,4,Foodie,Silver,Loyal,Small male,Puppy,3,8
2189,Dogami #2189,1790,600.0399722294972,18,1,Labrador,0,Brown #1,7,Gold #6,Female,Alpha,Sporting,5,5,Funny,Gold,Stubborn,Large female,Puppy,3,3
7356,Dogami #7356,1791,599.936866552852,18,1,Border Collie,0,Green #3,3,Blue & white #3,Male,Alpha,Herding,7,8,Foodie,Gold,Stubborn,Medium male,Puppy,4,9
2167,Dogami #2167,1792,599.8095592620017,18,1,Golden Retriever,0,Brown #3,10,Light gold #3,Female,Alpha,Sporting,5,6,Charming,Silver,Dramaqueen,Medium female,Puppy,6,3
7296,Dogami #7296,1793,599.6764191709503,18,1,Toy Poodle,0,Brown #2,3,Apricot #9,Male,Alpha,Non-Sporting,4,5,Foodie,Bronze,Needy,Small male,Puppy,4,5
4272,Dogami #4272,1794,599.6218931670033,18,1,Husky,0,Green #2,3,Grey & white #3,Female,Alpha,Working,9,3,Emotional,Bronze,Loyal,Medium female,Puppy,9,10
6506,Sparky,1795,599.6054645599332,18,1,Border Collie,0,Green #2,3,Blue & white #7,Male,Alpha,Herding,9,11,Charming,Bronze,Gentle,Large male,Puppy,4,7
2897,Dogami #2897,1796,599.5725235522524,18,1,Toy Poodle,0,Brown #3,3,Apricot #9,Male,Alpha,Non-Sporting,5,6,Playful,Bronze,Funny,Small male,Puppy,5,4
2044,Dogami #2044,1797,599.4495050554945,18,1,Golden Retriever,0,Brown #2,9,Light gold #4,Female,Alpha,Sporting,4,6,Talkative,Gold,Funny,Small female,Puppy,5,4
6862,Dogami #6862,1798,599.4285660162574,18,1,Toy Poodle,0,Brown #3,3,Apricot #8,Female,Alpha,Non-Sporting,5,9,Stubborn,Gold,Adventurer,Large female,Puppy,7,7
6123,Dogami #6123,1799,599.2301444991782,18,1,French Bulldog,0,Grey #4,9,Fawn #4,Female,Alpha,Non-Sporting,3,11,Charming,Bronze,Lazy,Large female,Puppy,3,4
2147,Dogami #2147,1800,599.1740724581092,18,1,Rottweiler,0,Brown #5,3,Matt black & tan #3,Male,Alpha,Working,4,4,Excentric,Bronze,Needy,Medium male,Puppy,10,8
7628,Dogami #7628,1801,598.2750987842801,18,1,Border Collie,0,Brown #2,4,Blue & white #7,Female,Alpha,Herding,7,10,Dramaqueen,Silver,Lazy,Small female,Puppy,3,9
1658,Dogami #1658,1802,598.1837627435864,18,1,Rottweiler,0,Orange #5,5,Light black & tan #6,Female,Alpha,Working,3,3,Curious,Silver,Emotional,Large female,Puppy,9,4
1764,Dogami #1764,1803,597.6017146848145,18,1,Border Collie,0,Green #4,4,Blue & white #3,Male,Alpha,Herding,10,8,Shy,Bronze,Playful,Large male,Puppy,5,4
6425,Dogami #6425,1804,597.377481411638,18,1,Labrador,0,Black #2,7,Gold #6,Male,Alpha,Sporting,7,8,Devoted,Bronze,Needy,Large male,Puppy,3,4
6260,Junior,1805,597.3346867843711,18,1,Toy Poodle,0,Grey #5,3,White #5,Male,Alpha,Non-Sporting,8,5,Emotional,Bronze,Shy,Small male,Puppy,7,4
6799,Krizzy,1806,596.984332530059,18,1,Husky,0,Blue & brown #5,3,Grey & white #8,Female,Alpha,Working,5,3,Zen,Bronze,Needy,Small female,Puppy,6,5
