ID,Name,Rank,Rarity_Score,ACCESSORIES,Attributes,BACKGROUND,BACKGROUNDOVERLAY,BODY,BORDER,HEAD
5268,IDENTITY 5268,1108,197.2586537448528,CloudOvercast,6,SkyBlueBackground,NoOverlay,RedEverydayDrip,RedBorder,YellowHeadphones
935,IDENTITY 0935,1109,197.2470899765503,MidnightBlackPins,6,OrangeBackground,PaperWhiteBenDayDots,PaperWhiteEasternDrip,SkyBlueBorder,RedCordaeHair
4013,IDENTITY 4013,1110,197.21962191850756,MidnightBlackAlbumFrame,6,PaperWhiteBackground,HotPinkBenDayDots,OrangeEverydayDrip,YellowBorder,MidnightBlackHeadphones
3332,IDENTITY 3332,1111,197.19454210212555,,5,PaperWhiteBackground,NoOverlay,OrangeHoodie,GreenBorder,RedMixtape
2594,IDENTITY 2594,1112,197.1646000582787,PaperWhiteAlbumFrame,6,GreenBackground,NoOverlay,GreenEasternDrip,GoldBorder,MidnightBlackCordaeHair
2481,IDENTITY 2481,1113,197.14169800649995,PaperWhiteAlbumFrame,6,BlueBackground,PaperWhiteBenDayDots,RedHoodie,YellowBorder,OrangeTv
2370,IDENTITY 2370,1114,197.12910444577014,YellowSparkles,5,GreenBackground,GoldBenDayDots,GreenEverydayDrip,,GreenTv
2051,IDENTITY 2051,1115,197.1282282771872,WhiteSparkles,5,RedBackground,RoyalBlueBenDayDots,PaperWhiteEverydayDrip,,GreenMusicNotes
3612,IDENTITY 3612,1116,197.11616106855294,MidnightBlackAlbumFrame,6,RedBackground,MidnightBlackBenDayDots,RedEverydayDrip,YellowBorder,PaperWhiteSkiMask
1193,IDENTITY 1193,1117,196.97411578530426,MidnightBlackAlbumFrame,6,YellowBackground,RoyalBlueBenDayDots,YellowHoodie,SkyBlueBorder,RedTv
3071,IDENTITY 3071,1118,196.96911824341672,MidnightBlackAlbumFrame,6,YellowBackground,OrangeBenDayDots,OrangeEasternDrip,OrangeBorder,OrangeMixtape
5247,IDENTITY 5247,1119,196.91064649032973,PaperWhiteAlbumFrame,6,GoldBackground,CheckeredOverlay,PrimaryWhiteSurrealTee,OrangeBorder,GoldHeadphones
3493,IDENTITY 3493,1120,196.85939816410368,,5,SkyBlueBackground,NoOverlay,BlueHoodie,YellowBorder,YellowRaincloud
3157,IDENTITY 3157,1121,196.76863845947133,CloudOvercast,6,OrangeBackground,MidnightBlackBenDayDots,BlueEverydayDrip,YellowBorder,OrangeCd
3531,IDENTITY 3531,1122,196.7326201773091,,5,OrangeBackground,HotPinkBenDayDots,RedEverydayDrip,RedBorder,OrangeMixtape
2352,IDENTITY 2352,1123,196.65118807213346,,5,RedBackground,PaperWhiteBenDayDots,OrangeEasternDrip,YellowBorder,OrangeMixtape
3387,IDENTITY 3387,1124,196.62297065086864,YellowSparkles,6,RedBackground,YellowBenDayDots,BlueHoodie,HotPinkBorder,PaperWhiteCloud
3558,IDENTITY 3558,1125,196.5999180152139,PaperWhiteAlbumFrame,6,YellowBackground,NoOverlay,PrimaryWhiteSurrealTee,BlueBorder,OrangeTv
4194,IDENTITY 4194,1126,196.58741525758367,PaperWhiteAlbumFrame,6,RedBackground,NoOverlay,PrimaryWhiteSurrealTee,BlueBorder,OrangeRaincloud
2842,IDENTITY 2842,1127,196.58503412872327,MidnightBlackAlbumFrame,5,SkyBlueBackground,GoldBenDayDots,PaperWhiteEverydayDrip,,YellowCd
5136,IDENTITY 5136,1128,196.4868654231739,,5,HotPinkBackground,HotPinkBenDayDots,GreenHoodie,GreenBorder,GreenTv
4544,IDENTITY 4544,1129,196.45568267914314,YellowSparkles,5,YellowBackground,NoOverlay,GoldEverydayDrip,,GreenRaincloud
3057,IDENTITY 3057,1130,196.45496289622417,PaperWhiteAlbumFrame,6,BlueBackground,BlueBenDayDots,BlueHoodie,RoyalBlueBorder,OrangeMixtape
5544,IDENTITY 5544,1130,196.45496289622417,PaperWhiteAlbumFrame,6,GreenBackground,BlueBenDayDots,OrangeHoodie,RoyalBlueBorder,OrangeMixtape
3811,IDENTITY 3811,1132,196.41151048569688,,5,GreenBackground,NoOverlay,PaperWhiteEasternDrip,RoyalBlueBorder,RedCd
3274,IDENTITY 3274,1133,196.41058118389057,,5,YellowBackground,CloudscapeOverlay,GreenEasternDrip,SkyBlueBorder,MidnightBlackHeadphones
5110,IDENTITY 5110,1134,196.33224765085018,MidnightBlackAlbumFrame,6,RedBackground,GoldBenDayDots,YellowHoodie,OrangeBorder,RedMixtape
141,IDENTITY 0141,1135,196.25624274043284,PrismaticPins,6,YellowBackground,RoyalBlueBenDayDots,RedEverydayDrip,GreenBorder,PaperWhiteCloud
533,IDENTITY 0533,1136,196.24986708348538,PaperWhiteAlbumFrame,6,RoyalBlueBackground,RedBenDayDots,PrimaryBlackSurrealTee,RedBorder,PaperWhiteCloud
4845,IDENTITY 4845,1137,196.22434788739812,WhiteSparkles,5,HotPinkBackground,GreenBenDayDots,GoldHoodie,,BlueCloud
3508,IDENTITY 3508,1138,196.13911411870774,MidnightBlackPins,6,RedBackground,HotPinkBenDayDots,RedHoodie,RedBorder,YellowTv
1692,IDENTITY 1692,1139,195.97024065532483,,5,HotPinkBackground,YellowBenDayDots,GreenEverydayDrip,RoyalBlueBorder,RedMixtape
2958,IDENTITY 2958,1140,195.6526267157224,MidnightBlackAlbumFrame,6,SkyBlueBackground,OrangeBenDayDots,RedEverydayDrip,OrangeBorder,BlueMixtape
5215,IDENTITY 5215,1141,195.61171649312112,CloudOvercast,6,YellowBackground,NoOverlay,YellowHoodie,RoyalBlueBorder,GoldHeadphones
5231,IDENTITY 5231,1142,195.59922246001247,,4,RoyalBlueBackground,RoyalBlueBenDayDots,OlympiaWindbreaker,,YellowTv
2704,IDENTITY 2704,1143,195.5717832775542,MidnightBlackPins,6,YellowBackground,HotPinkBenDayDots,PrimaryWhiteSurrealTee,YellowBorder,OrangeHeadphones
4127,IDENTITY 4127,1144,195.54224032446268,,5,YellowBackground,SkyBlueBenDayDots,PaperWhiteEverydayDrip,GreenBorder,GreenCloud
4319,IDENTITY 4319,1145,195.39547044358685,CloudOvercast,6,YellowBackground,CheckeredOverlay,YellowEasternDrip,RoyalBlueBorder,GreenHeadphones
1254,IDENTITY 1254,1146,195.37477355928218,,5,BlueBackground,MidnightBlackBenDayDots,GreenEverydayDrip,RoyalBlueBorder,GoldHeadphones
3547,IDENTITY 3547,1147,195.2791930580617,,5,SkyBlueBackground,GreenBenDayDots,GreenHoodie,SkyBlueBorder,GreenTv
4488,IDENTITY 4488,1148,195.25456431940663,,4,OrangeBackground,PaperWhiteBenDayDots,PaperWhiteEverydayDrip,,OrangeCd
2126,IDENTITY 2126,1149,195.24920739901458,MidnightBlackAlbumFrame,6,RoyalBlueBackground,GreenBenDayDots,GreenEasternDrip,SkyBlueBorder,YellowTv
1958,IDENTITY 1958,1150,195.24917773619129,PaperWhiteAlbumFrame,6,MidnightBlackBackground,PaperWhiteBenDayDots,SkyBlueEasternDrip,YellowBorder,YellowCd
345,IDENTITY 0345,1151,195.0893869229342,,5,OrangeBackground,YellowBenDayDots,PrimaryBlackSurrealTee,PaperWhiteBorder,MidnightBlackCordaeHair
5024,IDENTITY 5024,1152,195.07483915704552,WhiteSparkles,6,YellowBackground,RedBenDayDots,RedHoodie,SkyBlueBorder,GoldBoombox
4254,IDENTITY 4254,1153,195.05543825889023,YellowSparkles,5,BlueBackground,NoOverlay,PaperWhiteSurrealTee,,RedTv
2056,IDENTITY 2056,1154,194.94602559680402,PrismaticPins,6,RedBackground,BlueBenDayDots,RedEasternDrip,RoyalBlueBorder,YellowMixtape
3101,IDENTITY 3101,1155,194.8619817736782,PrismaticPins,6,PaperWhiteBackground,NoOverlay,GoldHoodie,YellowBorder,RedSkiMask
2566,IDENTITY 2566,1156,194.770162746569,PrismaticPins,6,GoldBackground,RedBenDayDots,GreenEasternDrip,YellowBorder,YellowMixtape
4591,IDENTITY 4591,1157,194.49014027945054,,5,GreenBackground,GreenBenDayDots,GreenEasternDrip,RoyalBlueBorder,RedMixtape
2239,IDENTITY 2239,1158,194.472679152657,,4,BlueBackground,CheckeredOverlay,YellowHoodie,,GreenTv
883,IDENTITY 0883,1159,194.33629373257102,PaperWhiteAlbumFrame,6,YellowBackground,CloudscapeOverlay,BlueEverydayDrip,RoyalBlueBorder,PaperWhiteSkiMask
2331,IDENTITY 2331,1160,194.3209324689703,MidnightBlackPins,6,YellowBackground,OrangeBenDayDots,GreenEverydayDrip,PaperWhiteBorder,PrismaticHeadphones
792,IDENTITY 0792,1161,194.3160789512073,,5,YellowBackground,NoOverlay,OrangeHoodie,GreenBorder,YellowRaincloud
4608,IDENTITY 4608,1161,194.3160789512073,,5,GreenBackground,NoOverlay,YellowHoodie,GreenBorder,BlueRaincloud
3314,IDENTITY 3314,1163,194.28679397705363,CloudOvercast,6,RedBackground,GreenBenDayDots,GoldEverydayDrip,HotPinkBorder,RedCd
3923,IDENTITY 3923,1164,194.2609285354636,,5,RedBackground,HotPinkBenDayDots,YellowHoodie,OrangeBorder,BlueMixtape
3713,IDENTITY 3713,1165,194.1785633471597,,5,HotPinkBackground,SkyBlueBenDayDots,GreenEverydayDrip,OrangeBorder,RedTv
5396,IDENTITY 5396,1166,194.1743983167992,MidnightBlackAlbumFrame,6,GreenBackground,SkyBlueBenDayDots,PrimaryBlackSurrealTee,RedBorder,MidnightBlackHeadphones
2537,IDENTITY 2537,1167,194.17144177096353,,4,YellowBackground,HotPinkBenDayDots,BlueEverydayDrip,,BlueMixtape
3102,IDENTITY 3102,1168,194.15888188821006,PrismaticPins,5,SkyBlueBackground,YellowBenDayDots,PrismaticWindbreaker,,GoldMusicNotes
3451,IDENTITY 3451,1169,194.04775227406364,,4,RedBackground,RoyalBlueBenDayDots,BlueEverydayDrip,,RedMixtape
2344,IDENTITY 2344,1170,193.9807736785435,,5,GreenBackground,OrangeBenDayDots,PaperWhiteHoodie,SkyBlueBorder,BlueSkiMask
1390,IDENTITY 1390,1171,193.95055669793956,MidnightBlackAlbumFrame,6,RoyalBlueBackground,BlueBenDayDots,GoldHoodie,BlueBorder,YellowMusicNotes
205,IDENTITY 0205,1172,193.79732492354438,,5,BlueBackground,CheckeredOverlay,PaperWhiteEasternDrip,HotPinkBorder,RedSkiMask
3962,IDENTITY 3962,1173,193.7450725005607,WhiteSparkles,5,GoldBackground,GoldBenDayDots,GreenEverydayDrip,,YellowTv
3318,IDENTITY 3318,1174,193.72704635452223,MidnightBlackAlbumFrame,6,BlueBackground,MidnightBlackBenDayDots,RedHoodie,RedBorder,YellowHeadphones
2366,IDENTITY 2366,1175,193.7204435799522,,5,GreenBackground,GoldBenDayDots,RedHoodie,RoyalBlueBorder,OrangeMixtape
4786,IDENTITY 4786,1176,193.70730544449472,YellowSparkles,5,YellowBackground,GoldBenDayDots,OrangeHoodie,,OrangeRaincloud
1030,IDENTITY 1030,1177,193.68040423044036,PaperWhiteAlbumFrame,6,RedBackground,NoOverlay,RedEverydayDrip,PaperWhiteBorder,YellowTv
3974,IDENTITY 3974,1178,193.66914105392323,MidnightBlackPins,6,YellowBackground,RedBenDayDots,YellowEasternDrip,YellowBorder,YellowTv
3111,IDENTITY 3111,1179,193.603303028088,,4,GoldBackground,GoldBenDayDots,PrimaryBlackSurrealTee,,RedTv
606,IDENTITY 0606,1180,193.5953286808625,,5,PaperWhiteBackground,RedBenDayDots,RedHoodie,RedBorder,YellowTv
5314,IDENTITY 5314,1181,193.5900708703991,MidnightBlackPins,5,SkyBlueBackground,BlueBenDayDots,BlueHoodie,,OrangeRaincloud
93,IDENTITY 0093,1182,193.45736899514415,PaperWhiteAlbumFrame,6,RedBackground,RedBenDayDots,PaperWhiteHoodie,YellowBorder,BlueSkiMask
5287,IDENTITY 5287,1183,193.4519698805152,,5,YellowBackground,NoOverlay,RedHoodie,RedBorder,BlueRaincloud
5076,IDENTITY 5076,1184,193.44888318460673,,5,RoyalBlueBackground,OrangeBenDayDots,PaperWhiteEasternDrip,OrangeBorder,OrangeCd
4961,IDENTITY 4961,1185,193.43178835090066,,5,GreenBackground,NoOverlay,BlueHoodie,YellowBorder,BlueRaincloud
82,IDENTITY 0082,1186,193.38471092697299,,5,HotPinkBackground,GreenBenDayDots,PaperWhiteHoodie,GreenBorder,OrangeCd
2556,IDENTITY 2556,1187,193.26195209806633,YellowSparkles,6,RedBackground,PaperWhiteBenDayDots,YellowEasternDrip,OrangeBorder,GoldBoombox
3366,IDENTITY 3366,1188,193.2364212698162,YellowSparkles,5,GoldBackground,GreenBenDayDots,PaperWhiteEverydayDrip,,YellowCloud
1798,IDENTITY 1798,1189,193.19600458205989,PaperWhiteAlbumFrame,6,GoldBackground,NoOverlay,BlueEasternDrip,BlueBorder,RedRaincloud
1900,IDENTITY 1900,1190,193.13126074127788,PaperWhiteAlbumFrame,6,HotPinkBackground,NoOverlay,BlueHoodie,HotPinkBorder,OrangeTv
5515,IDENTITY 5515,1191,193.0532207226074,MidnightBlackAlbumFrame,6,HotPinkBackground,NoOverlay,RedEasternDrip,OrangeBorder,GreenRaincloud
310,IDENTITY 0310,1192,192.953688660387,,5,GoldBackground,NoOverlay,GoldEverydayDrip,BlueBorder,RedMixtape
5332,IDENTITY 5332,1193,192.90115362261307,MidnightBlackPins,6,RoyalBlueBackground,SkyBlueBenDayDots,BlueEverydayDrip,BlueBorder,GoldHeadphones
4456,IDENTITY 4456,1194,192.89915952867577,MidnightBlackAlbumFrame,6,GreenBackground,CheckeredOverlay,PaperWhiteEverydayDrip,YellowBorder,OrangeSkiMask
2070,IDENTITY 2070,1195,192.7670550928772,,4,GoldBackground,NoOverlay,PaperWhiteEasternDrip,,PaperWhiteCordaeHair
2094,IDENTITY 2094,1196,192.71996696409113,MidnightBlackPins,6,OrangeBackground,HotPinkBenDayDots,PaperWhiteEverydayDrip,RoyalBlueBorder,GreenCordaeHair
1464,IDENTITY 1464,1197,192.68613549150584,MidnightBlackAlbumFrame,6,YellowBackground,NoOverlay,BlueEverydayDrip,HotPinkBorder,OrangeTv
1231,IDENTITY 1231,1198,192.67930103577118,,4,GreenBackground,MidnightBlackBenDayDots,PaperWhiteHoodie,,OrangeCordaeHair
1676,IDENTITY 1676,1199,192.66775942012546,MidnightBlackPins,6,YellowBackground,RedBenDayDots,YellowHoodie,PaperWhiteBorder,MidnightBlackHeadphones
4406,IDENTITY 4406,1200,192.64120414219272,PaperWhiteAlbumFrame,5,OrangeBackground,NoOverlay,OrangeHoodie,,BlueRaincloud
845,IDENTITY 0845,1201,192.6093259054145,PrismaticPins,5,YellowBackground,GreenBenDayDots,BlueEasternDrip,,GreenTv
356,IDENTITY 0356,1202,192.36993174388718,WhiteSparkles,6,RoyalBlueBackground,OrangeBenDayDots,PaperWhiteEverydayDrip,YellowBorder,OrangeSkiMask
4091,IDENTITY 4091,1203,192.313477521985,MidnightBlackPins,5,BlueBackground,BlueBenDayDots,PaperWhiteHoodie,,YellowCloud
2771,IDENTITY 2771,1204,192.2056722853674,,5,YellowBackground,CheckeredOverlay,BlueEasternDrip,OrangeBorder,YellowTv
1045,IDENTITY 1045,1205,192.15129865918757,PrismaticPins,6,GoldBackground,NoOverlay,PrismaticWindbreaker,GreenBorder,PrismaticHeadphones
2250,IDENTITY 2250,1206,192.11058139972064,,5,OrangeBackground,NoOverlay,PaperWhiteHoodie,GreenBorder,RedCd
5407,IDENTITY 5407,1207,192.10277182954965,MidnightBlackAlbumFrame,6,YellowBackground,YellowBenDayDots,OrangeHoodie,YellowBorder,RedRaincloud
1022,IDENTITY 1022,1208,192.01547981020886,MidnightBlackAlbumFrame,6,BlueBackground,GoldBenDayDots,YellowEverydayDrip,PaperWhiteBorder,PaperWhiteSkiMask
101,IDENTITY 0101,1209,191.9982385162813,,5,SkyBlueBackground,NoOverlay,RedEasternDrip,GoldBorder,PrismaticHeadphones
5202,IDENTITY 5202,1210,191.99135282019347,WhiteSparkles,6,BlueBackground,GreenBenDayDots,OlympiaWindbreaker,RoyalBlueBorder,RedHeadphones
556,IDENTITY 0556,1211,191.96248174432384,,5,GreenBackground,PaperWhiteBenDayDots,YellowEverydayDrip,RedBorder,RedRaincloud
1707,IDENTITY 1707,1212,191.89218506506134,,5,OrangeBackground,PaperWhiteBenDayDots,GreenEverydayDrip,BlueBorder,OrangeMixtape
2755,IDENTITY 2755,1213,191.7758580084631,,5,GreenBackground,GoldBenDayDots,OrangeEverydayDrip,YellowBorder,OrangeMixtape
2286,IDENTITY 2286,1214,191.7668076167029,YellowSparkles,6,RedBackground,CloudscapeOverlay,GreenHoodie,YellowBorder,PaperWhiteSkiMask
5078,IDENTITY 5078,1215,191.71495829009098,,4,SkyBlueBackground,RedBenDayDots,OrangeEasternDrip,,GreenTv
32,IDENTITY 0032,1216,191.7144725444497,YellowSparkles,6,BlueBackground,CloudscapeOverlay,YellowHoodie,BlueBorder,PaperWhiteSkiMask
5367,IDENTITY 5367,1217,191.70820821746722,,5,GreenBackground,PaperWhiteBenDayDots,BlueHoodie,BlueBorder,GreenRaincloud
3010,IDENTITY 3010,1218,191.67834896967705,,4,SkyBlueBackground,BlueBenDayDots,OrangeEasternDrip,,OrangeMixtape
1400,IDENTITY 1400,1219,191.67313566773922,PaperWhiteAlbumFrame,6,YellowBackground,GreenBenDayDots,GoldHoodie,YellowBorder,YellowMusicNotes
4270,IDENTITY 4270,1220,191.64338103364517,PaperWhiteAlbumFrame,6,BlueBackground,GreenBenDayDots,PaperWhiteEverydayDrip,RedBorder,BlueSkiMask
2457,IDENTITY 2457,1221,191.57896114969805,PrismaticPins,6,RedBackground,SkyBlueBenDayDots,PaperWhiteSurrealTee,GoldBorder,GreenSkiMask
1020,IDENTITY 1020,1222,191.57497048964328,,5,SkyBlueBackground,ShaystethicPatternOverlay,YellowHoodie,OrangeBorder,BlueMusicNotes
4687,IDENTITY 4687,1223,191.3451611793022,MidnightBlackAlbumFrame,6,HotPinkBackground,RedBenDayDots,RedEasternDrip,RoyalBlueBorder,YellowTv
4729,IDENTITY 4729,1224,191.33072594733068,MidnightBlackAlbumFrame,6,OrangeBackground,NoOverlay,PrismaticWindbreaker,SkyBlueBorder,MidnightBlackCordaeHair
2487,IDENTITY 2487,1225,191.32326964426542,MidnightBlackAlbumFrame,6,YellowBackground,RoyalBlueBenDayDots,GreenHoodie,RoyalBlueBorder,RedTv
4128,IDENTITY 4128,1226,191.25303454194344,MidnightBlackPins,6,YellowBackground,CheckeredOverlay,GoldHoodie,RedBorder,GreenCordaeHair
2864,IDENTITY 2864,1227,191.11361916567856,,5,RedBackground,SkyBlueBenDayDots,YellowHoodie,OrangeBorder,GreenMixtape
1325,IDENTITY 1325,1228,191.10653319954642,YellowSparkles,5,GreenBackground,RoyalBlueBenDayDots,PaperWhiteEasternDrip,,OrangeMusicNotes
3151,IDENTITY 3151,1229,191.07671690938068,,5,GoldBackground,OrangeBenDayDots,OrangeHoodie,RoyalBlueBorder,RedRaincloud
2090,IDENTITY 2090,1230,190.98163681358582,PaperWhiteAlbumFrame,6,GreenBackground,NoOverlay,RedHoodie,HotPinkBorder,OrangeTv
2693,IDENTITY 2693,1231,190.96801414201244,WhiteSparkles,6,RedBackground,NoOverlay,YellowEasternDrip,RoyalBlueBorder,YellowTv
5532,IDENTITY 5532,1232,190.94376262675317,MidnightBlackAlbumFrame,6,SkyBlueBackground,NoOverlay,BlueEasternDrip,OrangeBorder,OrangeTv
5066,IDENTITY 5066,1233,190.89309598906445,YellowSparkles,6,SkyBlueBackground,RedBenDayDots,OrangeEasternDrip,GreenBorder,GoldBoombox
3957,IDENTITY 3957,1234,190.88530423424592,WhiteSparkles,6,OrangeBackground,RoyalBlueBenDayDots,RedEverydayDrip,RoyalBlueBorder,Fire
5132,IDENTITY 5132,1235,190.87458410102394,MidnightBlackPins,6,RedBackground,GoldBenDayDots,PrimaryBlackSurrealTee,RedBorder,PaperWhiteSkiMask
2926,IDENTITY 2926,1236,190.7270047977247,WhiteSparkles,5,GreenBackground,NoOverlay,RedEasternDrip,,GreenTv
4783,IDENTITY 4783,1237,190.71753210860612,,5,RoyalBlueBackground,PaperWhiteBenDayDots,GreenHoodie,RedBorder,OrangeTv
1794,IDENTITY 1794,1238,190.69735057899157,,5,HotPinkBackground,GoldBenDayDots,BlueHoodie,YellowBorder,RedRaincloud
61,IDENTITY 0061,1239,190.64613386876997,,5,RoyalBlueBackground,HotPinkBenDayDots,BlueEasternDrip,GreenBorder,RedTv
2974,IDENTITY 2974,1240,190.6214025285748,,5,OrangeBackground,PaperWhiteBenDayDots,GoldHoodie,BlueBorder,BlueMusicNotes
926,IDENTITY 0926,1241,190.54910857193994,MidnightBlackAlbumFrame,6,YellowBackground,BlueBenDayDots,RedHoodie,GreenBorder,GreenTv
4325,IDENTITY 4325,1242,190.49112687921934,,5,OrangeBackground,NoOverlay,OrangeEasternDrip,HotPinkBorder,OrangeRaincloud
307,IDENTITY 0307,1243,190.48091537470648,PaperWhiteAlbumFrame,5,BlueBackground,PaperWhiteBenDayDots,SkyBlueEasternDrip,,YellowMixtape
1777,IDENTITY 1777,1244,190.3174211733401,MidnightBlackPins,5,GoldBackground,NoOverlay,OrangeEverydayDrip,,GreenRaincloud
4292,IDENTITY 4292,1245,190.18921119347428,,5,OrangeBackground,GreenBenDayDots,GreenEasternDrip,GreenBorder,BlueMixtape
2410,IDENTITY 2410,1246,190.12859047952344,YellowSparkles,6,GoldBackground,HotPinkBenDayDots,PaperWhiteEverydayDrip,YellowBorder,OrangeCordaeHair
23,IDENTITY 0023,1247,190.089525529499,,5,GreenBackground,GreenBenDayDots,BlueEasternDrip,GreenBorder,OrangeRaincloud
4469,IDENTITY 4469,1248,190.02446710174902,,5,RoyalBlueBackground,RedBenDayDots,PrimaryWhiteSurrealTee,RedBorder,GreenMixtape
5073,IDENTITY 5073,1249,189.97833879022932,,5,GreenBackground,GreenBenDayDots,YellowEasternDrip,GreenBorder,OrangeTv
3426,IDENTITY 3426,1250,189.96197011165057,PaperWhiteAlbumFrame,6,MidnightBlackBackground,GreenBenDayDots,YellowEasternDrip,HotPinkBorder,YellowCd
4139,IDENTITY 4139,1251,189.89040060867706,PaperWhiteAlbumFrame,6,SkyBlueBackground,HotPinkBenDayDots,RedEverydayDrip,BlueBorder,GoldBoombox
3863,IDENTITY 3863,1252,189.8162069756673,YellowSparkles,6,YellowBackground,GreenBenDayDots,RedEasternDrip,BlueBorder,YellowTv
603,IDENTITY 0603,1253,189.7045201022384,PaperWhiteAlbumFrame,6,RoyalBlueBackground,HotPinkBenDayDots,PrimaryBlackSurrealTee,BlueBorder,RedHeadphones
2937,IDENTITY 2937,1254,189.69156282778323,WhiteSparkles,6,PaperWhiteBackground,CloudscapeOverlay,BlueEverydayDrip,HotPinkBorder,BlueCd
612,IDENTITY 0612,1255,189.65444944355716,,4,HotPinkBackground,MidnightBlackBenDayDots,OrangeEverydayDrip,,OrangeHeadphones
216,IDENTITY 0216,1256,189.6450800584718,MidnightBlackPins,6,HotPinkBackground,ShaystethicPatternOverlay,BlueEasternDrip,YellowBorder,BlueCordaeHair
3481,IDENTITY 3481,1257,189.62342079983415,,5,YellowBackground,OrangeBenDayDots,YellowEverydayDrip,RoyalBlueBorder,OrangeRaincloud
1226,IDENTITY 1226,1258,189.53808151606975,MidnightBlackAlbumFrame,6,MidnightBlackBackground,MidnightBlackBenDayDots,RedEasternDrip,OrangeBorder,RedCordaeHair
710,IDENTITY 0710,1259,189.49236456885626,PaperWhiteAlbumFrame,6,BlueBackground,GreenBenDayDots,YellowHoodie,RedBorder,RedRaincloud
2571,IDENTITY 2571,1260,189.488223395908,YellowSparkles,6,YellowBackground,ShaystethicPatternOverlay,GreenHoodie,GreenBorder,OrangeSkiMask
4489,IDENTITY 4489,1261,189.47762391060374,PaperWhiteAlbumFrame,5,GreenBackground,SkyBlueBenDayDots,RedHoodie,,BlueTv
2004,IDENTITY 2004,1262,189.4645016534183,MidnightBlackPins,6,RoyalBlueBackground,SkyBlueBenDayDots,YellowHoodie,RedBorder,GoldMusicNotes
1001,IDENTITY 1001,1263,189.42275828656966,,4,RedBackground,PaperWhiteBenDayDots,PaperWhiteEverydayDrip,,RedCloud
961,IDENTITY 0961,1264,189.41814321292674,,5,BlueBackground,GoldBenDayDots,YellowHoodie,OrangeBorder,GreenTv
3538,IDENTITY 3538,1265,189.36414055171403,PrismaticPins,5,OrangeBackground,CheckeredOverlay,PaperWhiteHoodie,,OrangeSkiMask
1706,IDENTITY 1706,1266,189.34096652237113,PrismaticPins,6,YellowBackground,NoOverlay,BlueHoodie,RoyalBlueBorder,GreenTv
4710,IDENTITY 4710,1267,189.30365093316627,,4,OrangeBackground,PaperWhiteBenDayDots,BlueEverydayDrip,,RedMixtape
182,IDENTITY 0182,1268,189.26659575079697,,5,HotPinkBackground,RedBenDayDots,BlueEverydayDrip,OrangeBorder,OrangeTv
2770,IDENTITY 2770,1269,189.25855693321824,MidnightBlackAlbumFrame,6,BlueBackground,ShaystethicPatternOverlay,RedEasternDrip,RedBorder,OrangeSkiMask
2660,IDENTITY 2660,1270,189.24214840388058,MidnightBlackAlbumFrame,6,BlueBackground,NoOverlay,GreenHoodie,SkyBlueBorder,OrangeRaincloud
4060,IDENTITY 4060,1271,189.17260696454423,YellowSparkles,6,PaperWhiteBackground,NoOverlay,GoldHoodie,OrangeBorder,GreenCordaeHair
3717,IDENTITY 3717,1272,189.1629775374681,,5,RedBackground,GreenBenDayDots,BlueEasternDrip,RedBorder,OrangeRaincloud
1571,IDENTITY 1571,1273,189.109655564897,,5,RedBackground,OrangeBenDayDots,YellowEasternDrip,YellowBorder,RedRaincloud
3007,IDENTITY 3007,1274,189.06429355582858,,5,BlueBackground,GreenBenDayDots,OrangeEasternDrip,RedBorder,GreenTv
674,IDENTITY 0674,1275,189.0491326253929,YellowSparkles,6,BlueBackground,GreenBenDayDots,PaperWhiteHoodie,GreenBorder,OrangeMusicNotes
1992,IDENTITY 1992,1276,189.0453686366825,,4,SkyBlueBackground,NoOverlay,SkyBlueEasternDrip,,BlueMixtape
4118,IDENTITY 4118,1277,189.03254000689472,YellowSparkles,6,OrangeBackground,NoOverlay,PrismaticWindbreaker,OrangeBorder,PaperWhiteSkiMask
2596,IDENTITY 2596,1278,188.92143842531357,PrismaticPins,5,GoldBackground,CloudscapeOverlay,BlueEverydayDrip,,GoldMusicNotes
1298,IDENTITY 1298,1279,188.84600295547725,,5,GoldBackground,SkyBlueBenDayDots,BlueEasternDrip,RoyalBlueBorder,PaperWhiteSkiMask
263,IDENTITY 0263,1280,188.81936436683858,PaperWhiteAlbumFrame,6,GoldBackground,OrangeBenDayDots,GreenEasternDrip,YellowBorder,RedTv
724,IDENTITY 0724,1281,188.77298030164255,,5,GoldBackground,OrangeBenDayDots,YellowEverydayDrip,SkyBlueBorder,GreenMixtape
1737,IDENTITY 1737,1282,188.6772129927136,MidnightBlackAlbumFrame,6,OrangeBackground,RoyalBlueBenDayDots,RedHoodie,RedBorder,GreenMixtape
1549,IDENTITY 1549,1283,188.66683400470285,,5,GreenBackground,ShaystethicPatternOverlay,RedHoodie,YellowBorder,RedCloud
4430,IDENTITY 4430,1284,188.6544221432645,WhiteSparkles,6,MidnightBlackBackground,PaperWhiteBenDayDots,YellowEverydayDrip,RedBorder,BlueMusicNotes
3411,IDENTITY 3411,1285,188.6132049196986,MidnightBlackAlbumFrame,5,BlueBackground,SkyBlueBenDayDots,RedEverydayDrip,,YellowTv
3130,IDENTITY 3130,1286,188.58546087764122,,5,RedBackground,YellowBenDayDots,GreenEverydayDrip,YellowBorder,GreenTv
813,IDENTITY 0813,1287,188.58516119389236,PrismaticPins,6,OrangeBackground,RedBenDayDots,YellowHoodie,PaperWhiteBorder,RedHeadphones
