ID,Name,Rank,Rarity_Score,Armor,Attributes,Background,Bracelet,Clan,Earring,Hair Type,Hair color,Hat / Helm,Item Left Hand,Item Right Hand,Main Cloth,Necklace,Piercing,Ring,Secondary Cloth
3743,Ilmeresh #3743,2354,374.90686724434346,Reinforced Platemail Armor,7,Dark Orange,,Tezewand,,,,Helmet,,Falchion,Sash GDV,,,,Cloak GDV
3053,Ilmeresh #3053,2355,374.6851380596853,Platemail Armor,10,Orange,,Tezewand,Circles,Type 13,Brown,,Heater Shield GR,Military Fork,Sash GR,,,,Cloak GR
7069,Ilmeresh #7069,2356,374.57757321922,Leather Studded Armor,9,Dark Orange,,Turquenthal,Circles,Type 15,White,,,Halberd,Sash RY,,Eyebrow Ring,,
9658,Ilmeresh #9658,2357,374.5087206541042,Reinforced Platemail Armor,9,Magenta,,Pergamenk,,Type 06,Blue,,Buckler Shield GY,Falchion,Surcoat GY,,Ball Tongue Piercing,,
5785,Ilmeresh #5785,2358,374.45097018941254,,9,Orange,Bracelet,O'Speltrohn,Circles,Type 09,Brown,,,Magic Staff T5,Wizard's Robe PG,,,Spike Ring,
4144,Ilmeresh #4144,2359,374.44925488612006,Leather Armor,9,Pink,,Armezeen,Chain,Type 23,Black,,,Short bow,Sash GOR,,,,Cloak GOR
7268,Ilmeresh #7268,2360,374.44528844206604,Spiked Platemail Armor,11,Cyan,,Tezewand,Earring,Type 05,Magenta,,Heater Shield GR,Trident Dagger,Sash GR,,Ring Tooth Piercing,,Cloak GR
4310,Ilmeresh #4310,2361,374.3991852120858,Decorated Platemail Armor,10,Yellow,,Tezewand,Triple sphere,Type 07,Magenta,,Kite Shield YLB,Spiked Club,Sash YLB,,,,Cloak YLB
5203,Ilmeresh #5203,2362,374.3897493358248,Reinforced Platemail Armor,8,Orange,,Denchanteus,,,,Layered Helm,,Machete,Sash DGB,,Upper Lip Piercing,,Cloak DGB
5086,Ilmeresh #5086,2363,374.3223764574638,Platemail Armor,10,Green,,Tezewand,Earring,Type 20,Dark Violet,,Kite Shield YLB,Axe,Sash YLB,,,,Cloak YLB
3474,Ilmeresh #3474,2364,374.2956825805172,Spiked Platemail Armor,8,Cyan,,Armezeen,Spiral,,,Simple Helmet,Round Shield WB2,Trident Dagger,Surcoat WB2,,,,
2448,Ilmeresh #2448,2365,374.19216772059957,,10,Turquoise,Decorated Bracelet,O'Speltrohn,Earring,Type 11,Blonde,,,Magic Staff T6,Wizard's Robe PG,Necklace,,Ring,
8493,Ilmeresh #8493,2366,374.13615559922897,,9,Dark Violet,Bracelet,O'Speltrohn,Tusk,Type 24,Light Blue,,,Magic Staff T2,Wizard's Robe PG,S Shaped Necklace,,,
9316,Ilmeresh #9316,2367,373.92447561822877,Platemail Armor,8,Red,,Turquenthal,Bar,,,Spiked Helm,,Falchion,Sash WR,,,,Cloak WR
7516,Ilmeresh #7516,2368,373.87040844578803,Platemail Armor,10,Dark Violet,,Denchanteus,Chain,Type 26,Blonde,,Round Shield TF,Falchion,Sash TF,,,,Cloak TF
9212,Ilmeresh #9212,2369,373.76372194550686,Reinforced Leather Armor,10,Fuchsia,,Turquenthal,Bar,Type 15,Blue,,,Spiked Lance,Sash SMR,,Eyebrow Ring,,Cloak SMR
1759,Ilmeresh #1759,2370,373.5107775127079,,9,Dark Violet,Bracelet,O'Speltrohn,,Type 08,Black,,,Magic Staff T5,Wizard's Robe PG,,Upper Lip Piercing,Spike Ring,
9440,Ilmeresh #9440,2371,373.4223558942256,Reinforced Platemail Armor,10,Turquoise,,Turquenthal,Chain,Type 12,Blonde,,Heater Shield WR,Military Fork,Sash WR,,,,Cloak WR
6343,Ilmeresh #6343,2372,373.3390801513208,Studded Platemail Armor,9,Magenta,,Turquenthal,U Shaped,,,Nordic Helm,,Falchion,Sash DBY,,Ball Tooth Piercing,,Cloak DBY
2377,Ilmeresh #2377,2373,373.3370551277714,Reinforced Platemail Armor,8,Pink,,Armezeen,,Type 25,White,,Round Shield MY,Machete,Surcoat MY,,,,
6451,Ilmeresh #6451,2374,373.18240133736026,,9,Magenta,Bands Bracelet,Pergamenk,,Type 42,Blue,,,Magic Staff T4,Wizard's Robe BY,S Shaped Necklace,Upper Lip Piercing,,
3052,Ilmeresh #3052,2375,373.1417210833148,Platemail Armor,11,Orange,,Turquenthal,Earring,Type 22,Fuchsia,,Heater Shield WR,Battle Axe,Sash WR,,Eyebrow Large Ring,,Cloak WR
9407,Ilmeresh #9407,2376,373.1070569110199,Platemail Armor,8,Red,,O'Speltrohn,,Type 42,Blonde,,Buckler Shield YDG,Spiked Club,Surcoat YDG,,,,
3015,Ilmeresh #3015,2377,372.98035270788625,,9,Blue,Bracelet,Pergamenk,,Type 07,Magenta,,,Magic Staff T4,Wizard's Robe SM,Necklace,Upper Lip Piercing,,
7975,Ilmeresh #7975,2378,372.82754984521443,Decorated Platemail Armor,11,Green,,Denchanteus,Ear Plug,Type 07,Fuchsia,,Buckler Shield WB1,Trident Dagger,Sash WB1,,Triple Eyebrow Ring,,Cloak WB1
7503,Ilmeresh #7503,2379,372.6308284266755,Chainmail Armor,9,Light Blue,,Armezeen,,Type 25,Brown,,,Korseke,Sash GOR,,Ball Tongue Piercing,,Cloak GOR
7161,Ilmeresh #7161,2380,372.56416925072836,Studded Platemail Armor,7,Fuchsia,,O'Speltrohn,,,,Simple Helmet,,War Mace,Sash MT,,,,Cloak MT
6187,Ilmeresh #6187,2381,372.555441122606,Reinforced Platemail Armor,8,Magenta,,Pergamenk,,Type 17,White,,Round Shield GY,Trident Dagger,Surcoat GY,,,,
7477,Ilmeresh #7477,2382,372.27966323208943,Reinforced Platemail Armor,11,Yellow,,Tezewand,Bar,Type 08,Green,,Heater Shield GR,War Hammer,Sash GR,,Circular Bearbell,,Cloak GR
337,Ilmeresh #337,2383,372.2093511921258,Reinforced Leather Armor,9,Cyan,,O'Speltrohn,Thorn,Type 23,Magenta,,,Halberd,Sash OY,,Circular Bearbell Tongue Piercing,,
5913,Ilmeresh #5913,2384,371.9949815707616,Leather Armor,9,Magenta,,Armezeen,Thorn,Type 16,Brown,,,Mambele,Sash GOR,,,,Cloak GOR
2482,Ilmeresh #2482,2385,371.98504682714434,Studded Platemail Armor,8,Red,,Tezewand,,,,Simple Helmet,Kite Shield YLB,War Mace,Sash YLB,,,,Cloak YLB
4696,Ilmeresh #4696,2386,371.8169241707004,,9,Cyan,Bands Bracelet,O'Speltrohn,,Type 02,Blonde,,,Magic Staff T2,Wizard's Robe PG,Double Sphere Necklace,,Ring,
8182,Ilmeresh #8182,2387,371.8094907559369,,8,Magenta,,O'Speltrohn,,Type 13,Magenta,,,Magic Staff T7,Wizard's Robe TP,Chain Necklace,,Wavy Ring,
2385,Ilmeresh #2385,2388,371.77323995763584,,9,Cyan,Bands Bracelet,Pergamenk,,Type 04,White,,,Magic Staff T5,Wizard's Robe DGP,Chain Necklace,,Decorated Ring,
9702,Ilmeresh #9702,2389,371.656127530846,Reinforced Platemail Armor,9,Pink,,Pergamenk,Earring,Type 19,White,,Buckler Shield GY,Sword,Surcoat GY,,,,
2454,Ilmeresh #2454,2390,371.58274496197475,Platemail Armor,10,Orange,,Denchanteus,Earring,Type 43,Blue,,Round Shield TF,Battle Axe,Sash TF,,,,Cloak TF
1818,Ilmeresh #1818,2391,371.5661603167847,,9,Pink,,O'Speltrohn,,Type 09,White,,,Magic Staff T4,Wizard's Robe PG,Necklace,Ball Tongue Piercing,Wavy Ring,
9591,Ilmeresh #9591,2392,371.48443524852894,Chainmail Armor,9,Cyan,,Armezeen,,Type 19,Blue,,,Glaive Fork,Sash GOR,,Ring Tooth Piercing,,Cloak GOR
3986,Ilmeresh #3986,2393,371.4130632835424,,9,Pink,Bracelet,Pergamenk,Rhombus,Type 04,Red,,,Magic Staff T7,Wizard's Robe SM,,,Decorated Ring,
877,Ilmeresh #877,2394,371.3876535090218,Chainmail Armor,10,Magenta,,Turquenthal,Rhombus,Type 09,Blonde,,,Mambele,Sash SMR,,Ball Tongue Piercing,,Cloak SMR
9034,Ilmeresh #9034,2395,371.2874766729127,,9,Orange,,Denchanteus,Thorn,Type 10,Orange,,,Magic Staff T1,Wizard's Robe MWAB,Striped Necklace,,Ring,
456,Ilmeresh #456,2396,371.2422778309701,Studded Platemail Armor,9,Pink,,Pergamenk,Earring,,,Barbute,Buckler Shield GW,Katana,Surcoat GW,,Eyebrow Large Ring,,
8440,Ilmeresh #8440,2397,371.21838466367046,Platemail Armor,7,Yellow,,Armezeen,,,,Spiked Helm,,Curved Blade,Surcoat MY,,Lower Lip Piercing,,
3005,Ilmeresh #3005,2398,371.20652446002015,Reinforced Platemail Armor,8,Yellow,,O'Speltrohn,,Type 03,Black,,Buckler Shield YDG,Spiked Club,Surcoat YDG,,,,
5721,Ilmeresh #5721,2399,371.01395976212007,Spiked Platemail Armor,7,Pink,,Pergamenk,,,,Barbute,Round Shield LBDO,Falchion,Surcoat LBDO,,,,
6499,Ilmeresh #6499,2400,371.0090856666169,Studded Platemail Armor,9,Yellow,,Pergamenk,Bar,Type 02,Brown,,Round Shield GY,Trident Dagger,Surcoat GY,,,,
9993,Ilmeresh #9993,2401,370.67827023924053,Spiked Platemail Armor,10,Yellow,,Tezewand,,Type 25,Brown,,Heater Shield GR,Battle Axe,Sash GR,,Thorn Tongue Piercing,,Cloak GR
7610,Ilmeresh #7610,2402,370.6080843267969,Platemail Armor,10,Yellow,,Turquenthal,,Type 01,Blonde,,Round Shield RLB,Spear,Sash RLB,,Ring Tooth Piercing,,Cloak RLB
1217,Ilmeresh #1217,2403,370.57692798173713,Reinforced Leather Armor,8,Cyan,,Armezeen,,Type 14,Black,,,Longbow,Sash GOR,,,,Cloak GOR
2360,Ilmeresh #2360,2404,370.49792103346783,Platemail Armor,10,Dark Orange,,Armezeen,,Type 05,Red,,Heater Shield BW,Military Fork,Sash BW,,Ring Tooth Piercing,,Cloak BW
4365,Ilmeresh #4365,2405,370.4835706182012,Spiked Platemail Armor,9,Dark Orange,,O'Speltrohn,,Type 13,Magenta,,,Battle Axe,Sash MT,,Circular Bearbell Tongue Piercing,,Cloak MT
9153,Ilmeresh #9153,2406,370.4366475693479,Reinforced Platemail Armor,7,Cyan,,Tezewand,,,,Spiked Helm,,Falchion,Surcoat WY,,Circular Bearbell,,
6260,Ilmeresh #6260,2407,370.34807741295606,Studded Platemail Armor,10,Fuchsia,,Turquenthal,Circles,Type 25,Blonde,,Round Shield RLB,Sword,Sash RLB,,,,Cloak RLB
8502,Ilmeresh #8502,2408,370.33546264673083,,9,Orange,,Tezewand,,Type 26,Dark Violet,,,Magic Staff T3,Wizard's Robe MC,Chain Necklace,Triple Eyebrow Ring,Ring,
2396,Ilmeresh #2396,2409,370.31756294899895,Platemail Armor,10,Dark Violet,,Armezeen,Earring,Type 24,Black,,Round Shield WB2,War Mace,Sash WB2,,,,Cloak WB2
9741,Ilmeresh #9741,2410,370.2927545886542,Platemail Armor,8,Turquoise,,Pergamenk,,Type 11,Light Blue,,Round Shield GY,Khopesh,Surcoat GY,,,,
3221,Ilmeresh #3221,2411,370.2068496240412,Platemail Armor,11,Pink,,Turquenthal,Chain,Type 13,Black,,Heater Shield WR,Sword,Sash WR,,Circular Bearbell Tongue Piercing,,Cloak WR
7252,Ilmeresh #7252,2412,370.1398997817632,Reinforced Platemail Armor,11,Red,,Pergamenk,Circles,Type 13,Light Blue,,Round Shield LBDO,Machete,Sash LBDO,,Triple Eyebrow Ring,,Cloak LBDO
2671,Ilmeresh #2671,2413,370.0372600245249,Platemail Armor,9,Orange,,Pergamenk,Earring,Type 16,Magenta,,Buckler Shield GY,Sword,Surcoat GY,,,,
4947,Ilmeresh #4947,2414,370.00966146157157,Leather Studded Armor,10,Blue,,Tezewand,Thorn,Type 12,Black,,,Shuriken,Sash GDV,,Triple Eyebrow Ring,,Cloak GDV
2597,Ilmeresh #2597,2415,369.8448474355645,Reinforced Platemail Armor,11,Turquoise,,Turquenthal,Bar,Type 09,Red,,Heater Shield WR,Battle Axe,Sash WR,,Upper Lip Piercing,,Cloak WR
9864,Ilmeresh #9864,2416,369.83746094741775,Platemail Armor,8,Blue,,Tezewand,,Type 19,Red,,Buckler Shield YLB,War Mace,Surcoat YLB,,,,
8074,Ilmeresh #8074,2417,369.8331784349323,Chainmail Armor,9,Cyan,,Turquenthal,Bar,Type 43,Light Blue,,,Bardiche,Sash SMR,,,,Cloak SMR
4631,Ilmeresh #4631,2418,369.7802532653172,,9,Cyan,Bracelet,O'Speltrohn,,Type 21,White,,,Magic Staff T7,Wizard's Robe PG,Striped Necklace,Eyebrow Large Ring,,
8087,Ilmeresh #8087,2419,369.7394616172661,Platemail Armor,8,Cyan,,Tezewand,,,,Nordic Helm,Kite Shield YLB,Spiked Club,Sash YLB,,,,Cloak YLB
302,Ilmeresh #302,2420,369.7258221041499,Platemail Armor,10,Fuchsia,,Armezeen,Bar,,,Simple Helmet,Heater Shield BW,Spear,Sash BW,,Ball Tongue Piercing,,Cloak BW
8817,Ilmeresh #8817,2421,369.7250364765943,Platemail Armor,8,Dark Violet,,O'Speltrohn,,Type 06,Orange,,Buckler Shield YDG,Katana,Surcoat YDG,,,,
2936,Ilmeresh #2936,2422,369.6929888414229,Leather Studded Armor,8,Turquoise,,Turquenthal,,Type 08,Light Blue,,,Halberd,Surcoat RY,,Eyebrow Ring,,
554,Ilmeresh #554,2423,369.6424550097579,Platemail Armor,8,Orange,,Tezewand,,Type 05,Blue,,Round Shield GR,Trident Dagger,Surcoat GR,,,,
2510,Ilmeresh #2510,2424,369.60731441916954,Reinforced Platemail Armor,9,Turquoise,,Pergamenk,,Type 13,Black,,Buckler Shield GY,Curved Blade,Surcoat GY,,Upper Lip Piercing,,
8167,Ilmeresh #8167,2425,369.55788014985274,Decorated Leather Armor,8,Pink,,Armezeen,,Type 13,Blue,,,Composite Bow,Sash GOR,,,,Cloak GOR
6750,Ilmeresh #6750,2426,369.398170059624,Reinforced Platemail Armor,10,Orange,,Tezewand,,Type 22,Light Blue,,Heater Shield GR,War Hammer with Spike,Sash GR,,Eyebrow Ring,,Cloak GR
3444,Ilmeresh #3444,2427,369.3340120647611,Reinforced Platemail Armor,11,Orange,,Armezeen,Bar,Type 21,Fuchsia,,Heater Shield BW,War Hammer,Sash BW,,Ball Tooth Piercing,,Cloak BW
7792,Ilmeresh #7792,2428,369.3023263907276,Decorated Platemail Armor,8,Green,,Armezeen,,Type 15,Brown,,Round Shield WB2,War Hammer with Spike,Surcoat WB2,,,,
2237,Ilmeresh #2237,2429,369.30021972025145,Reinforced Platemail Armor,11,Yellow,,Tezewand,Ear Plug,Type 18,Orange,,Heater Shield GR,Falchion,Sash GR,,Eyebrow Large Ring,,Cloak GR
8786,Ilmeresh #8786,2430,369.1438779280629,Studded Platemail Armor,10,Cyan,,Denchanteus,Ear Plug,Type 02,Fuchsia,,Round Shield TF,Spiked Club,Sash TF,,,,Cloak TF
6437,Ilmeresh #6437,2431,369.0523479999166,Studded Platemail Armor,11,Pink,,Pergamenk,Chain,Type 22,Blue,,Buckler Shield GW,War Hammer,Sash GW,,Upper Lip Piercing,,Cloak GW
8126,Ilmeresh #8126,2432,369.02226305376274,Spiked Platemail Armor,11,Red,,Turquenthal,Triple sphere,Type 24,Light Blue,,Heater Shield WR,Trident Dagger,Sash WR,,Thorn Tongue Piercing,,Cloak WR
3440,Ilmeresh #3440,2433,368.9487918971938,Studded Platemail Armor,10,Fuchsia,,Turquenthal,Thorn,Type 09,Black,,Round Shield RLB,Axe,Sash RLB,,,,Cloak RLB
7559,Ilmeresh #7559,2434,368.9221991328195,Reinforced Platemail Armor,10,Orange,,Turquenthal,,Type 14,Pink,,Heater Shield WR,Scimitar,Sash WR,,Upper Lip Piercing,,Cloak WR
4858,Ilmeresh #4858,2435,368.8936504319975,Leather Armor,9,Fuchsia,,Denchanteus,Ear Plug,Type 17,Orange,,,Halberd,Surcoat TF,,Lower Lip Piercing,,
9384,Ilmeresh #9384,2436,368.84054808876203,Studded Platemail Armor,10,Dark Orange,,Turquenthal,Earring,Type 12,White,,Round Shield RLB,War Mace,Surcoat RLB,,Upper Lip Piercing,,
2984,Ilmeresh #2984,2437,368.75941362308674,Spiked Platemail Armor,8,Yellow,,Turquenthal,,,,Barbute,,Curved Blade,Sash DBY,,Circular Bearbell,,Cloak DBY
1492,Ilmeresh #1492,2438,368.716478438149,Studded Platemail Armor,11,Yellow,,Armezeen,Ear Plug,Type 08,White,,Round Shield WB2,Sword,Sash WB2,,Ball Tongue Piercing,,Cloak WB2
1480,Ilmeresh #1480,2439,368.68129845710143,Leather Armor,9,Green,,Turquenthal,,Type 05,Blue,,,Bladed Staff,Sash SMR,,Circular Bearbell Tongue Piercing,,Cloak SMR
6543,Ilmeresh #6543,2440,368.6009318351231,,9,Dark Orange,,Pergamenk,Earring,Type 25,Brown,,,Magic Staff T8,Wizard's Robe BY,Necklace,Eyebrow Ring,,
4425,Ilmeresh #4425,2441,368.5661600769573,Reinforced Leather Armor,9,Orange,,Denchanteus,Rhombus,Type 26,Green,,,Double Crossbow,Surcoat DGB,,Eyebrow Large Ring,,
8034,Ilmeresh #8034,2442,368.49496232109516,Platemail Armor,11,Yellow,,Armezeen,Rhombus,Type 10,Light Blue,,Heater Shield BW,Military Fork,Sash BW,,Upper Lip Piercing,,Cloak BW
870,Ilmeresh #870,2443,368.421979388206,Studded Platemail Armor,8,Fuchsia,,Turquenthal,Tusk,,,Simple Helmet,Round Shield RLB,Sword,Surcoat RLB,,,,
1023,Ilmeresh #1023,2444,368.2563973129053,Studded Platemail Armor,11,Pink,,Armezeen,Rhombus,Type 18,Dark Violet,,Heater Shield BW,Scimitar,Sash BW,,Eyebrow Large Ring,,Cloak BW
3555,Ilmeresh #3555,2445,368.22627031577014,Platemail Armor,11,Magenta,,Pergamenk,U Shaped,Type 17,Brown,,Buckler Shield GW,Spiked Club,Sash GW,,Eyebrow Ring,,Cloak GW
952,Ilmeresh #952,2446,368.1466735678506,Leather Armor,10,Pink,,Armezeen,Thorn,Type 19,Black,,,Spear,Sash GOR,,Circular Bearbell Tongue Piercing,,Cloak GOR
5608,Ilmeresh #5608,2447,368.1166494282747,Spiked Platemail Armor,10,Blue,,Armezeen,Earring,Type 18,Fuchsia,,Round Shield WB2,Scimitar,Surcoat WB2,,Circular Bearbell Tongue Piercing,,
8664,Ilmeresh #8664,2448,368.10994414344026,Reinforced Leather Armor,10,Green,,O'Speltrohn,Circles,Type 07,Green,,,Mambele,Sash MT,,Eyebrow Ring,,Cloak MT
4656,Ilmeresh #4656,2449,367.94374796925445,Platemail Armor,8,Green,,Pergamenk,,,,Simple Helmet,Round Shield LBDO,Machete,Sash LBDO,,,,Cloak LBDO
8919,Ilmeresh #8919,2450,367.8753016800213,,9,Blue,Decorated Bracelet,Tezewand,,Type 11,White,,,Magic Staff T6,Wizard's Robe MC,Chain Necklace,,Ring,
4905,Ilmeresh #4905,2451,367.7323453909866,Studded Platemail Armor,9,Cyan,,Armezeen,,Type 04,Red,,Round Shield WB2,War Hammer with Spike,Sash WB2,,,,Cloak WB2
643,Ilmeresh #643,2452,367.7060642049505,Leather Studded Armor,10,Light Blue,,Armezeen,Earring,Type 08,White,,,Harpoon,Sash YDV,,Upper Lip Piercing,,Cloak YDV
5706,Ilmeresh #5706,2453,367.4375231467216,Studded Platemail Armor,9,Yellow,,O'Speltrohn,,Type 02,Blonde,,Buckler Shield YDG,Falchion,Surcoat YDG,,Eyebrow Large Ring,,
7582,Ilmeresh #7582,2454,367.4039885531764,Reinforced Platemail Armor,10,Turquoise,,Armezeen,,Type 20,Brown,,Round Shield WB2,Spear,Sash WB2,,Eyebrow Ring,,Cloak WB2
7065,Ilmeresh #7065,2455,367.3955033912428,Spiked Platemail Armor,8,Turquoise,,Denchanteus,Earring,,,Layered Helm,,Katana,Surcoat WLB,,Thorn Tongue Piercing,,
6471,Ilmeresh #6471,2456,367.36485418004503,Studded Platemail Armor,8,Yellow,,Tezewand,,Type 12,Blonde,,Round Shield GR,Trident Dagger,Surcoat GR,,,,
4451,Ilmeresh #4451,2457,367.3478787488673,Platemail Armor,10,Dark Orange,,Tezewand,Bar,Type 19,Black,,Heater Shield GR,Spiked Club,Sash GR,,,,Cloak GR
8003,Ilmeresh #8003,2458,367.2099278742159,,9,Orange,Bands Bracelet,O'Speltrohn,Ear Plug,Type 05,White,,,Magic Staff T1,Wizard's Robe PG,Bands Necklace,,,
9672,Ilmeresh #9672,2459,367.18892019140884,Platemail Armor,11,Fuchsia,,Tezewand,Bar,Type 42,White,,Heater Shield GR,Katana,Sash GR,,Thorn Tongue Piercing,,Cloak GR
4468,Ilmeresh #4468,2460,367.1557325418199,Reinforced Platemail Armor,8,Fuchsia,,O'Speltrohn,,Type 14,Magenta,,Buckler Shield YDG,Sword,Surcoat YDG,,,,
4847,Ilmeresh #4847,2461,367.10849485537574,Studded Platemail Armor,9,Yellow,,Pergamenk,,,,Simple Helmet,Buckler Shield GW,Scimitar,Sash GW,,Upper Lip Piercing,,Cloak GW
6277,Ilmeresh #6277,2462,367.0053365575669,Studded Platemail Armor,10,Blue,,Armezeen,Chain,Type 09,Blonde,,Round Shield WB2,Machete,Sash WB2,,,,Cloak WB2
9587,Ilmeresh #9587,2463,366.96094971070494,Reinforced Leather Armor,9,Fuchsia,,Armezeen,Triple sphere,Type 24,Orange,,,Kris,Sash GOR,,,,Cloak GOR
2472,Ilmeresh #2472,2464,366.9189424359133,,9,Pink,Bracelet,Tezewand,Earring,Type 14,Light Blue,,,Magic Staff T8,Wizard's Robe MC,Chain Necklace,,,
6179,Ilmeresh #6179,2465,366.9085033208383,Leather Armor,9,Fuchsia,,Armezeen,,Type 12,Red,,,Crossbow,Sash GOR,,Upper Lip Piercing,,Cloak GOR
9170,Ilmeresh #9170,2466,366.8763367155648,Leather Armor,9,Blue,,Tezewand,,Type 43,Fuchsia,,,Ring Blade,Sash GDV,,Upper Lip Piercing,,Cloak GDV
3290,Ilmeresh #3290,2467,366.7931182404212,Studded Platemail Armor,11,Blue,,Armezeen,Earring,Type 16,Red,,Heater Shield BW,Axe,Sash BW,,Eyebrow Ring,,Cloak BW
6545,Ilmeresh #6545,2468,366.61236461409214,Reinforced Platemail Armor,9,Yellow,,Pergamenk,Bar,Type 19,Fuchsia,,Buckler Shield GY,Curved Blade,Surcoat GY,,,,
1588,Ilmeresh #1588,2469,366.60734319299377,,8,Cyan,Wavy Bracelet,Tezewand,Earring,Type 04,Black,,,Magic Staff T2,Wizard's Robe YMM,,,,
8871,Ilmeresh #8871,2470,366.5692260582351,Studded Platemail Armor,10,Orange,,Tezewand,Ear Plug,Type 15,Fuchsia,,Buckler Shield YLB,Machete,Surcoat YLB,,Lower Lip Piercing,,
9808,Ilmeresh #9808,2471,366.5535541113919,Reinforced Platemail Armor,7,Pink,,Tezewand,,,,Layered Helm,,Battle Axe,Surcoat GDV,,Eyebrow Ring,,
1090,Ilmeresh #1090,2472,366.0894265820852,Platemail Armor,8,Yellow,,Turquenthal,,,,Nordic Helm,Round Shield RLB,Khopesh,Surcoat RLB,,Eyebrow Large Ring,,
8031,Ilmeresh #8031,2473,366.08933331592965,Reinforced Platemail Armor,8,Pink,,Tezewand,,Type 03,Black,,Round Shield GR,Khopesh,Surcoat GR,,,,
1244,Ilmeresh #1244,2474,366.06069136265603,Chainmail Armor,10,Red,,Turquenthal,U Shaped,Type 11,Red,,,Mambele,Sash SMR,,Circular Bearbell,,Cloak SMR
1279,Ilmeresh #1279,2475,365.8603188912749,,10,Blue,Bracelet,O'Speltrohn,Bar,Type 24,Magenta,,,Magic Staff T5,Wizard's Robe PG,,Lower Lip Piercing,Bands Ring,
7213,Ilmeresh #7213,2476,365.8492856772421,Spiked Platemail Armor,9,Yellow,,O'Speltrohn,,Type 18,Red,,Buckler Shield YDG,Falchion,Surcoat YDG,,Circular Bearbell,,
7851,Ilmeresh #7851,2477,365.7642877358177,Reinforced Platemail Armor,9,Yellow,,O'Speltrohn,Ear Plug,Type 17,Black,,Buckler Shield YDG,War Hammer,Surcoat YDG,,,,
9807,Ilmeresh #9807,2478,365.6249933707249,Platemail Armor,10,Green,,Tezewand,,Type 14,Black,,Heater Shield GR,Axe,Sash GR,,Upper Lip Piercing,,Cloak GR
8361,Ilmeresh #8361,2479,365.6051795065114,Decorated Leather Armor,10,Light Blue,,Tezewand,Earring,Type 19,Pink,,,Scythe,Sash GR,,Circular Bearbell,,Cloak GR
934,Ilmeresh #934,2480,365.59611716850293,Chainmail Armor,10,Fuchsia,,Armezeen,Ear Plug,Type 24,Blue,,,Scythe,Sash MY,,Circular Bearbell Tongue Piercing,,Cloak MY
2682,Ilmeresh #2682,2481,365.53803198954796,Reinforced Platemail Armor,11,Pink,,Tezewand,Bar,Type 25,Blonde,,Heater Shield GR,Khopesh,Sash GR,,Ball Tooth Piercing,,Cloak GR
4715,Ilmeresh #4715,2482,365.5089999178462,Leather Armor,10,Turquoise,,Turquenthal,Chain,Type 21,Orange,,,Throwing Axe,Sash SMR,,Circular Bearbell Tongue Piercing,,Cloak SMR
4123,Ilmeresh #4123,2483,365.43631355160386,Studded Platemail Armor,11,Magenta,,Pergamenk,Circles,Type 13,White,,Buckler Shield GW,Khopesh,Sash GW,,Eyebrow Large Ring,,Cloak GW
4193,Ilmeresh #4193,2484,365.40943428566436,,10,Yellow,,Tezewand,Circles,Type 03,Brown,,,Magic Staff T4,Wizard's Robe YMM,Chain Necklace,Ball Tongue Piercing,Ring,
1555,Ilmeresh #1555,2485,365.386589381459,Leather Studded Armor,10,Blue,,Tezewand,Rhombus,Type 23,Red,,,Throwing Axe,Sash GDV,,Circular Bearbell Tongue Piercing,,Cloak GDV
6760,Ilmeresh #6760,2486,365.2756192779073,Spiked Platemail Armor,8,Orange,,Armezeen,Circles,,,Layered Helm,,Scimitar,Sash BW,,,,Cloak BW
9824,Ilmeresh #9824,2487,365.2680144599702,Reinforced Platemail Armor,9,Magenta,,Pergamenk,Earring,,,Simple Helmet,Buckler Shield GW,Falchion,Sash GW,,,,Cloak GW
106,Ilmeresh #106,2488,365.1826527883569,Reinforced Platemail Armor,9,Red,,Tezewand,Earring,,,Simple Helmet,,War Mace,Sash WY,,Ring Tooth Piercing,,Cloak WY
815,Ilmeresh #815,2489,365.1588401896537,Studded Platemail Armor,10,Dark Orange,,Denchanteus,,Type 03,Dark Violet,,Round Shield TF,Machete,Sash TF,,Upper Lip Piercing,,Cloak TF
8296,Ilmeresh #8296,2490,365.11954217014954,Reinforced Leather Armor,9,Cyan,,Armezeen,,Type 21,Fuchsia,,,Throwing Axe,Sash GOR,,Circular Bearbell Tongue Piercing,,Cloak GOR
1173,Ilmeresh #1173,2491,365.11318893734483,,9,Turquoise,,Denchanteus,Triple sphere,Type 11,Light Blue,,,Magic Staff T6,Wizard's Robe MWAB,Necklace,,Ring,
8038,Ilmeresh #8038,2492,365.07196593844856,Reinforced Leather Armor,9,Dark Violet,,Tezewand,Circles,Type 13,Magenta,,,Trident,Sash GDV,,,,Cloak GDV
9221,Ilmeresh #9221,2493,365.0593006562773,Platemail Armor,10,Yellow,,Turquenthal,,Type 14,Black,,Round Shield RLB,Sword,Sash RLB,,Eyebrow Large Ring,,Cloak RLB
1629,Ilmeresh #1629,2494,365.0521129198989,Reinforced Leather Armor,9,Magenta,,Armezeen,,Type 22,Green,,,Spear with multiple blades,Sash YDV,,Eyebrow Large Ring,,Cloak YDV
931,Ilmeresh #931,2495,364.8624456190586,,9,Yellow,Bands Bracelet,Armezeen,Bar,Type 15,Green,,,Magic Staff T7,Wizard's Robe LBO,Bands Necklace,,,
