ID,Name,Rank,Rarity_Score,Attributes,arm,armor,backdrop,class,headdress,katana,skin
3583,Diplomat #3583,850,167.034010989,7,Green Spirit,McFly Black,Gold Portal,Statesman,Dark Amaterasu,Ningen,Woodborn
4485,Diplomat #4485,850,167.034010989,7,Green Spirit,Naucloth,Pink Wave,Statesman,Quadnik,Shinigami,Tarborn
387,Diplomat #387,854,166.8333487374,7,Bowser Spike,Emerald Crock,Gold Portal,Statesman,Ovenbug,Iyaya,Human Dark
1122,Diplomat #1122,854,166.8333487374,7,Foreguard,Strapped Vest,Pink Wave,Statesman,Gui Amaterasu,Ningen,Vulcani
1536,Diplomat #1536,854,166.8333487374,7,White Guard,Naucloth,Steel Portal,Statesman,Sho Amaterasu,Enenra,Vulcani
2763,Diplomat #2763,854,166.8333487374,7,Corsaira Blue,Racer Wear,Pink Wave,Statesman,Oval Bead,Iyaya,Human Dark
3335,Diplomat #3335,854,166.8333487374,7,Malven Steel,Emerald Crock,Grey Wave,Statesman,Dynastro,Iyaya,Human Light
4045,Diplomat #4045,854,166.8333487374,7,Hammer Black,Doxx Cloth,Grey Wave,Statesman,Gui Amaterasu,Ho-o,Tarborn
971,Diplomat #971,860,166.7666580478,7,Lilac Firm,Blue Cloak,Purple Portal,Statesman,Shogunata Face,Amikiri,Human Tan
530,Diplomat #530,861,166.7392228739,7,Iron Pad,McFly Black,Gold Stripe,Magnate,Shogunata Teal,Mizuchi,Woodborn
1187,Diplomat #1187,861,166.7392228739,7,Bishop Steel,Sentinel Vest,Gold Stripe,Magnate,Prisi Mask,Iyaya,Redborn
3927,Diplomat #3927,861,166.7392228739,7,Novice Guard,Doxx Cloth,Gold Stripe,Magnate,Ice Amaterasu,Kechibi,Tarborn
346,Diplomat #346,864,166.7120450695,7,Ragnarake,Vanguard Lite,White Stripe,Harvester,Ovenbug,Tsukuyomi,Human Light
1716,Diplomat #1716,864,166.7120450695,7,Ragnarake,Blue Cloak,Dark Wave,Harvester,Shogunata Ice,Keneo,Human Light
2549,Diplomat #2549,864,166.7120450695,7,Ragnarake,Vanguard Lite,White Stripe,Harvester,Quadnik,Teke Teke,Human Tan
3602,Diplomat #3602,864,166.7120450695,7,Ragnarake,Steelknit,Red Stripe,Harvester,Shogunata Ice,Ho-o,Human Tan
2967,Diplomat #2967,868,166.6702989017,7,Hammer Black,Athletica,Dark Wave,Harvester,Shogunata Teal,Uwan,Human Tan
3012,Diplomat #3012,868,166.6702989017,7,Foreguard,Athletica,Green Stripe,Harvester,Quadnik,Tanuki,Human Tan
3154,Diplomat #3154,870,166.5971580209,7,Diodot,The Zoot,Red Stripe,Harvester,Orivac Emerald,Tanuki,Blueborn
1707,Diplomat #1707,871,166.5955066079,7,Orion Steel,Rich Kid Punk,Green Stripe,Harvester,Dynastro,Issie,Redborn
23,Diplomat #23,872,166.4416080563,7,Hammer Top,Ragged Wear,Black Portal,Magnate,Face Guard,Genbu,Human Light
2750,Diplomat #2750,873,166.3948443563,7,Bowser Spike,Imitation McFly,Red Stripe,Harvester,Shogunata Ice,Hihi,Redborn
1941,Diplomat #1941,874,166.3948443563,7,Hammer Black,Vanguard Lite,White Stripe,Harvester,Ovenbug,Mononoke,Redborn
2330,Diplomat #2330,875,166.3491479753,7,Imitation Opal,Ragged Wear,Blue Portal,Statesman,Bronze Crown,Genbu,Tarborn
618,Diplomat #618,876,166.1941821046,7,Hammer Top,Rich Kid Punk,Red Wave,Harvester,Orivac Emerald,Tsukuyomi,Redborn
2466,Diplomat #2466,877,165.8380066079,7,Ferret Grip,The Zoot,Red Stripe,Harvester,Ice Amaterasu,Uwan,Human Dark
1648,Diplomat #1648,878,165.7213246536,7,Diodot,The Zoot,Grey Wave,Statesman,Horn Mount,Samebito,Tarborn
907,Diplomat #907,879,165.6373443563,7,Corsaira Blue,Vanguard Lite,Blue Stripe,Harvester,Shogunata Teeth,Iyaya,Human Light
1498,Diplomat #1498,880,165.61147107,7,Malven Steel,Gold Crock,Black Portal,Magnate,Shogunata Ice,Tanuki,Human Dark
2509,Diplomat #2509,881,165.2569469863,7,Diodot,Imitation McFly,Black Portal,Magnate,Horn Mount,Iyaya,Human Light
3170,Diplomat #3170,882,165.2242228739,7,Iron Pad,Sentinel Vest,Gold Stripe,Magnate,Oval Bead,Ogama,Blueborn
16,Diplomat #16,883,165.0805066079,7,Bishop Steel,Steelknit,Dark Wave,Harvester,Ice Amaterasu,Samebito,Blueborn
3759,Diplomat #3759,883,165.0805066079,7,Shimonti Spike,Rich Kid Punk,Red Stripe,Harvester,Face Guard,Issie,Nekrit
1703,Diplomat #1703,885,165.0488385752,7,Gold Grip,Opal Crest,Blue Portal,Statesman,Ice Amaterasu,Tanuki,Vulcani
2187,Diplomat #2187,886,165.0235606222,7,White Guard,Ragged Wear,Gold Stripe,Magnate,Ice Amaterasu,Kechibi,Nekrit
185,Diplomat #185,887,164.8798443563,7,Malven Steel,Strapped Vest,Red Wave,Harvester,Lilac Amaterasu,Jami,Nekrit
776,Diplomat #776,887,164.8798443563,7,Opal Pad,Imitation McFly,Green Stripe,Harvester,Face Guard,Ho-o,Nekrit
815,Diplomat #815,887,164.8798443563,7,Hammer Top,Rich Kid Punk,Green Stripe,Harvester,Shogunata Face,Ogama,Nekrit
1516,Diplomat #1516,887,164.8798443563,7,Corsaira Blue,Strapped Vest,White Stripe,Harvester,Lilac Amaterasu,Uwan,Blueborn
2192,Diplomat #2192,887,164.8798443563,7,Opal Pad,Jettison Jacket,Blue Stripe,Harvester,Dynastro,Tsukuyomi,Nekrit
2949,Diplomat #2949,887,164.8798443563,7,Oculeper,Naucloth,Green Stripe,Harvester,Lilac Amaterasu,Hihi,Nekrit
4015,Diplomat #4015,887,164.8798443563,7,Malven Steel,Steelknit,Dark Wave,Harvester,Visor Amaterasu,Uwan,Nekrit
687,Diplomat #687,894,164.8780494506,7,Ragnarake,The Zoot,Blue Wave,Statesman,Elite Visor,Mizuchi,Dragon Scale
4421,Diplomat #4421,895,164.8481763236,7,Gold Grip,Naucloth,Grey Wave,Statesman,Orivac Emerald,Waira,Vulcani
1085,Diplomat #1085,896,164.8267627656,7,Gold Grip,Emerald Crock,Blue Stripe,Harvester,Lilac Amaterasu,Anmo,Human Light
787,Diplomat #787,897,164.800774818,7,Diodot,Athletica,Green Stripe,Harvester,Aero Amaterasu,Kechibi,Human Light
318,Diplomat #318,898,164.761510989,7,Iron Pad,Poor Man Armor,Gold Portal,Statesman,Orivac Blue,Mononoke,Human Light
15,Diplomat #15,899,164.3719256155,7,Bowser Spike,Athletica,Black Portal,Magnate,Dark Amaterasu,Hihi,Human Dark
219,Diplomat #219,899,164.3719256155,7,Hammer Top,Athletica,Black Portal,Magnate,Horn Mount,Enenra,Human Light
1621,Diplomat #1621,901,164.3459611534,7,D'orki Spike,Athletica,Red Stripe,Harvester,Shogunata Teal,Keneo,Human Light
2841,Diplomat #2841,902,164.3230066079,7,Iron Pad,The Zoot,Red Wave,Harvester,Gui Amaterasu,Teke Teke,Tarborn
1919,Diplomat #1919,903,164.09647107,7,Copper Top,McFly Red,Black Portal,Magnate,Elite Visor,Keneo,Redborn
2282,Diplomat #2282,903,164.09647107,7,White Guard,McFly Black,Black Portal,Magnate,Aero Amaterasu,Ogama,Redborn
19,Diplomat #19,905,164.004010989,7,Bishop Steel,Vanguard Lite,Blue Wave,Statesman,Elite Visor,Shinigami,Vulcani
166,Diplomat #166,905,164.004010989,7,Ferret Grip,Jettison Jacket,Steel Portal,Statesman,Lilac Amaterasu,Kudan,Vulcani
780,Diplomat #780,905,164.004010989,7,Orion Steel,Sentinel Vest,Steel Portal,Statesman,Yellow Rays,Samebito,Redborn
1217,Diplomat #1217,905,164.004010989,7,Orion Steel,Emerald Crock,Purple Portal,Statesman,Yellow Rays,Enenra,Redborn
2000,Diplomat #2000,905,164.004010989,7,Iron Pad,Rich Kid Punk,Blue Portal,Statesman,Oval Bead,Enenra,Woodborn
2991,Diplomat #2991,905,164.004010989,7,Bishop Steel,Rich Kid Punk,Gold Portal,Statesman,Lilac Amaterasu,Iyaya,Vulcani
3364,Diplomat #3364,905,164.004010989,7,Shimonti Spike,Strapped Vest,Grey Wave,Statesman,Shogunata Teal,Kechibi,Woodborn
4385,Diplomat #4385,905,164.004010989,7,Orion Steel,Steelknit,Grey Wave,Statesman,Dark Amaterasu,Hihi,Tarborn
701,Diplomat #701,913,164.004010989,7,Ferret Grip,Vanguard Lite,Pink Wave,Statesman,Oval Bead,Amikiri,Blueborn
2189,Diplomat #2189,913,164.004010989,7,Ferret Grip,Rich Kid Punk,Purple Portal,Statesman,Ovenbug,Mizuchi,Blueborn
1435,Diplomat #1435,915,163.9254711804,7,Gold Grip,Jettison Jacket,Blue Stripe,Harvester,Horn Mount,Genbu,Human Tan
2288,Diplomat #2288,916,163.8033487374,7,Corsaira Blue,The Zoot,Blue Wave,Statesman,Shogunata Teeth,Iyaya,Vulcani
2849,Diplomat #2849,916,163.8033487374,7,Bowser Spike,Rich Kid Punk,Grey Wave,Statesman,Face Guard,Ubume,Woodborn
3297,Diplomat #3297,916,163.8033487374,7,Orion Steel,Naucloth,Steel Portal,Statesman,Orivac Emerald,Kechibi,Tarborn
3641,Diplomat #3641,916,163.8033487374,7,Copper Top,Vanguard Lite,Purple Portal,Statesman,Face Guard,Ubume,Vulcani
86,Diplomat #86,920,163.8033487374,7,Bowser Spike,Blue Cloak,Gold Portal,Statesman,Elite Visor,Tsukuyomi,Vulcani
593,Diplomat #593,920,163.8033487374,7,Malven Steel,Imitation McFly,Steel Portal,Statesman,Aero Amaterasu,Mononoke,Tarborn
1375,Diplomat #1375,920,163.8033487374,7,Malven Steel,Imitation McFly,Blue Portal,Statesman,Visor Amaterasu,Teke Teke,Vulcani
1689,Diplomat #1689,920,163.8033487374,7,Foreguard,Vanguard Lite,Steel Portal,Statesman,Lilac Amaterasu,Samebito,Dragon Scale
1891,Diplomat #1891,920,163.8033487374,7,Malven Steel,Opal Crest,Steel Portal,Statesman,Ovenbug,Tsukuyomi,Vulcani
3697,Diplomat #3697,920,163.8033487374,7,Copper Top,Opal Crest,Grey Wave,Statesman,Visor Amaterasu,Uwan,Vulcani
3939,Diplomat #3939,920,163.8033487374,7,White Guard,Imitation McFly,Steel Portal,Statesman,Shogunata Ice,Tsukuyomi,Woodborn
3984,Diplomat #3984,920,163.8033487374,7,Opal Pad,Steelknit,Purple Portal,Statesman,Oval Bead,Uwan,Woodborn
4230,Diplomat #4230,920,163.8033487374,7,Foreguard,Imitation McFly,Grey Wave,Statesman,Dynastro,Mizuchi,Vulcani
2669,Diplomat #2669,929,163.6561717832,7,Ragnarake,The Zoot,Black Portal,Magnate,Dark Amaterasu,Ho-o,Nekrit
2906,Diplomat #2906,930,163.5811976085,7,Oculeper,Poor Man Armor,Gold Stripe,Magnate,Yellow Rays,Genbu,Nekrit
62,Diplomat #62,931,163.5655066079,7,Green Spirit,Sentinel Vest,Red Stripe,Harvester,Oval Bead,Amikiri,Human Tan
2018,Diplomat #2018,931,163.5655066079,7,Orion Steel,Emerald Crock,Dark Wave,Harvester,Gui Amaterasu,Oni,Human Tan
1718,Diplomat #1718,933,163.3707887396,7,Gold Grip,Athletica,Blue Stripe,Harvester,Sho Amaterasu,Jami,Human Dark
860,Diplomat #860,934,163.3648443563,7,Hammer Black,Racer Wear,Red Wave,Harvester,Gui Amaterasu,Ubume,Human Light
4290,Diplomat #4290,935,163.33897107,7,Hammer Top,Poor Man Armor,Black Portal,Magnate,Dark Amaterasu,Iyaya,Human Dark
574,Diplomat #574,936,163.0953341941,7,Gold Grip,Jettison Jacket,Green Stripe,Harvester,Shogunata Ice,Samebito,Human Light
1794,Diplomat #1794,936,163.0953341941,7,Gold Grip,McFly Red,Red Wave,Harvester,Shogunata Teal,Tanuki,Human Light
4535,Diplomat #4535,936,163.0953341941,7,Gold Grip,McFly Black,Red Wave,Harvester,Shogunata Rays,Uwan,Human Dark
2721,Diplomat #2721,939,162.9517228739,7,Novice Guard,Poor Man Armor,Gold Stripe,Magnate,Aero Amaterasu,Keneo,Tarborn
1462,Diplomat #1462,940,162.9245450695,7,Ragnarake,The Zoot,Red Stripe,Harvester,Dark Amaterasu,Issie,Human Dark
3557,Diplomat #3557,940,162.9245450695,7,Ragnarake,The Zoot,White Stripe,Harvester,Aero Amaterasu,Issie,Human Light
2044,Diplomat #2044,942,162.8080066079,7,Ferret Grip,The Zoot,Dark Wave,Harvester,Shogunata Face,Issie,Redborn
4001,Diplomat #4001,943,162.7510606222,7,Corsaira Blue,The Zoot,Gold Stripe,Magnate,Yellow Rays,Tanuki,Blueborn
1725,Diplomat #1725,944,162.6799813426,7,Malven Steel,Steelknit,Red Wave,Harvester,Shogunata Teal,Genbu,Human Dark
3951,Diplomat #3951,945,162.6073443563,7,Bowser Spike,The Zoot,Blue Stripe,Harvester,Oval Bead,Enenra,Redborn
1302,Diplomat #1302,946,162.3834736409,7,Ragnarake,Jettison Jacket,Blue Stripe,Harvester,Horn Mount,Anmo,Human Dark
1076,Diplomat #1076,947,162.0505066079,7,Ferret Grip,Blue Cloak,Red Stripe,Harvester,Visor Amaterasu,Waira,Human Tan
1126,Diplomat #1126,947,162.0505066079,7,Ferret Grip,Rich Kid Punk,Blue Stripe,Harvester,Shogunata Face,Kudan,Human Dark
1307,Diplomat #1307,947,162.0505066079,7,Ferret Grip,Opal Crest,Blue Stripe,Harvester,Shogunata Face,Enenra,Human Light
1693,Diplomat #1693,947,162.0505066079,7,Imitation Opal,Jettison Jacket,Blue Stripe,Harvester,Aero Amaterasu,Iyaya,Human Tan
1744,Diplomat #1744,947,162.0505066079,7,Shimonti Spike,Rich Kid Punk,Red Stripe,Harvester,Shogunata Rays,Samebito,Human Light
2195,Diplomat #2195,947,162.0505066079,7,Shimonti Spike,McFly Black,Dark Wave,Harvester,Shogunata Teal,Issie,Human Dark
4374,Diplomat #4374,947,162.0505066079,7,Ferret Grip,Opal Crest,Dark Wave,Harvester,Visor Amaterasu,Waira,Human Light
359,Diplomat #359,954,161.8498443563,7,Copper Top,Doxx Cloth,White Stripe,Harvester,Visor Amaterasu,Amikiri,Human Light
381,Diplomat #381,954,161.8498443563,7,Corsaira Blue,Vanguard Lite,Green Stripe,Harvester,Horn Mount,Mononoke,Human Dark
436,Diplomat #436,954,161.8498443563,7,Hammer Top,Imitation McFly,Green Stripe,Harvester,Oval Bead,Ogama,Human Dark
441,Diplomat #441,954,161.8498443563,7,White Guard,Blue Cloak,Red Wave,Harvester,Shogunata Teal,Ho-o,Human Light
468,Diplomat #468,954,161.8498443563,7,White Guard,Steelknit,Red Wave,Harvester,Oval Bead,Jami,Human Light
492,Diplomat #492,954,161.8498443563,7,Bowser Spike,Opal Crest,Blue Stripe,Harvester,Elite Visor,Ningen,Human Light
774,Diplomat #774,954,161.8498443563,7,Malven Steel,Doxx Cloth,Blue Stripe,Harvester,Dynastro,Tsukuyomi,Human Dark
1850,Diplomat #1850,954,161.8498443563,7,Oculeper,Vanguard Lite,Red Stripe,Harvester,Elite Visor,Amikiri,Human Tan
1909,Diplomat #1909,954,161.8498443563,7,Hammer Top,Steelknit,Red Stripe,Harvester,Quadnik,Ningen,Human Dark
1927,Diplomat #1927,954,161.8498443563,7,Oculeper,Strapped Vest,White Stripe,Harvester,Copper Amaterasu,Teke Teke,Human Tan
1933,Diplomat #1933,954,161.8498443563,7,Bowser Spike,McFly Red,Blue Stripe,Harvester,Dynastro,Tsukuyomi,Human Tan
2046,Diplomat #2046,954,161.8498443563,7,Copper Top,Opal Crest,White Stripe,Harvester,Prisi Mask,Ogama,Human Dark
2057,Diplomat #2057,954,161.8498443563,7,Malven Steel,Strapped Vest,Green Stripe,Harvester,Horn Mount,Ubume,Human Tan
2158,Diplomat #2158,954,161.8498443563,7,Malven Steel,Jettison Jacket,Red Stripe,Harvester,Dynastro,Shinigami,Human Tan
2521,Diplomat #2521,954,161.8498443563,7,Opal Pad,Opal Crest,Red Stripe,Harvester,Shogunata Teal,Oni,Human Light
2754,Diplomat #2754,954,161.8498443563,7,Copper Top,Doxx Cloth,Blue Stripe,Harvester,Bronze Crown,Oni,Redborn
3030,Diplomat #3030,954,161.8498443563,7,Hammer Top,McFly Red,Red Stripe,Harvester,Oval Bead,Uwan,Human Dark
3158,Diplomat #3158,954,161.8498443563,7,Corsaira Blue,Opal Crest,Green Stripe,Harvester,Shogunata Teal,Jami,Human Tan
3261,Diplomat #3261,954,161.8498443563,7,White Guard,Naucloth,Red Wave,Harvester,Sho Amaterasu,Shinigami,Redborn
3301,Diplomat #3301,954,161.8498443563,7,White Guard,Opal Crest,Red Wave,Harvester,Horn Mount,Issie,Human Tan
3369,Diplomat #3369,954,161.8498443563,7,Hammer Top,McFly Red,Blue Stripe,Harvester,Aero Amaterasu,Uwan,Human Dark
3521,Diplomat #3521,954,161.8498443563,7,Bowser Spike,Steelknit,Red Wave,Harvester,Ovenbug,Issie,Human Dark
3827,Diplomat #3827,954,161.8498443563,7,Bowser Spike,Rich Kid Punk,White Stripe,Harvester,Elite Visor,Mononoke,Human Dark
4090,Diplomat #4090,954,161.8498443563,7,Oculeper,Doxx Cloth,Green Stripe,Harvester,Shogunata Ice,Kechibi,Human Dark
4175,Diplomat #4175,954,161.8498443563,7,Copper Top,Doxx Cloth,Dark Wave,Harvester,Shogunata Ice,Teke Teke,Human Dark
2334,Diplomat #2334,979,161.82397107,7,Hammer Black,Poor Man Armor,Black Portal,Magnate,Sho Amaterasu,Waira,Woodborn
3027,Diplomat #3027,980,161.6491821046,7,Copper Top,Jettison Jacket,Dark Wave,Harvester,Orivac Emerald,Ogama,Human Tan
1389,Diplomat #1389,981,161.6491821046,7,Oculeper,Strapped Vest,Green Stripe,Harvester,Orivac Emerald,Teke Teke,Human Light
2530,Diplomat #2530,981,161.6491821046,7,Bowser Spike,Naucloth,Green Stripe,Harvester,Orivac Emerald,Mononoke,Human Dark
1873,Diplomat #1873,983,161.2930066079,7,Novice Guard,Jettison Jacket,Green Stripe,Harvester,Shogunata Teeth,Amikiri,Dragon Scale
1403,Diplomat #1403,984,160.6792228739,7,Green Spirit,Ragged Wear,Gold Stripe,Magnate,Horn Mount,Shinigami,Nekrit
2348,Diplomat #2348,985,160.5355066079,7,Novice Guard,Gold Crock,White Stripe,Harvester,Ice Amaterasu,Ubume,Human Tan
2912,Diplomat #2912,985,160.5355066079,7,Iron Pad,Sentinel Vest,Red Wave,Harvester,Oval Bead,Tanuki,Human Tan
3129,Diplomat #3129,985,160.5355066079,7,Imitation Opal,Emerald Crock,Dark Wave,Harvester,Dark Amaterasu,Kechibi,Human Light
969,Diplomat #969,988,160.5355066079,7,Shimonti Spike,Sentinel Vest,Red Wave,Harvester,Shogunata Face,Ho-o,Human Light
3860,Diplomat #3860,988,160.5355066079,7,Novice Guard,Gold Crock,Dark Wave,Harvester,Gui Amaterasu,Ogama,Redborn
680,Diplomat #680,990,160.4785606222,7,Novice Guard,Vanguard Lite,Purple Portal,Magnate,Orivac Emerald,Oni,Tarborn
871,Diplomat #871,990,160.4785606222,7,Bishop Steel,Rich Kid Punk,Blue Portal,Magnate,Orivac Emerald,Ogama,Tarborn
1065,Diplomat #1065,990,160.4785606222,7,Corsaira Blue,McFly Black,Grey Wave,Magnate,Visor Amaterasu,Iyaya,Nekrit
2609,Diplomat #2609,993,160.4267228739,7,D'orki Spike,The Zoot,Gold Stripe,Magnate,Prisi Mask,Mizuchi,Woodborn
1054,Diplomat #1054,994,160.3590702725,7,Diodot,Poor Man Armor,White Stripe,Harvester,Bronze Crown,Gashadokuru,Blueborn
1488,Diplomat #1488,995,160.3348443563,7,Copper Top,Gold Crock,Red Wave,Harvester,Lilac Amaterasu,Mononoke,Human Tan
2407,Diplomat #2407,995,160.3348443563,7,Malven Steel,Ragged Wear,Blue Stripe,Harvester,Shogunata Face,Mononoke,Human Light
3089,Diplomat #3089,995,160.3348443563,7,Bowser Spike,Ragged Wear,Dark Wave,Harvester,Bronze Crown,Waira,Redborn
3519,Diplomat #3519,995,160.3348443563,7,White Guard,Emerald Crock,White Stripe,Harvester,Lilac Amaterasu,Mononoke,Human Tan
3923,Diplomat #3923,999,160.2778983706,7,Corsaira Blue,Imitation McFly,Blue Portal,Magnate,Orivac Emerald,Kechibi,Dragon Scale
2653,Diplomat #2653,1000,160.2090504601,7,Gold Grip,Steelknit,Gold Stripe,Magnate,Dark Amaterasu,Keneo,Blueborn
2619,Diplomat #2619,1001,159.9803202725,7,Diodot,Blue Cloak,Blue Stripe,Harvester,Copper Amaterasu,Jami,Human Light
4088,Diplomat #4088,1001,159.9803202725,7,Diodot,Strapped Vest,Dark Wave,Harvester,Ice Amaterasu,Amikiri,Human Light
3537,Diplomat #3537,1003,159.7936976085,7,Copper Top,Gold Crock,Blue Wave,Magnate,Oval Bead,Genbu,Nekrit
2302,Diplomat #2302,1004,159.6692228739,7,D'orki Spike,Racer Wear,Gold Portal,Magnate,Bronze Crown,Uwan,Tarborn
1284,Diplomat #1284,1005,159.6543699327,7,Lilac Firm,Blue Cloak,Grey Wave,Magnate,Shogunata Teeth,Kechibi,Human Light
383,Diplomat #383,1006,159.3078341941,7,Gold Grip,Poor Man Armor,Blue Stripe,Harvester,Aero Amaterasu,Oni,Human Light
1863,Diplomat #1863,1006,159.3078341941,7,Gold Grip,Poor Man Armor,Red Wave,Harvester,Shogunata Ice,Samebito,Human Tan
1348,Diplomat #1348,1008,159.2959611534,7,Bishop Steel,Athletica,Red Wave,Harvester,Prisi Mask,Keneo,Human Dark
3361,Diplomat #3361,1009,159.1799891937,7,White Guard,Ragged Wear,Pink Wave,Magnate,Yellow Rays,Anmo,Human Light
3142,Diplomat #3142,1010,159.1370450695,7,Ragnarake,Jettison Jacket,Green Stripe,Harvester,Ovenbug,Mononoke,Human Light
3584,Diplomat #3584,1011,159.1132985042,7,Lilac Firm,The Zoot,Grey Wave,Magnate,Shogunata Teeth,Anmo,Human Light
4500,Diplomat #4500,1012,159.0952989017,7,Malven Steel,Athletica,Dark Wave,Harvester,Shogunata Face,Shinigami,Human Light
2112,Diplomat #2112,1013,159.0205066079,7,Bishop Steel,Sentinel Vest,Dark Wave,Harvester,Gui Amaterasu,Kechibi,Nekrit
4052,Diplomat #4052,1013,159.0205066079,7,Novice Guard,McFly Black,Dark Wave,Harvester,Aero Amaterasu,Enenra,Redborn
4083,Diplomat #4083,1015,158.9877865385,7,Diodot,Poor Man Armor,Gold Stripe,Magnate,Lilac Amaterasu,Gashadokuru,Vulcani
4520,Diplomat #4520,1016,158.9843598602,7,D'orki Spike,Imitation McFly,Steel Portal,Magnate,Ovenbug,Genbu,Dragon Scale
995,Diplomat #995,1017,158.9635606222,7,Corsaira Blue,Racer Wear,Gold Portal,Magnate,Oval Bead,Keneo,Nekrit
3530,Diplomat #3530,1017,158.9635606222,7,Hammer Top,Racer Wear,Gold Portal,Magnate,Oval Bead,Shinigami,Nekrit
4081,Diplomat #4081,1017,158.9635606222,7,Oculeper,Gold Crock,Pink Wave,Magnate,Visor Amaterasu,Keneo,Nekrit
719,Diplomat #719,1020,158.9635606222,7,Hammer Black,Racer Wear,Gold Stripe,Magnate,Aero Amaterasu,Tanuki,Redborn
2398,Diplomat #2398,1020,158.9635606222,7,Oculeper,Racer Wear,Gold Portal,Magnate,Dynastro,Teke Teke,Blueborn
3683,Diplomat #3683,1020,158.9635606222,7,Opal Pad,Emerald Crock,Gold Stripe,Magnate,Oval Bead,Teke Teke,Redborn
3907,Diplomat #3907,1020,158.9635606222,7,Foreguard,Sentinel Vest,Steel Portal,Magnate,Dark Amaterasu,Mizuchi,Blueborn
3943,Diplomat #3943,1020,158.9635606222,7,Copper Top,Gold Crock,Blue Portal,Magnate,Aero Amaterasu,Mizuchi,Blueborn
4406,Diplomat #4406,1020,158.9635606222,7,Copper Top,Gold Crock,Grey Wave,Magnate,Prisi Mask,Kechibi,Blueborn
2067,Diplomat #2067,1026,158.8198443563,7,Oculeper,Steelknit,Dark Wave,Harvester,Shogunata Ice,Mononoke,Redborn
506,Diplomat #506,1027,158.7628983706,7,Copper Top,Racer Wear,Steel Portal,Magnate,Orivac Emerald,Teke Teke,Blueborn
179,Diplomat #179,1028,158.6090365385,7,Diodot,Jettison Jacket,Pink Wave,Magnate,Shogunata Rays,Uwan,Tarborn
3103,Diplomat #3103,1029,158.5848106222,7,Oculeper,Vanguard Lite,Steel Portal,Magnate,Lilac Amaterasu,Gashadokuru,Vulcani
2026,Diplomat #2026,1030,158.4653202725,7,Diodot,Doxx Cloth,Blue Stripe,Harvester,Bronze Crown,Tsukuyomi,Nekrit
3799,Diplomat #3799,1031,158.4296774194,7,D'orki Spike,Athletica,Gold Portal,Magnate,Bronze Crown,Ningen,Dragon Scale
4016,Diplomat #4016,1032,158.4067228739,7,Ferret Grip,Gold Crock,Gold Stripe,Magnate,Shogunata Teeth,Samebito,Human Tan
580,Diplomat #580,1033,158.2630066079,7,Ferret Grip,Poor Man Armor,Green Stripe,Harvester,Shogunata Rays,Waira,Human Tan
767,Diplomat #767,1033,158.2630066079,7,Corsaira Red,The Zoot,Red Wave,Harvester,Yellow Rays,Uwan,Human Light
2678,Diplomat #2678,1035,158.1542228739,7,D'orki Spike,Vanguard Lite,Purple Portal,Magnate,Elite Visor,Kechibi,Tarborn
2535,Diplomat #2535,1036,158.0623443563,7,Oculeper,The Zoot,White Stripe,Harvester,Shogunata Teal,Hihi,Human Dark
2705,Diplomat #2705,1036,158.0623443563,7,Hammer Black,The Zoot,Dark Wave,Harvester,Shogunata Ice,Enenra,Human Dark
3424,Diplomat #3424,1036,158.0623443563,7,Malven Steel,The Zoot,Dark Wave,Harvester,Quadnik,Ho-o,Human Light
3924,Diplomat #3924,1036,158.0623443563,7,Foreguard,Poor Man Armor,Red Wave,Harvester,Shogunata Ice,Enenra,Human Tan
4060,Diplomat #4060,1036,158.0623443563,7,Corsaira Blue,The Zoot,White Stripe,Harvester,Ovenbug,Jami,Human Tan
577,Diplomat #577,1041,157.9241735248,7,Diodot,Sentinel Vest,Steel Portal,Magnate,Ice Amaterasu,Genbu,Nekrit
1222,Diplomat #1222,1042,157.892754804,7,Malven Steel,Rich Kid Punk,Black Portal,Harvester,Shogunata Rays,Ho-o,Human Light
2390,Diplomat #2390,1043,157.7240151677,7,White Guard,Athletica,Steel Portal,Magnate,Aero Amaterasu,Samebito,Blueborn
2755,Diplomat #2755,1044,157.7218598602,7,Corsaira Red,Poor Man Armor,Pink Wave,Magnate,Shogunata Ice,Genbu,Tarborn
1364,Diplomat #1364,1045,157.6920925524,7,Hammer Black,McFly Black,Black Portal,Harvester,Orivac Emerald,Issie,Human Dark
1395,Diplomat #1395,1046,157.6492228739,7,Green Spirit,Ragged Wear,Blue Portal,Magnate,Bronze Crown,Ubume,Dragon Scale
338,Diplomat #338,1047,157.6220450695,7,Ragnarake,Emerald Crock,Blue Stripe,Harvester,Lilac Amaterasu,Waira,Human Dark
1447,Diplomat #1447,1048,157.1790504601,7,Gold Grip,Doxx Cloth,Steel Portal,Magnate,Gui Amaterasu,Kudan,Tarborn
2562,Diplomat #2562,1048,157.1790504601,7,Gold Grip,Ragged Wear,Grey Wave,Magnate,Yellow Rays,Kudan,Human Dark
4368,Diplomat #4368,1050,157.135254804,7,Malven Steel,The Zoot,Black Portal,Harvester,Shogunata Ice,Mizuchi,Blueborn
1534,Diplomat #1534,1051,157.0940365385,7,Diodot,Poor Man Armor,Gold Stripe,Magnate,Shogunata Teeth,Keneo,Dragon Scale
2864,Diplomat #2864,1051,157.0940365385,7,Diodot,Sentinel Vest,Steel Portal,Magnate,Aero Amaterasu,Ho-o,Nekrit
