ID,Name,Rank,Rarity_Score,Arms,Attributes,Background,Bandana,Eyes,Grill,Head,Nose,Skin,Torso,Tribe,Wings
647,Flux #647,395,258.9722739044,Fire Signs,11,Tribal Khaki,Magneto,Blasted,Berry,Hardcore Fat,Staunch,Pool,Furrr,420 Familia,Demigod
140,Flux #140,396,258.8791130939,420,11,Regz,Magneto,Blind King,Smile,Happy Camper,Tracks,Animal Chin,Furrr,Meta Maker,Stock Cap
733,Flux #733,397,258.6918683667,Warrior,11,Regz,Magneto,Glazed,Cracked Gold,Angel,Smol,Sunny,OG Flux,Yesterdays Children,Ocean Buff
236,Flux #236,398,258.5975746027,Sicheezy Armour,10,Minty Fresh,none,Pink Eye,Drippy,REKT,Tracks,Fingerprint,Thug Life,Deviant Devs,Damascus
906,Flux #906,399,258.5854304597,420,11,Regz,Crips,Blasted,Blood Orange,Floater,Honour Bone,Hulk,Panther Furrr,Deviant Devs,Panther Buff
1134,Flux #1134,400,258.5694313327,Pinkish,10,Blue Dreams,Minty Fresh,Scanner,Sativa,Panther Print,Bullish Silver,Underwater,none,Meta Maker,Patchwork Golden
1072,Inspectah C,401,258.4883400127,Sensei Armour,11,Blue Dreams,Minty Fresh,Scanner,GM,Lurkers,Phat,Sunny,Suede,Deviant Devs,Patchwork Golden
449,Flux #449,402,258.4611482909,Tribal Signs Armour,10,Tribal Khaki,Magneto,3rd Eye Woke,Tribal,Angel,Staunch,Pinky Power,none,Yesterdays Children,Damascus
691,Flux #691,403,258.4373112343,Cheetah,11,Blue Dreams,Crips,Hornet,Minty Fresh,REKT,Staunch,Golden,Hungry,Deviant Devs,Level Up
111,Flux #111,404,258.1801111954,Handstyles,9,Purple Haze,none,Hornet,Smile,Third Eye Laker,Worship,Grimm,Thug Life,Trackside Tyrants,none
848,Flux #848,405,258.1547989754,420,11,Minty Fresh,Sunny Side,Woke,Kush,REKT,Honour Bone,Tangerine,Gold Tooth,Meta Maker,Panther Buff
448,Flux #448,406,257.7413209644,Sicheezy Armour,11,Tribal Blue Dreams,Minty Fresh,Crimson Night,Blueprint,Wood Stock,Staunch,Stone,Panther Furrr,Trackside Tyrants,Archangel
398,Flux #398,407,257.7326907472,XTZS,11,Orange Kush,Cheetah Gang,Golden Eye,Minty Fresh,Angel,Smol,Grape,Yeah Dope,420 Familia,Damascus
598,Moose,408,257.6258186658,Fury,11,Tribal Khaki,Minty Fresh,Pink Eye,Sativa,Basic Back Up,Bullish Golden,Khaki,Suede,Yesterdays Children,NY Fat
972,Flux #972,409,257.5316317593,420,10,Blue Dreams,Crips,Pink Eye,Tribal,Hardcore Fat,Bullish Silver,Pinky Power,none,Meta Maker,NY Fat
246,Flux #246,410,257.4761358441,Sicheezy Armour,11,Minty Fresh,Crips,Crimson Night,OG,Wood Stock,Honour Bone,Pool,Baller,Deviant Devs,Archangel
760,Flux #760,411,257.1715388781,none,10,Orange Kush,Magneto,Scanner,Drippy,Wood Stock,Honour Bone,Pinky Power,OG Flux,Late Night Lurkers,Patchwork Golden
739,Flux #739,412,256.4029897622,Regulators,10,Purple Haze,Magneto,Emerald Gaze,Dope Grill,Floater,Jr Bone,Golden,none,Meta Maker,Mint Buff
1085,Flux #1085,413,256.218654106,Fury,11,Sunny,Magneto,Concrete,Bandaged,Fluxing,Smol,Khaki,Hungry,Yesterdays Children,Ocean Buff
831,Flux #831,414,256.1703751763,420,11,Khaki,Crips,3rd Eye Woke,Shattered,HODL,Bullish Golden,Minty Fresh,Hungry,Deviant Devs,Level Up
16,Flux #16,415,256.1495796184,420,11,Blue Dreams,Minty Fresh,Liquid Lust,Panther,Hardcore Fat,Bullish Golden,Animal Chin,Hungry,Future Primitives,Level Up
852,Flux #852,416,256.1040389968,Tribal Signs Armour,11,Pinky Power,Sunny Side,Chill,Gold Digger,Fluxing,Smol,Animal Chin,Furrr,420 Familia,Ocean Buff
530,Flux #530,417,255.8650844715,Lurkers,11,Regz,Cheetah Gang,Flame Walker,Smile,Angel,Tracks,Grape,JPEGS,420 Familia,Level Up
368,Flux #368,418,255.3157553809,none,9,Tribal Green Goblin,none,Blind King,Berry,Lurkers,Tracks,Leopard,Panther Furrr,Blockchain Vandals,Damascus
220,Flux #220,419,255.261940376,Handstyles,11,Tribal Khaki,Crips,3rd Eye Woke,Purps,Panther Print,Honour Bone,Tangerine,Yeah Dope,Creative Creatures,Demigod
660,Flux #660,420,255.2436146306,Handstyles,10,Khaki,none,Scanner,GM,3rd Eye Fly,Bullish Golden,Sunny,Yeah Dope,Future Primitives,NY Fat
636,Flux #636,421,255.1951365352,none,9,Minty Fresh,Sunny Side,Crimson Night,Shattered,Dragon Fly,Staunch,Purple Haze,Yeah Dope,Meta Maker,none
839,Flux #839,422,255.1215831152,Lurkers,11,Tribal Blue Dreams,Crips,Glazed,Blueprint,Stoned,Worship,Pinky Power,Strong,Blockchain Vandals,Demigod
1027,Flux #1027,423,255.0501589534,Cheetah,11,Purple Haze,Sunny Side,Golden Eye,Panther,OG Bucket,Worship,Animal Chin,Panther Furrr,Future Primitives,Archangel
748,Flux #748,424,254.6921412098,Earth Worship,11,Minty Fresh,Magneto,Scanner,Bandaged,Marker,Bullish Golden,Minty Fresh,Yeah Dope,Trackside Tyrants,Panther Buff
635,Flux #635,425,254.613505608,Sensei Armour,11,Pinky Power,Magneto,3rd Eye Woke,Gold Digger,Drippy,Worship,Golden,JPEGS,Yesterdays Children,Panther Buff
163,Flux #163,426,254.4481870599,Fire Signs,11,Khaki,Crips,Concrete,Shattered,Horny,Smol,Grimm,Hungry,Trackside Tyrants,Damascus
613,Flux #613,427,254.4434108823,Regulators,10,Tribal Khaki,Sunny Side,All Seeing Eye,Kush,Universal Banana,Staunch,Fingerprint,Baller,Fatcap Fanatics,none
600,Flux #600,428,254.3525520905,Sicheezy Armour,11,Blue Dreams,Crips,Scanner,Panther,Marker,Honour Bone,Overcast,Furrr,Meta Maker,Panther Buff
352,Flux #352,429,254.2872900028,Earth Worship,10,Blue Dreams,none,Headset,Tribal,Panther Print,Tracks,Grape,Thug Life,Yesterdays Children,Demigod
970,The Witch Doctor,430,254.2651999616,420,11,Pinky Power,Sunny Side,3rd Eye Woke,Kush,Floater,Honour Bone,Grape,Baller,Creative Creatures,Demigod
273,Flux #273,431,253.9667329093,Vines,10,Tribal Blue Dreams,none,Glazed,GM,OG Bucket,Tracks,Minty Fresh,OG Flux,Blockchain Vandals,Mint Buff
421,Flux #421,432,253.5408059378,Lurkers,11,Khaki,Minty Fresh,Glazed,Tribal,Angel,Tracks,Underwater,JPEGS,Meta Maker,Panther Buff
1133,Flux #1133,433,253.5093133089,Sicheezy Armour,11,Khaki,Sunny Side,Glazed,Minty Fresh,3rd Eye Fly,Smol,Khaki,Hungry,Fatcap Fanatics,Patchwork Golden
709,Flux #709,434,253.0786396903,Lurkers,11,Orange Kush,Sunny Side,Glazed,Smile,REKT,Staunch,Pinky Power,Baller,Future Primitives,Panther Buff
57,Flux #57,435,252.7682124928,Warrior,10,Tribal Green Goblin,none,Concrete,Bandaged,Cheetah,Bullish Golden,Pool,Panther Furrr,Meta Maker,Panther Buff
648,Flux #648,436,252.6704719115,Golden Eggs,11,Tribal Blue Dreams,Crips,3rd Eye Bugged,Panther,Buck Teeth,Jr Bone,Golden,Yeah Dope,Meta Maker,Mint Buff
1126,Flux #1126,437,252.5311497796,Tribal Signs Armour,10,Pinky Power,Magneto,Crimson Night,Kush,Panther Print,Tracks,Tangerine,none,Late Night Lurkers,Panther Buff
892,Flux #892,438,252.506431249,420,11,Orange Kush,Minty Fresh,Headset,Minty Fresh,Basic Back Up,Honour Bone,Urban Camo,Yeah Dope,Future Primitives,Archangel
640,Flux #640,439,252.4766345524,Sensei Armour,10,Regz,Crips,Crimson Night,Drippy,Third Eye Laker,Phat,Purple Haze,none,Fatcap Fanatics,Panther Buff
480,Flux #480,440,252.4547007822,Sicheezy Armour,10,Regz,Crips,Scanner,Smile,Panther Print,Bullish Silver,Underwater,OG Flux,Fatcap Fanatics,none
340,Flux #340,441,252.2732471455,Vines,10,Tribal Minty Fresh,none,Liquid Lust,Drippy,Drippy,Staunch,Grimm,Furrr,Fatcap Fanatics,Mint Buff
720,Flux #720,442,252.1128991169,XTZS,11,Blue Dreams,Sunny Side,Chill,Tribal,Horny,Phat,Leopard,Baller,Trackside Tyrants,Panther Buff
362,Flux #362,443,251.8175470568,none,10,Tribal Khaki,Minty Fresh,3rd Eye Bugged,Panther,Marker,Tracks,Pool,OG Flux,Yesterdays Children,Level Up
1192,Flux #1192,444,251.8082191377,Sensei Armour,11,Orange Kush,Crips,Emerald Gaze,Cracked Gold,Horny,Worship,Ocean Print,JPEGS,Deviant Devs,Patchwork Golden
706,Flux #706,445,251.7742225298,Sensei Armour,11,Green Goblin,Magneto,Laker,Berry,OG Bucket,Tracks,Stone,Suede,Late Night Lurkers,Demigod
797,Flux #797,446,251.6877716056,none,10,Orange Kush,Sunny Side,Husky,Tribal,OG Bucket,Staunch,Hulk,Furrr,Late Night Lurkers,Panther Buff
144,Flux #144,447,251.3180163707,420,9,Orange Kush,Minty Fresh,Night Vision,Kush,Drippy,Honour Bone,Minty Fresh,none,Trackside Tyrants,none
211,Flux #211,448,251.2922216685,XTZS,11,Pinky Power,Magneto,Glazed,Sativa,Marker,Jr Bone,Purple Haze,Suede,Meta Maker,Ocean Buff
566,Flux #566,449,251.214766535,Pinkish,11,Orange Kush,Crips,Cyclops Mask,Tribal,Horny,Smol,Hulk,Hungry,Deviant Devs,Level Up
522,Flux #522,450,251.1902073167,XTZS,10,Khaki,none,Blind King,Drippy,Floater,Smol,Leopard,JPEGS,Yesterdays Children,Ocean Buff
1218,Flux #1218,451,251.1433325477,Regulators,11,Khaki,Minty Fresh,Scanner,OG,Demigod,Honour Bone,Tangerine,Baller,Creative Creatures,NY Fat
908,Flux #908,452,251.1008241019,Fury,11,Purple Haze,Magneto,Scanner,Smile,Marker,Staunch,Khaki,Hungry,Deviant Devs,Damascus
980,Flux #980,453,251.0067369489,Vines,11,Sunny,Magneto,Scanner,Smile,Basic Back Up,Staunch,Purple Haze,Suede,Late Night Lurkers,Stock Cap
48,Flux #48,454,250.8173849839,Ceremonial,10,Tribal Minty Fresh,none,Laker,Purps,Buck Teeth,Worship,Minty Fresh,Hungry,Meta Maker,NY Fat
406,Flux #406,455,250.8159407759,Rope Bind,11,Regz,Sunny Side,Liquid Lust,Berry,OG Bucket,Worship,Khaki,Suede,Fatcap Fanatics,Damascus
438,Flux #438,456,250.7728996156,Tribal Signs Armour,11,Purple Haze,Minty Fresh,Chill,Gold Digger,Stoned,Phat,Golden,Hungry,420 Familia,NY Fat
715,Flux #715,457,250.7394620809,Fire Signs,11,Tribal Blue Dreams,Magneto,3rd Eye Trust,Drippy,Panther Print,Jr Bone,Golden,JPEGS,Fatcap Fanatics,NY Fat
298,Flux #298,458,250.7073593335,Golden Eggs,11,Tribal Khaki,Minty Fresh,Hornet,Berry,Bull Run,Bullish Silver,Tangerine,Gold Tooth,Fatcap Fanatics,Level Up
107,Flux #107,459,250.679712066,Lurkers,10,Pinky Power,none,Laker,Sativa,REKT,Tracks,Overcast,Baller,Fatcap Fanatics,Ocean Buff
680,Flux #680,460,250.6575557482,420,10,Sunny,Minty Fresh,3rd Eye Woke,Tribal,Dragon Fly,Bullish Silver,Sunny,Baller,Meta Maker,none
1272,Flux Master Mike,461,250.5243201135,none,10,Purple Haze,Sunny Side,Scanner,Bandaged,Cheetah,Tracks,Purple Haze,Furrr,Blockchain Vandals,Level Up
30,Flux #30,462,250.1515935881,Fire Signs,11,Pinky Power,Minty Fresh,Scanner,Bandaged,Gas Wars 21,Staunch,Sunny,Panther Furrr,Trackside Tyrants,Damascus
914,Flux #914,463,249.6902265372,420,11,Blue Dreams,Minty Fresh,Emerald Gaze,Berry,Angel,Jr Bone,Overcast,Yeah Dope,Future Primitives,Archangel
987,Flux #987,464,249.6440864656,Sicheezy Armour,11,Sunny,Crips,SUS,Dope Grill,Angel,Golden Bone,Animal Chin,Strong,Late Night Lurkers,Ocean Buff
36,Flux #36,465,249.5906114355,Rope Bind,9,Tribal Khaki,none,Night Vision,Shattered,Bull Run,Worship,Fingerprint,Strong,420 Familia,none
381,Flux #381,466,249.1489519402,Golden Eggs,11,Orange Kush,Minty Fresh,Crimson Night,Gold Digger,3rd Eye Laker,Jr Bone,Purple Haze,Panther Furrr,Meta Maker,Archangel
1138,Flux #1138,467,249.0777158216,Vines,10,Green Goblin,none,Scanner,Sativa,Lurkers,Bullish Golden,Minty Fresh,Strong,Meta Maker,Patchwork Golden
267,Kush Eye Flyguy,468,248.9213857822,Handstyles,11,Regz,Cheetah Gang,SUS,Blueprint,REKT,Golden Bone,Pinky Power,JPEGS,Future Primitives,Patchwork Golden
546,Flux #546,469,248.8678816573,Ceremonial,11,Minty Fresh,Magneto,Headset,Blood Orange,OG Bucket,Honour Bone,Urban Camo,OG Flux,Deviant Devs,Demigod
428,Flux #428,470,248.7466331731,Cheetah,11,Tribal Blue Dreams,Magneto,Chill,Panther,OG Bucket,Tracks,Pool,Panther Furrr,Blockchain Vandals,Demigod
258,Flux #258,471,248.5058387437,Fire Signs,11,Orange Kush,Crips,Liquid Lust,OG,Horny,Smol,Pool,Suede,Deviant Devs,Stock Cap
537,Flux #537,472,248.1303897762,Golden Eggs,11,Blue Dreams,Minty Fresh,3rd Eye Bugged,Sativa,Panther Print,Bullish Silver,Golden,Hungry,Deviant Devs,Panther Buff
732,Flux #732,473,247.9425413013,Earth Worship,10,Purple Haze,Sunny Side,Flame Walker,Cheetah Laker,OG Bucket,Worship,Stone,JPEGS,420 Familia,none
2207,Flux #2207,474,247.5782469109,none,8,Regz,none,Golden Eye,Shattered,Fluxing,Bullish Golden,Ocean Print,Strong,Meta Maker,none
621,Flux #621,475,247.57013337,Golden Eggs,11,Tribal Blue Dreams,Sunny Side,Emerald Gaze,Smile,OG Bucket,Bullish Golden,Khaki,OG Flux,Creative Creatures,NY Fat
46,Flux #46,476,247.4433639231,Regulators,10,Khaki,none,Crimson Night,Bandaged,Wood Stock,Phat,Panther,Yeah Dope,Future Primitives,Panther Buff
227,Flux #227,477,247.1432497926,Fury,11,Minty Fresh,Crips,Emerald Gaze,Panther,OG Bucket,Worship,Purple Haze,Strong,Meta Maker,Level Up
1185,Flux #1185,478,246.4725257207,Handstyles,11,Khaki,Sunny Side,Night Vision,Cheetah Laker,Horny,Honour Bone,Ocean Print,Suede,Deviant Devs,NY Fat
707,Flux #707,479,246.3273665764,Earth Worship,10,Khaki,Sunny Side,Liquid Lust,Bandaged,Fluxing,Golden Bone,Pinky Power,none,Blockchain Vandals,Patchwork Golden
1042,Flux #1042,480,246.1767651444,Handstyles,11,Regz,Sunny Side,Concrete,Blueprint,Cheetah,Golden Bone,Tangerine,Baller,Yesterdays Children,Ocean Buff
541,Flux #541,481,246.0872691793,Fire Signs,11,Tribal Blue Dreams,Sunny Side,Hornet,Drippy,OG Bucket,Staunch,Hulk,OG Flux,Late Night Lurkers,Demigod
475,Flux #475,482,245.9841348342,Fire Signs,11,Purple Haze,Sunny Side,Hornet,Panther,OG Bucket,Bullish Golden,Hulk,Yeah Dope,Creative Creatures,Panther Buff
2224,Flux #2224,483,245.4435838244,none,8,Tribal Blue Dreams,Crips,Liquid Lust,Blueprint,Demigod,Tracks,Ocean Print,none,Yesterdays Children,none
822,Flux #822,484,245.3239666624,Ceremonial,11,Sunny,Magneto,3rd Eye Woke,Drippy,3rd Eye Fly,Smol,Fingerprint,Gold Tooth,420 Familia,Ocean Buff
644,Flux #644,485,244.8713671785,420,10,Purple Haze,none,Husky,Minty Fresh,Demigod,Honour Bone,Urban Camo,Suede,Yesterdays Children,NY Fat
1737,Flux #1737,486,244.1441593458,XTZS,8,Khaki,none,Laker,Smile,3rd Eye Laker,Phat,Leopard,none,Late Night Lurkers,none
1139,Flux #1139,487,244.1220579921,Golden Eggs,10,Green Goblin,none,Crimson Night,Panther,Wood Stock,Bullish Silver,Urban Camo,Yeah Dope,Blockchain Vandals,Stock Cap
359,Flux #359,488,243.6789619975,Lurkers,11,Orange Kush,Sunny Side,Pink Eye,Kush,3rd Eye Fly,Honour Bone,Underwater,Suede,Blockchain Vandals,Panther Buff
1099,Flux #1099,489,243.3809845011,Ceremonial,10,Blue Dreams,none,Night Vision,Drippy,Horny,Jr Bone,Fingerprint,JPEGS,Creative Creatures,Ocean Buff
373,Flux #373,490,243.1260787235,none,9,Sunny,none,Flame Walker,Drippy,OG Bucket,Jr Bone,Overcast,Suede,420 Familia,Patchwork Golden
931,Flux #931,491,242.5105278906,Pinkish,9,Purple Haze,none,Scanner,Sativa,Angel,Staunch,Animal Chin,none,420 Familia,Damascus
951,Flux #951,492,242.4986402261,Rope Bind,10,Blue Dreams,none,Crimson Night,Bandaged,Universal Banana,Tracks,Tangerine,Furrr,Meta Maker,NY Fat
902,Flux #902,493,242.3807356608,Regulators,11,Tribal Blue Dreams,Sunny Side,Glazed,Tribal,Horny,Bullish Silver,Stone,OG Flux,Fatcap Fanatics,Level Up
1028,Flux #1028,494,242.2814146677,XTZS,11,Khaki,Crips,Blind King,GM,Universal Banana,Golden Bone,Grimm,Furrr,Meta Maker,Stock Cap
251,Flux #251,495,241.6124734329,Regulators,11,Khaki,Cheetah Gang,3rd Eye Woke,Blueprint,Stoned,Golden Bone,Overcast,Baller,Fatcap Fanatics,Demigod
353,Flux #353,496,241.5700490892,Pinkish,10,Tribal Khaki,none,All Seeing Eye,Gold Digger,Happy Camper,Tracks,Pool,Hungry,420 Familia,NY Fat
539,Flux #539,497,241.2803142308,Handstyles,11,Pinky Power,Minty Fresh,3rd Eye Woke,Cracked Gold,Dragon Fly,Golden Bone,Stone,Suede,Trackside Tyrants,Ocean Buff
1160,Flux #1160,498,241.2583961373,Golden Eggs,11,Purple Haze,Crips,Glazed,Bandaged,Horny,Jr Bone,Stone,JPEGS,Late Night Lurkers,Damascus
812,Flux #812,499,240.8719496302,Tribal Signs Armour,10,Sunny,none,Scanner,Bandaged,Gas Wars 21,Bullish Silver,Grimm,Furrr,Deviant Devs,Mint Buff
425,Flux #425,500,240.8129255526,420,10,Pinky Power,none,3rd Eye Trust,Berry,Cheetah,Staunch,Leopard,Gold Tooth,Yesterdays Children,Level Up
1289,Flux #1289,501,240.8051544276,Warrior,10,Orange Kush,Crips,Glazed,Purps,Horny,Jr Bone,Underwater,Furrr,Deviant Devs,none
431,Flux #431,502,240.3552653295,Handstyles,11,Tribal Blue Dreams,Cheetah Gang,Shadow Warrior,Blood Orange,REKT,Worship,Hulk,JPEGS,Fatcap Fanatics,Ocean Buff
994,Flux #994,503,239.6898469531,Fire Signs,10,Green Goblin,none,Woke,Berry,OG Bucket,Phat,Leopard,Furrr,Meta Maker,NY Fat
1004,Flux #1004,504,239.0111558996,Regulators,10,Blue Dreams,none,Crimson Night,Shattered,HODL,Staunch,Purple Haze,JPEGS,420 Familia,Stock Cap
637,Flux #637,505,238.9863983644,Rope Bind,11,Tribal Blue Dreams,Magneto,3rd Eye Bugged,Smile,Horny,Honour Bone,Ocean Print,Furrr,Fatcap Fanatics,Level Up
24,Flux #24,506,238.6135340322,Regulators,11,Khaki,Cheetah Gang,3rd Eye Bugged,Blood Orange,Fluxing,Phat,Urban Camo,Suede,Blockchain Vandals,Patchwork Golden
1119,Flux #1119,507,238.3504687849,Golden Eggs,10,Khaki,Crips,Headset,Panther,3rd Eye Laker,Smol,Animal Chin,none,Yesterdays Children,Ocean Buff
1130,Flux #1130,508,237.8396034477,Earth Worship,11,Khaki,Minty Fresh,Woke,Minty Fresh,Horny,Bullish Golden,Urban Camo,Suede,Fatcap Fanatics,Patchwork Golden
504,Flux #504,509,237.717303867,Lurkers,9,Sunny,Crips,Cyclops Mask,Tribal,HODL,Bullish Silver,Underwater,none,Yesterdays Children,none
311,Flux #311,510,237.6951969274,Rope Bind,11,Tribal Blue Dreams,Cheetah Gang,3rd Eye Woke,Cheetah Laker,Bull Run,Golden Bone,Purple Haze,Gold Tooth,Blockchain Vandals,Mint Buff
282,Flux #282,511,237.3774364365,Sensei Armour,11,Pinky Power,Cheetah Gang,SUS,Sativa,Third Eye Laker,Bullish Golden,Grimm,Suede,Future Primitives,Ocean Buff
650,Flux #650,512,237.3048018182,XTZS,11,Green Goblin,Magneto,Husky,Drippy,Angel,Golden Bone,Minty Fresh,OG Flux,Future Primitives,NY Fat
766,Flux #766,513,236.6301014209,Lurkers,11,Orange Kush,Crips,Chill,Blood Orange,Basic Back Up,Staunch,Fingerprint,Gold Tooth,420 Familia,Damascus
469,Flux #469,514,236.6234953133,Lurkers,11,Green Goblin,Magneto,Pink Eye,Panther,REKT,Bullish Golden,Khaki,JPEGS,Yesterdays Children,Damascus
750,Flux #750,515,236.2316147762,Lurkers,11,Sunny,Magneto,Emerald Gaze,OG,Hardcore Fat,Bullish Silver,Grimm,Baller,Trackside Tyrants,Damascus
767,Flux #767,516,236.2118553904,Lurkers,11,Green Goblin,Magneto,SUS,Minty Fresh,Hardcore Fat,Bullish Silver,Sunny,Suede,Fatcap Fanatics,Level Up
3682,Flux #3682,517,236.1262626191,Cheetah,8,Tribal Blue Dreams,none,Laker,Cheetah Laker,3rd Eye Laker,Bullish Silver,Minty Fresh,none,ef,none
1716,Flux #1716,518,235.6631583135,none,8,Khaki,Minty Fresh,Hornet,Smile,3rd Eye Fly,Jr Bone,Grape,none,Late Night Lurkers,none
645,Flux #645,519,235.5355656294,Lurkers,11,Regz,Crips,Woke,Smile,Hardcore Fat,Bullish Golden,Stone,Furrr,Future Primitives,Archangel
73,Flux #73,520,235.409177028,Handstyles,11,Sunny,Sunny Side,Woke,Panther,Angel,Smol,Hulk,Panther Furrr,Creative Creatures,Ocean Buff
240,Flux #240,521,234.6119983,Lurkers,11,Purple Haze,Magneto,Liquid Lust,Shattered,3rd Eye Laker,Bullish Golden,Pinky Power,OG Flux,Creative Creatures,Demigod
413,Flux #413,522,234.4612173637,Rope Bind,11,Orange Kush,Cheetah Gang,Blasted,Bandaged,Drippy,Smol,Animal Chin,Hungry,Deviant Devs,Stock Cap
718,Flux #718,523,234.4402196341,Pinkish,11,Khaki,Crips,Liquid Lust,Dope Grill,3rd Eye Laker,Golden Bone,Underwater,Baller,Creative Creatures,Patchwork Golden
579,JAX,524,234.3308521016,Lurkers,11,Regz,Magneto,Concrete,Tribal,Happy Camper,Tracks,Panther,Strong,420 Familia,Stock Cap
1032,Flux #1032,525,234.2039898014,Vines,10,Pinky Power,none,All Seeing Eye,Gold Digger,Horny,Smol,Panther,Yeah Dope,Meta Maker,Archangel
132,Flux #132,526,234.0523903181,Pinkish,11,Blue Dreams,Cheetah Gang,Headset,Blueprint,Floater,Smol,Tangerine,JPEGS,Trackside Tyrants,NY Fat
3276,Flux #3276,527,233.6728714884,none,8,Minty Fresh,none,3rd Eye Trust,Cracked Gold,Demigod,Phat,Leopard,Strong,ef,none
871,Flux #871,528,233.29957761,XTZS,10,Tribal Blue Dreams,Minty Fresh,Headset,Dope Grill,3rd Eye Fly,Smol,Sunny,JPEGS,Late Night Lurkers,none
958,Flux #958,529,233.1578889974,Ceremonial,11,Minty Fresh,Crips,Glazed,Cheetah Laker,Lurkers,Golden Bone,Fingerprint,Gold Tooth,420 Familia,Level Up
177,Flux #177,530,233.155497791,Handstyles,10,Khaki,none,Laker,Panther,Buck Teeth,Golden Bone,Animal Chin,OG Flux,Meta Maker,Ocean Buff
704,Flux #704,531,233.0937945474,Lurkers,11,Pinky Power,Minty Fresh,Woke,Gold Digger,Happy Camper,Bullish Silver,Animal Chin,Strong,Blockchain Vandals,Archangel
1188,Nappa,532,232.9796282909,Handstyles,10,Orange Kush,none,Scanner,Purps,Drippy,Bullish Golden,Purple Haze,Gold Tooth,420 Familia,Stock Cap
894,Flux #894,533,232.6614346213,Handstyles,10,Pinky Power,none,All Seeing Eye,Berry,Horny,Smol,Overcast,Baller,420 Familia,Stock Cap
532,Flux #532,534,232.3202581728,Tribal Signs Armour,11,Pinky Power,Cheetah Gang,Liquid Lust,Gold Digger,Gas Wars 21,Phat,Ocean Print,Gold Tooth,Creative Creatures,Patchwork Golden
872,Flux #872,535,232.1102474014,Warrior,11,Khaki,Magneto,Shadow Warrior,Smile,Hardcore Fat,Tracks,Ocean Print,Suede,Meta Maker,Ocean Buff
3513,Flux #3513,536,231.1066033125,Cheetah,8,Sunny,none,Husky,Panther,Lurkers,Honour Bone,Underwater,none,op,none
924,Flux #924,537,231.0948626831,Regulators,11,Green Goblin,Magneto,Chill,Gold Digger,Cheetah,Jr Bone,Ocean Print,Strong,Blockchain Vandals,Ocean Buff
552,Flux #552,538,231.0086592592,Lurkers,11,Regz,Magneto,Emerald Gaze,Kush,Cheetah,Jr Bone,Purple Haze,OG Flux,Yesterdays Children,Level Up
4088,Flux #4088,539,230.913395721,Warrior,8,Tribal Blue Dreams,none,Woke,Purps,Gas Wars 21,Bullish Golden,Purple Haze,none,ef,none
929,Flux #929,540,230.823274581,Rope Bind,11,Minty Fresh,Magneto,Shadow Warrior,GM,Fluxing,Jr Bone,Grimm,Hungry,420 Familia,Ocean Buff
2570,Flux #2570,541,230.767221412,none,8,Green Goblin,none,Shadow Warrior,OG,Marker,Bullish Golden,Khaki,none,qr,Demigod
1,Flux #1,542,230.6509122999,Warrior,11,Pinky Power,Sunny Side,Glazed,Purps,3rd Eye Laker,Golden Bone,Leopard,JPEGS,Blockchain Vandals,Level Up
799,Flux #799,543,230.5596076168,Lurkers,11,Sunny,Sunny Side,Woke,Drippy,Cheetah,Phat,Leopard,Hungry,420 Familia,Mint Buff
883,Flux #883,544,230.2634520565,Lurkers,10,Tribal Blue Dreams,none,Concrete,Bandaged,3rd Eye Fly,Honour Bone,Panther,Yeah Dope,Creative Creatures,Damascus
3084,Flux #3084,545,229.9001569177,none,8,Purple Haze,none,SUS,GM,Universal Banana,Honour Bone,Grimm,none,ef,Demigod
829,Flux #829,546,229.5339464455,Lurkers,11,Minty Fresh,Minty Fresh,Flame Walker,Smile,Basic Back Up,Phat,Fingerprint,Hungry,Deviant Devs,Level Up
2217,Flux #2217,547,229.3208423647,none,8,Khaki,none,Pink Eye,Bandaged,3rd Eye Fly,Phat,Panther,JPEGS,Trackside Tyrants,none
2507,Flux #2507,548,229.2334154926,none,8,Orange Kush,none,Blind King,Smile,Drippy,Bullish Silver,Sunny,Baller,mn,none
4079,Flux #4079,549,228.7902512979,Warrior,8,Minty Fresh,none,Blasted,Panther,Wood Stock,Honour Bone,Hulk,none,ef,none
1372,Flux #1372,550,228.7050042001,Earth Worship,11,Pinky Power,Sunny Side,Glazed,Bandaged,Third Eye Laker,Worship,Ocean Print,Strong,Trackside Tyrants,Patchwork Golden
557,Flux #557,551,228.652859789,Ceremonial,11,Purple Haze,Magneto,Night Vision,Cheetah Laker,Horny,Phat,Stone,Baller,Creative Creatures,NY Fat
2628,Flux #2628,552,228.6380324629,Earth Worship,8,Khaki,none,Flame Walker,Berry,Angel,Tracks,Animal Chin,none,gh,none
726,Flux #726,553,228.582989787,Regulators,11,Green Goblin,Sunny Side,Cyclops Mask,Dope Grill,Horny,Jr Bone,Grape,Hungry,Blockchain Vandals,Level Up
4086,Flux #4086,554,228.5597013477,none,8,Orange Kush,none,Cyclops Mask,Panther,Gas Wars 21,Staunch,Urban Camo,JPEGS,ef,none
1534,Flux #1534,555,228.5286001268,XTZS,11,Minty Fresh,Minty Fresh,3rd Eye Bugged,Sativa,Fluxing,Worship,Fingerprint,Hungry,Meta Maker,Patchwork Golden
614,Flux #614,556,228.4141910789,Lurkers,11,Minty Fresh,Minty Fresh,Chill,Panther,Happy Camper,Worship,Overcast,Yeah Dope,Trackside Tyrants,Damascus
