ID,Name,Rank,Rarity_Score,Accessory,Attributes,Aura,Background,Bling,Body,Face,Hair,Hand,Hat,Head,Stress,Tool
2248,GOGO #2248,1328,123.19899905974269,,9,Yellow,Swamp,,Denim Vest,Ghoul,Blue,OK,Bowler,Blue,5,
2553,GOGO #2553,1329,123.19560421307433,,7,Yellow,Desert,,Space Jacket,,,Dagger,Padded,Skull,6,
5029,GOGO #5029,1330,123.18965516895422,,9,Blue and Orange,Marsh,,Zombie,Disgusted,,OK,Crown,Blue Goblin,5,Wrench
4985,GOGO #4985,1331,123.1891847730993,,9,Blue,Swamp,,Chef,Ghoul,Black,Mace,Crown,Zombie,2,
413,GOGO #413,1332,123.16753979613232,,9,Red,Mountain,,Space Jacket,Blazed,Blue,OK,Bucket,Blue,5,
3546,GOGO #3546,1333,123.12082859005365,,8,Yellow,Swamp,,Zombie,Ghoul,Purple,Torch,,Blue Goblin,1,
3722,GOGO #3722,1334,123.105905645224,,10,Blue,Desert,Sword,Dinosaur,Unimpressed,Blue,,Crown,Blue,4,Skull
2109,GOGO #2109,1335,123.07537207720702,,9,Yellow,Swamp,,Onesie,Disgusted,Black,,Bowler,Zombie,2,Wrench
3853,GOGO #3853,1336,123.02557122549084,Headset,10,Blue,Marsh,Sword,Denim Vest,Raging,Red Punk,Roboto,,Ashen,4,
853,GOGO #853,1337,123.00302342124569,,8,Blue and Orange,Swamp,,Hoodie,Angry,Black,OK,,Flushed,7,
4590,GOGO #4590,1338,122.95727881020629,,7,Blue,Desert,,Skully,Raging,,,,Imp,4,Skull
2117,GOGO #2117,1339,122.91936178161902,,8,Blue,Swamp,,Armour,Bear,Yellow,Claw,,Bear,3,
2872,GOGO #2872,1340,122.87159855002653,Headset,10,Blue,Crash Site,Sword,Denim Vest,Laughing,Purple,Mace,,Peachy,1,
2216,GOGO #2216,1341,122.85226901933412,,7,Blue,Crash Site,,Hoodie,Laughing,Yellow,,,Bear,1,
2395,GOGO #2395,1342,122.84536112729187,,9,Blue,City,Chain,Chef,Happy,,Roboto,Bucket,Flushed,5,
2338,GOGO #2338,1343,122.83979115492282,Headset,10,Blue,Forest,Sword,Denim Vest,Unimpressed,Green,Roboto,,Peachy,2,
3132,GOGO #3132,1344,122.81371593651973,,8,Blue,Swamp,,Armour,Vampire,Yellow,OK,,Bear,2,
2622,GOGO #2622,1345,122.8080413777645,Headset,10,Blue,Forest,Sword,Dinosaur,Ripped,Red,Fist,,Flushed,1,
486,GOGO #486,1346,122.80361787034651,,9,Blue,Marsh,,Onesie,Shocked,Blue Punk,,Spikes,Ashen,4,Skull
1852,GOGO #1852,1347,122.78374070893364,,9,Yellow,Forest,Chain,Space Jacket,Happy,Blue,Roboto,,Bot,2,
1382,GOGO #1382,1348,122.74027605482051,,8,Blue and Orange,Forest,,Skully,,Blue Punk,Fist,Spikes,Skull,1,
1507,GOGO #1507,1349,122.71891390821081,Headset,10,Red,Swamp,,Denim Vest,Happy,Blue,Phone,Padded,Blue,1,
3817,GOGO #3817,1350,122.71782590070012,,7,Red,Crash Site,,Hoodie,Happy,,,Crown,Imp,1,
416,GOGO #416,1351,122.71763044959069,,9,Red,Marsh,,Chef,Unimpressed,Blue,Torch,Bucket,Bot,3,
5393,GOGO #5393,1352,122.71690249427664,,9,Blue,Forest,,Polo,Bear,Red,Skull,Bucket,Peachy,1,
3084,GOGO #3084,1353,122.70832388201902,,9,Yellow,Desert,,Zombie,Roboto,Blue,OK,,Bot,2,Skull
3588,GOGO #3588,1354,122.707315265,,8,Blue and Orange,Desert,,Purple Tee,Disgusted,Blue,,Bowler,Bot,4,
2768,GOGO #2768,1355,122.6517976979825,,9,Blue and Orange,Island,Chain,Dinosaur,Roboto,Blue Punk,,,Flushed,1,Sword
1994,GOGO #1994,1356,122.62151586500539,,9,Red,Marsh,,Zombie,Tripping,Blue,,Padded,Blue,1,Skull
2524,GOGO #2524,1357,122.55663798649432,,8,Red,Earth,Sword,Hoodie,Ripped,Green,,,Purple Goblin,6,
1326,GOGO #1326,1358,122.51798873487974,,10,Yellow,Marsh,Chain,Denim Vest,Shocked,Red Punk,OK,Spikes,Ashen,5,
5315,GOGO #5315,1359,122.49382763941624,,9,Blue and Orange,Hell,,Denim Vest,Roboto,Purple,Claw,,Ashen,2,Sword
3915,GOGO #3915,1360,122.49098380439426,,9,Yellow,Earth,Chain,Chef,Shocked,Blue,Fist,,Bot,2,
790,GOGO #790,1361,122.49070190724879,,8,Yellow,Crash Site,,Armour,Mask,Purple,Phone,,Blue Goblin,1,
1771,GOGO #1771,1362,122.47990674318773,Headset,10,Red,Desert,,Denim Vest,Vampire,Blue,OK,Bowler,Blue,2,
5509,GOGO #5509,1363,122.4672604642468,,6,Blue and Orange,Desert,,Denim Vest,,,Flames,,Skull,2,
3643,GOGO #3643,1364,122.46594064902463,,9,Blue,Marsh,Sword,Onesie,Vampire,,,Padded,Purple Goblin,1,Wrench
1571,GOGO #1571,1365,122.43244115671553,Headset,10,Blue and Orange,Swamp,Chain,Hoodie,Roboto,,Roboto,Padded,Ashen,4,
5259,GOGO #5259,1366,122.41690423092717,,9,Blue,Swamp,Chain,Space Jacket,Raging,Blue,Claw,,Cat,1,
946,GOGO #946,1367,122.41161390202339,,7,Blue and Orange,Desert,,Hoodie,Shocked,,,Nightcap,Purple Goblin,1,
4196,GOGO #4196,1368,122.35028218906477,,8,Yellow,Forest,,Polo,Laughing,Black,Mace,,Flushed,5,
3503,GOGO #3503,1369,122.33876852928242,Headset,8,Blue,Desert,,Polo,,Red Punk,Torch,,Skull,4,
2890,GOGO #2890,1370,122.30948646463665,,9,Blue and Orange,Marsh,Sword,Denim Vest,Bear,Blue,Claw,,Cat,2,
4305,GOGO #4305,1371,122.28647100066331,,9,Red,Desert,,Armour,Scuba,Blue,Birdy,Padded,Blue,2,
4106,GOGO #4106,1372,122.28622885563678,,9,Blue,Mountain,,Chef,Disgusted,Blue,,Bowler,Bot,2,Skull
1541,GOGO #1541,1373,122.28407525484256,,9,Yellow,Desert,Sword,Dinosaur,Mask,Green,,,Purple Goblin,3,Skull
94,GOGO #94,1374,122.20467560037743,,8,Yellow,Marsh,,Denim Vest,Roboto,,OK,Nightcap,Purple Goblin,2,
4640,GOGO #4640,1375,122.20413910367245,,9,Yellow,City,Chain,Space Jacket,Raging,Blue,OK,,Cat,1,
2136,GOGO #2136,1376,122.19357065472323,,10,Blue and Orange,Earth,Sword,Hoodie,Happy,Black,Dagger,Bowler,Flushed,2,
2179,GOGO #2179,1377,122.13694216021631,,9,Blue,Desert,,Hoodie,Unimpressed,Yellow,OK,Crown,Bear,2,
2433,GOGO #2433,1378,122.08866751226158,,9,Blue and Orange,Desert,Sword,Onesie,Scuba,,,Crown,Ashen,3,Wrench
4121,GOGO #4121,1379,122.06455464855797,,9,Yellow,Forest,,Armour,Ripped,Blue Punk,OK,Spikes,Peachy,5,
1276,GOGO #1276,1380,122.02992285086354,,8,Red,Crash Site,,Polo,Roboto,,Phone,Padded,Flushed,4,
4973,GOGO #4973,1381,122.02546817226761,,8,Blue and Orange,Marsh,,Armour,Roboto,Yellow,Claw,,Bear,1,
5013,GOGO #5013,1382,121.99701189476214,,8,Blue,Desert,,Armour,Raging,Yellow,Birdy,,Bear,2,
3568,GOGO #3568,1383,121.99491250520657,,9,Blue and Orange,Marsh,,Denim Vest,Mask,Red,OK,,Blue Goblin,2,Sword
1809,GOGO #1809,1384,121.98612214905924,,9,Blue and Orange,Hell,Chain,Denim Vest,Ripped,Bubblegum,Dagger,,Ashen,3,
883,GOGO #883,1385,121.97828870901712,,7,Red,City,,Hoodie,Happy,,,Crown,Imp,1,
1911,GOGO #1911,1386,121.9782439359292,,8,Blue,Desert,,Dinosaur,Raging,Blue,Skull,,Cat,2,
4543,GOGO #4543,1387,121.97000289206193,,8,Yellow,Swamp,,Hoodie,Angry,,Fist,Crown,Imp,1,
2658,GOGO #2658,1388,121.94893449077118,,9,Blue,Desert,,Space Jacket,Shocked,Yellow,OK,Crown,Bear,1,
5039,GOGO #5039,1389,121.90541227325484,,9,Yellow,Forest,,Skully,Bear,Bowl,,Spikes,Flushed,5,Skull
4192,GOGO #4192,1390,121.89680207583324,,7,Red,Swamp,,Skully,Disgusted,,,,Demon,1,Wrench
1470,GOGO #1470,1391,121.86985503204367,,7,Red,Marsh,,Zombie,,Purple,,,Skull,5,Skull
4631,GOGO #4631,1392,121.85349606933597,,8,Blue,Island,,Dinosaur,Roboto,Blue,,,Blue Goblin,5,Sword
1705,GOGO #1705,1393,121.8449083992933,,8,Yellow,Swamp,,Zombie,Scuba,,Dagger,,Purple Goblin,1,Wrench
2495,GOGO #2495,1394,121.78875282778884,,8,Blue,Earth,,Denim Vest,Tripping,Yellow,OK,,Bear,2,
2609,GOGO #2609,1395,121.77412131682726,,8,Blue,Marsh,,Denim Vest,Tripping,,OK,Nightcap,Purple Goblin,2,
1298,GOGO #1298,1396,121.74238430327999,,9,Yellow,Crash Site,Sword,Hoodie,Ghoul,Green,Birdy,,Blue Goblin,2,
634,GOGO #634,1397,121.72099539716386,,8,Blue and Orange,Forest,Chain,Purple Tee,Ghoul,Yellow,,,Purple Goblin,1,
1871,GOGO #1871,1398,121.6591756963449,,8,Blue,Swamp,,Hoodie,Shocked,Red Punk,Torch,,Peachy,6,
2331,GOGO #2331,1399,121.6362241675355,,9,Red,Desert,,Space Jacket,Laughing,Black,Fist,Padded,Zombie,4,
64,GOGO #64,1400,121.6032930830384,,8,Yellow,Hell,,Hoodie,Angry,Blue,OK,,Cat,4,
387,GOGO #387,1401,121.59706984111294,,10,Blue and Orange,Desert,Sword,Denim Vest,Bear,Black,Skull,Crown,Zombie,1,
2262,GOGO #2262,1402,121.56661021429215,,7,Blue,Swamp,,Hoodie,Happy,,,Nightcap,Purple Goblin,1,
770,GOGO #770,1403,121.56452509567617,,9,Yellow,Swamp,,Onesie,Roboto,Red,,Crown,Peachy,5,Wrench
778,GOGO #778,1404,121.53737631875599,,7,Blue,Forest,,Polo,,Red,Flames,,Skull,2,
18,GOGO #18,1405,121.50383330345443,,9,Blue and Orange,Forest,,Dinosaur,Roboto,Red Punk,Skull,Spikes,Ashen,1,
4176,GOGO #4176,1406,121.49880453262969,,9,Red,Mountain,,Chef,Shocked,Blue,,Bowler,Bot,1,Skull
5474,GOGO #5474,1407,121.45612235838685,Headset,10,Red,Hell,,Hoodie,Happy,Red Punk,OK,Spikes,Peachy,2,
4352,GOGO #4352,1408,121.43862939142012,,10,Red,Mountain,Sword,Denim Vest,Roboto,Bowl,Skull,,Ashen,1,Skull
3213,GOGO #3213,1409,121.39664900970013,,9,Yellow,Mountain,Chain,Onesie,Laughing,Yellow,,,Purple Goblin,1,Wrench
4500,GOGO #4500,1410,121.35335838744597,,8,Blue,City,,Polo,Bear,Blue Punk,Flames,,Flushed,1,
1664,GOGO #1664,1411,121.32408888144371,,8,Red,Marsh,,Armour,Happy,,OK,Nightcap,Purple Goblin,2,
2879,GOGO #2879,1412,121.31716957670382,,8,Red,City,,Denim Vest,Unimpressed,Yellow,OK,,Bear,2,
2264,GOGO #2264,1413,121.31701192160023,,7,Yellow,Mountain,Chain,Hoodie,,Bowl,,,Skull,6,
3233,GOGO #3233,1414,121.31346448316897,,8,Yellow,Forest,,Polo,Raging,,,Bucket,Flushed,2,Sword
4291,GOGO #4291,1415,121.30074612956666,,8,Red,Desert,,Chef,Bear,,OK,Nightcap,Purple Goblin,2,
4019,GOGO #4019,1416,121.28500762495975,,6,Blue and Orange,Marsh,,Purple Tee,Shocked,,,,Ashen,4,
846,GOGO #846,1417,121.20886569637003,,8,Red,Marsh,Chain,Denim Vest,Vampire,,OK,,Imp,3,
3773,GOGO #3773,1418,121.15092305278907,,8,Blue and Orange,Swamp,,Zombie,,Purple,Claw,,Skull,1,Wrench
5406,GOGO #5406,1419,121.12751624748785,,7,Yellow,Hell,,Polo,,Blue Punk,Skull,,Skull,1,
1680,GOGO #1680,1420,121.09956353268872,,7,Red,Marsh,,Skully,Ripped,Black,,,Zombie,6,
2905,GOGO #2905,1421,121.0139866375122,,9,Blue,Hell,,Denim Vest,Unimpressed,Blue Punk,Phone,Spikes,Flushed,4,
93,GOGO #93,1422,120.96285462712223,,9,Blue and Orange,Swamp,,Armour,Bear,Blue,Birdy,Crown,Cat,1,
2113,GOGO #2113,1423,120.94211965038798,,8,Blue,City,,Chef,Blazed,Bubblegum,Fist,,Ashen,4,
3395,GOGO #3395,1424,120.93889727864719,,8,Red,Desert,,Denim Vest,,Red Punk,Skull,Spikes,Skull,5,
2444,GOGO #2444,1425,120.91642862920853,,8,Yellow,Marsh,,Dinosaur,Shocked,,Claw,Bowler,Peachy,6,
3747,GOGO #3747,1426,120.90076855445524,,8,Yellow,Swamp,,Hoodie,Angry,,OK,Nightcap,Purple Goblin,1,
1295,GOGO #1295,1427,120.89890203654443,,9,Blue and Orange,Marsh,,Polo,Unimpressed,Blue,OK,Padded,Bot,1,
434,GOGO #434,1428,120.85351955557516,Headset,10,Red,Swamp,,Skully,Happy,Black,Flames,Crown,Flushed,2,
1820,GOGO #1820,1429,120.84760671581239,,9,Blue and Orange,Desert,,Denim Vest,Roboto,Blue,Torch,Padded,Bot,2,
5240,GOGO #5240,1430,120.79308225270664,,9,Blue and Orange,Desert,,Dinosaur,Ghoul,Bowl,Torch,Spikes,Blue Goblin,2,
3421,GOGO #3421,1431,120.76937944161806,,8,Blue and Orange,Desert,,Denim Vest,Roboto,,OK,Nightcap,Purple Goblin,1,
453,GOGO #453,1432,120.71249097955042,,9,Red,Earth,,Armour,Shocked,Red Punk,Flames,Spikes,Flushed,1,
1648,GOGO #1648,1433,120.67655502197879,,8,Blue,Marsh,,Denim Vest,Blazed,,Roboto,,Imp,2,Skull
355,GOGO #355,1434,120.63234928708387,,9,Blue,Marsh,Chain,Armour,Laughing,Blue,Claw,,Cat,2,
1271,GOGO #1271,1435,120.59809259418404,,6,Red,Swamp,Sword,Purple Tee,,,,,Skull,1,
1938,GOGO #1938,1436,120.59694973377594,Headset,10,Yellow,Crash Site,Sword,Hoodie,Bear,Bowl,Claw,,Ashen,2,
5173,GOGO #5173,1437,120.59680237966225,Headset,9,Blue and Orange,Island,Chain,Space Jacket,Vampire,Yellow,,,Blue Goblin,3,
95,GOGO #95,1438,120.59154582505784,Headset,10,Blue and Orange,Desert,,Space Jacket,Ripped,Blue,Fist,Crown,Blue,1,
1803,GOGO #1803,1439,120.58963367555951,Headset,9,Yellow,Island,,Chef,Blazed,Black,Roboto,,Zombie,2,
5085,GOGO #5085,1440,120.56020331567755,,9,Red,City,Sword,Denim Vest,Disgusted,,Phone,Bowler,Peachy,5,
329,GOGO #329,1441,120.54723538625318,,8,Blue and Orange,Swamp,Sword,Space Jacket,Blazed,,Roboto,,Imp,1,
1025,GOGO #1025,1442,120.53657260546741,,7,Yellow,Marsh,,Chef,Vampire,,Fist,,Blue Goblin,6,
1763,GOGO #1763,1443,120.52812524430007,,9,Yellow,Swamp,,Denim Vest,Disgusted,Yellow,OK,Crown,Bear,2,
898,GOGO #898,1444,120.47829340691653,,9,Yellow,Desert,Chain,Hoodie,Shocked,Black,Skull,,Ashen,6,
2288,GOGO #2288,1445,120.46161877559231,Headset,9,Yellow,Island,,Skully,Raging,Blue,,,Blue,3,Wrench
5099,GOGO #5099,1446,120.44290395749071,Headset,9,Blue,Hell,,Armour,Disgusted,Bubblegum,Claw,,Ashen,2,
279,GOGO #279,1447,120.39086751278494,,8,Red,Hell,,Purple Tee,Angry,Blue,,Crown,Bot,1,
2513,GOGO #2513,1448,120.36742797527434,,9,Blue,Island,Sword,Onesie,Shocked,Purple,,,Ashen,1,Wrench
2462,GOGO #2462,1449,120.3547568462375,Headset,10,Blue,Desert,,Denim Vest,Unimpressed,Blue Punk,Mace,Spikes,Ashen,1,
3887,GOGO #3887,1450,120.33392721803301,Headset,10,Blue and Orange,Marsh,Chain,Dinosaur,Angry,Red Punk,OK,,Ashen,5,
4005,GOGO #4005,1451,120.32652325436045,,8,Blue and Orange,Desert,,Denim Vest,Bear,Blue,Fist,,Cat,4,
2157,GOGO #2157,1452,120.29812242941512,,8,Red,Marsh,,Zombie,Tripping,Blue,,,Bot,1,Wrench
2346,GOGO #2346,1453,120.29049897666124,,6,Blue,Marsh,,Polo,,,OK,,Skull,3,
2364,GOGO #2364,1454,120.28488021587654,,8,Blue and Orange,Island,,Chef,Laughing,Bubblegum,Skull,,Ashen,3,
1235,GOGO #1235,1455,120.26435622694817,,8,Blue,Desert,,Hoodie,Ghoul,Blue,OK,,Cat,3,
5475,GOGO #5475,1456,120.24596452741037,Headset,10,Yellow,Earth,,Space Jacket,Ripped,Red,Birdy,Crown,Peachy,1,
2461,GOGO #2461,1457,120.17879388943119,,8,Blue,Swamp,,Zombie,Ghoul,Purple,Birdy,,Blue Goblin,1,
5091,GOGO #5091,1458,120.13246158548768,,10,Red,Marsh,Sword,Denim Vest,Raging,Red Punk,Fist,Spikes,Peachy,1,
5299,GOGO #5299,1459,120.13178372361827,,9,Blue and Orange,Marsh,Chain,Hoodie,Mask,Green,Mace,,Blue Goblin,1,
3150,GOGO #3150,1460,120.12464916000552,,10,Blue,Swamp,,Denim Vest,Happy,Blue Punk,Dagger,Spikes,Ashen,1,Skull
3149,GOGO #3149,1461,120.06929514869545,,8,Red,Hell,,Zombie,Disgusted,Green,Dagger,,Blue Goblin,3,
2703,GOGO #2703,1462,120.06897840715358,,9,Yellow,Marsh,,Armour,Ripped,Blue,Roboto,Bowler,Bot,3,
2886,GOGO #2886,1463,120.05467898796383,,8,Yellow,Mountain,,Zombie,Angry,Yellow,,,Blue Goblin,1,Wrench
1015,GOGO #1015,1464,120.0044324814679,Headset,10,Yellow,Crash Site,,Armour,Unimpressed,Blue Punk,OK,Spikes,Ashen,1,
2128,GOGO #2128,1465,119.92358396328757,,9,Yellow,Desert,,Zombie,Bear,Black,,Crown,Zombie,2,Skull
2590,GOGO #2590,1466,119.91336312788575,,8,Blue,Forest,Sword,Purple Tee,Shocked,Bubblegum,,,Peachy,1,
501,GOGO #501,1467,119.88846693212187,,8,Blue and Orange,Earth,,Zombie,Blazed,Green,Phone,,Blue Goblin,3,
3573,GOGO #3573,1468,119.8069773735627,,9,Yellow,Island,,Chef,Unimpressed,Blue Punk,Roboto,Spikes,Ashen,1,
3801,GOGO #3801,1469,119.78277288403972,,8,Red,Marsh,Chain,Purple Tee,Unimpressed,Blue,,,Cat,2,
1206,GOGO #1206,1470,119.77173120728045,,10,Blue,Swamp,Sword,Denim Vest,Unimpressed,Red,Mace,Bucket,Peachy,4,
3408,GOGO #3408,1471,119.75430880106059,,8,Blue,Forest,Sword,Hoodie,Happy,,OK,,Imp,1,
4133,GOGO #4133,1472,119.75307584617775,Headset,9,Yellow,Marsh,,Denim Vest,Raging,Bubblegum,Flames,,Peachy,2,
226,GOGO #226,1473,119.74580592104168,,7,Blue and Orange,Forest,,Zombie,Ghoul,,,,Blue Goblin,1,Wrench
3427,GOGO #3427,1474,119.73469928836893,,9,Blue and Orange,Hell,,Dinosaur,Bear,Red,,Bucket,Peachy,2,Sword
3380,GOGO #3380,1475,119.71302721489084,,9,Red,City,,Space Jacket,Disgusted,Blue,Fist,Padded,Blue,1,
1689,GOGO #1689,1476,119.69755808504081,,9,Yellow,Forest,,Denim Vest,Disgusted,Blue Punk,Roboto,Spikes,Ashen,3,
3904,GOGO #3904,1477,119.69579439128474,,9,Yellow,Marsh,Chain,Armour,Mask,,Dagger,Bowler,Peachy,3,
1844,GOGO #1844,1478,119.65552582109144,,7,Blue,Swamp,,Chef,Roboto,,,,Demon,2,Wrench
4877,GOGO #4877,1479,119.65428247973786,,10,Blue and Orange,City,Sword,Denim Vest,Ripped,Bowl,Phone,,Ashen,1,Skull
2709,GOGO #2709,1480,119.64326887682468,,8,Red,Forest,,Polo,Happy,Purple,Flames,,Flushed,2,
3742,GOGO #3742,1481,119.6289519548002,,7,Yellow,Hell,,Space Jacket,Blazed,Yellow,,,Bear,1,
1958,GOGO #1958,1482,119.62351121742036,,8,Red,Desert,,Chef,Unimpressed,,,Crown,Imp,2,Wrench
3561,GOGO #3561,1483,119.60943791503719,,8,Red,Hell,Chain,Space Jacket,Roboto,Blue,,,Cat,3,
4109,GOGO #4109,1484,119.56476368275713,,8,Blue and Orange,Desert,Sword,Hoodie,Raging,Yellow,,,Bear,3,
672,GOGO #672,1485,119.4737680903898,,9,Blue,Swamp,,Armour,Happy,Blue,Torch,Padded,Bot,2,
38,GOGO #38,1486,119.47051205958577,,9,Blue,Swamp,,Polo,Laughing,Red Punk,Dagger,Spikes,Flushed,3,
3931,GOGO #3931,1487,119.46065546810873,,9,Blue and Orange,Swamp,Sword,Purple Tee,Roboto,Blue,,Padded,Blue,3,
3818,GOGO #3818,1488,119.442549257586,,7,Yellow,Island,,Purple Tee,Bear,,,Padded,Blue Goblin,5,
2781,GOGO #2781,1489,119.43675487793197,,8,Blue,Hell,,Onesie,Tripping,Bubblegum,,,Peachy,1,Skull
4637,GOGO #4637,1490,119.42545266422125,,8,Red,Marsh,,Polo,Mask,Black,Phone,,Flushed,1,
4235,GOGO #4235,1491,119.41351899939168,,9,Yellow,Marsh,,Zombie,Unimpressed,Purple,Birdy,,Blue Goblin,1,Wrench
5495,GOGO #5495,1492,119.39075811551248,,9,Yellow,Desert,,Dinosaur,Laughing,Blue,,Padded,Blue,1,Sword
3788,GOGO #3788,1493,119.38832896340122,,9,Yellow,Mountain,,Denim Vest,Blazed,,Torch,Bowler,Flushed,1,Sword
5012,GOGO #5012,1494,119.36804321881448,,8,Blue and Orange,Desert,,Dinosaur,Roboto,Blue,Mace,,Cat,1,
2429,GOGO #2429,1495,119.35802828296868,,9,Red,Earth,Chain,Space Jacket,Ripped,Yellow,Fist,,Purple Goblin,4,
1150,GOGO #1150,1496,119.35095969154683,Headset,10,Blue and Orange,Swamp,,Onesie,Laughing,Black,,Crown,Flushed,2,Wrench
380,GOGO #380,1497,119.33431703947913,,8,Blue and Orange,Forest,,Denim Vest,Roboto,Blue,Skull,,Flushed,6,
4421,GOGO #4421,1498,119.32783184031331,,7,Yellow,Swamp,,Purple Tee,Mask,,,Crown,Blue Goblin,4,
653,GOGO #653,1499,119.31891509490642,Headset,10,Blue and Orange,Marsh,,Skully,Shocked,Red,Fist,Bucket,Peachy,1,
1759,GOGO #1759,1500,119.27013886238827,,9,Red,Crash Site,,Polo,Roboto,Red Punk,OK,Spikes,Flushed,2,
3394,GOGO #3394,1501,119.26751387721252,,8,Blue,Swamp,,Chef,Roboto,Blue,Mace,,Cat,3,
1333,GOGO #1333,1502,119.19178458813029,,8,Blue,Marsh,,Chef,Laughing,,,Crown,Demon,1,Skull
1629,GOGO #1629,1503,119.17683901994242,,8,Blue,Crash Site,,Dinosaur,Disgusted,Red Punk,,,Flushed,4,Sword
2279,GOGO #2279,1504,119.1293839766637,,8,Blue and Orange,Marsh,,Skully,Mask,Green,Torch,,Purple Goblin,1,
4195,GOGO #4195,1505,119.10885582208734,Headset,9,Blue,Island,,Hoodie,Raging,Purple,Flames,,Ashen,2,
2885,GOGO #2885,1506,119.10830281907484,,9,Blue,Mountain,Sword,Hoodie,Ghoul,Black,OK,,Zombie,1,
1009,GOGO #1009,1507,119.05010441361483,Headset,9,Red,Island,,Hoodie,Happy,,Flames,Bowler,Flushed,3,
3352,GOGO #3352,1508,119.03274794918751,,8,Blue,Swamp,,Dinosaur,Raging,,,Crown,Imp,1,Skull
5454,GOGO #5454,1509,118.90785772099684,,9,Blue and Orange,Marsh,,Chef,Ghoul,Black,,Bucket,Zombie,1,Skull
1742,GOGO #1742,1510,118.90673195904738,,10,Yellow,Desert,Chain,Denim Vest,Disgusted,Blue,Mace,Bucket,Blue,1,
1404,GOGO #1404,1511,118.84033033822715,,8,Blue,Swamp,,Onesie,Mask,Red,,,Blue Goblin,3,Skull
436,GOGO #436,1512,118.80742650842235,,10,Blue and Orange,Desert,Chain,Armour,Tripping,Blue Punk,Mace,Spikes,Flushed,2,
4484,GOGO #4484,1513,118.79114589338309,,8,Blue and Orange,Forest,,Polo,Ripped,Red,Torch,,Peachy,4,
4894,GOGO #4894,1514,118.78159687388987,,9,Yellow,Swamp,,Dinosaur,Raging,Red,Flames,,Ashen,1,Sword
1187,GOGO #1187,1515,118.772543477927,,9,Blue,Desert,,Polo,Angry,Blue,OK,Bucket,Bot,1,
914,GOGO #914,1516,118.7525870662589,,10,Blue and Orange,Marsh,Chain,Dinosaur,Laughing,,OK,Padded,Ashen,1,Sword
3351,GOGO #3351,1517,118.72494608218203,,8,Yellow,Forest,,Zombie,Raging,Green,Mace,,Blue Goblin,1,
2052,GOGO #2052,1518,118.72078683856904,,6,Yellow,Earth,,Hoodie,,Black,,,Skull,2,
4134,GOGO #4134,1519,118.67967029526439,,9,Blue,Marsh,Chain,Dinosaur,Disgusted,Blue,,,Blue,4,Sword
2521,GOGO #2521,1520,118.6296088574243,,9,Blue,Mountain,,Space Jacket,Disgusted,Blue,Dagger,Padded,Blue,1,
3582,GOGO #3582,1521,118.62699627466583,,8,Yellow,Hell,Sword,Hoodie,Disgusted,,OK,,Imp,1,
1095,GOGO #1095,1522,118.6121894367567,,10,Blue and Orange,Marsh,Chain,Space Jacket,Unimpressed,Red Punk,Roboto,Spikes,Ashen,1,
2392,GOGO #2392,1523,118.58632306992278,,10,Red,Swamp,Chain,Armour,Tripping,Blue Punk,Birdy,Spikes,Peachy,2,
1104,GOGO #1104,1524,118.53000631318963,,10,Blue,Swamp,Chain,Chef,Tripping,Red Punk,Dagger,Spikes,Ashen,2,
1576,GOGO #1576,1525,118.48147314606308,,9,Blue and Orange,Island,,Armour,Angry,Black,Birdy,Crown,Zombie,2,
5469,GOGO #5469,1526,118.47131159956187,,9,Red,Hell,,Dinosaur,Disgusted,Blue Punk,Claw,Spikes,Flushed,1,
4770,GOGO #4770,1527,118.2834584551714,,7,Red,Swamp,,Space Jacket,Disgusted,,Phone,,Imp,3,
3103,GOGO #3103,1528,118.23881544542832,Headset,9,Yellow,Marsh,,Polo,,Red,OK,,Skull,1,Sword
4562,GOGO #4562,1529,118.23491427448648,,8,Blue and Orange,Hell,,Armour,Laughing,Blue,Claw,,Purple Goblin,6,
5016,GOGO #5016,1530,118.20643874459219,,7,Blue,Marsh,,Armour,Blazed,,Roboto,,Demon,1,
4820,GOGO #4820,1531,118.20120934094109,,9,Red,City,,Space Jacket,Bear,Blue,Phone,Padded,Blue,2,
2767,GOGO #2767,1532,118.19853095179468,Headset,10,Yellow,Mountain,Chain,Hoodie,Laughing,,Mace,Crown,Ashen,2,
1790,GOGO #1790,1533,118.18024783280619,,7,Blue,Swamp,,Chef,Laughing,,Skull,,Imp,2,
2661,GOGO #2661,1534,118.14962297328547,,7,Red,Island,,Dinosaur,Ripped,,,,Flushed,5,Sword
4335,GOGO #4335,1535,118.13344787454378,,9,Blue,Forest,,Skully,Laughing,Blue Punk,,Spikes,Peachy,1,Wrench
1270,GOGO #1270,1536,118.1222510042978,,10,Blue,Swamp,Chain,Hoodie,Happy,Red Punk,Fist,Spikes,Ashen,1,
2550,GOGO #2550,1537,118.12068775515107,,8,Blue and Orange,Hell,,Armour,Shocked,Blue,Mace,,Blue,5,
3191,GOGO #3191,1538,118.08621411229105,,9,Red,Swamp,Sword,Onesie,Vampire,,,Bowler,Blue Goblin,1,Wrench
304,GOGO #304,1539,118.0801104079395,Headset,9,Yellow,Marsh,,Dinosaur,Shocked,,,Padded,Ashen,4,Sword
3872,GOGO #3872,1540,118.0664999410011,Headset,9,Red,Mountain,,Polo,Angry,Green,Phone,,Flushed,1,
