ID,Name,Rank,Rarity_Score,Attributes,Background,Clothing,Eyes,Eyewear,Fur,Headgear,Magnificent,Mouth,Piercings,Tail
2660,Ottez #2660,616,144.6738857440577,8,Purple,Red Varsity,Brown Eyes,Black Wayfarer,Albino,Backwards Cap,,Gritted,,Rainbow
3405,Ottez #3405,617,144.65399610261963,8,Orange,Red Varsity,Tired Eyes,,Brown,Pirate Hat,,Closed,Nose Ring,Plain
861,Ottez #861,618,144.6450043357268,8,Purple,Green Varsity,Starry Eyed,Aviators,Brown,Propeller Hat,,Smile,,Rainbow
788,Ottez #788,619,144.60397058033473,8,Purple,Watermelon Tshirt,Starry Eyed,Rap Shades,Brown,Pink Wig,,Happy,,Plain
2611,Ottez #2611,620,144.53719446459237,8,Dark Grey,Dungarees,Heart Eyes,Morpheus,Fawn,Party Hat,,Human,,Fire
1893,Ottez #1893,621,144.5163199943289,8,Yellow,Plain Tshirt,Sexy Eyes,,Stoner,Exposed Brain,,Gritted,Bull Ring,Plain
311,Ottez #311,622,144.48564504177102,8,Blue,Ottez Tshirt,Cheeky Eyes,Tortoise Shell,Brown,Bobble Hat,,Ape,,Fire
1750,Ottez #1750,623,144.47733430962145,7,Dark Grey,Dungarees,Pretty Eyes,,Stripey Fawn,Exposed Brain,,Gritted,,Plain
1854,Ottez #1854,624,144.45471253871472,8,Green,Punk Leather,Brown Eyes,Xterminator Shades,Brown,Pink Wig,,Smile,,Fire
2266,Ottez #2266,625,144.35258155574022,9,Pink,Ottvana Tshirt,Blue Eyes,Black Wayfarer,Brown,Crockett Hat,,Whistle,Nose Ring,White
287,Ottez #287,626,144.3372251826483,7,Dark Grey,Puffer Jacket,Green Eyes,,Brown,Bunny Ears,,Human,,Metal
3060,Ottez #3060,627,144.32663995090667,8,Purple,Ottvana Tshirt,Wide Eyed,Black Wayfarer,Fawn,Ottez Cap,,Bubblegum,,Rainbow
1055,Ottez #1055,628,144.24808457214215,8,Dark Grey,Black Hoodie,Heart Eyes,Tortoise Shell,Sand,Dreads,,Drool,,Rainbow
3566,Ottez #3566,629,144.14527514792923,8,Blue,Aviator Jacket,Hypnotised,Aviators,Stripey Fawn,Captains Hat,,Happy,,White
3665,Ottez #3665,630,144.12715977144578,8,Green,Black Hoodie,Sexy Eyes,Xterminator Shades,Brown,Bunny Ears,,Tongue Out,,White
3941,Ottez #3941,631,144.12260787538284,8,Dark Grey,Neon Hoodie,Wide Eyed,Adventurer,Sand,Party Hat,,Sick,,Plain
498,Ottez #498,632,144.08765830588098,8,Yellow,Black Hoodie,Heart Eyes,Adventurer,Stoner,Cycling Cap,,Whistle,,Plain
226,Ottez #226,633,143.84207816508152,7,Pink,Punk Leather,Suspicious Eyes,,Grey,Dreads,,Gap Tooth,,White
1481,Ottez #1481,634,143.7441788382437,8,Navy,Plain Tshirt,Cheeky Eyes,Morpheus,Brown,Pirate Hat,,Closed,,White
576,Ottez #576,635,143.66913577456637,8,Pink,Red Leather Jacket,Cheeky Eyes,Tortoise Shell,Purple,Bucket Hat,,Gritted,,Rainbow
1230,Ottez #1230,636,143.65187814373633,8,Pink,Dungarees,Blue Eyes,Rap Shades,Albino,Cycling Cap,,Closed,,White
480,Ottez #480,637,143.58717874635016,9,Purple,Tracksuit,Brown Eyes,Xterminator Shades,Brown,Bamboo Hat,,Sick,Nose Ring,Plain
2150,Ottez #2150,638,143.55092178858737,8,Pink,Green Varsity,Blue Eyes,Rap Shades,Fawn,Ottez Cap,,Ape,,Plain
377,Ottez #377,639,143.532003922901,7,Orange,Ottez Tshirt,Hypnotised,,Stripey Fawn,Yellow Beanie,,Freaky Teeth,,Plain
3224,Ottez #3224,640,143.52297442348532,8,Purple,Plain Tshirt,Tired Eyes,,Albino,Bandana,,Gritted,Nose Ring,White
3299,Ottez #3299,641,143.51254010954614,9,Blue,Ottez Tshirt,Tired Eyes,3D,Brown,Bunny Ears,,Gritted,Bull Ring,Fire
582,Ottez #582,642,143.50176091782907,8,Blue,Black Hoodie,Brown Eyes,Tortoise Shell,Albino,Party Hat,,Closed,,Metal
1278,Ottez #1278,643,143.48379148811563,8,Dark Grey,Neon Hoodie,Hypnotised,Tortoise Shell,Purple,Captains Hat,,Closed,,Rainbow
1074,Ottez #1074,644,143.45896016660194,8,Pink,Ottez Tshirt,Tired Eyes,Heart Shades,Fawn,Orange Beanie,,Ape,,White
3372,Ottez #3372,645,143.44206569427763,9,Blue,Dungarees,Closed Eyes,Tortoise Shell,Brown,Orange Beanie,,Smile,Bull Ring,Plain
1553,Ottez #1553,646,143.30895482491812,8,Purple,Dungarees,Heterochromia,3D,Brown,Ottez Cap,,Gritted,,Plain
2740,Ottez #2740,647,143.2980099562252,9,Pink,Red Varsity,Wide Eyed,Adventurer,Pink,Backwards Cap,,Gap Tooth,Bull Ring,White
2529,Ottez #2529,648,143.2038915625531,7,Yellow,,Heterochromia,Xterminator Shades,Brown,Bobble Hat,,Gritted,,White
2517,Ottez #2517,649,143.12911433571966,8,Purple,Puffer Jacket,Heterochromia,Heart Shades,Fawn,Dreads,,Happy,,Metal
2574,Ottez #2574,650,143.12551377729275,8,Orange,Army Shirt,Heterochromia,Morpheus,Grey,Ottez Cap,,Gritted,,Plain
2400,Ottez #2400,651,143.0535415116822,8,Yellow,Plain Tshirt,Blue Eyes,Adventurer,Brown,Blue Wig,,Ape,,Plain
1651,Ottez #1651,652,142.99919960917708,9,Yellow,Striped Tshirt,Brown Eyes,Tortoise Shell,Purple,Bunny Ears,,Tongue Out,Nose Ring,Metal
2183,Ottez #2183,653,142.96559096304887,8,Orange,Blue Varsity,Cheeky Eyes,Tortoise Shell,Stoner,Pink Wig,,Bubblegum,,White
1642,Ottez #1642,654,142.94958316317184,7,Blue,Dungarees,Green Eyes,,Grey,Cycling Cap,,Ape,,Fire
2424,Ottez #2424,655,142.93463223269072,8,Dark Grey,Plain Tshirt,Heart Eyes,Tortoise Shell,Grey,Bunny Ears,,Happy,,Metal
3589,Ottez #3589,656,142.91860236553308,8,Yellow,Checked Shirt,Wide Eyed,Rap Shades,Stripey Sand,Party Hat,,Bubblegum,,Plain
1053,Ottez #1053,657,142.8752959272329,7,Green,Tunic,Glowing Eyes,,Pink,Bandana,,Happy,,Plain
1682,Ottez #1682,658,142.87481625648346,8,Yellow,Tunic,Sexy Eyes,Heart Shades,Sand,Bandana,,Drool,,Plain
448,Ottez #448,659,142.7840684026103,8,Navy,Checked Shirt,Blue Eyes,Xterminator Shades,Pink,Backwards Cap,,Human,,White
1439,Ottez #1439,660,142.7492928228371,9,Orange,Aviator Jacket,Suspicious Eyes,3D,Stoner,Orange Beanie,,Gritted,Bull Ring,White
2643,Ottez #2643,661,142.69648314447866,8,Pink,Aviator Jacket,Tired Eyes,Morpheus,Brown,Bamboo Hat,,Freaky Teeth,,Plain
692,Ottez #692,662,142.6764243112063,8,Green,Ottvana Tshirt,Green Eyes,3D,Brown,Propeller Hat,,Closed,,Metal
3486,Ottez #3486,663,142.6133716742017,8,Purple,Tunic,Pretty Eyes,Aviators,Stripey Sand,Moped Helmet,,Closed,,White
3507,Ottez #3507,664,142.60050533719618,8,Blue,Army Shirt,Glowing Eyes,Tortoise Shell,Purple,Blue Wig,,Bubblegum,,White
3189,Ottez #3189,665,142.5877810805795,7,Purple,Punk Leather,Tired Eyes,,Purple,Captains Hat,,Tongue Out,,Rainbow
2534,Ottez #2534,666,142.47810054827653,9,Dark Grey,Blue Varsity,Cheeky Eyes,Tortoise Shell,Grey,Exposed Brain,,Gritted,Nose Ring,White
1342,Ottez #1342,667,142.47769530558816,9,Dark Grey,Neon Hoodie,Wide Eyed,Rap Shades,Grey,Cycling Cap,,Sick,Nose Ring,White
32,Ottez #32,668,142.38350736088387,8,Orange,Tracksuit,Cheeky Eyes,Heart Shades,Stripey Sand,Pink Wig,,Whistle,,Rainbow
3031,Ottez #3031,669,142.34554737305297,8,Orange,Red Leather Jacket,Cheeky Eyes,Heart Shades,Grey,Orange Beanie,,Closed,,Fire
426,Ottez #426,670,142.3444616717981,8,Navy,Army Shirt,Wide Eyed,Black Wayfarer,Fawn,Exposed Brain,,Gritted,,Plain
285,Ottez #285,671,142.30493168357754,9,Blue,Watermelon Tshirt,Sexy Eyes,Heart Shades,Stoner,Dreads,,Gap Tooth,Bull Ring,White
629,Ottez #629,672,142.26722779699196,8,Blue,Ottez Tshirt,Brown Eyes,Rap Shades,Brown,Captains Hat,,Ape,,Plain
1987,Ottez #1987,673,142.25339492824173,9,Blue,Green Varsity,Hypnotised,Adventurer,Stripey Sand,Captains Hat,,Gritted,Nose Ring,White
2957,Ottez #2957,674,142.24292760036465,9,Dark Grey,Red Varsity,Glowing Eyes,Rap Shades,Brown,Bamboo Hat,,Tongue Out,Bull Ring,Plain
3579,Ottez #3579,675,142.18435974179008,7,Dark Grey,Ottvana Tshirt,Tired Eyes,,Stoner,Bamboo Hat,,Smile,,Metal
3331,Ottez #3331,676,142.12393255040075,9,Purple,Neon Hoodie,Blue Eyes,Black Wayfarer,Brown,Backwards Cap,,Bubblegum,Nose Ring,Rainbow
3150,Ottez #3150,677,142.0557462063375,8,Navy,Black Hoodie,Brown Eyes,Rap Shades,Albino,Captains Hat,,Gritted,,Plain
2409,Ottez #2409,678,141.84250821666512,8,Green,Punk Leather,Heart Eyes,Rap Shades,Brown,Ottez Cap,,Closed,,Plain
3983,Ottez #3983,679,141.8033860051004,9,Dark Grey,Ottez Tshirt,Wide Eyed,Morpheus,Grey,Crockett Hat,,Gap Tooth,Nose Ring,Plain
2069,Ottez #2069,680,141.73024739195176,8,Pink,Checked Shirt,Glowing Eyes,Aviators,Brown,Propeller Hat,,Gap Tooth,,White
3241,Ottez #3241,681,141.7081724014833,8,Orange,Plain Tshirt,Pretty Eyes,Tortoise Shell,Grey,Bunny Ears,,Drool,,Plain
1297,Ottez #1297,682,141.6956914147681,8,Blue,Vegas Shirt,Suspicious Eyes,Heart Shades,Brown,Bamboo Hat,,Bubblegum,,Metal
1412,Ottez #1412,683,141.6369682171205,8,Dark Grey,Double Vest,Sexy Eyes,Aviators,Brown,Bucket Hat,,Ape,,Plain
2846,Ottez #2846,684,141.63010653965796,8,Dark Grey,Dungarees,Closed Eyes,Black Wayfarer,Brown,Ottez Cap,,Happy,,Rainbow
3642,Ottez #3642,685,141.61800718391424,7,Dark Grey,Aviator Jacket,Green Eyes,,Stripey Fawn,Bobble Hat,,Sick,,Plain
3652,Ottez #3652,686,141.60416614032488,8,Pink,Plain Tshirt,Blue Eyes,Aviators,Sand,Blue Wig,,Ape,,White
895,Ottez #895,687,141.5954802645542,8,Dark Grey,Punk Leather,Glowing Eyes,Black Wayfarer,Fawn,Bobble Hat,,Closed,,Metal
3887,Ottez #3887,688,141.5615388895596,8,Orange,Puffer Jacket,Starry Eyed,Heart Shades,Fawn,Bamboo Hat,,Gritted,,White
2601,Ottez #2601,689,141.36301968344253,8,Dark Grey,Red Varsity,Sexy Eyes,Heart Shades,Sand,Exposed Brain,,Smile,,Plain
174,Ottez #174,690,141.2621681223883,9,Orange,Dungarees,Tired Eyes,Aviators,Fawn,Exposed Brain,,Happy,Nose Ring,White
2035,Ottez #2035,691,141.20395740893002,8,Navy,Green Varsity,Tired Eyes,Tortoise Shell,Fawn,Exposed Brain,,Smile,,Fire
2963,Ottez #2963,692,141.18413731513667,8,Blue,Dungarees,Closed Eyes,Tortoise Shell,Sand,Ottez Cap,,Smile,,White
2323,Ottez #2323,693,141.09590076297772,9,Pink,Army Shirt,Tired Eyes,Rap Shades,Sand,Blue Wig,,Bubblegum,Bull Ring,Rainbow
1616,Ottez #1616,694,141.04239191640474,8,Purple,Green Varsity,Brown Eyes,Tortoise Shell,Fawn,Pirate Hat,,Happy,,White
2580,Ottez #2580,695,141.02950436730205,9,Orange,Green Varsity,Brown Eyes,Black Wayfarer,Pink,Bunny Ears,,Gritted,Nose Ring,Rainbow
1483,Ottez #1483,696,141.0203566669661,8,Yellow,,Closed Eyes,Tortoise Shell,Purple,Ottez Cap,,Happy,Bull Ring,Metal
1442,Ottez #1442,697,141.01741138796788,7,Dark Grey,Army Shirt,Hypnotised,,Stripey Fawn,Bandana,,Freaky Teeth,,White
3628,Ottez #3628,698,140.9039476102123,8,Green,Plain Tshirt,Closed Eyes,Tortoise Shell,Brown,Party Hat,,Gritted,,Fire
484,Ottez #484,699,140.8772233387491,8,Yellow,Blue Varsity,Cheeky Eyes,Black Wayfarer,Stripey Sand,Bandana,,Bubblegum,,Metal
2151,Ottez #2151,700,140.7828980475558,8,Navy,Neon Hoodie,Heart Eyes,Black Wayfarer,Fawn,Dreads,,Smile,,Rainbow
3141,Ottez #3141,701,140.7714470748508,8,Blue,Black Hoodie,Suspicious Eyes,Rap Shades,Sand,Bucket Hat,,Ape,,White
3109,Ottez #3109,702,140.7591547475864,9,Yellow,Vegas Shirt,Cheeky Eyes,Heart Shades,Fawn,Moped Helmet,,Drool,Bull Ring,White
2375,Ottez #2375,703,140.61086857947652,9,Blue,Plain Tshirt,Closed Eyes,Aviators,Grey,Bucket Hat,,Smile,Nose Ring,White
8,Ottez #8,704,140.51562559397593,8,Blue,Double Vest,Glowing Eyes,Morpheus,Stripey Fawn,Moped Helmet,,Gritted,,White
1177,Ottez #1177,705,140.50012873297086,8,Blue,Red Varsity,Heart Eyes,3D,Stripey Fawn,Captains Hat,,Happy,,Plain
2293,Ottez #2293,706,140.37665370516,8,Navy,Ottvana Tshirt,Heart Eyes,Rap Shades,Grey,Bandana,,Gritted,,Plain
1857,Ottez #1857,707,140.34349454045096,8,Yellow,Dungarees,Glowing Eyes,Heart Shades,Stripey Sand,Moped Helmet,,Closed,,Rainbow
3333,Ottez #3333,708,140.3212306431293,7,Blue,Red Varsity,Brown Eyes,,Grey,Pirate Hat,,Happy,,Plain
3912,Ottez #3912,709,140.30917822613475,8,Navy,Blue Varsity,Heart Eyes,Aviators,Fawn,Party Hat,,Human,,Plain
393,Ottez #393,710,140.20625935578045,7,Pink,Plain Tshirt,Hypnotised,,Stripey Fawn,Blue Wig,,Human,,White
598,Ottez #598,711,140.20150676885834,8,Green,Dungarees,Blue Eyes,Tortoise Shell,Brown,Army Helmet,,Ape,,White
2055,Ottez #2055,712,140.14846109042776,9,Dark Grey,Plain Tshirt,Tired Eyes,Morpheus,Purple,Pink Wig,,Gap Tooth,Bull Ring,Fire
94,Ottez #94,713,140.01721056423233,7,Dark Grey,Neon Hoodie,Brown Eyes,Adventurer,Stripey Fawn,,,Bubblegum,,Plain
3580,Ottez #3580,714,139.97554437097884,8,Dark Grey,Dungarees,Brown Eyes,Black Wayfarer,Stripey Sand,Moped Helmet,,Bubblegum,,Plain
1614,Ottez #1614,715,139.93903767597158,9,Pink,Plain Tshirt,Glowing Eyes,Heart Shades,Fawn,Moped Helmet,,Whistle,Nose Ring,Plain
3956,Ottez #3956,716,139.87494342042186,9,Orange,Black Hoodie,Tired Eyes,Aviators,Brown,Bucket Hat,,Ape,Nose Ring,Plain
1320,Ottez #1320,717,139.68307069160363,8,Green,Ottvana Tshirt,Brown Eyes,Adventurer,Grey,Moped Helmet,,Tongue Out,,Plain
595,Ottez #595,718,139.66470566793558,7,Pink,Tunic,Blue Eyes,,Brown,Pink Cowboy,,Human,,White
3285,Ottez #3285,719,139.66141909915183,9,Dark Grey,Neon Hoodie,Cheeky Eyes,Xterminator Shades,Stripey Fawn,Bucket Hat,,Gritted,Bull Ring,Fire
3282,Ottez #3282,720,139.616020222874,8,Purple,Plain Tshirt,Brown Eyes,Aviators,Fawn,Dreads,,Ape,,Fire
1335,Ottez #1335,721,139.59358703996904,9,Yellow,Neon Hoodie,Blue Eyes,Rap Shades,Stoner,Bandana,,Smile,Bull Ring,Metal
2852,Ottez #2852,722,139.52745845824424,8,Dark Grey,Black Hoodie,Green Eyes,Rap Shades,Stripey Fawn,Moped Helmet,,Drool,,White
2057,Ottez #2057,723,139.52659538191324,7,Yellow,Plain Tshirt,Heterochromia,,Stripey Fawn,Party Hat,,Happy,,Plain
1947,Ottez #1947,724,139.49564140740458,8,Green,Ottvana Tshirt,Pretty Eyes,,Grey,Bunny Ears,,Smile,Nose Ring,White
2336,Ottez #2336,725,139.48680972757302,8,Purple,Ottvana Tshirt,Green Eyes,3D,Grey,Crockett Hat,,Gritted,,Plain
3999,Ottez #3999,726,139.41441547495617,8,Orange,Dungarees,Cheeky Eyes,Tortoise Shell,Brown,Ottez Cap,,Ape,,Metal
2198,Ottez #2198,727,139.32287510019694,7,Navy,Neon Hoodie,Sexy Eyes,,Sand,Captains Hat,,Drool,,Plain
3723,Ottez #3723,728,139.27035876333446,9,Green,Vegas Shirt,Sexy Eyes,Tortoise Shell,Pink,Orange Beanie,,Bubblegum,Nose Ring,Plain
1512,Ottez #1512,729,139.22346701995758,7,Orange,Plain Tshirt,Heterochromia,,Sand,Bandana,,Happy,,Rainbow
2736,Ottez #2736,730,139.15378404678773,9,Green,Striped Tshirt,Tired Eyes,Rap Shades,Stripey Sand,Backwards Cap,,Human,Nose Ring,Fire
475,Ottez #475,731,139.14151609081208,8,Blue,Checked Shirt,Cheeky Eyes,Adventurer,Brown,Exposed Brain,,Gritted,,Plain
209,Ottez #209,732,139.07864297717293,8,Navy,Red Varsity,Brown Eyes,Rap Shades,Fawn,Bunny Ears,,Whistle,,Fire
1038,Ottez #1038,733,139.070512088721,9,Dark Grey,Punk Leather,Wide Eyed,Aviators,Fawn,Backwards Cap,,Tongue Out,Nose Ring,White
271,Ottez #271,734,139.0152449443085,8,Yellow,Double Vest,Cheeky Eyes,Xterminator Shades,Stoner,Orange Beanie,,Whistle,,Rainbow
3622,Ottez #3622,735,138.98995479878607,8,Purple,Plain Tshirt,Hypnotised,Aviators,Brown,Pink Cowboy,,Gap Tooth,,Plain
594,Ottez #594,736,138.95362236580712,7,Navy,Punk Leather,Tired Eyes,,Grey,Party Hat,,Freaky Teeth,,Rainbow
1441,Ottez #1441,737,138.90936316782052,7,Pink,Red Varsity,Cheeky Eyes,,Grey,Ottez Cap,,Ape,,White
2141,Ottez #2141,738,138.90272174930064,9,Orange,Puffer Jacket,Green Eyes,3D,Sand,Yellow Beanie,,Tongue Out,Nose Ring,Metal
1164,Ottez #1164,739,138.9015600608635,8,Orange,Dungarees,Heart Eyes,Xterminator Shades,Fawn,Pink Wig,,Happy,,White
2721,Ottez #2721,740,138.89792146941008,8,Purple,Punk Leather,Wide Eyed,Tortoise Shell,Brown,Crockett Hat,,Smile,,Metal
3165,Ottez #3165,741,138.87731584067936,8,Navy,Watermelon Tshirt,Heterochromia,,Sand,Cycling Cap,,Smile,Nose Ring,White
2904,Ottez #2904,742,138.83492554566192,8,Green,Plain Tshirt,Brown Eyes,Heart Shades,Albino,Ottez Cap,,Smile,,Fire
3177,Ottez #3177,743,138.78155749337597,8,Orange,Neon Hoodie,Green Eyes,,Stripey Fawn,Crockett Hat,,Closed,Nose Ring,Metal
2526,Ottez #2526,744,138.72219268890095,8,Blue,Tracksuit,Heterochromia,Black Wayfarer,Fawn,Cycling Cap,,Happy,,Fire
371,Ottez #371,745,138.68583550463129,9,Navy,Aviator Jacket,Blue Eyes,Tortoise Shell,Brown,Bobble Hat,,Human,Nose Ring,Fire
2016,Ottez #2016,746,138.6105333791175,8,Yellow,Plain Tshirt,Hypnotised,Aviators,Stoner,Crockett Hat,,Happy,,Rainbow
56,Ottez #56,747,138.59606879663536,9,Purple,Tracksuit,Tired Eyes,Morpheus,Purple,Bunny Ears,,Gritted,Nose Ring,Plain
893,Ottez #893,748,138.59077889532028,8,Blue,Plain Tshirt,Hypnotised,Xterminator Shades,Grey,Bucket Hat,,Sick,,Plain
3755,Ottez #3755,749,138.5369499233152,8,Pink,Ottez Tshirt,Wide Eyed,Xterminator Shades,Fawn,Orange Beanie,,Bubblegum,,Rainbow
1644,Ottez #1644,750,138.5300012730237,9,Navy,Red Varsity,Blue Eyes,Black Wayfarer,Brown,Bunny Ears,,Freaky Teeth,Nose Ring,Fire
2979,Ottez #2979,751,138.51867769775225,8,Blue,Green Varsity,Heterochromia,Tortoise Shell,Brown,Blue Wig,,Gritted,,Fire
2818,Ottez #2818,752,138.5098289747159,8,Purple,Ottvana Tshirt,Pretty Eyes,Heart Shades,Grey,Army Helmet,,Human,,Plain
1688,Ottez #1688,753,138.4482381579668,9,Navy,Green Varsity,Cheeky Eyes,Xterminator Shades,Grey,Bandana,,Human,Bull Ring,White
3090,Ottez #3090,754,138.40168859163282,8,Green,Green Varsity,Suspicious Eyes,Aviators,Grey,Exposed Brain,,Smile,,Plain
954,Ottez #954,755,138.34897265755174,8,Pink,Tracksuit,Glowing Eyes,Xterminator Shades,Stripey Sand,Backwards Cap,,Smile,,Plain
906,Ottez #906,756,138.3293132994698,9,Blue,Army Shirt,Starry Eyed,Heart Shades,Brown,Ottez Cap,,Closed,Nose Ring,Rainbow
2777,Ottez #2777,757,138.25074704980997,8,Purple,Neon Hoodie,Brown Eyes,Xterminator Shades,Brown,Party Hat,,Freaky Teeth,,Fire
1102,Ottez #1102,758,138.13667519829988,7,Orange,Army Shirt,Blue Eyes,,Purple,Crockett Hat,,Drool,,Metal
354,Ottez #354,759,138.12405285906596,9,Pink,Vegas Shirt,Wide Eyed,Adventurer,Sand,Pink Wig,,Freaky Teeth,Bull Ring,Plain
3373,Ottez #3373,760,138.11685423661845,8,Purple,Neon Hoodie,Sexy Eyes,Heart Shades,Grey,Cycling Cap,,Bubblegum,,Plain
713,Ottez #713,761,138.11518857898693,8,Green,Army Shirt,Starry Eyed,Aviators,Stripey Fawn,Ottez Cap,,Closed,,Plain
1301,Ottez #1301,762,138.10774050944374,9,Orange,Black Hoodie,Green Eyes,Rap Shades,Pink,Army Helmet,,Drool,Nose Ring,Plain
3635,Ottez #3635,763,138.08677772583476,8,Pink,Vegas Shirt,Heterochromia,Black Wayfarer,Brown,Orange Beanie,,Gritted,,Rainbow
1517,Ottez #1517,764,138.0629360930662,8,Pink,Tunic,Wide Eyed,Black Wayfarer,Fawn,Yellow Beanie,,Whistle,,Plain
1702,Ottez #1702,765,138.03471137503547,7,Yellow,Blue Varsity,Cheeky Eyes,,Brown,Exposed Brain,,Closed,,Metal
2833,Ottez #2833,766,138.03460812072223,8,Yellow,Double Vest,Tired Eyes,3D,Stripey Fawn,Orange Beanie,,Human,,White
1034,Ottez #1034,767,137.9789341983812,8,Orange,Blue Varsity,Heterochromia,Black Wayfarer,Brown,Dreads,,Smile,,White
1227,Ottez #1227,768,137.94914324330358,9,Blue,Punk Leather,Blue Eyes,Heart Shades,Brown,Army Helmet,,Tongue Out,Nose Ring,White
1187,Ottez #1187,769,137.9246479079572,8,Purple,Dungarees,Heterochromia,3D,Sand,,,Smile,Nose Ring,Plain
1610,Ottez #1610,770,137.90211238653075,8,Blue,Watermelon Tshirt,Heart Eyes,Black Wayfarer,Brown,Captains Hat,,Sick,,Plain
1303,Ottez #1303,771,137.78442326130457,9,Dark Grey,Dungarees,Sexy Eyes,Xterminator Shades,Sand,Cycling Cap,,Bubblegum,Nose Ring,Plain
3348,Ottez #3348,772,137.6958818298541,8,Pink,Vegas Shirt,Wide Eyed,Heart Shades,Purple,Propeller Hat,,Gap Tooth,,White
1760,Ottez #1760,773,137.6512515322827,8,Purple,Black Hoodie,Brown Eyes,Black Wayfarer,Sand,Pirate Hat,,Closed,,White
965,Ottez #965,774,137.5295734237875,8,Orange,Punk Leather,Green Eyes,Black Wayfarer,Fawn,Captains Hat,,Freaky Teeth,,Fire
2215,Ottez #2215,775,137.3996896082945,8,Pink,Red Varsity,Tired Eyes,Black Wayfarer,Stoner,Moped Helmet,,Freaky Teeth,,Metal
3365,Ottez #3365,776,137.24959881137366,9,Dark Grey,Ottez Tshirt,Green Eyes,Tortoise Shell,Stoner,Bunny Ears,,Gritted,Nose Ring,Plain
3934,Ottez #3934,777,137.1813633214697,8,Orange,Double Vest,Heterochromia,Rap Shades,Brown,Ottez Cap,,Happy,,Plain
1117,Ottez #1117,778,137.07346270275593,8,Yellow,Plain Tshirt,Closed Eyes,Heart Shades,Sand,Bucket Hat,,Closed,,Plain
3870,Ottez #3870,779,137.00454967738096,9,Yellow,Double Vest,Wide Eyed,Black Wayfarer,Stripey Fawn,Bandana,,Gap Tooth,Nose Ring,White
3793,Ottez #3793,780,136.9999535916927,8,Navy,Ottvana Tshirt,Cheeky Eyes,Tortoise Shell,Sand,Bamboo Hat,,Freaky Teeth,,White
3908,Ottez #3908,781,136.86276924646586,9,Pink,Ottez Tshirt,Heart Eyes,Tortoise Shell,Pink,Bandana,,Closed,Nose Ring,White
3602,Ottez #3602,782,136.82039576869408,8,Yellow,Ottvana Tshirt,Tired Eyes,Aviators,Brown,Captains Hat,,Sick,,Rainbow
126,Ottez #126,783,136.81848894298668,8,Yellow,Vegas Shirt,Suspicious Eyes,,Stripey Sand,Bunny Ears,,Gritted,Nose Ring,Plain
2577,Ottez #2577,784,136.81591141743618,9,Yellow,Ottez Tshirt,Cheeky Eyes,Black Wayfarer,Stoner,Bamboo Hat,,Freaky Teeth,Nose Ring,Metal
1211,Ottez #1211,785,136.7967083595596,8,Green,Aviator Jacket,Brown Eyes,Rap Shades,Sand,Captains Hat,,Drool,,Plain
2823,Ottez #2823,786,136.5485366464308,8,Purple,Watermelon Tshirt,Starry Eyed,Tortoise Shell,Sand,Bandana,,Closed,,White
2945,Ottez #2945,787,136.49182533102217,9,Yellow,Aviator Jacket,Tired Eyes,Adventurer,Sand,Propeller Hat,,Smile,Nose Ring,White
3267,Ottez #3267,788,136.4581735753078,9,Dark Grey,Checked Shirt,Suspicious Eyes,Xterminator Shades,Sand,Captains Hat,,Whistle,Nose Ring,White
3939,Ottez #3939,789,136.40698088927803,9,Orange,Tunic,Brown Eyes,Aviators,Grey,Backwards Cap,,Bubblegum,Nose Ring,Plain
1492,Ottez #1492,790,136.35394952046494,9,Blue,Ottez Tshirt,Heart Eyes,Morpheus,Grey,Pink Wig,,Gritted,Nose Ring,White
3658,Ottez #3658,791,136.3264616210171,8,Purple,Black Hoodie,Pretty Eyes,Heart Shades,Pink,Army Helmet,,Bubblegum,,Fire
3560,Ottez #3560,792,136.26524846507752,8,Purple,Checked Shirt,Glowing Eyes,Aviators,Sand,Bamboo Hat,,Tongue Out,,White
3275,Ottez #3275,793,136.22952375067226,9,Blue,Aviator Jacket,Blue Eyes,Rap Shades,Sand,Crockett Hat,,Happy,Nose Ring,Rainbow
1845,Ottez #1845,794,136.22941649980007,7,Dark Grey,Punk Leather,Cheeky Eyes,,Brown,Dreads,,Gap Tooth,,Plain
3246,Ottez #3246,795,136.22510717860882,8,Green,Neon Hoodie,Hypnotised,Rap Shades,Purple,Cycling Cap,,Gritted,,Plain
1446,Ottez #1446,796,136.1878648692578,9,Blue,Plain Tshirt,Pretty Eyes,Adventurer,Fawn,Propeller Hat,,Drool,Nose Ring,White
822,Ottez #822,797,136.1537333217875,8,Blue,Checked Shirt,Pretty Eyes,Tortoise Shell,Purple,Pink Cowboy,,Human,,Metal
2164,Ottez #2164,798,136.146236024636,7,Orange,Tracksuit,Sexy Eyes,,Sand,Moped Helmet,,Bubblegum,,Plain
2543,Ottez #2543,799,136.1044853084934,8,Orange,Puffer Jacket,Heart Eyes,Tortoise Shell,Fawn,Orange Beanie,,Bubblegum,,White
2002,Ottez #2002,800,136.100321610667,8,Orange,Aviator Jacket,Sexy Eyes,Tortoise Shell,Grey,Yellow Beanie,,Tongue Out,,Metal
2428,Ottez #2428,801,136.04724708578195,9,Yellow,Checked Shirt,Tired Eyes,Heart Shades,Grey,Propeller Hat,,Gap Tooth,Bull Ring,Plain
217,Ottez #217,802,136.0209766706304,8,Orange,Aviator Jacket,Blue Eyes,Adventurer,Purple,Dreads,,Whistle,,Plain
