ID,Name,Rank,Rarity_Score,Attributes,Background,Foreground,Hat,Head,Jacket,Left Eye,Mouth,Nose,Overlay,Right Eye,Shirt
4383,RAGGEDZ #4383,184,114.4547077298,11,Warm,Cat,Pirate,Bucket,Worn-out-,Button,Zip,Plasters,Evil,Clip,Sewn
4701,RAGGEDZ #4701,185,114.3632518556,11,Evil,Pitchfork,Wizard,Bucket,Worn-out-,Obsidian,Zip,Tetsuo,Smoke,Obsidian,Stained
3765,RAGGEDZ #3765,186,114.3239106169,11,Cold,Cat,,Foam,Doctor,Obsidian,Courier,Fake,Glitter,Spring,Stained
3949,RAGGEDZ #3949,187,114.136687222,10,Forest,,Worn-out,Box,Doctor,Obsidian,Sewn,Clay,Evil,Clip,Hay
4015,RAGGEDZ #4015,188,114.0785725644,11,Warm,Crows,Wizard,Soccer,Punk,Clip,Zip,Clay,Web,Painted,Anarchy
4575,RAGGEDZ #4575,189,114.0351040459,11,Evil,Sunflower,Worn-out,Soccer,Hanged,Obsidian,Saw,Clay,Picture,Clip,Stained
4139,RAGGEDZ #4139,190,113.7270035223,11,Evil,Crows,Fancy,Soccer,Worn-out-,Spring,Lucky,Rottencarrot,Lightning,Cross,Stained
4375,RAGGEDZ #4375,191,113.2475678771,9,Milkyway,,Wizard,Box,Scarecrow,Obsidian,,Rottencarrot,Glitter,Clip,White
4346,RAGGEDZ #4346,192,112.9791244813,11,Starry,Pitchfork,Wizard,Bucket,Scarecrow,Painted,Lucky,Rustydrill,Web,Painted,Basic
3692,RAGGEDZ #3692,193,112.8795301708,10,Cold,,,Foam,Doctor,Spring,Joker,Rottencarrot,Haze,Tezos,Stained
4103,RAGGEDZ #4103,194,112.7824204683,10,Milkyway,,Heisenberg,Foam,Hanged,Spring,Zip,Rottencarrot,Glitter,Obsidian,Basic
4169,RAGGEDZ #4169,195,112.6950576475,9,Fire,,Worn-out,Box,Worn-out-,,Courier,Rottencarrot,Smoke,Button,Anarchy
4175,RAGGEDZ #4175,196,112.5712683843,10,Misty,Crows,Wizard,Foam,Doctor,Button,,Tetsuo,Glitter,Cross,Anarchy
4516,RAGGEDZ #4516,197,112.4726913769,11,Evil,Wheat,Heisenberg,Soccer,Worn-out-,Clip,Sewn,Icecreamcone,Grunge,Cross,Basic
4077,RAGGEDZ #4077,198,112.4058584557,11,Warm,Sunflower,,Pumpkin,Worn-out-,Obsidian,Zip,Fake,Haze,Spring,Hay
3873,RAGGEDZ #3873,199,112.377597805,11,Evil,Ghost,Wizard,Oldbag,Scarecrow,Obsidian,Lucky,Rottencarrot,Glitter,Clip,Anarchy
4543,RAGGEDZ #4543,200,112.2583681487,10,Forest,Cat,1800,Soccer,Hanged,Painted,Lucky,Fake,Grunge,,Anarchy
4022,RAGGEDZ #4022,201,112.1932627708,11,Misty,Wheat,Worn-out,Bucket,Scarf,Spring,Lucky,Rottencarrot,Picture,Button,Stained
4273,RAGGEDZ #4273,202,112.1723805326,10,Starry,,Heisenberg,Pumpkin,Worn-out-,Painted,Zip,Icecreamcone,Haze,Clip,Basic
4642,RAGGEDZ #4642,203,112.1174168424,11,Milkyway,Crows,Worn-out,Soccer,Scarecrow,Button,Joker,Rottencarrot,Picture,Clip,White
3840,RAGGEDZ #3840,204,112.0435591149,11,Dark,Sunflower,,Soccer,Worn-out-,Tezos,Zip,Plasters,Web,Clip,Stained
3754,RAGGEDZ #3754,205,111.9058166068,11,Misty,Sunflower,Worn-out,Oldbag,Punk,Button,Lucky,Stick,Grunge,Clip,Basic
4150,RAGGEDZ #4150,206,111.8502933278,9,Swamp,,,Pumpkin,Punk,Clip,,Rottencarrot,Web,Clip,Anarchy
3997,RAGGEDZ #3997,207,111.7488087369,11,Swamp,Sunflower,,Soccer,Worn-out-,Painted,Saw,Plasters,Tvstatic,Clip,Basic
4095,RAGGEDZ #4095,208,111.7308208768,10,Milkyway,,Wizard,Oldbag,Scarecrow,Painted,Joker,Clay,Haze,Cross,White
3768,RAGGEDZ #3768,209,111.721025098,11,Dark,Sunflower,Pirate,Box,Scarecrow,Cross,Sewn,Rustydrill,Grunge,Button,Stained
4289,RAGGEDZ #4289,210,111.6397607381,11,Cold,Ghost,Pirate,Soccer,Worn-out-,Clip,Zip,Icecreamcone,Foggy,Painted,Basic
4687,RAGGEDZ #4687,211,111.5912959216,10,Warm,Ghost,1800,Box,Worn-out-,,Lucky,Plasters,Smoke,Obsidian,Basic
4308,RAGGEDZ #4308,212,111.5670160951,11,Starry,Ghost,Worn-out,Bucket,Punk,Spring,Sewn,Clay,Evil,Button,Basic
4663,RAGGEDZ #4663,213,111.1461597876,11,Milkyway,Wheat,Wizard,Foam,Punk,Cross,Zip,Rottencarrot,Haze,Cross,Hay
3958,RAGGEDZ #3958,214,111.0656172628,11,Evil,Crows,Worn-out,Pumpkin,Hanged,Painted,Zip,Plasters,Lightning,Button,White
4592,RAGGEDZ #4592,215,111.0475916456,11,Misty,Wheat,Fancy,Oldbag,Worn-out-,Cross,Courier,Stick,Glitter,Cross,Anarchy
4469,RAGGEDZ #4469,216,110.8733377171,11,Cold,Cat,1800,Oldbag,Scarecrow,Cross,Joker,Clay,Web,Cross,Basic
3860,RAGGEDZ #3860,217,110.7335278841,11,Dark,Ghost,Pirate,Soccer,Worn-out-,Button,Saw,Clay,Lightning,Cross,Basic
4542,RAGGEDZ #4542,218,110.5521849602,11,Ufo,Pitchfork,Wizard,Soccer,Scarecrow,Cross,Sewn,Icecreamcone,Grunge,Spring,Basic
3753,RAGGEDZ #3753,219,110.3454564265,10,Cold,Crows,Wizard,Bucket,Punk,Cross,,Plasters,Haze,Button,Hay
4377,RAGGEDZ #4377,220,109.8419374203,11,Cold,Cat,Worn-out,Foam,Hanged,Tezos,Sewn,Clay,Tvstatic,Button,Anarchy
4064,RAGGEDZ #4064,221,109.5052365724,11,Fire,Cat,,Foam,Worn-out-,Clip,Sewn,Clay,Web,Tezos,Stained
3886,RAGGEDZ #3886,222,109.1890359611,10,Fire,Pitchfork,Pirate,Foam,Worn-out-,Clip,Saw,Rottencarrot,Web,,Hay
4138,RAGGEDZ #4138,223,109.1488223747,10,Ufo,Ghost,Worn-out,Oldbag,Doctor,Button,Sewn,Clay,Snowy,,White
3599,RAGGEDZ #3599,224,109.0960990868,11,Milkyway,Sunflower,,Soccer,Hanged,Button,Saw,Stick,Lightning,Cross,Stained
3926,RAGGEDZ #3926,225,108.887990755,9,Evil,,,Soccer,Doctor,Spring,,Rustydrill,Glitter,Obsidian,Stained
4261,RAGGEDZ #4261,226,108.8401904087,10,Ufo,,1800,Foam,Worn-out-,Button,Zip,Rottencarrot,Lightning,Obsidian,White
4396,RAGGEDZ #4396,227,108.8214842838,11,Milkyway,Wheat,Worn-out,Soccer,Punk,Painted,Zip,Clay,Web,Button,White
4359,RAGGEDZ #4359,228,108.5813578946,11,Warm,Crows,Worn-out,Bucket,Worn-out-,Tezos,Sewn,Clay,Web,Cross,Stained
4133,RAGGEDZ #4133,229,108.5417862203,9,Milkyway,,,Box,Worn-out-,Painted,Zip,Icecreamcone,Grunge,,Anarchy
4479,RAGGEDZ #4479,230,108.483559649,11,Forest,Crows,Pirate,Bucket,Worn-out-,Spring,Saw,Stick,Grunge,Cross,Stained
4104,RAGGEDZ #4104,231,108.4017023196,10,Cold,,Pirate,Foam,Worn-out-,Clip,Saw,Rustydrill,Snowy,Spring,Hay
3867,RAGGEDZ #3867,232,108.3871915844,11,Evil,Pitchfork,Wizard,Foam,Doctor,Button,Saw,Rustydrill,Smoke,Cross,Hay
3673,RAGGEDZ #3673,233,108.385041397,11,Dark,Cat,Worn-out,Pumpkin,Punk,Obsidian,Sewn,Rottencarrot,Haze,Spring,Basic
4197,RAGGEDZ #4197,234,108.246469517,9,Ufo,,Wizard,Foam,Scarf,Obsidian,Lucky,Rottencarrot,Smoke,,Stained
4541,RAGGEDZ #4541,235,107.7284453294,10,Misty,,1800,Pumpkin,Doctor,Cross,Saw,Clay,Picture,Cross,Stained
4628,RAGGEDZ #4628,236,107.6756454669,11,Dark,Ghost,1800,Soccer,Worn-out-,Clip,Joker,Rottencarrot,Web,Obsidian,Anarchy
3664,RAGGEDZ #3664,237,107.5105234182,10,Misty,Pitchfork,Fancy,Box,Doctor,Clip,Lucky,Clay,Smoke,,Anarchy
4476,RAGGEDZ #4476,238,107.4720941579,9,Ufo,,Fancy,Bucket,Worn-out-,,Courier,Clay,Web,Cross,White
4314,RAGGEDZ #4314,239,107.4569284698,10,Fire,Pitchfork,1800,Soccer,Worn-out-,,Lucky,Rottencarrot,Lightning,Button,Basic
3618,RAGGEDZ #3618,240,107.3050903444,11,Misty,Pitchfork,,Bucket,Doctor,Button,Sewn,Stick,Picture,Clip,Hay
4587,RAGGEDZ #4587,241,107.2939785312,9,Ufo,,Pirate,Pumpkin,Worn-out-,Obsidian,Courier,Plasters,Haze,,White
3913,RAGGEDZ #3913,242,107.1183793906,10,Milkyway,,Wizard,Foam,Doctor,Cross,Sewn,Tetsuo,Grunge,Tezos,Basic
3644,RAGGEDZ #3644,243,106.7858875937,10,Ufo,,Wizard,Soccer,Worn-out-,Clip,Zip,Plasters,Picture,Clip,Anarchy
4254,RAGGEDZ #4254,244,106.6866274653,10,Ufo,,Pirate,Foam,Scarf,Clip,Saw,Rottencarrot,Smoke,Clip,Basic
4220,RAGGEDZ #4220,245,106.5279696419,11,Starry,Wheat,1800,Oldbag,Doctor,Painted,Sewn,Clay,Evil,Button,Hay
4092,RAGGEDZ #4092,246,106.4819229195,9,Milkyway,,Heisenberg,Oldbag,Worn-out-,,Zip,Rottencarrot,Smoke,Clip,Stained
4036,RAGGEDZ #4036,247,106.277882589,9,Dark,,Wizard,Foam,Doctor,Tezos,Courier,Rottencarrot,Smoke,,Anarchy
4107,RAGGEDZ #4107,248,106.2272965507,11,Milkyway,Ghost,Fancy,Foam,Worn-out-,Cross,Saw,Stick,Smoke,Obsidian,White
4679,RAGGEDZ #4679,249,106.021363669,10,Starry,Pitchfork,1800,Oldbag,Scarecrow,Spring,,Rottencarrot,Foggy,Spring,Anarchy
4662,RAGGEDZ #4662,250,106.0195523695,9,Milkyway,,1800,Soccer,Punk,Obsidian,,Icecreamcone,Grunge,Obsidian,Basic
4068,RAGGEDZ #4068,251,106.0128929911,11,Milkyway,Ghost,Worn-out,Soccer,Scarecrow,Clip,Saw,Fake,Evil,Clip,Anarchy
3841,RAGGEDZ #3841,252,105.9869940332,10,Warm,,Wizard,Foam,Scarf,Cross,Sewn,Tetsuo,Evil,Button,Stained
4347,RAGGEDZ #4347,253,105.7289396088,9,Milkyway,,1800,Oldbag,Hanged,Obsidian,,Stick,Tvstatic,Painted,Anarchy
3758,RAGGEDZ #3758,254,105.6887462498,10,Swamp,,,Pumpkin,Scarecrow,Button,Sewn,Tetsuo,Smoke,Cross,Anarchy
4464,RAGGEDZ #4464,255,105.4329112089,10,Swamp,Crows,1800,Soccer,Doctor,,Lucky,Rottencarrot,Evil,Tezos,White
4449,RAGGEDZ #4449,256,105.3956408431,11,Cold,Cat,Worn-out,Bucket,Scarecrow,Tezos,Zip,Rottencarrot,Haze,Clip,Basic
3674,RAGGEDZ #3674,257,105.3704628992,10,Misty,,Fancy,Foam,Punk,Obsidian,Courier,Icecreamcone,Grunge,Clip,Anarchy
3999,RAGGEDZ #3999,258,105.3005585399,11,Forest,Crows,Wizard,Oldbag,Scarecrow,Cross,Courier,Icecreamcone,Snowy,Button,Anarchy
4431,RAGGEDZ #4431,259,104.9918231509,10,Dark,Wheat,1800,Foam,Hanged,Painted,,Fake,Grunge,Button,Hay
3747,RAGGEDZ #3747,260,104.9183432967,11,Starry,Pitchfork,Worn-out,Box,Worn-out-,Button,Sewn,Rustydrill,Evil,Clip,Basic
4652,RAGGEDZ #4652,261,104.8623918849,10,Warm,,Fancy,Bucket,Worn-out-,Spring,Sewn,Clay,Picture,Spring,Anarchy
4555,RAGGEDZ #4555,262,104.5572733804,11,Milkyway,Sunflower,1800,Bucket,Doctor,Button,Sewn,Stick,Lightning,Cross,Hay
4240,RAGGEDZ #4240,263,104.4296115795,10,Milkyway,,1800,Foam,Scarecrow,Painted,Joker,Plasters,Web,Cross,White
4384,RAGGEDZ #4384,264,104.3265273914,11,Ufo,Pitchfork,Worn-out,Oldbag,Scarecrow,Button,Zip,Icecreamcone,Web,Button,Basic
4611,RAGGEDZ #4611,265,104.1887411941,10,Swamp,,1800,Box,Scarecrow,Cross,Zip,Clay,Smoke,Cross,Basic
4406,RAGGEDZ #4406,266,104.1600751436,11,Evil,Wheat,Worn-out,Pumpkin,Worn-out-,Button,Zip,Clay,Glitter,Tezos,Basic
3702,RAGGEDZ #3702,267,103.9867433676,10,Evil,,Wizard,Bucket,Scarecrow,Cross,Joker,Rottencarrot,Smoke,Spring,Anarchy
4586,RAGGEDZ #4586,268,103.9624422846,10,Forest,Crows,Fancy,Oldbag,Worn-out-,Painted,Zip,Clay,Smoke,,Anarchy
4362,RAGGEDZ #4362,269,103.9315580642,11,Forest,Sunflower,Worn-out,Bucket,Worn-out-,Clip,Sewn,Rustydrill,Web,Spring,White
4293,RAGGEDZ #4293,270,103.8833716075,11,Fire,Cat,Fancy,Pumpkin,Hanged,Obsidian,Sewn,Clay,Haze,Button,Basic
4301,RAGGEDZ #4301,271,103.854562972,10,Forest,Pitchfork,1800,Soccer,Worn-out-,Cross,Courier,Rottencarrot,Lightning,,White
3675,RAGGEDZ #3675,272,103.7761349133,11,Starry,Crows,,Oldbag,Hanged,Spring,Sewn,Rustydrill,Haze,Obsidian,Stained
4595,RAGGEDZ #4595,273,103.49711077,11,Warm,Sunflower,Pirate,Pumpkin,Doctor,Spring,Courier,Plasters,Snowy,Painted,Anarchy
4300,RAGGEDZ #4300,274,103.4177374786,11,Dark,Pitchfork,Worn-out,Bucket,Punk,Clip,Sewn,Stick,Haze,Obsidian,Anarchy
3866,RAGGEDZ #3866,275,103.3974118945,10,Fire,,Pirate,Soccer,Doctor,Spring,Zip,Plasters,Web,Spring,Stained
3738,RAGGEDZ #3738,276,103.3251139587,10,Ufo,Crows,Pirate,Pumpkin,Scarf,,Sewn,Stick,Grunge,Button,Anarchy
3649,RAGGEDZ #3649,277,103.2295212488,10,Ufo,,,Oldbag,Scarecrow,Spring,Sewn,Stick,Grunge,Cross,Anarchy
4020,RAGGEDZ #4020,278,103.1957515662,11,Forest,Sunflower,Pirate,Oldbag,Hanged,Obsidian,Lucky,Rottencarrot,Grunge,Obsidian,Basic
4457,RAGGEDZ #4457,279,103.0176418969,10,Warm,,Fancy,Bucket,Worn-out-,Clip,Saw,Clay,Picture,Button,White
4262,RAGGEDZ #4262,280,102.9833234774,10,Forest,Wheat,Wizard,Foam,Worn-out-,Painted,Sewn,Clay,Foggy,,Anarchy
3815,RAGGEDZ #3815,281,102.7779286653,10,Milkyway,,Wizard,Foam,Scarecrow,Clip,Joker,Stick,Foggy,Clip,White
4006,RAGGEDZ #4006,282,102.7694892043,10,Swamp,,,Foam,Doctor,Clip,Zip,Icecreamcone,Foggy,Painted,Anarchy
3712,RAGGEDZ #3712,283,102.6655953051,9,Dark,,Fancy,Soccer,Worn-out-,,Saw,Fake,Web,Button,Basic
4017,RAGGEDZ #4017,284,102.6310918846,10,Starry,,Worn-out,Soccer,Worn-out-,Tezos,Sewn,Plasters,Snowy,Cross,White
3936,RAGGEDZ #3936,285,102.4903465123,11,Ufo,Ghost,Worn-out,Foam,Scarecrow,Cross,Courier,Clay,Grunge,Clip,Stained
3945,RAGGEDZ #3945,286,102.4844793045,10,Fire,Pitchfork,Worn-out,Pumpkin,Doctor,Button,,Rustydrill,Evil,Obsidian,Stained
4532,RAGGEDZ #4532,287,102.3635887362,11,Cold,Cat,Fancy,Pumpkin,Scarecrow,Spring,Courier,Rustydrill,Snowy,Button,Stained
3783,RAGGEDZ #3783,288,102.2608360942,10,Milkyway,,Fancy,Soccer,Punk,Button,Zip,Plasters,Grunge,Spring,Anarchy
4564,RAGGEDZ #4564,289,102.2438799044,11,Milkyway,Crows,1800,Soccer,Scarf,Cross,Sewn,Rustydrill,Foggy,Button,Basic
4570,RAGGEDZ #4570,290,102.1594245794,11,Dark,Crows,Worn-out,Box,Scarecrow,Clip,Zip,Rustydrill,Grunge,Cross,Anarchy
4043,RAGGEDZ #4043,291,102.0099011555,10,Forest,Crows,Worn-out,Box,Hanged,,Zip,Rottencarrot,Smoke,Clip,Basic
3651,RAGGEDZ #3651,292,101.9989930415,11,Milkyway,Sunflower,Worn-out,Oldbag,Doctor,Cross,Zip,Plasters,Picture,Obsidian,Anarchy
4231,RAGGEDZ #4231,293,101.9972138812,11,Dark,Ghost,Pirate,Foam,Hanged,Obsidian,Sewn,Icecreamcone,Haze,Spring,Stained
4155,RAGGEDZ #4155,294,101.9861897117,10,Misty,,Fancy,Soccer,Scarf,Clip,Courier,Plasters,Tvstatic,Painted,Anarchy
4365,RAGGEDZ #4365,295,101.8704041486,11,Milkyway,Pitchfork,1800,Soccer,Worn-out-,Button,Lucky,Icecreamcone,Foggy,Cross,Hay
4640,RAGGEDZ #4640,296,101.8053168483,10,Cold,,Pirate,Soccer,Doctor,Button,Zip,Rustydrill,Foggy,Tezos,Basic
4050,RAGGEDZ #4050,297,101.7806751227,10,Evil,,,Soccer,Punk,Clip,Courier,Clay,Web,Cross,White
3717,RAGGEDZ #3717,298,101.7683902281,11,Milkyway,Wheat,Worn-out,Foam,Doctor,Clip,Zip,Rustydrill,Smoke,Tezos,Hay
4485,RAGGEDZ #4485,299,101.6075300612,10,Dark,,Wizard,Soccer,Worn-out-,Button,Lucky,Rottencarrot,Haze,Button,Sewn
4135,RAGGEDZ #4135,300,101.4542692088,9,Swamp,,Worn-out,Foam,Worn-out-,,Lucky,Plasters,Grunge,Painted,Hay
3966,RAGGEDZ #3966,301,101.2735764432,10,Ufo,,Worn-out,Bucket,Scarecrow,Button,Sewn,Plasters,Tvstatic,Obsidian,Hay
4101,RAGGEDZ #4101,302,101.023346195,11,Starry,Crows,Worn-out,Soccer,Punk,Cross,Sewn,Stick,Smoke,Clip,White
3934,RAGGEDZ #3934,303,100.9523137767,11,Ufo,Crows,Wizard,Soccer,Scarf,Button,Sewn,Rottencarrot,Grunge,Clip,Stained
3630,RAGGEDZ #3630,304,100.9137625759,10,Fire,,Fancy,Soccer,Doctor,Obsidian,Courier,Plasters,Snowy,Obsidian,Anarchy
4318,RAGGEDZ #4318,305,100.9105153438,11,Starry,Ghost,Pirate,Foam,Doctor,Cross,Courier,Fake,Evil,Button,Basic
4533,RAGGEDZ #4533,306,100.8221791389,11,Milkyway,Wheat,1800,Soccer,Worn-out-,Button,Joker,Icecreamcone,Grunge,Obsidian,Basic
4366,RAGGEDZ #4366,307,100.7702200178,11,Dark,Sunflower,Worn-out,Soccer,Scarf,Spring,Sewn,Clay,Lightning,Button,Stained
4596,RAGGEDZ #4596,308,100.6716503491,11,Dark,Cat,1800,Bucket,Worn-out-,Spring,Saw,Rottencarrot,Foggy,Button,Anarchy
3854,RAGGEDZ #3854,309,100.527474599,10,Milkyway,,,Bucket,Hanged,Cross,Joker,Rustydrill,Snowy,Button,Basic
4227,RAGGEDZ #4227,310,100.3985457329,11,Evil,Sunflower,Worn-out,Foam,Scarecrow,Painted,Lucky,Clay,Smoke,Spring,Stained
3741,RAGGEDZ #3741,311,100.2862517115,11,Milkyway,Cat,Worn-out,Bucket,Scarecrow,Clip,Courier,Rustydrill,Smoke,Painted,Hay
4477,RAGGEDZ #4477,312,100.2142827531,10,Milkyway,Sunflower,Wizard,Box,Worn-out-,,Lucky,Rottencarrot,Snowy,Button,White
3756,RAGGEDZ #3756,313,100.1798453593,11,Misty,Crows,,Soccer,Scarecrow,Cross,Joker,Rottencarrot,Web,Clip,Anarchy
4326,RAGGEDZ #4326,314,100.0390789251,10,Warm,,Worn-out,Soccer,Doctor,Button,Joker,Fake,Tvstatic,Button,Anarchy
4312,RAGGEDZ #4312,315,100.0299389114,10,Fire,Sunflower,Wizard,Pumpkin,Worn-out-,Spring,,Stick,Evil,Button,Basic
3859,RAGGEDZ #3859,316,99.9523411703,11,Warm,Cat,Fancy,Foam,Scarf,Button,Zip,Plasters,Web,Painted,Anarchy
3965,RAGGEDZ #3965,317,99.8827352774,10,Milkyway,Sunflower,,Oldbag,Doctor,Obsidian,,Rottencarrot,Glitter,Spring,White
4482,RAGGEDZ #4482,318,99.8588230538,10,Fire,,Pirate,Foam,Doctor,Obsidian,Courier,Icecreamcone,Grunge,Cross,Hay
3948,RAGGEDZ #3948,319,99.8577895737,11,Cold,Cat,Worn-out,Foam,Scarecrow,Button,Courier,Tetsuo,Haze,Clip,Anarchy
4633,RAGGEDZ #4633,320,99.7979222774,11,Cold,Pitchfork,Worn-out,Bucket,Hanged,Button,Sewn,Rustydrill,Web,Spring,Hay
4537,RAGGEDZ #4537,321,99.7405292018,10,Warm,Crows,Worn-out,Bucket,Scarecrow,,Saw,Rottencarrot,Grunge,Tezos,Hay
4275,RAGGEDZ #4275,322,99.5015376426,10,Fire,,Wizard,Oldbag,Worn-out-,Painted,Zip,Rottencarrot,Haze,Button,Basic
4001,RAGGEDZ #4001,323,99.4219598479,10,Fire,,Wizard,Soccer,Hanged,Clip,Courier,Clay,Tvstatic,Spring,Basic
3733,RAGGEDZ #3733,324,99.3987945977,11,Warm,Pitchfork,Pirate,Soccer,Hanged,Clip,Saw,Rottencarrot,Foggy,Button,Stained
4554,RAGGEDZ #4554,325,99.3756151588,9,Cold,,Pirate,Box,Worn-out-,Button,Zip,Rottencarrot,Web,,White
4680,RAGGEDZ #4680,326,99.2309453742,11,Forest,Pitchfork,1800,Bucket,Scarecrow,Spring,Sewn,Plasters,Snowy,Cross,Anarchy
4514,RAGGEDZ #4514,327,99.2097301412,10,Swamp,,1800,Oldbag,Scarecrow,Button,Courier,Rottencarrot,Glitter,Obsidian,Anarchy
4071,RAGGEDZ #4071,328,99.0836398049,10,Swamp,,,Pumpkin,Worn-out-,Cross,Zip,Stick,Lightning,Clip,White
4052,RAGGEDZ #4052,329,99.0465724538,11,Milkyway,Crows,Wizard,Bucket,Doctor,Button,Sewn,Tetsuo,Web,Button,Basic
4659,RAGGEDZ #4659,330,98.9462859327,11,Starry,Cat,Wizard,Bucket,Scarecrow,Clip,Courier,Plasters,Glitter,Spring,White
4176,RAGGEDZ #4176,331,98.8861819707,9,Misty,,Wizard,Pumpkin,Scarecrow,Spring,,Icecreamcone,Grunge,Painted,Anarchy
3739,RAGGEDZ #3739,332,98.7970223412,10,Warm,,Worn-out,Bucket,Worn-out-,Obsidian,Courier,Tetsuo,Snowy,Cross,White
4630,RAGGEDZ #4630,333,98.7672187223,11,Evil,Cat,Wizard,Bucket,Scarecrow,Button,Zip,Fake,Snowy,Cross,White
4348,RAGGEDZ #4348,334,98.6116531092,11,Cold,Crows,Worn-out,Soccer,Punk,Cross,Zip,Rottencarrot,Web,Clip,White
3621,RAGGEDZ #3621,335,98.6071624193,11,Forest,Cat,Pirate,Soccer,Scarecrow,Obsidian,Zip,Rustydrill,Smoke,Obsidian,Anarchy
3956,RAGGEDZ #3956,336,98.6010121838,10,Ufo,Sunflower,Worn-out,Foam,Scarf,,Zip,Stick,Smoke,Clip,Stained
4697,RAGGEDZ #4697,337,98.5695995255,10,Starry,Wheat,Heisenberg,Bucket,Hanged,,Sewn,Rottencarrot,Smoke,Clip,Basic
4491,RAGGEDZ #4491,338,98.5393853762,11,Cold,Sunflower,Pirate,Soccer,Worn-out-,Clip,Courier,Rustydrill,Glitter,Clip,White
4458,RAGGEDZ #4458,339,98.520442188,10,Misty,,1800,Oldbag,Scarecrow,Spring,Courier,Plasters,Snowy,Clip,Hay
4058,RAGGEDZ #4058,340,98.2770077639,11,Ufo,Pitchfork,Worn-out,Bucket,Doctor,Painted,Sewn,Rottencarrot,Grunge,Button,Basic
3812,RAGGEDZ #3812,341,98.2240384623,10,Starry,,Pirate,Foam,Worn-out-,Tezos,Zip,Clay,Grunge,Clip,White
4118,RAGGEDZ #4118,342,98.1655886647,10,Milkyway,,Worn-out,Foam,Scarecrow,Painted,Courier,Stick,Picture,Obsidian,Stained
4342,RAGGEDZ #4342,343,98.1286501723,11,Evil,Pitchfork,1800,Soccer,Worn-out-,Spring,Sewn,Rottencarrot,Evil,Spring,White
4676,RAGGEDZ #4676,344,98.0394980829,11,Dark,Sunflower,Pirate,Oldbag,Scarecrow,Painted,Courier,Clay,Evil,Clip,Basic
4653,RAGGEDZ #4653,345,97.8805443252,9,Milkyway,,Worn-out,Soccer,Scarecrow,Clip,,Tetsuo,Web,Clip,Stained
3899,RAGGEDZ #3899,346,97.8108974168,11,Evil,Wheat,Fancy,Bucket,Worn-out-,Cross,Lucky,Clay,Snowy,Obsidian,Anarchy
3665,RAGGEDZ #3665,347,97.800635176,11,Swamp,Crows,Worn-out,Bucket,Scarecrow,Cross,Saw,Plasters,Web,Button,White
3625,RAGGEDZ #3625,348,97.7381399631,11,Warm,Pitchfork,Wizard,Bucket,Scarf,Spring,Lucky,Icecreamcone,Evil,Clip,Basic
3838,RAGGEDZ #3838,349,97.6549169526,10,Milkyway,,,Bucket,Punk,Cross,Sewn,Stick,Haze,Obsidian,Basic
3835,RAGGEDZ #3835,350,97.5944665019,11,Dark,Crows,Worn-out,Foam,Scarf,Button,Zip,Icecreamcone,Lightning,Clip,Stained
4193,RAGGEDZ #4193,351,97.592983037,11,Dark,Cat,Worn-out,Bucket,Hanged,Painted,Courier,Stick,Evil,Spring,Basic
4494,RAGGEDZ #4494,352,97.5076047185,11,Misty,Sunflower,Worn-out,Pumpkin,Worn-out-,Clip,Zip,Icecreamcone,Lightning,Cross,Stained
4607,RAGGEDZ #4607,353,97.4394510012,11,Cold,Ghost,Pirate,Oldbag,Doctor,Obsidian,Courier,Rottencarrot,Tvstatic,Cross,Basic
4593,RAGGEDZ #4593,354,97.4092149107,9,Milkyway,Cat,1800,Foam,Doctor,,Zip,Icecreamcone,Lightning,,White
4545,RAGGEDZ #4545,355,97.4025515175,11,Starry,Pitchfork,Worn-out,Bucket,Doctor,Clip,Sewn,Rustydrill,Tvstatic,Painted,White
3801,RAGGEDZ #3801,356,97.3691642423,10,Warm,,,Pumpkin,Worn-out-,Cross,Joker,Rottencarrot,Web,Button,Hay
4688,RAGGEDZ #4688,357,97.3530292756,10,Cold,Crows,Wizard,Foam,Worn-out-,Obsidian,Zip,Tetsuo,Haze,,Basic
3876,RAGGEDZ #3876,358,97.3374885423,10,Milkyway,,Heisenberg,Foam,Worn-out-,Clip,Courier,Stick,Smoke,Obsidian,Anarchy
3994,RAGGEDZ #3994,359,97.3369883347,11,Cold,Pitchfork,,Bucket,Doctor,Spring,Saw,Rottencarrot,Tvstatic,Cross,White
4455,RAGGEDZ #4455,360,97.3321911455,11,Misty,Sunflower,Worn-out,Bucket,Hanged,Button,Courier,Plasters,Foggy,Button,Hay
3828,RAGGEDZ #3828,361,97.2403853806,11,Evil,Cat,,Soccer,Hanged,Obsidian,Lucky,Rottencarrot,Haze,Obsidian,Hay
4519,RAGGEDZ #4519,362,97.2135286035,11,Warm,Sunflower,1800,Foam,Doctor,Button,Sewn,Rottencarrot,Foggy,Painted,Anarchy
4229,RAGGEDZ #4229,363,97.166496166,11,Milkyway,Ghost,Fancy,Pumpkin,Worn-out-,Cross,Courier,Stick,Evil,Button,White
4515,RAGGEDZ #4515,364,97.1185076853,11,Misty,Wheat,Wizard,Foam,Hanged,Cross,Saw,Rottencarrot,Tvstatic,Cross,Stained
4059,RAGGEDZ #4059,365,96.9908995793,10,Starry,,Worn-out,Oldbag,Punk,Clip,Zip,Rottencarrot,Snowy,Clip,Stained
