ID,Name,Rank,Rarity_Score,Attributes,Background,Costume,Ear Accessory,Face,Hair,Hand Accessory,Head Accessory,Legendary,Neck Accessory,Skin
1853,TezApe #1853,506,70.6816780257,9,Universe Purple,Hoodie,Circles,HIGH,Johny bravo hair,Burger,Heart glasses,,Bone necklace,SILVER SKIN
6963,TezApe #6963,507,70.681122317,9,Ruby Red,Tiger Coat,Moon,Happy,Black hair,Burger,Heart glasses,,Tezos locket,SILVER SKIN
3008,TezApe #3008,508,70.6730207971,9,Forest Green,karate,Points,HIGH,Saiyan blue hair,Baseball bat,Eye patch,,Golden chain,SILVER SKIN
2929,TezApe #2929,509,70.6487324844,9,Diamond Blue,Astronaut,Points,bored,Johny bravo hair,Baseball bat,Thuglife glasses,,Bullet belt,ZEBRA
1263,TezApe #1263,510,70.6341367557,9,Forest Green,Hoodie,Points,smirk,Johny bravo hair,Kattana,Eye patch,,Bullet belt,EMERALD
4123,TezApe #4123,511,70.633932287,9,Wood Red,Tiger Coat,Cross,Happy,Johny bravo hair,Hammer,Eye patch,,Sling bag,Diamond
6841,TezApe #6841,512,70.6214912199,9,Wood Red,Astronaut,Long,Happy,Johny bravo hair,Axe,Thuglife glasses,,Tezos locket,LEOPARD
1367,TezApe #1367,513,70.6002966891,9,Glacier Blue,karate,Points,smirk,Naruto hair,BaseX,Horns,,Golden chain,Diamond
6735,TezApe #6735,514,70.5664811965,9,Universe Purple,Life jacket,Long,smirk,Naruto hair,Burger,Thuglife glasses,,Silver chain,LEOPARD
2015,TezApe #2015,515,70.5572338804,9,Universe Purple,karate,Moon,smirk,Naruto hair,Baseball bat,Horns,,Bullet belt,Diamond
1644,TezApe #1644,516,70.5569185573,9,Forest Green,Astronaut,Long,Angry,Black hair,Kattana,Samurai hat,,Sling bag,Rainbow
642,TezApe #642,517,70.5408134014,9,Pink Dawn,karate,Long,HIGH,Black hair,Burger,Eye patch,,Bullet belt,ZEBRA
3615,TezApe #3615,518,70.5357663649,9,Deep Purple,Life jacket,Moon,bored,Brown hair,Burger,Horns,,Tezos locket,Rainbow
4947,TezApe #4947,519,70.5355919571,9,Deep Purple,Hoodie,Circles,smirk,Johny bravo hair,Burger,Horns,,Golden chain,LEOPARD
5839,TezApe #5839,520,70.5264054359,9,Glacier Blue,karate,Circles,HIGH,Johny bravo hair,Axe,Thuglife glasses,,Tezos locket,Diamond
4300,TezApe #4300,521,70.522471549,9,Forest Green,Life jacket,Points,bored,Naruto hair,Baseball bat,Samurai hat,,Bone necklace,LEOPARD
790,TezApe #790,522,70.5168477171,9,Clean Cyan,Shirt,Points,smirk,Black hair,M416 rifle,Horns,,Sling bag,EMERALD
190,TezApe #190,523,70.4942598851,9,Glacier Blue,Hoodie,Long,HIGH,Johny bravo hair,Baseball bat,Eye patch,,Golden chain,SILVER SKIN
3732,TezApe #3732,524,70.482540874,9,Glacier Blue,Astronaut,Long,Happy,Black hair,Axe,Thuglife glasses,,Bullet belt,ZEBRA
3467,TezApe #3467,525,70.4583127636,9,Deep Purple,Red Shirt,Circles,HIGH,Brown hair,M416 rifle,Eye patch,,Sling bag,Diamond
4914,TezApe #4914,526,70.4580484413,9,Glacier Blue,Astronaut,Long,smirk,Black hair,M416 rifle,Rainbow glasses,,Golden chain,SILVER SKIN
5538,TezApe #5538,527,70.4557109425,9,Diamond Blue,Life jacket,Points,smirk,Black hair,M416 rifle,Thuglife glasses,,Sling bag,ZEBRA
539,TezApe #539,528,70.4483533272,9,Glacier Blue,Shirt,Moon,Angry,Naruto hair,Hammer,Heart glasses,,Sling bag,Rainbow
5415,TezApe #5415,529,70.4369914756,9,Wood Red,Tiger Coat,Circles,Happy,Johny bravo hair,Axe,Eye patch,,Tezos locket,Diamond
2719,TezApe #2719,530,70.4368149754,9,Forest Green,Shirt,Long,Angry,Black hair,Axe,Horns,,Bone necklace,ZEBRA
1878,TezApe #1878,531,70.4181406112,9,Forest Green,karate,Moon,Happy,Naruto hair,Baseball bat,Eye patch,,Golden chain,EMERALD
2946,TezApe #2946,532,70.4039239387,9,Pink Dawn,Red Shirt,Long,Happy,Naruto hair,BaseX,Horns,,Tezos locket,ZEBRA
6117,TezApe #6117,533,70.4025506976,9,Glacier Blue,Astronaut,Long,bored,Saiyan blue hair,Hammer,Horns,,Golden chain,Diamond
6132,TezApe #6132,534,70.4018503974,9,Glacier Blue,Astronaut,Long,bored,Black hair,Axe,Horns,,Golden chain,Diamond
5897,TezApe #5897,535,70.3997632783,9,Diamond Blue,Shirt,Points,Angry,Brown hair,M416 rifle,Horns,,Tezos locket,Rainbow
6587,TezApe #6587,536,70.3250762813,9,Wood Red,Tiger Coat,Circles,HIGH,Johny bravo hair,BaseX,Rainbow glasses,,Tezos locket,SILVER SKIN
2566,TezApe #2566,537,70.3246507722,9,Pink Dawn,Tiger Coat,Points,bored,Saiyan blue hair,Hammer,Eye patch,,Sling bag,Diamond
4527,TezApe #4527,538,70.3170637754,9,Forest Green,jacket,Moon,bored,Naruto hair,Hammer,Heart glasses,,Tezos locket,Diamond
3677,TezApe #3677,539,70.2987066088,9,Forest Green,karate,Points,Angry,Naruto hair,Hammer,Thuglife glasses,,Golden chain,LEOPARD
1896,TezApe #1896,540,70.2973488701,9,Wood Red,Astronaut,Points,smirk,Brown hair,Hammer,Eye patch,,Tezos locket,Rainbow
2821,TezApe #2821,541,70.2972020078,9,Ruby Red,Hoodie,Points,smirk,Brown hair,M416 rifle,Eye patch,,Bone necklace,ZEBRA
2432,TezApe #2432,542,70.2950956038,9,Glacier Blue,Red Shirt,Moon,bored,Naruto hair,BaseX,Heart glasses,,Tezos locket,SILVER SKIN
1648,TezApe #1648,543,70.2910155384,9,Clean Cyan,Tiger Coat,Moon,Angry,Johny bravo hair,Baseball bat,Heart glasses,,Sling bag,Rainbow
3623,TezApe #3623,544,70.2876272741,9,Wood Red,Shirt,Moon,smirk,Black hair,M416 rifle,Eye patch,,Sling bag,Rainbow
3235,TezApe #3235,545,70.287434109,9,Clean Cyan,Astronaut,Moon,HIGH,Saiyan blue hair,Axe,Thuglife glasses,,Tezos locket,Rainbow
4044,TezApe #4044,546,70.2820999472,9,Clean Cyan,Tiger Coat,Points,Angry,Black hair,BaseX,Eye patch,,Silver chain,LEOPARD
5446,TezApe #5446,547,70.2763556135,9,Diamond Blue,Astronaut,Cross,smirk,Naruto hair,Baseball bat,Eye patch,,Sling bag,EMERALD
6755,TezApe #6755,548,70.2681215436,9,Ruby Red,Astronaut,Points,Angry,Johny bravo hair,Axe,Horns,,Bone necklace,EMERALD
1289,TezApe #1289,549,70.257771321,9,Forest Green,Astronaut,Circles,smirk,Saiyan blue hair,Axe,Eye patch,,Bullet belt,Rainbow
4494,TezApe #4494,550,70.2180297733,9,Diamond Blue,karate,Moon,Happy,Johny bravo hair,M416 rifle,Heart glasses,,Bone necklace,ZEBRA
3707,TezApe #3707,551,70.2020526891,9,Forest Green,Astronaut,Cross,smirk,Saiyan blue hair,BaseX,Samurai hat,,Bullet belt,LEOPARD
4630,TezApe #4630,552,70.1698304499,9,Forest Green,Shirt,Long,bored,Black hair,M416 rifle,Horns,,Silver chain,Rainbow
5973,TezApe #5973,553,70.1661660688,9,Universe Purple,Red Shirt,Points,HIGH,Saiyan blue hair,Baseball bat,Heart glasses,,Bone necklace,LEOPARD
4078,TezApe #4078,554,70.1505249313,9,Forest Green,Tiger Coat,Circles,smirk,Brown hair,BaseX,Rainbow glasses,,Tezos locket,SILVER SKIN
2353,TezApe #2353,555,70.1417058448,9,Ruby Red,Tiger Coat,Moon,Angry,Naruto hair,Hammer,Horns,,Silver chain,SILVER SKIN
3850,TezApe #3850,556,70.1348995172,9,Ruby Red,Astronaut,Circles,smirk,Naruto hair,BaseX,Heart glasses,,Tezos locket,LEOPARD
4324,TezApe #4324,557,70.1298097301,9,Forest Green,Shirt,Circles,Happy,Black hair,Baseball bat,Horns,,Bullet belt,ZEBRA
6249,TezApe #6249,558,70.1122528864,9,Pink Dawn,Shirt,Moon,bored,Saiyan blue hair,M416 rifle,Heart glasses,,Sling bag,LEOPARD
4347,TezApe #4347,559,70.1073184435,9,Diamond Blue,Tiger Coat,Long,Angry,Naruto hair,Hammer,Eye patch,,Tezos locket,Diamond
1995,TezApe #1995,560,70.0795532029,9,Ruby Red,Tiger Coat,Moon,bored,Naruto hair,BaseX,Thuglife glasses,,Sling bag,Rainbow
3539,TezApe #3539,561,70.074850816,9,Deep Purple,Astronaut,Circles,HIGH,Naruto hair,Baseball bat,Samurai hat,,Sling bag,SILVER SKIN
4172,TezApe #4172,562,70.0704924942,9,Glacier Blue,Red Shirt,Points,Happy,Naruto hair,Baseball bat,Thuglife glasses,,Bone necklace,LEOPARD
2625,TezApe #2625,563,70.0663077328,9,Universe Purple,Shirt,Moon,HIGH,Black hair,BaseX,Heart glasses,,Tezos locket,SILVER SKIN
4274,TezApe #4274,564,70.063663167,9,Glacier Blue,Life jacket,Points,HIGH,Black hair,Burger,Heart glasses,,Silver chain,SILVER SKIN
1168,TezApe #1168,565,70.0634567138,9,Ruby Red,Tiger Coat,Moon,Happy,Johny bravo hair,Kattana,Thuglife glasses,,Sling bag,EMERALD
4206,TezApe #4206,566,70.0573914136,9,Ruby Red,Red Shirt,Points,HIGH,Black hair,M416 rifle,Samurai hat,,Bone necklace,ZEBRA
3879,TezApe #3879,567,70.0526752802,9,Wood Red,jacket,Moon,Angry,Brown hair,BaseX,Eye patch,,Sling bag,ZEBRA
3194,TezApe #3194,568,70.0521279996,9,Forest Green,jacket,Moon,HIGH,Naruto hair,Hammer,Rainbow glasses,,Golden chain,SILVER SKIN
4591,TezApe #4591,569,70.0233177472,9,Glacier Blue,Life jacket,Cross,HIGH,Naruto hair,Kattana,Eye patch,,Silver chain,SILVER SKIN
3776,TezApe #3776,570,70.0060168522,9,Diamond Blue,Astronaut,Moon,bored,Johny bravo hair,Axe,Rainbow glasses,,Silver chain,LEOPARD
1495,TezApe #1495,571,69.9939297262,9,Ruby Red,Tiger Coat,Points,smirk,Saiyan blue hair,Hammer,Eye patch,,Silver chain,LEOPARD
4867,TezApe #4867,572,69.9798563707,9,Diamond Blue,Tiger Coat,Moon,Happy,Naruto hair,Kattana,Thuglife glasses,,Sling bag,EMERALD
5623,TezApe #5623,573,69.9776842276,9,Glacier Blue,Tiger Coat,Cross,bored,Saiyan blue hair,Burger,Heart glasses,,Bullet belt,SILVER SKIN
2443,TezApe #2443,574,69.9703415697,9,Deep Purple,Tiger Coat,Points,HIGH,Brown hair,Kattana,Rainbow glasses,,Tezos locket,Diamond
3278,TezApe #3278,575,69.9645108504,9,Wood Red,Astronaut,Cross,smirk,Naruto hair,BaseX,Eye patch,,Tezos locket,Diamond
4590,TezApe #4590,576,69.9608442238,9,Ruby Red,Astronaut,Long,HIGH,Johny bravo hair,BaseX,Rainbow glasses,,Sling bag,Diamond
4002,TezApe #4002,577,69.9519549863,9,Diamond Blue,Tiger Coat,Points,Angry,Black hair,Axe,Eye patch,,Tezos locket,Diamond
4170,TezApe #4170,578,69.9195599932,9,Deep Purple,jacket,Points,bored,Brown hair,M416 rifle,Rainbow glasses,,Sling bag,LEOPARD
2848,TezApe #2848,579,69.9057033322,9,Pink Dawn,Red Shirt,Cross,bored,Naruto hair,Hammer,Horns,,Sling bag,LEOPARD
3337,TezApe #3337,580,69.9028499007,9,Forest Green,Red Shirt,Circles,bored,Brown hair,M416 rifle,Samurai hat,,Bone necklace,LEOPARD
1399,TezApe #1399,581,69.9006968985,9,Diamond Blue,Hoodie,Moon,Angry,Black hair,Burger,Horns,,Tezos locket,EMERALD
1370,TezApe #1370,582,69.873440803,9,Universe Purple,Astronaut,Long,Angry,Saiyan blue hair,M416 rifle,Heart glasses,,Bone necklace,EMERALD
1191,TezApe #1191,583,69.868780359,9,Deep Purple,Life jacket,Cross,Angry,Black hair,Burger,Eye patch,,Tezos locket,LEOPARD
71,TezApe #71,584,69.8640209076,9,Universe Purple,Shirt,Circles,HIGH,Naruto hair,Kattana,Heart glasses,,Tezos locket,SILVER SKIN
2528,TezApe #2528,585,69.8232186359,9,Universe Purple,Astronaut,Circles,smirk,Black hair,M416 rifle,Samurai hat,,Bullet belt,Diamond
2318,TezApe #2318,586,69.8210340376,9,Forest Green,Tiger Coat,Circles,Angry,Johny bravo hair,Kattana,Thuglife glasses,,Bullet belt,Rainbow
6824,TezApe #6824,587,69.7929311433,9,Glacier Blue,Tiger Coat,Cross,Angry,Saiyan blue hair,Kattana,Thuglife glasses,,Sling bag,EMERALD
507,TezApe #507,588,69.786761287,9,Universe Purple,Tiger Coat,Circles,Happy,Saiyan blue hair,Axe,Rainbow glasses,,Silver chain,ZEBRA
4361,TezApe #4361,589,69.7826272804,9,Diamond Blue,Red Shirt,Cross,HIGH,Saiyan blue hair,M416 rifle,Eye patch,,Tezos locket,Diamond
6012,TezApe #6012,590,69.7794761544,9,Forest Green,jacket,Long,Happy,Black hair,M416 rifle,Heart glasses,,Golden chain,ZEBRA
3245,TezApe #3245,591,69.765057039,9,Deep Purple,Tiger Coat,Points,HIGH,Saiyan blue hair,Hammer,Heart glasses,,Silver chain,LEOPARD
4352,TezApe #4352,592,69.7151358536,9,Universe Purple,jacket,Moon,Angry,Johny bravo hair,Hammer,Eye patch,,Silver chain,Rainbow
3081,TezApe #3081,593,69.684240181,9,Ruby Red,Astronaut,Long,HIGH,Johny bravo hair,Hammer,Thuglife glasses,,Tezos locket,SILVER SKIN
4779,TezApe #4779,594,69.6690829142,9,Ruby Red,Red Shirt,Moon,HIGH,Saiyan blue hair,M416 rifle,Thuglife glasses,,Bone necklace,LEOPARD
1609,TezApe #1609,595,69.6436735134,9,Diamond Blue,Red Shirt,Points,Angry,Saiyan blue hair,Axe,Eye patch,,Sling bag,ZEBRA
6292,TezApe #6292,596,69.62813226,9,Glacier Blue,Astronaut,Long,bored,Black hair,Kattana,Rainbow glasses,,Tezos locket,EMERALD
531,TezApe #531,597,69.6255646454,9,Wood Red,Red Shirt,Points,bored,Brown hair,BaseX,Eye patch,,Tezos locket,ZEBRA
5497,TezApe #5497,598,69.6236583218,9,Wood Red,jacket,Moon,smirk,Saiyan blue hair,Burger,Eye patch,,Bone necklace,LEOPARD
3127,TezApe #3127,599,69.6080776982,9,Diamond Blue,Shirt,Moon,HIGH,Saiyan blue hair,Hammer,Thuglife glasses,,Sling bag,ZEBRA
6367,TezApe #6367,600,69.6074523354,9,Diamond Blue,Shirt,Long,HIGH,Naruto hair,M416 rifle,Horns,,Silver chain,SILVER SKIN
1615,TezApe #1615,601,69.5422206631,9,Universe Purple,Hoodie,Points,HIGH,Saiyan blue hair,BaseX,Rainbow glasses,,Silver chain,LEOPARD
6503,TezApe #6503,602,69.5128204301,9,Diamond Blue,Shirt,Moon,HIGH,Brown hair,M416 rifle,Thuglife glasses,,Golden chain,LEOPARD
5084,TezApe #5084,603,69.4828362514,9,Forest Green,Red Shirt,Circles,Happy,Black hair,BaseX,Horns,,Bullet belt,LEOPARD
5548,TezApe #5548,604,69.4783366386,9,Forest Green,Hoodie,Cross,Angry,Saiyan blue hair,Kattana,Horns,,Bone necklace,LEOPARD
1022,TezApe #1022,605,69.4465605646,9,Forest Green,Shirt,Long,smirk,Brown hair,Hammer,Eye patch,,Bone necklace,ZEBRA
5808,TezApe #5808,606,69.4345298489,9,Forest Green,Shirt,Circles,smirk,Black hair,Axe,Rainbow glasses,,Sling bag,ZEBRA
472,TezApe #472,607,69.4179437006,9,Pink Dawn,Hoodie,Points,smirk,Black hair,M416 rifle,Rainbow glasses,,Sling bag,LEOPARD
6815,TezApe #6815,608,69.4155934798,9,Ruby Red,Hoodie,Points,HIGH,Saiyan blue hair,Kattana,Horns,,Silver chain,ZEBRA
2406,TezApe #2406,609,69.4076958235,9,Forest Green,Shirt,Circles,Happy,Saiyan blue hair,M416 rifle,Thuglife glasses,,Bone necklace,LEOPARD
6488,TezApe #6488,610,69.4000085276,9,Pink Dawn,Tiger Coat,Moon,Happy,Naruto hair,Kattana,Heart glasses,,Tezos locket,SILVER SKIN
4526,TezApe #4526,611,69.3938809766,9,Glacier Blue,Tiger Coat,Long,HIGH,Black hair,BaseX,Rainbow glasses,,Bone necklace,SILVER SKIN
5016,TezApe #5016,612,69.3879763633,9,Ruby Red,Red Shirt,Moon,HIGH,Brown hair,BaseX,Horns,,Tezos locket,Rainbow
2534,TezApe #2534,613,69.3864648231,9,Glacier Blue,Astronaut,Cross,Happy,Brown hair,Burger,Heart glasses,,Golden chain,EMERALD
2606,TezApe #2606,614,69.3847241763,9,Forest Green,Hoodie,Circles,Angry,Brown hair,Axe,Horns,,Bone necklace,LEOPARD
5789,TezApe #5789,615,69.3645784644,9,Pink Dawn,Tiger Coat,Cross,HIGH,Naruto hair,Hammer,Thuglife glasses,,Tezos locket,Diamond
1960,TezApe #1960,616,69.358736727,9,Forest Green,Astronaut,Long,HIGH,Black hair,Axe,Thuglife glasses,,Bullet belt,EMERALD
4913,TezApe #4913,617,69.3560128101,9,Forest Green,karate,Long,bored,Brown hair,M416 rifle,Samurai hat,,Sling bag,SILVER SKIN
5845,TezApe #5845,618,69.3536249567,9,Clean Cyan,Astronaut,Points,Angry,Johny bravo hair,BaseX,Samurai hat,,Sling bag,Diamond
3944,TezApe #3944,619,69.3320410794,9,Ruby Red,Red Shirt,Moon,Angry,Naruto hair,Burger,Rainbow glasses,,Bone necklace,ZEBRA
2531,TezApe #2531,620,69.3233631549,9,Universe Purple,Astronaut,Circles,smirk,Brown hair,Hammer,Thuglife glasses,,Sling bag,Rainbow
6363,TezApe #6363,621,69.3184442253,9,Ruby Red,karate,Points,bored,Black hair,BaseX,Horns,,Tezos locket,LEOPARD
3558,TezApe #3558,622,69.3155233767,9,Diamond Blue,Astronaut,Points,bored,Naruto hair,Kattana,Rainbow glasses,,Silver chain,LEOPARD
4067,TezApe #4067,623,69.3075033279,9,Diamond Blue,Red Shirt,Moon,Angry,Johny bravo hair,M416 rifle,Thuglife glasses,,Golden chain,LEOPARD
5529,TezApe #5529,624,69.3035796886,9,Forest Green,Hoodie,Circles,Happy,Black hair,Hammer,Horns,,Bone necklace,LEOPARD
3440,TezApe #3440,625,69.3025497067,9,Deep Purple,Hoodie,Cross,Happy,Naruto hair,M416 rifle,Eye patch,,Sling bag,SILVER SKIN
755,TezApe #755,626,69.2580196164,9,Universe Purple,Red Shirt,Cross,bored,Saiyan blue hair,Kattana,Horns,,Silver chain,ZEBRA
860,TezApe #860,627,69.2538333184,9,Forest Green,karate,Long,Angry,Black hair,M416 rifle,Thuglife glasses,,Bullet belt,LEOPARD
2463,TezApe #2463,628,69.243369094,9,Diamond Blue,Shirt,Moon,HIGH,Saiyan blue hair,Hammer,Horns,,Silver chain,LEOPARD
4732,TezApe #4732,629,69.2335835141,9,Diamond Blue,Red Shirt,Circles,HIGH,Naruto hair,M416 rifle,Rainbow glasses,,Sling bag,EMERALD
3431,TezApe #3431,630,69.2333937694,9,Clean Cyan,Astronaut,Moon,Happy,Naruto hair,Burger,Heart glasses,,Silver chain,Diamond
6967,TezApe #6967,631,69.229453249,9,Pink Dawn,jacket,Cross,HIGH,Johny bravo hair,Kattana,Horns,,Tezos locket,Rainbow
1636,TezApe #1636,632,69.2252302484,9,Clean Cyan,Astronaut,Cross,smirk,Saiyan blue hair,Axe,Horns,,Bone necklace,ZEBRA
2253,TezApe #2253,633,69.2046841246,9,Clean Cyan,jacket,Points,bored,Naruto hair,M416 rifle,Horns,,Bullet belt,SILVER SKIN
6289,TezApe #6289,634,69.2006090216,9,Clean Cyan,Astronaut,Points,bored,Naruto hair,Kattana,Thuglife glasses,,Tezos locket,SILVER SKIN
1425,TezApe #1425,635,69.1759739158,9,Glacier Blue,Tiger Coat,Circles,Happy,Brown hair,BaseX,Eye patch,,Silver chain,EMERALD
5725,TezApe #5725,636,69.1737770318,9,Clean Cyan,Astronaut,Long,smirk,Brown hair,M416 rifle,Horns,,Bone necklace,EMERALD
2643,TezApe #2643,637,69.1483192164,9,Universe Purple,Astronaut,Circles,smirk,Brown hair,BaseX,Eye patch,,Golden chain,Rainbow
4451,TezApe #4451,638,69.1419287484,9,Universe Purple,Tiger Coat,Long,bored,Black hair,Axe,Samurai hat,,Sling bag,Diamond
4615,TezApe #4615,639,69.1418414334,9,Glacier Blue,Astronaut,Cross,HIGH,Black hair,BaseX,Rainbow glasses,,Bullet belt,Rainbow
6424,TezApe #6424,640,69.1402412215,9,Diamond Blue,jacket,Moon,HIGH,Saiyan blue hair,Kattana,Horns,,Tezos locket,Diamond
2303,TezApe #2303,641,69.1388692763,9,Glacier Blue,jacket,Moon,HIGH,Naruto hair,Axe,Thuglife glasses,,Silver chain,EMERALD
1037,TezApe #1037,642,69.1368563289,9,Pink Dawn,jacket,Moon,smirk,Johny bravo hair,Hammer,Eye patch,,Bone necklace,ZEBRA
2711,TezApe #2711,643,69.1242586706,9,Pink Dawn,karate,Circles,Angry,Johny bravo hair,Burger,Rainbow glasses,,Tezos locket,LEOPARD
1606,TezApe #1606,644,69.1212267451,9,Forest Green,Tiger Coat,Circles,Angry,Naruto hair,Kattana,Heart glasses,,Bone necklace,Diamond
2030,TezApe #2030,645,69.116904201,9,Pink Dawn,jacket,Points,HIGH,Black hair,Burger,Horns,,Bone necklace,EMERALD
1491,TezApe #1491,646,69.1143477947,9,Pink Dawn,Hoodie,Long,bored,Naruto hair,M416 rifle,Eye patch,,Silver chain,LEOPARD
6331,TezApe #6331,647,69.0998884431,9,Universe Purple,Tiger Coat,Cross,Angry,Brown hair,BaseX,Eye patch,,Golden chain,Rainbow
4682,TezApe #4682,648,69.0996833026,9,Wood Red,Astronaut,Points,HIGH,Saiyan blue hair,Hammer,Eye patch,,Silver chain,Diamond
2201,TezApe #2201,649,69.0981819774,9,Glacier Blue,Astronaut,Moon,smirk,Brown hair,Baseball bat,Thuglife glasses,,Bone necklace,Rainbow
44,TezApe #44,650,69.0900870325,9,Pink Dawn,Red Shirt,Points,HIGH,Saiyan blue hair,Hammer,Eye patch,,Bone necklace,ZEBRA
6368,TezApe #6368,651,69.081564426,9,Universe Purple,Astronaut,Cross,Angry,Saiyan blue hair,Kattana,Eye patch,,Bone necklace,EMERALD
4393,TezApe #4393,652,69.0708281359,9,Glacier Blue,Red Shirt,Long,smirk,Black hair,BaseX,Horns,,Bullet belt,LEOPARD
6730,TezApe #6730,653,69.0544230252,9,Forest Green,Tiger Coat,Points,smirk,Saiyan blue hair,Axe,Thuglife glasses,,Bullet belt,Rainbow
5086,TezApe #5086,654,69.0464116296,9,Glacier Blue,Astronaut,Cross,HIGH,Black hair,BaseX,Rainbow glasses,,Golden chain,Rainbow
475,TezApe #475,655,69.0389172612,9,Wood Red,Red Shirt,Points,HIGH,Saiyan blue hair,M416 rifle,Heart glasses,,Bullet belt,LEOPARD
2126,TezApe #2126,656,69.0357806669,9,Forest Green,jacket,Long,smirk,Saiyan blue hair,Hammer,Horns,,Tezos locket,Rainbow
2173,TezApe #2173,657,69.0340193347,9,Deep Purple,karate,Moon,bored,Johny bravo hair,M416 rifle,Rainbow glasses,,Tezos locket,Diamond
6717,TezApe #6717,658,69.0285088128,9,Deep Purple,Astronaut,Moon,HIGH,Naruto hair,Baseball bat,Samurai hat,,Golden chain,SILVER SKIN
1979,TezApe #1979,659,69.0281991171,9,Clean Cyan,karate,Moon,Happy,Naruto hair,Burger,Horns,,Bullet belt,SILVER SKIN
895,TezApe #895,660,69.0201803367,9,Ruby Red,Tiger Coat,Points,bored,Naruto hair,BaseX,Rainbow glasses,,Silver chain,LEOPARD
6710,TezApe #6710,661,69.0002097591,9,Deep Purple,Hoodie,Moon,smirk,Naruto hair,Axe,Rainbow glasses,,Sling bag,ZEBRA
3033,TezApe #3033,662,69.0000203944,9,Wood Red,Shirt,Moon,Happy,Johny bravo hair,Burger,Heart glasses,,Silver chain,ZEBRA
3812,TezApe #3812,663,68.99676438,9,Universe Purple,Red Shirt,Circles,Happy,Black hair,M416 rifle,Heart glasses,,Golden chain,ZEBRA
5106,TezApe #5106,664,68.990129353,9,Universe Purple,Tiger Coat,Circles,bored,Saiyan blue hair,Baseball bat,Heart glasses,,Sling bag,Diamond
5824,TezApe #5824,665,68.9869725232,9,Diamond Blue,karate,Moon,HIGH,Johny bravo hair,M416 rifle,Samurai hat,,Bone necklace,Rainbow
1693,TezApe #1693,666,68.9852106488,9,Clean Cyan,jacket,Points,smirk,Black hair,Burger,Thuglife glasses,,Sling bag,LEOPARD
4381,TezApe #4381,667,68.9831863035,9,Forest Green,Hoodie,Circles,Happy,Black hair,BaseX,Horns,,Sling bag,EMERALD
5513,TezApe #5513,668,68.959063799,9,Pink Dawn,Shirt,Long,Angry,Johny bravo hair,BaseX,Eye patch,,Sling bag,LEOPARD
3198,TezApe #3198,669,68.9519450575,9,Glacier Blue,Red Shirt,Circles,Angry,Black hair,Axe,Horns,,Bullet belt,LEOPARD
3001,TezApe #3001,670,68.9403081415,9,Glacier Blue,Tiger Coat,Circles,Angry,Johny bravo hair,Hammer,Thuglife glasses,,Bone necklace,EMERALD
6338,TezApe #6338,671,68.9380530892,9,Ruby Red,Shirt,Cross,HIGH,Saiyan blue hair,Baseball bat,Eye patch,,Sling bag,LEOPARD
6219,TezApe #6219,672,68.9379925916,9,Pink Dawn,Astronaut,Cross,Angry,Black hair,Kattana,Horns,,Golden chain,ZEBRA
1187,TezApe #1187,673,68.9315175311,9,Diamond Blue,Red Shirt,Points,HIGH,Black hair,BaseX,Thuglife glasses,,Tezos locket,ZEBRA
3785,TezApe #3785,674,68.9193028883,9,Forest Green,karate,Long,Angry,Saiyan blue hair,Axe,Thuglife glasses,,Tezos locket,ZEBRA
3183,TezApe #3183,675,68.9191651496,9,Clean Cyan,jacket,Points,Happy,Brown hair,M416 rifle,Eye patch,,Silver chain,LEOPARD
1309,TezApe #1309,676,68.8926553775,9,Wood Red,Red Shirt,Points,HIGH,Black hair,Axe,Rainbow glasses,,Tezos locket,ZEBRA
1441,TezApe #1441,677,68.8874787264,9,Diamond Blue,jacket,Points,HIGH,Brown hair,M416 rifle,Eye patch,,Bullet belt,Rainbow
2501,TezApe #2501,678,68.8863420583,9,Forest Green,Tiger Coat,Long,bored,Naruto hair,Baseball bat,Heart glasses,,Bullet belt,SILVER SKIN
3545,TezApe #3545,679,68.8737203764,9,Ruby Red,jacket,Points,bored,Saiyan blue hair,Baseball bat,Eye patch,,Tezos locket,ZEBRA
2196,TezApe #2196,680,68.8634917876,9,Glacier Blue,Astronaut,Moon,Angry,Black hair,Kattana,Samurai hat,,Bullet belt,SILVER SKIN
5921,TezApe #5921,681,68.8543841811,9,Forest Green,jacket,Long,Angry,Brown hair,Axe,Rainbow glasses,,Tezos locket,ZEBRA
749,TezApe #749,682,68.8527665334,9,Forest Green,Tiger Coat,Points,Angry,Brown hair,Baseball bat,Samurai hat,,Bone necklace,EMERALD
282,TezApe #282,683,68.8415262517,9,Glacier Blue,Tiger Coat,Long,Happy,Johny bravo hair,Axe,Samurai hat,,Bone necklace,SILVER SKIN
4294,TezApe #4294,684,68.8362854483,9,Ruby Red,Life jacket,Points,HIGH,Brown hair,BaseX,Horns,,Bone necklace,LEOPARD
2915,TezApe #2915,685,68.8307542807,9,Glacier Blue,Tiger Coat,Cross,HIGH,Brown hair,Kattana,Thuglife glasses,,Silver chain,EMERALD
1919,TezApe #1919,686,68.8255044979,9,Diamond Blue,karate,Cross,HIGH,Naruto hair,Kattana,Eye patch,,Silver chain,ZEBRA
2177,TezApe #2177,687,68.812529195,9,Forest Green,Tiger Coat,Cross,smirk,Johny bravo hair,Axe,Samurai hat,,Silver chain,EMERALD
