ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Eyes,Hair,Prop,Skin
410,Les Elefants Terribles #410,392,536.7210771287,6,Kieslowski,Always More,Benny Jets,Son Of Man,81 days,LUH SEN
1583,Les Elefants Terribles #1583,393,535.9712798587,6,Sixth Album,Pour Signs,Party Over,Your Cologne,Bodega Bay,For The Love
780,Les Elefants Terribles #780,394,534.8324807268,6,Ninth Album,Beer Light,Column,Wait To Talk,Live Aid,For The Love
2096,Les Elefants Terribles #2096,395,534.7019570038,6,Ninth Album,Air Spray,Stefanti Joanne,Cryingame,Most Excellent,Whaam
513,Les Elefants Terribles #513,396,534.4947044891,6,Ninth Album,Contraband Slipping,Darkside Moon,VR,Wibbling Rival,Daft Evil
1445,Les Elefants Terribles #1445,397,534.4938569351,6,Kieslowski,Pornographic Pilchard,Smiley Pin,Frame,Tasty,No Logo
55,Les Elefants Terribles #55,398,533.6712694479,6,Seventh Album,BBC Killer In Me,Shock Artattack,Contagious,Philosophy Lamp,Daft Evil
2336,Les Elefants Terribles #2336,399,533.5431034483,6,Sixth Album,Always More,Famous,Part 2,Maria,Blow Lips
260,Les Elefants Terribles #260,400,533.1793846154,6,Android Dream,The Shrink,Esari Dot,O Father,Rogerz Koonz,Blow Lips
2170,Les Elefants Terribles #2170,401,533.1761712767,6,Buscemi,Milk Surgery,Serum 114,Elefant 2003,Tasty,Cosmic Jive
1269,Les Elefants Terribles #1269,402,532.7762850018,6,Pretty In,Slept With,Yeah Yeah Yeah,Boom 4 Real,Fountain,Whaam
614,Les Elefants Terribles #614,403,532.6185653954,6,Ninth Album,Puppy Lawsuit,EyePhone,Animal,13 Years,Whaam
5153,Les Elefants Terribles #5153,404,532.5071506367,6,Warmest Colour,Sontag Notes,Splash,Billy Rider,Brocli Moss,Future Statues
1066,Les Elefants Terribles #1066,405,532.3451437873,6,Seventh Album,Scissors Across America,Telephone,No No No,Second Rule,Nightswimming
778,Les Elefants Terribles #778,406,532.1265978116,6,Cornetto Films,Tetrahedron Cluster,Infinite Sadness,Yorkshire,Caramba,Factory Additions
5217,Les Elefants Terribles #5217,407,531.7496099987,6,Buscemi,Pantages Theatre,Brian DeMontana,Elefant 2003,Contra Band,Freakiest Lawman
5171,Les Elefants Terribles #5171,408,531.6836449659,6,Warmest Colour,Laughing Dog,Elewise,Nipple Bottle,Mr Boatswain,Trompe Treachery
716,Les Elefants Terribles #716,409,531.5603074963,6,Ninth Album,Twelve,Cruise Kidman,1981,Rose Cross,PARTWhy
1952,Les Elefants Terribles #1952,410,531.2228241406,6,Sixth Album,YBA,DeDroog,MM,Korova Bar,Cannibal Class
1620,Les Elefants Terribles #1620,411,530.7594352274,6,Cornetto Films,Fischer Players,Doh,Elefant 2003,Mr Boatswain,Blow Lips
854,Les Elefants Terribles #854,412,530.7288572871,6,Pretty In,YBA,Yeah Yeah Yeah,Part 2,Maria,Manuelefant
695,Les Elefants Terribles #695,413,530.4483274458,6,Seventh Album,Savage Bea,So Horny,1981,Caramba,Reve
1397,Les Elefants Terribles #1397,414,530.3084862091,6,Seventh Album,Robin Gunningham,EyePhone,Contagious,La Jete,Celebrity Skin
41,Les Elefants Terribles #41,415,529.9676307008,6,Sixth Album,Got It All,Club 27,MM,Second Rule,Composition
1248,Les Elefants Terribles #1248,416,529.6074343705,6,Sixth Album,Duality,Dolores Hazy,Your Cologne,J and D,Wrath
897,Les Elefants Terribles #897,417,528.72963883,6,Cornetto Films,Eleven Eleven,Arbus,Stoke On Trent,Quatre Cents Coups,Elebody Hurts
1427,Les Elefants Terribles #1427,418,527.8819090546,6,Ninth Album,Lick Smile,DeDroog,Inthebox,Tulips,Pugh
1926,Les Elefants Terribles #1926,419,527.1920594758,6,Seventh Album,Dynamite Gelatine,Sunken,Miami,Cold Blood,Elebody Hurts
5297,Les Elefants Terribles #5297,420,526.1758711513,6,Buscemi,Air Bin,Brian DeMontana,Marty,J and D,Prayer Accepted
1754,Les Elefants Terribles #1754,421,524.7732101749,6,Seventh Album,Square,Le Violefant,Seduce Destroy,Second Rule,Future Statues
1789,Les Elefants Terribles #1789,422,524.4331725602,6,Ninth Album,Pour Signs,Smiley Pin,Hurt Me,Most Excellent,For The Love
2381,Les Elefants Terribles #2381,423,523.8642253833,6,Buscemi,Spring Summer 99,Dolores Hazy,Not A Concept,Dog Haha,Freakiest Lawman
1845,Les Elefants Terribles #1845,424,522.5922203199,6,Edwood,Laughing Dog,Look Closer,Vincent 82,Listening Room,Under The Scarlett
5226,Les Elefants Terribles #5226,425,522.1364339803,6,Kieslowski,Scissors Across America,Crap Of The World,VR,La Jete,Pure Uzzell
1204,Les Elefants Terribles #1204,426,521.9600857846,6,Seventh Album,Milk Surgery,DeDroog,Regis 1610,Tasty,For The Love
17,Les Elefants Terribles #17,427,521.521420481,6,Buscemi,Always More,Sunken,Mostwhimsicaljokeoftheseason,Yesterday Today,Pretty Glue
364,Les Elefants Terribles #364,428,519.7051488201,6,Edwood,Got It All,Crap Of The World,Something about Mary,Rose Cross,What You Deserve
5079,Les Elefants Terribles #5079,429,519.0601838755,6,Cyberpunk,Model United Nations,Quarryman,Contagious,Maria,Elebody Hurts
1700,Les Elefants Terribles #1700,430,518.2761019838,6,Seventh Album,Cannes Boo,Celophane Flower,VR,Bodega Bay,Tethered
251,Les Elefants Terribles #251,431,518.1170893917,6,Kieslowski,Yankee Racers,Party Over,GCJCEITJMPTG,Second Rule,PARTWhy
5049,Les Elefants Terribles #5049,432,517.9556212221,6,Ninth Album,Lollapalooza Fiction,Fucking Special,Your Cologne,Devon Saw,Great Masturbator
720,Les Elefants Terribles #720,433,517.6330267559,6,Electric Sheep,Fuck Boris,Stefanti Joanne,Glory Fades,Devon Saw,Blow Lips
5069,Les Elefants Terribles #5069,434,517.4136355709,6,Seventh Album,Answered Prayers,Le Violefant,Hurt Me,SAMO,Tethered
1500,Les Elefants Terribles #1500,435,517.3304619891,6,Cyberpunk,Gunpowder Laserbeam,D Fens,Yorkshire,La Jete,Structured Jewel
2198,Les Elefants Terribles #2198,436,516.8401345116,6,Kieslowski,Culture Chameleon,EyePhone,Factory,J and D,Composition
1240,Les Elefants Terribles #1240,437,515.5537244165,6,Dorian,Milk Surgery,Scott Pill,Seven Death,Wibbling Rival,What You Deserve
991,Les Elefants Terribles #991,438,514.8647857718,6,Seventh Album,Claude Lacombe,Steve Deeds,Treacy Muse,Cold Blood,Uncommonly Gentle
1277,Les Elefants Terribles #1277,439,514.8362859468,6,Seventh Album,Puppy Lawsuit,Elewise,Yorkshire,Velvet,Sixtynine Slides
2411,Les Elefants Terribles #2411,440,514.6411735996,6,Ninth Album,Shish Kabob,Club 27,No No No,Steven Allanaphone,Warners
1709,Les Elefants Terribles #1709,441,514.5302348878,6,Ninth Album,Space Monkey,Yeah Yeah Yeah,Factory,Contra Band,Whaam
1827,Les Elefants Terribles #1827,442,514.5295218081,6,Dorian,Pantages Theatre,So Horny,Animal,Rogerz Koonz,Dora Maar
5244,Les Elefants Terribles #5244,443,514.0227657265,6,Twelfth Movie,Gibes Gambols Gone,Yeah Yeah Yeah,Something about Mary,HunterESS,Prayer Accepted
899,Les Elefants Terribles #899,444,513.9730709492,6,Kieslowski,Model United Nations,Gonzo Journalism,Treacy Muse,Steven Allanaphone,Neoplastifant C
1298,Les Elefants Terribles #1298,445,513.7517667565,6,Ninth Album,Savage Bea,Smiley Pin,Suspense,Rose Cross,Bad Third Act
2243,Les Elefants Terribles #2243,446,513.6820759791,6,Buscemi,Cannes Boo,Crap Of The World,Son Of Man,Jaron IRL,Volume One
1338,Les Elefants Terribles #1338,447,513.6678209374,6,Ninth Album,Killer Camp,Column,Billy Rider,Philosophy Lamp,Pretty Glue
1943,Les Elefants Terribles #1943,448,513.6639366929,6,Warmest Colour,Chas Cattelan,So Horny,Andrelefant Charles,Mr Boatswain,Prayer Accepted
828,Les Elefants Terribles #828,449,513.481785184,6,Ninth Album,Kama Sutra,Stoopid,Artschool George,Live Aid,Tethered
1139,Les Elefants Terribles #1139,450,513.4542086148,6,Cyberpunk,Robin Gunningham,Gonzo Journalism,O Mine,J and D,Composition
5220,Les Elefants Terribles #5220,451,513.1438351035,6,Buscemi,Spring Summer 99,Smiley Pin,No No No,Devon Saw,Reve
1113,Les Elefants Terribles #1113,452,512.0416327767,6,Cornetto Films,Spring Summer 99,Extracurricular,Reginald,Yesterday Today,Reve
1014,Les Elefants Terribles #1014,453,511.6301698842,6,Seventh Album,Sunset Strip,Steve Deeds,Elefonic Labyrinth,HunterESS,SisterDaughterSister
928,Les Elefants Terribles #928,454,511.1903965129,6,Cornetto Films,YBA,Famous,Mostwhimsicaljokeoftheseason,Maria,Lad Insane A
1220,Les Elefants Terribles #1220,455,511.0272808587,6,The Color,Answered Prayers,Arbus,Andrelefant Charles,Listening Room,Sixtynine Slides
486,Les Elefants Terribles #486,456,510.9876831853,6,Seventh Album,Fever Dream,Gonzo Journalism,Be Miyine,HunterESS,No Logo
397,Les Elefants Terribles #397,457,510.7884118037,6,Rosemary,Culture Chameleon,Cruise Kidman,Nipple Bottle,Tasty,Freakiest Lawman
1599,Les Elefants Terribles #1599,458,510.2425743077,6,Seventh Album,Red Lake,Stefanti Joanne,Not A Concept,Bodega Bay,Elebody Hurts
1114,Les Elefants Terribles #1114,459,510.1123240059,6,Android Dream,Chas Cattelan,So Horny,VW,Cold Blood,What You Deserve
2326,Les Elefants Terribles #2326,460,509.4334297282,6,Cyberpunk,Acidemy Award,Telephone,1981,Treachery,Recently Deceased
58,Les Elefants Terribles #58,461,509.3724478054,6,Ninth Album,Robotic Shalom,Brian DeMontana,Godgivenass,Mr Boatswain,Nightswimming
221,Les Elefants Terribles #221,462,508.7483829811,6,Dorian,Beer Light,Yeah Yeah Yeah,Booky Fook,Support Symbol,Nightswimming
758,Les Elefants Terribles #758,463,508.2137874629,6,Pretty In,Savage Bea,Party Over,VW,Ai,Structured Jewel
1769,Les Elefants Terribles #1769,464,507.7004197431,6,Seventh Album,Laughing Dog,Moon Bark,O Dowd,Korova Bar,SisterDaughterSister
555,Les Elefants Terribles #555,465,507.3604134542,6,Kieslowski,Laughing Dog,Yeah Yeah Yeah,Elefant 2003,Rogerz Koonz,Artpop
254,Les Elefants Terribles #254,466,507.2898323922,6,Twelfth Movie,BBC Killer In Me,So Horny,Miami,Balloon,What You Deserve
431,Les Elefants Terribles #431,467,506.9481432908,6,Seventh Album,Celebrity Skin,Sideways,Son Of Man,SNL 1992,Reve
1721,Les Elefants Terribles #1721,468,506.8436758242,6,Electric Sheep,IAMTHEOBJECT,Cruise Kidman,Factory,Charles Camilla,Steven Brennan
235,Les Elefants Terribles #235,469,506.2520361833,6,Dorian,Gunpowder Laserbeam,Lovecat,Wait To Talk,Rogerz Koonz,SisterDaughterSister
1805,Les Elefants Terribles #1805,470,505.9102088149,6,Rosemary,Spring Summer 99,Splash,VW,Rose Cross,Steven Brennan
5125,Les Elefants Terribles #5125,471,505.8440871324,6,Electric Sheep,Hey Paul,Lovecat,Stoke On Trent,Tulips,Recently Deceased
1241,Les Elefants Terribles #1241,472,505.113448461,6,Cornetto Films,Space Monkey,Benny Jets,Stoke On Trent,Korova Bar,Dead Eleman
1411,Les Elefants Terribles #1411,473,504.1482625295,6,Kieslowski,Memory Jar,Shock Artattack,Animal,Most Excellent,Freakiest Lawman
1069,Les Elefants Terribles #1069,474,503.8211150001,6,Android Dream,Sontag Notes,Club 27,Billy Rider,Tulips,Elebody Hurts
672,Les Elefants Terribles #672,475,503.3508112684,6,Android Dream,Fischer Players,Crap Of The World,Inthebox,Rose Cross,For The Love
2468,Les Elefants Terribles #2468,476,503.2868453707,6,Ninth Album,High As A Kate,So Horny,Be Miyine,Most Excellent,Manuelefant
1350,Les Elefants Terribles #1350,477,503.0824710147,6,Warmest Colour,Puppy Lawsuit,Melon Colliefant,Booky Fook,Brocli Moss,Trompe Treachery
1503,Les Elefants Terribles #1503,478,502.8832317073,6,Rosemary,Chas Cattelan,Look Closer,O Father,1962,Volume One
728,Les Elefants Terribles #728,479,502.7925087108,6,Cyberpunk,72 Objects,Beady G,Treacy Muse,Steven Allanaphone,Blow Lips
2207,Les Elefants Terribles #2207,480,502.470593699,6,Seventh Album,Stan Winstons,Club 27,Seduce Destroy,Ai,Tethered
752,Les Elefants Terribles #752,481,502.0963500421,6,Dorian,Kama Sutra,Moon Bark,Booky Fook,The Snake,Great Masturbator
576,Les Elefants Terribles #576,482,501.900399388,6,Pretty In,Always More,Splash,Diptych,13 Years,Reve
1003,Les Elefants Terribles #1003,483,501.8802621801,6,Kieslowski,Tetrahedron Cluster,Benny Jets,Billy Rider,SNL 1992,Daft Evil
271,Les Elefants Terribles #271,484,501.7643201824,6,Pretty In,Claude Lacombe,TCB,SamoC,Aaron,Dead Eleman
5091,Les Elefants Terribles #5091,485,501.4529095904,6,Electric Sheep,Chippen Fails,Dolores Hazy,Wait To Talk,The Snake,Prayer Accepted
625,Les Elefants Terribles #625,486,501.1966551976,6,Buscemi,Fuck Boris,Look Closer,3000 Heels,1962,Everything Important
1788,Les Elefants Terribles #1788,487,501.1167944251,6,Cyberpunk,Air Spray,Dolores Hazy,Becoming Yourself,Dog Haha,SisterDaughterSister
409,Les Elefants Terribles #409,488,501.0506629254,6,Twelfth Movie,The Shrink,Smiley Pin,Glory Fades,Tulips,Daft Evil
1666,Les Elefants Terribles #1666,489,500.8235408366,6,Ninth Album,Fischer Players,Telephone,Not A Concept,Tulips,Dalitte
1852,Les Elefants Terribles #1852,490,500.7911198927,6,Ninth Album,Unique Snowflake,Stoopid,O Dowd,Beautiful Little Fool,What You Deserve
1586,Les Elefants Terribles #1586,491,500.6409090909,6,Ninth Album,Puppy Lawsuit,Funny Game,Godgivenass,Devon Saw,No Logo
2398,Les Elefants Terribles #2398,492,500.0519648359,6,Cornetto Films,Sunset Strip,Brian DeMontana,GCJCEITJMPTG,Korova Bar,Everything Important
2182,Les Elefants Terribles #2182,493,499.9911400605,6,Twelfth Movie,Pour Signs,Stoopid,Elefant 2003,Rogerz Koonz,Wrath
5284,Les Elefants Terribles #5284,494,499.6761564235,6,The Color,Undisputed Masterpiece,Sunken,No No No,Rogerz Koonz,Cosmic Jive
1412,Les Elefants Terribles #1412,495,499.4796914095,6,Ninth Album,Yesterday Today,Yeah Yeah Yeah,Nipple Bottle,Velvet,Nightswimming
1725,Les Elefants Terribles #1725,496,499.2634979211,6,Sixth Album,Camera Drawing,Rob Liefant,O Dowd,SNL 1992,Future Statues
5293,Les Elefants Terribles #5293,497,499.1867492972,6,Warmest Colour,Air Spray,Brian DeMontana,Andrelefant Charles,Second Rule,Otherwisewise
68,Les Elefants Terribles #68,498,498.8587398563,6,Pretty In,Hisnameisrobertporter,Chromoluminarism,No No No,Rose Cross,Mad As Hell
5127,Les Elefants Terribles #5127,499,498.6893355441,6,Buscemi,Bitch Is Back,Cruise Kidman,Elefant 2003,Maria,Warners
1945,Les Elefants Terribles #1945,500,498.4768863636,6,Ninth Album,Spring Summer 99,Stefanti Joanne,Kik A Cosmetologist,Live Aid,Steven Brennan
33,Les Elefants Terribles #33,501,498.4213734378,6,Electric Sheep,High Society,Moon Bark,Mostwhimsicaljokeoftheseason,Chapman,Trompe Treachery
2203,Les Elefants Terribles #2203,502,498.2677862108,6,The Color,Pink Salmon Vibrator,Melon Colliefant,Elefonic Labyrinth,Renelefant,For The Love
957,Les Elefants Terribles #957,503,498.1809473806,6,Cornetto Films,New Wave,Melon Colliefant,Marty,Rogerz Koonz,Pretty Glue
556,Les Elefants Terribles #556,504,498.1257307548,6,Cornetto Films,Lux Aeterna,DeDroog,Miami,Tulips,Volume One
1274,Les Elefants Terribles #1274,505,497.969854446,6,Seventh Album,Laughing Dog,Celophane Flower,VW,Quatre Cents Coups,Warners
5055,Les Elefants Terribles #5055,506,497.7697959935,6,Ninth Album,Sunset Strip,Darkside Moon,SamoC,Ai,Cannibal Class
1711,Les Elefants Terribles #1711,507,497.5029756829,6,Dorian,Permanent December,DeDroog,Your Cologne,Most Excellent,What You Deserve
5199,Les Elefants Terribles #5199,508,497.3853890838,6,Warmest Colour,Stanley Nabokov,VCR,Suspense,La Jete,Pretty Glue
1691,Les Elefants Terribles #1691,509,496.2654827432,6,Seventh Album,Acidemy Award,Crap Of The World,GCJCEITJMPTG,Live Aid,Steven Brennan
1068,Les Elefants Terribles #1068,510,496.0362279226,6,Sixth Album,Said Goddamn,VCR,Treacy Muse,Maria,Manuelefant
1281,Les Elefants Terribles #1281,511,495.9856176662,6,Dorian,Yankee Racers,Gonzo Journalism,Billy Rider,Renelefant,Pugh
243,Les Elefants Terribles #243,512,495.566472077,6,Ninth Album,Fischer Players,Splash,Inthebox,Brocli Moss,Otherwisewise
2218,Les Elefants Terribles #2218,513,495.4590339359,6,Buscemi,Pour Signs,Extracurricular,Cryingame,Rogerz Koonz,Mad As Hell
1798,Les Elefants Terribles #1798,514,495.1600649351,6,Ninth Album,Ball Out,Infinite Sadness,Son Of Man,Live Aid,Recently Deceased
1116,Les Elefants Terribles #1116,515,494.7994472826,6,Pretty In,Hisnameisrobertporter,Telephone,Your Cologne,Wibbling Rival,PARTWhy
566,Les Elefants Terribles #566,516,494.6295485266,6,Buscemi,Puppy Lawsuit,Benny Jets,Something about Mary,Screen Print,Tethered
2016,Les Elefants Terribles #2016,517,494.3161838162,6,Twelfth Movie,Permanent December,Extracurricular,Contagious,SAMO,Otherwisewise
5256,Les Elefants Terribles #5256,518,493.9590038459,6,Edwood,Always More,Club 27,Treacy Muse,Claire Alter,Whaam
2291,Les Elefants Terribles #2291,519,493.8464021219,6,Cornetto Films,Cannes Boo,Look Closer,Kik A Cosmetologist,Live Aid,Booty Star
51,Les Elefants Terribles #51,520,493.7029148239,6,Seventh Album,Flower Thrower,Daniel,Deep Cover,Quatre Cents Coups,Elebody Hurts
727,Les Elefants Terribles #727,521,493.6692475573,6,Sixth Album,Bitch Is Back,Quarryman,Miami,Caramba,Wrath
1907,Les Elefants Terribles #1907,522,493.5311059908,6,Edwood,Red Lake,Dolores Hazy,Seduce Destroy,Steven Allanaphone,What You Deserve
562,Les Elefants Terribles #562,523,491.9855751391,6,Ninth Album,Fever Dream,Daniel,Stoke On Trent,81 days,What You Deserve
2340,Les Elefants Terribles #2340,524,491.7758511272,6,Android Dream,Gibes Gambols Gone,Sideways,MM,Tulips,Otherwisewise
1172,Les Elefants Terribles #1172,525,491.7135219472,6,Ninth Album,Sontag Notes,Irisese,Seven Death,1962,Lad Insane A
1833,Les Elefants Terribles #1833,526,491.4717292301,6,Seventh Album,Flower Thrower,Shock Artattack,No No No,Foam Fingering,Elebody Hurts
765,Les Elefants Terribles #765,527,491.2997018634,6,Android Dream,Poor Yorick,Chromoluminarism,Something about Mary,SAMO,No Logo
2377,Les Elefants Terribles #2377,528,491.160429303,6,Kieslowski,Chas Cattelan,Club 27,Cryingame,Tasty,Manuelefant
1104,Les Elefants Terribles #1104,529,490.8219979935,6,Edwood,BBC Killer In Me,VCR,Yorkshire,Charles Camilla,Daft Evil
1743,Les Elefants Terribles #1743,530,490.7128489999,6,Android Dream,Beer Light,Vanilla 7,Marty,Support Symbol,Elebody Hurts
779,Les Elefants Terribles #779,531,490.1942280974,6,Rosemary,Said Goddamn,Splash,Something about Mary,HunterESS,What You Deserve
1595,Les Elefants Terribles #1595,532,489.3296347208,6,Sixth Album,Undisputed Masterpiece,Fucking Special,Seduce Destroy,Rose Cross,Prayer Accepted
2253,Les Elefants Terribles #2253,533,489.30410927,6,Ninth Album,Square,Umbilical Noose,Marty,Rogerz Koonz,Pure Uzzell
1400,Les Elefants Terribles #1400,534,488.894883672,6,Cyberpunk,Square,Gonzo Journalism,Yorkshire,Persistent Phone,Trompe Treachery
1938,Les Elefants Terribles #1938,535,488.1700897666,6,Kieslowski,Ball Out,Extracurricular,Regis 1610,Rose Cross,Steven Brennan
128,Les Elefants Terribles #128,536,488.1177691026,6,Pretty In,Stan Winstons,Extracurricular,Seduce Destroy,Maria,For The Love
1796,Les Elefants Terribles #1796,537,487.7362017961,6,Seventh Album,Memory Jar,Dom Cobb,Marty,Claire Alter,Pretty Glue
619,Les Elefants Terribles #619,538,487.5776882036,6,Pretty In,Crack Wack,Yeah Yeah Yeah,Reginald,Foam Fingering,Pugh
2027,Les Elefants Terribles #2027,539,487.1318621189,6,Kieslowski,Said Goddamn,Party Over,Factory,Caramba,PARTWhy
1036,Les Elefants Terribles #1036,540,487.0398054907,6,Electric Sheep,Said Goddamn,Dolores Hazy,Animal,13 Years,Warners
526,Les Elefants Terribles #526,541,486.3790022173,6,Ninth Album,72 Objects,Arbus,Becoming Yourself,Tulips,Pure Uzzell
1791,Les Elefants Terribles #1791,542,485.5680108112,6,Pretty In,Cannes Boo,Telephone,Diptych,Jaron IRL,Steven Brennan
1883,Les Elefants Terribles #1883,543,485.1942486085,6,Ninth Album,Fuck Boris,Dolores Hazy,Your Cologne,Steven Allanaphone,Warners
1049,Les Elefants Terribles #1049,544,484.4998066454,6,Seventh Album,Undisputed Masterpiece,Chromoluminarism,Billy Rider,Wibbling Rival,Sixtynine Slides
2125,Les Elefants Terribles #2125,545,484.1899622909,6,Android Dream,Puppy Lawsuit,Steve Deeds,1981,Renelefant,Wrath
2155,Les Elefants Terribles #2155,546,483.2900787402,6,Cornetto Films,Lollapalooza Fiction,TCB,O Father,Balloon,Cannibal Class
5178,Les Elefants Terribles #5178,547,481.905618071,6,Ninth Album,Poor Yorick,Sunken,Marty,13 Years,Artpop
5130,Les Elefants Terribles #5130,548,481.5166513604,6,Electric Sheep,Air Bin,D Fens,Godgivenass,Claire Alter,Freakiest Lawman
1127,Les Elefants Terribles #1127,549,481.2479198519,6,Rosemary,Chas Cattelan,Lovecat,Andrelefant Charles,Yesterday Today,Trompe Treachery
222,Les Elefants Terribles #222,550,480.9212453226,6,Dorian,Lux Aeterna,Celophane Flower,SamoC,Cold Blood,Everything Important
1737,Les Elefants Terribles #1737,551,480.6559730579,6,Pretty In,Square,Stoopid,No No No,Rose Cross,Composition
1855,Les Elefants Terribles #1855,552,480.579348238,6,Electric Sheep,Square,Stefanti Joanne,VW,Persistent Phone,Freakiest Lawman
723,Les Elefants Terribles #723,553,479.9394062333,6,Dorian,Celebrity Skin,Brian DeMontana,Vincent 82,Listening Room,Dead Eleman
1000,Les Elefants Terribles #1000,554,479.6496779083,6,Cyberpunk,Charles Spiegel,Club 27,Complete Lyrics,Fountain,Neoplastifant C
108,Les Elefants Terribles #108,555,479.0952351942,6,Kieslowski,Air Spray,Stoopid,MM,Caramba,Trompe Treachery
5257,Les Elefants Terribles #5257,556,478.890328302,6,Edwood,Permanent December,Stoopid,Inthebox,Korova Bar,Structured Jewel
2436,Les Elefants Terribles #2436,557,478.5597864574,6,Warmest Colour,Always More,Stoopid,Kik A Cosmetologist,Maria,What You Deserve
1961,Les Elefants Terribles #1961,558,478.43556415,6,Kieslowski,Scissors Across America,Stoopid,Inthebox,Persistent Phone,Composition
529,Les Elefants Terribles #529,559,478.142936048,6,Dorian,Fischer Players,Telephone,Marty,13 Years,Celebrity Skin
839,Les Elefants Terribles #839,560,478.0654282267,6,Buscemi,Flower Thrower,Umbilical Noose,VR,Mr Boatswain,Reve
906,Les Elefants Terribles #906,561,477.4430647936,6,Warmest Colour,New Wave,Column,Seven Death,13 Years,Booty Star
5300,Les Elefants Terribles #5300,562,477.3839475628,6,Cornetto Films,Robotic Shalom,Fucking Special,Guccipiggy,Ai,Trompe Treachery
714,Les Elefants Terribles #714,563,476.8846492331,6,Seventh Album,Air Spray,DeDroog,Nipple Bottle,Persistent Phone,SisterDaughterSister
603,Les Elefants Terribles #603,564,476.6084472624,6,Ninth Album,Something Wrong,So Horny,Suspense,Velvet,Mad As Hell
1984,Les Elefants Terribles #1984,565,476.0075865812,6,Edwood,Chas Cattelan,TCB,Deep Cover,SNL 1992,PARTWhy
5216,Les Elefants Terribles #5216,566,475.9274967245,6,Electric Sheep,Got It All,So Horny,Factory,Devon Saw,Everything Important
2405,Les Elefants Terribles #2405,567,475.8730582697,6,Electric Sheep,Riverpoint Riot,TCB,SamoC,Renelefant,Pretty Glue
2275,Les Elefants Terribles #2275,568,475.4193393356,6,Kieslowski,Comedian,Funny Game,Deep Cover,13 Years,Mad As Hell
1050,Les Elefants Terribles #1050,569,474.7246770194,6,Seventh Album,Pour Signs,Party Over,VW,Charles Camilla,Wrath
1667,Les Elefants Terribles #1667,570,474.6521141729,6,The Color,Fuck Boris,Yeah Yeah Yeah,Becoming Yourself,Foam Fingering,Elebody Hurts
1263,Les Elefants Terribles #1263,571,474.5021579439,6,Seventh Album,Air Spray,Brian DeMontana,Treacy Muse,Korova Bar,LUH SEN
1201,Les Elefants Terribles #1201,572,474.2716428421,6,Cyberpunk,Chas Cattelan,Lovecat,Son Of Man,Claire Alter,Elebody Hurts
90,Les Elefants Terribles #90,573,474.0365218359,6,Warmest Colour,Poor Yorick,Vanilla 7,Contagious,Pourpourpour,Whaam
1448,Les Elefants Terribles #1448,574,473.9675718699,6,Ninth Album,Stan Winstons,Dolores Hazy,Factory,Pourpourpour,Future Statues
1614,Les Elefants Terribles #1614,575,473.9001770283,6,Ninth Album,Hisnameisrobertporter,Column,Artschool George,Wibbling Rival,Wrath
627,Les Elefants Terribles #627,576,473.5655268683,6,Seventh Album,Dirty Face Shame,Rob Liefant,Booky Fook,SNL 1992,Tethered
2388,Les Elefants Terribles #2388,577,473.4736604702,6,Edwood,Poor Yorick,Gonzo Journalism,GPSS19,Korova Bar,Composition
1632,Les Elefants Terribles #1632,578,473.4525543884,6,Kieslowski,High As A Kate,Cruise Kidman,Suspense,Rose Cross,Structured Jewel
5263,Les Elefants Terribles #5263,579,472.7954757438,6,Twelfth Movie,Camera Drawing,Arbus,Not A Concept,Cold Blood,SisterDaughterSister
1488,Les Elefants Terribles #1488,580,472.5617602769,6,Kieslowski,Pantages Theatre,Splash,Be Miyine,Ai,Freakiest Lawman
157,Les Elefants Terribles #157,581,472.0923448276,6,Android Dream,Fuck Boris,Smiley Pin,Nipple Bottle,Pourpourpour,Structured Jewel
1364,Les Elefants Terribles #1364,582,472.0288013845,6,Pretty In,YBA,Irisese,Nipple Bottle,Yesterday Today,Lad Insane A
2367,Les Elefants Terribles #2367,583,471.5195712183,6,Dorian,AA Sponsor,Vanilla 7,Elefant 2003,Steven Allanaphone,Prayer Accepted
149,Les Elefants Terribles #149,584,471.3188661364,6,Seventh Album,Claude Lacombe,Beady G,Suspense,Foam Fingering,No Logo
48,Les Elefants Terribles #48,585,471.1191250854,6,Ninth Album,Red Carpetroversy,Famous,Booky Fook,Cold Blood,Mad As Hell
5162,Les Elefants Terribles #5162,586,470.634133944,6,Kieslowski,Yesterday Today,VCR,Deep Cover,Chapman,Reve
500,Les Elefants Terribles #500,587,469.9107276119,6,Rosemary,Suck On This,VCR,Diptych,Rose Cross,Composition
983,Les Elefants Terribles #983,588,469.5747943025,6,Edwood,Chas Cattelan,Dolores Hazy,Cryingame,Rogerz Koonz,Blow Lips
5303,Les Elefants Terribles #5303,589,469.1541948496,6,Ninth Album,Charles Spiegel,Sunken,Miami,Philosophy Lamp,Bad Third Act
2451,Les Elefants Terribles #2451,590,468.5502237309,6,Warmest Colour,Something Wrong,Irisese,Andrelefant Charles,13 Years,Mad As Hell
855,Les Elefants Terribles #855,591,468.3906467323,6,Rosemary,Cannes Boo,Famous,Marty,SAMO,Great Masturbator
1031,Les Elefants Terribles #1031,592,467.7880650323,6,Seventh Album,High As A Kate,Extracurricular,Be Miyine,Caramba,Freakiest Lawman
1402,Les Elefants Terribles #1402,593,467.5934636763,6,Seventh Album,Memory Jar,Sunken,Cryingame,Wibbling Rival,Wrath
