ID,Name,Rank,Rarity_Score,Agility-Scores,Alignment-Scores,Ancestor-Scores,Attributes-Scores,Background-Scores,Class-Scores,Dexterity-Scores,Fur-Scores,Gender-Scores,Head Accessory-Scores,Intelligence-Scores,Magic-Scores,Morality-Scores,Race-Scores,Rank-Scores,Strength-Scores,Weapon-Scores
940,Bunny Knights #940,499,2775.132479661624,3,15,666,2,10,6,18,22,4,,7,,3,1,2000,2,11
612,Bunny Knights #612,500,2775.1080981504774,3,14,666,2,12,5,5,20,1,,14,9,3,1,2000,3,9
1198,Bunny Knights #1198,501,2775.0899221792056,3,16,666,2,18,5,18,17,1,,7,,2,1,2000,2,11
1980,Bunny Knights #1980,502,2775.028426366638,9,14,666,2,11,6,2,19,1,,7,,2,1,2000,7,21
1292,Bunny Knights #1292,503,2774.538573137136,3,17,666,2,11,5,10,22,1,,14,,2,1,2000,2,11
650,Bunny Knights #650,504,2774.415136823954,3,18,666,2,18,5,3,22,1,,6,9,2,1,2000,3,9
2045,Bunny Knights #2045,505,2773.97420291477,17,14,666,2,11,6,3,18,1,,7,,3,1,2000,2,18
555,Bunny Knights #555,506,2773.7676597062796,3,17,666,2,10,5,2,22,1,,15,9,2,1,2000,2,9
2306,Bunny Knights #2306,507,2773.521201350272,5,15,666,2,11,6,5,22,4,,3,,2,1,2000,7,18
587,Bunny Knights #587,508,2773.446488228511,9,15,666,2,10,6,3,20,1,,3,,3,1,2000,7,21
796,Bunny Knights #796,509,2772.985170036267,3,15,666,2,10,5,2,23,1,,15,9,3,1,2000,2,9
1304,Bunny Knights #1304,510,2772.729667184887,3,15,666,2,18,5,5,18,1,,10,9,3,1,2000,2,9
1725,Bunny Knights #1725,511,2772.7239747011713,9,18,500,2,12,6,5,18,1,166,3,,3,1,2000,3,21
572,Bunny Knights #572,512,2772.1095082004144,9,14,666,2,10,6,10,18,4,,3,,3,1,2000,2,18
2065,Bunny Knights #2065,513,2771.8821557993833,3,15,666,2,19,5,3,19,4,,6,9,2,1,2000,2,9
1316,Bunny Knights #1316,514,2771.5439614207417,3,17,500,2,10,5,64,20,1,36,3,,2,1,2000,2,100
1157,Bunny Knights #1157,515,2771.473042201439,3,18,666,2,19,5,3,18,1,,6,9,3,1,2000,3,9
2134,Bunny Knights #2134,516,2771.0327159958442,5,16,666,2,10,5,18,23,1,,3,,2,1,2000,2,11
768,Bunny Knights #768,517,2770.5595827649036,3,15,666,2,10,5,2,18,4,,15,9,2,1,2000,2,9
1482,Bunny Knights #1482,518,2770.20226840272,3,15,666,2,10,5,3,24,1,,10,9,3,1,2000,3,9
1247,Bunny Knights #1247,519,2770.14390710525,9,17,666,2,19,5,5,17,1,,7,,2,1,2000,2,11
850,Bunny Knights #850,520,2769.853024465109,3,16,666,2,19,5,2,18,1,,6,9,2,1,2000,3,9
798,Bunny Knights #798,521,2769.5238435254355,3,16,666,2,11,5,10,18,1,,14,,2,1,2000,2,11
1795,Bunny Knights #1795,522,2769.3943765154054,5,18,666,2,10,6,5,19,1,,3,,2,1,2000,7,18
628,Bunny Knights #628,523,2768.604194208067,9,14,666,2,10,5,5,19,1,,7,9,2,1,2000,2,9
1466,Bunny Knights #1466,524,2768.4779286772964,3,14,666,2,10,5,2,23,1,,6,9,2,1,2000,7,9
2218,Bunny Knights #2218,525,2768.2257522802834,3,18,666,2,10,5,2,22,4,,6,9,3,1,2000,2,9
1326,Bunny Knights #1326,526,2768.1842458290057,5,14,666,2,10,5,3,19,4,,10,9,2,1,2000,2,9
2455,Bunny Knights #2455,527,2768.1537576063442,9,15,666,2,19,5,3,18,1,,7,,3,1,2000,3,11
1570,Bunny Knights #1570,528,2768.1303802433913,9,17,666,2,12,6,5,22,1,,7,,2,1,2000,2,11
538,Bunny Knights #538,529,2767.8064783420027,17,16,666,2,10,6,2,18,1,,3,,2,1,2000,7,11
1983,Bunny Knights #1983,530,2767.6788638876374,17,15,666,2,12,6,3,20,1,,3,,3,1,2000,3,11
1997,Bunny Knights #1997,531,2767.551064225811,3,17,666,2,10,5,3,23,1,,6,9,3,1,2000,3,9
2297,Bunny Knights #2297,532,2767.208083696053,9,17,666,2,18,6,5,18,1,,3,,2,1,2000,3,11
1959,Bunny Knights #1959,533,2767.01599918186,9,15,666,2,10,6,5,20,1,,3,,2,1,2000,3,18
2249,Bunny Knights #2249,534,2767.0048965475967,3,15,666,2,11,5,3,19,1,,10,9,2,1,2000,3,9
1786,Bunny Knights #1786,535,2766.793029460061,17,14,666,2,10,6,2,18,1,,3,,3,1,2000,7,11
1826,Bunny Knights #1826,536,2766.5560640868953,3,14,666,2,18,5,2,19,1,,6,9,2,1,2000,2,9
2075,Bunny Knights #2075,537,2765.759794724131,3,16,666,2,10,5,5,22,1,,6,9,3,1,2000,2,9
907,Bunny Knights #907,538,2765.5781545707578,3,15,666,2,10,5,2,20,4,,6,9,3,1,2000,3,9
1791,Bunny Knights #1791,539,2765.549667653047,3,15,666,2,11,5,2,22,1,,6,9,2,1,2000,3,9
773,Bunny Knights #773,540,2765.439865522274,3,17,400,4,18,5,3,22,1,222,10,24,2,1,2000,3,25
955,Bunny Knights #955,541,2765.2868773731107,3,17,666,2,10,5,3,22,1,,6,9,3,1,2000,2,9
943,Bunny Knights #943,542,2765.2679801023264,3,15,666,2,12,5,3,22,1,,6,9,2,1,2000,2,9
1223,Bunny Knights #1223,543,2764.9943220345745,9,16,666,2,10,5,10,20,1,,3,,3,1,2000,2,11
1397,Bunny Knights #1397,544,2764.6521919546444,3,17,666,2,10,5,3,20,1,,6,9,3,1,2000,3,9
1601,Bunny Knights #1601,545,2764.623071763726,17,14,666,2,10,6,3,20,1,,3,,3,1,2000,3,11
1515,Bunny Knights #1515,546,2764.596325071417,9,18,666,2,11,5,10,17,1,,3,,2,1,2000,2,11
1291,Bunny Knights #1291,547,2764.1813214910308,5,17,666,2,10,5,5,23,1,,7,,3,1,2000,3,11
1518,Bunny Knights #1518,548,2764.1660430209977,3,17,666,2,12,5,2,18,1,,6,9,3,1,2000,3,9
2060,Bunny Knights #2060,549,2763.4706219503387,3,15,666,2,10,5,2,22,1,,6,9,3,1,2000,3,9
1513,Bunny Knights #1513,550,2763.089349542642,3,14,666,2,11,5,2,20,1,,6,9,3,1,2000,3,9
1217,Bunny Knights #1217,551,2762.9029689960007,17,14,500,2,10,6,2,22,4,,3,,3,1,2000,7,166
1516,Bunny Knights #1516,552,2762.623126163848,5,14,666,2,10,5,2,17,4,,6,9,3,1,2000,2,9
1697,Bunny Knights #1697,553,2762.2705052064107,3,14,666,2,10,5,3,19,4,,6,9,2,1,2000,2,9
892,Bunny Knights #892,554,2761.7371315318487,3,15,666,2,10,5,2,19,1,,6,9,3,1,2000,3,9
760,Bunny Knights #760,555,2761.620528038176,9,15,666,2,10,6,5,18,4,,3,,2,1,2000,3,11
2281,Bunny Knights #2281,556,2761.4302600236656,5,17,666,2,11,5,10,18,1,,3,,2,1,2000,3,11
1967,Bunny Knights #1967,557,2761.427125715332,3,15,666,2,11,5,3,18,1,,6,9,3,1,2000,3,9
1001,Bunny Knights #1001,558,2760.5753544523845,5,14,666,2,11,5,10,19,1,,3,,3,1,2000,3,11
869,Bunny Knights #869,559,2760.1657346441666,3,16,666,2,10,5,2,19,1,,6,9,2,1,2000,2,9
981,Bunny Knights #981,560,2759.650070062855,5,14,500,2,12,6,3,19,4,,3,,2,1,2000,16,166
551,Bunny Knights #551,561,2758.715834877084,3,16,666,2,10,5,3,18,1,,6,9,3,1,2000,2,9
2173,Bunny Knights #2173,562,2758.361510901383,17,14,500,2,12,6,2,19,1,,3,,3,1,2000,7,166
1196,Bunny Knights #1196,563,2750.6996808119766,3,16,500,2,10,6,10,20,1,,3,,3,1,2000,16,153
1908,Bunny Knights #1908,564,2748.678577382771,17,17,500,2,12,6,3,18,1,133,7,,3,1,2000,2,23
613,Bunny Knights #613,565,2748.511003161477,3,14,400,4,11,5,3,19,1,222,6,24,2,1,2000,2,25
1892,Bunny Knights #1892,566,2744.286979250786,5,15,500,2,10,6,3,18,4,,3,,3,1,2000,16,153
1324,Bunny Knights #1324,567,2739.0542790754175,5,16,250,2,10,6,10,18,4,,7,,3,1,2000,2,400
1524,Bunny Knights #1524,568,2738.413556840151,3,14,400,2,18,6,10,24,1,83,7,,3,1,2000,7,153
1876,Bunny Knights #1876,569,2737.5195838201194,3,17,500,2,10,6,3,23,1,83,3,,3,1,2000,55,23
977,Bunny Knights #977,570,2735.7928651614684,3,17,500,2,10,6,64,18,4,50,3,,2,1,2000,2,50
2171,Bunny Knights #2171,571,2733.59083953044,3,15,400,4,19,5,2,17,1,222,15,9,2,1,2000,2,9
1837,Bunny Knights #1837,572,2731.816626125709,5,16,333,2,11,6,2,22,1,133,3,,2,1,2000,22,166
1527,Bunny Knights #1527,573,2731.301896796334,3,15,500,2,10,6,2,18,4,83,3,,3,1,2000,55,21
2463,Bunny Knights #2463,574,2725.784900942545,3,15,400,4,11,5,3,20,1,222,10,9,3,1,2000,3,9
1939,Bunny Knights #1939,575,2719.530789326477,17,17,500,2,10,5,5,22,4,80,3,,2,1,2000,2,44
1817,Bunny Knights #1817,576,2715.800842882893,5,17,500,2,10,5,10,18,4,29,3,,3,1,2000,3,100
662,Bunny Knights #662,577,2713.960375906353,3,15,500,2,19,6,3,20,4,83,7,,3,1,2000,22,21
1332,Bunny Knights #1332,578,2711.993466982658,333,17,285,2,11,6,2,19,4,,3,,3,1,2000,2,18
1160,Bunny Knights #1160,579,2711.0987326068985,5,17,500,4,11,5,3,24,1,57,14,29,3,1,2000,3,29
1434,Bunny Knights #1434,580,2709.4486978464533,5,18,500,4,11,5,10,19,4,57,7,29,3,1,2000,2,29
1470,Bunny Knights #1470,581,2708.3847848851206,3,16,400,2,11,5,5,18,1,,14,,3,1,2000,3,222
1014,Bunny Knights #1014,582,2706.951699719712,3,17,500,4,10,5,3,18,4,80,6,23,3,1,2000,2,23
1383,Bunny Knights #1383,583,2703.123092317934,5,16,500,2,12,6,2,20,1,83,7,,3,1,2000,16,23
2006,Bunny Knights #2006,584,2701.51339428611,5,14,333,4,19,5,2,20,1,222,6,29,2,1,2000,2,29
1719,Bunny Knights #1719,585,2700.6140710537315,3,17,333,2,11,6,2,19,1,133,14,,3,1,2000,16,133
2146,Bunny Knights #2146,586,2699.4212608794137,5,17,400,2,10,6,3,18,1,166,7,,3,1,2000,7,50
2207,Bunny Knights #2207,587,2698.7398365364475,5,15,500,2,11,6,18,22,1,83,3,,2,1,2000,2,23
594,Bunny Knights #594,588,2698.403708862261,3,17,500,2,10,6,5,23,1,83,3,,2,1,2000,16,21
2342,Bunny Knights #2342,589,2696.887474055481,3,18,500,2,11,5,64,18,4,,3,,3,1,2000,2,58
961,Bunny Knights #961,590,2696.6756890087113,5,14,500,2,10,5,3,22,4,,14,52,3,1,2000,3,52
1444,Bunny Knights #1444,591,2696.578595545838,3,15,500,2,10,6,10,18,1,83,3,,2,1,2000,16,21
2178,Bunny Knights #2178,592,2696.5252810091974,3,18,333,2,12,6,3,19,1,222,3,,3,1,2000,22,44
2198,Bunny Knights #2198,593,2693.732659320168,3,17,500,2,10,5,2,22,1,,15,52,3,1,2000,2,52
1319,Bunny Knights #1319,594,2692.9348497810583,3,17,333,2,10,6,3,18,1,222,3,,2,1,2000,22,44
979,Bunny Knights #979,595,2692.7009667840434,17,17,500,2,10,6,3,24,1,,3,,2,1,2000,3,100
903,Bunny Knights #903,596,2691.748765314536,9,17,500,2,18,6,3,18,1,,7,,2,1,2000,3,100
1125,Bunny Knights #1125,597,2690.1000534358122,3,16,500,4,11,5,5,18,4,57,6,24,3,1,2000,2,25
2014,Bunny Knights #2014,598,2689.026288892874,3,15,500,2,11,6,10,22,1,,3,,3,1,2000,7,100
702,Bunny Knights #702,599,2685.141552893983,3,17,500,4,19,5,10,18,1,35,14,24,2,1,2000,2,25
783,Bunny Knights #783,600,2684.897406988138,5,17,500,2,12,6,5,19,1,,3,,3,1,2000,7,100
1349,Bunny Knights #1349,601,2684.641650444862,3,15,500,4,11,5,2,19,1,80,10,9,2,1,2000,7,9
1932,Bunny Knights #1932,602,2684.2792244229886,9,14,500,2,10,6,3,18,4,,7,,3,1,2000,3,100
1969,Bunny Knights #1969,603,2684.073949543535,3,14,500,2,10,5,64,20,1,29,3,,3,1,2000,2,20
1381,Bunny Knights #1381,604,2683.842842274224,5,14,500,2,10,5,2,18,1,,10,52,3,1,2000,3,52
1789,Bunny Knights #1789,605,2683.283137260078,3,16,500,2,19,6,2,18,1,,3,,3,1,2000,55,50
1797,Bunny Knights #1797,606,2682.483814954479,3,17,500,4,28,5,3,19,4,35,6,24,2,1,2000,2,25
676,Bunny Knights #676,607,2682.068047916262,17,15,500,2,10,6,3,24,1,80,3,,3,1,2000,3,11
629,Bunny Knights #629,608,2681.104110980132,3,14,500,4,19,5,2,19,4,35,15,24,3,1,2000,2,25
762,Bunny Knights #762,609,2679.0537715754826,3,18,500,2,10,5,18,18,1,29,7,,3,1,2000,2,57
1375,Bunny Knights #1375,610,2678.411494722731,3,15,500,2,10,5,3,18,1,,6,52,3,1,2000,2,52
513,Bunny Knights #513,611,2678.2220685044736,3,14,500,2,28,6,2,18,1,,3,,2,1,2000,55,37
2400,Bunny Knights #2400,612,2677.105368247821,3,15,333,2,10,5,10,18,4,29,14,,3,1,2000,2,222
1871,Bunny Knights #1871,613,2675.857725307299,3,14,500,4,10,5,3,23,4,35,6,29,2,1,2000,2,29
1071,Bunny Knights #1071,614,2675.1746445204353,3,15,500,4,18,5,3,20,4,41,6,23,2,1,2000,2,23
681,Bunny Knights #681,615,2674.5672706720247,3,15,500,4,19,6,3,23,1,6,14,32,3,1,2000,7,32
1623,Bunny Knights #1623,616,2674.375651597817,3,14,500,4,10,5,2,18,4,41,15,23,3,1,2000,2,23
882,Bunny Knights #882,617,2674.246496289615,3,17,500,2,10,6,5,22,1,36,3,,3,1,2000,16,44
1651,Bunny Knights #1651,618,2673.1411362985323,3,16,500,4,28,6,2,17,1,6,6,33,3,1,2000,7,34
2432,Bunny Knights #2432,619,2673.0104900899755,9,17,500,4,18,5,3,22,1,57,7,9,3,1,2000,3,9
1212,Bunny Knights #1212,620,2672.317386752033,3,15,500,2,18,6,3,20,1,,3,,3,1,2000,55,37
1625,Bunny Knights #1625,621,2672.2985606646885,3,16,500,4,10,5,3,19,1,35,6,29,3,1,2000,2,29
1437,Bunny Knights #1437,622,2672.1486599310315,3,15,500,4,28,6,3,22,1,6,6,33,3,1,2000,2,34
686,Bunny Knights #686,623,2671.774644085793,3,17,500,4,19,6,3,23,4,6,10,33,2,1,2000,3,33
956,Bunny Knights #956,624,2671.453535142711,9,16,500,4,19,6,3,22,4,6,14,29,3,1,2000,2,29
1822,Bunny Knights #1822,625,2669.67864206509,3,18,500,4,19,6,2,18,1,6,15,33,3,1,2000,2,34
1178,Bunny Knights #1178,626,2668.9481545609547,3,15,500,2,10,6,2,18,4,,7,,3,1,2000,55,37
2265,Bunny Knights #2265,627,2668.509878235525,3,16,500,4,19,5,2,18,1,35,6,24,3,1,2000,2,25
542,Bunny Knights #542,628,2667.891115916192,3,14,500,4,18,6,5,19,4,6,10,33,2,1,2000,2,34
836,Bunny Knights #836,629,2667.8480227938358,3,15,500,4,18,6,3,20,4,6,14,28,3,1,2000,7,29
630,Bunny Knights #630,630,2667.5214258092815,5,15,500,2,12,6,18,22,1,,3,,3,1,2000,2,74
2258,Bunny Knights #2258,631,2666.9877512104367,3,17,500,4,11,6,3,20,1,6,14,33,2,1,2000,7,33
2346,Bunny Knights #2346,632,2666.4858856108553,5,14,500,2,10,5,10,17,1,29,3,,2,1,2000,3,57
1365,Bunny Knights #1365,633,2666.310022897701,9,15,500,2,28,5,2,19,1,,14,,3,1,2000,3,58
1728,Bunny Knights #1728,634,2665.666157941152,9,14,500,4,10,6,3,22,4,6,7,33,3,1,2000,3,34
1661,Bunny Knights #1661,635,2665.569234233463,5,15,500,2,28,5,18,18,4,,3,,3,1,2000,2,57
579,Bunny Knights #579,636,2665.1638433025787,3,14,500,4,28,6,3,18,1,6,6,33,2,1,2000,2,33
2227,Bunny Knights #2227,637,2664.7103370151112,17,17,500,4,10,6,3,19,1,6,7,32,3,1,2000,2,32
1534,Bunny Knights #1534,638,2663.9233434389544,3,17,500,4,12,6,2,22,1,6,15,32,3,1,2000,2,32
1435,Bunny Knights #1435,639,2663.105616656948,9,17,500,2,12,6,3,18,4,,3,,3,1,2000,7,74
528,Bunny Knights #528,640,2662.2241933177143,3,18,500,4,10,6,2,19,1,6,15,33,3,1,2000,2,34
1398,Bunny Knights #1398,641,2662.167242797973,3,17,500,4,11,6,2,22,1,6,6,33,3,1,2000,7,34
1978,Bunny Knights #1978,642,2661.4665163740124,3,14,500,2,11,5,18,19,1,29,3,,2,1,2000,3,44
764,Bunny Knights #764,643,2660.979520830932,3,15,500,4,18,6,2,23,1,6,6,33,2,1,2000,2,33
1990,Bunny Knights #1990,644,2660.7550704567752,3,15,500,4,18,6,2,19,1,6,6,33,3,1,2000,3,34
576,Bunny Knights #576,645,2660.7369934951075,5,15,500,2,10,6,10,22,1,,7,,3,1,2000,2,74
891,Bunny Knights #891,646,2660.696200612169,5,16,500,4,19,6,2,18,1,6,6,33,2,1,2000,2,34
2328,Bunny Knights #2328,647,2660.5473308678093,3,15,500,4,18,6,3,19,4,6,6,33,2,1,2000,2,33
2305,Bunny Knights #2305,648,2660.2434046428707,37,14,500,2,10,5,3,18,1,,3,,2,1,2000,2,57
2064,Bunny Knights #2064,649,2660.180051219991,3,14,500,4,19,6,3,20,1,6,6,33,3,1,2000,3,33
512,Bunny Knights #512,650,2659.7254133113456,3,17,500,4,10,6,2,19,1,6,15,33,2,1,2000,2,33
1132,Bunny Knights #1132,651,2659.2703311329974,3,15,500,4,10,6,2,18,1,6,15,33,3,1,2000,2,34
1556,Bunny Knights #1556,652,2659.219751337858,3,16,500,4,19,6,2,19,1,6,15,28,3,1,2000,2,29
2071,Bunny Knights #2071,653,2658.7832346476184,5,15,500,2,68,5,2,19,1,,10,9,3,1,2000,3,9
1102,Bunny Knights #1102,654,2657.973651996943,9,18,500,2,19,5,10,22,1,,3,,3,1,2000,2,58
1869,Bunny Knights #1869,655,2657.8158484576265,3,15,500,4,11,6,5,22,1,6,6,33,3,1,2000,2,34
2279,Bunny Knights #2279,656,2657.6742614504356,3,18,500,4,10,6,3,22,4,6,6,33,2,1,2000,2,33
1258,Bunny Knights #1258,657,2657.656715000444,3,15,500,2,19,5,10,24,1,,10,29,2,1,2000,2,29
2368,Bunny Knights #2368,658,2657.5467972233123,3,15,500,4,10,6,2,18,1,6,15,33,3,1,2000,2,33
708,Bunny Knights #708,659,2656.300392324643,3,16,500,4,10,6,5,19,4,6,6,33,3,1,2000,2,33
988,Bunny Knights #988,660,2655.5844381491415,5,17,500,2,19,5,18,19,1,,3,,3,1,2000,2,57
2304,Bunny Knights #2304,661,2655.1705332661486,3,16,500,2,68,5,2,22,1,,6,9,3,1,2000,2,9
1305,Bunny Knights #1305,662,2655.082226895159,3,14,500,4,10,6,5,19,4,6,14,28,2,1,2000,3,29
1204,Bunny Knights #1204,663,2654.92132574341,5,17,333,2,10,6,5,20,1,83,3,,2,1,2000,7,153
1428,Bunny Knights #1428,664,2654.7315292713147,37,15,333,2,10,6,2,18,1,166,3,,3,1,2000,3,50
531,Bunny Knights #531,665,2654.5492176329653,5,15,500,4,12,6,2,22,1,6,6,32,2,1,2000,2,32
917,Bunny Knights #917,666,2654.4973829912533,3,15,500,4,18,6,2,19,4,6,6,29,3,1,2000,3,29
1733,Bunny Knights #1733,667,2654.3749280782836,3,17,500,4,19,6,2,22,1,6,6,29,2,1,2000,2,29
883,Bunny Knights #883,668,2654.302472384717,5,17,500,4,10,6,2,20,1,6,6,33,3,1,2000,2,33
547,Bunny Knights #547,669,2653.9530634639495,5,15,500,4,10,5,2,19,1,57,6,9,2,1,2000,2,9
781,Bunny Knights #781,670,2653.740412523906,3,15,500,4,10,6,3,22,1,6,6,33,3,1,2000,2,34
852,Bunny Knights #852,671,2653.6549379150215,3,15,500,4,10,6,5,19,1,6,6,33,3,1,2000,2,34
1511,Bunny Knights #1511,672,2653.642236409908,3,15,500,4,11,6,3,19,4,6,6,33,2,1,2000,2,33
2232,Bunny Knights #2232,673,2653.636522003093,3,14,500,4,10,6,3,19,4,6,6,33,3,1,2000,2,34
2069,Bunny Knights #2069,674,2653.6321820588623,5,15,500,2,28,5,18,22,1,,3,,3,1,2000,2,44
1528,Bunny Knights #1528,675,2653.135435910383,3,15,500,2,18,5,2,22,1,,15,29,3,1,2000,2,29
1755,Bunny Knights #1755,676,2653.046914643578,5,15,500,4,11,6,3,18,1,6,10,32,2,1,2000,2,32
2190,Bunny Knights #2190,677,2652.8842466959377,3,15,500,4,18,5,2,22,1,41,6,9,3,1,2000,7,9
1403,Bunny Knights #1403,678,2652.871467472902,3,15,500,4,10,6,3,19,4,6,6,33,3,1,2000,2,33
1920,Bunny Knights #1920,679,2652.228425590859,3,17,500,2,12,5,10,18,1,,14,29,2,1,2000,2,29
1545,Bunny Knights #1545,680,2651.9226016669113,3,15,500,4,11,5,2,20,4,41,15,9,3,1,2000,2,9
1197,Bunny Knights #1197,681,2651.7645817139487,3,15,500,4,10,6,5,18,1,6,14,28,3,1,2000,3,29
2419,Bunny Knights #2419,682,2651.6669697607,5,14,500,2,10,5,18,22,4,36,3,,3,1,2000,2,20
556,Bunny Knights #556,683,2651.6657555080824,3,15,500,4,28,5,2,22,1,36,6,9,2,1,2000,2,9
1241,Bunny Knights #1241,684,2651.5525997920595,3,14,500,2,10,5,5,22,4,,3,,2,1,2000,16,58
1615,Bunny Knights #1615,685,2651.4871570694017,5,17,500,4,10,6,2,18,1,6,6,33,3,1,2000,2,33
1883,Bunny Knights #1883,686,2651.204471581303,3,15,500,4,19,6,2,20,1,6,6,28,3,1,2000,2,29
1083,Bunny Knights #1083,687,2651.0362724045226,3,15,500,4,10,6,3,20,1,6,6,33,3,1,2000,2,33
2353,Bunny Knights #2353,688,2650.88604335271,9,14,500,2,11,6,3,18,1,50,3,,3,1,2000,7,18
631,Bunny Knights #631,689,2650.8805274933216,3,16,500,4,18,6,3,20,1,6,6,28,3,1,2000,2,29
2180,Bunny Knights #2180,690,2650.7386071279934,3,14,500,4,11,6,3,20,1,6,6,32,3,1,2000,3,32
1138,Bunny Knights #1138,691,2650.577754202335,3,15,500,4,12,6,2,22,4,6,6,29,3,1,2000,2,29
2056,Bunny Knights #2056,692,2650.459350996259,3,15,500,4,10,6,3,20,1,6,6,33,2,1,2000,2,33
1156,Bunny Knights #1156,693,2650.3256301516026,3,15,500,2,18,5,3,18,1,,10,29,3,1,2000,7,29
1427,Bunny Knights #1427,694,2650.1255539261124,3,15,500,4,10,6,3,19,4,6,6,32,2,1,2000,2,32
2132,Bunny Knights #2132,695,2650.0581112923837,9,15,500,2,10,6,5,19,1,50,3,,3,1,2000,3,18
694,Bunny Knights #694,696,2650.0460891720027,5,15,400,2,11,6,2,22,1,133,7,,2,1,2000,16,21
1874,Bunny Knights #1874,697,2649.8571770148424,3,15,500,4,19,6,2,18,1,6,6,29,3,1,2000,2,29
1280,Bunny Knights #1280,698,2649.718577064891,5,14,500,4,10,6,2,18,1,6,6,33,3,1,2000,2,33
937,Bunny Knights #937,699,2649.360070387413,5,15,500,2,18,5,10,19,1,36,7,,3,1,2000,2,20
1944,Bunny Knights #1944,700,2649.283990823445,3,14,500,4,11,6,5,19,1,6,10,28,2,1,2000,3,29
811,Bunny Knights #811,701,2649.1492930438926,3,17,500,4,10,6,3,18,1,6,6,32,3,1,2000,2,32
1044,Bunny Knights #1044,702,2648.9863945359766,5,16,500,2,18,5,5,22,1,,7,,2,1,2000,3,57
1569,Bunny Knights #1569,703,2648.7243877287997,9,14,500,2,12,5,10,19,4,,3,,3,1,2000,2,58
2311,Bunny Knights #2311,704,2648.69838535917,3,18,400,2,11,6,5,22,1,,3,,2,1,2000,16,153
1252,Bunny Knights #1252,705,2648.461717986852,5,15,500,2,10,6,5,18,1,50,3,,3,1,2000,7,18
2301,Bunny Knights #2301,706,2648.268917183709,9,15,500,2,19,6,2,22,1,,3,,2,1,2000,16,44
1103,Bunny Knights #1103,707,2648.2505408347815,3,16,500,4,10,6,3,22,4,6,6,28,3,1,2000,2,29
1775,Bunny Knights #1775,708,2648.248741421551,5,17,500,2,18,5,18,22,1,36,3,,2,1,2000,2,11
1110,Bunny Knights #1110,709,2647.9839825660697,5,16,500,4,10,5,3,24,1,41,10,9,3,1,2000,2,9
1902,Bunny Knights #1902,710,2647.9638939950514,3,16,500,2,18,5,5,18,1,,10,29,2,1,2000,3,29
2377,Bunny Knights #2377,711,2647.274636907542,5,15,500,2,28,5,5,17,1,,14,,3,1,2000,2,44
1405,Bunny Knights #1405,712,2647.191370452872,3,15,500,4,19,5,5,18,1,41,6,9,3,1,2000,2,9
1188,Bunny Knights #1188,713,2646.8307806806833,3,17,500,4,10,5,2,22,1,41,6,9,3,1,2000,7,9
1061,Bunny Knights #1061,714,2646.7340108052613,3,17,500,2,11,6,3,19,4,,7,,3,1,2000,16,50
2372,Bunny Knights #2372,715,2646.634336479455,17,15,500,2,10,6,3,18,1,50,3,,3,1,2000,3,11
2247,Bunny Knights #2247,716,2646.530713160463,3,15,500,4,10,6,5,19,4,6,6,28,2,1,2000,2,29
1382,Bunny Knights #1382,717,2646.442692569983,3,18,500,4,10,6,2,18,4,6,6,29,3,1,2000,2,29
2450,Bunny Knights #2450,718,2646.2607413883293,3,14,500,4,10,6,2,19,4,6,6,29,3,1,2000,3,29
1718,Bunny Knights #1718,719,2646.0786511994297,3,17,500,2,11,6,10,20,4,,3,,3,1,2000,16,44
618,Bunny Knights #618,720,2646.0478874637606,3,14,500,4,10,6,3,18,1,6,6,33,2,1,2000,2,33
1823,Bunny Knights #1823,721,2645.505692057967,5,17,500,2,10,5,5,18,1,,14,,3,1,2000,2,58
1492,Bunny Knights #1492,722,2645.4331782051418,5,17,500,4,10,5,3,18,4,35,14,9,2,1,2000,3,9
964,Bunny Knights #964,723,2645.049753204761,3,17,500,4,18,5,5,18,1,35,10,9,3,1,2000,2,9
2224,Bunny Knights #2224,724,2644.763051378594,3,16,500,4,11,6,2,18,1,6,6,29,3,1,2000,3,29
1440,Bunny Knights #1440,725,2644.525511144736,3,15,500,2,10,5,10,22,4,,14,23,3,1,2000,3,23
622,Bunny Knights #622,726,2644.448848346478,3,18,500,2,19,6,5,19,1,,3,,3,1,2000,16,44
527,Bunny Knights #527,727,2644.2873279566957,5,17,500,2,11,5,10,19,1,,7,,3,1,2000,2,57
2354,Bunny Knights #2354,728,2644.157900996295,3,14,500,4,10,6,2,23,1,6,6,29,2,1,2000,2,29
1111,Bunny Knights #1111,729,2643.762309374143,3,14,500,2,10,5,10,20,4,36,14,,3,1,2000,3,11
2252,Bunny Knights #2252,730,2643.6666389695233,3,15,500,2,18,5,2,19,4,,15,24,2,1,2000,2,25
1658,Bunny Knights #1658,731,2643.5934983512648,3,17,500,4,10,6,2,18,1,6,6,29,3,1,2000,3,29
1275,Bunny Knights #1275,732,2643.48888808617,5,15,500,2,11,6,2,18,1,,3,,3,1,2000,22,50
1965,Bunny Knights #1965,733,2642.92152927783,3,14,500,2,10,5,18,18,1,,3,,3,1,2000,3,57
1644,Bunny Knights #1644,734,2642.7381390152846,5,16,500,2,19,5,10,18,1,29,7,,2,1,2000,2,20
2217,Bunny Knights #2217,735,2642.2843578580714,3,15,500,2,10,6,18,18,1,,3,,2,1,2000,7,50
924,Bunny Knights #924,736,2642.059102141042,3,16,500,4,19,5,2,22,1,35,6,9,3,1,2000,2,9
