ID,Name,Rank,Rarity_Score,Attributes-Scores,aura-Scores,body-Scores,bodydetails-Scores,botarms-Scores,botbody-Scores,boteyes-Scores,boteyescolor-Scores,botfoot-Scores,bothead-Scores,botpropulsion-Scores,details-Scores,energy-Scores,eyes-Scores,facemask-Scores,family-Scores,ground-Scores,hair-Scores,has_pet-Scores,head-Scores,jacket-Scores,lefthand-Scores,leftobjkt-Scores,posterfull-Scores,posterleft-Scores,posterright-Scores,shoes-Scores,trousers-Scores,unique-Scores,unique_tbot-Scores,wall-Scores,wallcolor-Scores,weapon-Scores
355,きまは (KIMAHA) #355,470,413.9900854940095,90,8,3,,11,9,11,12,11,12,12,,,11,,4,9,,2,3,,12,,,101,10,36,11,,,8,2,17
690,ろのるく (RONORUKU) #690,471,413.6331026590867,6,18,3,22,,,,,,,,16,9,164,40,3,9,,1,3,,,35,,,10,10,22,,,8,1,23
3154,ささね (SASANE) #3154,472,413.38087149459716,9,8,3,,11,9,12,11,12,11,12,17,,21,53,3,10,85,2,2,21,12,,,,20,12,13,,,9,2,21
1246,たけき (TAKEKI) #1246,473,413.31396274947775,9,18,3,,,,,,,,,17,164,10,65,3,9,,1,3,23,10,,,,,11,13,,,8,1,34
2290,せめめ (SEMEME) #2290,474,413.11635253345065,9,17,11,,11,9,11,13,12,11,11,87,,12,26,3,9,39,2,2,21,11,,,,10,10,10,,,8,1,33
165,てまり (TEMARI) #165,475,412.9496589062725,6,17,3,22,,,,,,,,,9,10,,4,9,21,1,2,25,12,188,,10,,11,11,,,8,2,33
2577,にへほや (NIHEHOYA) #2577,476,412.81806259721736,32,8,3,25,13,9,12,12,10,11,12,,,13,,3,9,,2,2,146,,20,,10,,12,10,,,8,1,17
1225,てし (TESHI) #1225,477,412.70818557250567,15,9,3,22,11,9,12,13,14,11,12,17,18,11,,4,18,32,2,2,36,,20,,10,46,12,13,,,8,1,18
3017,よふ (YOFU) #3017,478,412.5523580377987,10,37,3,,,,,,,,,17,10,12,85,3,9,32,1,3,25,18,38,,10,,36,10,,,9,2,33
2700,しちけら (SHICHIKERA) #2700,479,412.0804482394322,14,8,3,,13,9,12,10,11,11,11,65,28,12,,3,9,52,2,3,,38,,,,17,12,12,,,8,1,33
1668,なせへ (NASEHE) #1668,480,412.0585448001658,9,37,11,,11,9,12,11,12,12,11,16,9,12,16,3,17,23,2,2,57,10,,,18,,36,13,,,8,2,19
3109,さかひ (SAKAHI) #3109,481,411.9552849261176,43,9,3,25,11,9,11,10,11,11,11,17,19,10,17,3,17,28,2,2,42,11,,,10,10,11,12,,,8,2,22
1658,みさ (MISA) #1658,482,411.737012192873,15,8,3,,13,9,12,12,12,12,12,16,28,24,67,3,9,,2,2,25,12,16,,19,10,12,13,,,8,2,19
464,いり (IRI) #464,483,411.66100576326346,44,8,3,23,,,,,,,,16,18,11,125,4,10,18,1,3,18,,19,,10,10,21,12,,,8,1,17
2837,うむし (UMUSHI) #2837,484,411.595596291508,9,8,3,22,11,9,12,11,12,12,12,16,,12,,4,9,28,2,2,18,,19,,101,20,10,13,,,8,2,16
3081,せめちせ (SEMECHISE) #3081,485,411.5146133946446,9,18,3,67,13,9,12,13,10,11,11,21,,21,,3,10,53,2,3,18,12,,,11,17,10,13,,,9,2,18
1906,にりち (NIRICHI) #1906,486,411.2510429599878,9,9,3,,,,,,,,,20,10,11,67,3,8,,1,2,25,,,164,,,10,12,,,8,2,37
1384,よゆや (YOYUYA) #1384,487,411.12951000373033,44,8,3,82,,,,,,,,16,43,11,20,3,9,33,1,2,18,12,19,,10,,12,22,,,8,2,22
1235,てるけや (TERUKEYA) #1235,488,410.4768331494266,14,90,3,,13,9,12,12,14,11,12,16,9,21,62,3,9,,2,3,17,12,,,,,12,13,,,9,2,18
1932,えらに (ERANI) #1932,489,409.8671915890305,90,8,3,,11,10,12,13,12,12,12,,,12,,3,9,85,2,2,,,43,,,10,10,11,,,8,1,17
579,きつつれ (KITSUTSURE) #579,490,409.66067020858657,43,8,3,23,11,9,12,13,11,12,11,20,9,12,50,3,9,21,2,2,25,,18,,10,10,10,11,,,8,1,17
1742,ぬと (NUTO) #1742,491,409.6348082952962,15,8,3,82,13,9,12,13,10,11,12,17,,13,19,3,17,20,2,2,18,,16,,19,10,10,13,,,8,2,18
2202,てなほ (TENAHO) #2202,492,409.57990008174335,9,8,3,36,11,9,12,11,11,13,11,16,,41,50,3,9,,2,2,21,,32,,10,,39,11,,,8,1,16
837,つすひ (TSUSUHI) #837,493,409.5034898509274,6,8,3,39,,,,,,,,17,9,11,31,4,15,,1,3,,12,,,10,,10,10,,,8,1,202
1773,ほひら (HOHIRA) #1773,494,408.9426117210266,15,8,3,26,13,9,12,13,10,11,12,65,18,24,19,3,9,21,2,3,25,11,,,,10,10,12,,,9,1,19
1134,れら (RERA) #1134,495,408.6604335779036,6,90,3,,,,,,,,,35,28,41,19,3,10,,1,3,22,,16,,10,10,39,22,,,8,1,31
1813,きやて (KIYATE) #1813,496,408.1119871288874,15,9,3,67,11,9,11,12,14,13,12,17,9,13,,4,8,26,2,2,22,,39,,19,10,11,10,,,8,2,17
3188,くつ (KUTSU) #3188,497,407.6156014010952,10,8,3,,,,,,,,,16,,11,17,3,17,52,1,2,57,18,97,,10,17,10,14,,,8,2,22
448,ふににの (FUNININO) #448,498,407.58580086225726,15,8,3,22,13,9,12,11,11,12,12,48,,21,17,3,8,25,2,3,21,10,19,,,10,36,13,,,9,1,19
491,ほそ (HOSO) #491,499,407.57533818076655,14,9,3,,11,9,11,11,12,11,12,16,,11,26,3,9,25,2,3,,11,,,11,,12,13,,,85,1,65
2341,さよまこ (SAYOMAKO) #2341,500,407.5734138253752,15,9,3,26,11,10,12,11,14,11,11,30,10,36,30,3,17,,2,2,18,,19,,10,17,10,12,,,8,1,34
2955,くなたら (KUNATARA) #2955,501,407.39776519970974,9,9,3,,11,10,12,11,11,13,12,,,11,17,3,9,26,2,2,17,11,16,,10,39,10,13,,,85,1,19
1080,ふさらは (FUSARAHA) #1080,502,407.3550263175429,14,18,3,23,11,9,11,10,10,11,12,17,,11,67,3,9,,2,2,67,,19,,,,12,22,,,9,1,19
58,せか (SEKA) #58,503,407.2931553849041,14,9,3,22,11,9,12,12,10,11,12,,,39,,3,9,87,2,2,23,,19,,,17,10,13,,,9,2,33
2455,さこめ (SAKOME) #2455,504,407.2125072779235,15,9,11,,11,9,11,12,12,11,11,20,9,47,50,3,9,21,2,2,18,,20,,19,10,10,10,,,8,1,18
1691,たちぬる (TACHINURU) #1691,505,406.8851945326266,44,8,3,22,,,,,,,,16,10,11,,3,9,22,1,3,18,10,138,,10,17,10,12,,,8,1,18
1152,さらね (SARANE) #1152,506,406.6576647542399,6,9,3,44,,,,,,,,32,,11,32,3,9,23,1,2,,,138,,10,10,21,12,,,8,2,19
2116,よちみ (YOCHIMI) #2116,507,406.6388899415478,9,37,3,,11,9,12,12,14,11,11,,10,13,65,3,9,22,2,2,17,11,20,,38,,12,12,,,8,1,18
1490,けにこめ (KENIKOME) #1490,508,406.49507907454745,15,9,3,23,11,9,12,12,12,12,12,17,,12,26,3,10,52,2,2,25,,38,,10,17,11,13,,,8,2,17
945,ゆかせ (YUKASE) #945,509,406.4375638578745,9,9,3,36,11,9,12,12,10,11,12,,9,52,67,3,10,,2,2,25,10,19,,10,,10,12,,,8,1,19
14,ねさぬ (NESANU) #14,510,406.02331666430075,9,9,11,,11,10,12,12,10,11,11,16,9,47,40,3,9,32,2,3,49,,16,,10,,11,11,,,8,1,17
1669,へひ (HEHI) #1669,511,405.6192982314033,15,9,3,25,11,9,12,13,12,11,12,17,39,50,19,3,9,,2,2,17,,32,,10,10,10,12,,,8,2,18
2974,るみは (RUMIHA) #2974,512,405.60021239865455,9,18,3,,11,10,12,13,10,11,12,20,,39,35,3,17,21,2,3,18,,19,,,46,12,10,,,16,2,19
985,はつぬな (HATSUNUNA) #985,513,405.18390833080514,9,9,3,39,11,10,12,10,10,11,12,,,12,50,4,10,20,2,2,,11,39,,,10,10,12,,,8,1,65
2570,はてまる (HATEMARU) #2570,514,405.1676678068138,6,8,3,,,,,,,,,32,9,39,32,3,9,155,1,2,21,11,,,,,10,12,,,8,1,31
2458,るほぬた (RUHONUTA) #2458,515,404.76926038425347,10,8,3,36,,,,,,,,37,10,12,53,3,18,28,1,2,18,,16,,10,,10,12,,,85,1,21
2408,えするさ (ESURUSA) #2408,516,404.75443973867283,9,18,3,82,13,9,12,12,11,11,12,37,,12,16,3,9,21,2,2,18,,,,10,10,21,11,,,8,2,18
625,させ (SASE) #625,517,404.736031337574,90,8,3,,,,,,,,,,9,13,67,3,94,,1,2,,12,,,,,39,12,,,8,2,34
1226,むは (MUHA) #1226,518,404.6804724035708,9,8,3,23,13,9,12,10,12,13,12,21,9,12,53,3,9,21,2,2,42,,35,,,,10,13,,,16,2,17
1815,さりほ (SARIHO) #1815,519,404.25334304864043,10,8,3,36,,,,,,,,67,10,12,17,3,17,32,1,2,67,12,35,,,,21,12,,,8,1,17
1833,そせよわ (SOSEYOWA) #1833,520,404.2437975823657,9,8,3,23,13,9,12,10,10,11,12,,9,12,19,4,9,21,2,2,,,19,,101,17,12,12,,,8,2,23
1972,きちの (KICHINO) #1972,521,404.19963935974994,15,18,3,,13,9,11,11,12,11,11,20,43,24,17,4,9,21,2,2,25,10,20,,10,,12,13,,,8,1,33
1400,うへへす (UHEHESU) #1400,522,403.9771593930648,15,9,3,,11,9,12,11,14,11,11,34,9,12,,3,17,20,2,2,22,18,43,,38,10,10,13,,,9,2,19
1392,あわむ (AWAMU) #1392,523,403.79139582293584,9,8,3,,,,,,,,,34,,22,,3,17,21,1,2,17,,36,,10,,155,11,,,9,2,34
2978,ちにの (CHININO) #2978,524,403.7850914284742,6,8,3,,,,,,,,,,9,12,17,3,8,21,1,2,18,,20,,10,20,10,12,,,8,2,202
469,よゆろ (YOYURO) #469,525,403.7561061779031,6,9,3,,,,,,,,,30,9,11,,3,9,21,1,2,21,10,43,164,,,10,13,,,8,1,17
2880,いほかふ (IHOKAFU) #2880,526,403.60604428066995,14,37,3,,11,10,12,11,11,11,12,17,18,12,19,3,94,21,2,2,,10,,,,,21,13,,,8,2,17
622,いつほか (ITSUHOKA) #622,527,403.49393927162424,15,8,3,,13,10,12,11,14,12,11,48,9,11,35,3,9,,2,2,22,10,17,,38,10,21,13,,,8,2,17
1853,おむぬと (OMUNUTO) #1853,528,403.39363830111614,32,8,3,,11,9,11,12,14,12,12,32,39,11,67,4,18,,2,2,,,,,10,,39,13,,,8,2,23
2768,まむしむ (MAMUSHIMU) #2768,529,403.3476539226846,15,9,3,36,13,9,11,10,14,12,11,16,,12,40,3,9,21,2,2,21,18,,,38,10,10,10,,,9,1,23
3080,うやらの (UYARANO) #3080,530,403.3099616597756,21,8,3,23,,,,,,,,16,,12,,3,9,25,1,2,219,,,,,,10,11,,,8,1,22
1497,みせさ (MISESA) #1497,531,403.06304036316106,6,9,3,22,,,,,,,,,10,11,,3,17,155,1,2,,11,36,,10,46,10,12,,,8,2,18
1985,はそ (HASO) #1985,532,403.0254511704835,15,9,3,23,11,10,11,12,12,13,12,,,50,19,3,17,18,2,2,17,11,35,,10,10,10,22,,,9,2,19
1953,ほねむち (HONEMUCHI) #1953,533,402.9698996378881,9,8,3,,11,10,12,12,11,11,12,65,,36,35,3,9,22,2,2,,18,38,,10,,10,14,,,8,2,17
74,ひむへ (HIMUHE) #74,534,402.89820017174907,9,8,3,,11,9,12,11,11,11,12,32,9,11,31,3,9,26,2,3,25,,,,,10,10,13,,,85,2,23
2431,のわ (NOWA) #2431,535,402.8526039090667,6,90,3,,,,,,,,,87,28,10,16,3,17,,1,2,21,12,19,,18,,10,12,,,16,2,17
3072,ちむせて (CHIMUSETE) #3072,536,402.7743802925372,9,18,3,,,,,,,,,16,9,10,,3,10,33,1,3,,,35,,10,,10,11,,,8,2,202
2826,はそねへ (HASONEHE) #2826,537,402.3769848803547,6,9,11,,,,,,,,,16,,13,50,3,17,21,1,2,17,,97,,18,,21,13,,,8,2,65
2080,まむかる (MAMUKARU) #2080,538,402.3527653725734,6,9,3,,,,,,,,,17,,12,125,3,9,32,1,2,67,38,,,,17,10,12,,,9,1,19
63,もすわ (MOSUWA) #63,539,402.28920650802127,6,18,3,25,,,,,,,,17,,13,26,3,9,155,1,3,23,,,,10,20,21,12,,,8,1,18
777,みちり (MICHIRI) #777,540,402.23389708773834,9,8,3,36,11,9,11,10,12,11,12,87,,11,16,3,10,21,2,2,,11,,,10,10,10,12,,,16,2,34
742,はむと (HAMUTO) #742,541,402.1804959246727,6,37,3,67,,,,,,,,87,9,12,53,4,9,23,1,2,,,18,,,10,12,12,,,9,1,17
635,うむへ (UMUHE) #635,542,402.16504826113913,9,8,3,,11,9,12,10,12,12,11,17,,12,19,3,94,21,2,3,21,11,18,,,,36,10,,,8,2,17
1913,もとよま (MOTOYOMA) #1913,543,402.1489434535041,15,9,3,22,13,9,12,11,12,11,11,51,9,11,19,3,9,25,2,2,21,,43,,,10,12,13,,,8,2,19
2765,めつふか (METSUFUKA) #2765,544,401.88931165067606,10,8,3,,,,,,,,,16,19,21,19,3,15,18,1,2,22,10,164,,10,,10,10,,,8,2,18
1783,さはへ (SAHAHE) #1783,545,401.7218589728113,9,37,3,,13,9,11,12,10,11,11,,,12,,3,10,20,2,2,22,12,16,,10,10,39,12,,,9,1,82
88,ねく (NEKU) #88,546,401.5088030546194,9,8,3,,11,9,11,10,14,13,11,34,,11,,3,9,33,2,2,21,10,94,,11,,21,11,,,8,2,17
2288,さとく (SATOKU) #2288,547,401.3750448174104,14,90,3,,11,10,12,12,14,12,12,35,,12,30,3,15,20,2,3,18,,,,,10,10,13,,,8,1,19
2959,おせほ (OSEHO) #2959,548,401.3415227981733,10,8,3,22,,,,,,,,20,,12,16,3,15,18,1,3,25,,35,,10,10,12,12,,,138,1,16
3054,かはめふ (KAHAMEFU) #3054,549,401.0377164200197,15,8,3,,11,9,12,12,11,13,11,21,28,24,67,4,8,,2,3,21,12,20,,10,10,10,12,,,8,1,19
597,ねなそる (NENASORU) #597,550,401.0130148784707,9,18,3,26,13,9,11,10,12,13,11,16,9,11,16,3,17,,2,2,21,12,,,,,21,14,,,8,1,97
2250,いきほそ (IKIHOSO) #2250,551,400.7346941512975,6,9,3,25,,,,,,,,17,9,131,85,3,8,,1,2,21,,,,10,10,12,10,,,8,1,18
865,まろき (MAROKI) #865,552,400.54839743661927,9,9,3,22,11,10,12,12,14,13,12,65,43,11,,3,15,26,2,2,21,,,,11,10,12,13,,,8,2,18
2784,りれく (RIREKU) #2784,553,400.3315079667043,6,18,3,,,,,,,,,65,9,164,17,4,9,21,1,3,,11,,,,10,10,12,,,9,1,17
2291,ろに (RONI) #2291,554,400.26592133934037,90,8,3,22,,,,,,,,17,9,11,32,3,15,33,1,2,25,12,32,,10,10,10,13,,,8,1,19
295,とるこな (TORUKONA) #295,555,400.23566776770883,14,9,3,,11,9,12,12,14,12,11,34,,22,,3,8,31,2,2,49,,,,10,20,12,13,,,8,1,65
317,くまへ (KUMAHE) #317,556,400.20571748664224,9,9,3,,11,10,11,10,10,12,11,,19,12,50,3,9,22,2,3,25,,16,,,20,21,12,,,9,1,65
1055,ぬへはま (NUHEHAMA) #1055,557,399.77940891077316,9,8,3,,11,9,12,12,12,11,11,,9,13,85,3,8,21,2,3,25,,39,,10,10,21,13,,,9,2,17
632,にらみそ (NIRAMISO) #632,558,399.7763211689623,32,8,3,,11,9,11,10,12,11,12,,,13,,3,9,18,2,2,21,,138,,,10,10,13,,,8,2,19
1563,うふ (UFU) #1563,559,399.74310831746334,9,9,3,23,13,9,12,12,12,13,11,17,9,36,65,3,9,22,2,2,25,,20,,,,10,12,,,8,1,18
2115,にめわわ (NIMEWAWA) #2115,560,399.6812463814587,15,9,3,,11,9,12,13,12,11,12,16,9,47,26,3,9,25,2,2,22,10,17,,,39,10,13,,,8,2,16
755,あひ (AHI) #755,561,399.4503338551115,44,8,3,26,,,,,,,,16,18,11,85,3,9,25,1,3,22,38,18,,10,,10,10,,,9,2,19
1325,ゆとつろ (YUTOTSURO) #1325,562,399.2010888681909,9,9,3,44,11,10,12,10,12,11,12,17,9,36,53,3,9,33,2,2,,,19,,10,,10,12,,,8,1,18
1688,そり (SORI) #1688,563,399.12067224717686,44,8,3,39,,,,,,,,32,28,21,19,3,17,20,1,3,21,11,,,18,46,10,14,,,8,1,19
108,ひほな (HIHONA) #108,564,398.8982991799533,9,18,3,,13,9,11,10,12,13,12,16,9,11,17,3,9,26,2,2,21,,19,,18,,10,10,,,85,2,16
993,もなわ (MONAWA) #993,565,398.88953610929417,90,8,3,26,,,,,,,,16,28,11,32,3,9,23,1,2,21,10,35,,10,10,10,10,,,8,1,18
1516,ひしつ (HISHITSU) #1516,566,398.30452160028074,15,8,3,,11,9,11,12,11,13,11,65,9,13,17,3,18,26,2,2,18,,19,,18,20,10,10,,,8,2,19
1692,せとほぬ (SETOHONU) #1692,567,397.99985512233167,15,9,3,25,13,10,11,13,10,12,12,65,10,10,,3,15,,2,2,25,18,19,,10,17,11,11,,,9,1,19
1395,なま (NAMA) #1395,568,397.98469856258095,15,8,3,,11,9,11,13,14,11,12,20,,10,17,3,18,25,2,2,21,11,19,,38,39,10,10,,,9,1,19
162,へら (HERA) #162,569,397.92527237344115,43,8,3,22,11,9,11,12,12,12,12,,9,24,19,3,8,20,2,2,22,11,36,,10,10,10,12,,,9,1,19
271,ゆそむ (YUSOMU) #271,570,397.8578427363957,6,90,3,,,,,,,,,35,,12,20,4,18,21,1,2,67,,17,,38,,10,12,,,8,1,22
2334,るひてま (RUHITEMA) #2334,571,397.72065294999203,6,90,3,,,,,,,,,32,,11,,3,17,28,1,2,67,10,32,,18,10,10,13,,,8,2,22
2336,ちゆ (CHIYU) #2336,572,397.6649831338578,9,9,3,67,13,9,12,13,12,11,12,21,,11,,3,8,26,2,2,18,11,35,,11,,11,11,,,8,1,34
880,やて (YATE) #880,573,397.58126533218604,6,8,3,,,,,,,,,,,12,19,3,8,18,1,2,87,,97,,10,10,36,22,,,8,1,34
1941,ゆゆよき (YUYUYOKI) #1941,574,397.52842727792387,32,9,3,,11,9,12,10,11,11,12,,,11,65,4,18,85,2,2,,,,,10,17,10,14,,,8,2,19
769,めてちむ (METECHIMU) #769,575,397.401741775621,10,17,3,23,,,,,,,,17,,10,125,3,8,28,1,2,21,11,,,38,20,11,12,,,8,2,16
3023,りせ (RISE) #3023,576,397.0778919351019,14,8,3,39,11,9,12,10,10,11,12,,18,12,,4,94,22,2,2,18,,,,,17,10,12,,,16,2,17
1077,みけへ (MIKEHE) #1077,577,397.0255749169401,9,18,3,25,13,9,11,12,14,11,12,34,,10,31,4,9,52,2,3,25,,,,10,17,12,13,,,8,1,18
948,おきと (OKITO) #948,578,396.7828588541446,9,9,3,,11,9,12,11,12,11,11,37,10,10,67,3,8,,2,3,32,11,,,,10,36,12,,,8,1,34
1132,うちせ (UCHISE) #1132,579,396.53730633641004,6,8,3,,,,,,,,,65,9,131,20,3,15,18,1,2,22,,20,,10,,12,11,,,8,2,19
2983,ほなくる (HONAKURU) #2983,580,395.91860089291856,9,9,3,,11,9,12,10,11,11,11,30,9,12,19,4,9,85,2,3,25,,,,,17,36,11,,,8,1,18
2954,みり (MIRI) #2954,581,395.5853447161834,9,18,3,,11,9,11,13,10,11,11,20,10,11,62,4,15,,2,2,25,38,35,,,,12,10,,,8,2,19
1168,せまの (SEMANO) #1168,582,395.41181997645015,6,9,3,,,,,,,,,16,,11,30,3,17,25,1,3,42,,18,,,10,21,12,,,138,2,18
1262,すつるか (SUTSURUKA) #1262,583,395.27829906587897,9,18,3,25,11,9,12,11,14,11,12,,,12,27,4,17,31,2,3,,10,18,,,10,12,13,,,8,1,82
120,せふほり (SEFUHORI) #120,584,395.1687372296284,10,17,3,23,,,,,,,,35,,12,16,3,17,31,1,2,22,,35,,10,17,11,13,,,8,1,97
2909,はめちま (HAMECHIMA) #2909,585,395.0477893995751,15,18,3,,13,9,12,11,14,11,12,,39,12,17,4,9,18,2,2,25,12,35,,19,10,21,12,,,8,2,17
2313,いものる (IMONORU) #2313,586,394.9400079988834,14,37,3,22,11,9,12,10,11,11,12,,,24,,4,9,18,2,3,18,,,,38,39,21,11,,,8,2,34
1098,いてき (ITEKI) #1098,587,394.9097583496011,9,8,3,26,13,9,12,11,10,11,12,,9,50,,3,17,39,2,2,23,12,19,,,20,10,12,,,16,2,19
557,おせ (OSE) #557,588,394.7750312252182,6,8,3,,,,,,,,,16,39,131,27,3,9,,1,2,22,11,32,,,10,21,11,,,8,1,22
208,せくとや (SEKUTOYA) #208,589,394.3505043813641,9,8,3,,11,9,11,10,10,11,12,35,9,13,30,3,9,21,2,2,77,,16,,,10,12,12,,,16,1,17
825,そほ (SOHO) #825,590,393.8146627881617,15,8,3,44,13,10,12,10,12,13,11,16,9,47,,3,9,22,2,3,,12,35,,10,10,10,13,,,8,1,16
1983,けよは (KEYOHA) #1983,591,393.7968844843309,15,8,3,26,11,9,12,11,12,11,12,21,,21,19,4,10,20,2,3,17,,17,,10,39,12,13,,,8,1,33
1504,てちき (TECHIKI) #1504,592,393.7899628636302,6,18,3,,,,,,,,,30,28,12,,3,9,23,1,2,17,12,,164,,,12,12,,,9,2,21
3010,わよへ (WAYOHE) #3010,593,393.77861538614064,15,8,3,82,13,9,12,10,14,11,11,21,9,12,19,3,8,25,2,2,21,10,,,10,,10,11,,,8,1,17
2465,にるのれ (NIRUNORE) #2465,594,393.5566429172951,44,17,3,,,,,,,,,65,39,11,17,3,9,21,1,3,21,12,32,,10,20,10,12,,,8,1,21
2965,さし (SASHI) #2965,595,393.4101910291188,15,8,3,,13,9,11,10,12,11,12,,9,52,19,3,9,26,2,3,23,10,35,,10,10,12,22,,,8,2,19
2229,かるる (KARURU) #2229,596,393.3193181668991,9,18,3,,,,,,,,,16,,13,,4,9,18,1,2,,10,,,10,10,36,13,,,8,1,202
40,ゆめやへ (YUMEYAHE) #40,597,393.06533668179367,9,9,3,36,,,,,,,,48,9,12,,3,9,,1,2,146,,,,,17,39,11,,,8,2,19
2752,にゆてと (NIYUTETO) #2752,598,392.9265004575473,15,9,3,,11,10,12,13,12,11,12,,9,12,17,3,9,31,2,2,21,10,19,,18,10,11,11,,,16,2,65
1345,さなと (SANATO) #1345,599,392.78338392076915,14,8,11,,13,9,11,12,10,13,12,,43,21,65,3,9,,2,3,22,,36,,,10,12,13,,,8,2,17
1030,ひはし (HIHASHI) #1030,600,392.5000993122075,10,8,3,22,,,,,,,,,,11,31,3,9,155,1,2,21,10,17,,10,17,10,13,,,8,1,19
2150,ゆのさぬ (YUNOSANU) #2150,601,392.41842116777445,15,8,11,,11,9,12,12,10,11,12,32,10,10,19,3,9,21,2,2,67,10,19,,10,,10,13,,,8,2,17
56,あにわ (ANIWA) #56,602,392.2083927951283,15,8,3,22,13,10,12,10,14,11,11,20,9,11,31,4,9,21,2,2,25,,19,,10,,36,22,,,8,2,19
1925,ろはかほ (ROHAKAHO) #1925,603,392.1934514568249,15,37,3,25,11,9,12,12,14,11,12,16,,24,19,3,9,21,2,3,25,12,20,,11,,10,14,,,8,2,19
749,つわねし (TSUWANESHI) #749,604,392.0237915177339,14,8,3,25,13,9,11,12,14,13,12,37,39,21,67,3,9,,2,2,,,17,,,,10,11,,,8,1,18
1293,わるて (WARUTE) #1293,605,391.67591124422876,43,8,3,22,11,9,12,10,11,11,12,16,,10,19,4,9,25,2,2,22,11,35,,10,10,12,12,,,9,1,17
2719,もろかね (MOROKANE) #2719,606,391.579663566437,6,9,3,,,,,,,,,16,164,24,19,3,9,18,1,2,21,11,19,,,,10,11,,,9,1,23
784,ほね (HONE) #784,607,391.50884791261655,9,8,3,,11,9,12,10,12,11,11,17,,36,17,4,15,39,2,2,42,,39,,10,10,10,12,,,8,1,17
361,ひに (HINI) #361,608,391.37376623823667,9,18,11,,11,9,11,12,14,11,12,16,,24,67,3,18,,2,2,22,18,17,,10,10,12,11,,,8,1,17
236,るきほ (RUKIHO) #236,609,391.1479130279623,9,8,3,,11,10,11,12,11,11,11,,10,50,65,3,9,20,2,2,22,,18,,,10,10,11,,,8,1,37
2791,ややゆ (YAYAYU) #2791,610,391.13052001053745,9,8,3,25,11,9,12,12,10,12,12,,9,21,,3,9,52,2,2,21,,19,,19,,12,12,,,8,1,65
135,ねほ (NEHO) #135,611,391.0791930594033,10,37,3,,,,,,,,,16,,10,17,3,9,85,1,3,57,10,43,,19,10,10,10,,,9,2,16
1889,そもり (SOMORI) #1889,612,390.97568545658015,9,90,3,,11,9,11,11,10,11,12,16,,12,,3,9,18,2,2,22,,19,,10,10,36,12,,,8,2,18
476,りめめめ (RIMEMEME) #476,613,390.8668107690841,14,9,3,39,11,9,12,11,14,11,11,17,,24,30,3,9,,2,3,87,10,,,,,10,12,,,8,2,19
3055,こみ (KOMI) #3055,614,390.5851642808061,14,9,3,22,11,9,11,10,12,13,12,17,,12,35,3,9,32,2,2,67,,,,,,36,11,,,8,1,16
1940,らつ (RATSU) #1940,615,390.4922244592852,14,9,3,,13,9,12,11,10,11,12,35,,22,17,3,9,20,2,2,23,,,,10,,10,13,,,85,1,22
706,きちやせ (KICHIYASE) #706,616,390.36012091269765,9,9,3,,11,9,11,11,12,13,11,30,39,12,31,3,8,33,2,2,,12,,,19,10,36,12,,,8,1,19
2279,れに (RENI) #2279,617,390.3444667390654,6,8,3,,,,,,,,,30,18,10,27,3,10,39,1,2,,,18,,11,,10,155,,,8,2,21
2018,おちつし (OCHITSUSHI) #2018,618,390.1627756562524,44,8,3,22,,,,,,,,51,,12,19,3,9,20,1,2,23,38,19,,10,10,36,12,,,16,2,19
572,やす (YASU) #572,619,389.8187737206353,43,9,11,,13,9,12,11,14,13,12,17,18,12,31,3,9,18,2,2,18,12,18,,10,10,10,11,,,8,1,17
2561,かまた (KAMATA) #2561,620,389.74218990687217,15,17,11,,11,9,11,11,12,11,11,37,9,21,17,4,9,21,2,3,36,10,18,,18,,10,13,,,9,2,18
1217,ふふち (FUFUCHI) #1217,621,389.5003337676931,9,9,3,,13,10,11,10,11,11,11,16,,10,87,3,15,,2,2,21,11,,,10,39,10,22,,,8,2,18
3120,むらの (MURANO) #3120,622,389.48937966263185,9,18,3,23,11,9,12,12,12,11,12,16,,24,62,4,9,,2,3,25,18,,,10,10,21,13,,,8,1,19
2530,ちせそか (CHISESOKA) #2530,623,389.29062496108486,15,8,3,25,11,9,11,12,12,11,12,21,9,22,19,3,9,,2,2,36,,16,,10,17,21,13,,,8,1,37
3193,もこた (MOKOTA) #3193,624,389.0409984384033,6,9,3,,,,,,,,,21,9,164,,3,10,18,1,2,18,10,,,38,,10,12,,,8,2,33
1286,よかま (YOKAMA) #1286,625,388.8373431953387,9,9,3,,13,9,12,11,12,13,11,17,9,12,35,4,9,26,2,3,,12,,,10,10,10,12,,,85,2,17
2369,らこめ (RAKOME) #2369,626,388.69680121777367,21,8,3,22,,,,,,,,,,131,87,3,9,,1,2,,,19,,,10,21,12,,,8,1,18
1651,くそり (KUSORI) #1651,627,388.68310819075833,14,9,3,,11,9,11,12,12,12,11,16,9,12,,3,9,,2,3,146,,,,10,10,10,14,,,8,2,19
213,よしすく (YOSHISUKU) #213,628,388.6798529692163,9,9,3,22,13,9,11,12,12,11,11,,,41,32,4,17,23,2,2,21,,36,,10,10,12,12,,,8,1,21
2299,さわすゆ (SAWASUYU) #2299,629,388.6163705697121,43,9,3,22,13,9,12,13,11,11,12,20,10,11,20,3,9,20,2,3,21,11,16,,10,,11,22,,,8,1,18
