ID,Name,Rank,Rarity_Score,Accessories,Attributes,Background,Body,Clothes,Face,Glasses,Hat,Legendary,Necklace
2566,BFMC #2566,670,194.3847300529884,,5,Light Blue,Blue,Punk Dark Green Jacket,Smiling Braces,,White Camper With Horns,,
1139,BFMC #1139,671,194.34519156195532,,7,Dark,Brown,Tank Top Militar,Angry,Green Aviator,Elf,,Teeth
4581,BFMC #4581,672,194.21635924334998,,5,Pink,Blue,Punk Dark Green Jacket,Bubble Gum,Sun Glasses With Gold Details,,,
179,BFMC #179,673,194.09193047843507,,6,Dark Blue,Orange,Orange Hoddie,Teeth,Yellow And Blue,Angel With Horns On Fire,,
2315,BFMC #2315,674,194.0012990971691,,6,Light Blue,Green,Punk Dark Green Jacket,Cute,Yellow And Blue,Blue Party,,
2635,BFMC #2635,675,193.94837385244762,,5,Dark Green 2,Brown,Green Militar,Smiling Bubble Gum,,Saint Patricks,,
4497,BFMC #4497,676,193.87323751572123,,6,Light,Brown,Tank Top Red,Oh,Green Aviator,Panda,,
3755,BFMC #3755,677,193.84307537976252,,6,Dark Green 2,Orange,Blue Stars,Sad,Yellow,Panda,,
4450,BFMC #4450,678,193.82159938542617,,5,Pink,Brown,Green Leafs,Knife,Sun Glasses With Gold Details,,,
737,BFMC #737,679,193.8190287886295,,6,Orange,Brown,Militar Jacket,Smiling Cigarrete,Thug Life,Green With Yellow Flower,,
3626,BFMC #3626,680,193.7975692171055,,6,Light Green,Brown,Blue White Leafs,Knife,Thug Life,,,Teeth
4834,BFMC #4834,681,193.7485855090763,,5,Light Blue,Brown,Purple Light Green Jacket,Smiling Bubble Gum,,Big Foot Hat,,
4777,BFMC #4777,682,193.63763156565264,,6,Dark,Green,Purple Militar Hoddie,Oh,Yellow And Blue,Vietinamite With Horns On Fire,,
17,BFMC #17,683,193.62478921599677,,6,Orange,Blue,Punk Dark Green Jacket,Wow,Blue And Green,,,Teeth
425,BFMC #425,684,193.4326245590238,,6,Dark,Brown,Light Brown,Oh Concerned,Green Aviator,Elf 2,,
3181,BFMC #3181,685,193.3039296220664,Bear,7,Dark Blue,Green,Purple Hoddie,Cute,Green Aviator,Blue Party,,
1642,BFMC #1642,686,193.2968614716304,Claws,6,Dark,Orange,Green Leafs,Red Tongue,,Green With Yellow Flower,,
2984,BFMC #2984,687,193.25841123332316,,7,Yellow,Blue,Green Militar,Angry Bubble Gum,Yellow And Blue,Hunter,,Big Foot Gold
2012,BFMC #2012,688,193.10776719882728,,5,Dark Green 2,Brown,Grey Stars,Smiling Bubble Gum,,Blue Frenchie,,
1198,BFMC #1198,689,193.09353053391266,Clown Nose,7,Light,Orange,Tank Top Red,Smiling Cigarrete,,Angel With Horns On Fire,,Teeth
4756,BFMC #4756,690,192.95717550095293,,6,Orange,Brown,Purple,Bubble Gum,Green Aviator,Green Brain,,
3646,BFMC #3646,691,192.9134762899602,,5,Dark,Brown,Militar Green Jacket,Smiling Cigarrete,,Purple,,
3332,BFMC #3332,692,192.88974184254343,,5,Dark Green 1,Blue,Purple Leafs,Very Angry,,Red Frenchie,,
3643,BFMC #3643,693,192.7971633652757,Triple Bear,6,Dark Green 1,Pink,Cheetah Hoddie,Smiling Braces,Thug Life,,,
2499,BFMC #2499,694,192.7853394019905,,6,Dark Green 1,Brown,Tank Top Brown,Upset,Green Aviator,Red Frenchie,,
3658,BFMC #3658,695,192.74663003000452,,5,Dark Green 2,Pink,Light Green And Dark Hoddie Jacket,Angry Teeth,3D,,,
823,BFMC #823,696,192.7237097448851,Bear,6,Dark Green 2,Blue,Grey Stars,Angry Teeth,Sun Glasses With Gold Details,,,
2864,BFMC #2864,697,192.7015708495623,,6,Dark Green 1,Pink,Zebra Hoddie,Teeth,Yellow,Chicken Hat,,
5056,BFMC #5056,698,192.533970447159,Clown Nose,5,Light Green,Blue,Green Stars,Wow,,,,
898,BFMC #898,699,192.50945790128463,,6,Dark Blue,Blue,Blue Bananas,Angry Teeth,,White Camper,,Teeth
708,BFMC #708,700,192.48532811662253,,6,Yellow,Blue,Brown Hoddie,Very Angry,,Elf 2,,Big Foot Gold
2627,BFMC #2627,701,192.4089262199175,,5,Dark Green 2,Pink,Militar Hoddie,Angry Bubble Gum,Yellow Aviator,,,
1830,BFMC #1830,702,192.3546040270577,,6,Dark,Brown,Black Hoddie,Upset,Yellow And Blue,Red Frenchie,,
4224,BFMC #4224,703,192.30382214832096,,5,Orange,Green,Light Green Black Militar,Very Angry,3D,,,
2881,BFMC #2881,704,192.23758226394693,,6,Dark,Pink,Cheetah,Angry,,Panda,,Teeth
4519,BFMC #4519,705,192.0856085551336,,6,Dark,Blue,Pink Flowers,Cute,Green Aviator,Blue Party,,
2490,BFMC #2490,706,191.9663948190254,,6,Dark Green 1,Pink,Cheetah Hoddie Yellow,Curious,Green Aviator,Black Power,,
2781,BFMC #2781,707,191.8513125554091,Claws,7,Yellow,Green,Blue White Leafs,Angry,Blue Stars,Mummy,,
2482,BFMC #2482,708,191.79233443957924,,6,Dark Green 2,Green,Light Green Jacket,Cute,Yellow Aviator,Saint Patricks,,
4529,BFMC #4529,709,191.70981503278685,,6,Light,Blue,Pink Bananas Hoddie,Angry Teeth,Blue And Green,Big Foot Hat,,
4458,BFMC #4458,710,191.60825504659778,,6,Dark,Orange,Yellow Gold,Very Angry,Yellow Aviator,Hunter,,
3212,BFMC #3212,711,191.58368935126842,,6,Yellow,Brown,Red Hoddie,Upset,Yellow,Black Power,,
1781,BFMC #1781,712,191.56150440066344,,5,Dark,Brown,Brown And Light Green Jacket,Oh,,Elf 2,,
5020,BFMC #5020,713,191.5109727714994,,6,Light Green,Brown,Cheetah Hoddie,Angry Teeth,Yellow And Blue,Vietnamite,,
1690,BFMC #1690,714,191.34130966427705,Clown Nose,6,Dark Green 2,Green,Green,Teeth,,Green Brain,,
3301,BFMC #3301,715,191.26798777730664,,6,Orange,Green,Green Leafs,Smiling Cigarrete,Yellow Aviator,Elf 2,,
1529,BFMC #1529,716,191.2323379840644,Bear,6,Dark Green 1,Pink,Tank Top White,Smiling Cigarrete,,Crown,,
2335,BFMC #2335,717,191.1297044719367,,7,Yellow,Orange,Yellow,Red Tongue,Blue Stars,Mummy,,Teeth
2940,BFMC #2940,718,191.06897850346076,,5,Dark Blue,Blue,Pink Bananas Hoddie,Wow,Yellow Aviator,,,
3496,BFMC #3496,719,191.05748568044802,,5,Light,Brown,Yellow Gold,Golden Teeth,,Laurel Wreath,,
822,BFMC #822,720,191.04688535216692,,6,Light Green,Pink,Pink Flowers,Oh,Yellow,Big Foot Hat,,
928,BFMC #928,721,191.0448932254429,,5,Dark Blue,Blue,Green Orange Jacket,Angry Knife,,Horns On Fire,,
3016,BFMC #3016,722,190.9394921056806,Claws,6,Dark Green 2,Pink,Light Green Black Militar,Cute,Yellow Aviator,,,
3042,BFMC #3042,723,190.91462154073582,Bear,6,Orange,Pink,Pink Flowers,Smiling,Green Aviator,,,
1022,BFMC #1022,724,190.91293820450423,,5,Dark Green 2,Brown,Light Green Leafs,Red Tongue,,Black Power,,
1858,BFMC #1858,725,190.9069856414871,,6,Dark,Green,Pink Hoddie,Oh,Yellow Aviator,,,Big Foot Gold
3833,BFMC #3833,726,190.87557295826713,,6,Light Green,Brown,Blue Stars,Golden Teeth,Green Aviator,Pirate With Horns,,
4764,BFMC #4764,727,190.77645174250182,,6,Pink,Blue,Green Leafs,Golden Teeth,Blue Stars,Soda Bomb,,
3638,BFMC #3638,728,190.74306582508152,,6,Dark Green 1,Blue,Tank Top Brown,Smiling,Green Aviator,Elf 2,,
2622,BFMC #2622,729,190.700614558583,,5,Light,Brown,Pink,Oh,3D,,,
184,BFMC #184,730,190.6643075272236,,5,Dark Green 1,Brown,Yellow Gold,Oh Concerned,,Mummy,,
232,BFMC #232,731,190.62900340364047,,6,Light,Brown,Tank Top White,Upset,Purple,Green Brain,,
4201,BFMC #4201,732,190.61973711837206,Triple Bear,6,Light,Brown,Cheetah Hoddie,Oh Concerned,Sun Glasses,,,
2225,BFMC #2225,733,190.58835043658985,,7,Dark Green 2,Brown,Basic Light,Very Angry Teeth,Red Aviator,Blue Frenchie,,Big Foot Gold
1359,BFMC #1359,734,190.56448094558323,,6,Yellow,Green,Tank Top Militar,Wow,Sun Glasses,Pirate With Horns,,
4943,BFMC #4943,735,190.54548712948497,Clown Nose,6,Dark Green 1,Brown,Tank Top Militar,Angry Teeth,,Pirate,,
3835,BFMC #3835,736,190.38483062605874,Bear,6,Dark,Orange,Purple Light Green Jacket,Angry Teeth,,Black Power,,
3600,BFMC #3600,737,190.3732603519574,,6,Dark Green 2,Green,Purple Militar Hoddie,Bubble Gum,Yellow,Mummy,,
387,BFMC #387,738,190.2560236817309,,5,Light,Orange,Pink Flowers,Smiling Cigarrete,,Vietnamite,,
773,BFMC #773,739,190.22219488129366,,5,Dark Green 1,Green,Light Green Jacket,Angry,,Santa Claus,,
1691,BFMC #1691,740,190.19947349644298,Clown Nose,6,Dark Green 2,Brown,Pink Hoddie,Smiling Teeth,,Blue Party,,
1883,BFMC #1883,741,190.0392509938033,,6,Dark Green 2,Brown,Light Blue Militar,Very Angry Teeth,,White Camper,,Teeth
3242,BFMC #3242,742,189.97612441175912,,5,Dark,Green,Green Stars,Golden Teeth,,Blue Frenchie,,
3667,BFMC #3667,743,189.91413227072397,,5,Light Green,Brown,Cheetah Hoddie,Sad,,Luck Poker Militar,,
1705,BFMC #1705,744,189.85574093797015,,6,Dark,Blue,Green Orange Jacket,Cute,Sun Glasses With Gold Details,Pirate With Horns,,
601,BFMC #601,745,189.76377191551813,,6,Orange,Orange,Punk Brown Militar Jacket,Wow,,Blue And Yellow Party,,Teeth
743,BFMC #743,746,189.73159502755868,,6,Pink,Orange,Tank Top Brown,Curious,Yellow Aviator,Laurel Wreath,,
1577,BFMC #1577,747,189.5413181135746,,7,Light Green,Blue,Green Leafs,Cute,Yellow,Vietinamite With Horns On Fire,,Bitcoin Gold
3950,BFMC #3950,748,189.5190274734591,,5,Light,Pink,Tank Top Brown,Very Angry,,Green With Yellow Flower,,
4577,BFMC #4577,749,189.4371616916416,,5,Dark Blue,Brown,Orange Hoddie,Very Angry Teeth,,Blue And Yellow With Horns On Fire,,
1795,BFMC #1795,750,189.2681765852064,Bear,7,Dark Blue,Blue,Cheetah,Golden Teeth,Yellow And Blue,Angel With Horns On Fire,,
4744,BFMC #4744,751,189.25834700040437,,6,Dark Green 2,Brown,Pink Hoddie,Oh,Blue Stars,Black Power,,
1534,BFMC #1534,752,189.25324146940946,,5,Light,Brown,Tank Top Red,Oh Concerned,,Pirate,,
4947,BFMC #4947,753,189.0948441919989,Clown Nose,6,Dark,Brown,Green Hoddie,Golden Teeth,,Horns On Fire,,
1015,BFMC #1015,754,189.0117350748494,,6,Orange,Green,Cheetah,Cute,Sun Glasses With Gold Details,Green Brain,,
4551,BFMC #4551,755,188.97400684437093,,5,Dark,Blue,Light Green Leafs,Very Angry,,Blue Frenchie,,
2288,BFMC #2288,756,188.9351226588023,,6,Dark Green 2,Green,Brown And Light Green Jacket,Golden Teeth,Stylish Blue And Pink,Hunter,,
2397,BFMC #2397,757,188.65251561554467,Clown Nose,6,Light Green,Brown,Pink,Oh,,,,Big Foot Gold
1369,BFMC #1369,758,188.47034459765277,,6,Pink,Green,Pink Hoddie,Golden Teeth,Yellow,Angel,,
3384,BFMC #3384,759,188.45600122603528,,6,Dark,Orange,Blue Bananas,Golden Teeth,Blue Stars,Green Brain,,
1990,BFMC #1990,760,188.40282889088962,Clown Nose,6,Dark Green 1,Green,Cheetah,Angry,,Blue And Yellow With Horns On Fire,,
3441,BFMC #3441,761,188.35081023153526,,6,Pink,Green,Cheetah Hoddie,Very Angry,Green Aviator,Hunter,,
3317,BFMC #3317,762,188.3228357875524,,6,Dark Green 2,Green,Blue Stars,Angry Knife,Yellow,Black Power,,
1186,BFMC #1186,763,188.26422935322603,,6,Dark Blue,Green,Blue Stars,Oh,,Luck Poker Militar,,Bitcoin Gold
397,BFMC #397,764,188.17711967109477,,6,Dark Green 2,Blue,Black Hoddie,Angry Knife,Yellow Aviator,Blue Party,,
2314,BFMC #2314,765,188.166127850007,,5,Dark Green 1,Pink,Punk Brown Militar Jacket,Angry Knife,,Angel,,
1485,BFMC #1485,766,188.14184731042027,,6,Orange,Brown,Militar Jacket,Oh Concerned,Sun Glasses With Gold Details,Blue,,
5049,BFMC #5049,767,188.08976795116058,,6,Light Blue,Brown,Zebra Hoddie,Bubble Gum,Red Aviator,Big Foot Hat,,
3226,BFMC #3226,768,188.08147142988702,,5,Yellow,Brown,Light Green Black Militar,Smiling Bubble Gum,Sun Glasses,,,
1433,BFMC #1433,769,187.99787509566542,,5,Dark Blue,Brown,Pink,Bubble Gum,Stylish Blue And Pink,,,
4238,BFMC #4238,770,187.98027135223026,,6,Orange,Brown,Orange Hoddie,Very Angry Teeth,Sun Glasses,Chicken Hat,,
1190,BFMC #1190,771,187.9281327520136,Clown Nose,6,Light,Blue,Militar Green Jacket,Smiling,,Green With Yellow Flower,,
292,BFMC #292,772,187.91205096381103,,5,Yellow,Orange,Light Green And Dark Hoddie Jacket,Cute,,Black Power,,
2371,BFMC #2371,773,187.85373341815327,Triple Bear,7,Light Green,Blue,Militar Jacket,Angry Teeth,,Vietnamite,,Big Foot Gold
3299,BFMC #3299,774,187.84001023240006,,5,Dark Blue,Brown,Cheetah,Upset,,Soda Bomb,,
1570,BFMC #1570,775,187.77078518931478,,6,Light,Green,Green Pink Flowers,Curious,Blue And Green,White Camper With Horns,,
3340,BFMC #3340,776,187.69154740986954,,6,Light Green,Brown,Purple Hoddie,Smiling Braces,,Blue Party,,Bitcoin Gold
2724,BFMC #2724,777,187.66287578743777,,6,Light,Green,Green Pink Flowers,Teeth,Yellow,Hunter,,
2424,BFMC #2424,778,187.5844466742848,Triple Bear,6,Dark Blue,Brown,Black Hoddie,Smiling Teeth,,Mummy,,
4643,BFMC #4643,779,187.4358755776062,,5,Yellow,Brown,Yellow Gold,Very Angry Teeth,,Vietnamite,,
2837,BFMC #2837,780,187.21027552359118,,6,Light Green,Green,Pink Hoddie,Sad,Blue And Green,,,Big Foot Gold
2983,BFMC #2983,781,187.20039782510537,,6,Dark Green 2,Blue,Red Hoddie,Angry Teeth,Blue And Green,Blue Frenchie,,
1468,BFMC #1468,782,187.1780706568067,,6,Yellow,Brown,Zebra Hoddie,Smiling,Stylish Blue And Pink,Big Foot Hat,,
4000,BFMC #4000,783,187.13583156366684,,6,Dark,Pink,Purple Militar Hoddie,Curious,Blue Stars,Vietnamite,,
2090,BFMC #2090,784,187.04524095908005,,5,Light,Orange,Basic Light,Calm Knife,,Pink Ears,,
3715,BFMC #3715,785,186.94503295627186,,6,Pink,Brown,Purple Hoddie,Oh Concerned,Yellow And Blue,Hunter,,
3032,BFMC #3032,786,186.87411913018434,,6,Dark Green 1,Brown,Green Leafs,Sad,Blue And Green,Green With Yellow Flower,,
3012,BFMC #3012,787,186.66299043859522,,6,Dark Green 2,Blue,Light Green Black Militar,Wow,Yellow,Blue Party,,
3527,BFMC #3527,788,186.50263964502216,,6,Dark,Green,Grey Militar,Angry Bubble Gum,Yellow,Mummy,,
3857,BFMC #3857,789,186.4945548676702,,5,Light Blue,Brown,Light Green And Dark Hoddie Jacket,Bubble Gum,,Green Brain,,
1606,BFMC #1606,790,186.3848396281926,Triple Bear,6,Dark Green 2,Orange,Purple,Sad,Sun Glasses,,,
4122,BFMC #4122,791,186.33704321441326,,6,Light,Pink,Green Militar,Angry Teeth,Yellow,Elf 2,,
504,BFMC #504,792,186.3320364927497,,5,Dark Green 2,Green,Orange Hoddie,Angry Bubble Gum,,Mummy,,
18,BFMC #18,793,186.28152058380695,,5,Dark,Orange,Brown And Light Green Jacket,Angry Bubble Gum,,Luck Poker Militar,,
3896,BFMC #3896,794,186.25910830724644,,5,Orange,Orange,Purple,Calm Knife,Sun Glasses,,,
1802,BFMC #1802,795,186.24836135522122,Bear,6,Dark Blue,Blue,Yellow,Angry Knife,,White Camper,,
431,BFMC #431,796,186.24804513273486,,6,Light Green,Green,Brown Big Foot,Smiling Cigarrete,Purple,Angel,,
3128,BFMC #3128,797,186.1822801859627,,6,Light Blue,Brown,Pink Hoddie,Red Tongue,Yellow,Blue Party,,
250,BFMC #250,798,186.18085811492776,,5,Light,Brown,Purple Light Green Jacket,Smiling,,Mummy,,
1626,BFMC #1626,799,185.99600350762924,,5,Dark Green 1,Pink,Purple Militar Hoddie,Teeth,Red Aviator,,,
2871,BFMC #2871,800,185.95166007169308,,6,Pink,Orange,Purple Hoddie,Cute,Yellow And Blue,Black Power,,
545,BFMC #545,801,185.89986800645815,,6,Yellow,Blue,Militar Jacket,Angry Knife,Thug Life,Black Power,,
3140,BFMC #3140,802,185.80782533643793,,6,Dark Blue,Orange,Purple Hoddie,Angry,Yellow,Brown With Yellow Flower,,
887,BFMC #887,803,185.72816990415123,,6,Dark Green 2,Green,Pink Light Blue Leafs,Curious,Yellow And Blue,White Camper With Horns,,
4516,BFMC #4516,804,185.62399175069896,,6,Light Green,Green,Militar Jacket,Cute,Red Aviator,Laurel Wreath,,
3719,BFMC #3719,805,185.51466797719536,,6,Dark Green 1,Brown,Yellow Gold,Smiling Cigarrete,Green Aviator,,,Bitcoin Gold
2880,BFMC #2880,806,185.43970217443615,,6,Dark Green 1,Brown,Grey Militar,Smiling,Yellow,Elf 2,,
4104,BFMC #4104,807,185.38909844297137,Triple Bear,6,Yellow,Blue,Militar Green Jacket,Upset,Purple,,,
3595,BFMC #3595,808,185.38220309190083,Clown Nose,6,Yellow,Brown,Grey Militar,Sad,,Mummy,,
3893,BFMC #3893,809,185.3110140986181,,7,Dark Green 2,Pink,Green Militar,Angry Bubble Gum,Yellow,Green Brain,,Teeth
1172,BFMC #1172,810,185.17291037329557,,6,Dark,Brown,Militar Hoddie,Oh,,Black Power,,Teeth
3,BFMC #3,811,185.15268898811289,,5,Dark,Brown,Purple Leafs,Smiling Bubble Gum,,Angel With Horns On Fire,,
1324,BFMC #1324,812,185.04431460387642,,5,Dark,Brown,Militar Hoddie,Smiling Bubble Gum,,Blue Party,,
4467,BFMC #4467,813,185.02936139807866,,6,Dark,Brown,Brown,Smiling Braces,3D,Angel With Horns On Fire,,
526,BFMC #526,814,184.8754569341053,,5,Yellow,Green,Brown And Light Green Jacket,Golden Teeth,,Blue And Yellow With Horns On Fire,,
539,BFMC #539,815,184.74711847630851,Bear,6,Light Blue,Brown,Orange Hoddie,Smiling Teeth,,Chicken Hat,,
4906,BFMC #4906,816,184.74652790325075,,6,Light,Brown,Light Brown,Very Angry Teeth,Red Aviator,Angel With Horns On Fire,,
536,BFMC #536,817,184.7308491256001,,5,Dark Green 1,Green,Light Green And Dark Hoddie Jacket,Angry,,Blue And Yellow Party,,
2663,BFMC #2663,818,184.6967017608023,,6,Dark,Pink,Tank Top Brown,Angry,Stylish Blue And Pink,Blue And Yellow Party,,
2058,BFMC #2058,819,184.69474542080206,,6,Dark Green 1,Orange,Red Hoddie,Sad,Thug Life,,,Teeth
4758,BFMC #4758,820,184.6423600182787,,6,Dark,Green,Green Leafs,Red Tongue,Thug Life,Pirate,,
4818,BFMC #4818,821,184.58037023486958,,7,Dark Green 2,Brown,Tank Top White,Smiling Teeth,Blue Stars,Hunter,,Bitcoin Gold
3180,BFMC #3180,822,184.57734018091412,Bear,7,Light Blue,Blue,Green Militar,Angry Teeth,Green Aviator,White Camper,,
3676,BFMC #3676,823,184.56902100431677,,6,Light Blue,Brown,Light Green Black Militar,Smiling Braces,Thug Life,,,Teeth
1367,BFMC #1367,824,184.50573018608367,,5,Light Green,Green,Tank Top White,Very Angry,,Viking,,
3531,BFMC #3531,825,184.39384271989996,,5,Light Blue,Brown,Tank Top Red,Knife,Blue And Green,,,
3969,BFMC #3969,826,184.34520715151515,Triple Bear,6,Light Green,Brown,Green Militar,Smiling,,Horns On Fire,,
604,BFMC #604,827,184.2555979771623,,6,Pink,Brown,Green Hoddie,Oh Concerned,Sun Glasses With Gold Details,Angel,,
3919,BFMC #3919,828,184.24783794674357,Bear,7,Yellow,Blue,Basic Light,Smiling Cigarrete,Red Aviator,White Camper With Horns,,
4957,BFMC #4957,829,184.22934838038373,,6,Dark Blue,Brown,Purple Militar Hoddie,Upset,Thug Life,Green Brain,,
1481,BFMC #1481,830,184.05579505391043,,6,Pink,Brown,Brown And Light Green Jacket,Very Angry Teeth,Blue Stars,White Camper With Horns,,
572,BFMC #572,831,183.97843204008223,,6,Light,Brown,Pink Light Blue Leafs,Very Angry,Sun Glasses,Chicken Hat,,
7,BFMC #7,832,183.95924068143898,Bear,6,Dark Green 1,Brown,Orange Hoddie,Golden Teeth,,Elf,,
839,BFMC #839,833,183.91360264548973,,5,Dark,Pink,Green Militar,Very Angry,,Viking,,
1213,BFMC #1213,834,183.9114859510118,,6,Light Green,Brown,Brown Hoddie,Upset,Sun Glasses,Saint Patricks,,
2990,BFMC #2990,835,183.89942308038093,,5,Dark Green 1,Green,Dark Militar Green Jacket,Teeth,,Crown,,
3257,BFMC #3257,836,183.841336728054,,6,Dark Blue,Blue,Basic Light,Angry Teeth,Thug Life,Crown,,
4545,BFMC #4545,837,183.7997871364859,,6,Light Green,Brown,Grey Militar,Very Angry,Sun Glasses With Gold Details,White Camper With Horns,,
2857,BFMC #2857,838,183.73468785480344,,5,Light Green,Orange,Punk Brown Militar Jacket,Golden Teeth,Purple,,,
4179,BFMC #4179,839,183.70668656027001,,5,Yellow,Pink,,Sad,Thug Life,Soda Bomb,,
3972,BFMC #3972,840,183.60922744438338,,5,Light,Blue,Tank Top Red,Angry Knife,,White Camper With Horns,,
2647,BFMC #2647,841,183.60382602980292,,6,Dark Green 2,Green,Light Brown,Bubble Gum,Purple,Vietnamite,,
595,BFMC #595,842,183.5729554183406,,6,Dark,Brown,Yellow Gold,Upset,,Vietnamite,,Teeth
20,BFMC #20,843,183.53717891121116,,5,Dark Green 2,Orange,Blue Stars,Calm Knife,,Blue,,
2097,BFMC #2097,844,183.4184900673477,,6,Orange,Green,Tank Top White,Cute,Yellow,Red Frenchie,,
656,BFMC #656,845,183.4068453634516,,5,Dark Blue,Brown,Pink Hoddie,Bubble Gum,,Vietinamite With Horns On Fire,,
3437,BFMC #3437,846,183.38755251664267,,5,Pink,Blue,Light Green Leafs,Curious,,Blue Party,,
1176,BFMC #1176,847,183.36053737449495,,5,Light,Orange,Tank Top White,Wow,,Pirate,,
4325,BFMC #4325,848,183.31101857272444,Triple Bear,6,Dark Blue,Brown,Brown,Smiling Bubble Gum,,Angel,,
218,BFMC #218,849,183.24323844868988,,6,Light Blue,Blue,Tank Top Militar,Curious,Yellow And Blue,Blue And Yellow With Horns On Fire,,
3599,BFMC #3599,850,183.19183714028838,Triple Bear,6,Dark Blue,Green,Purple Militar Hoddie,Curious,Green Aviator,,,
4219,BFMC #4219,851,183.18641696345128,,7,Dark Green 1,Orange,Green Hoddie,Smiling,Yellow And Blue,Green Brain,,Big Foot Gold
3268,BFMC #3268,852,183.11832000692095,,6,Dark Blue,Blue,Dark Militar Green Jacket,Angry Teeth,,Elf 2,,Big Foot Gold
217,BFMC #217,853,183.1074763098317,Bear,7,Light,Blue,Brown Hoddie,Golden Teeth,Yellow,Laurel Wreath,,
4726,BFMC #4726,854,182.95293592990043,,6,Dark Green 2,Orange,Green Leafs,Angry Bubble Gum,Stylish Blue And Pink,Blue Frenchie,,
2228,BFMC #2228,855,182.8413905861872,,5,Dark Green 1,Brown,Brown And Light Green Jacket,Smiling Teeth,,Blue And Yellow With Horns On Fire,,
1337,BFMC #1337,856,182.80477955863176,Bear,7,Dark Green 1,Brown,Light Green Jacket,Angry,Green Aviator,Laurel Wreath,,
705,BFMC #705,857,182.8028584235674,,6,Light Green,Blue,Orange Hoddie,Cute,Sun Glasses,Mummy,,
3051,BFMC #3051,858,182.73747256868592,,5,Yellow,Brown,Punk Dark Green Jacket,Oh,,Black Power,,
4996,BFMC #4996,859,182.73372581746742,,6,Dark Green 1,Brown,Purple Militar Hoddie,Upset,Yellow Aviator,Hunter,,
3054,BFMC #3054,860,182.70005286585746,Clown Nose,6,Dark Green 2,Brown,Purple Hoddie,Angry Teeth,,Blue And Yellow Party,,
3049,BFMC #3049,861,182.6983299450181,,6,Dark,Green,Militar Green Jacket,Golden Teeth,,Blue And Yellow With Horns On Fire,,Bitcoin Gold
3001,BFMC #3001,862,182.6269267772812,,6,Yellow,Orange,Tank Top Militar,Very Angry,Blue Stars,Pirate With Horns,,
1771,BFMC #1771,863,182.5798830630206,,5,Dark Blue,Green,Yellow Leafs,Calm Knife,Blue Stars,,,
817,BFMC #817,864,182.355042348139,,6,Light Green,Blue,Grey Militar,Bubble Gum,Stylish Blue And Pink,Black Power,,
2567,BFMC #2567,865,182.35290280027374,,6,Pink,Green,Yellow,Calm Knife,Sun Glasses,Vietinamite With Horns On Fire,,
4892,BFMC #4892,866,182.33365219219723,,6,Yellow,Blue,Dark Militar Green Jacket,Golden Teeth,Blue And Green,Red Frenchie,,
3907,BFMC #3907,867,182.28301516603702,,5,Dark,Pink,Pink Hoddie,Smiling,Red Aviator,,,
4393,BFMC #4393,868,181.91935087681833,Clown Nose,6,Dark Blue,Orange,Tank Top Brown,Sad,,Laurel Wreath,,
4069,BFMC #4069,869,181.89917727893067,,5,Dark Blue,Pink,Zebra Hoddie,Smiling Braces,,Elf,,
1364,BFMC #1364,870,181.8916124607024,,7,Dark Blue,Green,Yellow,Golden Teeth,Sun Glasses,Green Brain,,Bitcoin Gold
3766,BFMC #3766,871,181.8696735536059,Bear,6,Light Blue,Brown,Militar Hoddie,Sad,Blue Stars,,,
1086,BFMC #1086,872,181.81621498931156,,5,Light,Green,Light Green Leafs,Red Tongue,Yellow And Blue,,,
4390,BFMC #4390,873,181.5852967782455,,6,Dark Green 1,Pink,Light Green Jacket,Angry Knife,Blue Stars,,,Bitcoin Gold
227,BFMC #227,874,181.54023220221805,Triple Bear,7,Pink,Blue,Militar Green Jacket,Bubble Gum,,Blue And Yellow Party,,Teeth
1089,BFMC #1089,875,181.53455280663042,,6,Dark Green 2,Blue,Blue Stars,Very Angry,Yellow,Panda,,
124,BFMC #124,876,181.53306042545026,,5,Dark Blue,Brown,Pink,Oh,,White Camper With Horns,,
1547,BFMC #1547,877,181.40363632470246,,6,Light Green,Pink,Light Green Jacket,Red Tongue,3D,White Camper,,
5106,BFMC #5106,878,181.4033819758715,,4,Dark Green 2,Blue,Punk Dark Green Jacket,Calm Knife,,,,
4449,BFMC #4449,879,181.39935391623607,,7,Dark Green 1,Orange,Brown And Light Green Jacket,Smiling Cigarrete,Blue Stars,Hunter,,Teeth
2558,BFMC #2558,880,181.29913478816985,,6,Dark Green 2,Brown,Cheetah,Upset,,White Camper,,Bitcoin Gold
2862,BFMC #2862,881,181.2990027052473,Claws,7,Light,Brown,Grey Militar,Bubble Gum,Blue Stars,Vietnamite,,
3769,BFMC #3769,882,181.29517802315107,,7,Dark,Green,Green Leafs,Cute,Blue Stars,White Camper With Horns,,Bitcoin Gold
2240,BFMC #2240,883,181.27620997117637,,5,Light Blue,Blue,Zebra Hoddie,Calm Knife,,Big Foot Hat,,
3468,BFMC #3468,884,181.0553661866407,,6,Dark,Brown,Blue Stars,Angry,Blue And Green,Horns On Fire,,
4375,BFMC #4375,885,181.0481254840943,,6,Light,Brown,Tank Top Brown,Smiling Bubble Gum,,Blue And Yellow Party,,Big Foot Gold
314,BFMC #314,886,181.03997461406348,,6,Pink,Green,Light Brown,Angry Bubble Gum,3D,Angel,,
1232,BFMC #1232,887,180.85433788474862,,6,Dark Green 1,Pink,Green Orange Jacket,Calm Knife,Yellow Aviator,Green Brain,,
