ID,Name,Rank,Rarity_Score,Accessories-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Face-Scores,Glasses-Scores,Hat-Scores,Legendary-Scores,Necklace-Scores
2154,BFMC #2154,367,219.9414261641707,,2,7,2,51,33,25,96,,
2867,BFMC #2867,368,219.87805141381276,,2,16,8,74,20,18,78,,
840,BFMC #840,369,219.75810583477733,,2,7,8,96,19,50,34,,
2826,BFMC #2826,370,219.75197723174415,,2,14,8,51,20,54,67,,
4228,BFMC #4228,371,219.711679573936,,2,7,5,45,12,50,96,,
2835,BFMC #2835,372,219.641099567995,,2,15,9,82,19,54,34,,
2673,BFMC #2673,373,219.59270570883092,,2,14,5,85,44,15,52,,
1895,BFMC #1895,374,219.54303000991902,,2,7,5,27,58,22,96,,
3682,BFMC #3682,375,219.5331723468553,,2,6,2,90,20,,51,,44
1031,BFMC #1031,376,219.48415371693898,39,2,15,9,74,27,,50,,
4253,BFMC #4253,377,219.4701758181111,,2,6,2,66,29,54,56,,
1237,BFMC #1237,378,219.45439538406703,,2,7,5,29,24,74,76,,
154,BFMC #154,379,219.43541011463645,17,2,7,2,74,24,,90,,
3282,BFMC #3282,380,219.30919656100286,,2,7,5,48,44,15,96,,
3491,BFMC #3491,381,219.30508062061685,39,2,7,5,116,33,15,,,
4225,BFMC #4225,382,219.02449284858378,,13,7,2,90,33,22,31,,17
3430,BFMC #3430,383,218.90952107656085,,2,7,2,88,14,,103,,
2096,BFMC #2096,384,218.89385543608486,20,2,15,2,103,17,,56,,
4600,BFMC #4600,385,218.8412431881021,,2,14,5,21,33,74,67,,
4079,BFMC #4079,386,218.83992814468976,,2,7,5,103,24,50,24,,
3055,BFMC #3055,387,218.8350333615613,,2,16,5,100,18,15,60,,
4042,BFMC #4042,388,218.83303589082558,,13,7,9,51,19,15,56,,44
2662,BFMC #2662,389,218.6213921524955,,2,7,5,74,19,16,93,,
510,BFMC #510,390,218.3998013401404,,2,6,5,90,12,22,78,,
3440,BFMC #3440,391,218.2931359151978,39,13,7,2,34,24,50,45,,
5026,BFMC #5026,392,218.23185402611784,,2,15,2,100,28,18,50,,
4305,BFMC #4305,393,217.92928341535745,,2,7,2,96,50,,58,,
3563,BFMC #3563,394,217.91292612609342,,13,15,5,26,20,16,96,,23
172,BFMC #172,395,217.86226568859564,,7,7,2,103,96,,,,
3619,BFMC #3619,396,217.6327239401055,,2,7,2,49,24,50,80,,
4867,BFMC #4867,397,217.41447359423327,,2,7,2,46,20,,138,,
3281,BFMC #3281,398,217.34932293934963,,2,7,5,51,17,50,82,,
3278,BFMC #3278,399,217.3297530807855,,2,6,5,116,18,15,52,,
3670,BFMC #3670,400,217.31664968566798,39,13,7,8,31,69,22,25,,
2304,BFMC #2304,401,217.28234483139542,,2,11,5,69,31,,96,,
4648,BFMC #4648,402,217.27214205594527,,2,6,2,85,50,16,52,,
1576,BFMC #1576,403,217.12134245142477,,2,7,9,26,19,54,96,,
2890,BFMC #2890,404,217.11180199681763,,2,7,5,66,20,18,96,,
2812,BFMC #2812,405,217.07507770016815,,2,7,2,50,17,32,103,,
675,BFMC #675,406,216.90678567591104,,2,6,9,103,27,15,51,,
4540,BFMC #4540,407,216.77765034009096,,2,7,2,45,27,,132,,
1852,BFMC #1852,408,216.64051408622262,39,13,7,9,46,44,,31,,23
348,BFMC #348,409,216.56707198887045,17,13,11,5,26,14,50,76,,
554,BFMC #554,410,216.24639650513643,,2,6,5,100,33,22,46,,
5084,BFMC #5084,411,216.20702520375875,20,13,7,5,82,18,22,46,,
3951,BFMC #3951,412,216.11624629059577,25,2,6,2,96,24,,58,,
209,BFMC #209,413,216.02497303791122,,2,7,5,88,18,50,44,,
1835,BFMC #1835,414,215.98085942400644,,2,14,2,51,17,,103,,23
2738,BFMC #2738,415,215.9286212238357,,2,7,5,26,69,22,82,,
5045,BFMC #5045,416,215.75164369308152,,2,15,2,82,50,16,44,,
798,BFMC #798,417,215.66713871855993,20,13,15,8,31,14,25,85,,
3971,BFMC #3971,418,215.50075172517228,17,13,6,8,50,20,,53,,44
2070,BFMC #2070,419,215.32758995877953,,13,7,2,69,27,32,39,,23
1320,BFMC #1320,420,215.29852420466975,,2,11,8,96,20,22,53,,
600,BFMC #600,421,215.2619074282244,39,2,11,5,88,33,,34,,
1920,BFMC #1920,422,215.14305476869012,,2,6,5,67,20,16,96,,
199,BFMC #199,423,215.0281588734436,,2,7,8,31,33,74,56,,
2008,BFMC #2008,424,214.87667930604476,,2,11,5,34,20,50,90,,
1932,BFMC #1932,425,214.6628112741282,,2,7,5,88,14,,96,,
1758,BFMC #1758,426,214.46336420224384,,2,15,2,67,12,16,96,,
1889,BFMC #1889,427,214.4447248990905,,2,15,2,116,17,25,34,,
4482,BFMC #4482,428,214.36464074717742,39,2,7,5,35,20,,103,,
1370,BFMC #1370,429,213.96633037538305,,2,14,9,51,12,18,103,,
755,BFMC #755,430,213.56244232298093,,2,7,5,74,14,74,34,,
865,BFMC #865,431,213.52671971710927,,2,6,2,29,121,,51,,
4489,BFMC #4489,432,213.48931795185518,,2,7,9,37,18,,138,,
3672,BFMC #3672,433,213.45996942790111,,2,11,5,88,20,25,60,,
4621,BFMC #4621,434,213.34302031235308,25,2,14,5,96,19,,50,,
3223,BFMC #3223,435,213.30304567481144,,2,14,5,21,18,18,132,,
1627,BFMC #1627,436,213.24438186092874,,2,11,5,67,17,15,93,,
4007,BFMC #4007,437,213.21858155402458,,13,7,5,48,14,25,80,,17
1050,BFMC #1050,438,213.20618749323322,25,2,11,5,88,27,,53,,
2179,BFMC #2179,439,213.1671170965759,,2,7,5,48,20,25,103,,
2708,BFMC #2708,440,213.13483438530727,17,2,7,5,103,20,,56,,
3385,BFMC #3385,441,213.0515701457543,20,2,11,2,103,20,,51,,
2959,BFMC #2959,442,213.04514593693656,,2,7,2,88,19,,93,,
1214,BFMC #1214,443,212.81936708555764,,2,7,2,31,20,54,93,,
4267,BFMC #4267,444,212.8100835813255,,2,6,9,29,44,16,103,,
72,BFMC #72,445,212.52415022154364,,2,15,8,88,33,18,45,,
2213,BFMC #2213,446,212.49852862783789,17,13,6,5,85,20,25,38,,
4747,BFMC #4747,447,212.4842803658044,,2,15,8,34,20,18,111,,
4701,BFMC #4701,448,212.30173466924896,20,13,11,9,96,19,16,25,,
4723,BFMC #4723,449,212.25367942897145,,2,11,2,67,19,50,58,,
2281,BFMC #2281,450,212.2230052541925,,2,11,8,116,31,16,25,,
3372,BFMC #3372,451,212.16755839936053,,13,6,5,51,20,24,45,,44
3232,BFMC #3232,452,212.08388771880607,,2,11,9,35,14,54,82,,
5032,BFMC #5032,453,212.0331035026888,,2,7,9,116,24,,51,,
1996,BFMC #1996,454,212.01543114498838,,2,11,2,103,12,25,53,,
4782,BFMC #4782,455,211.96108760772293,,2,14,2,96,28,,67,,
1733,BFMC #1733,456,211.90727868816944,,2,11,2,40,96,,58,,
2968,BFMC #2968,457,211.88541244396126,,2,14,5,26,44,25,93,,
4896,BFMC #4896,458,211.87098715925327,,2,7,2,88,14,,96,,
4330,BFMC #4330,459,211.8345289092128,,2,11,2,,33,50,111,,
4043,BFMC #4043,460,211.76420892275894,,2,7,5,37,31,,103,,23
2345,BFMC #2345,461,211.73778484218735,,2,6,2,80,19,54,45,,
917,BFMC #917,462,211.73028825636533,,13,11,8,48,18,16,76,,17
3156,BFMC #3156,463,211.61143923261983,,13,14,5,31,20,22,80,,23
541,BFMC #541,464,211.53108901833383,,2,6,5,51,31,32,80,,
3691,BFMC #3691,465,211.52996525688798,,2,7,9,74,18,16,82,,
3804,BFMC #3804,466,211.51905861354953,,2,11,5,90,17,16,67,,
3543,BFMC #3543,467,211.4754955044321,,2,6,8,51,44,74,,,23
2015,BFMC #2015,468,211.39043309731736,,13,11,2,33,12,16,103,,17
1493,BFMC #1493,469,211.21755707537872,39,2,7,5,85,19,,51,,
2905,BFMC #2905,470,210.96560257989637,39,2,11,2,33,121,,,,
4492,BFMC #4492,471,210.86454610851877,20,2,7,5,51,20,,103,,
3322,BFMC #3322,472,210.52323438499354,,2,14,5,51,58,,78,,
4717,BFMC #4717,473,210.39670082939506,,2,7,9,35,18,32,103,,
3926,BFMC #3926,474,210.37050535329828,,2,7,5,50,12,,132,,
1381,BFMC #1381,475,210.25555162136945,,2,15,2,66,20,,103,,
3506,BFMC #3506,476,210.14627257561432,17,13,15,8,40,12,16,85,,
2763,BFMC #2763,477,210.1080693341283,17,13,7,8,26,18,15,103,,
2197,BFMC #2197,478,210.0710410899316,,2,15,5,29,12,50,93,,
436,BFMC #436,479,210.03485884950058,,2,7,2,82,18,,96,,
4568,BFMC #4568,480,210.0132672072263,,2,7,2,69,20,50,58,,
4029,BFMC #4029,481,209.94966766647633,,2,14,2,44,50,18,76,,
4415,BFMC #4415,482,209.89975688207795,,2,6,9,96,20,16,56,,
1739,BFMC #1739,483,209.64977875510345,17,2,6,5,31,19,,126,,
2599,BFMC #2599,484,209.63230414903475,,2,15,2,51,33,,103,,
3424,BFMC #3424,485,209.55776059909329,20,13,11,2,31,50,32,46,,
3861,BFMC #3861,486,209.35962692693363,,2,7,8,49,58,16,67,,
3349,BFMC #3349,487,209.27134365873385,,2,14,5,46,44,50,46,,
2927,BFMC #2927,488,209.21804770536755,,2,11,5,85,18,18,67,,
2413,BFMC #2413,489,209.12831832318744,,2,6,8,29,20,15,126,,
3760,BFMC #3760,490,209.03718020082238,,2,14,5,96,31,,34,,23
1210,BFMC #1210,491,208.86038432110198,,2,7,2,31,28,50,85,,
3255,BFMC #3255,492,208.78781489483427,39,2,7,2,45,20,,90,,
245,BFMC #245,493,208.69783834715352,,2,7,5,88,20,,85,,
4550,BFMC #4550,494,208.33673995408702,17,13,7,5,29,27,15,93,,
1804,BFMC #1804,495,208.24480339648923,,2,7,2,31,50,16,96,,
4864,BFMC #4864,496,208.16734786442981,25,2,7,5,45,19,,103,,
4293,BFMC #4293,497,207.97649375057986,,2,7,5,111,19,,44,,17
1034,BFMC #1034,498,207.72934094222032,,2,7,5,69,18,50,53,,
4595,BFMC #4595,499,207.69773665894886,,2,7,2,40,28,15,111,,
1842,BFMC #1842,500,207.38489617310643,17,13,15,8,82,20,24,24,,
879,BFMC #879,501,207.30066720247547,,2,16,9,21,20,25,111,,
2515,BFMC #2515,502,207.14498369217696,,2,15,5,82,24,,76,,
3780,BFMC #3780,503,207.0694334090117,,2,7,9,88,19,54,25,,
1171,BFMC #1171,504,206.68240582640337,,2,11,2,103,28,,58,,
394,BFMC #394,505,206.5974260836126,,2,15,8,96,20,18,44,,
1322,BFMC #1322,506,206.43349574442612,,2,6,2,88,33,16,56,,
3710,BFMC #3710,507,206.23637326105344,,2,7,5,67,20,,103,,
50,BFMC #50,508,206.19113813410408,,2,15,2,103,29,,51,,
1620,BFMC #1620,509,206.18950822708922,,2,15,2,100,14,,52,,17
3252,BFMC #3252,510,206.15445962822736,,2,6,5,88,19,16,67,,
265,BFMC #265,511,206.14330897942068,17,2,15,2,49,14,,103,,
4195,BFMC #4195,512,206.11575196194704,,13,15,8,29,19,50,51,,17
633,BFMC #633,513,206.08193732063694,39,13,7,2,29,28,,67,,17
1097,BFMC #1097,514,206.01866344094984,,2,7,8,116,18,,52,,
1058,BFMC #1058,515,205.96357512670238,,2,11,2,82,28,54,,,23
2310,BFMC #2310,516,205.902182989797,,2,6,2,85,28,,80,,
4827,BFMC #4827,517,205.65035358442265,,2,11,8,31,19,,132,,
3871,BFMC #3871,518,205.59715308954293,,2,7,2,26,121,,46,,
2688,BFMC #2688,519,205.52525004030963,,2,15,9,82,33,15,46,,
1142,BFMC #1142,520,205.4966072607561,25,2,7,8,103,33,,25,,
3061,BFMC #3061,521,205.35452850655324,,2,7,2,74,33,,85,,
4828,BFMC #4828,522,205.2715155094465,,2,11,9,51,20,50,58,,
4916,BFMC #4916,523,205.06677562543143,39,13,7,9,51,12,,52,,17
4394,BFMC #4394,524,205.02470949815878,,2,15,2,85,29,15,53,,
2537,BFMC #2537,525,205.00283831708145,39,13,6,5,31,31,18,56,,
875,BFMC #875,526,204.9693526098054,,2,6,5,69,12,,85,,23
190,BFMC #190,527,204.92997395562293,,2,7,5,107,12,16,52,,
818,BFMC #818,528,204.8335080844758,,2,11,2,88,17,15,67,,
1540,BFMC #1540,529,204.68401520804662,,13,15,8,26,14,50,58,,17
1117,BFMC #1117,530,204.6762947018284,39,13,6,2,40,27,50,24,,
3068,BFMC #3068,531,204.660986206584,,2,7,5,80,14,,76,,17
3590,BFMC #3590,532,204.62361757694856,,2,7,9,88,20,16,60,,
4599,BFMC #4599,533,204.60247916363454,,2,15,2,82,20,,80,,
253,BFMC #253,534,204.5648329695245,,2,11,5,74,19,15,76,,
4908,BFMC #4908,535,204.56225898001713,,2,7,8,67,19,74,24,,
203,BFMC #203,536,204.5220626692712,,2,7,8,103,20,16,46,,
4024,BFMC #4024,537,204.48260195951778,,2,11,2,116,19,,52,,
1218,BFMC #1218,538,204.44813005883472,17,13,16,5,46,44,16,44,,
1461,BFMC #1461,539,204.4059305851418,,2,6,9,96,14,,50,,23
3395,BFMC #3395,540,204.40186124960786,,2,7,2,67,50,50,,,23
1401,BFMC #1401,541,204.34797997430994,,7,7,2,66,121,,,,
3572,BFMC #3572,542,204.24865894877308,,2,7,5,67,31,22,67,,
5068,BFMC #5068,543,204.2400100718749,,2,15,5,88,12,,56,,23
3929,BFMC #3929,544,204.16152126668916,,2,11,5,96,44,,44,,
3138,BFMC #3138,545,204.1063031919569,,13,15,2,31,20,16,80,,23
691,BFMC #691,546,203.57505932420173,,2,7,2,116,29,,45,,
4,BFMC #4,547,203.52584676360613,17,13,7,8,44,17,16,78,,
4243,BFMC #4243,548,203.43459063659094,,2,11,2,100,29,,56,,
4988,BFMC #4988,549,203.34150539271764,,2,7,2,37,27,,126,,
429,BFMC #429,550,203.3283269684762,,2,6,5,51,18,22,96,,
4924,BFMC #4924,551,203.32073675477406,39,13,15,2,45,14,25,46,,
4920,BFMC #4920,552,203.29952554608678,,2,7,5,44,27,,93,,23
379,BFMC #379,553,203.28473897871604,,2,6,5,116,20,,52,,
771,BFMC #771,554,203.25936530653144,,13,7,2,45,19,15,76,,23
2521,BFMC #2521,555,203.2416520818436,,2,11,9,48,19,,111,,
915,BFMC #915,556,203.22333693439296,,13,7,9,37,33,16,39,,44
4491,BFMC #4491,557,203.10613488642542,,2,7,5,74,12,50,50,,
1618,BFMC #1618,558,202.92510800970962,20,2,7,2,100,17,,52,,
2820,BFMC #2820,559,202.89160150201053,17,13,11,9,37,33,25,53,,
104,BFMC #104,560,202.81411723168162,,2,7,5,48,18,,103,,17
299,BFMC #299,561,202.61510126452816,,2,7,8,96,24,16,46,,
4840,BFMC #4840,562,202.60465948714898,17,13,15,9,21,31,32,60,,
1185,BFMC #1185,563,202.51600069875585,,2,15,8,74,27,74,,,
2006,BFMC #2006,564,202.41261712368956,39,2,7,5,96,18,,31,,
137,BFMC #137,565,202.27771397435043,,2,6,5,49,20,24,93,,
4008,BFMC #4008,566,202.20351825616163,,2,11,2,51,29,,103,,
4037,BFMC #4037,567,202.0192934277409,,2,11,5,46,24,,111,,
764,BFMC #764,568,201.96390330750532,39,13,15,8,44,20,15,45,,
1927,BFMC #1927,569,201.93205248251255,,2,7,5,103,33,50,,,
4093,BFMC #4093,570,201.91660473176898,,13,7,5,29,14,50,56,,23
2433,BFMC #2433,571,201.8017315718865,,2,15,5,31,19,50,76,,
4646,BFMC #4646,572,201.78800575790527,,2,7,5,31,58,,96,,
659,BFMC #659,573,201.77514766776974,,13,7,8,82,12,15,38,,23
866,BFMC #866,574,201.7365718385892,,2,7,5,85,33,15,52,,
2488,BFMC #2488,575,201.60055295748478,,2,14,2,116,33,32,,,
2981,BFMC #2981,576,201.5483044535608,,2,6,5,85,58,18,24,,
2266,BFMC #2266,577,201.51617957923324,,2,14,2,45,17,25,93,,
1030,BFMC #1030,578,201.50479173489722,,2,7,9,45,69,,67,,
4755,BFMC #4755,579,201.4385049722437,17,2,7,2,50,121,,,,
3254,BFMC #3254,580,201.38732189583024,,2,15,8,33,12,24,103,,
4596,BFMC #4596,581,201.31660707433718,17,13,7,2,46,28,50,34,,
3868,BFMC #3868,582,201.23318969613433,,2,15,5,82,20,50,24,,
4950,BFMC #4950,583,201.0748977357885,,2,11,2,103,20,,60,,
3124,BFMC #3124,584,200.73001950371463,20,2,11,8,88,14,54,,,
4902,BFMC #4902,585,200.70390077782577,25,2,7,5,80,27,,52,,
4633,BFMC #4633,586,200.70317821332048,,2,7,5,96,17,32,38,,
4331,BFMC #4331,587,200.70174077387856,,2,7,2,29,29,,111,,17
1631,BFMC #1631,588,200.6832759961181,,2,15,5,82,33,16,44,,
2617,BFMC #2617,589,200.6359649851288,,2,7,2,48,19,,96,,23
3183,BFMC #3183,590,200.61187018915825,,2,11,8,88,20,16,52,,
4502,BFMC #4502,591,200.4286370527342,,2,7,2,35,121,,31,,
726,BFMC #726,592,200.3333113876612,,2,11,2,31,50,54,46,,
3137,BFMC #3137,593,200.31030900799598,,2,11,8,50,19,16,90,,
4231,BFMC #4231,594,200.2420961412243,,2,7,5,29,58,18,78,,
3209,BFMC #3209,595,200.23097809625924,,2,7,2,85,19,,82,,
68,BFMC #68,596,200.22334772691556,,2,6,8,111,19,,51,,
1063,BFMC #1063,597,200.13821774548487,,2,16,2,46,28,,103,,
2321,BFMC #2321,598,200.0234028700864,,13,7,5,46,31,18,52,,23
2324,BFMC #2324,599,199.9650254143722,,2,6,2,74,12,24,76,,
939,BFMC #939,600,199.89694398193976,25,2,7,5,107,12,,39,,
3997,BFMC #3997,601,199.86249443230363,,2,7,2,74,19,,93,,
4722,BFMC #4722,602,199.83879564545015,,13,7,5,34,18,50,52,,17
2584,BFMC #2584,603,199.7595940649739,,2,6,2,26,19,50,90,,
3361,BFMC #3361,604,199.43151756334603,20,2,14,2,51,27,,80,,
407,BFMC #407,605,199.37071610247693,17,2,16,2,44,19,,96,,
580,BFMC #580,606,199.36679987731395,,2,15,5,82,19,16,56,,
2925,BFMC #2925,607,199.34282775349814,,2,16,2,51,18,50,56,,
4312,BFMC #4312,608,199.29860551127254,,2,6,5,80,18,,85,,
4064,BFMC #4064,609,199.2739940133672,,2,15,5,111,20,,44,,
5062,BFMC #5062,610,198.91352450994842,,2,6,8,90,18,25,46,,
1266,BFMC #1266,611,198.90506760107448,,2,11,2,96,20,18,46,,
4457,BFMC #4457,612,198.83984642553986,,2,16,2,74,17,32,52,,
3771,BFMC #3771,613,198.82649543336382,,2,7,5,33,14,74,60,,
2875,BFMC #2875,614,198.80347561855453,,2,15,2,29,96,,51,,
1464,BFMC #1464,615,198.74153786201722,,2,15,2,27,29,74,46,,
1868,BFMC #1868,616,198.66086333768234,,13,6,8,88,14,18,24,,23
2815,BFMC #2815,617,198.52481495520453,,2,6,2,44,96,,46,,
3407,BFMC #3407,618,198.4611047300958,,2,15,5,116,19,,39,,
984,BFMC #984,619,198.43795490158482,,2,7,2,69,14,25,76,,
952,BFMC #952,620,198.42946783582292,,2,16,2,21,50,50,53,,
130,BFMC #130,621,198.4171899972332,,2,7,5,45,19,50,67,,
229,BFMC #229,622,198.34402232124583,,2,15,9,67,18,,60,,23
111,BFMC #111,623,198.21016344122245,,13,11,5,67,17,24,34,,23
4289,BFMC #4289,624,198.14414444573617,,2,7,5,51,12,15,103,,
855,BFMC #855,625,198.1215036421927,,2,7,5,45,18,15,103,,
4754,BFMC #4754,626,198.11670813822053,,2,14,2,88,17,15,58,,
4795,BFMC #4795,627,197.93774383510288,,2,6,5,51,12,25,93,,
1532,BFMC #1532,628,197.93444716430923,,2,6,2,96,28,15,46,,
4787,BFMC #4787,629,197.8789526139576,39,2,15,5,37,44,,52,,
3086,BFMC #3086,630,197.78950785699183,,2,11,8,88,19,,67,,
4819,BFMC #4819,631,197.7177923421201,,2,15,9,96,12,15,45,,
2036,BFMC #2036,632,197.60662883461322,39,2,16,8,35,20,74,,,
4343,BFMC #4343,633,197.5352369666591,,7,14,2,51,121,,,,
667,BFMC #667,634,197.50486087915348,,2,6,2,88,12,,85,,
4290,BFMC #4290,635,197.45202783902425,,2,6,5,74,18,50,38,,
4602,BFMC #4602,636,197.06722377224298,,2,7,5,26,20,54,80,,
587,BFMC #587,637,197.00394556200865,,2,15,5,27,24,24,96,,
3827,BFMC #3827,638,196.8801651924569,17,13,7,2,31,50,16,56,,
2183,BFMC #2183,639,196.65724133710134,,2,7,5,103,20,,58,,
2900,BFMC #2900,640,196.64874556729492,,2,6,5,103,44,,34,,
2698,BFMC #2698,641,196.61881888035063,,2,15,8,29,18,54,67,,
4598,BFMC #4598,642,196.55194150058767,,2,11,5,80,18,,78,,
4836,BFMC #4836,643,196.52791772171335,39,2,14,2,85,19,32,,,
2125,BFMC #2125,644,196.3356430705777,,2,7,8,88,20,,46,,23
2852,BFMC #2852,645,196.27627082861386,,2,7,5,111,20,15,34,,
1907,BFMC #1907,646,195.97762303767755,,2,7,2,88,17,,78,,
2522,BFMC #2522,647,195.82575942620653,17,2,14,5,46,12,,96,,
460,BFMC #460,648,195.79999347905647,,2,6,9,88,31,22,34,,
5095,BFMC #5095,649,195.7215822422374,,2,7,8,21,18,,138,,
1444,BFMC #1444,650,195.6909606674268,,2,15,9,74,19,16,56,,
4329,BFMC #4329,651,195.6609099707553,20,13,7,5,31,20,18,78,,
2772,BFMC #2772,652,195.60452423430303,20,13,7,9,74,18,16,34,,
212,BFMC #212,653,195.53148679712774,20,2,7,2,82,12,,67,,
3029,BFMC #3029,654,195.36806566308024,,2,6,9,34,20,24,96,,
3803,BFMC #3803,655,195.36077300433433,,2,11,2,111,20,22,24,,
1856,BFMC #1856,656,195.35863533817823,,2,6,2,88,28,,67,,
1541,BFMC #1541,657,195.29595770063753,20,13,15,9,31,19,,67,,17
4159,BFMC #4159,658,195.2447146387874,,2,14,5,103,12,24,31,,
3090,BFMC #3090,659,195.15885103971988,,2,11,5,51,27,,96,,
2131,BFMC #2131,660,195.0851878996907,,2,7,2,85,19,24,52,,
4770,BFMC #4770,661,195.08199208994657,,2,7,2,103,28,50,,,
3141,BFMC #3141,662,195.07602619016834,20,2,7,2,80,28,,53,,
5059,BFMC #5059,663,195.06199608214132,,2,7,5,116,18,,46,,
1028,BFMC #1028,664,194.95207016577615,,2,7,2,45,121,16,,,
2115,BFMC #2115,665,194.82462156483436,,2,7,2,49,28,22,82,,
4198,BFMC #4198,666,194.72616533458722,39,13,16,5,45,31,24,,,17
1819,BFMC #1819,667,194.66336595365195,,2,7,2,44,96,16,24,,
623,BFMC #623,668,194.59459200461166,,2,11,5,67,18,22,67,,
2295,BFMC #2295,669,194.54165843240327,,2,15,8,67,24,50,25,,
2566,BFMC #2566,670,194.3847300529884,,2,16,5,103,20,,46,,
1139,BFMC #1139,671,194.34519156195532,,13,7,2,40,20,25,67,,17
4581,BFMC #4581,672,194.21635924334998,,2,14,5,103,17,50,,,
179,BFMC #179,673,194.09193047843507,,2,7,8,67,33,22,52,,
2315,BFMC #2315,674,194.0012990971691,,2,16,5,103,18,22,25,,
2635,BFMC #2635,675,193.94837385244762,,2,6,2,34,50,,96,,
4497,BFMC #4497,676,193.87323751572123,,2,11,2,49,19,25,82,,
3755,BFMC #3755,677,193.84307537976252,,2,6,8,50,27,15,82,,
4450,BFMC #4450,678,193.82159938542617,,2,14,2,26,96,50,,,
737,BFMC #737,679,193.8190287886295,,2,15,2,29,14,24,103,,
3626,BFMC #3626,680,193.7975692171055,,2,11,2,37,96,24,,,17
4834,BFMC #4834,681,193.7485855090763,,2,16,2,96,50,,24,,
4777,BFMC #4777,682,193.63763156565264,,2,7,5,82,19,22,53,,
17,BFMC #17,683,193.62478921599677,,2,15,5,103,31,16,,,17
425,BFMC #425,684,193.4326245590238,,2,7,2,31,29,25,93,,
3181,BFMC #3181,685,193.3039296220664,17,13,7,5,80,18,25,25,,
1642,BFMC #1642,686,193.2968614716304,20,2,7,8,26,24,,103,,
2984,BFMC #2984,687,193.25841123332316,,13,15,5,34,44,22,34,,23
2012,BFMC #2012,688,193.10776719882728,,2,6,2,90,50,,39,,
1198,BFMC #1198,689,193.09353053391266,25,13,11,8,49,14,,52,,17
4756,BFMC #4756,690,192.95717550095293,,2,15,2,85,17,25,44,,
3646,BFMC #3646,691,192.9134762899602,,2,7,2,27,14,,138,,
3332,BFMC #3332,692,192.88974184254343,,2,7,5,69,18,,90,,
3643,BFMC #3643,693,192.7971633652757,39,2,7,9,88,20,24,,,
2499,BFMC #2499,694,192.7853394019905,,2,7,2,44,20,25,90,,
3658,BFMC #3658,695,192.74663003000452,,2,6,9,103,19,50,,,
823,BFMC #823,696,192.7237097448851,17,2,6,5,90,19,50,,,
2864,BFMC #2864,697,192.7015708495623,,2,7,9,74,33,15,50,,
5056,BFMC #5056,698,192.533970447159,25,2,11,5,116,31,,,,
898,BFMC #898,699,192.50945790128463,,2,7,5,88,19,,52,,17
708,BFMC #708,700,192.48532811662253,,2,15,5,33,18,,93,,23
2627,BFMC #2627,701,192.4089262199175,,2,6,9,96,44,32,,,
1830,BFMC #1830,702,192.3546040270577,,2,7,2,46,20,22,90,,
4224,BFMC #4224,703,192.30382214832096,,2,15,5,100,18,50,,,
2881,BFMC #2881,704,192.23758226394693,,2,7,9,51,20,,82,,17
4519,BFMC #4519,705,192.0856085551336,,2,7,5,107,18,25,25,,
2490,BFMC #2490,706,191.9663948190254,,2,7,9,88,20,25,38,,
2781,BFMC #2781,707,191.8513125554091,20,13,15,5,37,20,18,60,,
2482,BFMC #2482,708,191.79233443957924,,2,6,5,29,18,32,96,,
4529,BFMC #4529,709,191.70981503278685,,2,11,5,111,19,16,24,,
4458,BFMC #4458,710,191.60825504659778,,2,7,8,88,18,32,34,,
3212,BFMC #3212,711,191.58368935126842,,2,15,2,96,20,15,38,,
1781,BFMC #1781,712,191.56150440066344,,2,7,2,66,19,,93,,
5020,BFMC #5020,713,191.5109727714994,,2,11,2,88,19,22,45,,
1690,BFMC #1690,714,191.34130966427705,25,2,6,5,74,33,,44,,
3301,BFMC #3301,715,191.26798777730664,,2,15,5,26,14,32,93,,
1529,BFMC #1529,716,191.2323379840644,17,2,7,9,35,14,,103,,
2335,BFMC #2335,717,191.1297044719367,,13,15,8,31,24,18,60,,17
2940,BFMC #2940,718,191.06897850346076,,2,7,5,111,31,32,,,
3496,BFMC #3496,719,191.05748568044802,,2,11,2,88,19,,67,,
822,BFMC #822,720,191.04688535216692,,2,11,9,107,19,15,24,,
928,BFMC #928,721,191.0448932254429,,2,7,5,26,69,,80,,
3016,BFMC #3016,722,190.9394921056806,20,2,6,9,100,18,32,,,
3042,BFMC #3042,723,190.91462154073582,17,2,15,9,107,12,25,,,
1022,BFMC #1022,724,190.91293820450423,,2,6,2,116,24,,38,,
1858,BFMC #1858,725,190.9069856414871,,2,7,5,100,19,32,,,23
3833,BFMC #3833,726,190.87557295826713,,2,11,2,50,19,25,78,,
4764,BFMC #4764,727,190.77645174250182,,2,14,5,26,19,18,103,,
3638,BFMC #3638,728,190.74306582508152,,2,7,5,44,12,25,93,,
2622,BFMC #2622,729,190.700614558583,,2,11,2,103,19,50,,,
184,BFMC #184,730,190.6643075272236,,2,7,2,88,29,,60,,
232,BFMC #232,731,190.62900340364047,,2,11,2,35,20,74,44,,
4201,BFMC #4201,732,190.61973711837206,39,2,11,2,88,29,16,,,
2225,BFMC #2225,733,190.58835043658985,,13,6,2,21,33,50,39,,23
1359,BFMC #1359,734,190.56448094558323,,2,15,5,40,31,16,78,,
4943,BFMC #4943,735,190.54548712948497,25,2,7,2,40,19,,93,,
3835,BFMC #3835,736,190.38483062605874,17,2,7,8,96,19,,38,,
