ID,Name,Rank,Rarity_Score,Attributes,Background,BodyObj,CardBank,Class,ClothPattern,ClothesObj,Ear,Expression,Extra,FaceObj,FaceTex,Foreground,Hair,HandObj,HandObj2,Hat,HeadObj,LeftHand,LeftShoulder,Mouth,Nose,RightHand,RightShoulder,Skin,Smock,Tail,Team,Whiskers
3049,Tez Dozen Team μ #169,488,1981.3217764238516,14,#b3cfff,mu_bodyObj23,regular,regular,mu_ptn23,,,,,mu_faceObj6,,mu_fg25,,scepter,,mu_hat48,,no,cat,,,yes,,pigG_1,,,mu,
454,Tez Dozen Team δ #094,489,1980.5042550954524,17,tex,,sextuple,regular,horizon2,no,,delta_typeB,delta_rare,,,delta_typeC,,net,,,delta_typeC,no,lizard,delta_typeC,,yes,,snow,,,delta,delta_typeD
425,Tez Dozen Team δ #065,490,1979.4275882391173,16,#c7aa8f,,regular,artist_original,cross,yes,,delta_typeB,flowerpot,,,,,lollipop,,,delta_typeB,no,pin,delta_typeB,,yes,,brown,,,delta,delta_typeB
2868,Tez Dozen Team λ #468,491,1977.500289279078,15,#0090c7,lambda_bodyObj2,regular,regular,lambda_ptn25,,,,coral_flower,,,lambda_fg2,,ramen,,lambda_hat24,,no,bush,,,yes,,dogD_1,,lambda_tail1,lambda,
2953,Tez Dozen Team μ #073,492,1977.4587197458454,13,#f8ea81,mu_bodyObj19,regular,regular,,,,,,mu_faceObj10,,mu_fg0,,,,mu_hat24,,no,spider2,,,no,beetle2,pigD_5,,,mu,
3181,Tez Dozen Team μ #301,493,1976.218629323287,15,#bce5c4,mu_bodyObj19,regular,regular,mu_ptn10,,,,,mu_faceObj14,,mu_fg3,,flower5,,mu_hat10,,yes,bug4,,,yes,smoke,pigB_1,,,mu,
371,Tez Dozen Team δ #011,494,1975.927499418512,16,#de9571,,sextuple,regular,ripple,no,,delta_typeC,,,,delta_typeC,,net,,,delta_typeD,no,leaves2,delta_typeB,,yes,,pink,,,delta,delta_typeD
2908,Tez Dozen Team μ #028,495,1974.4826664906034,12,#8ac569,mu_bodyObj4,regular,regular,mu_ptn0,,,,,,,mu_fg27,,,,mu_hat15,,no,bird4,,,no,,pigB_1,,,mu,
3147,Tez Dozen Team μ #267,496,1974.3471910862988,12,#eaa2a6,,regular,regular,mu_ptn22,,,,bird_on_boat,,,mu_fg0,,broom,,mu_hat32,,no,,,,yes,,pigE_6,,,mu,
2945,Tez Dozen Team μ #065,497,1973.4386701848139,13,#e9c0ab,,regular,regular,mu_ptn21,,,,,,,mu_fg25,,sundae,,mu_hat2,,yes,mouse,,,yes,firefly,pigE_4,,,mu,
486,Tez Dozen Team ε #006,498,1973.2693892881182,18,tex,,sextuple,regular,dot2,no,,,epsilon_rare,,,epsilon_typeD,,flash,,,epsilon_typeB,no,flatfish2,epsilon_typeB,epsilon_typeC,yes,,red,,epsilon_rare,epsilon,epsilon_typeB
1731,Tez Dozen Team ι #291,499,1972.205136617621,16,#8dd984,iota_bodyObj0,regular,regular,,,iota_ear0,,,iota_faceObj1,iota_faceTex0,iota_fg12,,banana_fan,,iota_hat9,,no,chafer,,,yes,,monkeyA_green,,iota_tail3,iota,
2527,Tez Dozen Team λ #127,500,1972.1711507187408,13,#dabd6b,lambda_bodyObj6,regular,regular,,,,,,,,lambda_fg2,,baseball,lotus2,lambda_hat12,,yes,,,,yes,,dogF_0,,lambda_tail5,lambda,
2944,Tez Dozen Team μ #064,501,1971.1348672014399,13,#84d2bb,,regular,regular,mu_ptn1,,,,,mu_faceObj5,,mu_fg3,,,,mu_hat1,,no,sun,,,yes,crab,pigC_2,,,mu,
640,Tez Dozen Team ε #160,502,1970.6360505829991,15,tex,,sextuple,regular,,no,,,epsilon_rare,,,,,lotus,,,epsilon_typeA,no,,epsilon_typeB,epsilon_typeB,yes,,purple,,epsilon_rare,epsilon,epsilon_typeC
214,Tez Dozen Team β #094,503,1970.6272657874392,13,#fdde1c,,regular,regular,,lace,,,,,,,,cane,,palm_tree,beta_typeC,yes,,,beta_typeA,yes,,dark_ash,,beta_typeB,beta,
17,Tez Dozen Team α #017,504,1969.6517952436152,12,#4bb6e3,,regular,regular,,no,,,,alpha_typeD,,,,,,,alpha_typeA,yes,,,,yes,,lightgreen,,alpha_typeB,alpha,alpha_typeA
3023,Tez Dozen Team μ #143,505,1968.128403003764,13,#92ffe8,mu_bodyObj1,regular,regular,mu_ptn2,,,,,mu_faceObj6,,mu_fg7,,,,,,no,bird4,,,no,piggy2,pigD_5,,,mu,
228,Tez Dozen Team β #108,506,1967.5005816328044,13,#fdc262,,sextuple,regular,,sun,,,,,,,,fork,,palm_tree,beta_typeC,yes,,,beta_typeD,yes,,soil,,beta_typeD,beta,
2596,Tez Dozen Team λ #196,507,1965.6938479827081,14,#ffa877,lambda_bodyObj2,sextuple,regular,lambda_ptn28,,,,,,,lambda_fg15,,,,lambda_hat2,,no,bird4,,,no,house,dogD_1,,lambda_tail1,lambda,
3333,Tez Dozen Team μ #453,508,1964.0923122635252,14,#e0ba82,mu_bodyObj4,sextuple,regular,mu_ptn8,,,,,mu_faceObj13,,mu_fg31,,,,mu_hat15,,no,bird4,,,no,cross,pigB_2,,,mu,
1367,Tez Dozen Team θ #167,509,1962.446861141288,18,#caad6d,scarfC,regular,regular,vertical2,,theta_typeG,,,theta_typeA,theta_typeA,theta_typeE,,water,,trees,theta_typeD,yes,tree3,theta_typeB,,yes,,darkkhaki,,,theta,
3191,Tez Dozen Team μ #311,510,1960.5707034357538,14,#f7cbb9,mu_bodyObj1,regular,regular,mu_ptn2,,,,,,,mu_fg17,,shovel,,mu_hat30,,yes,player3,,,yes,beetle2,pigD_0,,,mu,
2954,Tez Dozen Team μ #074,511,1959.3883047483534,13,#ffffff,mu_bodyObj16,sextuple,artist_original,,,,,spirit_on_horse,,,mu_fg9,,scepter,,mu_hat5,,no,cat,,,yes,,white,,,mu,
2483,Tez Dozen Team λ #083,512,1956.7901079234198,12,#ffa877,,regular,regular,,,,,monkey_in_lotus,,,lambda_fg25,,tea_cup,,lambda_hat13,,no,cat,,,yes,,dogG_4,,,lambda,
3296,Tez Dozen Team μ #416,513,1956.227898165709,11,#e1daa5,,regular,regular,mu_ptn24,,,,,,,mu_fg0,,book2,,,,no,bug2,,,yes,,pigC_2,,,mu,
3082,Tez Dozen Team μ #202,514,1954.7646891387712,13,#f8ea81,mu_bodyObj22,regular,regular,mu_ptn13,,,,,,,mu_fg5,,,,mu_hat27,,no,pin,,,no,bug,pigD_1,,,mu,
1884,Tez Dozen Team ι #444,515,1953.9317906960835,13,#cec736,iota_bodyObj9,regular,regular,,,iota_ear5,,,iota_faceObj12,,iota_fg4,,milkweed,,,,yes,moth,,,yes,,monkeyG_blue,,,iota,
3149,Tez Dozen Team μ #269,516,1951.6885047717155,14,#e1cb93,mu_bodyObj5,regular,regular,,,,,mountain,mu_faceObj1,,mu_fg8,,,,mu_hat42,,no,chafer,,,yes,flatfish3,pigF_0,,,mu,
3093,Tez Dozen Team μ #213,517,1950.9985887699013,14,#9ae4ce,mu_bodyObj19,regular,regular,mu_ptn14,,,,,,,mu_fg34,,orange_branch,,mu_hat13,,yes,arrow,,,yes,crab,pigB_1,,,mu,
2254,Tez Dozen Team κ #334,518,1950.8944414528125,15,#08bcc2,kappa_bodyObj0,regular,regular,,,,,caterpillar3,,,kappa_fg17,,carrot,,kappa_hat1,,no,ant,kappa_mouth8,,yes,,chickenC_2,,kappa_tail2,kappa,
2647,Tez Dozen Team λ #247,519,1950.8553175275365,14,#ffa19d,lambda_bodyObj6,regular,regular,lambda_ptn20,,,,,lambda_faceObj9,,lambda_fg26,,pencil,,lambda_hat6,,no,,,,yes,,dogF_3,,lambda_tail5,lambda,
1686,Tez Dozen Team ι #246,520,1950.4064047468792,16,#ede2b0,iota_bodyObj19,regular,regular,,,iota_ear11,,,iota_faceObj4,iota_faceTex1,iota_fg9,,,,iota_hat0,,no,cat,,,no,grass2,monkeyA_green,,iota_tail2,iota,
2880,Tez Dozen Team λ #480,521,1950.0384897211457,13,special_ed,lambda_bodyObj3,sextuple,regular,,,,,,,,lambda_fg11,,sword,,lambda_hat5,,no,bird,,,yes,,dogH_2,,lambda_tail0,lambda,
1813,Tez Dozen Team ι #373,522,1949.5697603652675,15,tex,iota_bodyObj32,regular,regular,,,iota_ear4,,iota_rare,,,iota_fg17,,flash,,iota_hat12,,no,flatfish2,,,yes,,monkeyG_gray,,iota_rare,iota,
2881,Tez Dozen Team μ #001,523,1947.9945699951736,15,#ffa791,mu_bodyObj4,sextuple,regular,mu_ptn2,,,,,mu_faceObj14,,mu_fg32,,bull_skull,,mu_hat14,,yes,moth,,,yes,butterfly3,pigB_3,,,mu,
2075,Tez Dozen Team κ #155,524,1946.9377360130936,14,#dec357,kappa_bodyObj3,sextuple,regular,kappa_ptn6,,,,,,,kappa_fg7,,dandelion,,kappa_hat0,,yes,flower2,kappa_mouth0,,yes,,chickenH_2,,,kappa,
2478,Tez Dozen Team λ #078,525,1945.800453571766,14,#ffa877,,regular,regular,lambda_ptn14,,,,,lambda_faceObj6,,lambda_fg14,,,,lambda_hat2,,yes,bird,,,yes,beetle2,dogD_1,,lambda_tail1,lambda,
2829,Tez Dozen Team λ #429,526,1945.2886344495441,14,#ffbd00,,regular,regular,lambda_ptn26,,,,,lambda_faceObj10,,lambda_fg7,,pencil,,lambda_hat18,,no,rabbit,,,yes,,dogF_2,,lambda_tail5,lambda,
3325,Tez Dozen Team μ #445,527,1942.883800674409,13,#fabfab,mu_bodyObj16,regular,regular,,,,,,mu_faceObj12,,mu_fg9,,snake3,,mu_hat23,,yes,,,,yes,crab,pigH_1,,,mu,
1913,Tez Dozen Team ι #473,528,1940.5684683956365,16,#7fdaa2,iota_bodyObj19,regular,regular,,,iota_ear4,,,iota_faceObj0,iota_faceTex0,iota_fg0,,,,iota_hat15,,no,coral,,,no,crab,monkeyA_green,,iota_tail1,iota,
187,Tez Dozen Team β #067,529,1939.1824131961364,10,#aacf1f,,regular,regular,,,,,,,,,,,,ship,beta_typeC,no,,,beta_typeB,no,,peach,,,beta,
3223,Tez Dozen Team μ #343,530,1938.1235558137728,15,special_ed,mu_bodyObj22,regular,regular,mu_ptn6,,,,toybox,mu_faceObj14,,mu_fg3,,anchor,,mu_hat17,,no,player4,,,yes,,pigB_2,,,mu,
2025,Tez Dozen Team κ #105,531,1937.051149349811,14,#d1d380,kappa_bodyObj2,regular,artist_original,,,,,caterpillar2,,,,,flower6,,kappa_hat2,,no,bird3,kappa_mouth1,,yes,,chickenB_1,,kappa_tail0,kappa,
3062,Tez Dozen Team μ #182,532,1936.6739273840155,11,#f2c0a3,,regular,regular,mu_ptn25,,,,,,,mu_fg2,,,,mu_hat1,,no,flatfish,,,no,,pigC_3,,,mu,
3278,Tez Dozen Team μ #398,533,1935.7932274780521,12,#e9c0ab,mu_bodyObj8,regular,regular,mu_ptn4,,,,,,,mu_fg32,,,,,,no,dog2,,,no,snake4,pigA_2,,,mu,
3146,Tez Dozen Team μ #266,534,1935.6544818880234,13,#9ae4ce,,regular,regular,mu_ptn1,,,,dog,,,mu_fg4,,,,mu_hat20,,no,mouse,,,yes,flatfish3,pigC_4,,,mu,
1236,Tez Dozen Team θ #036,535,1935.4217081339227,18,tex,scarfD,sextuple,regular,geometric_shape,,theta_typeB,,theta_rare,theta_typeE,theta_typeB,eta_typeD,,fork,,palm_tree,theta_typeB,no,,theta_typeA,,yes,,olive,,,theta,
2793,Tez Dozen Team λ #393,536,1934.6316836980404,13,#76e2b1,,regular,regular,lambda_ptn31,,,,,,,lambda_fg28,,flower5,,lambda_hat17,,no,dragonfly,,,yes,,dogG_1,,lambda_rare,lambda,
186,Tez Dozen Team β #066,537,1933.2458935414456,14,tex,,regular,regular,,lace,,,,beta_typeA,,rice,,,,bamboo_hat,beta_typeD,no,,,beta_typeD,yes,,soil,,beta_rare,beta,
3107,Tez Dozen Team μ #227,538,1931.7380806573583,14,#ffbca7,mu_bodyObj19,sextuple,regular,mu_ptn13,,,,,mu_faceObj12,,mu_fg0,,flower8,,,,yes,bug4,,,yes,snake4,pigA_1,,,mu,
2694,Tez Dozen Team λ #294,539,1930.0542583451265,15,#ff6a03,lambda_bodyObj6,regular,regular,lambda_ptn6,,,,,lambda_faceObj10,,lambda_fg4,,green_branch,,lambda_hat6,,yes,beetle3,,,yes,,dogF_2,,lambda_tail5,lambda,
3317,Tez Dozen Team μ #437,540,1929.6882854854289,13,#b5ccf4,,regular,regular,,,,,hills2,mu_faceObj13,,mu_fg28,,smoke,,mu_hat18,,no,pin,,,yes,,pigC_0,,,mu,
127,Tez Dozen Team β #007,541,1929.33500782287,13,#fde14f,,regular,regular,,sun,,,,,,,,icecream,,,beta_typeC,no,,,beta_typeA,yes,,dark_ash,grid_blouse,beta_typeB,beta,
1583,Tez Dozen Team ι #143,542,1928.4087894447032,16,#97e2ae,iota_bodyObj17,regular,regular,,,iota_ear9,,,iota_faceObj2,iota_faceTex1,iota_fg3,,fork,,iota_hat16,,no,little_hamburger,,,yes,,monkeyA_brown,,iota_tail2,iota,
3347,Tez Dozen Team μ #467,543,1927.9208367744845,13,#85f4ff,mu_bodyObj25,sextuple,regular,mu_ptn23,,,,,,,mu_fg35,,,,mu_hat2,,no,cat3,,,no,smoke,pigF_4,,,mu,
3164,Tez Dozen Team μ #284,544,1927.6145977858753,14,#9fdfe0,mu_bodyObj5,regular,regular,mu_ptn20,,,,,mu_faceObj14,,mu_fg27,,,,mu_hat49,,no,bug2,,,no,lizard2,pigG_0,,,mu,
3342,Tez Dozen Team μ #462,545,1926.3851847000328,13,#9fdfe0,mu_bodyObj6,regular,regular,,,,,boar,,,mu_fg17,,snake3,,mu_hat32,,no,arrow,,,yes,,pigE_4,,,mu,
3314,Tez Dozen Team μ #434,546,1923.4748974002127,14,#b8caff,mu_bodyObj3,sextuple,regular,mu_ptn2,,,,,mu_faceObj6,,mu_fg34,,,,mu_hat30,,no,coral,,,no,butterfly3,pigD_2,,,mu,
3321,Tez Dozen Team μ #441,547,1922.4952080100566,13,#e0ba82,mu_bodyObj6,regular,regular,mu_ptn9,,,,,mu_faceObj6,,mu_fg26,,icecream2,,,,no,spider2,,,yes,,pigA_3,,,mu,
3304,Tez Dozen Team μ #424,548,1921.814994106313,13,#eaa2a6,mu_bodyObj9,regular,regular,,,,,spirit_on_horse,mu_faceObj1,,mu_fg28,,shovel,,mu_hat3,,no,,,,yes,,pigF_3,,,mu,
3034,Tez Dozen Team μ #154,549,1921.1997800119102,12,#f2c0a3,mu_bodyObj25,regular,regular,mu_ptn10,,,,,,,mu_fg20,,snake3,,mu_hat45,,no,,,,yes,,pigF_4,,,mu,
2887,Tez Dozen Team μ #007,550,1920.6105316512758,13,#8ac569,,regular,regular,mu_ptn5,,,,,,,mu_fg30,,flower5,,mu_hat49,,yes,bug3,,,yes,smoke,pigG_2,,,mu,
2931,Tez Dozen Team μ #051,551,1920.347191086299,12,#84d2bb,,regular,regular,mu_ptn22,,,,,,,mu_fg16,,peacock,,mu_hat21,,no,flatfish,,,yes,,pigC_3,,,mu,
3280,Tez Dozen Team μ #400,552,1920.2630586474663,12,#a8e6a0,mu_bodyObj7,regular,regular,mu_ptn10,,,,,,,mu_fg38,,,,,,no,arrow,,,no,piggy,pigE_5,,,mu,
82,Tez Dozen Team α #082,553,1920.1704067146752,16,#94d55c,,regular,regular,slash,yes,,,,alpha_typeC,,,,,,tree2,alpha_typeC,no,mouse,,,no,tree,lightgreen,,alpha_typeA,alpha,alpha_typeD
3092,Tez Dozen Team μ #212,554,1919.8219468016132,12,#f0e952,,regular,regular,mu_ptn3,,,,,,,mu_fg29,,,,mu_hat43,,no,cat,,,no,butterfly3,pigF_3,,,mu,
2465,Tez Dozen Team λ #065,555,1919.291696109441,12,#ddd8ab,lambda_bodyObj6,sextuple,regular,,,,,dragonfly_and_flower,,,lambda_fg28,,donut,,,,no,sun,,,yes,,dogF_3,,,lambda,
3136,Tez Dozen Team μ #256,556,1917.3010524176575,14,#f7cbb9,mu_bodyObj0,regular,regular,mu_ptn21,,,,,mu_faceObj14,,mu_fg21,,book2,,mu_hat11,,no,butterfly4,,,yes,,pigB_1,,,mu,
3255,Tez Dozen Team μ #375,557,1913.1234418377235,11,#e6d4ac,mu_bodyObj19,regular,regular,mu_ptn7,,,,,,,mu_fg27,,,,,,no,,,,yes,piggy2,pigA_1,,,mu,
1868,Tez Dozen Team ι #428,558,1912.938177920796,15,#b69c7b,iota_bodyObj19,regular,regular,,,iota_ear9,,,iota_faceObj8,,iota_fg12,,,,iota_hat8,,no,little_monkey,,,no,bug,monkeyB_pink_brown,,iota_tail0,iota,
1612,Tez Dozen Team ι #172,559,1912.9304242119726,15,#8dd984,iota_bodyObj30,regular,regular,,,iota_ear8,,monkey_in_lotus,iota_faceObj9,,iota_fg4,,christmastree,,iota_hat12,,no,moth,,,yes,,monkeyG_sandybrown,,,iota,
1472,Tez Dozen Team ι #032,560,1912.890466303198,16,#cfb58f,iota_bodyObj31,regular,regular,,,iota_ear5,,toybox,iota_faceObj12,,iota_fg2,,peacock,,iota_hat7,,no,player3,,,yes,,monkeyG_sandybrown,,iota_tail0,iota,
3346,Tez Dozen Team μ #466,561,1912.1835609436569,12,#bedaff,mu_bodyObj22,sextuple,regular,mu_ptn6,,,,,,,mu_fg8,,carrot,,mu_hat48,,no,,,,yes,,pigG_2,,,mu,
22,Tez Dozen Team α #022,562,1911.8120345106165,15,#94d55c,,regular,regular,horizon,no,,,,alpha_typeC,,,,,,ship,alpha_typeD,no,,,,no,tree,lightgreen,,alpha_typeC,alpha,alpha_typeD
3100,Tez Dozen Team μ #220,563,1911.79743245196,12,#d0d0f7,mu_bodyObj20,regular,regular,mu_ptn8,,,,spirit_on_horse,,,mu_fg26,,smoke,,,,no,,,,yes,,pigA_3,,,mu,
2989,Tez Dozen Team μ #109,564,1909.9345452406237,14,#fabfab,mu_bodyObj8,regular,regular,mu_ptn23,,,,tea,,,mu_fg8,,pu_fan,,mu_hat3,,no,arrow,,,yes,,pigF_0,,,mu,
2745,Tez Dozen Team λ #345,565,1909.373236974531,15,#76e2b1,lambda_bodyObj1,regular,regular,lambda_ptn24,,,,,lambda_faceObj8,,lambda_fg24,,,,lambda_hat8,,no,bug3,,,no,beetle2,dogD_3,,lambda_tail3,lambda,
634,Tez Dozen Team ε #154,566,1908.620843751554,18,#cdc694,,regular,regular,horizon4,no,,,frog,,,epsilon_typeB,,torch,,,epsilon_typeA,no,whale,epsilon_typeC,epsilon_typeA,yes,,red,,epsilon_typeH,epsilon,epsilon_typeB
2531,Tez Dozen Team λ #131,567,1908.5657229225762,16,#0090c7,lambda_bodyObj6,regular,regular,lambda_ptn14,,,,cactus,lambda_faceObj7,,lambda_fg6,,,,lambda_hat24,,no,arrow,,,yes,branch,dogH_3,,lambda_tail3,lambda,
3097,Tez Dozen Team μ #217,568,1907.738189104607,14,#a8e6a0,mu_bodyObj2,regular,regular,mu_ptn21,,,,,,,mu_fg34,,banana_fan,,mu_hat15,,yes,pin,,,yes,firefly,pigB_2,,,mu,
2646,Tez Dozen Team λ #246,569,1905.7010604507957,12,#ddd8ab,lambda_bodyObj1,regular,regular,lambda_ptn22,,,,,,,lambda_fg19,,,,,,no,dragonfly,,,no,,dogD_5,,lambda_tail5,lambda,
1743,Tez Dozen Team ι #303,570,1905.2842403096276,16,#b4b1ff,iota_bodyObj17,regular,regular,,,iota_ear1,,sun_cloud,iota_faceObj4,iota_faceTex2,iota_fg17,,,,iota_hat3,,no,,,,yes,pinetree2,monkeyB_white_brown,,iota_tail0,iota,
2938,Tez Dozen Team μ #058,571,1904.3133898282383,13,#f0d458,mu_bodyObj6,regular,regular,,,,,dining_pig,mu_faceObj12,,mu_fg2,,fish_and_spear,,,,no,bug4,,,yes,,pigA_0,,,mu,
104,Tez Dozen Team α #104,572,1903.2382756556945,15,tex,,regular,regular,,no,,,,alpha_typeB,,mouse,,flower,,,alpha_typeB,no,mouse,,,yes,,orange,,alpha_rare,alpha,alpha_typeD
3324,Tez Dozen Team μ #444,573,1902.113200971534,13,#f0d458,mu_bodyObj23,regular,regular,mu_ptn6,,,,,mu_faceObj10,,mu_fg36,,,,,,no,moth,,,no,firefly,pigD_1,,,mu,
2721,Tez Dozen Team λ #321,574,1899.3436219671912,11,#ffff35,,regular,artist_original,,,,,dragonfly_and_flower,,,,,icecream2,,lambda_hat1,,no,,,,yes,snake4,dogB_0,,,lambda,
2885,Tez Dozen Team μ #005,575,1895.7991950514827,13,special_ed,mu_bodyObj9,sextuple,regular,mu_ptn3,,,,,mu_faceObj11,,mu_fg5,,donut,,,,no,bug3,,,yes,,pigA_2,,,mu,
1222,Tez Dozen Team θ #022,576,1895.7670407790163,18,#f4843b,scarfB,regular,regular,,,theta_typeA,,giftC,theta_typeC,theta_typeD,gamma_typeA,,cake,,duck,theta_typeE,no,snake2,theta_typeA,,yes,,yellow,,,theta,
2521,Tez Dozen Team λ #121,577,1895.539928350694,15,#6fe9ec,lambda_bodyObj0,regular,regular,lambda_ptn22,,,,,lambda_faceObj8,,lambda_fg19,,,,lambda_hat3,,no,dragonfly,,,yes,flatfish3,dogD_0,,lambda_tail0,lambda,
3254,Tez Dozen Team μ #374,578,1895.2005114766255,14,#acd6ff,mu_bodyObj9,regular,regular,mu_ptn16,,,,,mu_faceObj7,,mu_fg32,,branches,,,,yes,calligraphy,,,yes,firefly,pigA_0,,,mu,
2547,Tez Dozen Team λ #147,579,1894.0337189012116,16,#8ed2d5,lambda_bodyObj1,regular,regular,lambda_ptn19,,,,cactus,lambda_faceObj6,,lambda_fg18,,carrot,,lambda_hat21,,no,bird4,,,yes,,dogD_2,,lambda_tail2,lambda,
3336,Tez Dozen Team μ #456,580,1893.8207106960717,13,#c5d599,mu_bodyObj22,regular,regular,mu_ptn2,,,,,,,mu_fg34,,,,mu_hat17,,no,bird4,,,no,beetle2,pigB_0,,,mu,
3300,Tez Dozen Team μ #420,581,1893.7179558504515,13,#b9d6c7,,regular,artist_original,mu_ptn1,,,,dining_pig,mu_faceObj13,,mu_fg4,,icecream3,,mu_hat0,,no,,,,yes,,pigC_0,,,mu,
531,Tez Dozen Team ε #051,582,1893.256613032293,17,tex,,regular,regular,horizon4,no,,,epsilon_rare,,,epsilon_typeB,,,,,epsilon_typeC,no,dragon,epsilon_typeB,epsilon_typeB,yes,,yellow,,epsilon_rare,epsilon,epsilon_typeC
1490,Tez Dozen Team ι #050,583,1892.1555942374737,16,#34bebd,iota_bodyObj6,regular,regular,,,iota_ear12,,,iota_faceObj0,iota_faceTex1,iota_fg3,,,,iota_hat1,,no,cat,,,no,branch,monkeyB_pink_yellow,,iota_tail4,iota,
709,Tez Dozen Team ε #229,584,1892.0324135655758,16,tex,,sextuple,regular,,no,,,epsilon_rare,,,epsilon_typeD,,lotus,,,epsilon_typeA,no,,epsilon_typeD,epsilon_typeB,yes,,yellow,,epsilon_rare,epsilon,epsilon_typeA
2979,Tez Dozen Team μ #099,585,1891.0384831265155,13,#f2c0a3,mu_bodyObj20,sextuple,regular,mu_ptn6,,,,,,,mu_fg23,,,,mu_hat12,,no,calligraphy,,,no,firefly,pigB_1,,,mu,
2873,Tez Dozen Team λ #473,586,1887.7101536360838,14,#407863,lambda_bodyObj2,sextuple,regular,lambda_ptn3,,,,,,,lambda_fg16,,balls,,lambda_hat8,,no,rabbit,,,yes,,dogD_4,,lambda_tail4,lambda,
3277,Tez Dozen Team μ #397,587,1887.4915149959734,15,tex,mu_bodyObj23,regular,regular,mu_ptn8,,,,mu_rare,mu_faceObj14,,mu_fg28,,green_leaves,,mu_hat13,,no,player4,,,yes,,pigB_0,,,mu,
2739,Tez Dozen Team λ #339,588,1885.7168440907549,13,special_ed,,regular,regular,lambda_ptn20,,,,,lambda_faceObj11,,lambda_fg15,,,,lambda_hat12,,no,bug3,,,no,smilebird,dogC_0,,,lambda,
3022,Tez Dozen Team μ #142,589,1883.1392239682136,12,#ff6100,,regular,regular,mu_ptn16,,,,,,,mu_fg24,,,,mu_hat42,,no,bird4,,,no,beetle2,pigF_2,,,mu,
2403,Tez Dozen Team λ #003,590,1882.7012467526506,14,#b5d4cb,lambda_bodyObj1,regular,regular,lambda_ptn23,,,,,,,lambda_fg4,,pu_fan,,lambda_hat4,,yes,butterfly,,,yes,,dogD_1,,lambda_tail1,lambda,
2737,Tez Dozen Team λ #337,591,1882.4829141844089,14,#d6c8b5,lambda_bodyObj7,regular,regular,lambda_ptn28,,,,,,,lambda_fg0,,,,lambda_hat17,,no,beetle3,,,no,butterfly3,dogH_2,,lambda_tail5,lambda,
3083,Tez Dozen Team μ #203,592,1881.6365953583404,13,#8ac569,mu_bodyObj5,regular,regular,mu_ptn22,,,,,,,mu_fg7,,bull_skull_eel,,mu_hat42,,no,chafer,,,yes,,pigF_3,,,mu,
2662,Tez Dozen Team λ #262,593,1880.707806329012,15,tex,lambda_bodyObj2,sextuple,regular,,,,,sl_rare,lambda_faceObj6,,lambda_fg10,,scissors,ham,lambda_hat12,,yes,,,,yes,,dogD_3,,lambda_tail3,lambda,
92,Tez Dozen Team α #092,594,1876.5603339086697,13,#ffcb82,,regular,regular,,no,,,,alpha_typeB,,,,,,,alpha_typeB,yes,,,,yes,dragonfly,orange,,alpha_typeB,alpha,alpha_typeC
3003,Tez Dozen Team μ #123,595,1872.2102804621088,14,special_ed,mu_bodyObj5,sextuple,regular,mu_ptn13,,,,,,,mu_fg7,,icecream2,,mu_hat43,,yes,moth,,,yes,bug,pigF_1,,,mu,
2072,Tez Dozen Team κ #152,596,1870.6802489658219,15,#6bd769,,regular,artist_original,,,,,beetle,,,kappa_fg2,,orange_branch,,kappa_hat6,,no,beetle3,kappa_mouth4,,yes,beetle2,chickenD_1,,kappa_tail4,kappa,
2999,Tez Dozen Team μ #119,597,1870.1364046303963,13,#e0ba82,,sextuple,regular,mu_ptn28,,,,,,,mu_fg4,,drum_sticks_and_drum,,mu_hat3,,yes,little_hamburger,,,yes,fish,pigF_1,,,mu,
3161,Tez Dozen Team μ #281,598,1869.1484967503015,13,#b3cfff,mu_bodyObj4,regular,regular,,,,,,mu_faceObj18,,mu_fg31,,flower8,,mu_hat2,,no,pin,,,yes,,pigE_4,,,mu,
3243,Tez Dozen Team μ #363,599,1868.2626410916305,12,#fabfab,,regular,regular,mu_ptn13,,,,,,,mu_fg35,,,,mu_hat28,,no,flower3,,,no,cross,pigD_3,,,mu,
51,Tez Dozen Team α #051,600,1866.7518599774282,15,#fed501,,regular,regular,,no,,,,alpha_typeC,,book,,icecream,,,alpha_typeC,no,mouse,,,yes,,lightgreen,,alpha_typeC,alpha,alpha_typeD
3183,Tez Dozen Team μ #303,601,1866.4340261515126,13,#ffbca7,,sextuple,regular,mu_ptn22,,,,,mu_faceObj18,,mu_fg2,,,,mu_hat32,,no,arrow,,,no,bug,pigE_6,,,mu,
2469,Tez Dozen Team λ #069,602,1866.2240716284127,13,#6fe9ec,,regular,regular,lambda_ptn23,,,,,,,lambda_fg1,,,,lambda_hat21,,no,flower2,,,no,smilebird,dogD_5,,lambda_tail5,lambda,
2638,Tez Dozen Team λ #238,603,1865.631313665608,14,#a7b2ff,,regular,regular,lambda_ptn31,,,,cat2,lambda_faceObj3,,lambda_fg17,,dandelion,,,,no,little_hamburger,,,yes,,dogG_0,,lambda_rare,lambda,
2621,Tez Dozen Team λ #221,604,1865.5697761039671,14,#b7c8ff,lambda_bodyObj7,regular,regular,lambda_ptn27,,,,,,,lambda_fg18,,,,lambda_hat23,,no,caterpillar,,,no,pinetree,dogE_3,,lambda_tail6,lambda,
