ID,Name,Rank,Rarity_Score,Attributes,Background,Bling Level,Clothing,Eyewear,Face,Face Detail,Headwear,Skin,Skin Pattern,Special,Tail Spikes,Vest
36,Tezzardz #36,393,143.09902322151805,9,Pink,$$$$$,Firework Utility Belt,Cool Shades,Straight Tongue Feisty,,Plain Black Spikes,Orange,Bolt,,Bone,
2167,Tezzardz #2167,394,143.0726586877327,8,Pink,$$$$$,Fk Yeh Sweater,Bad Eyesight Reybannes,Green Tongue Feisty,,Purple Spikes,White,Freckles,,,
302,Tezzardz #302,395,143.001956131647,8,Green,$$,Patterned Tee,Dopey Swimming Goggles,Straight Tongue Sad,,Green Spikes,Red,Purple,,,
2436,Tezzardz #2436,396,142.93476160762583,9,Purple,$$$$$,Video Games Tee,Hearts Shades,Straight Tongue Feisty,,Sad Boi Cap,Yellow,Heavy Freckles,,Bone,
3494,Tezzardz #3494,397,142.9040425353155,9,Purple,$,Pool Shirt,Monocle,Straight Tongue Feisty,,Fancy Hat,Orange,Freckles,,Rainbow,
917,Tezzardz #917,398,142.8639119625642,8,Yellow,$,Tassle Jacket,Gold Leaf Eye Patch,Bent Tongue Feisty,,,Yellow,Green,,,Green
1456,Tezzardz #1456,399,142.84049072873842,10,Purple,$$$$$,Tassle Jacket,Cool Shades,Bent Tongue Feisty,,Plain Black Spikes,Orange,Freckles,,Rainbow,Green
65,Tezzardz #65,400,142.77606326896324,10,Green,$$,Space Onesie,Monocle,Blue Tongue Wavy Not Amused,Scar,Green Spikes,Red,Heavy,,Gold,
1699,Tezzardz #1699,401,142.72964797015408,9,Peach,$$$,Tassle Jacket,Flame Shades,Bent Tongue Feisty,,Yellow Spikes,Orange,Green,,Gold,
1593,Tezzardz #1593,402,142.62302673252506,8,Purple,$$$,Firework Utility Belt,Cool Shades,Straight Tongue Feisty,,Rare Frog Hat,Green,Heavy Freckles,,,
1062,Tezzardz #1062,403,142.34821509125592,9,Purple,$,Tassle Jacket,,Straight Tongue Feisty,,Green Spikes,Yellow,Purple,,Rainbow,Green
3515,Tezzardz #3515,404,142.2666652909496,10,Green,$$$,Pool Shirt,Flame Shades,Green Tongue Feisty,,Yellow Spikes,Yellow,Freckles,,Bone,Red
961,Tezzardz #961,405,142.2427083816181,9,Pink,$$,Rainbow Onesie,Gold Leaf Eye Patch,Split Tongue Feisty,,Limited Spikes,Purple,Orange,,Gold,
2626,Tezzardz #2626,406,142.13161914913775,9,Purple,$,Shrine Onesie,Dopey Swimming Goggles,Straight Tongue Sad,,Backwards Cap,Yellow,Heavy Bolt,,Bone,
1571,Tezzardz #1571,407,142.1256092745891,8,Yellow,$,Patterned Sweater,,Tiny Face,,Plain Black Spikes,Orange,Heavy,,,Pink
87,Tezzardz #87,408,142.10953059724835,6,Purple,,Ghost Tee,,Tiny Face,,Yellow Spikes,Yellow,Freckles,,,
1027,Tezzardz #1027,409,141.94711015184623,8,Pink,$$$$$,Space Onesie,Plain Specs,Straight Tongue Feisty,,Hunting Hat,White,Heavy,,,
322,Tezzardz #322,410,141.92801995533185,8,Green,,Firework Utility Belt,Dopey Swimming Goggles,Straight Tongue Feisty,,Backwards Cap Flames,Yellow,Bolt,,Rainbow,
254,Tezzardz #254,411,141.8476061816101,8,Yellow,$$$$$,Ghost Tee,Joke Eyes Glasses,Straight Tongue Feisty,,Limited Spikes,Red,Heavy,,,
3273,Tezzardz #3273,412,141.75180449664398,9,Blue,$$$,Ghost Tee,Gold Leaf Eye Patch,Split Tongue Pink Feisty,,Purple Spikes,Purple,Red,,Bone,
1369,Tezzardz #1369,413,141.51545323732162,9,Purple,$,Pool Shirt,Hearts Shades,Green Tongue Wavy Sassy,,Party Pal Hat,Purple,Bolt,,Gold,
1896,Tezzardz #1896,414,141.49582415387505,7,Yellow,$$$$$,Permanent Vacation Tee,,Green Tongue Wavy Sassy,,Party Pal Hat,Purple,Heavy Freckles,,,
3308,Tezzardz #3308,415,141.45054933301057,9,Pink,$$$$$,Skulls Shell Suit,Hearts Shades,Split Tongue Angry,,Purple Spikes,Purple,Heavy Bolt,,Bone,
2759,Tezzardz #2759,416,141.37922731183417,7,Green,,Fk Yeh Sweater,Joke Eyes Glasses,Bent Tongue Feisty,,Party Pal Hat,White,Heavy Bolt,,,
1200,Tezzardz #1200,417,141.31723804993308,10,Purple,$$,Rainbow Onesie,Monocle,Dumb Tongue,Scar,Limited Spikes,Green,Heavy,,Bone,
1206,Tezzardz #1206,418,141.2334099728666,8,Peach,$$,Meditation Tee,,Straight Tongue Feisty,,Hunting Hat,Purple,Green,,Bone,
472,Tezzardz #472,419,141.22000592554912,9,Purple,$,Video Games Tee,Flame Shades,Split Tongue Feisty,Scar,Green Spikes,Green,Orange,,,
2377,Tezzardz #2377,420,141.18788635230257,8,Purple,$$,Gardening Utility Belt,,Split Tongue Angry,Scar,Plain Black Spikes,Orange,Purple,,,
1528,Tezzardz #1528,421,141.0386596958266,9,Blue,$$$,Tech Armour,Cool Shades,Blue Tongue Wavy Not Amused,,Purple Spikes,Purple,Heavy Bolt,,Bone,
2540,Tezzardz #2540,422,141.01809515714433,10,Yellow,$$,Silk Shirt Dark,Plain Specs,Split Tongue Feisty,,Backwards Cap,Purple,Heavy,,Gold,Red
143,Tezzardz #143,423,140.98869043804532,9,Yellow,$$$$,Patterned Sweater,Joke Eyes Glasses,Split Tongue Pink Feisty,,Sad Boi Cap,Purple,Freckles,,Bone,
3864,Tezzardz #3864,424,140.81787278504976,8,Green,$$,Permanent Vacation Tee,Monocle,Green Tongue Feisty,,Party Pal Hat,Green,Heavy Bolt,,,
2359,Tezzardz #2359,425,140.62253669229037,9,Purple,,Pool Shirt,Gold Leaf Eye Patch,Straight Tongue Feisty,,Hunting Hat,Yellow,Heavy Freckles,,Rainbow,Pink
61,Tezzardz #61,426,140.59858598728093,8,Peach,,Gardening Utility Belt,Monocle,Straight Tongue Feisty,Scar,Green Spikes,White,Heavy,,,
2243,Tezzardz #2243,427,140.5315638952318,10,Purple,$$,Silk Shirt Dark,Joke Eyes Glasses,Bent Tongue Feisty,,Yellow Spikes,Purple,Bolt,,Rainbow,Pink
1780,Tezzardz #1780,428,140.3872902116627,8,Peach,$$$$,Firework Utility Belt,Cool Shades,Bent Tongue Feisty,,Jester Crown,Green,Heavy Bolt,,,
178,Tezzardz #178,429,140.36571114350025,7,Yellow,,Silk Shirt Blue,Monocle,Straight Tongue Feisty,,Sad Boi Cap,White,Heavy Bolt,,,
2406,Tezzardz #2406,430,140.35963853340073,8,Green,,Skulls Shell Suit,Joke Eyes Glasses,Split Tongue Feisty,,Rainbow Spikes,Yellow,Bolt,,Rainbow,
1592,Tezzardz #1592,431,140.3050393487788,7,Yellow,,Permanent Vacation Tee,Monocle,Split Tongue Pink Feisty,,Hunting Hat,Red,Bolt,,,
2431,Tezzardz #2431,432,140.10307555600664,8,Green,$,Meditation Tee,,Split Tongue Angry,,Rainbow Spikes,Red,Purple,,Rainbow,
1548,Tezzardz #1548,433,140.06353728201114,9,Pink,$$,Video Games Tee,Flame Shades,Green Tongue Wavy Sassy,,Purple Spikes,Red,Orange,,Rainbow,
326,Tezzardz #326,434,140.0442462975314,9,Purple,$$$$,Pool Shirt,Disguise Glasses,Split Tongue Angry,Scar,Green Spikes,Yellow,Heavy,,,
834,Tezzardz #834,435,139.9200708976505,8,Blue,$$$$,Patterned Sweater,,Tiny Face,,Green Spikes,Purple,Freckles,,Bone,
4128,Tezzardz #4128,436,139.908526838538,8,Yellow,$,Permanent Vacation Tee,Flame Shades,Bent Tongue Feisty,,,Yellow,Purple,,Rainbow,
650,Tezzardz #650,437,139.89575006192416,9,Peach,$$$$,Video Games Tee,Tech Scope,Split Tongue Feisty,,Backwards Cap,Yellow,Freckles,,Rainbow,
2056,Tezzardz #2056,438,139.89125757249565,7,Peach,,Gardening Utility Belt,Joke Eyes Glasses,Split Tongue Pink Feisty,,Fancy Hat,Red,Heavy,,,
3110,Tezzardz #3110,439,139.84559319953732,10,Yellow,$,Tassle Jacket,Joke Eyes Glasses,Straight Tongue Sad,,Purple Spikes,Yellow,Heavy Freckles,,Rainbow,Pink
3563,Tezzardz #3563,440,139.6627467946401,9,Green,$,Skulls Shell Suit,Hearts Shades,Green Tongue Feisty,,Backwards Cap,Red,Heavy Bolt,,Gold,
2087,Tezzardz #2087,441,139.498342455056,8,Green,$$$,Fk Yeh Sweater,Disguise Glasses,Straight Tongue Feisty,,Backwards Cap Jungle,Green,Red,,,
3148,Tezzardz #3148,442,139.45145179006863,9,Blue,$$$$,Silk Shirt Blue,Flame Shades,Split Tongue Feisty,,Backwards Cap,Orange,Heavy,,,Green
2415,Tezzardz #2415,443,139.34878260928434,8,Yellow,$$,Tech Armour,,Split Tongue Angry,,Red Spikes,Red,Heavy,,,Pink
2752,Tezzardz #2752,444,139.29840008091634,9,Peach,$$$$,Silk Shirt Blue,Cool Shades,Split Tongue Pink Feisty,,Jester Crown,Green,Heavy Bolt,,,Red
75,Tezzardz #75,445,139.19817674890675,10,Yellow,$$,Tassle Jacket,Tech Scope,Split Tongue Pink Feisty,Scar,Backwards Cap Jungle,Green,Heavy Bolt,,,Red
968,Tezzardz #968,446,139.14017499611688,8,Peach,$$,Ghost Tee,Dopey Swimming Goggles,Dumb Tongue,,,Orange,Red,,Rainbow,
2270,Tezzardz #2270,447,139.12961041897105,8,Blue,$$,Silk Shirt Blue,,Tiny Face,,Plain Black Spikes,Red,Heavy,,Bone,
1808,Tezzardz #1808,448,138.91558482927056,6,Green,,Tech Armour,,Straight Tongue Sad,,Limited Spikes,Orange,Bolt,,,
3833,Tezzardz #3833,449,138.90435971968878,9,Green,$$$,Firework Utility Belt,Tech Scope,Split Tongue Pink Feisty,,Purple Spikes,Green,Bolt,,Bone,
3662,Tezzardz #3662,450,138.82031675708777,8,Pink,$$$,Fk Yeh Sweater,Tech Scope,Straight Tongue Sad,,Yellow Spikes,Purple,Green,,,
1197,Tezzardz #1197,451,138.76045292625375,7,Peach,$$,Tech Armour,,Straight Tongue Feisty,,Purple Spikes,White,Heavy Freckles,,,
3499,Tezzardz #3499,452,138.58866397395118,9,Pink,$$$$,Pool Shirt,Cool Shades,Split Tongue Angry,,Sad Boi Cap,Orange,Heavy Bolt,,Rainbow,
1532,Tezzardz #1532,453,138.57319831735842,9,Pink,$$$$$,Meditation Tee,Hearts Shades,Green Tongue Feisty,,Yellow Spikes,Purple,Heavy,,Gold,
2981,Tezzardz #2981,454,138.5604068634635,8,Purple,$$$,Pink Biker,Cool Shades,Green Tongue Feisty,Scar,,Purple,Orange,,,
1787,Tezzardz #1787,455,138.52250614384496,10,Blue,$$,Silk Shirt Blue,Cool Shades,Dumb Tongue,,Plain Black Spikes,Green,Freckles,,Gold,Green
1563,Tezzardz #1563,456,138.39657048323497,7,Green,$$,Tech Armour,,Split Tongue Pink Feisty,,Fancy Hat,Purple,Bolt,,,
3181,Tezzardz #3181,457,138.37261416446265,10,Green,$,Silk Shirt Dark,Monocle,Green Tongue Wavy Sassy,,Backwards Cap Jungle,Purple,Heavy Freckles,,Rainbow,Red
1615,Tezzardz #1615,458,138.3540319248721,9,Yellow,$$$$$,Patterned Sweater,Monocle,Green Tongue Wavy Sassy,,Yellow Spikes,Orange,Heavy Freckles,,Rainbow,
3623,Tezzardz #3623,459,138.35209766511713,7,Green,$,Patterned Tee,,Tiny Face,,,Orange,Heavy Freckles,,Rainbow,
2133,Tezzardz #2133,460,138.34767643862577,9,Purple,$,Fk Yeh Sweater,Tech Scope,Straight Tongue Feisty,,Backwards Cap Jungle,Green,Red,,Bone,
2306,Tezzardz #2306,461,138.23478708943102,10,Blue,$,Silk Shirt Blue,Dopey Swimming Goggles,Straight Tongue Sad,Scar,Hunting Hat,Orange,Heavy Freckles,,,Red
2097,Tezzardz #2097,462,138.1994635940156,9,Green,$,Pool Shirt,Tech Scope,Straight Tongue Feisty,,Backwards Cap Jungle,Orange,Bolt,,,Red
2012,Tezzardz #2012,463,138.1410316279747,10,Pink,$,Tassle Jacket,Monocle,Split Tongue Feisty,,Red Spikes,Green,Freckles,,Rainbow,Green
690,Tezzardz #690,464,138.01767261185523,9,Purple,$$$,Gardening Utility Belt,Joke Eyes Glasses,Blue Tongue Wavy Not Amused,,Red Spikes,Red,Heavy,,Bone,
2852,Tezzardz #2852,465,137.91974008839023,9,Pink,$$$,Fk Yeh Sweater,Flame Shades,Split Tongue Angry,,Limited Spikes,Yellow,Green,,Bone,
3471,Tezzardz #3471,466,137.7629549918982,8,Pink,$$,Silk Shirt Dark,Gold Leaf Eye Patch,Green Tongue Wavy Sassy,,Fancy Hat,Purple,Red,,,
304,Tezzardz #304,467,137.63293253111337,9,Purple,$$,Shrine Onesie,Bad Eyesight Reybannes,Green Tongue Feisty,Scar,Red Spikes,Orange,Heavy Bolt,,,
2095,Tezzardz #2095,468,137.56622525349658,8,Peach,$$$$$,Gardening Utility Belt,Bad Eyesight Reybannes,Bent Tongue Feisty,,Red Spikes,Purple,Freckles,,,
2490,Tezzardz #2490,469,137.54752550380366,9,Yellow,$$$,Gardening Utility Belt,Joke Eyes Glasses,Green Tongue Feisty,,Limited Spikes,Red,Freckles,,Bone,
11,Tezzardz #11,470,137.54176487945045,10,Peach,$$,Tassle Jacket,Joke Eyes Glasses,Straight Tongue Sad,,Purple Spikes,Red,Heavy Freckles,,Bone,Red
2353,Tezzardz #2353,471,137.49451270504258,10,Pink,$$,Pink Biker,Gold Leaf Eye Patch,Straight Tongue Sad,,Rainbow Spikes,Orange,Bolt,,Bone,Pink
1658,Tezzardz #1658,472,137.48275436239345,8,Pink,$$$$,Pink Biker,,Straight Tongue Sad,,Limited Spikes,White,Bolt,,,Red
2444,Tezzardz #2444,473,137.47485022796204,9,Pink,$,Fk Yeh Sweater,Joke Eyes Glasses,Straight Tongue Feisty,,Jester Crown,Orange,Bolt,,Gold,
2804,Tezzardz #2804,474,137.47478477390317,9,Green,$$,Pink Biker,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,,Backwards Cap,Yellow,Heavy,,Bone,
2446,Tezzardz #2446,475,137.43344074293884,8,Blue,$$$,Ghost Tee,Flame Shades,Dumb Tongue,,Yellow Spikes,Green,Red,,,
3568,Tezzardz #3568,476,137.39683347338266,9,Green,$$$$,Pool Shirt,Gold Leaf Eye Patch,Dumb Tongue,,Green Spikes,Yellow,Heavy Freckles,,Bone,
831,Tezzardz #831,477,137.29405512997613,8,Pink,$,Tech Armour,Flame Shades,Blue Tongue Wavy Not Amused,,Limited Spikes,Orange,Bolt,,,
1943,Tezzardz #1943,478,137.00655214465078,7,Blue,,Video Games Tee,,Straight Tongue Sad,,Sad Boi Cap,Red,Orange,,Bone,
230,Tezzardz #230,479,136.99637283083257,8,Pink,$,Tassle Jacket,Cool Shades,Dumb Tongue,,Backwards Cap Jungle,Yellow,Red,,,
317,Tezzardz #317,480,136.93641134672447,9,Purple,$,Pool Shirt,Bad Eyesight Reybannes,Green Tongue Feisty,,Plain Black Spikes,Green,Heavy Freckles,,,Pink
3497,Tezzardz #3497,481,136.75514336835394,8,Purple,$,Fk Yeh Sweater,Dopey Swimming Goggles,Split Tongue Angry,,Rainbow Spikes,Yellow,Purple,,,
1033,Tezzardz #1033,482,136.74182878857425,8,Pink,,Shrine Onesie,Plain Specs,Bent Tongue Feisty,Scar,Backwards Cap Flames,Red,Heavy Freckles,,,
3034,Tezzardz #3034,483,136.7412751152311,8,Green,$,Rainbow Onesie,Joke Eyes Glasses,Blue Tongue Wavy Not Amused,,Backwards Cap,Green,Heavy,,,
1487,Tezzardz #1487,484,136.42681056482914,7,Yellow,$,Ghost Tee,,Straight Tongue Feisty,,Backwards Cap Flames,Purple,Green,,,
161,Tezzardz #161,485,136.3973490295335,8,Blue,$,Silk Shirt Dark,Bad Eyesight Reybannes,Split Tongue Feisty,,Yellow Spikes,Green,Red,,,
1153,Tezzardz #1153,486,136.3720637701332,10,Blue,$,Silk Shirt Blue,Gold Leaf Eye Patch,Straight Tongue Sad,,Party Pal Hat,Orange,Heavy,,Rainbow,Red
274,Tezzardz #274,487,136.2715639801147,9,Blue,$,Pink Biker,Cool Shades,Blue Tongue Wavy Not Amused,,Party Pal Hat,Yellow,Bolt,,,Green
2330,Tezzardz #2330,488,136.23305067962255,9,Green,$,Pink Biker,Monocle,Dumb Tongue,,Plain Black Spikes,Purple,Freckles,,Rainbow,
2301,Tezzardz #2301,489,136.18442543792003,9,Green,$$$,Patterned Sweater,Joke Eyes Glasses,Green Tongue Wavy Sassy,,Hunting Hat,Green,Bolt,,Gold,
3647,Tezzardz #3647,490,136.16261852985932,9,Blue,$$,Pool Shirt,Dopey Swimming Goggles,Straight Tongue Feisty,,Backwards Cap Flames,Green,Heavy,,Bone,
2107,Tezzardz #2107,491,135.9954686414054,7,Yellow,$$,Tech Armour,,Bent Tongue Feisty,,Party Pal Hat,Orange,Bolt,,,
2493,Tezzardz #2493,492,135.99235119422224,9,Blue,$$,Firework Utility Belt,Cool Shades,Straight Tongue Feisty,,Backwards Cap Flames,Orange,Heavy,,Rainbow,
27,Tezzardz #27,493,135.96769227746273,10,Yellow,$$$,Skulls Shell Suit,Dopey Swimming Goggles,Split Tongue Pink Feisty,Scar,Yellow Spikes,Purple,Heavy Freckles,,Bone,
3111,Tezzardz #3111,494,135.93508836098337,8,Pink,$,Ghost Tee,Plain Specs,Straight Tongue Sad,,Party Pal Hat,Orange,Red,,,
2623,Tezzardz #2623,495,135.89740321718014,8,Peach,$$,Patterned Sweater,Dopey Swimming Goggles,Split Tongue Pink Feisty,,Purple Spikes,Green,Red,,,
3667,Tezzardz #3667,496,135.85124036211354,7,Green,$,Silk Shirt Blue,,Tiny Face,,Plain Black Spikes,Yellow,Freckles,,,
3610,Tezzardz #3610,497,135.81214429277728,8,Yellow,,Shrine Onesie,Plain Specs,Blue Tongue Wavy Not Amused,,Fancy Hat,Red,Heavy,,Gold,
1936,Tezzardz #1936,498,135.59414589208143,9,Purple,$$,Gardening Utility Belt,Cool Shades,Green Tongue Feisty,,Backwards Cap,White,Freckles,,Bone,
3985,Tezzardz #3985,499,135.5214932939445,6,Peach,,Skulls Shell Suit,,Dumb Tongue,,Jester Crown,Purple,Heavy Freckles,,,
1041,Tezzardz #1041,500,135.4768549755757,8,Peach,$,Permanent Vacation Tee,,Straight Tongue Sad,,Plain Black Spikes,Orange,Purple,,Bone,
3845,Tezzardz #3845,501,135.45119373468012,9,Pink,$$$$,Patterned Tee,Gold Leaf Eye Patch,Bent Tongue Feisty,,Rare Frog Hat,Red,Heavy Freckles,,Bone,
3119,Tezzardz #3119,502,135.40101092221585,8,Green,$,Shrine Onesie,Hearts Shades,Straight Tongue Sad,,Backwards Cap Flames,Red,Heavy Bolt,,,
1465,Tezzardz #1465,503,135.3929908622898,8,Blue,$$$,Silk Shirt Dark,,Tiny Face,,Plain Black Spikes,Red,Heavy Freckles,,Rainbow,
1489,Tezzardz #1489,504,135.30884807417925,7,Blue,,Ghost Tee,,Tiny Face,,Rainbow Spikes,Green,Freckles,,Bone,
3348,Tezzardz #3348,505,135.30028265787374,10,Green,$$$$$,Patterned Sweater,Cool Shades,Green Tongue Wavy Sassy,,Purple Spikes,Purple,Heavy Freckles,,Bone,Pink
400,Tezzardz #400,506,135.25214421671097,8,Peach,$$,Gardening Utility Belt,Monocle,Straight Tongue Feisty,,Jester Crown,Purple,Heavy Bolt,,,
1270,Tezzardz #1270,507,135.22129676778104,8,Blue,$,Tech Armour,,Straight Tongue Feisty,,Sad Boi Cap,Yellow,Heavy Bolt,,Bone,
3882,Tezzardz #3882,508,135.20930099693584,8,Purple,$$$$$,Shrine Onesie,,Straight Tongue Sad,,Purple Spikes,Red,Heavy,,Bone,
3416,Tezzardz #3416,509,135.1448673104848,9,Peach,$,Gardening Utility Belt,Joke Eyes Glasses,Green Tongue Wavy Sassy,Scar,Yellow Spikes,Orange,Heavy,,,
1806,Tezzardz #1806,510,135.11140476817732,10,Peach,$,Silk Shirt Blue,Flame Shades,Straight Tongue Sad,,Jester Crown,Green,Heavy,,Rainbow,Pink
3321,Tezzardz #3321,511,135.07953891665707,10,Pink,$$,Firework Utility Belt,Cool Shades,Split Tongue Angry,Scar,Green Spikes,Orange,Heavy,,Bone,
1545,Tezzardz #1545,512,135.03145030962384,9,Yellow,$,Skulls Shell Suit,Plain Specs,Straight Tongue Sad,,Party Pal Hat,White,Heavy Bolt,,Bone,
818,Tezzardz #818,513,134.93322426118846,6,Pink,,Shrine Onesie,,Split Tongue Pink Feisty,,Fancy Hat,Purple,Heavy Bolt,,,
3798,Tezzardz #3798,514,134.87254044531906,8,Blue,,Silk Shirt Dark,Joke Eyes Glasses,Green Tongue Wavy Sassy,,Rainbow Spikes,Yellow,Freckles,,,Green
58,Tezzardz #58,515,134.7849882409543,7,Yellow,$$,Rainbow Onesie,,Green Tongue Feisty,,Party Pal Hat,Red,Purple,,,
1406,Tezzardz #1406,516,134.67642526847257,8,Green,$$,Ghost Tee,Tech Scope,Split Tongue Angry,,Yellow Spikes,Orange,Red,,,
2888,Tezzardz #2888,517,134.66744737977254,10,Pink,$$,Tassle Jacket,Cool Shades,Green Tongue Wavy Sassy,Scar,Jester Crown,Red,Heavy Bolt,,,Red
2433,Tezzardz #2433,518,134.65816689181585,8,Pink,$,Shrine Onesie,Flame Shades,Blue Tongue Wavy Not Amused,,Backwards Cap Flames,Yellow,Freckles,,,
701,Tezzardz #701,519,134.65025227634888,10,Purple,$,Patterned Sweater,Joke Eyes Glasses,Bent Tongue Feisty,Scar,Yellow Spikes,Green,Heavy Freckles,,Gold,
2271,Tezzardz #2271,520,134.60087316726558,8,Pink,,Ghost Tee,Plain Specs,Split Tongue Angry,Scar,Limited Spikes,Purple,Red,,,
399,Tezzardz #399,521,134.58002846008122,8,Yellow,,Pool Shirt,Disguise Glasses,Straight Tongue Sad,,Red Spikes,Green,Heavy,,,Green
361,Tezzardz #361,522,134.51690380448062,6,Pink,,Patterned Tee,,Straight Tongue Sad,,Red Spikes,Red,Orange,,,
2912,Tezzardz #2912,523,134.43978509234,7,Peach,,Firework Utility Belt,Tech Scope,Split Tongue Angry,,Hunting Hat,Green,Freckles,,,
89,Tezzardz #89,524,134.38685988442353,10,Yellow,$$,Tassle Jacket,Tech Scope,Dumb Tongue,,Red Spikes,Green,Heavy,,Rainbow,Pink
2037,Tezzardz #2037,525,134.18888173354466,10,Blue,$,Patterned Sweater,Cool Shades,Split Tongue Feisty,Scar,Red Spikes,Red,Orange,,Bone,
2161,Tezzardz #2161,526,134.13665839704936,6,Green,,,Plain Specs,Bent Tongue Feisty,,Hunting Hat,Yellow,Orange,,,
2558,Tezzardz #2558,527,134.04147239486966,9,Purple,$,Silk Shirt Dark,Joke Eyes Glasses,Straight Tongue Feisty,,Fancy Hat,Yellow,Freckles,,,Green
447,Tezzardz #447,528,134.02794063327494,7,Peach,$$$$,Pool Shirt,,Split Tongue Angry,,Backwards Cap,Yellow,Heavy Bolt,,,
3117,Tezzardz #3117,529,133.64018730402955,10,Green,$,Pink Biker,Cool Shades,Blue Tongue Wavy Not Amused,,Limited Spikes,Green,Bolt,,Bone,Red
3027,Tezzardz #3027,530,133.55092621056323,8,Purple,$$$,Patterned Sweater,Cool Shades,Split Tongue Pink Feisty,,Hunting Hat,Yellow,Orange,,,
3441,Tezzardz #3441,531,133.51889216032353,8,Yellow,$$,Firework Utility Belt,Bad Eyesight Reybannes,Straight Tongue Feisty,,Rainbow Spikes,Red,Heavy Bolt,,,
861,Tezzardz #861,532,133.48047517346873,10,Peach,$$$,Pink Biker,Cool Shades,Green Tongue Feisty,,Green Spikes,Green,Bolt,,Rainbow,Red
1513,Tezzardz #1513,533,133.38096011573776,9,Peach,$$$$,Pink Biker,Cool Shades,Dumb Tongue,,Purple Spikes,Green,Bolt,,,Red
3485,Tezzardz #3485,534,133.37481493972717,8,Green,$$,Tech Armour,Flame Shades,Blue Tongue Wavy Not Amused,,Plain Black Spikes,Yellow,Heavy Bolt,,,
43,Tezzardz #43,535,133.36739574432056,8,Pink,$$$$,Video Games Tee,Hearts Shades,Straight Tongue Feisty,,Rare Frog Hat,Purple,Heavy,,,
2622,Tezzardz #2622,536,133.28210031688278,9,Purple,$$,Space Onesie,Disguise Glasses,Bent Tongue Feisty,,Green Spikes,Yellow,Orange,,Bone,
493,Tezzardz #493,537,133.27861230916784,7,Green,,,Disguise Glasses,Dumb Tongue,,Fancy Hat,White,Freckles,,,Red
3301,Tezzardz #3301,538,133.19973641975497,10,Blue,$$$,Pink Biker,Cool Shades,Straight Tongue Feisty,,Limited Spikes,Green,Bolt,,Rainbow,Red
2818,Tezzardz #2818,539,133.16583861466708,8,Blue,$,Patterned Sweater,Cool Shades,Split Tongue Angry,,Party Pal Hat,Red,Purple,,,
1587,Tezzardz #1587,540,133.04888480290688,10,Green,$,Tassle Jacket,Plain Specs,Split Tongue Pink Feisty,,Party Pal Hat,Yellow,Freckles,,Rainbow,Red
575,Tezzardz #575,541,132.9919963664626,9,Purple,$,Firework Utility Belt,Gold Leaf Eye Patch,Straight Tongue Sad,,Sad Boi Cap,Green,Heavy Bolt,,Bone,
2703,Tezzardz #2703,542,132.96966334810398,7,Pink,,Patterned Sweater,Bad Eyesight Reybannes,Bent Tongue Feisty,,Green Spikes,Orange,Purple,,,
3467,Tezzardz #3467,543,132.96821976894367,10,Purple,$,Shrine Onesie,Cool Shades,Split Tongue Angry,Scar,Yellow Spikes,Green,Heavy,,Rainbow,
3992,Tezzardz #3992,544,132.9488676779359,9,Blue,$$$,Ghost Tee,Hearts Shades,Straight Tongue Feisty,,Plain Black Spikes,Purple,Orange,,Gold,
404,Tezzardz #404,545,132.88366659612097,8,Purple,$,Shrine Onesie,Disguise Glasses,Dumb Tongue,,Green Spikes,Purple,Freckles,,,
3269,Tezzardz #3269,546,132.81618695171068,9,Purple,$$$$,Rainbow Onesie,Tech Scope,Straight Tongue Sad,,Backwards Cap Jungle,White,Heavy Freckles,,Gold,
540,Tezzardz #540,547,132.79149534560716,9,Green,$$$,Meditation Tee,Tech Scope,Straight Tongue Feisty,,Rare Frog Hat,Yellow,Freckles,,Bone,
1924,Tezzardz #1924,548,132.76611364452083,9,Purple,$$,Shrine Onesie,Bad Eyesight Reybannes,Straight Tongue Feisty,Scar,Purple Spikes,Green,Heavy Bolt,,,
1560,Tezzardz #1560,549,132.75973303907668,7,Blue,$$,Tech Armour,Disguise Glasses,Split Tongue Angry,,,Red,Freckles,,,
2082,Tezzardz #2082,550,132.63566031555163,8,Blue,,Permanent Vacation Tee,Tech Scope,Bent Tongue Feisty,Scar,Yellow Spikes,White,Heavy Freckles,,,
2827,Tezzardz #2827,551,132.55744516054756,9,Yellow,$,Silk Shirt Blue,Cool Shades,Dumb Tongue,,Jester Crown,Yellow,Heavy Bolt,,,Pink
3466,Tezzardz #3466,552,132.53027109918278,8,Peach,$$$,Rainbow Onesie,Joke Eyes Glasses,Straight Tongue Sad,,Backwards Cap,Red,Heavy,,,
4144,Tezzardz #4144,553,132.52880729467088,8,Peach,$$$$$,Skulls Shell Suit,Gold Leaf Eye Patch,Bent Tongue Feisty,,Yellow Spikes,Yellow,Heavy Bolt,,,
2595,Tezzardz #2595,554,132.4794187821554,6,Pink,,Gardening Utility Belt,,Dumb Tongue,,Backwards Cap Flames,Green,Freckles,,,
4019,Tezzardz #4019,555,132.35002734416994,10,Purple,$$$,Pink Biker,Flame Shades,Straight Tongue Feisty,,Green Spikes,Orange,Bolt,,Bone,Green
2883,Tezzardz #2883,556,132.34265039945666,10,Purple,$$$$,Tassle Jacket,,Straight Tongue Feisty,Scar,Sad Boi Cap,Yellow,Heavy Freckles,,Bone,Green
