ID,Name,Rank,Rarity_Score,Attributes,Centered,Color Palette,Extra Rotation,Outlined,Padding,Petals,Segments,Shape Type,Shrink,Use Palette Background,X Movement,Y Movement
968,Hash Three Points #968,232,477.6043533016684,12,No,Rocketpop,-7,No,-256,23,7,Strip,0.26,No,-42,64
871,Hash Three Points #871,233,475.5602646219523,12,No,Viva la Vida,3,No,-256,35,6,Strip,0.41,No,-33,35
751,Hash Three Points #751,234,474.8488536357837,12,No,Mint,-10,No,-256,38,8,Strip,0.17,Yes,30,23
719,Hash Three Points #719,235,473.84689858041423,12,No,Rose,1,Yes,427,21,7,Fan,0.17,No,9,7
414,Hash Three Points #414,236,473.21522907660284,12,No,Ketchup and Mustard,-7,No,263,23,6,Strip,0.17,Yes,64,-18
992,Hash Three Points #992,237,471.5860946510671,12,No,Spring,-4,No,-256,23,6,Strip,0.08,Yes,-35,-37
20,Hash Three Points #20,238,471.17957317349453,12,No,Kanagawa,-3,No,-256,40,7,Strip,0.47,Yes,-55,1
142,Hash Three Points #142,239,470.9969669664288,12,No,Sonoran Sunset,1,No,-256,46,7,Strip,0.47,No,-5,56
29,Hash Three Points #29,240,469.90678154627057,12,No,Wasteland,-2,No,-256,27,6,Strip,0.29,Yes,-48,60
284,Hash Three Points #284,241,469.87796814418033,12,No,Vaporwave,4,No,392,27,7,Fan,0.35,Yes,-54,39
996,Hash Three Points #996,242,469.612126859981,12,No,Spring,-7,No,337,25,8,Strip,0.32,Yes,18,-45
774,Hash Three Points #774,243,468.9638499043541,12,No,Monochrome,-3,No,-256,29,7,Strip,0.14,No,-45,-33
497,Hash Three Points #497,244,467.6517201418384,12,No,Vaporwave,-4,No,-256,48,6,Strip,0.5,Yes,9,27
717,Hash Three Points #717,245,466.967408668953,12,No,Ketchup and Mustard,-7,No,-256,25,7,Strip,0.29,No,8,-53
352,Hash Three Points #352,246,464.63217534368323,12,No,Vaporwave,-7,Yes,278,29,7,Strip,0.17,Yes,42,26
485,Hash Three Points #485,247,464.5643852608144,12,No,Spring,10,No,392,35,7,Fan,0.44,Yes,-50,-34
34,Hash Three Points #34,248,461.5814679019193,12,No,Ketchup and Mustard,-1,No,-256,38,8,Strip,0.05,No,29,43
337,Hash Three Points #337,249,460.88155811740603,12,No,Vaporwave,-8,Yes,-256,35,8,Strip,0.47,Yes,-26,41
543,Hash Three Points #543,250,458.478457601984,12,No,Earth,6,No,-256,29,7,Strip,0.47,Yes,38,41
726,Hash Three Points #726,251,456.6798154801923,12,No,Mint,-11,No,-256,50,8,Strip,0.17,Yes,26,0
2,Hash Three Points #2,252,456.6708856507084,12,Yes,Monochrome,-16,No,263,48,6,Strip,0.38,No,0,0
160,Hash Three Points #160,253,453.96878854129693,12,No,Monochrome,5,No,315,29,7,Strip,0.29,No,-45,-25
164,Hash Three Points #164,254,453.2887242920885,12,No,Rose,-2,No,-256,42,8,Strip,0.44,No,15,-39
308,Hash Three Points #308,255,452.1167719960866,12,No,Kanagawa,-9,No,337,40,8,Strip,0.14,Yes,-3,-41
803,Hash Three Points #803,256,450.8689114840463,12,No,Spring,8,Yes,-256,31,8,Strip,0.41,Yes,15,45
163,Hash Three Points #163,257,450.057847782455,12,No,Rocketpop,-14,Yes,-256,44,7,Strip,0.23,No,50,-8
24,Hash Three Points #24,258,449.92471576516715,12,No,Rose,6,No,-256,27,8,Strip,0.05,No,-54,-30
413,Hash Three Points #413,259,448.51545465400307,12,No,Bone,6,Yes,362,50,6,Fan,0.17,Yes,-24,-14
670,Hash Three Points #670,260,447.78847374910146,12,No,Safford,15,No,315,50,7,Strip,0.26,No,16,15
645,Hash Three Points #645,261,447.6010540586927,12,No,Kanagawa,-9,No,278,44,7,Strip,0.11,Yes,11,-27
886,Hash Three Points #886,262,447.43940414117844,12,No,Rocketpop,3,No,362,31,7,Fan,0.5,No,-54,3
709,Hash Three Points #709,263,447.1790754276665,12,No,Vaporwave,1,No,315,25,8,Strip,0.11,Yes,37,-14
191,Hash Three Points #191,264,446.6100285919649,12,No,Monochrome,11,Yes,362,33,6,Fan,0.44,No,20,33
842,Hash Three Points #842,265,445.9470602327846,12,No,Vaporwave,11,No,392,38,7,Fan,0.11,Yes,-38,-10
186,Hash Three Points #186,266,445.7162976059287,12,No,Monochrome,13,No,315,42,8,Strip,0.08,No,25,20
82,Hash Three Points #82,267,445.6603926877417,12,No,Kanagawa,5,Yes,263,25,8,Strip,0.23,Yes,30,38
902,Hash Three Points #902,268,445.4175196109767,12,No,Safford,-6,No,-256,33,8,Strip,0.2,No,64,-32
797,Hash Three Points #797,269,443.69066652359936,12,No,Mint,13,No,337,52,6,Strip,0.44,Yes,-21,-34
590,Hash Three Points #590,270,442.6791309408186,12,No,Hunter,10,No,-256,52,6,Strip,0.32,No,-34,-48
504,Hash Three Points #504,271,440.61329785602163,12,Yes,Wasteland,-16,Yes,-256,48,7,Strip,0.38,Yes,0,0
928,Hash Three Points #928,272,438.9532573946847,12,No,Ketchup and Mustard,-10,No,295,46,7,Strip,0.2,No,34,-41
677,Hash Three Points #677,273,438.42720279122625,12,No,Monochrome,4,Yes,-256,40,8,Strip,0.29,No,-1,-42
173,Hash Three Points #173,274,437.95192614216336,12,No,Safford,6,No,-256,33,6,Strip,0.47,No,-24,-29
338,Hash Three Points #338,275,437.8757732810023,12,No,Safford,12,No,392,42,7,Fan,0.47,Yes,22,-24
746,Hash Three Points #746,276,436.4194389632566,12,No,Kanagawa,-9,No,278,42,8,Strip,0.23,Yes,-29,-30
268,Hash Three Points #268,277,434.68444084751013,12,No,Mint,-7,No,362,48,8,Fan,0.23,Yes,-24,-2
743,Hash Three Points #743,278,434.64249000250635,12,No,Monochrome,3,Yes,-256,33,7,Strip,0.35,No,43,33
793,Hash Three Points #793,279,434.63687305076354,12,No,Viva la Vida,-11,Yes,-256,42,6,Strip,0.44,No,1,54
557,Hash Three Points #557,280,434.05087794175074,12,No,Hunter,-3,No,392,21,7,Fan,0.26,No,-18,54
997,Hash Three Points #997,281,432.73299600855,12,No,Kanagawa,5,Yes,-256,48,7,Strip,0.5,Yes,7,43
351,Hash Three Points #351,282,432.2416821280745,12,No,Viva la Vida,6,No,362,42,7,Fan,0.17,No,37,14
81,Hash Three Points #81,283,429.95837223467936,12,No,Ketchup and Mustard,-15,No,-256,48,8,Strip,0.14,No,19,27
318,Hash Three Points #318,284,429.33264207453055,12,No,Ketchup and Mustard,-9,No,-256,46,6,Strip,0.35,Yes,39,34
577,Hash Three Points #577,285,428.99479141357574,12,No,Kanagawa,2,Yes,278,23,6,Strip,0.35,Yes,-31,-54
772,Hash Three Points #772,286,428.381341048491,12,No,Bone,14,No,427,46,8,Fan,0.05,Yes,-28,-6
911,Hash Three Points #911,287,426.5029696502829,12,No,Vaporwave,2,No,295,31,6,Strip,0.05,Yes,-29,27
967,Hash Three Points #967,288,425.85997814939617,12,No,Monochrome,-13,No,-256,42,8,Strip,0.29,No,19,36
630,Hash Three Points #630,289,424.4022199911491,12,No,Safford,-4,Yes,295,48,8,Strip,0.23,No,37,13
1019,Hash Three Points #1019,290,423.34771631803153,12,No,Mint,6,Yes,392,29,7,Fan,0.23,Yes,-45,6
537,Hash Three Points #537,291,422.9193791834844,12,No,Safford,2,No,-256,50,7,Strip,0.2,No,43,48
27,Hash Three Points #27,292,421.61448907931583,12,No,Kanagawa,-11,Yes,-256,42,7,Strip,0.26,Yes,42,8
383,Hash Three Points #383,293,420.8037402737581,12,No,Rose,6,No,362,33,6,Fan,0.5,No,10,45
406,Hash Three Points #406,294,420.58199336446717,12,No,Kanagawa,-1,No,-256,31,7,Strip,0.38,Yes,12,38
364,Hash Three Points #364,295,420.2498677830498,12,No,Spring,-1,No,427,33,7,Fan,0.11,Yes,1,30
319,Hash Three Points #319,296,420.1934221947287,12,No,Kanagawa,-10,No,-256,50,8,Strip,0.08,Yes,-48,46
533,Hash Three Points #533,297,419.85259014016486,12,No,Sonoran Sunset,7,No,-256,21,8,Strip,0.32,No,29,-48
331,Hash Three Points #331,298,419.6839257778559,12,No,Spring,-12,No,-256,46,8,Strip,0.32,Yes,-10,42
638,Hash Three Points #638,299,418.9430392020771,12,No,Wasteland,3,No,-256,25,8,Strip,0.14,Yes,21,79
177,Hash Three Points #177,300,418.4438578778123,12,No,Monochrome,-4,No,427,25,7,Fan,0.23,No,-33,4
544,Hash Three Points #544,301,418.24706620781325,12,No,Spring,4,No,315,31,8,Strip,0.35,Yes,3,43
111,Hash Three Points #111,302,417.92179599575434,12,No,Spring,-15,Yes,-256,52,8,Strip,0.5,Yes,-42,-15
391,Hash Three Points #391,303,417.0869780582269,12,No,Hunter,10,Yes,362,35,8,Fan,0.47,No,-22,-48
925,Hash Three Points #925,304,416.69899189128114,12,No,Rose,-7,Yes,295,29,6,Strip,0.29,Yes,-50,-42
901,Hash Three Points #901,305,416.61933818929276,12,No,Sonoran Sunset,13,No,-256,42,6,Strip,0.44,No,8,30
344,Hash Three Points #344,306,415.7900496232383,12,No,Hunter,4,No,263,29,7,Strip,0.41,Yes,25,19
304,Hash Three Points #304,307,415.60450551487725,12,No,Vaporwave,3,No,-256,33,8,Strip,0.32,Yes,25,-23
107,Hash Three Points #107,308,415.3869014691899,12,No,Earth,6,No,392,42,8,Fan,0.05,Yes,-1,-24
170,Hash Three Points #170,309,415.0014624795247,12,No,Monochrome,-6,No,-256,35,7,Strip,0.2,No,34,-60
180,Hash Three Points #180,310,414.91613641439966,12,No,Kanagawa,-1,No,-256,25,7,Strip,0.35,Yes,-40,-12
443,Hash Three Points #443,311,414.439004059362,12,No,Safford,8,No,-256,38,7,Strip,0.11,No,38,60
79,Hash Three Points #79,312,414.27445507706614,12,No,Kanagawa,5,No,-256,23,7,Strip,0.44,Yes,-2,64
50,Hash Three Points #50,313,414.00313460387065,12,No,Earth,-7,Yes,278,23,8,Strip,0.41,Yes,-9,-38
683,Hash Three Points #683,314,413.57639787887166,12,No,Kanagawa,6,Yes,-256,31,7,Strip,0.26,Yes,29,-49
139,Hash Three Points #139,315,413.390361154043,12,No,Wasteland,-1,No,-256,40,6,Strip,0.44,Yes,-18,-38
559,Hash Three Points #559,316,412.7870661698795,12,No,Monochrome,14,Yes,-256,42,7,Strip,0.32,Yes,43,25
821,Hash Three Points #821,317,412.17270034548864,12,No,Sonoran Sunset,12,No,-256,48,6,Strip,0.44,Yes,-16,48
324,Hash Three Points #324,318,411.9625472008038,12,No,Safford,-6,No,-256,46,6,Strip,0.41,No,42,14
523,Hash Three Points #523,319,410.22492463843747,12,No,Sonoran Sunset,-8,No,337,35,6,Strip,0.26,No,11,-42
687,Hash Three Points #687,320,408.17377623151634,12,No,Vaporwave,-5,Yes,-256,27,6,Strip,0.47,Yes,17,54
657,Hash Three Points #657,321,408.01264363806354,12,No,Kanagawa,-15,No,-256,48,6,Strip,0.14,Yes,5,25
491,Hash Three Points #491,322,407.8495390320128,12,No,Vaporwave,11,No,-256,42,7,Strip,0.44,Yes,22,-35
323,Hash Three Points #323,323,407.60259949823103,12,No,Earth,-5,Yes,427,40,7,Fan,0.44,Yes,12,2
499,Hash Three Points #499,324,406.62262313134386,12,No,Bone,2,Yes,-256,23,7,Strip,0.2,Yes,50,17
363,Hash Three Points #363,325,406.42948565176977,12,No,Rocketpop,9,No,-256,52,8,Strip,0.08,Yes,20,23
867,Hash Three Points #867,326,406.05025822129033,12,No,Vaporwave,5,No,-256,38,7,Strip,0.5,Yes,37,-11
297,Hash Three Points #297,327,405.7250571639579,12,No,Rocketpop,3,No,392,27,6,Fan,0.44,No,30,-35
212,Hash Three Points #212,328,404.09435647084575,12,No,Wasteland,2,No,-256,46,7,Strip,0.05,Yes,-3,30
463,Hash Three Points #463,329,403.9140976136586,12,No,Wasteland,10,No,-256,29,7,Strip,0.26,Yes,-38,-29
12,Hash Three Points #12,330,403.4766695205568,12,No,Ketchup and Mustard,-6,No,-256,31,7,Strip,0.32,No,-40,12
711,Hash Three Points #711,331,402.7613014768216,12,No,Hunter,-4,No,-256,31,8,Strip,0.38,No,-41,50
339,Hash Three Points #339,332,402.38937851136944,12,No,Wasteland,10,No,315,31,7,Strip,0.32,Yes,-23,60
22,Hash Three Points #22,333,401.4548857320964,12,No,Vaporwave,9,No,-256,42,7,Strip,0.47,Yes,13,-49
286,Hash Three Points #286,334,401.31636029917365,12,No,Bone,-6,No,-256,38,7,Strip,0.35,Yes,39,36
987,Hash Three Points #987,335,401.2476172439809,12,No,Safford,5,No,-256,38,6,Strip,0.23,No,4,-54
312,Hash Three Points #312,336,401.1025908626072,12,No,Sonoran Sunset,-13,No,-256,44,7,Strip,0.38,No,12,16
732,Hash Three Points #732,337,400.3481844092633,12,No,Wasteland,-9,No,295,46,8,Strip,0.23,Yes,-13,-24
959,Hash Three Points #959,338,398.5833645207984,12,No,Earth,-15,No,362,50,8,Fan,0.41,Yes,-16,31
58,Hash Three Points #58,339,397.91918897885824,12,No,Safford,-4,No,-256,33,7,Strip,0.5,No,1,79
704,Hash Three Points #704,340,396.72838413229294,12,No,Wasteland,5,No,-256,31,7,Strip,0.14,Yes,-28,38
253,Hash Three Points #253,341,395.251601091344,12,No,Spring,9,Yes,427,29,7,Fan,0.05,Yes,23,15
26,Hash Three Points #26,342,394.610683835059,12,No,Viva la Vida,4,No,-256,29,7,Strip,0.14,No,-5,43
548,Hash Three Points #548,343,393.43040910060915,12,No,Rocketpop,-12,No,392,40,8,Fan,0.08,No,-5,23
952,Hash Three Points #952,344,393.08581104674306,12,No,Safford,-13,No,315,48,7,Strip,0.2,No,-21,-31
1021,Hash Three Points #1021,345,392.8797079895157,12,No,Bone,-10,Yes,-256,40,7,Strip,0.05,Yes,-15,60
214,Hash Three Points #214,346,392.3549042423066,12,No,Hunter,-4,No,315,21,6,Strip,0.08,Yes,-47,10
829,Hash Three Points #829,347,392.19754943081955,12,No,Monochrome,7,No,427,21,6,Fan,0.5,No,22,-32
760,Hash Three Points #760,348,392.1159073033663,12,No,Viva la Vida,9,No,315,35,7,Strip,0.32,No,-20,32
99,Hash Three Points #99,349,391.40851197917704,12,No,Rose,-5,Yes,337,23,7,Strip,0.38,No,-38,9
266,Hash Three Points #266,350,389.5306974292727,12,No,Monochrome,-11,No,263,44,7,Strip,0.5,No,-6,33
166,Hash Three Points #166,351,389.26310350210133,12,No,Safford,-1,No,-256,27,8,Strip,0.41,No,-20,38
510,Hash Three Points #510,352,388.87427479575575,12,No,Kanagawa,-5,No,362,29,6,Fan,0.05,Yes,-8,-50
673,Hash Three Points #673,353,388.66556269818244,12,No,Sonoran Sunset,-14,No,-256,48,7,Strip,0.38,No,39,24
795,Hash Three Points #795,354,387.1135976957921,12,No,Vaporwave,14,No,337,48,7,Strip,0.26,Yes,-15,10
417,Hash Three Points #417,355,386.65010311139736,12,No,Wasteland,7,Yes,-256,35,8,Strip,0.2,Yes,16,-34
889,Hash Three Points #889,356,386.6345160356177,12,No,Bone,-11,Yes,315,50,7,Strip,0.47,Yes,22,-17
894,Hash Three Points #894,357,386.6163407536133,12,No,Vaporwave,-11,Yes,-256,38,7,Strip,0.17,Yes,-56,-12
343,Hash Three Points #343,358,385.96317522899545,12,No,Wasteland,13,No,-256,40,6,Strip,0.08,Yes,53,0
42,Hash Three Points #42,359,385.7980335435922,12,No,Sonoran Sunset,-11,No,-256,35,6,Strip,0.32,No,-7,-48
131,Hash Three Points #131,360,385.5529513509367,12,No,Hunter,13,No,263,42,7,Strip,0.47,No,-13,24
739,Hash Three Points #739,361,385.4716402426243,12,No,Spring,6,Yes,-256,33,7,Strip,0.47,Yes,15,-49
833,Hash Three Points #833,362,385.2865329041027,12,No,Monochrome,-7,No,392,23,6,Fan,0.47,No,-25,-50
750,Hash Three Points #750,363,385.0862995879502,12,No,Bone,-8,Yes,427,27,7,Fan,0.23,Yes,-34,21
25,Hash Three Points #25,364,384.9054619640981,12,No,Bone,14,No,-256,48,6,Strip,0.05,Yes,28,-7
656,Hash Three Points #656,365,384.6300216670487,12,No,Vaporwave,-5,No,-256,44,6,Strip,0.38,Yes,53,1
219,Hash Three Points #219,366,384.1171688962253,12,No,Monochrome,-2,Yes,392,42,7,Fan,0.32,No,-35,10
509,Hash Three Points #509,367,383.80472456026996,12,No,Safford,-10,Yes,315,40,8,Strip,0.41,No,38,10
891,Hash Three Points #891,368,383.39220250563164,12,No,Wasteland,3,Yes,278,23,6,Strip,0.05,Yes,-3,33
390,Hash Three Points #390,369,382.88659160105703,12,No,Viva la Vida,8,Yes,-256,29,8,Strip,0.29,No,48,-3
503,Hash Three Points #503,370,381.72422425662256,12,No,Hunter,3,No,337,38,8,Strip,0.2,No,-22,34
295,Hash Three Points #295,371,381.47378549706565,12,No,Mint,4,Yes,295,25,7,Strip,0.08,Yes,-2,33
254,Hash Three Points #254,372,381.4020485320937,12,No,Bone,7,No,315,29,6,Strip,0.17,Yes,33,-20
454,Hash Three Points #454,373,381.36425200127906,12,No,Bone,1,No,-256,31,6,Strip,0.11,Yes,-19,-50
571,Hash Three Points #571,374,381.03092880949885,12,No,Monochrome,-7,No,295,31,7,Strip,0.05,No,-42,46
469,Hash Three Points #469,375,380.94721826628563,12,No,Earth,-1,Yes,-256,31,8,Strip,0.5,Yes,8,-45
932,Hash Three Points #932,376,380.93909718828183,12,No,Safford,-6,Yes,-256,27,6,Strip,0.44,No,-40,1
307,Hash Three Points #307,377,379.412680043067,12,No,Rocketpop,11,No,-256,42,8,Strip,0.47,No,-56,17
895,Hash Three Points #895,378,379.38535828621156,12,No,Ketchup and Mustard,8,No,-256,31,7,Strip,0.44,No,-13,36
584,Hash Three Points #584,379,379.16148825753726,12,No,Mint,4,No,337,44,7,Strip,0.38,Yes,-41,-18
620,Hash Three Points #620,380,379.1312791750265,12,No,Earth,2,No,427,50,8,Fan,0.5,Yes,-3,-21
676,Hash Three Points #676,381,378.63476880313794,12,No,Safford,9,No,362,35,7,Fan,0.41,No,-27,-34
693,Hash Three Points #693,382,377.49827177324767,12,No,Rocketpop,11,No,392,35,7,Fan,0.23,No,-21,18
129,Hash Three Points #129,383,376.81607985232097,12,No,Mint,-7,Yes,-256,44,7,Strip,0.11,Yes,-1,-6
948,Hash Three Points #948,384,376.54912354532996,12,No,Hunter,-1,No,-256,46,7,Strip,0.08,No,-17,-27
759,Hash Three Points #759,385,375.1685317826447,12,No,Kanagawa,-14,No,278,46,7,Strip,0.41,Yes,24,-22
971,Hash Three Points #971,386,375.0792975726642,12,No,Rocketpop,-4,No,315,25,6,Strip,0.2,No,-18,-27
628,Hash Three Points #628,387,374.6611211716091,12,No,Mint,6,Yes,337,42,6,Strip,0.47,Yes,29,-31
865,Hash Three Points #865,388,374.0993876562542,12,No,Wasteland,8,Yes,-256,23,7,Strip,0.41,Yes,48,26
947,Hash Three Points #947,389,373.4954298510187,12,No,Safford,9,No,278,44,8,Strip,0.41,No,25,-11
368,Hash Three Points #368,390,373.14866402415595,12,No,Kanagawa,3,Yes,263,33,7,Strip,0.17,Yes,-6,-21
76,Hash Three Points #76,391,372.74111745263593,12,No,Safford,-10,No,295,40,7,Strip,0.14,No,-34,20
48,Hash Three Points #48,392,372.30825837780486,12,No,Viva la Vida,-4,Yes,295,40,6,Strip,0.23,No,43,20
1014,Hash Three Points #1014,393,371.5552780017505,12,No,Ketchup and Mustard,15,No,-256,46,6,Strip,0.47,Yes,3,-13
785,Hash Three Points #785,394,370.3561487639723,12,No,Mint,14,No,392,44,7,Fan,0.35,Yes,15,-26
890,Hash Three Points #890,395,369.67770239484344,12,No,Viva la Vida,-5,No,427,21,6,Fan,0.14,No,-34,-10
815,Hash Three Points #815,396,368.91202751816763,12,No,Vaporwave,-4,Yes,392,29,6,Fan,0.29,Yes,-47,-20
788,Hash Three Points #788,397,368.5548226626969,12,No,Earth,5,No,-256,27,7,Strip,0.47,Yes,27,42
176,Hash Three Points #176,398,366.8157108009861,12,No,Wasteland,-1,No,-256,38,7,Strip,0.29,Yes,-1,20
157,Hash Three Points #157,399,366.8061513473331,12,No,Monochrome,10,No,295,48,6,Strip,0.5,No,-13,-29
273,Hash Three Points #273,400,366.7183792666144,12,No,Rose,5,Yes,-256,27,7,Strip,0.32,No,-1,-32
39,Hash Three Points #39,401,366.2390553521961,12,No,Safford,14,Yes,315,46,7,Strip,0.35,Yes,-4,-26
350,Hash Three Points #350,402,365.86722346973147,12,No,Viva la Vida,1,No,-256,23,7,Strip,0.23,No,-3,-34
765,Hash Three Points #765,403,364.19437096389515,12,No,Safford,6,No,-256,52,6,Strip,0.38,No,27,-21
92,Hash Three Points #92,404,364.0887897531383,12,No,Wasteland,-3,No,-256,35,7,Strip,0.47,Yes,-27,42
395,Hash Three Points #395,405,364.06946185063225,12,No,Safford,-12,Yes,362,50,8,Fan,0.5,No,3,34
226,Hash Three Points #226,406,363.09684505315767,12,No,Sonoran Sunset,-11,Yes,392,42,7,Fan,0.17,Yes,-4,2
8,Hash Three Points #8,407,362.7455807933157,12,No,Earth,-5,No,315,31,7,Strip,0.23,Yes,25,-4
342,Hash Three Points #342,408,362.4838044834107,12,No,Mint,-13,No,295,48,7,Strip,0.35,Yes,-19,28
637,Hash Three Points #637,409,362.3771388665742,12,No,Mint,6,No,337,25,6,Strip,0.26,Yes,-50,20
643,Hash Three Points #643,410,361.6426263956241,12,No,Wasteland,-9,Yes,362,46,8,Fan,0.47,Yes,30,-16
334,Hash Three Points #334,411,361.321066057218,12,No,Mint,13,No,-256,44,7,Strip,0.11,Yes,-21,32
695,Hash Three Points #695,412,361.02853207377973,12,No,Rocketpop,8,No,-256,29,6,Strip,0.5,No,24,50
612,Hash Three Points #612,413,360.4411817058187,12,No,Hunter,1,No,-256,50,8,Strip,0.2,No,23,35
953,Hash Three Points #953,414,360.3131004553631,12,No,Monochrome,-2,No,263,29,8,Strip,0.08,No,29,-40
464,Hash Three Points #464,415,360.2317209704165,12,No,Bone,3,No,427,31,7,Fan,0.47,Yes,-9,23
21,Hash Three Points #21,416,359.4260720388534,12,No,Hunter,2,Yes,263,27,8,Strip,0.26,No,-28,-26
689,Hash Three Points #689,417,358.8019284916382,12,No,Earth,2,No,362,25,7,Fan,0.11,Yes,-47,19
95,Hash Three Points #95,418,358.417172130947,12,No,Hunter,-11,Yes,315,42,7,Strip,0.11,No,19,-30
828,Hash Three Points #828,419,357.8023712124598,12,No,Monochrome,12,No,-256,50,8,Strip,0.5,No,-26,21
684,Hash Three Points #684,420,357.51754688346784,12,No,Kanagawa,-3,No,315,21,8,Strip,0.47,Yes,32,32
121,Hash Three Points #121,421,356.88069869821356,12,No,Earth,-3,No,-256,31,6,Strip,0.08,Yes,39,-13
231,Hash Three Points #231,422,356.74847290848925,12,No,Ketchup and Mustard,-10,Yes,-256,52,7,Strip,0.35,No,-42,19
581,Hash Three Points #581,423,356.03249516316544,12,No,Bone,4,No,337,25,6,Strip,0.2,Yes,24,18
357,Hash Three Points #357,424,355.72016537954283,12,No,Wasteland,14,Yes,-256,44,8,Strip,0.35,Yes,0,-48
0,Hash Three Points #0,425,355.3496158983909,12,No,Rocketpop,-7,No,427,48,8,Fan,0.5,No,-9,-21
513,Hash Three Points #513,426,354.75794479056447,12,No,Ketchup and Mustard,-1,Yes,-256,48,7,Strip,0.26,No,-56,5
840,Hash Three Points #840,427,353.96968296833336,12,No,Monochrome,11,No,362,44,7,Fan,0.2,No,28,-18
141,Hash Three Points #141,428,353.56647501710466,12,No,Safford,2,Yes,-256,44,7,Strip,0.38,No,34,48
279,Hash Three Points #279,429,353.40992455239234,12,No,Sonoran Sunset,11,No,278,52,7,Strip,0.05,Yes,18,-26
714,Hash Three Points #714,430,353.3612617812861,12,No,Spring,8,No,-256,40,7,Strip,0.17,Yes,-26,-22
651,Hash Three Points #651,431,353.2543118196794,12,No,Rocketpop,14,Yes,337,46,7,Strip,0.32,No,-5,15
728,Hash Three Points #728,432,352.6979452082655,12,No,Monochrome,-9,No,-256,35,7,Strip,0.2,No,23,26
175,Hash Three Points #175,433,351.8529623940059,12,No,Vaporwave,2,No,427,23,7,Fan,0.35,Yes,27,34
56,Hash Three Points #56,434,351.6611211757896,12,No,Viva la Vida,8,No,-256,50,7,Strip,0.17,No,-28,39
784,Hash Three Points #784,435,351.51604320695765,12,No,Viva la Vida,-6,No,392,35,8,Fan,0.47,No,12,11
636,Hash Three Points #636,436,351.40626435408706,12,No,Mint,11,No,315,40,7,Strip,0.23,Yes,-4,-26
360,Hash Three Points #360,437,351.30688299333747,12,No,Rose,1,No,337,38,7,Strip,0.44,No,-2,29
252,Hash Three Points #252,438,351.0041301875549,12,No,Safford,-14,No,263,50,7,Strip,0.35,Yes,18,-23
426,Hash Three Points #426,439,349.3130996132845,12,No,Earth,13,Yes,-256,44,6,Strip,0.44,Yes,-32,2
535,Hash Three Points #535,440,349.0722034972563,12,No,Sonoran Sunset,-2,Yes,263,46,6,Strip,0.44,No,14,2
619,Hash Three Points #619,441,348.231085929187,12,No,Sonoran Sunset,7,No,-256,42,6,Strip,0.11,No,-47,-30
241,Hash Three Points #241,442,347.65181222771884,12,No,Bone,-8,No,362,42,7,Fan,0.5,Yes,29,31
148,Hash Three Points #148,443,347.44684630413303,12,No,Kanagawa,5,No,278,33,8,Strip,0.5,Yes,21,50
444,Hash Three Points #444,444,347.1959616456205,12,No,Safford,-9,No,295,33,7,Strip,0.11,No,33,22
423,Hash Three Points #423,445,347.01362415326673,12,No,Ketchup and Mustard,-12,No,278,46,7,Strip,0.05,No,-3,-31
655,Hash Three Points #655,446,346.52588474011475,12,No,Viva la Vida,9,Yes,-256,52,8,Strip,0.47,No,33,16
132,Hash Three Points #132,447,345.7106710504074,12,No,Mint,4,No,337,44,8,Strip,0.32,Yes,-36,19
973,Hash Three Points #973,448,345.69222740147893,12,No,Earth,5,No,263,25,7,Strip,0.11,Yes,-47,-17
848,Hash Three Points #848,449,344.15334322995056,12,No,Monochrome,9,No,278,33,7,Strip,0.08,No,-31,29
820,Hash Three Points #820,450,344.14811184366044,12,No,Spring,8,No,315,35,6,Strip,0.41,Yes,-6,-42
208,Hash Three Points #208,451,344.08652109814466,12,No,Kanagawa,5,No,-256,23,6,Strip,0.2,Yes,-41,-3
187,Hash Three Points #187,452,343.811401944193,12,No,Wasteland,6,Yes,-256,50,6,Strip,0.32,Yes,-17,38
749,Hash Three Points #749,453,343.3319114503494,12,No,Kanagawa,-2,Yes,315,46,6,Strip,0.17,Yes,30,12
748,Hash Three Points #748,454,342.71243538899375,12,No,Mint,-8,Yes,392,33,8,Fan,0.14,Yes,-21,27
108,Hash Three Points #108,455,342.02951208441283,12,No,Mint,-2,No,263,29,8,Strip,0.08,Yes,48,-11
582,Hash Three Points #582,456,341.50222424974345,12,No,Bone,11,No,-256,40,7,Strip,0.2,Yes,-23,-33
741,Hash Three Points #741,457,341.26734330604137,12,No,Hunter,-10,No,-256,48,7,Strip,0.23,No,38,28
487,Hash Three Points #487,458,341.17574108610984,12,No,Sonoran Sunset,2,No,263,48,7,Strip,0.5,No,-10,-24
261,Hash Three Points #261,459,341.03203882162154,12,No,Monochrome,9,Yes,427,33,7,Fan,0.47,No,-17,18
718,Hash Three Points #718,460,340.78958146407854,12,No,Wasteland,5,No,-256,21,7,Strip,0.17,Yes,-9,60
392,Hash Three Points #392,461,340.2384464698367,12,No,Earth,7,Yes,-256,40,7,Strip,0.17,Yes,-23,-24
397,Hash Three Points #397,462,339.41740769558123,12,No,Kanagawa,-12,No,-256,40,6,Strip,0.38,Yes,0,42
994,Hash Three Points #994,463,338.6029133489463,12,No,Hunter,-5,No,315,52,7,Strip,0.41,No,19,-20
896,Hash Three Points #896,464,338.4173699163123,12,No,Vaporwave,-9,Yes,-256,33,7,Strip,0.32,Yes,28,46
