ID,Name,Rank,Rarity_Score,Acid,Attributes,Background color,Bubbles?,Color palette,Color variation,Deposit,Discrete division,Discrete turns,Displacement level (0-9),Division angle,Division chances,How are you?,Inverted,Mutation,Pointillism,Spike level (0-9),Stripe level (0-9),Termination chances,Termination threshold,Tinge palette,Turn,You smell,Your hotness 1-10,can I touch the bubble?,ooOo0ooOO?,ooh?,oooh?,you are
17201,FXHASH Logo with Features #538,238,63.87938040301517,False,13,None,None,None,very low,low,True,False,None,very high,low,None,False,very high,False,None,None,very high,very low,None,normal,None,None,None,None,None,None,None
88,FXHASH Logo with Features #13,239,63.82571745807017,False,13,None,None,None,very low,very low,True,False,None,very low,high,None,False,very high,False,None,None,normal,low,None,normal,None,None,None,None,None,None,None
10848,FXHASH Logo with Features #365,240,63.74889179102323,False,13,None,None,None,very low,normal,True,True,None,very low,very low,None,True,low,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
414,FXHASH Logo with Features #53,241,63.624792694564526,False,13,None,None,None,very low,high,True,False,None,very low,very low,None,False,very high,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
6692,FXHASH Logo with Features #266,242,63.58955834082392,False,13,None,None,None,very low,high,False,False,None,low,high,None,True,very high,False,None,None,high,high,None,low,None,None,None,None,None,None,None
17475,FXHASH Logo with Features #553,243,63.57367952734552,False,13,None,None,None,very low,very low,False,True,None,very low,very low,None,False,very high,False,None,None,very high,low,None,normal,None,None,None,None,None,None,None
20162,FXHASH Logo with Features #919,244,63.55222317660342,False,13,None,None,None,very low,very high,False,False,None,high,high,None,False,very high,False,None,None,high,very low,None,normal,None,None,None,None,None,None,None
19080,FXHASH Logo with Features #699,245,63.42542348525436,False,13,None,None,None,very low,very high,True,False,None,very low,high,None,False,very low,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
9233,FXHASH Logo with Features #333,246,63.36635485350893,False,13,None,None,None,very low,normal,False,False,None,very low,very high,None,True,low,False,None,None,high,low,None,low,None,None,None,None,None,None,None
17634,FXHASH Logo with Features #567,247,63.31623394703019,False,13,None,None,None,very low,low,True,False,None,very high,very low,None,True,high,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
12303,FXHASH Logo with Features #401,248,63.306532462632745,False,13,None,None,None,very low,high,True,False,None,very low,high,None,True,high,False,None,None,high,low,None,low,None,None,None,None,None,None,None
1685,FXHASH Logo with Features #113,249,63.28020792684505,False,13,None,None,None,very low,very low,True,True,None,high,normal,None,True,low,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
14423,FXHASH Logo with Features #463,250,63.26069269582567,False,13,None,None,None,very low,normal,True,True,None,high,very high,None,False,very high,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
15164,FXHASH Logo with Features #486,251,63.23374715200927,False,13,None,None,None,very low,very high,False,False,None,very low,very low,None,True,low,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
19460,FXHASH Logo with Features #800,252,63.220359350610956,False,13,None,None,None,very low,high,True,False,None,very low,very high,None,False,high,False,None,None,very high,very low,None,normal,None,None,None,None,None,None,None
18677,FXHASH Logo with Features #636,253,63.21802315937028,False,13,None,None,None,very low,normal,False,False,None,very low,very high,None,False,very high,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
17457,FXHASH Logo with Features #550,254,63.174497369601326,False,13,None,None,None,very low,high,False,False,None,low,high,None,False,very high,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
91,FXHASH Logo with Features #15,255,63.15001756740169,False,13,None,None,None,very low,very low,False,True,None,low,very high,None,True,low,False,None,None,low,low,None,low,None,None,None,None,None,None,None
20212,FXHASH Logo with Features #929,256,63.0982573241446,False,13,None,None,None,very low,high,False,False,None,very low,low,None,False,high,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
20005,FXHASH Logo with Features #886,257,63.02735184328396,False,13,None,None,None,very low,very high,True,False,None,very high,high,None,True,normal,False,None,None,high,normal,None,low,None,None,None,None,None,None,None
13295,FXHASH Logo with Features #422,258,63.02473071903069,False,13,None,None,None,very low,normal,True,False,None,low,very low,None,False,very high,False,None,None,very low,high,None,normal,None,None,None,None,None,None,None
20616,FXHASH Logo with Features #993,259,62.991415834547226,False,13,None,None,None,very low,low,False,False,None,very low,very high,None,True,high,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
928,FXHASH Logo with Features #83,260,62.985455492346645,False,13,None,None,None,very low,low,True,False,None,very high,high,None,False,very high,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
18159,FXHASH Logo with Features #600,261,62.97925252014541,False,13,None,None,None,very low,normal,True,True,None,very high,very high,None,True,normal,False,None,None,very low,normal,None,low,None,None,None,None,None,None,None
15194,FXHASH Logo with Features #487,262,62.965502427676036,False,13,None,None,None,very low,high,True,True,None,very low,low,None,False,very high,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
17327,FXHASH Logo with Features #541,263,62.95141311671952,False,13,None,None,None,very low,very high,True,True,None,very low,very low,None,True,normal,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
20211,FXHASH Logo with Features #928,264,62.95126966340705,False,13,None,None,None,very low,high,True,True,None,very high,very high,None,False,low,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
7071,FXHASH Logo with Features #273,265,62.941067983965226,False,13,None,None,None,very low,normal,True,False,None,high,very low,None,False,very high,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
19945,FXHASH Logo with Features #872,266,62.91560365660311,False,13,None,None,None,very low,very low,True,False,None,very high,high,None,True,very low,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
18000,FXHASH Logo with Features #589,267,62.911478119156904,False,13,None,None,None,very low,very high,False,True,None,low,high,None,False,low,False,None,None,very low,normal,None,normal,None,None,None,None,None,None,None
14207,FXHASH Logo with Features #454,268,62.90474688308134,False,13,None,None,None,very low,low,False,True,None,high,very high,None,True,very high,False,None,None,high,high,None,low,None,None,None,None,None,None,None
18353,FXHASH Logo with Features #620,269,62.87819726585957,False,13,None,None,None,very low,very low,True,False,None,normal,high,None,False,low,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
8680,FXHASH Logo with Features #327,270,62.8542116457567,False,13,None,None,None,very low,very high,True,True,None,high,high,None,False,very high,False,None,None,very low,very high,None,normal,None,None,None,None,None,None,None
19509,FXHASH Logo with Features #807,271,62.80551840452634,False,13,None,None,None,very low,very low,True,False,None,very low,very low,None,True,high,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
20577,FXHASH Logo with Features #987,272,62.78465298073015,False,13,None,None,None,very low,very high,False,True,None,normal,very low,None,False,very high,False,None,None,very low,high,None,normal,None,None,None,None,None,None,None
3872,FXHASH Logo with Features #201,273,62.74872279392236,False,13,None,None,None,very low,very high,True,True,None,very low,very low,None,False,normal,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
18818,FXHASH Logo with Features #653,274,62.73921856622608,False,13,None,None,None,very low,high,False,False,None,very high,very high,None,True,high,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
11972,FXHASH Logo with Features #396,275,62.73437581540451,False,13,None,None,None,very low,high,True,False,None,high,very low,None,True,very low,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
10727,FXHASH Logo with Features #361,276,62.723816024170894,False,13,None,None,None,very low,low,False,False,None,low,very high,None,False,very high,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
19325,FXHASH Logo with Features #741,277,62.70349397136135,False,13,None,None,None,very low,normal,True,True,None,very high,very low,None,False,very low,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
493,FXHASH Logo with Features #58,278,62.70285611323163,False,13,None,None,None,very low,low,False,False,None,very low,very low,None,False,very low,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
5447,FXHASH Logo with Features #228,279,62.65542343546188,False,13,None,None,None,very low,high,False,False,None,very low,very low,None,False,very low,False,None,None,low,low,None,normal,None,None,None,None,None,None,None
19616,FXHASH Logo with Features #828,280,62.63925083137801,False,13,None,None,None,very low,very low,False,True,None,low,low,None,False,very high,False,None,None,low,very high,None,normal,None,None,None,None,None,None,None
1180,FXHASH Logo with Features #94,281,62.635414521597596,False,13,None,None,None,very low,very low,False,False,None,low,very low,None,False,high,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
2722,FXHASH Logo with Features #163,282,62.62942836439031,False,13,None,None,None,very low,very low,True,True,None,very high,very low,None,False,very low,False,None,None,low,normal,None,normal,None,None,None,None,None,None,None
2937,FXHASH Logo with Features #166,283,62.60161368827436,False,13,None,None,None,very low,normal,False,False,None,low,low,None,False,high,False,None,None,very low,very low,None,normal,None,None,None,None,None,None,None
20105,FXHASH Logo with Features #907,284,62.60151621293639,False,13,None,None,None,very low,very low,True,False,None,very low,very low,None,True,high,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
12953,FXHASH Logo with Features #413,285,62.60126598736669,False,13,None,None,None,very low,normal,False,True,None,low,very low,None,False,very high,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
14392,FXHASH Logo with Features #462,286,62.565006674966355,False,13,None,None,None,very low,high,True,False,None,high,high,None,True,very low,False,None,None,low,low,None,low,None,None,None,None,None,None,None
20106,FXHASH Logo with Features #908,287,62.53987479816449,False,13,None,None,None,very low,very low,True,False,None,low,very high,None,True,normal,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
19245,FXHASH Logo with Features #729,288,62.52814310564791,False,13,None,None,None,very low,high,False,True,None,normal,low,None,False,very high,False,None,None,high,high,None,normal,None,None,None,None,None,None,None
11007,FXHASH Logo with Features #374,289,62.52267833772322,False,13,None,None,None,very low,very low,False,True,None,low,high,None,False,high,False,None,None,very low,normal,None,normal,None,None,None,None,None,None,None
15197,FXHASH Logo with Features #488,290,62.521923781212124,False,13,None,None,None,very low,very high,False,True,None,very high,high,None,False,high,False,None,None,normal,low,None,normal,None,None,None,None,None,None,None
3038,FXHASH Logo with Features #169,291,62.504427664654685,False,13,None,None,None,very low,high,True,True,None,low,normal,None,False,high,False,None,None,normal,very low,None,normal,None,None,None,None,None,None,None
20311,FXHASH Logo with Features #946,292,62.49367561829407,False,13,None,None,None,very low,low,True,True,None,normal,very high,None,False,very high,False,None,None,very low,very high,None,normal,None,None,None,None,None,None,None
8189,FXHASH Logo with Features #324,293,62.487433382362056,False,13,None,None,None,very low,very low,True,True,None,low,high,None,False,high,False,None,None,very low,high,None,normal,None,None,None,None,None,None,None
18036,FXHASH Logo with Features #592,294,62.44986139135582,False,13,None,None,None,very low,very high,False,True,None,very high,normal,None,False,very low,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
7453,FXHASH Logo with Features #301,295,62.42694741549823,False,13,None,None,None,very low,high,True,False,None,very high,normal,None,False,normal,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
15502,FXHASH Logo with Features #500,296,62.42363889751675,False,13,None,None,None,very low,high,False,True,None,normal,very low,None,False,very high,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
13352,FXHASH Logo with Features #425,297,62.41837001429434,False,13,None,None,None,very low,very low,False,True,None,high,high,None,True,low,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
16035,FXHASH Logo with Features #517,298,62.40831688735875,False,13,None,None,None,very low,low,False,False,None,very low,normal,None,True,normal,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
3940,FXHASH Logo with Features #204,299,62.40545419273418,False,13,None,None,None,very low,very high,True,False,None,very high,high,None,False,normal,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
16841,FXHASH Logo with Features #530,300,62.394185087244466,False,13,None,None,None,very low,very low,False,False,None,low,low,None,True,very low,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None
20543,FXHASH Logo with Features #982,301,62.37732245927854,False,13,None,None,None,very low,normal,True,False,None,high,high,None,False,very low,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
17121,FXHASH Logo with Features #536,302,62.36667006181922,False,13,None,None,None,very low,very high,True,False,None,low,low,None,True,low,False,None,None,very high,very high,None,low,None,None,None,None,None,None,None
4818,FXHASH Logo with Features #216,303,62.34952361483785,False,13,None,None,None,very low,very low,True,True,None,high,normal,None,True,low,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
13627,FXHASH Logo with Features #430,304,62.33817652228436,False,13,None,None,None,very low,low,False,False,None,very low,high,None,True,normal,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
15434,FXHASH Logo with Features #497,305,62.30322843148907,False,13,None,None,None,very low,low,False,False,None,low,normal,None,False,normal,False,None,None,high,very low,None,normal,None,None,None,None,None,None,None
2060,FXHASH Logo with Features #126,306,62.296572821786,False,13,None,None,None,very low,very high,True,True,None,normal,high,None,False,very low,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
15937,FXHASH Logo with Features #515,307,62.2860110142977,False,13,None,None,None,very low,very high,False,False,None,low,normal,None,False,very low,False,None,None,very low,high,None,normal,None,None,None,None,None,None,None
15,FXHASH Logo with Features #5,308,62.271374414479084,False,13,None,None,None,very low,low,True,True,None,low,very high,None,False,low,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
18914,FXHASH Logo with Features #669,309,62.268567723866425,False,13,None,None,None,very low,low,True,False,None,very low,low,None,True,normal,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
2321,FXHASH Logo with Features #147,310,62.25884162841369,False,13,None,None,None,very low,very high,True,True,None,normal,low,None,False,very low,False,None,None,high,very low,None,normal,None,None,None,None,None,None,None
6157,FXHASH Logo with Features #244,311,62.251152593340656,False,13,None,None,None,very low,normal,False,True,None,very high,normal,None,False,high,False,None,None,very high,low,None,normal,None,None,None,None,None,None,None
5179,FXHASH Logo with Features #221,312,62.230129971332474,False,13,None,None,None,very low,normal,False,True,None,low,very low,None,True,low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
18601,FXHASH Logo with Features #629,313,62.182163943892036,False,13,None,None,None,very low,high,True,True,None,normal,very high,None,True,normal,False,None,None,low,low,None,low,None,None,None,None,None,None,None
6287,FXHASH Logo with Features #254,314,62.18145225317399,False,13,None,None,None,very low,very low,True,True,None,normal,low,None,False,normal,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
12335,FXHASH Logo with Features #402,315,62.180604649461856,False,13,None,None,None,very low,normal,True,True,None,very high,low,None,False,very low,False,None,None,low,high,None,normal,None,None,None,None,None,None,None
6334,FXHASH Logo with Features #257,316,62.168592755927406,False,13,None,None,None,very low,very low,True,False,None,low,very low,None,False,low,False,None,None,high,very high,None,normal,None,None,None,None,None,None,None
18096,FXHASH Logo with Features #598,317,62.165697493789864,False,13,None,None,None,very low,normal,False,True,None,low,very high,None,True,very low,False,None,None,high,high,None,low,None,None,None,None,None,None,None
19087,FXHASH Logo with Features #700,318,62.15766008772045,False,13,None,None,None,very low,very high,False,True,None,very high,normal,None,False,normal,False,None,None,very high,high,None,normal,None,None,None,None,None,None,None
5530,FXHASH Logo with Features #233,319,62.15400213326497,False,13,None,None,None,very low,normal,True,True,None,low,very high,None,False,normal,False,None,None,very low,low,None,normal,None,None,None,None,None,None,None
7560,FXHASH Logo with Features #302,320,62.134540560738756,False,13,None,None,None,very low,very low,False,False,None,high,low,None,True,high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
11,FXHASH Logo with Features #2,321,62.12542366725999,False,13,None,None,None,very low,normal,False,True,None,low,normal,None,False,low,False,None,None,low,high,None,normal,None,None,None,None,None,None,None
14261,FXHASH Logo with Features #457,322,62.1080411976852,False,13,None,None,None,very low,normal,True,True,None,very high,very low,None,False,high,False,None,None,low,high,None,normal,None,None,None,None,None,None,None
19223,FXHASH Logo with Features #726,323,62.092098782152114,False,13,None,None,None,very low,high,True,True,None,high,very low,None,True,normal,False,None,None,low,low,None,low,None,None,None,None,None,None,None
16369,FXHASH Logo with Features #523,324,62.08765628813016,False,13,None,None,None,very low,very low,True,False,None,high,low,None,False,normal,False,None,None,normal,very low,None,normal,None,None,None,None,None,None,None
19155,FXHASH Logo with Features #711,325,62.08563327038355,False,13,None,None,None,very low,high,False,True,None,very high,low,None,True,very high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None
1423,FXHASH Logo with Features #100,326,62.07859598504054,False,13,None,None,None,very low,normal,True,True,None,low,normal,None,True,very low,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
12882,FXHASH Logo with Features #412,327,62.063207766049125,False,13,None,None,None,very low,very high,True,True,None,normal,low,None,False,low,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
14089,FXHASH Logo with Features #451,328,62.06284741675938,False,13,None,None,None,very low,normal,True,True,None,high,very high,None,False,normal,False,None,None,low,very low,None,normal,None,None,None,None,None,None,None
774,FXHASH Logo with Features #77,329,62.028145137071206,False,13,None,None,None,very low,very high,False,True,None,high,very low,None,False,very high,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
19327,FXHASH Logo with Features #742,330,62.019119123582726,False,13,None,None,None,very low,very low,True,False,None,low,very high,None,False,normal,False,None,None,high,high,None,normal,None,None,None,None,None,None,None
9984,FXHASH Logo with Features #341,331,62.011085014271636,False,13,None,None,None,very low,normal,False,True,None,very high,low,None,False,very low,False,None,None,normal,normal,None,normal,None,None,None,None,None,None,None
12,FXHASH Logo with Features #3,332,61.98534229174663,False,13,None,None,None,very low,low,False,True,None,very high,high,None,False,normal,False,None,None,normal,high,None,normal,None,None,None,None,None,None,None
2252,FXHASH Logo with Features #141,333,61.93706241981062,False,13,None,None,None,very low,normal,True,True,None,normal,low,None,False,low,False,None,None,low,low,None,normal,None,None,None,None,None,None,None
2303,FXHASH Logo with Features #145,334,61.91945544550901,False,13,None,None,None,very low,normal,False,True,None,normal,very high,None,False,low,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
13237,FXHASH Logo with Features #419,335,61.891706301766895,False,13,None,None,None,very low,high,True,False,None,normal,very high,None,False,very low,False,None,None,low,normal,None,normal,None,None,None,None,None,None,None
20069,FXHASH Logo with Features #901,336,61.872161356740904,False,13,None,None,None,very low,high,True,True,None,very high,normal,None,False,normal,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
19005,FXHASH Logo with Features #686,337,61.83937339349321,False,13,None,None,None,very low,low,True,False,None,very high,normal,None,False,very low,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
19364,FXHASH Logo with Features #751,338,61.76677101788611,False,13,None,None,None,very low,normal,False,True,None,normal,low,None,True,normal,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
17477,FXHASH Logo with Features #554,339,61.757426722732276,False,13,None,None,None,very low,low,False,True,None,high,low,None,False,low,False,None,None,normal,low,None,normal,None,None,None,None,None,None,None
485,FXHASH Logo with Features #56,340,61.73364133061209,False,13,None,None,None,very low,very low,False,False,None,high,very high,None,True,very high,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
4282,FXHASH Logo with Features #210,341,61.72029556485699,False,13,None,None,None,very low,normal,False,True,None,low,normal,None,False,normal,False,None,None,high,low,None,normal,None,None,None,None,None,None,None
4357,FXHASH Logo with Features #211,342,61.712842110900226,False,13,None,None,None,very low,high,True,False,None,high,very low,None,False,low,False,None,None,very high,very high,None,normal,None,None,None,None,None,None,None
19672,FXHASH Logo with Features #838,343,61.71136169020687,False,13,None,None,None,very low,very low,False,True,None,high,high,None,False,high,False,None,None,normal,normal,None,normal,None,None,None,None,None,None,None
20072,FXHASH Logo with Features #903,344,61.67106788709315,False,13,None,None,None,very low,normal,True,False,None,high,high,None,True,normal,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
19105,FXHASH Logo with Features #702,345,61.61939539491314,False,13,None,None,None,very low,very high,True,False,None,very high,very low,None,True,very high,False,None,None,low,high,None,very low,None,None,None,None,None,None,None
10772,FXHASH Logo with Features #362,346,61.60910308820147,False,13,None,None,None,very low,low,False,False,None,high,normal,None,False,high,False,None,None,low,low,None,normal,None,None,None,None,None,None,None
14982,FXHASH Logo with Features #481,347,61.59892691284592,False,13,None,None,None,very low,high,True,False,None,high,low,None,True,very low,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
18294,FXHASH Logo with Features #616,348,61.57915845960318,False,13,None,None,None,very low,very low,False,True,None,very low,high,None,True,very low,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
15706,FXHASH Logo with Features #507,349,61.56320870013613,False,13,None,None,None,very low,very high,False,True,None,high,normal,None,False,high,False,None,None,very high,normal,None,normal,None,None,None,None,None,None,None
19006,FXHASH Logo with Features #687,350,61.54700451726098,False,13,None,None,None,very low,normal,False,False,None,normal,high,None,True,high,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
20004,FXHASH Logo with Features #885,351,61.53144937656114,False,13,None,None,None,very low,high,False,False,None,low,low,None,False,normal,False,None,None,normal,high,None,normal,None,None,None,None,None,None,None
19801,FXHASH Logo with Features #848,352,61.52728780615854,False,13,None,None,None,very low,low,False,True,None,normal,high,None,False,high,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
18071,FXHASH Logo with Features #595,353,61.52659682311029,False,13,None,None,None,very low,normal,False,True,None,very high,very low,None,False,high,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
15021,FXHASH Logo with Features #482,354,61.4934795473025,False,13,None,None,None,very low,very low,True,True,None,normal,very high,None,False,very low,False,None,None,low,very high,None,normal,None,None,None,None,None,None,None
1426,FXHASH Logo with Features #101,355,61.4900150881179,False,13,None,None,None,very low,very low,False,True,None,normal,low,None,False,normal,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
13534,FXHASH Logo with Features #427,356,61.48563892868681,False,13,None,None,None,very low,normal,True,True,None,high,normal,None,False,low,False,None,None,very high,very high,None,normal,None,None,None,None,None,None,None
587,FXHASH Logo with Features #66,357,61.459262863012114,False,13,None,None,None,very low,very low,False,False,None,low,normal,None,True,very high,False,None,None,high,low,None,very low,None,None,None,None,None,None,None
17568,FXHASH Logo with Features #560,358,61.45434516953223,False,13,None,None,None,very low,very high,True,False,None,high,very low,None,False,normal,False,None,None,low,high,None,normal,None,None,None,None,None,None,None
18021,FXHASH Logo with Features #591,359,61.44840878896794,False,13,None,None,None,very low,very low,True,False,None,very low,very low,None,True,very low,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
6218,FXHASH Logo with Features #252,360,61.44240013360469,False,13,None,None,None,very low,low,False,True,None,high,very low,None,False,low,False,None,None,low,very high,None,normal,None,None,None,None,None,None,None
20031,FXHASH Logo with Features #893,361,61.399420661276096,False,13,None,None,None,very low,normal,True,True,None,high,very low,None,True,high,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
416,FXHASH Logo with Features #54,362,61.36946199481345,False,13,None,None,None,very low,low,True,False,None,very high,high,None,True,very low,False,None,None,high,very low,None,very low,None,None,None,None,None,None,None
15299,FXHASH Logo with Features #490,363,61.326840533574426,False,13,None,None,None,very low,normal,True,False,None,very high,very low,None,True,low,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None
20487,FXHASH Logo with Features #974,364,61.32291107857487,False,13,None,None,None,very low,low,True,False,None,high,low,None,True,very high,False,None,None,high,very low,None,very low,None,None,None,None,None,None,None
576,FXHASH Logo with Features #63,365,61.30608537493094,False,13,None,None,None,very low,low,True,True,None,high,low,None,False,normal,False,None,None,high,normal,None,normal,None,None,None,None,None,None,None
20234,FXHASH Logo with Features #933,366,61.24550339420528,False,13,None,None,None,very low,very high,True,False,None,low,very low,None,True,low,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
19654,FXHASH Logo with Features #834,367,61.216949841657694,False,13,None,None,None,very low,normal,False,False,None,very high,normal,None,True,very high,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None
3005,FXHASH Logo with Features #167,368,61.18027893288748,False,13,None,None,None,very low,normal,False,True,None,low,very low,None,False,very low,False,None,None,very high,very high,None,normal,None,None,None,None,None,None,None
11872,FXHASH Logo with Features #391,369,61.17290653423648,False,13,None,None,None,very low,low,False,True,None,normal,very low,None,False,normal,False,None,None,very high,low,None,normal,None,None,None,None,None,None,None
17805,FXHASH Logo with Features #576,370,61.16506202176694,False,13,None,None,None,very low,high,False,False,None,very low,high,None,True,low,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None
7582,FXHASH Logo with Features #303,371,61.15101034175423,False,13,None,None,None,very low,very high,False,True,None,low,very high,None,True,very high,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None
2446,FXHASH Logo with Features #155,372,61.13658449432218,False,13,None,None,None,very low,very high,False,False,None,low,normal,None,True,very high,False,None,None,high,high,None,very low,None,None,None,None,None,None,None
18236,FXHASH Logo with Features #609,373,61.11193765246165,False,13,None,None,None,very low,normal,True,True,None,high,very high,None,False,very low,False,None,None,very high,very high,None,normal,None,None,None,None,None,None,None
20068,FXHASH Logo with Features #900,374,61.11100978223449,False,13,None,None,None,very low,very high,True,True,None,high,high,None,True,very high,False,None,None,very high,low,None,very low,None,None,None,None,None,None,None
18600,FXHASH Logo with Features #628,375,61.109364757491875,False,13,None,None,None,very low,normal,True,True,None,normal,very low,None,False,normal,False,None,None,low,high,None,normal,None,None,None,None,None,None,None
20367,FXHASH Logo with Features #953,376,61.05272745500397,False,13,None,None,None,very low,very high,True,False,None,normal,normal,None,True,very high,False,None,None,low,low,None,very low,None,None,None,None,None,None,None
9224,FXHASH Logo with Features #332,377,61.03642619689279,False,13,None,None,None,very low,low,True,False,None,low,low,None,True,low,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
19981,FXHASH Logo with Features #880,378,61.03514537693096,False,13,None,None,None,very low,high,True,False,None,very low,very high,None,True,very low,False,None,None,low,low,None,very low,None,None,None,None,None,None,None
20575,FXHASH Logo with Features #985,379,61.00200990775029,False,13,None,None,None,very low,normal,True,False,None,low,very low,None,False,normal,False,None,None,normal,very high,None,normal,None,None,None,None,None,None,None
18198,FXHASH Logo with Features #604,380,60.90695173856806,False,13,None,None,None,very low,high,True,False,None,very low,high,None,True,very low,False,None,None,high,high,None,very low,None,None,None,None,None,None,None
20486,FXHASH Logo with Features #973,381,60.88757864255379,False,13,None,None,None,very low,normal,True,True,None,very low,normal,None,True,high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None
11218,FXHASH Logo with Features #378,382,60.846841937631716,False,13,None,None,None,very low,high,True,False,None,low,very low,None,True,very high,False,None,None,low,very high,None,very low,None,None,None,None,None,None,None
18181,FXHASH Logo with Features #602,383,60.84516008474385,False,13,None,None,None,very low,very low,False,True,None,normal,normal,None,True,very high,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None
1496,FXHASH Logo with Features #106,384,60.79992501479304,False,13,None,None,None,very low,high,False,True,None,low,high,None,True,very low,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None
18966,FXHASH Logo with Features #677,385,60.786272886073334,False,13,None,None,None,very low,low,False,True,None,very high,very low,None,True,very high,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None
16216,FXHASH Logo with Features #519,386,60.78302076947412,False,13,None,None,None,very low,low,False,True,None,very high,very high,None,True,normal,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None
11331,FXHASH Logo with Features #382,387,60.69583493313425,False,13,None,None,None,very low,normal,False,True,None,normal,very high,None,True,low,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
2727,FXHASH Logo with Features #164,388,60.66803894670315,False,13,None,None,None,very low,very low,False,True,None,very high,very high,None,True,very low,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None
19230,FXHASH Logo with Features #727,389,60.63875787413552,False,13,None,None,None,very low,very high,True,True,None,high,very high,None,True,very low,False,None,None,high,very low,None,very low,None,None,None,None,None,None,None
