ID,Name,Rank,Rarity_Score,Acid-Scores,Attributes-Scores,Background color-Scores,Bubbles?-Scores,Color palette-Scores,Color variation-Scores,Deposit-Scores,Discrete division-Scores,Discrete turns-Scores,Displacement level (0-9)-Scores,Division angle-Scores,Division chances-Scores,How are you?-Scores,Inverted-Scores,Mutation-Scores,Pointillism-Scores,Spike level (0-9)-Scores,Stripe level (0-9)-Scores,Termination chances-Scores,Termination threshold-Scores,Tinge palette-Scores,Turn-Scores,You smell-Scores,Your hotness 1-10-Scores,can I touch the bubble?-Scores,ooOo0ooOO?-Scores,ooh?-Scores,oooh?-Scores,you are-Scores
10790,FXHASH Logo with Features #363,158,73.81535887700358,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,4,4,1,18,1,1,1,1,1,1,1
16313,FXHASH Logo with Features #520,159,73.76284911233864,1,1,1,1,1,16,5,1,1,1,4,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
6897,FXHASH Logo with Features #271,160,73.72663836335215,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
2148,FXHASH Logo with Features #132,161,73.69429840848717,1,1,1,1,1,1,4,1,1,1,5,4,1,1,5,1,1,1,4,5,1,18,1,1,1,1,1,1,1
11976,FXHASH Logo with Features #397,162,73.68518520660216,1,1,1,1,1,1,4,2,2,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
20002,FXHASH Logo with Features #884,163,73.55653846612947,1,1,1,1,1,1,5,2,1,1,5,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
19202,FXHASH Logo with Features #722,164,73.53785539938038,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
13241,FXHASH Logo with Features #420,165,73.49474301535587,1,1,1,1,1,1,5,1,2,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
19165,FXHASH Logo with Features #715,166,73.3429227765411,1,1,1,1,1,1,5,2,2,1,4,4,1,1,4,1,1,1,4,5,1,18,1,1,1,1,1,1,1
932,FXHASH Logo with Features #84,167,73.30623944274059,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
19135,FXHASH Logo with Features #707,168,73.24344889626482,1,1,1,1,1,16,5,2,2,1,4,4,1,1,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
19607,FXHASH Logo with Features #827,169,73.24148312191522,1,1,1,1,1,16,4,1,1,1,5,4,1,1,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
14198,FXHASH Logo with Features #453,170,73.24100472299247,1,1,1,1,1,1,5,2,1,1,4,5,1,1,5,1,1,1,5,4,1,18,1,1,1,1,1,1,1
13036,FXHASH Logo with Features #415,171,73.21763985828785,1,1,1,1,1,1,4,1,2,1,4,5,1,1,5,1,1,1,5,5,1,18,1,1,1,1,1,1,1
20158,FXHASH Logo with Features #917,172,73.20060725833153,1,1,1,1,1,1,5,1,2,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
17063,FXHASH Logo with Features #534,173,73.19307389721465,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,4,5,1,18,1,1,1,1,1,1,1
19982,FXHASH Logo with Features #881,174,73.13101843986557,1,1,1,1,1,1,5,1,1,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
10,FXHASH Logo with Features #1,175,73.11460413180193,1,1,1,1,1,1,4,2,1,1,5,4,1,1,4,1,1,1,5,4,1,18,1,1,1,1,1,1,1
18873,FXHASH Logo with Features #659,176,73.10976059915242,1,1,1,1,1,16,5,2,2,1,4,4,1,1,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
1222,FXHASH Logo with Features #96,177,72.98395821769404,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,4,5,1,18,1,1,1,1,1,1,1
6558,FXHASH Logo with Features #261,178,72.93575129155036,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,4,5,1,18,1,1,1,1,1,1,1
3655,FXHASH Logo with Features #183,179,72.92811472870842,1,1,1,1,1,1,4,1,2,1,4,5,1,1,5,1,1,1,4,4,1,18,1,1,1,1,1,1,1
20485,FXHASH Logo with Features #972,180,72.85479331523283,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
19805,FXHASH Logo with Features #850,181,72.83428417501518,1,1,1,1,1,16,4,2,2,1,4,5,1,1,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
10182,FXHASH Logo with Features #345,182,72.75912813369482,1,1,1,1,1,1,4,1,2,1,5,5,1,1,4,1,1,1,4,4,1,18,1,1,1,1,1,1,1
6209,FXHASH Logo with Features #250,183,72.71827865050457,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
19166,FXHASH Logo with Features #716,184,72.69816215873794,1,1,1,1,1,1,5,1,1,1,4,4,1,1,4,1,1,1,5,4,1,18,1,1,1,1,1,1,1
6604,FXHASH Logo with Features #262,185,72.6444657710091,1,1,1,1,1,1,4,2,2,1,4,5,1,1,4,1,1,1,5,5,1,18,1,1,1,1,1,1,1
15096,FXHASH Logo with Features #484,186,72.62936950695828,1,1,1,1,1,1,5,1,2,1,4,4,1,1,4,1,1,1,5,4,1,18,1,1,1,1,1,1,1
17607,FXHASH Logo with Features #565,187,72.61626199361434,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,5,4,1,18,1,1,1,1,1,1,1
12768,FXHASH Logo with Features #410,188,72.61142153715711,1,1,1,1,1,1,4,2,1,1,4,5,1,1,4,1,1,1,4,4,1,18,1,1,1,1,1,1,1
3536,FXHASH Logo with Features #179,189,72.60134473865901,1,1,1,1,1,1,4,1,2,1,4,4,1,1,4,1,1,1,4,5,1,18,1,1,1,1,1,1,1
20149,FXHASH Logo with Features #916,190,72.4995892464019,1,1,1,1,1,16,5,1,1,1,4,4,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
19994,FXHASH Logo with Features #882,191,72.33315513658908,1,1,1,1,1,16,4,1,2,1,5,5,1,1,5,1,1,1,4,4,1,1,1,1,1,1,1,1,1
3828,FXHASH Logo with Features #194,192,72.28423679102023,1,1,1,1,1,16,5,2,2,1,4,4,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20136,FXHASH Logo with Features #913,193,72.28076148341145,1,1,1,1,1,1,5,2,1,1,4,4,1,1,4,1,1,1,4,4,1,18,1,1,1,1,1,1,1
11424,FXHASH Logo with Features #386,194,72.21340675737443,1,1,1,1,1,16,5,1,1,1,5,4,1,1,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
14008,FXHASH Logo with Features #449,195,72.14875459188313,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,5,4,1,18,1,1,1,1,1,1,1
2102,FXHASH Logo with Features #129,196,72.07447980786637,1,1,1,1,1,16,5,2,1,1,5,5,1,1,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
793,FXHASH Logo with Features #78,197,71.96747766463676,1,1,1,1,1,16,4,1,2,1,5,5,1,1,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
227,FXHASH Logo with Features #28,198,71.95929560080756,1,1,1,1,1,16,5,2,2,1,5,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
3672,FXHASH Logo with Features #187,199,71.95321895078868,1,1,1,1,1,16,5,1,2,1,5,5,1,1,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
2190,FXHASH Logo with Features #135,200,71.89516359506992,1,1,1,1,1,16,4,1,2,1,4,5,1,1,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
7146,FXHASH Logo with Features #277,201,71.85992500731666,1,1,1,1,1,16,4,1,2,1,5,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
18985,FXHASH Logo with Features #682,202,71.84604246871103,1,1,1,1,1,16,4,1,1,1,4,5,1,1,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
3587,FXHASH Logo with Features #180,203,71.83409543212069,1,1,1,1,1,16,5,1,2,1,5,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
13682,FXHASH Logo with Features #431,204,71.66468814940288,1,1,1,1,1,16,5,1,1,1,4,5,1,1,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
115,FXHASH Logo with Features #18,205,71.60660383499439,1,1,1,1,1,16,4,1,2,1,5,5,1,1,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
95,FXHASH Logo with Features #16,206,71.4800979390177,1,1,1,1,1,16,5,2,1,1,4,4,1,1,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
17802,FXHASH Logo with Features #574,207,71.41664767667562,1,1,1,1,1,16,4,2,1,1,5,4,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
1749,FXHASH Logo with Features #116,208,71.38312709200342,1,1,1,1,1,16,5,2,2,1,4,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
7812,FXHASH Logo with Features #316,209,71.30373121729997,1,1,1,1,1,16,5,1,2,1,4,4,1,1,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
3008,FXHASH Logo with Features #168,210,71.2168519262443,1,1,1,1,1,16,5,1,2,1,4,5,1,1,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
10899,FXHASH Logo with Features #367,211,71.08376994024385,1,1,1,1,1,16,4,2,2,1,4,4,1,1,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
2269,FXHASH Logo with Features #142,212,71.02314337507143,1,1,1,1,1,16,5,2,2,1,4,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
3981,FXHASH Logo with Features #205,213,70.87243195637834,1,1,1,1,1,16,5,2,2,1,4,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
20579,FXHASH Logo with Features #989,214,70.78599440614487,1,1,1,1,1,16,4,1,2,1,4,5,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
19359,FXHASH Logo with Features #747,215,70.77426340159013,1,1,1,1,1,16,5,1,1,1,4,5,1,1,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
18743,FXHASH Logo with Features #645,216,70.7730865435537,1,1,1,1,1,16,4,1,1,1,4,4,1,1,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
19328,FXHASH Logo with Features #743,217,70.61948931473238,1,1,1,1,1,16,5,1,1,1,4,5,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
20178,FXHASH Logo with Features #921,218,67.54391078139373,1,1,1,1,1,1,5,2,2,1,5,5,1,5,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
20437,FXHASH Logo with Features #965,219,67.38104886975931,1,1,1,1,1,1,5,2,2,1,4,5,1,5,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
103,FXHASH Logo with Features #17,220,66.76472889258737,1,1,1,1,1,1,4,2,1,1,5,5,1,5,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
13866,FXHASH Logo with Features #444,221,66.52336607171705,1,1,1,1,1,1,5,2,1,1,5,4,1,5,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
20282,FXHASH Logo with Features #938,222,66.48763948199222,1,1,1,1,1,1,4,1,1,1,5,5,1,5,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
18267,FXHASH Logo with Features #613,223,66.28539392812174,1,1,1,1,1,1,4,1,2,1,4,4,1,5,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
3596,FXHASH Logo with Features #181,224,66.13867265996538,1,1,1,1,1,1,5,1,2,1,4,4,1,5,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
3841,FXHASH Logo with Features #195,225,66.13705708606514,1,1,1,1,1,1,5,2,2,1,5,4,1,5,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
6210,FXHASH Logo with Features #251,226,66.04840178746116,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
6169,FXHASH Logo with Features #247,227,66.02259612248044,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
18898,FXHASH Logo with Features #664,228,66.02035068019504,1,1,1,1,1,1,4,2,2,1,5,4,1,5,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
10551,FXHASH Logo with Features #355,229,66.01299469860382,1,1,1,1,1,1,4,1,1,1,5,5,1,5,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
20578,FXHASH Logo with Features #988,230,65.55245449355145,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
20530,FXHASH Logo with Features #978,231,65.5079800105969,1,1,1,1,1,1,5,2,1,1,4,4,1,5,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
6195,FXHASH Logo with Features #248,232,65.20943444250608,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
2472,FXHASH Logo with Features #156,233,65.12067079097697,1,1,1,1,1,1,5,1,1,1,4,5,1,5,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
394,FXHASH Logo with Features #49,234,65.02145746622645,1,1,1,1,1,1,5,1,2,1,4,5,1,5,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
599,FXHASH Logo with Features #70,235,64.08040571826301,1,1,1,1,1,1,5,2,1,1,5,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
5025,FXHASH Logo with Features #218,236,63.9716802814847,1,1,1,1,1,1,5,1,2,1,5,5,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
20163,FXHASH Logo with Features #920,237,63.932133512689106,1,1,1,1,1,1,5,2,2,1,5,4,1,5,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
17201,FXHASH Logo with Features #538,238,63.87938040301517,1,1,1,1,1,1,4,2,2,1,5,4,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
88,FXHASH Logo with Features #13,239,63.82571745807017,1,1,1,1,1,1,5,2,2,1,5,5,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
10848,FXHASH Logo with Features #365,240,63.74889179102323,1,1,1,1,1,1,4,2,1,1,5,4,1,5,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
414,FXHASH Logo with Features #53,241,63.624792694564526,1,1,1,1,1,1,5,2,2,1,5,4,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
6692,FXHASH Logo with Features #266,242,63.58955834082392,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
17475,FXHASH Logo with Features #553,243,63.57367952734552,1,1,1,1,1,1,5,1,1,1,5,4,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
20162,FXHASH Logo with Features #919,244,63.55222317660342,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
19080,FXHASH Logo with Features #699,245,63.42542348525436,1,1,1,1,1,1,5,2,2,1,5,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
9233,FXHASH Logo with Features #333,246,63.36635485350893,1,1,1,1,1,1,4,1,2,1,5,5,1,5,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
17634,FXHASH Logo with Features #567,247,63.31623394703019,1,1,1,1,1,1,4,2,2,1,5,4,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
12303,FXHASH Logo with Features #401,248,63.306532462632745,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
1685,FXHASH Logo with Features #113,249,63.28020792684505,1,1,1,1,1,1,5,2,1,1,4,5,1,5,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
14423,FXHASH Logo with Features #463,250,63.26069269582567,1,1,1,1,1,1,4,2,1,1,4,5,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
15164,FXHASH Logo with Features #486,251,63.23374715200927,1,1,1,1,1,1,5,1,2,1,5,4,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
19460,FXHASH Logo with Features #800,252,63.220359350610956,1,1,1,1,1,1,5,2,2,1,5,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
18677,FXHASH Logo with Features #636,253,63.21802315937028,1,1,1,1,1,1,4,1,2,1,5,5,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
17457,FXHASH Logo with Features #550,254,63.174497369601326,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
91,FXHASH Logo with Features #15,255,63.15001756740169,1,1,1,1,1,1,5,1,1,1,4,5,1,5,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
20212,FXHASH Logo with Features #929,256,63.0982573241446,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
20005,FXHASH Logo with Features #886,257,63.02735184328396,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
13295,FXHASH Logo with Features #422,258,63.02473071903069,1,1,1,1,1,1,4,2,2,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
20616,FXHASH Logo with Features #993,259,62.991415834547226,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
928,FXHASH Logo with Features #83,260,62.985455492346645,1,1,1,1,1,1,4,2,2,1,5,5,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
18159,FXHASH Logo with Features #600,261,62.97925252014541,1,1,1,1,1,1,4,2,1,1,5,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
15194,FXHASH Logo with Features #487,262,62.965502427676036,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
17327,FXHASH Logo with Features #541,263,62.95141311671952,1,1,1,1,1,1,5,2,1,1,5,4,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
20211,FXHASH Logo with Features #928,264,62.95126966340705,1,1,1,1,1,1,5,2,1,1,5,5,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
7071,FXHASH Logo with Features #273,265,62.941067983965226,1,1,1,1,1,1,4,2,2,1,4,4,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
19945,FXHASH Logo with Features #872,266,62.91560365660311,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
18000,FXHASH Logo with Features #589,267,62.911478119156904,1,1,1,1,1,1,5,1,1,1,4,5,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
14207,FXHASH Logo with Features #454,268,62.90474688308134,1,1,1,1,1,1,4,1,1,1,4,5,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
18353,FXHASH Logo with Features #620,269,62.87819726585957,1,1,1,1,1,1,5,2,2,1,4,5,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
8680,FXHASH Logo with Features #327,270,62.8542116457567,1,1,1,1,1,1,5,2,1,1,4,5,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
19509,FXHASH Logo with Features #807,271,62.80551840452634,1,1,1,1,1,1,5,2,2,1,5,4,1,5,4,1,1,1,4,4,1,4,1,1,1,1,1,1,1
20577,FXHASH Logo with Features #987,272,62.78465298073015,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
3872,FXHASH Logo with Features #201,273,62.74872279392236,1,1,1,1,1,1,5,2,1,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
18818,FXHASH Logo with Features #653,274,62.73921856622608,1,1,1,1,1,1,5,1,2,1,5,5,1,5,4,1,1,1,4,4,1,4,1,1,1,1,1,1,1
11972,FXHASH Logo with Features #396,275,62.73437581540451,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
10727,FXHASH Logo with Features #361,276,62.723816024170894,1,1,1,1,1,1,4,1,2,1,4,5,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19325,FXHASH Logo with Features #741,277,62.70349397136135,1,1,1,1,1,1,4,2,1,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
493,FXHASH Logo with Features #58,278,62.70285611323163,1,1,1,1,1,1,4,1,2,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
5447,FXHASH Logo with Features #228,279,62.65542343546188,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
19616,FXHASH Logo with Features #828,280,62.63925083137801,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
1180,FXHASH Logo with Features #94,281,62.635414521597596,1,1,1,1,1,1,5,1,2,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
2722,FXHASH Logo with Features #163,282,62.62942836439031,1,1,1,1,1,1,5,2,1,1,5,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
2937,FXHASH Logo with Features #166,283,62.60161368827436,1,1,1,1,1,1,4,1,2,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
20105,FXHASH Logo with Features #907,284,62.60151621293639,1,1,1,1,1,1,5,2,2,1,5,4,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
12953,FXHASH Logo with Features #413,285,62.60126598736669,1,1,1,1,1,1,4,1,1,1,4,4,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
14392,FXHASH Logo with Features #462,286,62.565006674966355,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
20106,FXHASH Logo with Features #908,287,62.53987479816449,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
19245,FXHASH Logo with Features #729,288,62.52814310564791,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
11007,FXHASH Logo with Features #374,289,62.52267833772322,1,1,1,1,1,1,5,1,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
15197,FXHASH Logo with Features #488,290,62.521923781212124,1,1,1,1,1,1,5,1,1,1,5,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
3038,FXHASH Logo with Features #169,291,62.504427664654685,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
20311,FXHASH Logo with Features #946,292,62.49367561829407,1,1,1,1,1,1,4,2,1,1,4,5,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
8189,FXHASH Logo with Features #324,293,62.487433382362056,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
18036,FXHASH Logo with Features #592,294,62.44986139135582,1,1,1,1,1,1,5,1,1,1,5,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
7453,FXHASH Logo with Features #301,295,62.42694741549823,1,1,1,1,1,1,5,2,2,1,5,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
15502,FXHASH Logo with Features #500,296,62.42363889751675,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
13352,FXHASH Logo with Features #425,297,62.41837001429434,1,1,1,1,1,1,5,1,1,1,4,5,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
16035,FXHASH Logo with Features #517,298,62.40831688735875,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
3940,FXHASH Logo with Features #204,299,62.40545419273418,1,1,1,1,1,1,5,2,2,1,5,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
16841,FXHASH Logo with Features #530,300,62.394185087244466,1,1,1,1,1,1,5,1,2,1,4,4,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
20543,FXHASH Logo with Features #982,301,62.37732245927854,1,1,1,1,1,1,4,2,2,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
17121,FXHASH Logo with Features #536,302,62.36667006181922,1,1,1,1,1,1,5,2,2,1,4,4,1,5,5,1,1,1,4,4,1,4,1,1,1,1,1,1,1
4818,FXHASH Logo with Features #216,303,62.34952361483785,1,1,1,1,1,1,5,2,1,1,4,5,1,5,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
13627,FXHASH Logo with Features #430,304,62.33817652228436,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
15434,FXHASH Logo with Features #497,305,62.30322843148907,1,1,1,1,1,1,4,1,2,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
2060,FXHASH Logo with Features #126,306,62.296572821786,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
15937,FXHASH Logo with Features #515,307,62.2860110142977,1,1,1,1,1,1,5,1,2,1,4,5,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
15,FXHASH Logo with Features #5,308,62.271374414479084,1,1,1,1,1,1,4,2,1,1,4,5,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
18914,FXHASH Logo with Features #669,309,62.268567723866425,1,1,1,1,1,1,4,2,2,1,5,4,1,5,4,1,1,1,4,4,1,4,1,1,1,1,1,1,1
2321,FXHASH Logo with Features #147,310,62.25884162841369,1,1,1,1,1,1,5,2,1,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
6157,FXHASH Logo with Features #244,311,62.251152593340656,1,1,1,1,1,1,4,1,1,1,5,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
5179,FXHASH Logo with Features #221,312,62.230129971332474,1,1,1,1,1,1,4,1,1,1,4,4,1,5,5,1,1,1,4,4,1,4,1,1,1,1,1,1,1
18601,FXHASH Logo with Features #629,313,62.182163943892036,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
6287,FXHASH Logo with Features #254,314,62.18145225317399,1,1,1,1,1,1,5,2,1,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
12335,FXHASH Logo with Features #402,315,62.180604649461856,1,1,1,1,1,1,4,2,1,1,5,4,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
6334,FXHASH Logo with Features #257,316,62.168592755927406,1,1,1,1,1,1,5,2,2,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
18096,FXHASH Logo with Features #598,317,62.165697493789864,1,1,1,1,1,1,4,1,1,1,4,5,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
19087,FXHASH Logo with Features #700,318,62.15766008772045,1,1,1,1,1,1,5,1,1,1,5,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
